feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
-0.038,-0.317,0.051,1.088,0.947,-1.896,-0.607,0.23,0.308,0.936,-1.945,-1.453,-0.315,-0.278,-1.355,1
0.579,-0.539,-0.994,0.096,0.447,-0.454,-0.532,0.864,0.558,2.227,0.784,0.417,-0.288,-1.231,0.264,1
-1.99,0.418,1.8,0.737,-0.045,1.087,-1.716,-1.25,0.061,0.602,0.343,-0.614,-1.957,-0.492,1.878,0
0.548,0.683,0.156,0.736,0.266,0.601,-1.346,0.167,-0.627,1.706,0.068,1.158,-1.713,1.157,0.289,1
-2.436,2.369,0.729,1.7,0.059,1.353,0.513,-0.49,0.271,1.285,-0.225,0.419,-1.387,1.287,2.443,0
1.604,-0.736,0.109,-1.67,-2.572,0.365,1.393,0.643,-0.233,1.033,-0.413,-1.148,0.779,0.081,1.163,1
-1.228,1.563,-0.226,-0.817,0.438,0.422,2.082,-0.218,0.214,0.873,-1.579,1.328,-0.633,0.931,2.837,1
1.224,-0.043,-2.58,1.203,-0.501,-1.736,-1.361,-0.326,0.061,0.311,1.588,2.037,0.736,0.365,0.48,0
-0.534,-0.337,0.269,-0.474,-0.118,-0.371,1.167,-0.537,-0.149,2.519,-0.911,-1.243,0.867,-0.221,0.021,1
0.684,0.363,0.403,-0.043,-0.584,-0.23,-0.12,0.125,-1.221,1.226,0.623,-0.441,0.969,-1.181,-0.16,1
0.924,0.794,1.498,-1.028,0.58,2.036,-1.298,-0.593,-0.06,-0.926,1.263,0.015,0.57,0.266,0.714,1
-1.358,-1.51,0.772,0.435,0.408,-1.142,-1.385,-0.842,-1.017,-0.465,-0.35,2.48,0.005,0.92,-1.789,0
0.847,0.671,-0.356,0.721,0.615,-0.087,-0.648,1.01,-0.005,-1.191,1.138,0.016,-0.972,-0.925,-0.327,1
0.481,-0.024,-1.441,1.348,0.013,-0.107,1.865,-0.083,-1.34,0.74,0.188,-0.276,1.808,0.246,0.657,0
0.311,-2.001,-0.473,0.457,-0.141,0.612,2.142,-0.304,1.017,0.23,-2.586,-1.125,-1.398,-0.185,-0.669,0
-0.908,-1.816,-0.358,-0.771,0.318,1.545,0.404,-0.41,-0.302,-0.587,-2.118,0.092,2.122,-1.622,0.73,0
-0.499,1.104,2.048,-0.667,-2.058,-0.89,0.486,0.27,-0.351,-1.06,-0.705,0.016,0.247,-0.246,0.254,1
0.475,-0.432,0.746,1.184,1.468,-0.419,-1.526,-0.041,-1.213,0.438,0.123,1.817,2.098,-0.761,0.678,1
0.25,0.946,-0.013,1.364,-0.075,1.955,-0.521,-0.085,-1.343,0.121,-1.324,0.418,0.575,1.259,-0.632,1
0.411,-1.097,-0.023,-0.937,-0.745,-0.77,-0.683,-1.215,1.201,-0.739,0.702,0.131,0.124,2.74,1.353,1
0.596,0.685,-1.826,-1.025,0.3,0.598,1.817,0.119,0.876,-0.704,0.66,-0.22,1.584,2.159,0.234,1
-0.973,-1.218,-0.097,2.847,-1.665,0.08,-0.573,-0.528,-0.602,-0.331,0.398,0.402,0.249,-0.582,1.738,1
0.388,-0.33,0.227,-0.882,-0.427,0.045,-0.9,1.276,1.004,-1.164,0.283,2.079,1.052,-1.193,0.611,0
0.606,1.652,-0.512,0.616,1.998,-0.229,-0.941,-1.494,1.856,1.054,-0.987,-0.905,0.272,0.932,-0.008,1
-0.224,0.372,1.287,0.953,-1.642,3.145,0.349,-0.198,0.585,0.598,-0.319,0.518,-0.379,0.275,0.368,1
-0.349,-0.573,1.217,-0.733,-0.291,-0.783,0.78,1.71,0.059,-0.448,-1.393,0.283,-0.639,-1.768,-0.699,1
0.224,-0.137,-1.239,-0.208,-2.341,-0.11,2.182,-0.848,0.354,0.082,1.281,1.38,-0.898,0.173,1.791,1
1.05,-0.632,-0.041,0.671,-0.032,0.214,1.629,-0.582,1.427,0.735,-1.396,-0.357,-0.166,1.018,1.239,0
2.186,1.255,-1.188,0.721,0.806,1.017,-1.57,-1.764,-1.029,-0.982,0.108,1.011,-0.583,-0.075,-0.097,1
-0.334,-0.226,-0.943,1.68,-0.871,0.459,0.184,2.281,1.0,-0.032,-0.845,-0.806,0.443,-1.325,-1.071,0
-0.136,-1.094,2.065,0.97,-0.328,-1.282,-0.016,-0.194,0.726,-1.235,-0.201,2.032,0.317,-1.581,-0.787,1
-0.749,0.219,0.104,0.822,-1.148,0.781,-0.843,-0.983,0.938,0.99,1.265,1.733,0.244,-0.645,2.272,1
-0.552,0.641,1.015,0.124,-0.566,-0.537,-0.625,-1.43,1.049,-1.989,-1.096,1.263,0.624,1.278,1.084,1
-0.008,0.187,-0.739,-0.869,-1.197,-1.004,-0.762,-1.707,0.192,0.467,1.329,0.94,-1.209,0.78,1.403,1
0.973,-1.765,0.082,1.33,-0.635,1.152,1.038,-0.836,-0.17,0.954,0.492,0.703,0.6,0.89,-0.199,0
-2.095,-2.228,1.107,-0.331,0.264,2.143,-0.179,2.01,-1.366,0.572,-0.193,-0.186,0.471,0.744,1.679,0
-1.827,-0.124,0.184,0.032,-1.153,-0.484,0.013,0.511,-1.143,-0.908,0.93,-1.197,0.385,-0.679,0.676,1
-0.646,1.52,-0.398,1.244,-1.25,-0.037,-1.064,-2.161,-0.565,1.501,-0.274,1.098,-0.854,1.709,-1.117,1
-1.124,0.036,-0.316,-0.934,1.052,0.237,0.679,-0.74,0.402,1.339,-0.134,0.637,-0.636,-1.289,-1.423,0
0.58,-0.61,0.978,0.842,0.443,-0.868,1.165,-0.92,-0.231,-0.535,1.635,2.164,0.401,-0.61,-1.067,0
-1.541,-0.876,0.025,-0.215,0.407,-0.364,1.818,1.034,-0.685,-0.872,0.639,-0.439,0.076,1.207,1.351,0
-0.424,-1.231,-0.282,0.675,-0.591,-1.97,-0.431,-0.552,0.163,0.883,0.548,-1.082,-0.012,-0.514,1.897,1
0.138,-0.045,0.439,-0.973,-0.906,0.483,-1.721,0.458,-0.372,0.257,0.211,0.311,-0.587,0.717,-0.67,0
0.164,0.474,0.727,0.764,-0.481,0.241,0.661,1.408,-0.394,0.647,-0.285,2.578,0.536,-0.4,0.096,0
-0.847,2.311,-0.868,-1.119,0.917,0.348,1.039,-0.846,-0.963,1.256,-0.655,1.543,1.018,-0.444,-0.139,1
1.073,-0.027,-0.241,0.541,0.065,0.522,-0.023,1.918,-1.911,0.746,-0.309,-0.353,1.064,-0.557,-1.71,0
-1.853,-0.178,0.18,0.979,0.659,-2.182,0.665,0.607,0.494,0.806,0.006,1.259,0.505,-0.197,-0.353,1
0.247,0.314,-1.067,0.243,0.245,-1.086,1.697,-0.755,-0.201,-0.069,1.294,0.11,2.329,0.06,2.43,1
0.476,-1.871,0.243,1.462,-0.154,-0.981,0.151,1.532,1.308,-1.738,0.349,0.889,-1.151,0.639,1.325,0
-1.192,-1.945,-2.267,-0.849,0.276,-1.647,1.133,-1.419,-0.263,-0.043,-1.001,-0.872,0.634,-0.417,-0.72,0
0.804,-0.235,-0.224,0.898,-0.903,-0.082,1.616,-1.372,-0.267,0.464,0.531,-1.907,-0.389,1.908,0.81,1
0.68,-0.131,1.887,-1.795,-0.761,-0.142,-1.342,0.456,-0.091,1.516,0.192,-0.867,2.207,2.301,-2.349,0
-0.556,0.633,0.082,0.16,2.104,-0.368,0.611,0.514,-0.127,-1.047,-0.488,0.343,1.15,-1.089,-0.467,1
-0.898,2.018,0.66,-0.56,-1.152,0.965,-0.601,-1.496,1.558,-0.243,-1.256,1.174,-0.177,-0.852,-1.951,1
-1.178,1.044,-0.938,0.798,-0.966,-0.415,2.21,-1.151,2.525,0.48,0.817,-0.141,0.746,-0.171,0.22,0
-1.06,0.344,1.711,0.838,-0.745,0.318,-0.488,1.198,0.469,0.267,0.986,-0.174,-1.272,0.456,-0.875,1
1.452,-2.542,2.812,0.595,-0.732,0.429,-2.238,0.965,-1.486,1.692,-1.351,-0.052,0.412,-0.914,-0.753,0
-0.034,-1.026,0.261,-0.236,-1.209,-0.054,0.211,-1.428,-3.008,0.746,0.56,1.123,-0.169,-1.477,0.054,1
0.096,0.841,-0.087,0.775,-0.322,-1.244,-0.305,2.307,0.643,0.477,-0.345,1.482,-0.782,1.273,-1.926,1
-0.708,0.068,0.267,-0.382,-0.769,-0.038,0.546,1.384,-0.917,-0.273,0.073,-0.881,0.169,-1.034,-0.606,1
0.997,0.153,0.246,0.77,-0.384,-0.021,0.602,-0.302,-0.909,-0.683,0.911,1.384,-0.915,-0.683,1.248,1
0.249,0.499,0.042,-0.017,-0.645,0.939,0.65,2.202,0.777,-0.979,-1.061,0.766,0.554,-0.781,0.49,1
-0.98,0.725,0.281,0.546,0.768,0.067,-1.064,0.733,0.219,-0.963,0.177,1.472,1.313,0.382,-2.282,1
0.17,1.882,-0.657,-0.551,0.007,0.453,0.055,-0.964,-0.065,0.482,0.455,-0.963,0.373,1.279,0.896,1
0.365,0.489,0.241,-0.608,0.674,0.315,-2.089,0.953,1.592,-0.505,0.136,0.594,-0.865,-0.255,-1.157,1
1.441,-0.192,1.417,0.044,-0.046,1.788,-0.977,0.952,-0.787,-0.545,1.319,-0.13,0.649,1.282,0.182,1
-0.18,0.599,0.346,0.864,0.067,-0.875,-0.241,-0.756,0.515,-0.199,-0.193,-0.394,0.14,0.003,-0.594,1
-1.967,-0.802,0.328,0.581,1.947,-0.791,-0.446,-0.342,-1.543,0.466,-1.644,0.947,-0.582,-0.528,-0.025,0
0.275,-2.376,-0.385,-0.446,-0.657,-0.112,0.615,-0.504,1.598,-0.335,0.846,-0.425,0.497,-1.374,1.09,0
1.764,0.352,-1.246,0.931,-1.753,-0.498,0.408,-0.185,-0.707,0.403,-0.419,-1.576,1.567,-0.047,0.389,1
-0.535,-1.481,-1.197,-1.287,0.363,0.053,-0.044,-0.015,0.573,-1.423,1.122,-0.24,-0.224,0.456,0.386,1
-1.874,-2.156,1.302,0.258,0.337,0.389,0.096,-0.037,0.549,1.051,-0.479,0.173,-0.187,-0.636,0.637,0
-1.307,1.249,0.574,1.135,-1.089,1.028,-0.892,0.741,0.859,-0.145,-0.346,-0.932,0.387,0.849,0.921,1
-1.222,-0.658,-0.402,0.62,-0.861,0.401,0.234,1.325,0.423,-0.412,1.261,1.74,-1.802,-0.523,-0.52,1
1.476,1.224,-2.433,-0.29,-0.104,-0.883,0.049,0.916,0.065,-2.145,-0.564,-1.763,-0.655,-0.092,2.588,1
-0.347,0.748,0.782,-1.406,0.248,0.932,-1.786,-0.292,-0.66,-0.24,-0.03,-0.584,1.16,1.813,0.866,1
-1.146,0.967,0.759,-2.373,0.801,-1.762,0.841,0.468,0.548,0.932,-0.285,0.381,1.222,0.895,-0.554,1
1.055,-0.325,-0.125,-0.517,0.426,-1.237,-0.476,-0.164,0.609,-0.996,-0.306,0.98,0.591,-1.009,-0.82,1
-0.176,-1.72,0.731,-0.556,-0.995,0.742,-1.677,-2.221,-0.819,0.741,-1.44,-1.182,-0.954,0.615,0.838,0
0.725,0.651,0.425,-2.038,0.797,-0.876,-0.208,-0.154,-0.271,-0.084,-0.04,-1.006,1.464,1.159,0.001,1
-0.459,0.189,-0.507,-0.669,0.548,0.84,-2.292,0.575,-0.571,-0.302,-0.84,0.708,0.431,1.408,-0.032,1
-0.85,0.995,-0.825,0.036,-0.191,0.493,1.373,0.287,-0.216,0.38,-2.279,1.17,-0.573,-0.109,-1.293,1
-2.049,0.943,0.527,0.495,-0.195,0.288,-1.969,-0.231,0.418,1.913,0.11,-0.843,-0.09,0.943,-0.127,1
1.96,-0.013,0.449,-0.333,-1.575,0.26,0.426,1.145,0.06,-0.384,-0.219,-0.125,1.953,-1.345,-0.789,1
-1.685,-1.082,1.146,0.303,0.065,1.261,0.522,-0.826,0.409,1.307,-0.665,0.845,1.604,0.994,-1.601,0
0.423,0.288,0.096,-0.438,0.675,1.542,-1.083,-1.115,0.753,-0.54,-0.614,0.28,-0.144,-1.365,1.4,1
-0.12,1.533,-0.151,0.519,-1.141,1.748,1.089,1.298,-1.887,-0.315,0.728,1.028,-0.328,0.521,0.572,1
0.773,-0.482,0.556,-1.519,-0.726,1.163,-0.658,-0.092,-0.952,-0.144,-0.054,-0.662,0.033,1.135,-0.316,1
0.759,-0.058,1.383,1.537,-0.51,0.82,-0.165,-0.181,-0.74,-0.075,0.92,-0.195,-0.693,2.485,0.623,1
-1.796,-0.076,0.144,-0.498,-1.028,0.427,-2.286,0.831,0.62,-0.062,-0.142,0.587,0.128,1.035,-0.05,0
0.061,-1.193,-0.539,-0.562,-0.487,0.537,-3.857,-0.004,0.232,0.462,0.985,-0.343,-1.293,-0.801,0.775,1
0.09,-1.438,1.405,0.5,1.388,-1.24,0.314,-0.05,0.425,0.871,0.542,0.852,-0.974,0.579,0.327,1
1.606,-0.914,0.456,-0.877,-1.154,1.037,-1.688,1.026,-0.613,0.885,0.451,0.95,1.286,-0.729,-0.82,1
-1.028,-0.936,0.565,1.089,-0.705,0.906,1.2,0.95,-0.633,-0.479,2.189,0.531,-0.664,1.461,-0.284,1
-1.033,-1.069,-1.046,0.13,-0.15,0.99,1.971,-1.396,-0.749,-0.041,0.176,-0.3,-1.043,-1.127,-0.446,0
0.68,-1.263,1.501,0.267,0.778,-1.254,-1.286,-0.314,0.757,-0.27,1.008,-1.332,-0.55,0.754,0.462,1
-0.57,0.683,-0.921,0.067,1.609,-0.933,-0.424,0.212,-1.079,-0.853,0.111,0.498,0.161,-1.032,0.612,1
-0.121,-0.882,-0.804,-0.744,0.041,0.125,-0.201,-0.81,-0.625,0.801,0.386,-0.938,-0.063,-0.114,-0.225,1
0.387,1.014,0.897,-0.885,-0.829,-1.315,-0.296,1.013,0.069,0.393,0.697,-0.838,-0.767,3.238,0.737,1
1.53,-0.604,-0.28,0.212,0.339,-2.307,-0.566,-1.247,1.971,-0.618,-0.167,1.442,0.195,-1.288,-1.189,1
-0.707,1.119,-0.003,-0.951,0.694,-0.377,-1.88,-0.131,0.087,0.459,0.322,-0.465,-0.743,0.116,-0.44,1
0.697,0.605,0.491,1.084,-0.394,-0.437,-2.162,-0.987,1.354,-0.201,-0.172,0.837,0.916,1.944,0.222,1
-0.059,2.232,-0.104,0.326,-0.351,0.603,-1.45,0.848,0.427,0.622,-0.472,-1.633,0.035,1.293,0.542,0
1.808,0.304,-1.784,-0.129,0.087,0.26,0.935,-0.286,-0.108,0.439,1.768,0.481,0.154,-0.127,-1.052,1
0.847,0.655,-0.576,-1.905,0.545,-1.448,1.697,-0.631,0.925,-1.449,-1.05,1.124,2.261,-0.37,-0.652,1
0.51,-0.462,-0.151,-0.069,-0.199,-0.513,-0.038,-0.274,0.959,0.248,-0.194,0.639,0.318,0.038,0.068,0
2.192,0.111,2.79,-0.799,-0.962,1.492,1.775,-0.494,0.619,-0.489,-0.222,-0.892,2.669,1.05,0.386,0
-0.737,0.648,1.641,1.025,1.084,1.763,0.108,0.425,-1.476,0.335,0.865,-0.115,0.088,1.864,-0.683,0
-1.854,-2.105,-0.368,0.484,2.806,-1.049,0.063,1.284,0.899,-0.323,-0.218,-0.982,0.446,-0.193,-0.183,0
1.443,1.125,0.266,0.869,0.228,-0.496,-0.412,-0.641,1.03,-1.838,-0.535,0.741,0.347,0.081,1.014,1
-0.307,-1.109,-2.413,0.395,0.186,-0.741,0.288,-0.818,0.674,0.948,-0.502,0.563,0.688,-0.145,-1.625,0
-0.208,1.619,-0.531,-1.221,0.156,0.45,0.571,0.145,-0.287,0.373,-1.385,-0.066,-0.82,0.089,0.033,0
-0.215,0.074,-0.383,-0.261,-2.036,0.92,0.316,-1.282,2.609,0.352,-0.68,0.695,1.009,0.631,-0.592,0
-0.109,0.062,1.367,0.474,0.716,0.557,0.736,0.775,-1.229,-0.629,0.781,-1.69,-0.264,0.646,-0.556,0
0.683,1.096,-1.58,-0.026,-0.966,0.342,-0.859,0.67,1.788,0.599,1.159,0.047,-0.448,0.133,0.223,1
1.376,0.321,0.245,1.325,0.844,-0.316,-0.693,-0.342,1.26,-0.622,1.579,1.131,-0.794,-0.833,-2.715,1
-0.433,2.036,1.452,-0.807,0.015,-0.863,-2.22,1.421,0.013,1.673,2.164,-0.21,0.476,0.834,0.803,1
0.285,-0.618,0.818,-0.222,1.117,0.586,-0.995,1.227,0.284,1.534,1.841,-0.59,-1.252,0.485,-0.634,1
1.172,1.167,0.69,-0.019,1.356,1.32,-0.671,-0.078,-0.343,2.477,1.099,-0.084,1.069,1.552,0.192,1
1.558,-0.014,0.583,-0.636,-0.717,0.685,1.296,-0.263,0.924,0.214,2.012,-0.029,-1.071,0.364,1.008,1
-1.12,1.524,0.453,1.109,-0.405,0.607,0.584,-1.47,-0.312,-1.128,-1.027,-0.689,-2.243,-0.5,-0.622,0
0.143,-0.635,0.106,1.146,1.018,1.497,1.565,0.231,1.672,-0.009,-1.063,-0.189,0.227,-0.832,0.171,0
-0.392,1.954,1.652,-0.315,-0.439,0.008,2.534,-0.74,-0.12,0.393,-0.719,1.179,-0.096,0.83,-1.477,1
1.925,-0.031,-0.143,-1.083,1.117,0.233,0.939,0.197,0.269,3.184,-0.405,0.378,-0.147,0.057,-1.158,1
-0.379,0.579,0.411,-0.071,-0.361,-0.044,0.493,-0.465,0.389,-1.386,0.754,-0.229,0.194,0.056,-0.551,1
0.734,1.246,0.814,0.807,-0.234,-1.09,-0.997,0.392,0.452,0.665,1.352,-1.373,0.128,0.35,-0.187,1
0.139,-0.596,-0.171,-1.296,2.762,-0.516,-0.196,0.339,-1.044,-1.533,-0.787,-0.956,2.151,-0.394,0.871,0
-0.41,1.415,1.533,-2.219,0.434,-1.825,0.975,1.061,-0.127,-0.07,0.446,-0.209,-0.816,-0.685,0.215,1
0.01,-0.24,-0.689,1.097,2.164,1.338,-0.803,-0.719,-2.034,-0.019,0.393,-0.515,0.44,-0.169,-0.604,0
0.684,1.332,0.875,-1.935,-0.502,-0.707,-0.655,-1.614,0.997,1.197,-0.493,-0.975,0.502,-1.44,-0.85,1
-0.417,1.649,-0.643,0.963,1.717,0.272,-0.259,0.387,-0.329,-0.06,1.052,-0.401,1.755,-1.265,-1.703,0
1.605,-2.771,-1.463,-0.591,0.04,-1.889,-0.269,-0.24,1.533,0.077,-0.691,-0.229,-1.334,-0.72,-0.678,0
0.2,0.32,1.4,-0.199,-0.548,-0.444,-0.171,1.647,0.909,0.744,1.24,-0.922,-1.086,2.4,-0.089,1
-0.458,0.477,0.235,0.15,-0.387,0.267,0.618,2.915,-0.233,-1.503,-0.655,-0.268,-0.919,-1.453,1.26,1
-0.63,-0.394,1.556,-0.295,2.396,0.883,-0.474,0.179,0.063,-0.008,-1.259,-1.163,0.75,-0.053,1.181,0
1.232,-0.101,-1.159,-0.293,-1.647,-2.132,0.679,0.5,-0.486,0.233,1.606,-0.015,-0.511,0.883,1.135,1
1.024,-2.181,-0.057,-2.005,0.257,-0.552,0.552,0.237,1.654,0.565,0.479,1.482,-0.759,-2.324,-1.113,0
-0.214,-0.783,-1.017,0.783,-0.038,-0.501,-1.126,-0.102,0.138,0.235,-1.239,1.06,-0.761,-0.587,-0.553,0
-0.154,0.311,0.022,-0.746,-0.596,-1.236,0.995,-0.322,-0.018,-0.132,0.527,-0.614,0.65,0.505,-1.112,0
-0.385,0.691,-0.56,1.231,0.304,1.585,0.479,0.852,1.006,0.146,-0.517,-1.702,-1.727,-0.823,0.165,0
-0.295,0.873,0.541,0.344,-0.901,0.556,-1.132,0.521,0.421,0.906,0.289,-0.085,0.908,-2.295,1.179,1
-1.414,0.218,-0.533,-1.039,0.536,-0.83,0.972,-0.822,-0.356,0.643,1.533,-1.307,0.031,2.52,0.413,1
-0.862,-0.478,-0.981,-1.37,0.569,-0.319,-0.143,0.218,0.295,0.409,1.645,0.635,0.78,0.127,0.34,0
-0.32,1.589,-0.46,1.063,0.248,0.977,0.007,0.88,1.174,0.572,0.768,-0.563,0.289,0.35,0.068,1
-2.48,-0.618,-0.952,2.382,-0.06,0.019,0.306,-1.156,-0.245,-0.295,0.052,-2.323,0.428,-2.5,0.687,0
0.485,-1.267,-1.295,0.615,-1.127,-0.061,-1.045,-0.555,-2.019,0.352,0.264,-0.412,-0.052,-1.82,1.342,0
0.944,1.553,0.412,-0.161,-1.129,2.623,-0.263,0.421,-0.8,-0.611,0.222,1.165,0.099,-1.982,-1.525,1
-0.998,0.504,-0.367,-0.984,1.548,0.045,1.26,-0.13,-1.881,0.605,-0.171,-0.584,1.992,2.199,0.16,0
1.193,-0.332,0.495,0.109,0.245,0.377,-0.799,0.804,-2.004,1.525,1.553,-0.557,-0.683,1.199,-0.317,1
0.922,-0.043,0.936,-1.454,0.193,0.897,-0.799,0.295,0.142,0.911,1.18,0.279,-0.568,-1.034,0.197,1
-1.37,0.503,1.749,1.671,-0.087,-2.547,1.088,1.156,1.626,-1.675,0.538,1.597,-2.023,-0.08,-0.632,1
-0.985,0.358,-1.349,1.187,0.215,-1.975,-1.429,0.816,-0.214,0.324,2.368,0.756,0.931,0.212,0.745,1
0.344,1.3,0.774,-2.552,-0.561,-1.045,-0.57,0.38,1.703,-0.852,-0.032,0.195,0.051,0.351,-0.469,1
-1.443,0.794,-2.286,-0.549,-1.969,-0.243,-0.366,0.323,0.407,-0.151,1.532,0.002,-0.179,-0.323,-0.155,1
0.1,1.52,-1.741,0.314,0.622,-0.005,0.248,0.414,1.466,-1.054,-0.931,1.111,1.341,0.653,1.021,1
0.711,2.316,0.092,-1.184,0.897,-0.502,-0.743,0.77,0.658,-1.113,-0.543,1.069,-1.027,0.889,-1.912,1
1.112,-0.334,-1.068,-2.7,-0.311,0.294,1.572,0.256,-0.507,-0.99,-0.678,-1.134,0.865,-1.524,-0.72,1
-0.911,-1.466,0.218,0.767,-0.014,-0.365,1.11,-0.29,-0.448,1.336,1.304,0.282,-3.163,-0.527,-1.773,1
0.765,0.228,0.463,0.878,0.528,0.261,1.894,-0.578,1.781,0.815,-0.189,-0.041,-0.356,2.384,-1.502,1
-1.453,-0.342,-1.768,-0.475,-1.125,-1.031,0.97,-0.577,0.249,-0.509,0.288,-1.723,-2.387,0.955,0.657,1
1.422,-1.668,-0.045,-0.776,0.477,-1.057,2.245,-0.71,-0.927,0.328,2.106,0.974,-0.692,-2.055,0.982,1
0.033,-0.927,-0.258,-0.279,-0.358,-0.961,1.036,1.126,0.155,0.283,-0.768,1.54,1.858,-1.397,0.252,1
-0.199,0.179,0.739,-0.834,-1.266,-0.586,0.194,-0.446,-0.025,-0.697,0.29,-0.281,-0.444,-1.098,-0.44,1
-0.677,-0.677,1.416,-0.218,-2.29,-0.728,1.449,0.803,1.476,-2.802,0.467,-1.215,0.73,0.413,-0.174,0
0.176,-0.413,0.074,0.133,0.109,1.223,0.619,0.968,0.174,1.631,1.033,1.258,-0.207,-0.209,1.161,1
-0.899,0.587,-1.321,1.399,1.199,1.316,-0.294,-1.448,0.85,-0.263,-0.691,-1.863,0.539,0.406,1.037,0
0.024,-0.123,0.053,1.5,-0.891,-1.769,1.815,-0.453,-0.638,1.506,-0.176,-2.876,-1.244,1.213,0.962,1
-0.249,-0.723,-0.691,-0.012,-1.508,-0.844,-0.696,-0.019,0.137,0.677,-1.969,0.124,-1.853,-0.146,0.215,0
1.023,1.428,-1.685,0.725,-1.641,-0.98,-0.879,0.022,-0.768,0.403,-0.135,-1.823,0.154,-0.028,0.406,1
-0.884,0.789,1.182,1.323,1.941,0.012,0.405,-1.031,2.017,0.881,1.224,-0.582,-1.192,-0.121,-0.106,1
-1.277,0.785,0.085,0.394,0.142,0.377,-0.149,-0.155,-0.412,0.573,1.37,-1.051,-0.422,0.058,0.517,1
-2.636,-0.793,0.756,-0.624,0.76,0.631,0.596,2.042,1.788,-0.913,0.379,-0.291,0.295,0.668,0.176,0
0.516,1.189,1.517,0.465,-0.324,0.429,-0.567,-0.97,0.125,0.19,-1.301,0.979,-0.12,0.453,0.425,1
0.047,-0.943,0.265,1.152,-0.66,0.797,-1.114,0.325,0.384,-0.413,-0.663,-1.21,1.388,0.639,-0.307,1
1.269,-1.228,-0.076,-0.406,-0.398,1.555,0.344,0.352,-0.049,1.468,0.321,0.708,-0.794,0.735,0.922,1
0.505,0.344,-0.741,-1.31,-0.195,0.252,-0.111,-1.57,0.165,0.515,2.481,-1.55,-0.471,2.864,-1.456,1
-0.033,0.978,-0.928,0.983,1.562,0.485,1.035,1.571,-0.782,-0.181,0.301,0.382,1.635,0.242,-1.133,0
-0.269,1.105,1.495,-1.342,0.07,-0.357,-0.354,-0.437,0.959,0.755,1.102,-0.725,0.789,-1.769,0.64,1
-1.098,1.382,-1.615,-1.468,0.321,-0.077,-0.019,0.699,0.067,0.928,-0.753,2.394,-0.553,-0.14,-0.42,1
-2.035,-1.676,1.122,0.389,-1.51,0.789,0.57,-1.201,-0.977,-1.552,2.085,1.522,-1.529,-1.189,-0.188,0
0.432,0.614,-0.59,-1.177,-0.404,-1.566,0.593,-0.903,-1.654,-0.286,-0.062,1.902,-0.011,0.601,1.458,0
0.175,-1.746,0.597,1.496,1.498,-0.515,-1.033,0.172,0.917,-0.191,1.745,-0.212,0.339,-0.564,0.606,1
0.839,1.224,0.301,-1.024,0.329,-0.158,-0.633,-0.36,-0.111,-1.333,-0.284,-1.521,-1.015,0.162,0.746,0
0.784,1.5,0.386,-0.107,-0.111,-1.961,0.146,0.53,0.453,1.426,0.902,-0.605,0.038,0.949,1.169,1
-0.377,-0.839,0.632,-0.143,-0.392,0.205,0.618,0.623,1.108,-0.094,0.804,-0.683,0.07,0.204,0.68,1
-0.374,1.375,0.538,-0.108,0.324,-0.232,0.654,0.121,-0.588,-1.492,-0.421,1.151,-0.466,-1.394,0.188,1
-0.564,-0.988,2.457,0.414,-0.351,0.045,0.654,1.281,1.379,1.099,0.234,-1.782,0.209,0.124,0.918,1
-1.204,0.664,0.243,0.343,1.085,-0.15,0.528,0.235,0.601,-1.165,0.687,-1.203,1.486,1.424,-0.747,0
-0.654,-0.452,-1.124,2.078,0.116,0.079,1.292,-0.773,-0.75,-0.265,1.104,0.033,0.034,-0.649,0.595,1
0.49,0.036,1.875,0.509,-1.323,-0.3,-0.307,0.581,-1.636,0.462,0.563,-0.155,1.838,-0.199,-1.042,1
0.326,-0.966,-0.477,-0.949,-0.233,-1.982,0.468,0.314,-0.43,-0.235,-0.001,-0.271,-0.422,-0.779,-1.745,1
-0.885,0.334,1.187,-1.555,2.538,-0.293,-1.119,0.529,-0.649,-0.266,0.209,0.177,-0.607,0.254,1.71,1
1.441,1.746,-0.713,-0.812,1.552,-0.298,0.454,-0.359,0.619,1.426,1.74,0.188,-0.71,-0.812,0.189,1
1.463,-0.623,-0.69,1.228,-0.574,0.729,1.702,-0.755,-0.436,0.607,0.684,-0.07,-1.678,0.384,-0.476,1
-0.142,-0.223,0.689,-0.544,1.399,0.104,-1.238,-0.688,1.379,0.364,0.451,0.167,1.489,-0.815,-2.006,0
1.756,-0.405,-0.032,-1.248,-1.623,1.039,-1.649,-1.479,0.738,-0.22,0.394,0.796,-0.1,-0.338,-0.89,1
-0.459,1.308,-1.307,-0.525,-0.549,2.118,-1.04,1.833,-2.117,-0.112,1.026,-0.89,-0.129,-0.743,0.707,1
2.2,0.764,1.043,0.763,0.907,-2.168,-0.921,0.257,0.494,1.156,-0.747,0.23,0.508,1.009,-2.416,1
-0.372,0.98,-0.998,0.491,-0.609,-0.135,0.85,-0.076,0.277,-0.326,-2.198,-1.263,-0.634,0.12,0.681,1
-0.438,-0.652,-0.712,0.525,0.15,-1.097,-0.216,0.939,-0.057,-1.122,-0.651,-1.272,1.263,-0.997,-1.663,1
