,CustomerID,Age,Gender,Income (USD),Loan Amount (USD),Credit Score,Employment Status,Debt-to-Income Ratio,Number of Credit Cards,Home Ownership,Previous Defaults,Credit Utilization,label
687,688,68,Female,86857,49108,781,Part-Time,0.45,7,Own,0,0.95,0
688,689,21,Female,81176,37318,442,Employed,0.28,7,Own,0,0.03,0
689,690,64,Male,70717,29460,412,Unemployed,0.33,6,Rented,1,0.51,0
690,691,18,Female,98967,43127,510,Self-Employed,0.31,0,Own,0,0.2,0
691,692,41,Male,95436,29736,796,Part-Time,0.11,0,Own,1,0.93,0
692,693,24,Male,128837,30894,300,Employed,0.42,3,Own,0,0.35,0
693,694,65,Male,78559,35274,393,Employed,0.12,1,Rented,0,0.26,0
694,695,54,Male,134852,18311,317,Part-Time,0.31,10,Rented,1,0.69,0
695,696,45,Male,54897,40879,759,Part-Time,0.31,8,Rented,1,0.54,0
696,697,31,Male,113773,5358,379,Employed,0.06,8,Rented,0,0.1,0
697,698,29,Female,34090,22512,670,Part-Time,0.54,5,Own,1,0.06,0
698,699,19,Female,67561,30768,311,Part-Time,0.49,9,Rented,0,0.41,0
699,700,23,Female,145034,42045,699,Part-Time,0.59,0,Own,1,0.31,0
700,701,40,Male,145972,27942,329,Self-Employed,0.45,4,Rented,1,0.33,0
701,702,50,Male,123849,19882,505,Employed,0.58,0,Own,0,0.92,0
702,703,21,Male,120083,41061,830,Self-Employed,0.48,5,Rented,0,0.64,0
703,704,46,Female,49271,34029,841,Unemployed,0.18,0,Own,1,1.0,0
704,705,21,Male,79943,23300,524,Part-Time,0.06,1,Own,0,0.34,0
705,706,30,Female,85061,20427,832,Unemployed,0.03,2,Rented,0,0.49,1
706,707,21,Female,122158,23988,371,Employed,0.59,5,Own,1,0.86,0
707,708,27,Female,80891,46107,713,Part-Time,0.59,5,Rented,0,0.15,0
708,709,48,Male,35485,34287,538,Self-Employed,0.22,10,Own,0,0.82,0
709,710,56,Female,55580,7735,334,Unemployed,0.23,4,Rented,0,0.87,0
710,711,63,Male,56004,39415,434,Unemployed,0.0,1,Rented,1,0.87,0
711,712,39,Female,38049,14250,733,Employed,0.04,3,Own,1,0.9,0
712,713,55,Female,119074,48691,645,Self-Employed,0.15,9,Own,0,0.04,1
713,714,70,Female,135209,31055,765,Unemployed,0.4,9,Rented,0,0.71,1
714,715,59,Female,92252,33876,680,Part-Time,0.04,7,Own,0,0.44,1
715,716,63,Female,113326,22987,395,Unemployed,0.51,10,Rented,0,0.75,0
716,717,55,Female,124998,48699,839,Employed,0.08,6,Own,0,0.69,1
717,718,44,Male,90095,26882,470,Part-Time,0.22,8,Own,0,0.07,0
718,719,54,Female,76333,45090,328,Part-Time,0.5,2,Rented,1,0.97,0
719,720,47,Male,118553,44838,658,Self-Employed,0.58,1,Own,0,0.82,0
720,721,41,Female,145665,46845,798,Employed,0.03,10,Rented,1,0.31,0
721,722,61,Male,149587,30169,502,Unemployed,0.6,5,Rented,0,0.79,0
722,723,20,Male,61426,19445,331,Part-Time,0.44,2,Own,1,0.36,0
723,724,53,Female,145050,24393,559,Employed,0.2,6,Rented,1,0.11,0
724,725,51,Male,36786,15910,603,Part-Time,0.25,9,Own,1,0.22,0
725,726,63,Male,34562,26705,392,Employed,0.21,8,Rented,1,0.56,0
726,727,19,Female,59140,32729,503,Employed,0.43,3,Own,1,0.21,0
727,728,70,Male,70251,48003,794,Employed,0.3,3,Rented,0,0.05,1
728,729,47,Female,50065,40765,657,Unemployed,0.3,8,Rented,0,0.78,1
729,730,55,Male,61962,31674,355,Part-Time,0.06,1,Rented,0,0.48,0
730,731,48,Female,110234,45970,527,Unemployed,0.16,5,Own,1,0.61,0
731,732,54,Female,95329,7918,458,Employed,0.27,5,Own,1,0.04,0
732,733,56,Male,36067,13832,663,Unemployed,0.05,6,Rented,0,0.9,1
733,734,66,Male,41540,18978,377,Self-Employed,0.26,0,Rented,1,0.36,0
734,735,49,Male,30126,11957,773,Part-Time,0.16,5,Rented,1,0.43,0
735,736,19,Female,90273,5155,666,Employed,0.28,5,Own,0,0.87,1
736,737,68,Male,36395,6102,381,Employed,0.46,4,Own,0,0.02,0
737,738,52,Female,56948,21050,583,Self-Employed,0.19,0,Rented,0,0.99,0
738,739,40,Male,54683,47060,456,Self-Employed,0.26,7,Rented,1,0.44,0
739,740,68,Male,32779,27445,485,Self-Employed,0.27,3,Own,1,0.21,0
740,741,60,Female,82118,12591,731,Employed,0.21,1,Own,0,0.4,1
741,742,53,Female,98272,13719,342,Employed,0.6,1,Own,1,0.35,0
742,743,53,Male,126817,11343,431,Self-Employed,0.14,8,Own,1,0.57,0
743,744,24,Female,99161,9131,772,Unemployed,0.57,1,Own,1,0.56,0
744,745,64,Female,64867,9288,586,Part-Time,0.08,2,Rented,1,0.31,0
745,746,32,Male,69474,12778,761,Unemployed,0.32,5,Rented,1,0.04,0
746,747,26,Female,135593,41018,682,Employed,0.46,10,Rented,0,0.53,0
747,748,40,Male,49113,26063,465,Employed,0.12,0,Own,1,0.39,0
748,749,29,Male,97574,45152,610,Part-Time,0.06,5,Rented,1,0.01,0
749,750,35,Female,122938,13982,505,Employed,0.29,4,Rented,1,0.5,0
750,751,32,Female,51583,22051,746,Self-Employed,0.24,3,Own,1,0.24,0
751,752,28,Male,78837,28832,768,Part-Time,0.32,7,Rented,0,0.74,1
752,753,50,Female,57727,20611,427,Part-Time,0.06,1,Own,1,0.73,0
753,754,22,Male,83871,43202,616,Employed,0.42,10,Own,0,0.81,0
754,755,38,Male,43319,41361,356,Employed,0.05,10,Rented,1,0.92,0
755,756,23,Female,64715,12137,725,Employed,0.44,2,Own,0,0.32,0
756,757,31,Male,34291,37993,637,Employed,0.17,4,Rented,0,0.19,1
757,758,68,Female,147942,29290,633,Unemployed,0.46,6,Own,1,0.88,0
758,759,35,Male,81615,26340,312,Part-Time,0.19,8,Own,1,0.32,0
759,760,65,Male,57440,21943,595,Unemployed,0.43,9,Own,0,0.05,0
760,761,51,Female,47519,6257,809,Unemployed,0.36,10,Own,1,0.25,0
761,762,55,Female,145804,47927,505,Unemployed,0.38,8,Rented,0,0.95,0
762,763,26,Male,37684,8040,628,Unemployed,0.52,8,Rented,1,0.67,0
763,764,32,Male,93612,5021,417,Self-Employed,0.06,4,Rented,0,0.14,0
764,765,29,Male,99043,22434,677,Unemployed,0.07,8,Own,1,0.05,0
765,766,58,Male,79794,7401,769,Unemployed,0.6,6,Own,0,0.97,0
766,767,46,Male,86335,46767,711,Self-Employed,0.56,8,Rented,0,0.21,0
767,768,37,Female,112328,24993,333,Self-Employed,0.51,2,Own,0,0.82,0
768,769,46,Female,119010,42915,687,Part-Time,0.03,0,Own,1,0.86,0
769,770,53,Female,120510,7007,613,Self-Employed,0.2,5,Own,1,0.69,0
770,771,67,Male,144115,13427,499,Self-Employed,0.16,3,Rented,0,0.59,0
771,772,26,Female,88373,40347,511,Part-Time,0.1,3,Own,1,0.11,0
772,773,59,Female,65183,49282,570,Part-Time,0.2,2,Own,1,0.09,0
773,774,21,Male,103655,49340,479,Part-Time,0.07,4,Own,1,0.58,0
774,775,47,Female,34443,16349,575,Unemployed,0.48,1,Rented,0,0.34,0
775,776,37,Male,53756,32770,526,Part-Time,0.22,6,Own,1,0.26,0
776,777,30,Female,100141,10950,656,Self-Employed,0.49,2,Rented,0,0.69,0
777,778,37,Male,65858,18803,499,Unemployed,0.03,1,Rented,1,0.95,0
778,779,64,Male,107686,43185,693,Employed,0.51,3,Own,1,0.89,0
779,780,19,Male,48717,29141,521,Unemployed,0.25,8,Rented,0,0.05,0
780,781,20,Female,81001,35047,318,Part-Time,0.25,10,Rented,1,0.54,0
781,782,54,Female,55691,30215,850,Self-Employed,0.51,7,Own,1,0.11,0
782,783,53,Male,117265,47633,471,Employed,0.09,1,Own,1,0.28,0
783,784,22,Male,57806,49180,626,Unemployed,0.21,7,Rented,1,0.0,0
784,785,69,Female,33907,5714,710,Employed,0.25,2,Own,0,0.76,1
785,786,49,Female,50838,33746,543,Part-Time,0.28,10,Rented,0,0.34,0
786,787,18,Female,40809,8651,431,Unemployed,0.59,4,Rented,1,0.41,0
787,788,27,Male,62306,34093,824,Self-Employed,0.41,10,Rented,0,0.96,0
788,789,51,Female,37322,14627,482,Employed,0.45,0,Own,0,0.55,0
789,790,39,Male,40017,18472,772,Part-Time,0.48,7,Rented,0,0.94,0
790,791,56,Male,92297,39662,301,Employed,0.58,9,Rented,0,0.86,0
791,792,70,Male,126232,15821,342,Self-Employed,0.46,9,Own,0,0.47,0
792,793,63,Male,115587,7050,548,Self-Employed,0.3,10,Own,0,0.89,0
793,794,46,Female,103890,39164,405,Unemployed,0.21,0,Own,0,0.81,0
794,795,48,Male,80491,12997,509,Unemployed,0.07,1,Own,0,0.12,0
795,796,23,Male,148953,46999,568,Part-Time,0.44,2,Own,0,0.31,0
796,797,64,Male,118217,10764,438,Employed,0.33,9,Rented,0,0.5,0
797,798,19,Male,86283,18569,584,Self-Employed,0.12,10,Own,1,0.06,0
798,799,20,Female,97998,23159,636,Unemployed,0.09,2,Own,1,0.37,0
799,800,64,Female,48243,29141,457,Unemployed,0.43,4,Own,0,0.99,0
800,801,18,Female,32788,20848,587,Employed,0.49,3,Rented,0,0.86,0
801,802,34,Male,143242,6580,312,Employed,0.59,3,Rented,1,0.47,0
802,803,23,Female,77412,46931,739,Self-Employed,0.23,9,Own,1,0.82,0
803,804,22,Male,149359,38063,477,Self-Employed,0.27,4,Rented,1,0.79,0
804,805,45,Female,75357,44680,672,Employed,0.15,8,Own,1,0.08,0
805,806,64,Female,132706,15538,322,Unemployed,0.3,9,Own,1,0.41,0
806,807,38,Female,63800,17245,711,Unemployed,0.33,7,Rented,0,0.96,1
807,808,62,Male,65812,43144,782,Employed,0.05,8,Rented,0,0.41,1
808,809,51,Male,129333,41597,785,Part-Time,0.48,8,Rented,1,0.72,0
809,810,49,Male,129786,49625,816,Part-Time,0.13,8,Own,1,0.18,0
810,811,66,Female,72044,38051,539,Self-Employed,0.38,4,Rented,0,0.02,0
811,812,28,Male,98485,43494,409,Unemployed,0.25,0,Rented,0,0.31,0
812,813,45,Male,48374,26705,670,Unemployed,0.06,3,Own,0,0.58,1
813,814,65,Female,84889,43790,544,Unemployed,0.6,3,Rented,0,0.65,0
814,815,64,Female,117731,34376,832,Employed,0.02,1,Rented,0,0.54,1
815,816,22,Male,146426,40784,808,Unemployed,0.0,2,Own,0,0.05,1
816,817,60,Female,82068,32308,485,Employed,0.14,3,Rented,1,0.9,0
817,818,58,Female,42822,46154,530,Employed,0.27,9,Rented,0,0.99,0
818,819,19,Female,99795,26765,476,Part-Time,0.55,0,Own,0,0.75,0
819,820,69,Male,37608,22093,574,Part-Time,0.16,4,Own,1,0.51,0
820,821,35,Male,71107,44342,338,Part-Time,0.26,0,Rented,1,0.13,0
821,822,58,Male,95980,13202,583,Employed,0.2,6,Rented,0,0.16,0
822,823,22,Male,48185,19139,653,Part-Time,0.56,5,Rented,0,0.89,0
823,824,38,Male,64488,37143,529,Self-Employed,0.39,5,Own,0,0.81,0
824,825,32,Female,71285,48064,667,Part-Time,0.39,9,Rented,1,0.09,0
825,826,32,Male,74009,24583,304,Unemployed,0.28,7,Rented,0,0.64,0
826,827,24,Male,74956,32083,757,Part-Time,0.44,5,Rented,0,0.43,0
827,828,64,Female,103479,29808,590,Part-Time,0.33,8,Rented,0,0.31,0
828,829,43,Female,146715,22328,543,Part-Time,0.16,5,Rented,1,0.07,0
829,830,35,Female,134278,13116,521,Self-Employed,0.44,6,Rented,1,0.58,0
830,831,43,Female,131182,37393,593,Part-Time,0.33,5,Rented,0,0.7,0
831,832,18,Male,111087,20398,468,Part-Time,0.14,0,Own,0,0.56,0
832,833,26,Male,109320,46194,509,Part-Time,0.07,2,Rented,0,0.74,0
833,834,61,Female,34266,39221,531,Self-Employed,0.16,5,Rented,1,0.6,0
834,835,45,Male,135235,25347,673,Self-Employed,0.24,7,Own,1,0.33,0
835,836,59,Female,92034,7500,477,Part-Time,0.39,7,Rented,1,0.26,0
836,837,60,Female,120382,27721,432,Employed,0.42,3,Rented,1,0.57,0
837,838,65,Male,145080,13588,815,Part-Time,0.1,8,Rented,1,0.18,0
838,839,30,Male,39867,34313,635,Self-Employed,0.21,5,Rented,0,0.74,1
839,840,27,Male,111482,20794,616,Employed,0.08,5,Rented,1,0.88,0
840,841,69,Female,47124,5127,831,Self-Employed,0.18,4,Rented,1,0.82,0
841,842,45,Female,46471,35436,700,Part-Time,0.49,7,Rented,0,0.35,0
842,843,44,Male,131107,31289,556,Part-Time,0.38,1,Rented,1,0.09,0
843,844,58,Male,71272,13207,496,Unemployed,0.54,9,Rented,1,0.35,0
844,845,19,Male,144234,8237,423,Unemployed,0.59,6,Own,1,0.06,0
845,846,26,Female,79628,18270,775,Self-Employed,0.26,5,Own,1,0.88,0
846,847,23,Male,64006,43556,330,Employed,0.58,7,Rented,0,0.22,0
847,848,53,Male,131605,25325,604,Part-Time,0.4,9,Rented,1,0.24,0
848,849,49,Female,109806,28505,660,Unemployed,0.55,7,Rented,0,0.49,0
849,850,35,Male,69230,45693,635,Unemployed,0.3,5,Rented,1,0.06,0
850,851,70,Male,135097,26252,780,Self-Employed,0.51,4,Own,1,0.44,0
851,852,68,Female,40215,42280,550,Part-Time,0.09,0,Rented,1,0.34,0
852,853,35,Female,53727,9031,332,Part-Time,0.5,9,Own,0,0.04,0
853,854,68,Male,136490,9087,630,Employed,0.27,2,Own,0,0.45,1
854,855,31,Female,80615,22986,584,Self-Employed,0.28,7,Rented,0,0.98,0
855,856,25,Female,40276,9110,759,Unemployed,0.34,4,Own,0,0.35,1
856,857,42,Male,134843,27129,693,Part-Time,0.13,2,Own,0,0.1,1
857,858,44,Female,138165,5998,649,Employed,0.1,1,Rented,1,0.95,0
858,859,20,Female,102144,11543,612,Employed,0.13,2,Rented,1,0.59,0
859,860,31,Male,147074,35535,402,Unemployed,0.39,4,Own,0,0.07,0
860,861,55,Male,113979,15080,536,Employed,0.35,6,Rented,1,0.68,0
861,862,56,Male,82601,25136,410,Employed,0.05,7,Rented,0,0.16,0
862,863,42,Female,53093,17616,505,Unemployed,0.1,5,Rented,1,0.07,0
863,864,30,Male,91239,37369,791,Employed,0.4,3,Own,0,0.47,1
864,865,35,Female,114607,45455,436,Part-Time,0.22,4,Own,1,0.38,0
865,866,62,Female,60705,18501,489,Self-Employed,0.51,10,Rented,1,0.32,0
866,867,31,Female,75053,30531,416,Self-Employed,0.54,0,Rented,1,0.17,0
867,868,31,Female,124026,29891,818,Self-Employed,0.32,10,Rented,0,0.61,1
868,869,47,Female,48094,7303,832,Part-Time,0.05,1,Own,0,0.71,1
869,870,40,Male,141213,43145,717,Unemployed,0.35,8,Rented,0,0.83,1
870,871,29,Female,141227,14778,732,Part-Time,0.59,9,Own,1,0.05,0
871,872,54,Female,57348,23103,838,Employed,0.35,1,Own,1,0.67,0
872,873,22,Female,33777,24294,548,Part-Time,0.55,5,Own,1,0.94,0
873,874,20,Female,46578,42313,563,Self-Employed,0.41,4,Own,1,0.48,0
874,875,21,Female,34614,37063,652,Self-Employed,0.27,8,Rented,0,0.83,1
875,876,68,Male,89636,25823,732,Self-Employed,0.45,0,Rented,1,0.04,0
876,877,21,Female,133187,39196,513,Employed,0.26,4,Rented,1,0.28,0
877,878,59,Male,110364,21237,670,Employed,0.11,4,Rented,1,0.7,0
878,879,62,Male,117750,22027,572,Employed,0.49,9,Own,1,0.65,0
879,880,65,Male,128341,14739,500,Part-Time,0.01,4,Rented,0,0.35,0
880,881,62,Female,46986,16295,301,Unemployed,0.38,5,Own,1,1.0,0
881,882,49,Male,96343,29904,315,Self-Employed,0.3,1,Own,0,0.07,0
882,883,34,Female,129299,19430,319,Self-Employed,0.33,1,Rented,0,0.19,0
883,884,51,Female,141865,48398,341,Unemployed,0.45,8,Own,0,0.75,0
884,885,51,Male,131860,20909,674,Employed,0.11,3,Rented,1,0.16,0
885,886,43,Male,81887,20061,435,Self-Employed,0.19,8,Own,0,1.0,0
886,887,59,Male,58395,19264,766,Part-Time,0.5,5,Own,0,0.14,0
887,888,64,Male,124314,47189,590,Unemployed,0.15,7,Rented,1,0.09,0
888,889,46,Female,30280,27178,689,Self-Employed,0.27,10,Rented,0,0.82,1
889,890,18,Female,105526,37457,466,Unemployed,0.36,0,Rented,0,0.79,0
890,891,26,Male,84001,22193,536,Self-Employed,0.59,10,Own,0,0.43,0
891,892,21,Male,68645,36405,838,Self-Employed,0.35,3,Own,1,0.56,0
892,893,41,Male,36466,18791,836,Employed,0.34,5,Own,1,0.99,0
893,894,58,Male,127949,44982,499,Unemployed,0.18,0,Own,0,0.9,0
894,895,35,Male,95494,37061,628,Part-Time,0.05,1,Rented,1,0.31,0
895,896,47,Male,88827,45422,314,Part-Time,0.43,0,Rented,1,0.35,0
896,897,66,Female,71322,15034,674,Unemployed,0.55,7,Own,1,0.27,0
897,898,66,Female,46930,47923,777,Employed,0.51,4,Own,1,0.57,0
898,899,62,Male,37195,28662,714,Part-Time,0.07,4,Own,1,0.04,0
899,900,57,Female,128782,40819,729,Employed,0.19,0,Own,1,0.44,0
900,901,43,Female,147976,33863,611,Employed,0.59,5,Rented,0,0.26,0
901,902,64,Female,32518,36425,792,Self-Employed,0.43,4,Own,1,0.56,0
902,903,23,Male,132361,21193,339,Unemployed,0.15,6,Rented,0,0.47,0
903,904,21,Female,66315,12535,766,Part-Time,0.18,4,Rented,0,0.01,1
904,905,22,Male,50635,20086,344,Employed,0.46,7,Own,1,0.19,0
905,906,37,Female,94855,11939,468,Employed,0.33,7,Own,0,0.49,0
906,907,29,Male,143670,32751,505,Part-Time,0.02,1,Rented,1,0.41,0
907,908,55,Male,42566,20761,662,Self-Employed,0.53,6,Rented,0,0.57,0
908,909,64,Male,106701,39614,806,Employed,0.29,7,Rented,1,0.44,0
909,910,46,Female,76159,7171,811,Self-Employed,0.42,2,Own,0,0.38,0
910,911,22,Male,82065,19266,718,Part-Time,0.59,2,Rented,1,0.44,0
911,912,44,Female,65668,28218,746,Employed,0.33,1,Own,1,0.6,0
912,913,18,Male,129893,48857,824,Employed,0.56,4,Own,0,0.97,0
913,914,70,Female,141863,31221,350,Part-Time,0.05,9,Own,0,0.26,0
914,915,31,Male,90409,24830,421,Unemployed,0.59,2,Own,1,0.55,0
915,916,49,Male,131080,26500,315,Unemployed,0.1,8,Rented,1,0.95,0
916,917,50,Female,144471,48828,347,Self-Employed,0.53,3,Own,0,0.17,0
917,918,69,Female,49605,49641,615,Employed,0.34,7,Rented,0,0.78,1
918,919,48,Female,93414,34417,835,Employed,0.26,7,Rented,1,0.79,0
919,920,65,Male,57301,43879,479,Self-Employed,0.41,8,Own,0,0.44,0
920,921,34,Male,66941,33899,616,Self-Employed,0.37,3,Rented,1,0.09,0
921,922,28,Female,52782,13356,439,Unemployed,0.07,6,Own,1,0.85,0
922,923,33,Female,41514,31894,588,Employed,0.49,0,Own,0,0.19,0
923,924,26,Male,131851,26154,716,Employed,0.21,1,Rented,1,0.95,0
924,925,51,Male,61228,13645,464,Part-Time,0.42,2,Own,0,0.21,0
925,926,66,Female,118930,18807,309,Part-Time,0.58,0,Rented,1,0.59,0
926,927,46,Female,52239,9841,335,Part-Time,0.08,5,Rented,0,0.87,0
927,928,52,Female,134337,12624,416,Employed,0.18,2,Own,1,0.36,0
928,929,51,Female,66360,13997,358,Unemployed,0.26,1,Rented,1,0.76,0
929,930,46,Male,83078,10048,816,Self-Employed,0.54,7,Rented,1,0.02,0
930,931,40,Male,129516,41571,531,Unemployed,0.24,10,Rented,1,0.9,0
931,932,43,Female,93965,22292,811,Unemployed,0.47,9,Own,0,0.42,0
932,933,31,Male,130674,32839,643,Employed,0.08,0,Own,0,0.87,1
933,934,29,Female,90953,26835,558,Part-Time,0.42,5,Own,1,0.17,0
934,935,63,Female,63372,45755,641,Part-Time,0.29,1,Rented,1,0.22,0
935,936,53,Male,138650,27920,483,Unemployed,0.17,4,Own,1,0.46,0
936,937,69,Male,129804,17043,642,Part-Time,0.19,10,Own,0,0.23,1
937,938,37,Male,103369,12280,408,Employed,0.51,6,Rented,1,0.99,0
938,939,37,Male,33575,43443,742,Unemployed,0.3,3,Rented,0,0.17,1
939,940,38,Female,93534,5920,661,Unemployed,0.19,1,Own,0,0.23,1
940,941,27,Male,92567,30529,588,Part-Time,0.25,6,Rented,1,0.71,0
941,942,52,Female,149614,12219,497,Employed,0.49,4,Rented,1,0.58,0
942,943,25,Female,63276,5785,394,Self-Employed,0.25,5,Rented,1,0.46,0
943,944,32,Male,54413,33244,438,Employed,0.16,5,Own,0,0.53,0
944,945,43,Male,132055,20186,409,Unemployed,0.55,6,Own,0,0.92,0
945,946,48,Female,71152,21542,695,Part-Time,0.16,10,Own,0,0.53,1
946,947,49,Male,104166,40764,850,Employed,0.38,1,Rented,1,0.75,0
947,948,53,Female,139662,25895,475,Self-Employed,0.34,5,Own,0,0.95,0
948,949,69,Female,132085,45071,556,Employed,0.02,5,Rented,1,0.08,0
949,950,33,Female,97165,30869,612,Unemployed,0.06,2,Own,0,0.26,1
950,951,63,Female,131982,39950,634,Unemployed,0.44,9,Own,0,0.24,0
951,952,55,Female,99126,10971,628,Part-Time,0.28,1,Own,1,0.33,0
952,953,40,Male,77314,9469,680,Unemployed,0.28,3,Own,0,0.47,1
953,954,60,Female,80394,18993,684,Part-Time,0.38,8,Rented,1,0.05,0
954,955,21,Male,108852,39187,815,Part-Time,0.3,3,Rented,0,0.88,1
955,956,68,Female,90776,45676,407,Unemployed,0.24,10,Own,0,0.45,0
956,957,68,Female,149827,30292,391,Self-Employed,0.12,4,Rented,1,0.99,0
957,958,58,Male,140554,29655,672,Self-Employed,0.42,6,Own,0,0.09,0
958,959,26,Female,114422,14178,387,Self-Employed,0.36,1,Rented,1,0.48,0
959,960,20,Female,53379,35273,371,Part-Time,0.3,1,Rented,1,0.97,0
960,961,67,Male,127949,19256,349,Employed,0.11,6,Own,1,0.47,0
961,962,30,Male,128484,20365,417,Unemployed,0.34,2,Rented,1,0.16,0
962,963,65,Male,60119,40135,404,Unemployed,0.54,9,Rented,1,0.97,0
963,964,55,Female,104203,26152,437,Unemployed,0.14,1,Rented,0,0.98,0
964,965,58,Male,57141,20579,448,Unemployed,0.12,1,Own,1,0.37,0
965,966,53,Female,85927,16575,520,Employed,0.16,6,Rented,0,0.41,0
966,967,61,Female,51786,27116,826,Employed,0.04,7,Rented,0,0.03,1
967,968,41,Male,48941,38124,559,Part-Time,0.05,2,Rented,0,0.26,0
968,969,51,Female,80813,37373,520,Self-Employed,0.4,10,Rented,1,0.49,0
969,970,26,Female,111986,16816,677,Self-Employed,0.24,3,Rented,1,0.98,0
970,971,49,Male,111969,18390,516,Self-Employed,0.4,3,Rented,1,0.87,0
971,972,62,Female,74835,40214,518,Self-Employed,0.36,4,Rented,0,0.03,0
972,973,44,Female,58368,28975,386,Employed,0.48,6,Rented,0,0.44,0
973,974,49,Male,66583,41797,346,Unemployed,0.35,10,Rented,0,0.78,0
974,975,57,Female,136716,15443,330,Unemployed,0.47,4,Rented,0,0.87,0
975,976,33,Female,96892,26432,516,Unemployed,0.08,0,Own,0,0.02,0
976,977,28,Male,73285,43276,685,Unemployed,0.56,10,Rented,1,0.28,0
977,978,65,Male,81092,40912,588,Part-Time,0.46,10,Rented,0,0.04,0
978,979,23,Male,88470,35164,777,Part-Time,0.34,5,Own,0,0.27,1
979,980,45,Male,42743,16267,720,Self-Employed,0.11,4,Own,1,0.5,0
980,981,23,Male,39471,47670,718,Part-Time,0.09,10,Own,0,0.38,1
981,982,46,Female,148487,35502,416,Unemployed,0.39,0,Rented,0,0.97,0
982,983,55,Male,38875,35274,759,Employed,0.02,9,Own,0,0.57,1
983,984,18,Male,128772,39963,433,Unemployed,0.2,2,Own,0,0.46,0
984,985,53,Female,99179,43095,723,Unemployed,0.09,9,Own,1,0.03,0
985,986,51,Female,135840,5420,589,Unemployed,0.59,0,Rented,1,0.27,0
986,987,26,Female,134540,8325,376,Employed,0.5,10,Rented,0,0.11,0
987,988,55,Female,126067,17474,741,Self-Employed,0.1,1,Own,1,0.93,0
988,989,51,Female,30126,17679,784,Employed,0.43,9,Own,0,0.76,0
989,990,50,Female,102392,49293,456,Part-Time,0.27,3,Own,1,0.85,0
990,991,22,Female,82683,48121,301,Part-Time,0.12,7,Own,0,0.07,0
991,992,61,Male,131879,37554,413,Self-Employed,0.42,10,Rented,1,0.47,0
992,993,37,Male,83871,48327,513,Unemployed,0.28,9,Own,0,0.99,0
993,994,44,Female,65119,5738,534,Self-Employed,0.39,8,Rented,0,0.01,0
994,995,31,Male,54153,20609,817,Self-Employed,0.03,3,Rented,1,0.58,0
995,996,58,Male,124716,6167,611,Self-Employed,0.1,1,Own,0,0.23,1
996,997,25,Male,106086,20515,497,Self-Employed,0.33,0,Rented,0,0.66,0
997,998,61,Male,106627,12357,346,Unemployed,0.18,10,Own,0,0.85,0
998,999,21,Male,111714,26108,473,Self-Employed,0.38,10,Rented,1,0.24,0
999,1000,61,Female,126303,17939,596,Unemployed,0.03,3,Own,1,0.29,0
