,ID,Chemical_Name,Molecular_Weight (g/mol),pH,LogP,Carbon_Chain_Length,Functional_Group,label
796,797,Chemical_797,115.13,13.89,0.42,2,Alcohol,1
797,798,Chemical_798,89.42,4.16,-1.26,50,Alkane,0
798,799,Chemical_799,104.65,7.69,-0.83,38,Ketone,1
799,800,Chemical_800,113.18,3.42,-0.52,38,Ester,0
800,801,Chemical_801,134.67,7.04,-3.0,46,Polymer,1
801,802,Chemical_802,92.41,13.58,1.62,46,Polymer,0
802,803,Chemical_803,65.66,0.46,3.08,20,Halogenated Hydrocarbon,0
803,804,Chemical_804,164.87,8.78,1.36,35,Ether,0
804,805,Chemical_805,59.01,5.2,-1.88,24,Polymer,0
805,806,Chemical_806,175.69,4.71,-4.91,19,Alkane,0
806,807,Chemical_807,101.08,13.4,-1.42,7,Alkane,0
807,808,Chemical_808,116.98,0.42,2.78,26,Aromatic Hydrocarbon,0
808,809,Chemical_809,142.0,13.4,-0.17,48,Ketone,0
809,810,Chemical_810,83.88,8.51,-2.91,10,Ketone,0
810,811,Chemical_811,176.75,7.53,0.83,7,Carboxylic Acid,1
811,812,Chemical_812,185.22,4.94,0.27,42,Ether,0
812,813,Chemical_813,86.4,5.81,-4.81,22,Alkane,0
813,814,Chemical_814,124.78,0.79,-4.82,45,Ether,0
814,815,Chemical_815,57.94,8.78,-3.3,40,Ester,0
815,816,Chemical_816,193.37,13.64,2.18,39,Aromatic Hydrocarbon,0
816,817,Chemical_817,94.46,4.82,-0.93,32,Halogenated Hydrocarbon,0
817,818,Chemical_818,189.67,3.76,0.65,33,Ester,0
818,819,Chemical_819,173.99,6.68,2.73,37,Ketone,1
819,820,Chemical_820,75.51,9.17,0.85,31,Ester,0
820,821,Chemical_821,65.14,13.34,-0.44,23,Halogenated Hydrocarbon,0
821,822,Chemical_822,145.71,13.23,0.32,12,Alkane,0
822,823,Chemical_823,46.46,13.3,3.44,11,Halogenated Hydrocarbon,0
823,824,Chemical_824,153.24,12.3,-4.84,38,Alkane,0
824,825,Chemical_825,56.39,11.42,2.8,48,Polymer,0
825,826,Chemical_826,137.93,0.48,1.48,34,Ketone,0
826,827,Chemical_827,188.63,3.98,4.03,15,Alkane,0
827,828,Chemical_828,165.58,12.51,2.98,39,Ketone,0
828,829,Chemical_829,147.46,2.12,-0.51,47,Alkane,0
829,830,Chemical_830,104.94,0.88,-4.04,47,Ester,0
830,831,Chemical_831,66.62,0.63,-4.01,46,Alkane,0
831,832,Chemical_832,103.3,12.23,1.94,39,Carboxylic Acid,0
832,833,Chemical_833,163.1,7.6,-1.72,6,Aromatic Hydrocarbon,1
833,834,Chemical_834,42.37,7.56,-3.73,40,Carboxylic Acid,1
834,835,Chemical_835,101.1,5.94,3.39,28,Ether,0
835,836,Chemical_836,184.42,13.54,0.05,5,Alcohol,1
836,837,Chemical_837,121.31,8.78,-1.34,8,Alcohol,0
837,838,Chemical_838,132.93,9.62,-3.22,49,Ketone,0
838,839,Chemical_839,121.44,9.51,1.76,16,Polymer,0
839,840,Chemical_840,95.4,6.71,2.35,37,Alcohol,1
840,841,Chemical_841,160.82,12.51,2.79,13,Carboxylic Acid,0
841,842,Chemical_842,162.26,0.5,0.48,40,Aromatic Hydrocarbon,0
842,843,Chemical_843,69.09,10.49,-4.89,16,Ether,0
843,844,Chemical_844,96.04,6.91,2.51,27,Aromatic Hydrocarbon,1
844,845,Chemical_845,84.97,11.93,-2.15,22,Alkane,0
845,846,Chemical_846,189.31,10.35,-4.27,3,Alcohol,0
846,847,Chemical_847,140.69,1.07,-3.22,40,Aromatic Hydrocarbon,0
847,848,Chemical_848,94.58,12.02,-2.84,32,Ester,0
848,849,Chemical_849,109.17,3.65,-0.01,16,Alcohol,0
849,850,Chemical_850,50.67,11.24,-4.47,37,Alcohol,1
850,851,Chemical_851,120.97,8.29,4.39,23,Carboxylic Acid,0
851,852,Chemical_852,117.84,8.67,-4.73,50,Halogenated Hydrocarbon,0
852,853,Chemical_853,69.3,4.3,-3.52,33,Halogenated Hydrocarbon,0
853,854,Chemical_854,165.45,12.97,1.87,30,Ether,0
854,855,Chemical_855,45.69,2.91,-0.62,17,Carboxylic Acid,1
855,856,Chemical_856,68.09,11.42,-1.67,32,Halogenated Hydrocarbon,0
856,857,Chemical_857,150.08,11.6,-1.99,14,Carboxylic Acid,0
857,858,Chemical_858,174.39,12.06,2.72,23,Carboxylic Acid,0
858,859,Chemical_859,123.84,3.72,-0.37,46,Alcohol,0
859,860,Chemical_860,55.08,7.51,4.29,25,Halogenated Hydrocarbon,0
860,861,Chemical_861,122.78,7.72,-2.0,47,Ether,1
861,862,Chemical_862,111.59,11.88,-1.03,38,Aromatic Hydrocarbon,0
862,863,Chemical_863,162.11,12.83,3.3,29,Carboxylic Acid,0
863,864,Chemical_864,132.83,6.75,3.53,46,Ester,0
864,865,Chemical_865,132.68,6.35,-1.43,24,Carboxylic Acid,1
865,866,Chemical_866,153.98,0.53,-1.87,7,Ketone,0
866,867,Chemical_867,194.04,1.65,2.33,30,Halogenated Hydrocarbon,0
867,868,Chemical_868,75.15,10.12,-4.92,26,Alkane,0
868,869,Chemical_869,66.53,13.96,4.26,9,Carboxylic Acid,1
869,870,Chemical_870,86.49,5.68,0.91,11,Ether,0
870,871,Chemical_871,62.98,11.5,-3.04,34,Aromatic Hydrocarbon,0
871,872,Chemical_872,175.03,13.34,-0.82,50,Polymer,0
872,873,Chemical_873,183.92,9.19,-3.24,34,Carboxylic Acid,0
873,874,Chemical_874,125.55,2.4,4.79,1,Aromatic Hydrocarbon,1
874,875,Chemical_875,166.68,4.3,-2.46,9,Ketone,0
875,876,Chemical_876,49.88,0.73,1.77,5,Polymer,1
876,877,Chemical_877,115.68,13.85,1.86,44,Polymer,0
877,878,Chemical_878,57.45,12.04,-1.11,10,Aromatic Hydrocarbon,0
878,879,Chemical_879,77.38,6.21,4.3,8,Halogenated Hydrocarbon,1
879,880,Chemical_880,45.93,7.03,-0.97,32,Polymer,1
880,881,Chemical_881,195.31,8.82,3.0,34,Polymer,0
881,882,Chemical_882,103.68,6.08,-1.21,22,Alcohol,1
882,883,Chemical_883,193.2,8.71,-1.63,47,Ether,0
883,884,Chemical_884,175.04,12.12,-1.18,41,Carboxylic Acid,0
884,885,Chemical_885,159.9,11.79,2.71,16,Ester,0
885,886,Chemical_886,181.88,13.28,-4.73,25,Halogenated Hydrocarbon,0
886,887,Chemical_887,131.2,0.22,1.8,48,Aromatic Hydrocarbon,0
887,888,Chemical_888,164.39,1.71,-4.18,13,Alcohol,0
888,889,Chemical_889,112.48,4.95,2.53,9,Aromatic Hydrocarbon,1
889,890,Chemical_890,69.35,13.57,-3.66,22,Alkane,0
890,891,Chemical_891,123.69,2.82,-4.0,31,Aromatic Hydrocarbon,0
891,892,Chemical_892,50.38,1.97,-0.57,12,Halogenated Hydrocarbon,0
892,893,Chemical_893,56.82,13.22,1.15,30,Halogenated Hydrocarbon,0
893,894,Chemical_894,78.99,10.43,0.01,9,Carboxylic Acid,1
894,895,Chemical_895,162.64,11.28,4.66,11,Carboxylic Acid,0
895,896,Chemical_896,95.08,10.02,0.75,35,Ketone,0
896,897,Chemical_897,54.76,9.68,1.36,26,Ester,0
897,898,Chemical_898,133.3,7.49,-1.38,46,Carboxylic Acid,1
898,899,Chemical_899,136.97,11.19,-2.49,44,Carboxylic Acid,0
899,900,Chemical_900,118.46,13.24,-0.5,46,Alcohol,0
900,901,Chemical_901,111.83,7.55,0.56,40,Aromatic Hydrocarbon,1
901,902,Chemical_902,116.27,10.32,3.88,7,Polymer,1
902,903,Chemical_903,110.16,3.77,3.74,16,Ether,0
903,904,Chemical_904,151.72,13.52,-0.19,33,Ketone,0
904,905,Chemical_905,131.12,7.99,4.7,24,Ketone,0
905,906,Chemical_906,177.55,13.97,-4.61,26,Ester,0
906,907,Chemical_907,105.3,1.79,4.6,12,Polymer,0
907,908,Chemical_908,56.0,9.26,-3.13,15,Carboxylic Acid,1
908,909,Chemical_909,100.91,7.74,0.45,24,Ether,1
909,910,Chemical_910,121.27,6.8,3.09,32,Polymer,0
910,911,Chemical_911,81.14,7.61,0.36,33,Halogenated Hydrocarbon,1
911,912,Chemical_912,156.79,7.82,4.24,27,Alkane,0
912,913,Chemical_913,68.51,11.12,1.21,33,Polymer,0
913,914,Chemical_914,90.83,4.82,1.89,50,Alcohol,1
914,915,Chemical_915,97.24,4.49,-4.37,8,Alcohol,1
915,916,Chemical_916,165.38,4.38,-3.9,14,Polymer,0
916,917,Chemical_917,95.61,9.01,-3.38,43,Polymer,0
917,918,Chemical_918,140.19,10.15,4.0,7,Polymer,1
918,919,Chemical_919,150.62,3.51,-4.01,30,Ether,0
919,920,Chemical_920,170.49,10.49,-3.57,11,Alkane,0
920,921,Chemical_921,114.43,8.46,-4.79,24,Ester,0
921,922,Chemical_922,142.31,13.72,-2.44,38,Halogenated Hydrocarbon,0
922,923,Chemical_923,158.1,1.56,4.79,43,Polymer,0
923,924,Chemical_924,126.61,9.1,-2.26,1,Polymer,0
924,925,Chemical_925,141.08,6.61,3.49,8,Alkane,1
925,926,Chemical_926,96.95,10.15,2.01,24,Aromatic Hydrocarbon,0
926,927,Chemical_927,73.8,5.1,-4.04,33,Polymer,0
927,928,Chemical_928,199.97,9.5,-1.6,14,Alcohol,0
928,929,Chemical_929,117.1,10.0,-4.62,46,Polymer,0
929,930,Chemical_930,189.58,7.93,0.39,4,Halogenated Hydrocarbon,1
930,931,Chemical_931,188.4,5.42,-4.25,23,Carboxylic Acid,0
931,932,Chemical_932,139.81,6.5,-3.1,4,Polymer,1
932,933,Chemical_933,84.12,5.5,3.06,17,Alkane,0
933,934,Chemical_934,155.67,3.89,-3.02,36,Alcohol,0
934,935,Chemical_935,171.08,3.43,0.87,25,Alcohol,0
935,936,Chemical_936,86.12,4.18,2.05,48,Ketone,0
936,937,Chemical_937,116.27,12.09,4.45,37,Polymer,0
937,938,Chemical_938,174.41,10.94,-1.25,1,Alkane,0
938,939,Chemical_939,59.46,0.17,-2.65,28,Polymer,0
939,940,Chemical_940,117.33,5.0,3.85,34,Aromatic Hydrocarbon,0
940,941,Chemical_941,195.61,3.08,2.5,9,Polymer,1
941,942,Chemical_942,135.59,5.37,-3.69,15,Ester,0
942,943,Chemical_943,96.27,12.24,-2.43,50,Polymer,0
943,944,Chemical_944,117.86,3.85,3.61,24,Ether,0
944,945,Chemical_945,120.02,3.65,-1.4,4,Ketone,0
945,946,Chemical_946,178.57,1.54,3.92,46,Alkane,0
946,947,Chemical_947,169.23,2.12,-2.18,44,Polymer,0
947,948,Chemical_948,61.05,9.09,-2.42,6,Carboxylic Acid,1
948,949,Chemical_949,195.16,9.6,-2.17,19,Alcohol,0
949,950,Chemical_950,141.99,3.2,0.69,18,Alkane,0
950,951,Chemical_951,114.72,1.46,-4.92,15,Ester,0
951,952,Chemical_952,189.76,2.51,-4.14,26,Aromatic Hydrocarbon,0
952,953,Chemical_953,86.07,2.77,0.64,36,Ketone,0
953,954,Chemical_954,148.79,11.65,2.96,30,Halogenated Hydrocarbon,0
954,955,Chemical_955,152.32,10.74,0.09,49,Alkane,0
955,956,Chemical_956,125.41,10.13,-2.22,38,Alkane,0
956,957,Chemical_957,132.87,9.46,1.43,8,Ether,1
957,958,Chemical_958,82.55,7.69,-0.27,10,Ether,1
958,959,Chemical_959,42.12,10.21,1.59,18,Alkane,0
959,960,Chemical_960,84.69,4.73,3.93,43,Alkane,0
960,961,Chemical_961,52.91,3.74,2.64,18,Ketone,0
961,962,Chemical_962,48.05,1.82,3.82,47,Ester,0
962,963,Chemical_963,86.69,9.52,2.09,42,Ester,0
963,964,Chemical_964,86.82,8.58,-0.42,12,Ketone,0
964,965,Chemical_965,129.18,0.11,2.04,23,Ether,0
965,966,Chemical_966,166.76,4.34,2.76,12,Aromatic Hydrocarbon,0
966,967,Chemical_967,79.62,3.74,-4.13,42,Alkane,0
967,968,Chemical_968,128.51,1.66,-3.55,34,Aromatic Hydrocarbon,0
968,969,Chemical_969,98.93,5.29,3.38,10,Alkane,0
969,970,Chemical_970,151.56,1.6,1.93,27,Alcohol,0
970,971,Chemical_971,111.58,5.21,-3.89,5,Aromatic Hydrocarbon,0
971,972,Chemical_972,143.65,2.75,-1.15,26,Ketone,0
972,973,Chemical_973,143.35,9.84,-2.43,43,Halogenated Hydrocarbon,0
973,974,Chemical_974,181.02,2.5,1.91,32,Polymer,0
974,975,Chemical_975,80.25,4.24,4.46,8,Alkane,1
975,976,Chemical_976,150.51,8.05,1.39,19,Alkane,0
976,977,Chemical_977,63.64,7.69,3.37,1,Alkane,1
977,978,Chemical_978,188.9,5.88,0.36,27,Ether,0
978,979,Chemical_979,46.19,9.02,-4.0,16,Carboxylic Acid,1
979,980,Chemical_980,167.04,9.31,4.57,11,Alkane,0
980,981,Chemical_981,66.28,0.88,4.43,1,Alcohol,1
981,982,Chemical_982,96.67,8.63,2.27,39,Carboxylic Acid,1
982,983,Chemical_983,161.53,3.77,1.9,4,Alkane,1
983,984,Chemical_984,128.51,13.74,4.3,46,Aromatic Hydrocarbon,0
984,985,Chemical_985,128.89,13.99,-1.04,10,Ester,0
985,986,Chemical_986,178.13,7.27,-4.08,7,Ketone,1
986,987,Chemical_987,138.5,12.78,0.16,5,Aromatic Hydrocarbon,1
987,988,Chemical_988,134.74,7.29,2.95,20,Ketone,1
988,989,Chemical_989,133.69,1.39,1.84,11,Halogenated Hydrocarbon,0
989,990,Chemical_990,91.2,6.22,-4.53,40,Halogenated Hydrocarbon,1
990,991,Chemical_991,56.46,9.27,-2.99,50,Alcohol,1
991,992,Chemical_992,130.88,4.01,4.74,19,Alcohol,0
992,993,Chemical_993,163.5,13.98,3.51,29,Carboxylic Acid,0
993,994,Chemical_994,104.53,9.64,-3.16,4,Carboxylic Acid,0
994,995,Chemical_995,171.99,10.13,-0.9,12,Carboxylic Acid,0
995,996,Chemical_996,89.42,3.55,4.3,10,Ketone,0
996,997,Chemical_997,185.63,11.76,1.16,27,Alkane,0
997,998,Chemical_998,172.11,4.17,4.7,6,Ketone,1
998,999,Chemical_999,139.23,11.57,2.62,36,Carboxylic Acid,0
999,1000,Chemical_1000,108.55,5.59,4.11,47,Ether,0
