,Age,Race,Location,Time,Weather,Severity,Record,Weapon,Injuries,Relationship,label
814,26,Other,Los Angeles,1,Cloudy,1,1,0,1,Defendant,0
815,26,Black,Chicago,2,Cloudy,2,1,0,1,Victim,0
816,43,White,New York,1,Clear,5,1,1,1,Unknown,1
817,53,Black,Chicago,2,Rainy,3,0,1,0,Unknown,1
818,57,Other,Phoenix,1,Rainy,3,1,0,0,Unknown,1
819,54,Other,Phoenix,2,Clear,3,1,1,0,Unknown,0
820,66,Hispanic,New York,4,Rainy,3,0,1,0,Unknown,1
821,11,Other,Phoenix,1,Clear,1,0,1,1,Victim,0
822,57,White,Phoenix,2,Snowy,3,0,0,1,Defendant,0
823,4,Black,Phoenix,3,Snowy,5,0,0,0,Victim,1
824,16,Asian,Los Angeles,4,Clear,3,1,1,1,Unknown,0
825,66,Asian,New York,1,Rainy,2,1,0,1,Defendant,1
826,5,White,Los Angeles,3,Snowy,4,0,1,1,Defendant,1
827,37,White,Phoenix,2,Clear,1,1,1,1,Victim,0
828,24,Black,Los Angeles,2,Clear,4,0,1,1,Victim,1
829,6,Asian,New York,4,Cloudy,4,1,0,1,Victim,1
830,61,White,Phoenix,1,Cloudy,4,0,0,1,Unknown,1
831,63,Asian,Houston,5,Snowy,5,0,0,1,Unknown,1
832,76,White,Phoenix,2,Clear,3,0,0,0,Defendant,0
833,67,Other,New York,2,Rainy,5,1,1,0,Unknown,1
834,51,White,Houston,5,Rainy,2,0,1,1,Victim,1
835,22,Other,Los Angeles,4,Cloudy,5,1,1,1,Victim,1
836,14,Hispanic,Houston,4,Rainy,1,0,0,0,Victim,1
837,9,Other,New York,2,Clear,2,0,1,1,Victim,0
838,22,White,Houston,4,Rainy,5,0,1,1,Victim,1
839,13,Asian,Los Angeles,4,Cloudy,5,1,1,1,Unknown,1
840,27,Black,Phoenix,4,Clear,4,1,0,0,Victim,1
841,32,Hispanic,Los Angeles,3,Clear,3,0,1,1,Victim,0
842,66,White,Chicago,5,Clear,3,0,0,1,Defendant,0
843,42,Other,Phoenix,2,Clear,3,0,1,1,Victim,0
844,71,Black,Los Angeles,1,Cloudy,1,0,1,0,Defendant,0
845,37,Other,Phoenix,4,Clear,2,1,0,0,Victim,0
846,50,Asian,Los Angeles,5,Clear,5,1,1,0,Victim,1
847,71,Asian,Houston,3,Clear,2,1,0,1,Defendant,0
848,67,Hispanic,Phoenix,5,Cloudy,2,0,1,1,Unknown,0
849,67,Other,Los Angeles,4,Rainy,5,0,0,0,Unknown,1
850,38,Hispanic,Phoenix,1,Rainy,3,0,0,1,Victim,1
851,66,Black,Houston,2,Rainy,4,0,1,1,Unknown,1
852,36,Other,Los Angeles,5,Snowy,3,0,1,1,Unknown,0
853,49,Black,Los Angeles,4,Cloudy,2,1,0,1,Unknown,0
854,67,Asian,Los Angeles,3,Clear,2,0,1,0,Victim,0
855,24,White,Phoenix,5,Cloudy,4,1,1,1,Victim,1
856,14,Hispanic,Los Angeles,2,Snowy,3,1,1,0,Victim,0
857,77,White,Chicago,1,Snowy,2,1,0,0,Unknown,0
858,3,Asian,Chicago,2,Snowy,3,1,1,1,Defendant,0
859,30,White,Chicago,1,Clear,1,1,0,1,Unknown,0
860,70,Hispanic,New York,3,Cloudy,2,0,1,0,Victim,0
861,21,White,Houston,4,Cloudy,2,0,1,0,Defendant,0
862,66,Asian,Phoenix,5,Snowy,1,1,1,1,Defendant,0
863,62,White,Phoenix,5,Clear,5,0,1,1,Victim,1
864,74,Black,Phoenix,2,Snowy,1,0,0,1,Defendant,0
865,8,White,Chicago,1,Snowy,4,0,0,1,Victim,1
866,30,Asian,Los Angeles,2,Cloudy,1,0,0,0,Victim,0
867,11,White,Houston,4,Rainy,4,1,1,0,Victim,1
868,49,Asian,Chicago,3,Cloudy,2,1,0,1,Unknown,0
869,58,White,Los Angeles,2,Snowy,4,1,1,0,Victim,1
870,51,White,Chicago,3,Clear,4,0,0,1,Defendant,1
871,66,Other,Houston,4,Clear,2,0,1,1,Defendant,0
872,11,Black,Phoenix,5,Snowy,5,1,0,1,Victim,1
873,38,Hispanic,Los Angeles,5,Clear,4,0,1,1,Victim,1
874,35,White,New York,4,Clear,3,1,1,1,Victim,0
875,54,Asian,New York,2,Rainy,4,1,0,0,Unknown,1
876,17,White,Los Angeles,4,Cloudy,2,0,0,1,Unknown,0
877,78,White,New York,3,Rainy,5,1,1,0,Unknown,1
878,21,Black,New York,4,Clear,4,1,1,0,Defendant,1
879,8,Asian,New York,4,Snowy,3,0,1,0,Victim,0
880,1,Hispanic,Chicago,3,Rainy,1,0,1,0,Victim,1
881,28,Black,New York,2,Clear,1,0,1,1,Defendant,0
882,51,Other,New York,4,Rainy,4,1,1,0,Unknown,1
883,53,Hispanic,Chicago,3,Cloudy,3,1,0,1,Victim,0
884,70,Hispanic,Los Angeles,5,Clear,1,0,1,0,Defendant,0
885,76,White,Phoenix,4,Rainy,4,0,1,1,Victim,1
886,76,White,Houston,3,Rainy,4,1,0,1,Defendant,1
887,53,Asian,New York,1,Clear,2,1,1,1,Unknown,0
888,39,Asian,Phoenix,4,Cloudy,5,1,1,1,Victim,1
889,77,Asian,Houston,3,Clear,5,1,0,1,Victim,1
890,43,Black,Chicago,4,Cloudy,4,0,0,1,Victim,1
891,46,White,Houston,3,Snowy,4,1,1,1,Defendant,1
892,66,Black,Los Angeles,4,Cloudy,1,1,0,0,Victim,0
893,79,White,New York,1,Cloudy,4,0,1,0,Defendant,1
894,27,White,New York,1,Rainy,3,0,1,0,Victim,1
895,11,Asian,Los Angeles,5,Clear,1,0,1,0,Victim,0
896,30,Asian,Phoenix,2,Clear,4,1,1,0,Victim,1
897,48,Asian,Phoenix,3,Cloudy,2,0,0,1,Victim,0
898,20,Other,Los Angeles,1,Cloudy,5,0,1,1,Defendant,1
899,14,White,New York,5,Cloudy,1,0,0,0,Defendant,0
900,36,White,New York,5,Rainy,1,0,0,0,Defendant,1
901,8,Black,New York,5,Snowy,3,0,1,0,Victim,0
902,46,Hispanic,Houston,2,Cloudy,1,0,0,1,Defendant,0
903,19,Asian,Los Angeles,4,Snowy,4,1,1,0,Defendant,1
904,28,Black,New York,5,Clear,1,1,1,1,Unknown,0
905,39,Asian,Phoenix,5,Rainy,1,1,0,0,Defendant,1
906,7,Other,Los Angeles,4,Rainy,3,0,0,1,Victim,1
907,52,Asian,New York,5,Snowy,4,0,1,0,Defendant,1
908,47,Other,New York,3,Cloudy,1,1,0,0,Unknown,0
909,14,Asian,Phoenix,1,Cloudy,5,1,0,1,Victim,1
910,12,Black,Phoenix,5,Clear,3,0,0,0,Unknown,0
911,5,Hispanic,Houston,5,Rainy,5,0,1,1,Victim,1
912,23,White,Chicago,2,Clear,5,0,1,1,Victim,1
913,33,Other,Phoenix,4,Snowy,4,0,0,1,Unknown,1
914,38,Black,Phoenix,1,Clear,4,1,0,0,Defendant,1
915,49,Hispanic,Phoenix,3,Snowy,3,0,0,0,Defendant,0
916,43,Other,New York,1,Snowy,4,1,0,0,Victim,1
917,14,Hispanic,Los Angeles,2,Clear,4,1,1,1,Victim,1
918,66,Asian,New York,3,Snowy,1,0,1,0,Unknown,0
919,2,Other,Phoenix,5,Cloudy,1,0,1,0,Unknown,0
920,72,Asian,Los Angeles,2,Rainy,3,1,0,0,Defendant,1
921,36,Other,Chicago,4,Cloudy,1,0,0,1,Defendant,0
922,52,Black,Chicago,2,Cloudy,5,0,0,0,Unknown,1
923,67,Hispanic,Houston,4,Cloudy,5,0,0,0,Defendant,1
924,64,White,Los Angeles,4,Cloudy,5,0,1,1,Unknown,1
925,4,Other,Los Angeles,1,Cloudy,3,0,1,0,Victim,0
926,11,White,Phoenix,2,Rainy,1,1,1,1,Defendant,1
927,27,Hispanic,Chicago,3,Cloudy,3,0,1,0,Unknown,0
928,21,Asian,Chicago,2,Cloudy,2,1,0,1,Defendant,0
929,76,White,Houston,4,Snowy,2,0,0,1,Victim,0
930,74,Hispanic,Houston,4,Rainy,1,0,1,0,Defendant,1
931,69,White,Houston,4,Clear,5,0,1,1,Defendant,1
932,22,Black,Chicago,1,Rainy,3,1,0,1,Victim,1
933,16,White,Chicago,2,Clear,2,0,0,0,Unknown,0
934,23,Asian,Phoenix,5,Clear,3,1,1,1,Unknown,0
935,15,Black,Phoenix,1,Rainy,1,0,1,0,Defendant,1
936,20,Black,Phoenix,1,Rainy,3,0,1,1,Unknown,1
937,2,Hispanic,New York,3,Snowy,3,1,0,1,Unknown,0
938,61,Other,Chicago,5,Snowy,3,0,1,1,Defendant,0
939,79,Other,Chicago,4,Clear,1,0,0,0,Unknown,0
940,52,Asian,New York,1,Rainy,2,1,0,0,Defendant,1
941,23,Black,Los Angeles,5,Snowy,1,0,1,0,Unknown,0
942,32,Hispanic,Phoenix,3,Rainy,5,1,0,1,Defendant,1
943,76,Other,Los Angeles,3,Cloudy,3,1,0,0,Victim,0
944,48,White,Phoenix,3,Rainy,1,0,0,0,Victim,1
945,41,Black,Los Angeles,4,Cloudy,4,1,1,0,Unknown,1
946,50,Asian,Los Angeles,1,Clear,4,1,0,0,Victim,1
947,19,Asian,Los Angeles,5,Clear,5,0,0,0,Defendant,1
948,64,Black,Chicago,3,Clear,2,0,0,0,Victim,0
949,21,Hispanic,Chicago,3,Rainy,5,0,0,0,Defendant,1
950,71,Hispanic,Houston,5,Rainy,4,0,0,1,Defendant,1
951,58,Asian,Los Angeles,1,Clear,4,0,1,0,Unknown,1
952,14,Black,Phoenix,5,Rainy,1,0,1,1,Victim,1
953,6,Other,New York,5,Cloudy,4,0,0,1,Unknown,1
954,23,Other,Phoenix,4,Rainy,5,0,1,0,Victim,1
955,12,White,Phoenix,1,Cloudy,3,0,1,1,Victim,0
956,50,White,Phoenix,3,Rainy,4,0,1,0,Unknown,1
957,15,Hispanic,Los Angeles,4,Clear,3,1,1,1,Unknown,0
958,71,Black,Phoenix,1,Cloudy,1,1,1,0,Unknown,0
959,37,Black,Chicago,4,Snowy,2,0,0,0,Defendant,0
960,45,Asian,Los Angeles,5,Snowy,5,1,1,1,Defendant,1
961,26,Hispanic,New York,3,Rainy,2,1,1,0,Defendant,1
962,28,White,New York,1,Rainy,2,0,1,1,Victim,1
963,56,Hispanic,Los Angeles,3,Rainy,2,1,0,1,Victim,1
964,2,Asian,New York,3,Rainy,1,0,1,1,Defendant,1
965,30,White,Phoenix,5,Snowy,5,1,1,0,Victim,1
966,7,White,Chicago,4,Cloudy,4,0,1,1,Defendant,1
967,30,White,Chicago,3,Rainy,2,0,1,1,Victim,1
968,27,Other,Chicago,1,Clear,3,1,1,1,Defendant,0
969,45,Other,New York,3,Snowy,5,0,1,0,Victim,1
970,31,Hispanic,Houston,3,Snowy,2,1,0,0,Unknown,0
971,15,Asian,Los Angeles,2,Clear,3,0,0,0,Unknown,0
972,69,White,Phoenix,5,Snowy,2,0,1,1,Defendant,0
973,69,Black,New York,1,Clear,1,1,1,0,Victim,0
974,47,White,Chicago,3,Rainy,5,0,1,1,Unknown,1
975,29,Asian,New York,4,Cloudy,3,1,0,1,Defendant,0
976,56,Hispanic,New York,2,Cloudy,3,0,1,1,Unknown,0
977,22,Black,Houston,3,Rainy,3,1,0,0,Victim,1
978,4,Hispanic,Phoenix,1,Cloudy,2,0,1,1,Defendant,0
979,15,White,New York,1,Rainy,4,0,0,1,Defendant,1
980,60,Hispanic,Phoenix,4,Cloudy,4,1,0,0,Defendant,1
981,66,Other,Chicago,1,Rainy,4,0,1,0,Defendant,1
982,14,White,Houston,3,Cloudy,1,1,1,1,Victim,0
983,3,Black,Houston,1,Clear,1,1,1,0,Defendant,0
984,73,Other,Phoenix,3,Snowy,3,0,1,0,Unknown,0
985,17,Asian,Chicago,2,Snowy,1,1,0,0,Defendant,0
986,48,Black,Los Angeles,5,Rainy,3,0,1,1,Victim,1
987,55,Asian,Houston,5,Rainy,5,1,0,1,Unknown,1
988,74,Hispanic,Los Angeles,2,Cloudy,3,0,1,0,Victim,0
989,8,Other,Los Angeles,2,Clear,3,1,0,1,Unknown,0
990,63,Other,Chicago,1,Snowy,5,1,0,1,Defendant,1
991,77,White,New York,2,Rainy,4,1,0,1,Victim,1
992,48,Hispanic,New York,4,Clear,4,0,1,1,Victim,1
993,67,White,Phoenix,4,Cloudy,4,0,0,1,Unknown,1
994,72,Black,New York,3,Snowy,2,0,0,0,Defendant,0
995,17,Asian,Chicago,5,Clear,3,0,1,1,Victim,0
996,78,Asian,Chicago,4,Snowy,1,0,1,1,Unknown,0
997,39,Black,Phoenix,1,Snowy,4,1,1,1,Defendant,1
998,70,Other,New York,5,Rainy,3,0,0,0,Defendant,1
999,57,White,Chicago,3,Clear,2,0,0,0,Defendant,0
