,member_id,age,gender,membership_type,last_attendance,class_type,class_time,class_day,distance_to_gym,weather_forecast,previous_attendance_rate,has_been_reminded,class_capacity,current_enrollment,class_fullness_ratio,label
497,1498,29,Male,Family,27,Yoga,Evening,Thursday,6.2,Snowy,58.7,1,12,6,0.5,1
498,1499,52,Female,Family,11,Zumba,Evening,Wednesday,1.3,Stormy,10.3,0,21,9,0.43,0
499,1500,50,Female,Premium,24,Yoga,Afternoon,Tuesday,6.6,Snowy,73.0,1,12,6,0.5,1
500,1501,50,Female,Family,10,Yoga,Morning,Thursday,6.4,Snowy,38.7,1,20,5,0.25,1
501,1502,60,Female,Basic,1,Strength Training,Afternoon,Friday,6.6,Stormy,78.4,1,21,1,0.05,1
502,1503,54,Female,Family,14,HIIT,Evening,Friday,3.4,Snowy,49.3,1,13,0,0.0,1
503,1504,29,Female,Family,11,Zumba,Afternoon,Monday,8.7,Cloudy,18.1,1,25,0,0.0,1
504,1505,20,Female,Family,11,Strength Training,Evening,Sunday,9.6,Rainy,73.5,1,29,5,0.17,1
505,1506,18,Female,Basic,8,Yoga,Evening,Wednesday,2.6,Snowy,25.2,1,27,4,0.15,1
506,1507,50,Male,Premium,20,Yoga,Evening,Tuesday,1.3,Cloudy,49.1,0,13,24,1.85,0
507,1508,57,Male,Basic,23,Zumba,Afternoon,Monday,2.3,Rainy,7.6,0,15,12,0.8,0
508,1509,27,Male,Premium,1,HIIT,Evening,Wednesday,8.3,Rainy,61.8,1,24,17,0.71,0
509,1510,60,Male,Premium,21,Zumba,Evening,Thursday,6.9,Snowy,66.6,1,10,0,0.0,1
510,1511,61,Female,Family,2,Strength Training,Afternoon,Friday,6.5,Cloudy,37.9,0,12,11,0.92,0
511,1512,46,Male,Premium,11,Zumba,Evening,Saturday,4.3,Snowy,95.4,0,14,6,0.43,0
512,1513,30,Female,Basic,27,Yoga,Afternoon,Tuesday,6.0,Stormy,87.4,0,26,2,0.08,0
513,1514,29,Male,Basic,29,Strength Training,Evening,Saturday,3.4,Rainy,70.8,0,23,0,0.0,0
514,1515,48,Male,Premium,25,Yoga,Morning,Friday,5.0,Snowy,71.4,1,18,15,0.83,0
515,1516,63,Male,Family,15,HIIT,Morning,Sunday,8.0,Rainy,25.2,1,12,7,0.58,1
516,1517,19,Female,Family,20,Yoga,Evening,Sunday,9.8,Cloudy,65.7,0,22,29,1.32,0
517,1518,52,Male,Basic,27,Yoga,Morning,Saturday,9.4,Sunny,19.8,0,12,11,0.92,0
518,1519,40,Female,Family,23,Zumba,Afternoon,Thursday,9.4,Snowy,14.4,0,20,18,0.9,0
519,1520,34,Female,Premium,25,Yoga,Morning,Wednesday,4.3,Snowy,99.9,0,11,2,0.18,0
520,1521,43,Male,Premium,29,Strength Training,Evening,Thursday,5.0,Rainy,62.2,1,24,3,0.12,1
521,1522,25,Male,Basic,0,Strength Training,Evening,Saturday,7.2,Cloudy,43.1,0,22,6,0.27,0
522,1523,46,Male,Premium,20,HIIT,Afternoon,Thursday,9.3,Stormy,28.8,0,28,1,0.04,0
523,1524,43,Female,Basic,2,Strength Training,Evening,Friday,1.8,Cloudy,60.4,0,25,0,0.0,0
524,1525,27,Male,Premium,19,Zumba,Afternoon,Tuesday,3.4,Snowy,5.0,1,27,6,0.22,1
525,1526,43,Female,Basic,1,HIIT,Morning,Thursday,1.8,Stormy,9.5,1,16,4,0.25,1
526,1527,51,Female,Family,8,Strength Training,Morning,Friday,6.3,Cloudy,3.3,1,22,0,0.0,1
527,1528,58,Male,Premium,18,Zumba,Afternoon,Tuesday,3.4,Sunny,49.9,0,13,5,0.38,0
528,1529,24,Male,Premium,14,Strength Training,Afternoon,Sunday,3.6,Rainy,60.1,0,18,0,0.0,0
529,1530,21,Female,Basic,17,Strength Training,Evening,Wednesday,1.2,Cloudy,6.2,0,19,10,0.53,0
530,1531,62,Female,Basic,25,Yoga,Morning,Saturday,3.8,Cloudy,72.1,1,18,9,0.5,1
531,1532,28,Female,Premium,10,Strength Training,Afternoon,Sunday,8.7,Sunny,23.0,1,16,7,0.44,1
532,1533,46,Male,Basic,24,Strength Training,Morning,Wednesday,2.7,Snowy,68.5,0,24,23,0.96,0
533,1534,53,Female,Premium,22,Zumba,Afternoon,Sunday,7.1,Rainy,98.2,0,17,6,0.35,0
534,1535,42,Male,Family,15,Zumba,Morning,Monday,6.5,Cloudy,69.1,1,28,3,0.11,1
535,1536,38,Female,Basic,21,Yoga,Evening,Sunday,8.7,Stormy,88.3,0,20,16,0.8,0
536,1537,53,Female,Premium,16,Strength Training,Morning,Friday,1.8,Cloudy,94.8,0,14,0,0.0,1
537,1538,27,Male,Family,4,Yoga,Morning,Tuesday,9.8,Rainy,48.7,0,11,3,0.27,0
538,1539,54,Female,Family,11,Strength Training,Morning,Sunday,6.0,Cloudy,70.2,1,19,4,0.21,1
539,1540,26,Male,Premium,10,HIIT,Morning,Thursday,10.0,Sunny,85.2,0,25,6,0.24,0
540,1541,41,Male,Basic,29,HIIT,Morning,Wednesday,9.2,Cloudy,35.7,0,22,3,0.14,0
541,1542,52,Female,Premium,14,Yoga,Evening,Sunday,2.6,Cloudy,26.1,0,17,9,0.53,0
542,1543,52,Male,Family,26,Yoga,Afternoon,Tuesday,1.0,Stormy,94.7,0,18,0,0.0,1
543,1544,53,Male,Premium,2,Yoga,Morning,Friday,2.9,Sunny,72.6,1,20,10,0.5,1
544,1545,35,Female,Basic,0,Zumba,Evening,Monday,5.5,Sunny,22.0,1,20,25,1.25,1
545,1546,56,Male,Family,19,Zumba,Morning,Wednesday,2.1,Cloudy,44.9,1,25,22,0.88,0
546,1547,49,Male,Premium,28,Zumba,Morning,Saturday,2.1,Stormy,79.6,0,19,1,0.05,0
547,1548,41,Male,Basic,15,Yoga,Afternoon,Tuesday,4.9,Cloudy,54.7,1,21,3,0.14,1
548,1549,40,Female,Family,1,Strength Training,Morning,Saturday,0.8,Cloudy,65.0,0,15,17,1.13,0
549,1550,49,Male,Basic,1,HIIT,Evening,Tuesday,1.7,Rainy,75.4,1,21,7,0.33,1
550,1551,54,Female,Family,2,Yoga,Evening,Tuesday,4.5,Rainy,62.2,0,19,1,0.05,0
551,1552,29,Female,Premium,7,Zumba,Afternoon,Friday,1.1,Stormy,54.0,1,27,9,0.33,1
552,1553,30,Male,Basic,23,Zumba,Morning,Friday,4.3,Snowy,75.0,1,27,0,0.0,1
553,1554,40,Male,Family,27,Yoga,Evening,Friday,5.0,Rainy,72.8,1,13,9,0.69,0
554,1555,42,Male,Basic,14,Yoga,Morning,Sunday,4.8,Snowy,63.0,0,18,4,0.22,0
555,1556,52,Female,Basic,6,Zumba,Morning,Thursday,8.8,Sunny,36.0,0,16,1,0.06,0
556,1557,58,Male,Premium,5,Strength Training,Morning,Tuesday,5.5,Rainy,40.6,0,27,1,0.04,0
557,1558,47,Male,Basic,8,Zumba,Afternoon,Wednesday,4.9,Rainy,97.0,1,17,20,1.18,0
558,1559,34,Male,Family,19,Zumba,Morning,Saturday,4.4,Stormy,11.2,0,20,23,1.15,0
559,1560,37,Male,Family,27,Yoga,Evening,Friday,8.3,Snowy,26.9,0,16,5,0.31,0
560,1561,42,Male,Family,0,Strength Training,Morning,Sunday,9.0,Rainy,49.2,0,18,2,0.11,0
561,1562,39,Female,Family,7,Zumba,Evening,Friday,8.6,Rainy,83.7,0,17,6,0.35,0
562,1563,30,Female,Premium,22,Zumba,Morning,Saturday,6.9,Stormy,16.4,0,12,1,0.08,0
563,1564,36,Male,Basic,22,HIIT,Evening,Saturday,1.8,Stormy,27.7,0,26,0,0.0,0
564,1565,53,Male,Premium,2,Yoga,Evening,Tuesday,3.1,Snowy,6.6,1,11,4,0.36,1
565,1566,29,Male,Basic,3,HIIT,Morning,Friday,0.9,Sunny,70.6,1,24,1,0.04,1
566,1567,58,Male,Basic,25,HIIT,Morning,Saturday,9.3,Sunny,23.8,0,23,1,0.04,0
567,1568,36,Female,Basic,24,Zumba,Evening,Thursday,6.8,Cloudy,38.9,1,27,6,0.22,1
568,1569,29,Male,Premium,14,Yoga,Afternoon,Thursday,7.6,Rainy,44.4,1,25,16,0.64,0
569,1570,26,Female,Basic,5,Strength Training,Morning,Friday,3.5,Snowy,89.1,0,29,9,0.31,0
570,1571,24,Female,Premium,14,Zumba,Afternoon,Sunday,8.5,Rainy,41.1,0,13,11,0.85,0
571,1572,45,Male,Family,20,Strength Training,Morning,Saturday,3.0,Snowy,14.5,1,29,1,0.03,1
572,1573,31,Female,Family,2,Strength Training,Morning,Tuesday,0.5,Snowy,52.4,0,15,9,0.6,0
573,1574,48,Female,Basic,24,Yoga,Morning,Tuesday,4.1,Snowy,96.3,1,15,3,0.2,1
574,1575,36,Female,Premium,20,HIIT,Morning,Sunday,5.9,Rainy,60.8,1,20,0,0.0,1
575,1576,64,Female,Family,20,Yoga,Afternoon,Tuesday,5.0,Stormy,98.3,1,26,3,0.12,1
576,1577,33,Male,Premium,13,Strength Training,Morning,Monday,8.7,Rainy,84.1,0,12,10,0.83,0
577,1578,22,Male,Premium,19,Zumba,Evening,Friday,1.5,Snowy,3.6,1,22,28,1.27,0
578,1579,52,Female,Basic,13,Strength Training,Evening,Tuesday,5.8,Cloudy,65.8,0,12,9,0.75,0
579,1580,29,Male,Family,3,Zumba,Afternoon,Thursday,5.4,Sunny,28.7,0,25,14,0.56,0
580,1581,42,Male,Basic,11,Zumba,Morning,Saturday,3.2,Snowy,56.0,0,24,4,0.17,0
581,1582,38,Male,Basic,16,Yoga,Evening,Wednesday,8.3,Cloudy,27.9,0,20,8,0.4,0
582,1583,53,Male,Family,6,Strength Training,Afternoon,Sunday,7.7,Stormy,34.9,0,27,0,0.0,0
583,1584,40,Male,Family,8,HIIT,Morning,Wednesday,7.5,Snowy,92.3,1,24,11,0.46,1
584,1585,33,Female,Premium,2,Strength Training,Evening,Tuesday,8.8,Cloudy,20.7,0,14,4,0.29,0
585,1586,56,Male,Family,27,Strength Training,Evening,Wednesday,7.4,Snowy,87.4,0,25,1,0.04,0
586,1587,62,Male,Premium,12,HIIT,Afternoon,Wednesday,2.7,Rainy,3.0,0,25,8,0.32,0
587,1588,59,Male,Premium,14,Yoga,Morning,Monday,7.2,Cloudy,9.1,0,26,1,0.04,0
588,1589,56,Male,Premium,17,Strength Training,Morning,Thursday,3.4,Rainy,85.5,0,18,17,0.94,0
589,1590,31,Female,Family,18,Strength Training,Evening,Sunday,2.8,Rainy,63.1,1,12,13,1.08,0
590,1591,48,Female,Basic,0,Zumba,Evening,Thursday,1.2,Cloudy,74.7,0,29,18,0.62,1
591,1592,22,Female,Premium,5,Strength Training,Evening,Monday,7.6,Sunny,20.9,0,22,7,0.32,0
592,1593,52,Female,Basic,26,HIIT,Morning,Monday,7.3,Cloudy,53.7,1,12,16,1.33,0
593,1594,40,Male,Basic,26,Zumba,Afternoon,Wednesday,2.7,Sunny,73.7,0,16,2,0.12,0
594,1595,46,Female,Family,22,Yoga,Afternoon,Friday,7.6,Snowy,62.7,1,15,0,0.0,1
595,1596,60,Male,Basic,26,Zumba,Morning,Saturday,9.2,Snowy,47.2,1,18,10,0.56,1
596,1597,28,Male,Basic,26,HIIT,Afternoon,Saturday,1.5,Cloudy,96.0,1,21,7,0.33,1
597,1598,35,Male,Family,1,HIIT,Evening,Wednesday,2.7,Snowy,67.6,1,24,0,0.0,1
598,1599,64,Male,Premium,23,Zumba,Afternoon,Saturday,7.6,Stormy,90.8,0,29,12,0.41,0
599,1600,29,Male,Basic,13,Yoga,Afternoon,Monday,3.1,Rainy,73.0,0,12,4,0.33,0
600,1601,26,Female,Family,5,Zumba,Afternoon,Thursday,6.4,Rainy,73.5,1,19,3,0.16,1
601,1602,27,Female,Basic,13,Yoga,Evening,Saturday,1.3,Sunny,8.0,1,10,6,0.6,0
602,1603,61,Female,Basic,3,Zumba,Morning,Sunday,4.8,Snowy,35.9,0,28,13,0.46,0
603,1604,34,Female,Premium,20,HIIT,Evening,Wednesday,7.5,Sunny,85.8,1,28,4,0.14,1
604,1605,55,Male,Basic,7,Strength Training,Morning,Friday,7.0,Rainy,23.3,1,22,3,0.14,1
605,1606,24,Female,Family,29,Strength Training,Morning,Wednesday,8.2,Rainy,11.6,1,21,3,0.14,1
606,1607,63,Male,Basic,2,Yoga,Morning,Tuesday,8.8,Snowy,32.6,0,10,2,0.2,0
607,1608,30,Female,Premium,18,Yoga,Afternoon,Wednesday,7.8,Stormy,22.0,1,28,0,0.0,1
608,1609,57,Male,Premium,29,Yoga,Afternoon,Monday,6.9,Stormy,92.5,0,25,4,0.16,0
609,1610,59,Male,Family,13,HIIT,Morning,Thursday,0.8,Snowy,86.8,0,24,19,0.79,1
610,1611,26,Female,Premium,26,Zumba,Morning,Thursday,5.6,Snowy,50.0,0,25,2,0.08,0
611,1612,44,Male,Basic,19,HIIT,Afternoon,Sunday,0.9,Sunny,6.1,1,20,4,0.2,1
612,1613,19,Male,Premium,16,Strength Training,Evening,Saturday,8.2,Snowy,71.5,1,15,14,0.93,0
613,1614,22,Female,Family,24,Yoga,Morning,Monday,3.5,Stormy,62.3,0,20,18,0.9,0
614,1615,46,Male,Premium,7,Zumba,Evening,Tuesday,5.8,Snowy,97.1,0,12,3,0.25,0
615,1616,54,Female,Premium,23,Strength Training,Afternoon,Monday,3.2,Sunny,55.9,0,24,1,0.04,0
616,1617,55,Female,Premium,13,Strength Training,Morning,Wednesday,7.9,Sunny,33.6,1,10,12,1.2,0
617,1618,36,Female,Family,25,Strength Training,Evening,Monday,8.9,Sunny,51.9,1,16,2,0.12,1
618,1619,25,Male,Premium,5,HIIT,Evening,Monday,4.3,Sunny,97.9,0,10,0,0.0,0
619,1620,62,Male,Premium,22,Yoga,Evening,Sunday,8.7,Cloudy,69.6,0,26,8,0.31,0
620,1621,18,Male,Basic,21,Strength Training,Afternoon,Tuesday,3.0,Snowy,67.2,1,18,0,0.0,1
621,1622,39,Female,Family,15,Yoga,Afternoon,Wednesday,5.6,Rainy,24.1,0,22,5,0.23,0
622,1623,34,Male,Premium,24,HIIT,Evening,Friday,8.7,Snowy,74.4,1,20,16,0.8,0
623,1624,24,Female,Family,18,Strength Training,Evening,Sunday,3.6,Cloudy,75.0,1,29,1,0.03,1
624,1625,42,Female,Premium,13,HIIT,Afternoon,Friday,9.6,Sunny,31.7,0,15,8,0.53,0
625,1626,62,Male,Premium,18,HIIT,Evening,Sunday,1.7,Cloudy,48.4,0,10,2,0.2,0
626,1627,21,Female,Premium,2,Yoga,Evening,Thursday,0.7,Stormy,29.5,1,16,4,0.25,1
627,1628,53,Male,Basic,9,Strength Training,Afternoon,Sunday,9.1,Stormy,25.9,1,21,8,0.38,1
628,1629,23,Male,Basic,18,HIIT,Evening,Saturday,1.2,Snowy,2.6,1,29,12,0.41,1
629,1630,48,Male,Basic,8,Strength Training,Evening,Monday,9.9,Snowy,28.5,1,28,0,0.0,1
630,1631,36,Male,Family,27,Yoga,Evening,Thursday,9.5,Rainy,55.4,1,26,14,0.54,1
631,1632,61,Male,Family,19,HIIT,Afternoon,Tuesday,1.8,Rainy,0.2,0,13,3,0.23,0
632,1633,56,Female,Basic,12,Yoga,Evening,Friday,5.6,Stormy,28.3,1,12,2,0.17,1
633,1634,44,Female,Family,6,Strength Training,Afternoon,Sunday,2.3,Sunny,88.1,1,10,3,0.3,1
634,1635,27,Female,Premium,13,Strength Training,Afternoon,Monday,4.6,Cloudy,59.4,1,27,1,0.04,1
635,1636,43,Male,Premium,8,Yoga,Morning,Tuesday,1.1,Rainy,60.8,0,24,5,0.21,0
636,1637,36,Male,Premium,26,Zumba,Morning,Saturday,2.6,Rainy,40.3,0,17,11,0.65,0
637,1638,56,Male,Basic,27,HIIT,Evening,Tuesday,4.0,Sunny,67.6,1,10,19,1.9,0
638,1639,20,Female,Family,22,Strength Training,Afternoon,Monday,4.7,Sunny,19.0,1,29,15,0.52,1
639,1640,62,Male,Basic,24,Strength Training,Morning,Saturday,9.8,Snowy,81.9,0,23,0,0.0,0
640,1641,30,Female,Family,27,HIIT,Evening,Tuesday,8.2,Cloudy,11.7,0,13,0,0.0,0
641,1642,45,Female,Premium,18,Yoga,Morning,Saturday,7.5,Sunny,65.6,0,14,6,0.43,0
642,1643,37,Male,Basic,14,Yoga,Morning,Sunday,5.6,Rainy,34.1,0,22,3,0.14,0
643,1644,45,Male,Family,19,Yoga,Afternoon,Sunday,8.5,Rainy,74.8,1,24,13,0.54,1
644,1645,25,Female,Family,13,Zumba,Afternoon,Monday,3.7,Stormy,55.0,0,15,7,0.47,0
645,1646,58,Male,Premium,23,Zumba,Morning,Monday,7.2,Sunny,45.2,1,10,1,0.1,1
646,1647,56,Female,Basic,5,Strength Training,Morning,Saturday,9.9,Snowy,16.9,1,28,2,0.07,1
647,1648,18,Male,Basic,20,Yoga,Afternoon,Wednesday,3.5,Cloudy,63.7,0,22,16,0.73,0
648,1649,20,Male,Basic,28,HIIT,Evening,Thursday,6.9,Snowy,97.5,0,15,0,0.0,0
649,1650,30,Female,Premium,3,Strength Training,Afternoon,Tuesday,8.5,Rainy,82.6,0,24,5,0.21,0
650,1651,45,Male,Basic,7,HIIT,Morning,Tuesday,9.2,Snowy,6.0,0,25,1,0.04,0
651,1652,42,Female,Premium,16,Strength Training,Evening,Wednesday,7.3,Rainy,37.6,1,25,2,0.08,1
652,1653,50,Male,Premium,29,Zumba,Morning,Wednesday,3.2,Rainy,92.6,1,19,5,0.26,1
653,1654,55,Female,Premium,8,Strength Training,Evening,Wednesday,3.6,Rainy,50.3,1,18,18,1.0,0
654,1655,23,Female,Family,0,Zumba,Morning,Friday,0.7,Rainy,66.2,0,18,2,0.11,0
655,1656,61,Male,Basic,23,Strength Training,Evening,Friday,7.7,Rainy,91.3,1,26,11,0.42,1
656,1657,62,Female,Basic,19,Yoga,Evening,Saturday,0.9,Stormy,87.4,0,26,5,0.19,1
657,1658,49,Male,Premium,24,HIIT,Morning,Friday,8.7,Snowy,50.2,1,26,4,0.15,1
658,1659,62,Male,Premium,13,Yoga,Evening,Sunday,1.6,Stormy,43.8,0,21,0,0.0,0
659,1660,64,Male,Basic,10,Strength Training,Afternoon,Sunday,2.1,Stormy,34.0,1,22,8,0.36,1
660,1661,38,Female,Premium,20,Strength Training,Morning,Monday,5.0,Sunny,71.9,1,21,0,0.0,1
661,1662,33,Female,Basic,2,Strength Training,Afternoon,Saturday,7.5,Sunny,28.7,0,23,12,0.52,1
662,1663,38,Male,Family,8,Zumba,Morning,Tuesday,1.8,Sunny,25.0,1,19,0,0.0,1
663,1664,28,Male,Premium,26,HIIT,Evening,Thursday,4.7,Cloudy,35.6,1,28,2,0.07,1
664,1665,54,Female,Basic,13,HIIT,Evening,Monday,5.1,Sunny,17.7,0,11,2,0.18,0
665,1666,53,Male,Premium,29,Strength Training,Evening,Tuesday,2.5,Snowy,69.5,0,13,10,0.77,0
666,1667,52,Male,Basic,8,Strength Training,Morning,Tuesday,1.6,Stormy,61.6,0,28,15,0.54,0
667,1668,36,Female,Basic,3,Zumba,Afternoon,Saturday,8.4,Snowy,48.3,0,16,5,0.31,0
668,1669,37,Male,Premium,26,Yoga,Afternoon,Wednesday,5.3,Sunny,39.0,0,24,2,0.08,0
669,1670,35,Female,Family,3,Yoga,Morning,Wednesday,0.6,Cloudy,90.9,1,24,18,0.75,1
670,1671,64,Male,Basic,27,HIIT,Morning,Monday,8.1,Cloudy,2.9,0,15,5,0.33,0
671,1672,58,Female,Basic,7,Zumba,Afternoon,Wednesday,9.8,Stormy,76.9,1,12,7,0.58,1
672,1673,31,Male,Basic,1,Strength Training,Afternoon,Tuesday,6.3,Snowy,90.2,1,15,5,0.33,1
673,1674,32,Male,Family,8,HIIT,Afternoon,Wednesday,5.3,Rainy,44.6,0,25,12,0.48,0
674,1675,48,Female,Family,28,Zumba,Afternoon,Friday,8.8,Snowy,55.1,1,11,11,1.0,0
675,1676,18,Male,Premium,13,Yoga,Morning,Wednesday,9.5,Sunny,94.4,1,16,13,0.81,0
676,1677,20,Female,Family,21,Zumba,Morning,Tuesday,7.7,Rainy,21.2,0,20,9,0.45,0
677,1678,33,Male,Premium,8,Yoga,Evening,Saturday,4.7,Cloudy,52.0,1,16,2,0.12,1
678,1679,40,Female,Premium,23,Zumba,Afternoon,Monday,6.1,Stormy,47.5,0,13,3,0.23,0
679,1680,28,Female,Family,22,HIIT,Evening,Thursday,7.2,Stormy,25.8,0,29,0,0.0,0
680,1681,29,Female,Premium,15,Yoga,Morning,Wednesday,2.3,Cloudy,81.9,0,16,7,0.44,0
681,1682,27,Female,Family,28,HIIT,Morning,Sunday,4.7,Sunny,90.0,1,13,3,0.23,1
682,1683,49,Male,Premium,29,HIIT,Evening,Sunday,8.4,Cloudy,78.2,1,21,5,0.24,1
683,1684,33,Male,Family,16,Yoga,Afternoon,Tuesday,6.7,Sunny,19.5,1,14,10,0.71,0
684,1685,25,Female,Family,15,Yoga,Afternoon,Thursday,4.4,Rainy,8.7,1,28,18,0.64,0
685,1686,55,Female,Premium,29,Strength Training,Afternoon,Thursday,6.8,Cloudy,60.5,0,14,10,0.71,0
686,1687,29,Female,Basic,11,Strength Training,Afternoon,Friday,1.6,Sunny,5.7,1,28,11,0.39,1
687,1688,41,Male,Premium,2,Strength Training,Evening,Thursday,4.3,Rainy,67.3,0,12,0,0.0,0
688,1689,45,Male,Family,10,HIIT,Evening,Sunday,8.0,Cloudy,53.0,1,20,0,0.0,1
689,1690,25,Male,Basic,13,HIIT,Morning,Saturday,2.6,Stormy,66.3,1,16,5,0.31,1
690,1691,45,Male,Premium,17,Strength Training,Afternoon,Tuesday,2.3,Cloudy,59.0,1,26,11,0.42,1
691,1692,53,Female,Premium,20,HIIT,Afternoon,Tuesday,9.5,Snowy,42.3,1,18,26,1.44,0
692,1693,43,Female,Premium,20,HIIT,Afternoon,Wednesday,2.5,Cloudy,20.1,1,18,8,0.44,1
693,1694,25,Female,Basic,4,Yoga,Evening,Wednesday,3.0,Snowy,30.6,0,19,0,0.0,0
694,1695,45,Male,Family,15,Yoga,Afternoon,Wednesday,9.7,Rainy,52.5,1,22,1,0.05,1
695,1696,45,Male,Premium,19,HIIT,Evening,Sunday,7.5,Cloudy,65.2,1,24,2,0.08,1
696,1697,54,Male,Premium,4,Strength Training,Afternoon,Sunday,7.1,Rainy,77.9,1,14,2,0.14,1
697,1698,58,Female,Premium,2,Zumba,Afternoon,Sunday,8.6,Rainy,76.7,1,12,19,1.58,0
698,1699,53,Female,Premium,11,Strength Training,Morning,Sunday,1.6,Sunny,97.3,0,17,27,1.59,1
699,1700,44,Male,Premium,0,Zumba,Afternoon,Sunday,7.2,Rainy,28.6,1,29,6,0.21,1
700,1701,34,Female,Family,20,Strength Training,Afternoon,Sunday,5.3,Rainy,7.1,0,19,2,0.11,0
701,1702,26,Male,Family,28,Yoga,Morning,Saturday,8.4,Cloudy,34.6,1,22,9,0.41,1
702,1703,50,Male,Premium,8,HIIT,Evening,Sunday,5.3,Cloudy,74.3,0,12,23,1.92,0
703,1704,37,Female,Basic,28,HIIT,Evening,Thursday,6.4,Stormy,43.8,0,17,0,0.0,0
704,1705,30,Male,Family,8,Yoga,Afternoon,Thursday,5.0,Sunny,81.8,0,18,10,0.56,0
705,1706,45,Female,Basic,3,Zumba,Evening,Friday,5.0,Rainy,54.9,0,21,7,0.33,0
706,1707,46,Male,Family,2,Zumba,Afternoon,Saturday,7.8,Sunny,93.0,0,20,5,0.25,1
707,1708,30,Female,Premium,16,Zumba,Morning,Wednesday,6.5,Snowy,94.8,1,11,19,1.73,0
708,1709,63,Female,Family,1,Yoga,Morning,Monday,6.5,Rainy,6.9,0,27,2,0.07,0
709,1710,52,Female,Premium,23,Zumba,Afternoon,Sunday,4.8,Sunny,45.6,1,18,11,0.61,0
710,1711,23,Male,Family,0,Yoga,Morning,Friday,5.5,Stormy,61.0,0,11,15,1.36,0
711,1712,35,Male,Premium,7,Strength Training,Morning,Monday,7.6,Stormy,25.6,0,11,17,1.55,0
712,1713,22,Female,Premium,12,Strength Training,Afternoon,Thursday,8.3,Rainy,40.7,1,12,12,1.0,0
713,1714,64,Female,Premium,22,Yoga,Afternoon,Friday,7.1,Snowy,67.8,0,25,1,0.04,0
714,1715,42,Male,Premium,14,HIIT,Morning,Friday,9.3,Stormy,22.7,0,28,2,0.07,0
715,1716,19,Male,Basic,7,Strength Training,Evening,Tuesday,8.3,Stormy,60.2,0,13,14,1.08,0
716,1717,27,Male,Premium,11,Zumba,Evening,Thursday,5.8,Snowy,69.7,0,27,21,0.78,0
717,1718,47,Female,Basic,21,Yoga,Afternoon,Thursday,6.9,Sunny,9.0,1,29,20,0.69,0
718,1719,62,Male,Basic,11,Zumba,Afternoon,Saturday,9.3,Stormy,49.8,0,27,5,0.19,0
719,1720,22,Male,Premium,13,Zumba,Evening,Friday,6.4,Cloudy,26.3,0,19,1,0.05,0
720,1721,50,Female,Basic,14,HIIT,Morning,Sunday,8.3,Stormy,72.4,1,20,13,0.65,0
721,1722,18,Male,Family,14,Zumba,Evening,Thursday,7.0,Sunny,19.0,1,26,4,0.15,1
722,1723,35,Male,Premium,8,HIIT,Evening,Friday,5.7,Sunny,89.2,0,29,4,0.14,0
723,1724,49,Male,Basic,18,Strength Training,Evening,Saturday,2.8,Rainy,43.1,0,25,8,0.32,0
724,1725,64,Female,Premium,25,Yoga,Evening,Sunday,4.5,Cloudy,19.8,1,29,7,0.24,1
725,1726,28,Female,Premium,19,Zumba,Afternoon,Saturday,9.7,Sunny,43.8,0,22,27,1.23,0
726,1727,38,Female,Premium,28,Yoga,Afternoon,Tuesday,6.7,Snowy,40.9,1,11,0,0.0,1
727,1728,43,Female,Basic,21,Zumba,Morning,Sunday,5.9,Cloudy,42.9,0,11,3,0.27,0
728,1729,42,Female,Family,7,Yoga,Morning,Friday,9.4,Cloudy,58.6,1,23,6,0.26,1
729,1730,39,Female,Family,20,Zumba,Morning,Thursday,6.1,Snowy,52.1,1,13,11,0.85,0
730,1731,44,Female,Basic,18,Zumba,Morning,Thursday,5.5,Stormy,15.0,1,26,0,0.0,1
731,1732,30,Male,Premium,5,Zumba,Evening,Friday,7.7,Snowy,6.6,0,22,2,0.09,0
732,1733,50,Male,Basic,19,Zumba,Afternoon,Friday,7.3,Snowy,72.9,0,13,1,0.08,0
733,1734,51,Female,Basic,24,Zumba,Afternoon,Friday,2.3,Stormy,56.0,0,12,5,0.42,0
734,1735,58,Male,Basic,28,Zumba,Morning,Wednesday,5.0,Stormy,35.9,0,21,2,0.1,0
735,1736,52,Male,Premium,18,Zumba,Morning,Sunday,5.0,Stormy,80.8,1,17,26,1.53,0
736,1737,18,Female,Basic,3,Zumba,Evening,Thursday,4.1,Stormy,38.8,1,11,8,0.73,0
737,1738,38,Male,Premium,22,Zumba,Evening,Sunday,5.4,Stormy,79.6,1,15,7,0.47,1
738,1739,23,Male,Basic,6,Yoga,Morning,Saturday,4.4,Snowy,30.6,0,19,5,0.26,0
739,1740,45,Male,Family,27,HIIT,Afternoon,Thursday,2.4,Rainy,7.3,0,21,19,0.9,0
740,1741,34,Male,Basic,27,Zumba,Afternoon,Wednesday,4.4,Rainy,93.3,0,19,22,1.16,0
741,1742,22,Male,Basic,3,HIIT,Afternoon,Friday,1.2,Sunny,39.5,1,19,14,0.74,0
742,1743,48,Female,Family,21,Zumba,Morning,Tuesday,6.0,Rainy,79.3,0,12,10,0.83,0
743,1744,22,Female,Premium,11,Zumba,Afternoon,Friday,8.6,Rainy,27.9,0,29,2,0.07,0
744,1745,55,Female,Premium,12,Yoga,Evening,Friday,7.4,Snowy,64.6,1,19,1,0.05,1
