,age,gender,prior_convictions,sentence_length_months,education_level,employment_status,income_level,marital_status,geographic_area,crime_type,probation_violations,substance_abuse,mental_health_issues,parole_status,time_served,recidivism_score,community_support,family_stability,label
692,43,F,4,24,3,1,71,3,2,1,2,1,1,1,17,10,3,3,1
693,25,F,4,11,4,0,25,0,17,2,2,0,1,1,33,7,2,1,1
694,45,M,4,17,2,2,97,0,6,3,1,0,1,0,31,1,2,1,0
695,45,M,1,4,4,0,77,0,14,1,2,0,1,1,26,10,2,1,1
696,54,M,4,25,4,1,24,2,18,3,2,0,0,1,21,4,4,5,0
697,58,F,4,30,1,1,98,2,6,2,0,0,1,1,1,9,2,4,1
698,53,F,3,9,2,1,64,3,10,4,0,0,1,0,4,1,4,5,0
699,44,M,0,21,4,0,44,0,18,3,2,1,0,1,4,9,3,3,0
700,34,F,2,20,1,1,64,2,9,1,0,0,0,0,26,8,1,4,1
701,26,M,0,19,4,0,23,2,8,4,2,0,0,0,4,5,5,4,0
702,50,M,3,19,4,2,58,3,10,3,1,1,1,1,9,6,3,3,1
703,37,F,2,12,1,1,92,1,17,3,0,0,0,0,30,7,4,4,0
704,30,M,4,17,1,1,16,0,6,4,2,0,0,0,4,4,3,2,0
705,45,F,3,28,1,1,39,2,14,4,2,0,0,0,5,6,5,3,0
706,46,M,4,35,2,2,92,3,6,4,0,0,0,1,23,7,1,3,0
707,30,F,1,18,4,1,58,3,7,1,0,1,0,0,16,6,5,2,0
708,63,F,3,14,1,0,98,3,12,1,1,0,0,1,22,6,4,5,0
709,52,F,1,35,3,0,25,2,3,3,2,1,1,1,8,2,5,5,1
710,23,M,3,7,4,1,60,0,14,3,1,0,0,1,33,5,3,5,0
711,35,M,3,13,3,1,81,1,19,2,1,0,1,0,16,3,2,4,0
712,22,F,1,18,2,2,91,0,16,1,1,1,0,1,5,7,3,2,0
713,64,F,2,13,1,2,89,3,7,3,0,0,0,0,16,4,4,3,0
714,42,M,0,31,3,2,92,3,8,4,1,1,0,0,7,1,1,3,0
715,19,M,4,2,2,1,51,1,18,4,0,1,1,0,1,6,5,3,1
716,27,M,3,16,1,2,26,0,13,1,0,1,0,0,9,6,1,4,1
717,47,F,4,9,3,2,72,3,9,4,1,0,0,1,18,7,4,4,0
718,62,M,1,9,3,0,54,3,10,2,1,0,0,1,3,8,5,5,0
719,22,M,4,11,2,2,86,0,9,3,2,0,0,0,24,3,3,4,0
720,50,F,1,22,1,0,16,3,15,3,1,0,1,1,28,6,3,5,0
721,18,M,4,33,1,0,36,0,2,3,2,1,1,1,10,10,4,5,1
722,35,M,0,23,3,2,19,3,13,1,1,0,1,1,9,2,5,3,0
723,49,M,0,34,3,0,43,0,2,4,1,0,1,0,13,9,3,4,0
724,64,F,0,9,3,1,45,1,19,2,1,1,1,1,35,2,4,5,0
725,28,F,0,24,1,1,34,3,2,1,1,1,0,0,23,3,4,2,0
726,38,F,0,8,2,2,15,1,3,3,2,0,0,1,17,10,1,2,1
727,43,F,0,7,2,1,33,3,6,2,2,1,0,0,7,2,3,4,0
728,42,F,1,18,1,0,27,3,3,3,1,1,1,0,16,9,5,3,0
729,39,F,3,3,4,1,96,2,10,3,1,1,0,0,20,1,3,3,1
730,44,F,4,28,2,2,15,0,6,1,2,1,1,1,24,5,3,5,1
731,30,M,0,6,3,2,38,1,16,3,0,1,0,0,5,1,3,4,0
732,50,M,1,21,4,0,34,1,17,2,0,0,1,1,6,5,4,2,0
733,51,F,1,28,4,2,64,1,19,3,0,0,0,0,28,8,2,5,1
734,58,M,1,1,2,1,90,0,3,4,2,0,0,1,5,8,2,5,1
735,52,M,3,21,4,2,55,2,18,3,2,0,0,0,2,8,1,1,1
736,18,F,4,35,4,0,33,1,7,1,0,0,0,1,21,2,3,4,0
737,38,M,3,13,2,2,84,0,9,2,0,0,1,0,18,8,2,5,1
738,23,M,2,10,2,1,35,3,12,1,1,0,0,0,12,5,1,2,0
739,45,M,1,10,4,0,37,1,5,4,2,1,0,0,17,1,4,1,0
740,34,M,2,13,3,1,12,1,3,3,2,0,0,1,15,7,3,2,0
741,22,M,0,24,1,0,84,2,11,1,0,0,1,0,7,6,5,3,0
742,48,F,0,2,4,2,47,1,4,1,0,0,0,0,14,5,4,1,0
743,22,F,3,22,4,0,70,1,5,1,2,1,0,0,1,1,1,1,1
744,55,F,4,17,3,0,87,3,1,1,1,0,0,0,3,1,4,5,0
745,20,M,2,14,4,2,60,0,18,4,0,0,0,1,31,6,5,3,0
746,40,F,4,10,4,1,99,0,12,4,2,1,0,0,13,10,4,5,1
747,54,M,3,35,1,2,57,2,13,3,2,0,1,0,18,7,1,4,1
748,54,M,0,25,1,0,30,3,9,3,1,0,1,1,17,10,5,2,0
749,27,M,4,3,1,2,63,0,2,2,1,1,1,1,17,10,5,2,1
750,27,M,4,17,2,0,65,3,5,4,0,0,0,1,11,1,4,5,0
751,36,F,0,12,2,2,68,0,13,1,0,1,1,0,20,9,5,2,0
752,34,F,2,24,1,2,81,3,16,1,0,0,0,1,10,4,4,2,0
753,38,M,0,29,1,1,60,2,16,2,2,0,0,1,29,5,3,4,0
754,31,F,4,25,2,0,29,1,3,1,0,0,0,1,34,2,5,3,0
755,26,M,2,26,3,1,95,2,4,2,2,1,0,0,17,10,4,1,0
756,63,F,2,1,4,0,68,0,11,3,0,1,1,0,13,8,3,5,0
757,18,F,0,20,4,2,80,2,14,4,1,1,1,0,27,2,5,5,0
758,62,M,4,28,1,0,18,1,3,2,1,0,1,1,26,3,3,4,0
759,30,F,3,16,3,1,10,2,16,1,2,0,0,0,28,9,5,4,0
760,21,M,4,17,2,1,38,0,15,2,1,1,1,1,13,2,1,1,1
761,18,F,1,28,1,1,72,0,10,3,2,1,1,1,12,6,1,3,1
762,57,M,3,12,3,0,81,2,9,1,2,0,0,1,28,4,4,5,0
763,49,M,2,27,3,1,65,1,11,3,1,0,1,0,2,7,2,4,0
764,51,F,3,30,3,1,77,2,16,3,2,0,0,1,34,6,1,5,0
765,45,F,2,34,2,1,44,1,10,2,1,0,1,1,23,10,2,2,1
766,48,M,2,6,2,2,12,3,17,3,0,1,1,0,29,9,3,5,0
767,25,F,3,7,4,2,16,1,19,1,0,0,1,1,35,9,3,3,0
768,56,F,2,32,4,0,36,3,2,3,1,0,0,1,11,10,2,3,1
769,43,M,2,32,3,0,10,2,2,3,1,0,1,1,33,4,4,5,0
770,51,M,1,25,3,1,89,1,6,2,1,0,1,0,11,1,5,2,0
771,20,F,4,33,2,2,80,3,19,3,1,0,1,1,9,2,2,3,0
772,29,M,4,7,4,1,53,3,8,4,0,0,1,0,14,8,2,4,1
773,18,M,1,12,3,1,96,3,3,2,2,0,0,0,9,10,2,5,1
774,61,M,3,16,4,2,50,0,14,2,2,1,0,1,3,8,2,2,1
775,22,F,0,16,4,2,84,2,16,1,0,1,1,1,29,2,2,4,0
776,47,F,0,13,3,2,51,3,1,1,2,1,1,1,19,4,4,5,1
777,47,M,0,7,2,0,42,1,3,1,0,0,1,1,32,1,1,2,0
778,34,F,1,9,3,0,59,3,18,1,2,1,0,0,7,7,5,4,0
779,64,M,1,32,3,1,72,0,9,4,1,0,1,0,28,4,1,3,0
780,40,F,2,11,4,0,46,2,6,2,1,0,1,1,18,8,2,5,1
781,32,M,0,8,3,2,68,0,1,3,1,0,0,0,5,9,1,5,1
782,54,M,3,33,2,2,90,0,10,1,0,0,0,1,23,9,4,3,0
783,38,F,3,23,3,0,57,0,6,1,0,1,0,1,22,3,3,1,1
784,31,M,0,25,2,1,14,1,12,1,2,0,1,1,26,5,1,4,1
785,19,F,0,8,2,1,57,2,4,3,2,0,0,1,12,6,5,3,0
786,28,F,0,22,4,0,12,2,13,1,2,1,0,0,19,6,4,5,0
787,56,M,1,4,1,1,56,1,17,3,0,1,1,0,1,10,3,4,0
788,55,M,1,3,1,1,71,2,8,2,2,1,0,1,3,8,4,4,0
789,51,F,1,29,4,1,23,0,3,2,1,0,1,1,27,6,2,1,0
790,55,M,4,29,3,2,72,2,12,2,2,1,1,0,18,6,3,5,1
791,51,M,3,34,4,2,70,1,7,4,1,0,0,0,30,4,5,2,0
792,35,M,3,34,2,0,40,0,12,3,0,0,1,0,2,7,3,1,0
793,47,M,2,28,1,2,26,1,2,1,1,1,0,1,5,8,5,1,0
794,32,M,1,13,4,1,33,3,14,1,1,1,0,0,29,3,2,2,0
795,44,F,4,15,3,2,32,0,5,1,1,1,0,1,33,7,5,2,1
796,51,F,4,23,4,0,91,0,9,1,0,0,1,1,20,3,4,1,0
797,55,M,3,26,1,2,59,2,11,4,0,0,0,0,30,8,1,4,1
798,50,M,1,4,4,1,87,0,5,1,0,0,1,1,5,1,4,3,0
799,41,M,2,26,4,1,88,1,3,4,0,0,1,0,21,1,4,3,0
800,32,F,1,9,1,0,88,2,17,3,2,0,1,1,15,6,3,1,1
801,47,M,0,5,2,2,79,3,2,2,0,0,0,1,20,10,2,4,1
802,59,F,1,32,2,2,36,1,1,1,1,1,1,1,8,9,1,2,1
803,34,F,0,20,1,2,24,3,7,2,0,0,1,1,31,4,5,1,0
804,22,F,0,11,4,1,59,3,14,3,2,1,0,1,12,6,3,5,0
805,46,M,2,15,1,0,45,3,5,3,2,1,0,1,21,5,2,4,0
806,21,F,3,32,2,2,17,0,19,1,2,1,1,0,30,1,1,5,1
807,27,M,1,28,3,1,88,1,11,3,1,1,1,0,27,6,4,5,0
808,34,F,0,22,4,1,12,1,2,2,0,1,0,1,26,9,2,1,1
809,27,M,1,17,2,1,71,0,8,1,0,0,1,0,33,3,2,4,0
810,34,F,3,26,4,2,56,2,9,4,0,0,1,1,26,3,2,5,0
811,37,M,3,7,1,2,86,3,3,1,1,0,1,0,26,2,4,4,0
812,41,F,4,26,3,2,97,1,2,2,1,0,1,0,1,4,5,3,0
813,22,M,3,25,1,2,70,0,7,1,2,1,0,1,15,10,3,5,1
814,51,M,2,10,3,2,41,3,5,1,2,1,1,0,1,3,5,5,1
815,23,M,0,19,4,2,22,2,5,2,0,1,0,1,11,2,1,4,0
816,19,M,4,11,4,2,10,2,13,1,1,0,1,0,2,1,3,3,0
817,30,F,2,13,1,2,43,3,6,1,1,0,0,1,1,3,1,5,0
818,60,F,1,8,3,2,71,2,18,2,0,0,1,0,31,10,4,1,0
819,60,M,0,4,3,1,88,1,2,3,0,0,0,1,16,6,5,4,0
820,28,F,3,31,4,2,87,1,6,2,2,1,1,0,22,9,2,4,1
821,64,M,0,28,1,0,91,1,9,1,2,1,0,1,18,5,3,5,0
822,40,M,1,11,3,1,80,2,3,4,2,0,1,0,17,3,2,3,1
823,33,F,4,1,4,2,40,1,1,4,0,0,1,1,30,5,1,5,0
824,48,M,4,24,2,0,73,0,1,2,0,1,0,0,10,5,2,2,1
825,28,M,4,31,1,2,34,1,19,4,2,1,0,1,35,5,2,5,1
826,33,F,3,26,2,0,47,1,5,1,2,1,0,0,21,7,4,2,1
827,25,M,2,5,1,0,23,2,13,1,1,1,0,1,16,5,4,1,0
828,21,M,2,20,4,0,17,1,19,2,1,0,0,1,6,7,5,4,0
829,57,M,0,11,3,0,63,3,12,1,2,1,1,1,3,9,1,4,1
830,21,M,3,33,3,1,11,0,16,3,2,1,0,1,21,5,4,3,1
831,42,F,4,27,3,1,90,2,19,1,1,1,0,0,13,2,4,5,1
832,20,F,4,34,1,0,87,0,3,2,2,1,1,0,18,5,5,1,1
833,49,F,1,15,4,2,98,3,12,3,1,0,0,0,24,8,3,2,0
834,20,M,1,32,2,0,65,2,5,3,1,0,0,1,27,4,5,3,0
835,44,M,4,21,4,1,93,2,2,4,1,0,0,1,4,2,2,1,0
836,46,F,4,5,2,2,94,1,7,1,0,0,1,1,22,10,2,1,1
837,49,M,3,6,1,1,70,0,13,2,0,0,0,1,24,3,4,2,0
838,36,M,2,22,1,1,31,3,15,4,2,0,1,1,10,9,4,2,1
839,38,M,1,18,2,2,44,3,3,4,1,1,1,0,2,9,5,4,0
840,22,M,2,14,2,0,25,2,5,1,0,1,0,0,6,8,5,5,0
841,35,F,3,10,2,0,59,1,8,1,2,1,1,0,18,8,1,3,1
842,45,F,4,13,4,0,52,2,1,2,2,1,0,1,17,8,2,5,1
843,59,F,2,31,2,0,26,2,8,4,2,0,0,1,23,8,5,3,0
844,39,M,4,30,1,2,89,2,18,2,2,1,0,1,30,8,3,1,1
845,38,F,4,3,1,2,67,2,16,4,2,0,0,1,21,1,1,2,0
846,23,F,0,30,3,2,11,3,18,4,1,1,0,1,10,6,5,2,0
847,18,M,2,6,2,1,13,3,12,4,2,1,1,1,13,9,4,1,1
848,22,M,2,29,4,2,94,2,13,1,1,1,1,1,12,8,5,1,0
849,58,F,4,8,4,0,48,2,13,4,0,0,1,0,9,3,4,3,0
850,29,F,3,33,4,1,15,1,10,4,2,1,1,0,4,1,4,1,1
851,43,F,0,17,3,0,90,2,7,4,0,0,0,1,24,2,2,3,0
852,63,F,4,11,1,0,98,3,14,3,1,0,0,1,34,2,2,5,0
853,51,M,1,13,4,2,78,0,16,1,1,1,1,1,5,7,5,2,0
854,31,F,1,11,1,2,78,3,15,3,0,0,0,0,15,6,5,2,0
855,43,F,0,31,3,0,29,1,12,1,2,0,1,0,4,2,3,2,1
856,62,M,3,28,2,0,73,3,9,2,2,1,1,1,8,8,1,5,1
857,44,F,4,6,2,1,25,0,8,3,0,1,1,0,24,9,1,5,1
858,26,M,2,16,2,2,60,2,18,2,0,1,1,0,28,7,5,4,0
859,43,M,0,4,4,1,46,0,18,4,0,1,0,0,27,4,2,3,0
860,64,M,3,35,2,1,82,2,13,2,2,1,0,1,1,1,3,3,1
861,39,F,2,26,4,1,78,2,18,2,2,1,1,0,34,4,1,4,1
862,64,F,1,12,3,0,51,3,15,2,2,0,1,0,17,4,5,2,1
863,47,M,1,11,3,1,66,3,4,2,0,1,1,1,26,8,2,3,1
864,60,F,2,25,4,1,75,3,17,1,2,1,1,1,24,4,2,3,1
865,34,F,0,18,1,0,18,1,5,3,1,0,1,0,21,4,2,2,0
866,43,M,1,19,2,2,95,3,16,1,0,1,0,1,30,2,4,1,0
867,53,M,4,23,2,2,73,1,9,1,2,0,1,0,13,10,2,1,1
868,18,F,2,18,2,1,95,3,10,1,0,1,1,0,3,7,5,4,0
869,25,M,2,26,4,0,31,2,18,2,1,1,0,1,32,4,3,5,0
870,52,F,1,6,3,2,43,1,17,1,1,0,0,1,35,6,5,3,0
871,32,F,0,4,2,1,64,0,18,3,0,1,0,0,19,3,2,3,0
872,64,F,4,29,3,1,38,1,7,1,0,0,0,1,14,7,3,4,0
873,39,F,0,34,2,0,47,1,4,4,1,1,0,1,22,6,1,4,0
874,31,M,3,17,2,1,27,0,5,2,0,1,0,0,17,3,1,3,1
875,43,M,3,16,4,2,80,1,16,4,1,0,0,0,4,4,5,2,0
876,45,M,1,2,1,0,74,2,3,3,1,1,0,0,19,10,3,2,0
877,40,M,1,34,4,2,10,3,18,3,2,1,0,0,2,5,5,5,0
878,31,F,1,8,2,2,97,0,14,3,0,0,1,0,15,9,3,3,0
879,41,F,3,13,2,2,13,3,15,3,0,1,0,0,2,6,3,3,1
880,19,M,0,8,1,1,13,2,17,1,2,0,1,1,11,4,5,3,1
881,62,F,0,30,3,1,91,0,1,2,1,1,1,1,23,7,3,3,0
882,43,F,1,32,3,2,36,3,17,3,0,0,1,0,10,2,2,4,0
883,31,F,4,30,2,2,52,3,11,4,2,1,1,1,3,4,3,1,1
884,24,M,0,1,3,0,68,2,17,3,2,0,1,1,5,5,3,3,1
885,20,M,3,17,2,0,41,3,14,2,0,0,1,0,3,4,5,1,0
886,64,M,2,20,1,1,42,2,19,4,2,1,1,1,13,4,1,2,1
887,40,F,2,24,1,1,37,1,7,4,1,1,1,1,19,9,4,5,0
888,63,M,2,22,2,0,64,2,13,4,2,0,0,0,35,2,3,2,0
889,60,M,4,29,1,2,69,1,18,1,1,1,1,1,24,6,4,3,1
890,64,M,1,22,4,1,79,0,14,3,1,0,1,1,24,8,3,2,0
891,62,M,3,9,4,2,71,3,1,1,0,1,1,0,17,8,5,4,1
892,35,M,4,10,1,0,89,2,7,4,2,1,1,1,10,7,5,1,1
893,55,M,3,28,2,1,43,2,8,1,1,0,0,1,2,10,3,3,0
894,52,F,3,28,2,1,96,3,18,1,1,0,1,1,23,4,5,4,0
895,32,F,1,21,1,0,97,3,9,1,2,1,0,0,6,7,5,1,0
896,42,M,2,24,3,1,65,0,1,3,1,1,0,0,2,10,3,4,0
897,54,M,1,2,4,0,22,0,17,4,2,1,1,1,21,6,1,2,1
898,45,F,4,8,3,1,65,2,19,4,0,1,1,1,35,6,3,3,1
899,27,F,4,27,2,0,27,0,6,3,1,1,0,0,29,2,1,2,1
900,56,M,4,22,2,1,63,1,3,1,1,0,1,0,7,8,5,5,0
901,34,M,1,27,3,2,86,0,5,1,2,1,1,1,29,8,1,3,1
902,56,M,3,29,1,2,52,0,2,2,2,1,0,0,23,7,5,2,1
903,39,M,3,3,3,2,48,2,4,2,2,0,0,1,33,9,1,3,1
904,43,F,0,13,3,1,70,1,10,2,2,0,1,1,8,8,1,1,1
905,61,M,4,10,4,1,51,0,10,3,1,0,1,0,12,9,3,3,0
906,42,M,3,9,4,2,90,1,11,4,0,1,1,0,10,9,1,3,1
907,34,M,0,27,3,2,88,1,16,2,0,0,0,1,15,6,5,1,0
908,30,M,3,34,3,0,27,1,17,4,0,0,1,1,24,2,3,2,0
909,37,F,4,1,2,0,32,3,16,4,0,0,0,0,26,7,1,3,0
910,42,F,2,32,4,0,63,3,7,4,2,0,0,1,3,3,3,4,0
911,21,F,4,25,4,2,39,3,16,3,1,1,1,0,2,7,4,3,1
912,27,M,1,29,2,2,67,3,3,3,1,1,0,0,6,9,3,2,0
913,20,M,3,7,1,2,77,2,16,3,1,1,1,0,21,10,4,1,1
914,58,F,3,3,4,0,76,0,8,3,2,0,1,0,9,10,4,2,1
915,62,M,1,20,4,1,80,3,12,2,1,0,0,0,10,2,3,5,0
916,35,M,1,20,1,2,27,2,3,1,2,0,1,1,3,6,5,3,1
917,64,F,2,30,4,1,16,0,17,1,1,0,0,0,24,6,5,3,0
918,53,F,3,35,4,1,49,3,18,1,0,0,0,0,22,9,5,1,0
919,64,F,3,35,1,1,79,0,11,2,2,0,1,0,14,9,2,3,1
920,39,F,2,27,1,0,95,3,4,1,1,1,1,0,27,5,4,4,0
921,51,M,0,26,3,1,74,2,16,2,0,1,1,0,33,5,3,4,0
922,64,M,2,14,2,2,77,1,17,2,0,0,1,0,22,9,5,2,0
923,25,F,4,17,2,0,58,1,9,2,0,1,0,0,29,8,5,1,1
924,57,M,3,18,1,2,61,0,6,1,2,0,0,1,19,7,3,5,0
925,61,F,1,29,1,2,38,2,2,4,2,0,0,1,19,8,4,2,0
926,36,F,4,20,4,0,30,1,9,1,1,1,1,1,6,6,3,1,1
927,59,M,3,27,3,2,99,3,6,1,0,0,0,1,19,3,2,1,0
928,58,F,2,18,3,2,87,1,3,3,1,1,0,0,13,7,2,2,0
929,54,M,4,4,1,0,18,0,6,2,1,0,1,1,26,8,3,2,0
930,23,M,3,1,4,2,56,0,7,4,0,0,1,0,22,8,4,3,0
931,43,M,0,1,4,1,85,2,1,3,1,1,1,1,21,1,5,5,0
932,51,M,0,26,2,2,51,0,1,4,2,0,0,1,2,7,2,4,0
933,62,F,1,20,2,1,60,1,5,4,1,0,1,0,30,3,2,3,0
934,23,M,3,23,4,2,65,1,6,2,0,0,0,0,27,2,4,1,0
935,54,F,0,10,2,0,60,1,13,1,2,1,0,1,7,2,2,5,0
936,50,F,2,11,1,0,79,1,2,2,2,0,0,1,20,8,2,5,1
937,39,F,3,5,4,2,29,2,15,2,1,0,0,1,31,9,4,2,0
938,38,F,2,1,2,0,97,3,15,3,1,0,0,1,23,3,3,5,0
939,23,M,2,17,3,2,36,3,13,2,2,1,1,0,13,3,5,5,1
940,23,M,0,22,4,0,47,2,14,1,1,1,0,1,17,6,5,1,0
941,21,F,3,34,4,1,81,0,7,4,0,1,1,1,4,10,2,3,1
942,47,F,4,29,3,2,74,3,14,2,1,1,0,1,14,1,5,5,1
943,28,M,0,4,1,1,63,0,10,4,1,1,0,1,20,6,3,2,0
944,47,F,0,5,3,1,33,3,17,2,2,0,1,1,13,3,2,3,1
945,48,M,3,11,4,2,56,0,14,4,1,1,0,0,3,4,5,2,1
946,41,F,3,21,1,1,80,2,8,2,1,1,0,0,26,9,1,5,1
947,26,M,2,35,2,2,92,1,4,3,1,0,1,0,26,3,1,3,0
948,20,F,3,12,2,1,95,0,16,4,0,1,1,0,18,1,1,5,1
949,48,F,2,26,2,2,72,1,13,2,1,0,0,0,32,3,1,1,0
950,57,M,0,19,4,2,66,0,18,2,0,1,0,1,14,7,1,3,0
951,54,F,1,7,3,0,64,0,14,3,0,0,0,0,3,7,2,2,0
952,53,F,4,7,1,2,69,0,18,3,0,0,1,0,1,5,4,1,0
953,41,M,0,26,2,2,71,0,5,3,0,1,0,1,26,1,4,4,0
954,48,F,3,5,1,1,39,0,9,4,2,1,1,0,24,8,2,2,1
955,23,M,4,21,4,2,31,1,3,4,0,0,1,0,35,10,2,5,1
956,19,M,1,14,2,0,84,0,8,3,1,0,0,0,14,8,3,2,0
957,37,F,1,4,4,1,93,1,10,1,0,0,1,0,3,10,4,4,0
958,45,F,2,23,3,1,38,2,19,1,1,0,0,1,13,10,1,2,1
959,28,F,4,20,4,0,50,3,3,2,0,0,0,1,14,10,2,1,1
960,21,F,2,15,4,1,51,0,11,1,2,0,1,0,21,2,1,2,1
961,32,F,0,29,3,1,74,3,11,2,0,0,1,1,26,10,4,3,0
962,23,F,4,8,1,1,40,1,17,4,0,1,1,0,3,3,5,4,1
963,47,F,0,19,3,1,39,2,16,4,2,0,1,1,4,4,5,2,1
964,55,M,2,28,3,0,27,2,7,1,0,1,1,1,1,1,2,4,0
965,19,F,4,27,4,0,26,2,4,4,1,1,1,1,33,4,3,1,1
966,32,M,2,4,1,1,47,3,19,3,0,0,0,1,7,5,1,3,0
967,28,F,4,15,2,1,23,1,12,3,0,0,0,1,11,3,2,5,0
968,25,F,2,35,3,0,96,0,15,1,0,1,0,1,27,10,3,2,0
969,43,M,1,1,1,0,98,0,11,1,2,0,1,1,14,2,1,1,1
970,62,F,2,3,3,0,88,1,5,2,0,0,1,1,22,6,4,4,0
971,61,F,1,24,3,1,65,3,5,4,0,1,1,1,16,8,5,4,0
972,22,M,2,27,3,1,31,0,15,2,1,1,0,1,12,7,3,1,0
973,23,F,4,34,3,2,76,1,18,2,0,1,0,1,10,1,1,2,1
974,43,F,4,29,4,0,65,0,11,3,0,0,1,0,24,4,2,5,0
975,21,F,4,24,1,1,28,2,12,3,0,0,1,1,18,3,1,2,0
976,36,M,3,24,1,0,66,0,2,3,0,1,1,0,22,6,2,3,1
977,37,F,0,4,1,1,53,3,15,3,1,0,1,1,9,9,5,2,0
978,50,F,4,3,3,0,44,1,4,2,1,1,0,0,17,9,5,3,1
979,37,F,1,34,4,1,10,3,18,3,2,0,0,0,13,7,1,4,0
980,29,F,4,23,3,2,61,1,6,4,0,1,0,0,6,9,1,3,1
981,64,M,3,23,3,2,94,2,19,3,2,0,1,1,21,8,2,5,1
982,18,M,1,5,1,0,79,1,11,3,2,1,0,1,7,5,2,1,0
983,43,F,3,31,3,1,46,0,2,3,0,0,1,1,25,9,3,3,0
984,31,F,1,6,2,1,74,0,8,1,1,0,1,1,11,7,3,2,0
985,55,M,2,10,3,0,60,2,11,4,1,1,1,0,14,5,3,3,0
986,54,M,0,7,2,1,10,1,5,4,0,0,0,1,29,8,1,4,1
987,28,F,0,21,3,0,30,2,18,2,0,0,0,1,10,7,3,3,0
988,53,M,3,20,4,1,62,0,18,2,1,1,1,1,5,9,1,5,1
989,30,F,0,3,4,0,25,3,14,3,0,0,0,1,8,10,5,3,0
990,60,M,3,22,1,1,70,2,10,1,0,0,1,1,5,1,4,5,0
991,20,M,3,4,3,0,63,3,3,2,0,0,1,1,24,9,5,2,0
992,50,M,3,28,2,1,49,3,9,2,1,1,1,1,26,7,1,4,1
993,23,M,0,12,2,2,35,1,3,3,2,1,0,1,6,1,1,1,0
994,27,F,3,5,3,1,89,2,11,3,2,1,0,0,16,1,4,2,1
995,22,M,0,13,2,0,74,3,12,2,0,1,1,0,12,5,2,2,0
996,40,M,3,23,4,2,83,3,12,2,1,1,0,1,11,8,2,1,1
997,27,F,4,30,2,1,73,1,3,4,0,0,0,1,3,9,2,3,1
998,61,M,3,25,1,2,52,1,7,1,1,0,0,1,6,6,3,3,0
999,19,M,1,27,4,1,26,0,14,4,0,1,0,1,19,10,2,3,1
