,age,gender,parent_education_level,household_income,parent_occupation,student_grade_level,study_hours_week,extracurricular_activities,school_type,family_size,internet_access_at_home,parent_involvement,student_gpa,label
637,24,Female,Bachelor's,67708,Service,7th,41,Yes,Public,2,No,4,4.0,1
638,24,Male,High School,24543,Healthcare,11th,34,Yes,Private,8,No,3,0.1,0
639,23,Female,Master's,119221,Teacher,8th,45,No,Charter,3,No,5,1.0,1
640,25,Male,Bachelor's,104052,Unemployed,6th,25,Yes,Public,7,No,2,2.1,0
641,13,Male,Bachelor's,33115,Teacher,6th,50,Yes,Private,5,No,3,2.1,0
642,24,Other,Master's,12357,Engineer,7th,4,No,Public,3,No,1,2.4,0
643,14,Male,Bachelor's,102074,Teacher,6th,28,Yes,Private,1,Yes,2,3.0,1
644,13,Female,None,98176,Service,12th,36,Yes,Public,8,Yes,5,2.5,1
645,14,Other,Master's,40988,Teacher,9th,19,Yes,Public,3,Yes,5,2.4,1
646,18,Female,Bachelor's,142629,Healthcare,12th,48,No,Private,2,No,1,0.2,0
647,12,Male,High School,22658,Teacher,11th,20,Yes,Private,1,Yes,1,1.5,0
648,21,Female,High School,64850,Engineer,11th,9,No,Charter,4,No,2,0.9,0
649,19,Female,None,141542,Teacher,11th,4,No,Charter,8,No,4,1.1,0
650,24,Male,Master's,62959,Service,10th,35,No,Private,3,No,1,2.2,0
651,21,Other,Bachelor's,95778,Unemployed,8th,5,Yes,Charter,1,No,4,0.8,1
652,21,Female,Bachelor's,59639,Teacher,9th,25,Yes,Private,4,Yes,3,1.2,1
653,21,Male,High School,41132,Teacher,8th,3,Yes,Charter,9,Yes,5,0.9,0
654,25,Other,None,147596,Healthcare,9th,38,No,Public,1,Yes,4,3.8,1
655,13,Other,High School,61400,Service,8th,38,No,Charter,2,No,5,3.8,1
656,14,Other,High School,134114,Unemployed,7th,49,Yes,Public,9,Yes,4,2.4,1
657,20,Female,None,34493,Engineer,12th,34,No,Public,2,Yes,3,3.7,1
658,18,Female,Master's,31965,Teacher,6th,0,Yes,Charter,3,Yes,1,3.1,0
659,15,Female,Bachelor's,4670,Unemployed,6th,23,Yes,Private,7,No,3,2.4,0
660,21,Other,Master's,97750,Engineer,12th,35,Yes,Public,3,Yes,1,0.0,1
661,16,Female,PhD,55278,Service,7th,5,Yes,Public,9,No,1,3.1,0
662,13,Male,PhD,129653,Service,9th,40,Yes,Charter,6,Yes,5,2.8,1
663,24,Female,PhD,70981,Unemployed,12th,45,Yes,Private,3,No,3,2.5,0
664,22,Female,None,145229,Engineer,10th,43,Yes,Private,9,Yes,4,3.0,1
665,24,Other,High School,27828,Service,9th,30,No,Charter,1,Yes,3,2.1,0
666,19,Female,Master's,130293,Unemployed,6th,19,Yes,Private,10,Yes,5,2.8,1
667,15,Male,Bachelor's,116489,Service,10th,23,No,Charter,3,No,1,3.7,1
668,20,Other,PhD,115638,Service,8th,24,No,Charter,1,Yes,5,1.5,1
669,16,Male,Master's,126717,Service,10th,35,Yes,Charter,2,Yes,2,2.8,1
670,24,Other,PhD,114153,Healthcare,9th,20,No,Public,8,No,2,1.9,0
671,20,Other,PhD,93933,Engineer,7th,29,No,Public,7,No,4,2.7,1
672,15,Female,Bachelor's,19686,Unemployed,8th,23,No,Public,2,No,5,3.1,1
673,21,Male,None,4878,Unemployed,9th,43,Yes,Charter,2,No,4,0.2,0
674,16,Other,High School,138127,Engineer,8th,41,Yes,Public,9,Yes,4,2.6,1
675,20,Female,None,92497,Engineer,10th,29,Yes,Public,6,Yes,2,0.9,1
676,19,Other,Master's,119480,Engineer,6th,21,Yes,Public,5,No,4,2.7,1
677,14,Other,None,72228,Engineer,9th,27,Yes,Charter,10,Yes,2,1.9,1
678,12,Other,Master's,17596,Teacher,7th,6,No,Charter,6,No,1,3.1,0
679,14,Other,Master's,18777,Unemployed,12th,34,No,Charter,9,Yes,5,0.5,1
680,15,Other,High School,102834,Teacher,10th,27,Yes,Public,7,No,4,2.5,0
681,13,Other,Bachelor's,64545,Service,9th,13,No,Private,10,Yes,2,1.1,1
682,12,Female,High School,30078,Service,7th,9,No,Public,10,No,3,3.4,0
683,18,Other,None,73739,Unemployed,9th,15,No,Public,9,No,4,3.7,0
684,19,Male,Master's,9631,Service,10th,15,No,Charter,4,Yes,1,4.0,0
685,18,Female,PhD,87295,Engineer,9th,30,Yes,Charter,2,Yes,1,3.2,1
686,25,Male,PhD,40349,Teacher,8th,41,Yes,Public,8,Yes,3,3.0,1
687,16,Other,Master's,119633,Engineer,10th,24,Yes,Public,4,No,2,0.9,0
688,23,Male,High School,46554,Service,9th,12,No,Private,9,Yes,4,1.3,0
689,12,Other,Bachelor's,68283,Teacher,12th,5,No,Private,4,No,2,1.9,0
690,18,Other,High School,1743,Engineer,6th,43,Yes,Charter,8,Yes,1,3.1,1
691,24,Female,Master's,10867,Unemployed,9th,8,Yes,Private,9,Yes,2,3.7,0
692,18,Female,Master's,58874,Engineer,8th,44,No,Private,9,No,1,0.8,0
693,20,Other,Bachelor's,71990,Service,7th,35,Yes,Charter,10,No,2,3.7,1
694,14,Female,None,90003,Teacher,12th,42,Yes,Private,4,Yes,3,2.8,1
695,20,Male,None,43749,Unemployed,7th,19,No,Public,1,No,5,2.4,0
696,25,Female,Bachelor's,104247,Teacher,12th,17,No,Private,3,No,3,0.8,0
697,12,Female,None,129018,Unemployed,7th,42,Yes,Charter,9,Yes,3,0.2,1
698,12,Male,PhD,116977,Teacher,6th,20,No,Public,4,No,5,2.3,1
699,25,Female,None,5942,Service,8th,3,Yes,Private,5,Yes,5,2.6,0
700,15,Other,None,72076,Unemployed,10th,49,No,Public,7,Yes,4,0.8,1
701,20,Male,None,15739,Healthcare,7th,32,No,Public,5,No,4,2.2,0
702,17,Other,PhD,36306,Teacher,12th,26,Yes,Private,4,Yes,3,3.4,1
703,24,Male,None,147999,Teacher,8th,6,No,Private,2,No,3,3.3,0
704,22,Other,PhD,21374,Engineer,9th,5,Yes,Charter,2,Yes,1,3.7,0
705,14,Other,Bachelor's,74833,Unemployed,6th,14,No,Charter,4,No,1,1.5,0
706,12,Female,High School,92723,Healthcare,8th,17,Yes,Public,10,No,4,1.3,0
707,15,Other,Bachelor's,105369,Service,8th,31,No,Charter,10,No,4,3.0,1
708,23,Female,High School,83947,Engineer,10th,10,No,Public,9,No,1,1.7,0
709,24,Male,Bachelor's,1465,Healthcare,8th,19,Yes,Public,8,No,1,0.4,0
710,20,Other,High School,48969,Unemployed,10th,23,No,Charter,3,Yes,2,1.1,0
711,14,Other,High School,77656,Healthcare,6th,14,Yes,Charter,9,Yes,2,1.7,1
712,23,Male,Master's,13179,Teacher,6th,47,No,Charter,5,No,1,1.2,0
713,20,Male,High School,52594,Teacher,9th,6,No,Private,3,Yes,2,1.3,1
714,18,Other,High School,4980,Engineer,10th,20,Yes,Public,5,No,5,1.2,0
715,23,Male,Master's,11786,Unemployed,10th,41,No,Public,10,No,4,0.2,1
716,25,Female,None,59538,Unemployed,7th,25,No,Public,4,Yes,4,2.5,1
717,15,Male,None,19907,Healthcare,7th,43,Yes,Charter,8,Yes,1,2.4,0
718,14,Male,Master's,85131,Engineer,9th,13,No,Charter,5,No,3,2.6,0
719,21,Other,PhD,103419,Unemployed,6th,36,Yes,Charter,10,No,1,0.8,0
720,16,Female,High School,120088,Teacher,11th,20,Yes,Charter,8,No,2,1.2,0
721,16,Male,High School,30022,Healthcare,7th,17,Yes,Charter,9,No,3,2.5,0
722,14,Female,Master's,25122,Service,8th,4,No,Private,4,No,2,2.4,0
723,23,Female,Master's,15685,Teacher,6th,2,No,Charter,7,No,5,2.0,1
724,20,Female,PhD,95464,Engineer,11th,22,Yes,Public,2,Yes,2,1.4,1
725,15,Other,None,105971,Unemployed,8th,25,No,Charter,6,No,5,3.7,1
726,22,Male,Bachelor's,4737,Teacher,12th,36,Yes,Public,8,No,5,1.4,1
727,16,Other,None,140431,Service,10th,23,No,Charter,7,Yes,2,1.8,1
728,15,Male,High School,7795,Service,6th,48,Yes,Charter,7,No,2,2.7,0
729,16,Male,Master's,81194,Engineer,12th,18,Yes,Public,8,No,5,2.2,1
730,18,Other,PhD,106359,Teacher,9th,50,No,Public,7,Yes,3,1.4,1
731,20,Female,None,130645,Healthcare,10th,24,Yes,Public,5,No,5,1.7,0
732,18,Female,PhD,107113,Teacher,10th,20,Yes,Public,7,Yes,4,3.2,1
733,24,Male,None,120259,Service,8th,11,No,Private,10,No,5,1.1,0
734,16,Other,High School,50917,Engineer,12th,40,Yes,Public,3,Yes,3,0.6,1
735,21,Female,Bachelor's,122223,Engineer,10th,32,Yes,Charter,5,Yes,4,1.3,1
736,21,Female,PhD,12017,Healthcare,7th,49,No,Charter,7,Yes,1,3.4,1
737,18,Male,PhD,134222,Engineer,6th,3,Yes,Private,9,No,1,0.4,0
738,25,Male,Bachelor's,82138,Engineer,7th,41,Yes,Public,2,No,3,4.0,1
739,21,Other,PhD,122594,Engineer,8th,6,Yes,Charter,4,Yes,5,2.2,1
740,16,Male,PhD,67847,Engineer,11th,21,Yes,Private,7,Yes,2,3.9,1
741,14,Female,None,96536,Engineer,8th,32,Yes,Charter,1,No,3,3.8,1
742,18,Female,None,78960,Service,6th,16,Yes,Private,2,No,4,1.8,0
743,24,Female,Bachelor's,109738,Teacher,10th,23,Yes,Private,9,No,4,0.8,1
744,22,Female,High School,12244,Unemployed,12th,33,Yes,Public,10,No,1,0.7,0
745,22,Other,PhD,9052,Engineer,12th,27,No,Private,7,No,4,1.0,1
746,13,Other,High School,37065,Unemployed,9th,42,Yes,Charter,10,Yes,3,2.8,0
747,23,Male,Bachelor's,23931,Unemployed,8th,40,Yes,Charter,7,No,4,1.1,1
748,20,Male,Bachelor's,130767,Service,6th,38,No,Public,6,Yes,3,1.4,1
749,21,Male,None,32882,Engineer,9th,21,Yes,Public,3,No,2,1.8,0
750,21,Other,PhD,146379,Unemployed,10th,48,Yes,Private,10,Yes,1,3.7,1
751,23,Female,Master's,50534,Engineer,11th,16,Yes,Public,3,Yes,4,0.8,1
752,12,Male,Bachelor's,27317,Healthcare,8th,33,Yes,Charter,2,No,3,0.0,0
753,24,Female,PhD,118454,Healthcare,11th,5,Yes,Charter,6,Yes,5,0.2,1
754,17,Male,High School,98806,Healthcare,6th,45,Yes,Public,4,Yes,1,3.6,1
755,18,Male,None,74729,Unemployed,11th,5,No,Public,5,Yes,2,2.6,1
756,25,Male,High School,83304,Healthcare,11th,33,No,Public,3,Yes,3,1.1,1
757,24,Male,Bachelor's,107880,Service,6th,0,No,Private,6,No,2,0.7,0
758,19,Male,Bachelor's,34268,Service,6th,9,No,Private,3,Yes,2,1.2,0
759,21,Female,High School,149450,Unemployed,8th,20,No,Charter,8,No,4,0.5,0
760,20,Male,Bachelor's,146218,Engineer,11th,4,Yes,Private,9,Yes,4,3.8,1
761,13,Female,PhD,97548,Teacher,9th,1,Yes,Private,4,No,3,3.1,0
762,22,Other,Bachelor's,29931,Engineer,6th,21,Yes,Private,9,No,5,1.8,1
763,21,Male,None,102034,Engineer,10th,47,Yes,Private,7,No,3,3.5,1
764,13,Female,PhD,10829,Engineer,11th,1,Yes,Charter,3,Yes,5,1.0,1
765,16,Other,Master's,4597,Engineer,6th,9,No,Public,7,No,2,2.9,0
766,24,Other,Bachelor's,38652,Teacher,9th,33,No,Charter,1,No,1,3.4,1
767,16,Other,Bachelor's,69393,Healthcare,12th,15,Yes,Private,3,Yes,3,1.4,1
768,17,Female,None,130240,Engineer,8th,47,Yes,Public,6,No,3,3.0,1
769,14,Male,None,109075,Service,11th,50,Yes,Public,4,Yes,5,1.2,1
770,19,Male,High School,111405,Unemployed,12th,38,No,Public,7,Yes,2,1.2,1
771,24,Female,High School,63824,Unemployed,6th,21,No,Charter,3,No,2,0.4,0
772,12,Male,High School,51890,Service,6th,11,Yes,Public,1,Yes,5,1.8,1
773,17,Female,None,55655,Engineer,10th,23,No,Charter,9,Yes,2,2.9,1
774,15,Male,High School,148147,Teacher,10th,46,Yes,Charter,6,Yes,4,3.8,1
775,12,Other,High School,6016,Healthcare,11th,39,No,Private,8,No,1,2.4,0
776,18,Male,Master's,130054,Unemployed,12th,37,No,Private,3,Yes,3,3.5,1
777,20,Female,High School,86801,Healthcare,12th,9,Yes,Public,8,Yes,1,3.3,1
778,24,Female,Bachelor's,65792,Teacher,6th,34,No,Public,2,Yes,3,0.7,1
779,15,Other,None,108788,Unemployed,11th,50,No,Private,4,No,4,1.9,0
780,15,Female,PhD,73000,Healthcare,6th,48,Yes,Charter,3,Yes,2,0.5,1
781,17,Male,Master's,131013,Teacher,10th,31,No,Charter,10,No,5,2.7,1
782,23,Male,None,135105,Healthcare,9th,6,Yes,Private,1,Yes,4,3.8,1
783,14,Other,None,63258,Engineer,7th,20,No,Charter,7,No,1,0.5,0
784,24,Female,Bachelor's,41524,Teacher,7th,19,Yes,Private,10,No,5,2.9,1
785,23,Other,High School,88852,Healthcare,6th,25,Yes,Private,2,No,2,2.5,0
786,17,Male,Bachelor's,136854,Engineer,12th,3,No,Public,4,Yes,4,2.3,1
787,18,Other,High School,31599,Engineer,10th,45,No,Public,9,Yes,5,1.6,0
788,22,Female,High School,93444,Teacher,8th,21,Yes,Private,6,Yes,4,1.4,1
789,21,Other,None,94734,Service,8th,14,No,Public,8,No,4,0.2,0
790,21,Female,High School,109966,Unemployed,7th,39,No,Private,2,Yes,2,0.9,1
791,14,Female,Master's,19735,Teacher,9th,20,No,Charter,7,Yes,3,0.1,0
792,18,Male,Master's,107373,Engineer,7th,14,Yes,Charter,6,No,5,2.3,1
793,25,Male,Master's,136354,Engineer,6th,21,Yes,Charter,9,Yes,2,0.4,1
794,14,Male,None,26952,Teacher,9th,27,Yes,Charter,7,Yes,4,3.5,1
795,24,Female,Bachelor's,35631,Service,8th,13,No,Private,1,No,2,2.1,0
796,24,Other,PhD,145709,Unemployed,12th,26,No,Charter,8,No,3,2.8,0
797,13,Female,High School,27146,Healthcare,10th,40,Yes,Charter,10,Yes,5,1.6,0
798,23,Male,PhD,128157,Teacher,10th,39,Yes,Charter,3,No,3,2.2,0
799,25,Male,Bachelor's,73841,Unemployed,6th,27,No,Charter,2,Yes,1,3.8,1
800,21,Other,Bachelor's,37084,Unemployed,7th,25,No,Private,3,Yes,5,0.3,1
801,15,Male,None,130612,Engineer,6th,48,No,Charter,6,Yes,3,1.0,1
802,23,Male,Master's,66795,Healthcare,10th,1,No,Public,3,Yes,4,3.1,1
803,19,Male,Master's,77222,Teacher,8th,24,Yes,Public,10,Yes,5,0.4,1
804,24,Other,Bachelor's,53885,Engineer,10th,2,No,Public,5,No,5,0.3,1
805,20,Female,None,88942,Engineer,9th,7,No,Public,6,No,2,1.4,0
806,18,Male,None,24528,Service,12th,43,Yes,Public,8,Yes,4,0.4,0
807,12,Other,High School,58662,Unemployed,12th,32,Yes,Public,7,No,1,2.3,0
808,14,Male,Master's,145411,Teacher,11th,41,No,Private,8,No,3,0.9,0
809,24,Other,Bachelor's,38720,Teacher,10th,34,Yes,Public,3,Yes,2,3.6,1
810,23,Male,PhD,98510,Teacher,10th,5,No,Charter,4,No,3,3.1,0
811,25,Other,Master's,48778,Engineer,12th,38,No,Public,6,No,1,2.8,0
812,20,Male,High School,116020,Service,11th,22,Yes,Private,7,Yes,1,2.5,1
813,23,Female,None,19631,Healthcare,9th,24,Yes,Public,9,Yes,5,3.5,1
814,12,Male,Bachelor's,145473,Engineer,7th,49,No,Charter,1,Yes,1,0.9,1
815,20,Other,Master's,68068,Healthcare,10th,42,Yes,Charter,8,Yes,3,3.5,1
816,19,Male,PhD,35407,Service,12th,18,No,Private,8,Yes,4,3.2,1
817,12,Female,High School,11024,Unemployed,6th,4,No,Private,6,Yes,4,3.0,0
818,17,Male,High School,25463,Teacher,10th,50,No,Private,4,Yes,5,2.2,0
819,16,Other,Master's,77966,Healthcare,6th,10,Yes,Private,3,No,3,1.0,0
820,17,Other,PhD,50550,Engineer,9th,11,No,Public,3,Yes,3,1.7,1
821,21,Female,High School,124332,Healthcare,10th,9,No,Public,6,No,1,3.2,0
822,23,Other,Bachelor's,64633,Unemployed,12th,7,No,Charter,8,No,3,0.1,0
823,24,Male,High School,37307,Teacher,9th,23,Yes,Private,7,Yes,2,3.1,1
824,24,Male,PhD,92571,Healthcare,9th,27,No,Private,1,No,1,1.0,0
825,24,Male,None,106016,Unemployed,7th,40,No,Public,6,No,2,0.6,0
826,16,Other,None,25056,Engineer,10th,35,No,Private,7,No,5,0.5,0
827,17,Male,Master's,25142,Service,6th,36,Yes,Charter,7,Yes,4,0.1,1
828,16,Male,PhD,5500,Engineer,6th,20,No,Charter,9,No,5,2.1,1
829,22,Male,High School,110460,Teacher,10th,7,No,Private,10,No,4,0.9,0
830,23,Female,High School,99570,Engineer,11th,8,Yes,Charter,5,Yes,5,4.0,1
831,16,Other,None,71194,Engineer,7th,46,Yes,Charter,1,No,3,2.3,0
832,15,Other,None,126625,Engineer,7th,14,No,Public,2,No,2,0.6,0
833,14,Other,Bachelor's,120850,Engineer,7th,47,No,Charter,4,No,4,2.8,1
834,14,Female,None,87803,Teacher,6th,45,No,Private,5,No,1,3.6,1
835,15,Other,Bachelor's,130240,Unemployed,9th,39,Yes,Private,9,No,2,3.0,1
836,20,Female,High School,30876,Healthcare,12th,17,Yes,Charter,1,Yes,1,0.3,0
837,13,Female,Bachelor's,16787,Service,11th,41,No,Private,3,No,2,3.6,1
838,20,Other,Bachelor's,40462,Healthcare,7th,19,Yes,Public,5,Yes,2,3.2,0
839,12,Male,Master's,8563,Healthcare,6th,5,No,Charter,3,No,5,0.6,1
840,25,Male,None,79675,Service,6th,11,No,Charter,4,Yes,4,0.2,1
841,12,Other,Bachelor's,140490,Teacher,9th,1,Yes,Charter,3,Yes,4,2.2,1
842,16,Other,High School,5901,Service,10th,6,No,Private,4,Yes,2,0.6,0
843,17,Female,PhD,18316,Teacher,10th,15,Yes,Private,1,No,3,3.3,0
844,17,Other,Bachelor's,67829,Healthcare,12th,2,Yes,Charter,8,No,3,1.4,0
845,14,Female,None,140081,Teacher,12th,44,No,Private,4,No,1,3.7,1
846,18,Other,Master's,47423,Unemployed,7th,2,Yes,Private,7,No,1,2.3,0
847,20,Male,High School,76085,Service,12th,26,No,Charter,2,No,5,0.7,0
848,22,Male,Master's,6235,Unemployed,7th,49,Yes,Charter,2,Yes,2,0.6,0
849,23,Other,PhD,22251,Healthcare,11th,42,No,Private,6,Yes,1,2.3,0
850,21,Female,Bachelor's,147994,Service,12th,39,No,Charter,2,Yes,1,3.0,1
851,19,Male,Bachelor's,144767,Healthcare,9th,37,No,Charter,6,No,2,3.1,1
852,17,Female,None,740,Unemployed,7th,32,Yes,Charter,2,No,5,1.1,0
853,23,Other,Bachelor's,142771,Healthcare,9th,27,No,Charter,4,Yes,1,0.8,1
854,19,Other,High School,95867,Service,6th,0,Yes,Private,7,No,5,0.1,0
855,23,Male,PhD,130187,Service,7th,7,Yes,Charter,8,No,4,2.7,1
856,16,Other,Master's,68210,Healthcare,6th,36,Yes,Public,3,Yes,5,0.3,1
857,19,Male,PhD,77339,Service,8th,31,Yes,Charter,9,Yes,3,1.7,1
858,21,Female,Bachelor's,73326,Service,9th,47,Yes,Public,2,No,3,2.4,0
859,23,Male,Master's,100029,Healthcare,8th,42,No,Charter,8,No,5,3.7,1
860,15,Male,None,20947,Unemployed,7th,36,Yes,Public,8,Yes,3,1.2,0
861,21,Female,PhD,4496,Service,6th,3,No,Public,4,No,4,1.0,1
862,19,Male,Master's,46189,Service,7th,29,No,Charter,1,Yes,2,2.6,0
863,21,Male,Master's,105702,Service,8th,5,Yes,Charter,1,Yes,3,2.5,1
864,23,Other,Master's,30278,Service,7th,45,No,Charter,2,Yes,3,1.3,0
865,13,Female,High School,101014,Healthcare,11th,18,No,Public,9,No,5,3.7,0
866,23,Male,PhD,145486,Unemployed,10th,31,Yes,Private,2,Yes,4,3.4,1
867,23,Female,Master's,14085,Unemployed,8th,8,No,Private,2,Yes,2,0.9,0
868,16,Female,PhD,100890,Teacher,7th,11,Yes,Charter,6,No,5,1.0,1
869,20,Male,Master's,66562,Service,6th,10,Yes,Private,7,Yes,5,2.0,1
870,15,Other,None,130221,Service,7th,45,Yes,Private,7,No,4,3.1,1
871,22,Female,None,26572,Teacher,6th,15,No,Charter,9,No,2,0.2,0
872,17,Male,None,103893,Unemployed,10th,0,No,Public,6,No,4,2.8,0
873,12,Female,Bachelor's,125717,Engineer,7th,44,No,Charter,8,Yes,2,2.6,1
874,20,Other,Master's,141692,Engineer,12th,20,No,Private,6,Yes,4,0.9,1
875,12,Other,Bachelor's,102487,Unemployed,12th,29,Yes,Public,2,No,5,2.7,1
876,16,Other,PhD,74576,Service,10th,12,Yes,Private,1,No,5,3.8,1
877,15,Male,Bachelor's,92677,Engineer,8th,33,No,Public,5,No,1,0.2,0
878,24,Male,PhD,130335,Healthcare,6th,3,Yes,Private,9,Yes,3,1.3,1
879,23,Other,PhD,85591,Healthcare,12th,27,No,Charter,8,No,4,1.8,1
880,24,Male,PhD,4558,Teacher,11th,37,Yes,Private,4,No,1,3.6,1
881,24,Other,Bachelor's,139642,Unemployed,8th,30,Yes,Private,5,No,3,3.8,1
882,25,Male,Master's,103429,Unemployed,6th,26,Yes,Public,5,Yes,4,1.8,1
883,14,Other,Bachelor's,101477,Engineer,10th,4,Yes,Private,6,No,2,3.0,0
884,24,Female,Master's,32351,Service,12th,24,Yes,Charter,3,Yes,3,2.1,0
885,17,Other,Master's,98832,Unemployed,9th,2,No,Charter,5,Yes,5,2.2,1
886,13,Other,PhD,59079,Engineer,7th,32,No,Charter,2,No,1,1.1,0
887,14,Male,Bachelor's,97684,Engineer,10th,3,Yes,Public,10,No,3,0.9,0
888,16,Male,Master's,15988,Unemployed,6th,24,No,Public,1,No,3,1.2,0
889,20,Male,None,98676,Engineer,6th,19,Yes,Private,1,Yes,5,2.2,1
890,13,Male,Master's,149912,Teacher,6th,33,Yes,Private,10,Yes,4,0.1,1
891,21,Male,None,7231,Teacher,6th,25,Yes,Private,7,Yes,2,3.6,1
892,19,Male,Bachelor's,146576,Unemployed,7th,4,Yes,Public,2,No,5,0.6,1
893,25,Female,Bachelor's,61036,Service,8th,34,No,Public,4,Yes,2,0.9,1
894,13,Other,Bachelor's,130613,Teacher,11th,27,Yes,Private,5,No,4,2.1,1
895,22,Other,Master's,117357,Teacher,9th,28,No,Public,7,No,3,2.8,0
896,24,Other,High School,85052,Unemployed,7th,8,Yes,Public,2,No,2,0.4,0
897,16,Female,Master's,110767,Healthcare,6th,37,Yes,Charter,6,Yes,1,1.3,1
898,18,Other,Master's,131777,Engineer,7th,49,No,Charter,1,Yes,1,3.9,1
899,19,Female,PhD,60621,Teacher,10th,5,Yes,Private,7,Yes,5,1.0,1
900,12,Female,PhD,49054,Healthcare,11th,18,Yes,Private,9,No,4,1.3,1
901,17,Female,Master's,100139,Service,6th,43,No,Charter,5,Yes,5,3.3,1
902,12,Other,None,121176,Healthcare,9th,10,No,Public,5,Yes,5,0.2,1
903,13,Female,PhD,114342,Unemployed,6th,1,No,Private,4,No,5,1.9,1
904,12,Other,Master's,119672,Service,11th,46,Yes,Private,3,No,1,1.5,0
905,22,Other,High School,65337,Service,9th,43,Yes,Private,9,Yes,1,1.3,1
906,16,Male,None,122675,Healthcare,11th,43,No,Public,5,No,5,1.1,0
907,21,Male,Bachelor's,18031,Unemployed,9th,8,No,Charter,8,Yes,1,0.4,0
908,20,Female,Master's,81673,Teacher,8th,20,Yes,Private,9,No,4,1.3,1
909,17,Female,Master's,863,Healthcare,12th,23,Yes,Charter,5,No,5,0.2,1
910,22,Other,None,48687,Teacher,8th,33,No,Charter,10,Yes,1,3.1,1
911,22,Female,PhD,54969,Healthcare,7th,21,No,Public,9,No,2,1.6,0
912,12,Female,PhD,59425,Teacher,7th,2,No,Public,2,No,5,1.8,1
913,24,Other,PhD,104320,Healthcare,9th,11,No,Public,9,No,5,3.6,1
914,12,Female,Bachelor's,58283,Service,6th,27,Yes,Public,4,Yes,4,2.6,1
915,13,Female,None,67304,Engineer,12th,29,Yes,Public,6,No,3,0.0,0
916,20,Other,None,35631,Service,10th,25,Yes,Public,6,No,3,3.8,1
917,14,Other,PhD,55987,Teacher,10th,47,Yes,Private,6,Yes,4,0.9,1
918,12,Male,PhD,34090,Unemployed,6th,20,No,Charter,2,Yes,4,0.4,1
919,16,Other,High School,10979,Service,6th,27,Yes,Public,7,No,4,3.1,1
920,18,Male,High School,90517,Engineer,8th,25,No,Private,6,No,3,2.0,0
921,17,Female,Master's,100231,Teacher,10th,32,Yes,Charter,1,No,4,1.7,1
922,23,Other,Master's,92923,Service,9th,20,Yes,Public,2,Yes,1,1.0,1
923,12,Other,None,69524,Healthcare,11th,34,Yes,Public,7,No,5,2.2,0
924,16,Other,None,56967,Unemployed,7th,33,No,Private,1,Yes,5,1.1,1
925,16,Female,Bachelor's,129500,Teacher,11th,40,Yes,Charter,1,Yes,2,3.6,1
926,17,Male,Bachelor's,77862,Service,8th,50,No,Public,1,No,2,0.9,0
927,14,Female,High School,71877,Teacher,10th,46,No,Charter,8,No,5,3.5,1
928,16,Female,Master's,3846,Healthcare,12th,17,Yes,Private,4,Yes,1,2.2,0
929,18,Other,High School,51187,Engineer,6th,10,No,Public,4,No,3,3.3,0
930,16,Male,High School,57029,Service,12th,22,Yes,Charter,2,No,3,2.9,0
931,16,Female,Master's,59823,Teacher,12th,47,No,Private,1,Yes,1,2.8,1
932,16,Other,Bachelor's,87025,Teacher,10th,21,Yes,Private,10,No,3,1.3,0
933,21,Female,Master's,80040,Teacher,9th,16,No,Public,9,Yes,4,0.9,1
934,21,Female,PhD,91185,Engineer,8th,4,No,Charter,7,No,5,0.8,1
935,14,Other,PhD,114732,Teacher,6th,43,Yes,Public,4,Yes,5,3.4,1
936,12,Other,PhD,121947,Unemployed,11th,10,Yes,Public,6,Yes,1,3.3,1
937,16,Male,None,107718,Unemployed,9th,29,Yes,Charter,2,No,3,1.8,0
938,25,Female,Bachelor's,143328,Teacher,11th,14,Yes,Charter,7,Yes,2,0.5,1
939,20,Other,Bachelor's,2734,Unemployed,7th,26,No,Charter,2,Yes,2,1.5,0
940,25,Other,None,29366,Service,8th,34,No,Private,10,No,3,2.5,0
941,12,Male,High School,1134,Unemployed,9th,32,No,Private,8,No,2,1.8,0
942,14,Male,PhD,97121,Teacher,9th,19,No,Charter,8,No,1,3.1,0
943,24,Other,PhD,134704,Healthcare,11th,15,Yes,Private,1,Yes,1,4.0,1
944,24,Male,High School,36522,Service,6th,33,No,Public,8,Yes,3,0.8,0
945,15,Other,Master's,139055,Engineer,7th,1,Yes,Charter,2,Yes,2,1.8,1
946,25,Female,Master's,9040,Teacher,11th,34,No,Public,6,No,1,1.7,0
947,12,Male,Bachelor's,140165,Engineer,9th,39,Yes,Charter,1,Yes,1,1.2,1
948,12,Female,None,52743,Healthcare,8th,27,Yes,Public,5,Yes,4,0.8,1
949,19,Female,Bachelor's,15213,Engineer,9th,46,Yes,Charter,7,No,4,0.3,1
950,13,Female,Master's,72880,Teacher,10th,38,Yes,Public,10,Yes,1,3.5,1
951,23,Other,High School,38516,Teacher,8th,5,Yes,Charter,1,No,3,1.7,0
952,19,Female,Bachelor's,42730,Healthcare,8th,8,No,Charter,2,No,5,2.0,1
953,18,Female,PhD,46093,Teacher,9th,19,Yes,Private,7,No,5,3.7,1
954,21,Female,PhD,120453,Healthcare,6th,0,No,Public,6,Yes,1,3.1,1
955,21,Other,High School,80874,Healthcare,8th,7,No,Private,3,Yes,1,0.5,1
956,13,Female,Master's,46696,Teacher,10th,22,Yes,Public,10,Yes,1,2.3,0
