,Firm_ID,Annual_Revenue (Million),Expenses (Million),Number_of_Employees,Industry_Code,Years_In_Business,Credit_Score,Audit_Status,Transaction_Volume (Million),Regulatory_Compliance (0/1),Previous_Fraud_Incident (0/1),label
921,922,213,125.85,708,3,28,591,1,362.74,1,0,1
922,923,276,221.64,115,1,21,582,1,129.83,1,0,1
923,924,196,183.55,617,5,26,843,1,327.53,1,0,1
924,925,69,37.42,373,3,14,676,1,80.66,0,1,1
925,926,234,187.83,323,4,13,455,0,362.27,0,1,1
926,927,195,136.44,600,5,27,807,1,283.89,1,0,0
927,928,96,85.5,679,5,4,712,1,47.45,0,0,0
928,929,282,163.48,640,2,7,827,1,332.97,1,1,1
929,930,98,79.54,733,4,22,654,1,171.37,1,0,0
930,931,63,55.26,272,1,10,486,0,58.02,0,0,1
931,932,192,177.61,860,3,7,330,0,371.81,1,0,1
932,933,208,167.95,590,2,21,559,1,199.52,1,0,1
933,934,50,36.19,61,3,15,720,0,18.56,1,1,1
934,935,166,129.15,420,1,15,828,0,139.43,0,0,1
935,936,103,91.77,306,1,4,850,0,196.55,0,0,1
936,937,167,126.38,561,5,23,603,0,118.15,1,0,1
937,938,52,26.71,183,1,23,338,1,90.97,0,0,1
938,939,193,177.35,412,3,6,788,0,342.45,1,1,1
939,940,264,213.92,97,4,24,841,1,202.05,0,0,1
940,941,234,188.24,243,4,20,577,1,60.42,1,0,1
941,942,252,150.46,684,5,26,502,1,372.12,0,0,1
942,943,61,48.59,405,3,5,365,0,42.2,1,1,1
943,944,123,83.3,773,3,20,407,1,195.27,0,0,1
944,945,273,216.5,242,1,12,567,0,256.91,1,0,1
945,946,65,35.62,108,3,1,521,1,66.43,0,0,1
946,947,249,198.21,755,2,28,829,1,392.93,1,0,0
947,948,151,143.41,657,1,8,389,1,124.8,0,0,1
948,949,253,131.99,633,2,1,554,1,238.31,1,0,1
949,950,201,188.89,811,5,5,754,1,163.77,1,0,1
950,951,205,140.04,410,4,22,552,1,163.58,0,0,1
951,952,166,148.05,709,5,6,556,1,182.48,1,0,1
952,953,57,48.57,87,4,29,682,1,93.29,0,0,0
953,954,171,129.13,825,5,21,741,1,134.64,1,0,0
954,955,141,117.35,55,3,3,389,1,154.55,1,0,1
955,956,213,190.71,476,2,15,689,1,292.74,0,0,0
956,957,139,94.78,95,4,5,343,1,85.06,0,0,1
957,958,185,119.73,789,1,28,318,1,116.05,0,0,1
958,959,235,188.1,283,2,24,400,1,440.27,1,0,1
959,960,109,94.12,73,1,14,656,0,160.74,0,1,1
960,961,227,191.37,126,2,18,841,1,271.64,1,0,0
961,962,77,66.14,583,2,16,332,0,102.46,1,1,1
962,963,269,187.23,256,5,6,528,1,41.87,1,0,1
963,964,150,130.2,803,4,25,823,0,191.16,0,0,1
964,965,90,49.87,708,4,24,454,0,96.13,1,0,1
965,966,277,206.37,465,2,14,722,1,314.93,1,0,0
966,967,241,121.12,820,3,27,545,1,188.68,1,0,1
967,968,204,131.8,630,3,24,704,0,51.98,0,0,1
968,969,295,196.15,408,1,8,840,1,137.87,0,1,1
969,970,240,162.79,207,1,29,460,0,457.54,0,0,1
970,971,194,157.71,456,5,7,416,0,170.05,1,1,1
971,972,250,168.71,738,2,8,570,1,246.67,0,1,1
972,973,210,147.4,336,1,13,786,1,42.03,1,0,0
973,974,294,178.43,808,1,6,471,0,50.38,0,0,1
974,975,261,174.34,533,2,18,573,1,381.75,1,0,1
975,976,254,152.98,297,5,2,558,0,285.08,1,1,1
976,977,269,143.36,615,1,8,434,1,286.9,1,0,1
977,978,289,222.98,37,5,11,721,1,162.4,0,0,1
978,979,206,164.94,537,4,1,720,1,312.1,0,0,1
979,980,190,147.97,505,5,22,485,1,79.73,0,1,1
980,981,95,67.31,326,3,29,663,1,43.78,0,0,0
981,982,84,56.36,193,3,6,677,1,81.93,1,0,0
982,983,183,162.6,514,5,16,822,0,117.84,1,0,0
983,984,131,96.1,626,3,27,495,1,74.69,1,1,1
984,985,164,117.36,101,4,20,397,1,217.46,0,0,1
985,986,246,125.84,596,2,12,321,0,328.86,1,0,1
986,987,96,62.74,588,3,11,749,0,159.99,1,0,0
987,988,202,135.56,267,3,29,471,1,180.52,1,1,1
988,989,243,165.11,133,5,27,682,1,58.04,0,0,0
989,990,59,44.9,239,4,29,433,0,36.58,1,1,1
990,991,105,77.71,583,2,10,725,0,206.01,1,0,0
991,992,79,61.11,857,5,3,324,1,97.4,1,0,1
992,993,291,245.66,497,5,13,802,1,421.51,1,0,0
993,994,300,259.75,483,4,27,484,1,34.19,0,1,1
994,995,158,130.06,297,2,3,384,1,171.37,0,0,1
995,996,54,50.22,415,4,15,443,0,9.25,1,1,1
996,997,168,85.38,804,2,16,711,1,198.5,1,0,0
997,998,297,174.67,877,4,29,523,1,549.29,0,0,1
998,999,82,41.28,416,5,13,519,1,159.08,1,0,1
999,1000,167,132.16,288,5,17,478,0,188.22,1,0,1
