,Age,Education,Occupation,Marital Status,Family size,Income source,Neighborhood income percentiles,label
607,41,High School,Blue-collar,Divorced,2,Business,[53.38351586 24.70145936  4.82261888],0
608,51,High School,Entrepreneur,Divorced,4,Business,[ 4.19680344 63.1598519  87.50947082],1
609,37,PhD,Professional,Married,1,Salary,[14.59502511 53.45028012 38.31563143],1
610,46,Bachelor's,White-collar,Single,4,Business,[39.70242487 50.02588961 37.57584802],0
611,36,PhD,White-collar,Single,3,Inheritance,[ 4.17727873 70.54062759 57.68048677],1
612,23,Master's,Professional,Single,2,Salary,[24.77386081 65.96890553  2.82854006],1
613,52,PhD,Blue-collar,Single,3,Business,[ 6.20534051 73.5458524  17.86464144],0
614,18,Bachelor's,Professional,Single,3,Business,[ 4.15229136 26.0704905  15.44530968],1
615,38,High School,White-collar,Married,2,Inheritance,[ 3.545739   78.94695522 46.39180309],0
616,50,High School,Entrepreneur,Married,3,Business,[12.01995256 88.09211815 96.29618679],1
617,64,PhD,White-collar,Married,3,Business,[75.95997525 74.74648999 56.26373247],1
618,25,Bachelor's,Entrepreneur,Single,2,Salary,[ 3.25283939  5.59688464 33.6116949 ],1
619,28,Master's,White-collar,Married,1,Business,[30.4811645   6.92758456 18.43088153],0
620,25,PhD,Professional,Married,2,Salary,[34.37457502 92.39810738 50.68766449],1
621,35,Bachelor's,White-collar,Married,1,Inheritance,[63.92214166  8.54106088 81.46416514],1
622,47,Bachelor's,Blue-collar,Single,1,Business,[57.31017071 91.94331899  4.71571678],1
623,55,PhD,Professional,Single,4,Inheritance,[58.02412815 44.16684971 50.25827985],1
624,44,High School,White-collar,Divorced,3,Inheritance,[25.36190125 18.3761208  84.97289318],0
625,25,Bachelor's,Blue-collar,Single,1,Inheritance,[11.83784032 28.01947701 23.04140847],0
626,61,High School,Blue-collar,Single,2,Business,[22.05303253 92.61503638 72.26213986],1
627,18,High School,White-collar,Divorced,4,Salary,[54.49489027 69.37618269 98.65516721],1
628,56,High School,White-collar,Divorced,4,Inheritance,[66.16560473 52.1058951  73.6483876 ],1
629,42,High School,White-collar,Married,3,Business,[89.31073725 58.47226715  1.03687203],1
630,41,High School,Professional,Single,3,Business,[46.51376918  8.90569166 48.60638715],0
631,24,High School,Entrepreneur,Single,1,Business,[31.50021744  1.16581782 69.86367465],0
632,43,Bachelor's,Professional,Divorced,4,Business,[76.56951279 87.41850136 45.28680119],1
633,36,Bachelor's,Professional,Married,1,Inheritance,[38.16339689 18.33553746 73.29592929],1
634,47,Bachelor's,Entrepreneur,Single,3,Business,[ 8.57101962 57.8846806  19.09605693],1
635,56,Master's,White-collar,Divorced,4,Salary,[15.55996944 47.5292506  23.50728562],0
636,58,High School,Blue-collar,Divorced,3,Salary,[83.74632141  5.06261716 20.652335  ],0
637,39,Bachelor's,White-collar,Divorced,1,Inheritance,[10.77827738 12.64106271 84.27602916],0
638,27,Master's,Professional,Married,2,Salary,[17.40932741 91.36272818 57.71747065],1
639,20,High School,Entrepreneur,Single,1,Business,[67.90648871 77.42435111 37.60500438],1
640,62,Master's,Blue-collar,Married,1,Business,[75.15957714 65.04885773 72.07977183],1
641,38,Bachelor's,Professional,Divorced,3,Salary,[ 0.22288084 21.52237654 31.06645799],1
642,55,Bachelor's,Entrepreneur,Divorced,4,Salary,[11.19577952 37.31649374  4.86317861],1
643,21,Bachelor's,Blue-collar,Single,3,Business,[53.98846919  9.17213573 61.32173726],1
644,23,Bachelor's,White-collar,Divorced,1,Inheritance,[27.81809483 19.71516386 23.37146709],0
645,52,Master's,Entrepreneur,Divorced,2,Business,[ 2.91392791  2.2261953  26.3213288 ],1
646,35,High School,White-collar,Divorced,3,Salary,[40.96299811 48.28195057 56.90534232],0
647,44,PhD,Blue-collar,Single,3,Business,[79.5021917  63.31502463 64.44726025],1
648,20,PhD,Professional,Single,4,Business,[30.16364567 93.62543113 80.92649871],1
649,35,High School,Professional,Divorced,3,Salary,[29.73661106 30.01325638 19.35139651],0
650,62,Bachelor's,Blue-collar,Divorced,1,Inheritance,[46.52599439 93.76626627 29.50523983],0
651,41,Master's,Blue-collar,Married,3,Salary,[36.55149074  5.8778675   4.86629761],1
652,56,Master's,White-collar,Divorced,4,Salary,[ 3.11337837 87.67885449 60.25151958],1
653,39,Master's,White-collar,Married,3,Inheritance,[74.84193473 80.76404175 99.17957518],1
654,19,High School,Blue-collar,Divorced,3,Salary,[67.06124922 37.20334135 20.6776811 ],0
655,29,Master's,Blue-collar,Single,3,Inheritance,[62.94170799 11.09340923 23.90584859],0
656,31,PhD,Entrepreneur,Married,3,Inheritance,[48.14116481 24.07782849 92.1147817 ],1
657,44,PhD,Professional,Divorced,2,Inheritance,[ 3.46662167 88.65746981  8.3131419 ],1
658,27,Master's,Professional,Divorced,4,Inheritance,[74.96746122 82.51607951 14.82846696],1
659,53,High School,Entrepreneur,Single,4,Salary,[10.99077499 37.28193274 40.87632576],0
660,53,PhD,White-collar,Divorced,2,Inheritance,[81.70150308 93.92862883 36.2633141 ],1
661,51,High School,Entrepreneur,Single,1,Inheritance,[42.57618835  7.03302282 89.45331924],0
662,43,High School,Blue-collar,Divorced,1,Business,[70.89351723 97.23375524 42.77774158],1
663,39,PhD,Entrepreneur,Single,1,Inheritance,[95.15004522 14.86181566 19.23433531],1
664,20,Master's,Blue-collar,Single,3,Business,[35.37636038 17.10355206 72.01208752],0
665,29,PhD,White-collar,Divorced,1,Salary,[85.33826112 13.53760161 70.29210144],1
666,26,Master's,White-collar,Single,2,Inheritance,[95.51871279  4.23043142 63.75599427],1
667,26,Bachelor's,Entrepreneur,Divorced,4,Business,[ 9.8619626  20.53777801 37.48860942],1
668,18,PhD,Professional,Single,2,Business,[81.84092666 15.988242   13.53704054],1
669,49,Bachelor's,Blue-collar,Married,4,Inheritance,[43.22856692 99.54939324 91.62306055],1
670,28,Master's,Entrepreneur,Divorced,3,Inheritance,[78.04622077  6.70401037 99.4532942 ],1
671,61,PhD,Blue-collar,Divorced,1,Salary,[69.08383431 68.39493627 51.08493651],1
672,50,High School,Professional,Divorced,2,Inheritance,[27.27780768  1.54290794 29.23839787],0
673,50,Bachelor's,White-collar,Single,3,Business,[55.26504073 19.63909606 23.24772498],0
674,49,PhD,White-collar,Married,1,Inheritance,[78.89039123 72.90668661 52.48743103],1
675,51,Master's,Professional,Single,3,Salary,[45.90888614  2.24905861 59.04185768],1
676,33,PhD,Entrepreneur,Single,4,Inheritance,[79.33352636  1.62001749 74.24061705],1
677,29,Bachelor's,Professional,Married,3,Business,[68.08506667 67.84399476 91.74772691],1
678,60,Master's,Blue-collar,Divorced,3,Business,[ 0.80174695 23.12602794 98.1013429 ],0
679,63,Master's,Entrepreneur,Married,3,Salary,[57.39386817 80.13142247 61.46962376],1
680,32,PhD,Professional,Single,4,Salary,[17.53133867 58.87095835 25.16735416],1
681,58,Master's,Blue-collar,Single,4,Inheritance,[64.32859238  9.21859162 83.11280283],1
682,32,High School,White-collar,Divorced,4,Inheritance,[53.00345553  8.85034667 40.98663177],0
683,36,Master's,Blue-collar,Divorced,3,Salary,[18.56719702 43.2186251  54.26478236],0
684,52,PhD,Entrepreneur,Divorced,2,Inheritance,[39.24174864 11.98384693 48.62595593],1
685,52,High School,Entrepreneur,Divorced,2,Inheritance,[33.38688564 91.32142319 32.01791693],0
686,42,Bachelor's,Blue-collar,Divorced,2,Inheritance,[84.13524982 87.85190467 43.63646079],1
687,40,PhD,White-collar,Single,2,Inheritance,[19.1065065  57.24390022 80.11706722],1
688,48,PhD,Professional,Single,1,Salary,[95.31651875 61.64069811 97.94017222],1
689,49,PhD,Entrepreneur,Single,4,Inheritance,[47.44496136 35.64640013 49.57655462],1
690,19,High School,Blue-collar,Single,1,Inheritance,[83.21876584  4.64550411 63.37283297],1
691,20,Master's,Professional,Married,2,Salary,[19.52729652  9.17755197 21.24169736],1
692,37,High School,Blue-collar,Married,4,Inheritance,[39.43008886 29.5840587  42.87545901],1
693,42,High School,Blue-collar,Divorced,1,Business,[94.17305484 41.74005202 25.08288224],0
694,64,High School,Professional,Married,4,Salary,[16.54088625 41.2075362   1.04511172],1
695,34,PhD,Blue-collar,Single,3,Inheritance,[ 3.15813673 83.97221037 98.24573206],1
696,33,Bachelor's,Entrepreneur,Married,4,Business,[17.73862678 91.27456037 78.20471508],1
697,53,Master's,Blue-collar,Divorced,1,Inheritance,[88.16553008 10.77035195 24.77858111],0
698,54,Master's,Professional,Married,4,Inheritance,[80.63294525 11.13453032 66.38843025],1
699,50,Bachelor's,Blue-collar,Married,2,Business,[14.67805413 85.39688689  1.06466085],0
700,39,PhD,Professional,Single,1,Inheritance,[41.08572119 33.65741018 39.74653831],1
701,59,Bachelor's,Professional,Divorced,3,Salary,[43.56752206 46.66813219 33.02594971],1
702,58,Master's,Professional,Single,1,Inheritance,[72.21674979  5.99989216  6.75114479],1
703,26,PhD,White-collar,Single,1,Salary,[ 5.30620315 45.50059426 39.87785867],0
704,24,PhD,Professional,Married,2,Salary,[47.96819748 21.231277   26.48873662],1
705,48,Bachelor's,Blue-collar,Divorced,1,Business,[41.1387693  46.8803871  75.31573556],0
706,23,Bachelor's,Professional,Married,2,Inheritance,[77.32415519 16.57467295 97.23371966],1
707,42,Master's,Blue-collar,Married,3,Inheritance,[87.72929304 15.60372268 11.0364913 ],1
708,38,High School,Professional,Single,4,Business,[ 8.75866877 54.4787105  53.16038605],1
709,50,Master's,White-collar,Single,2,Business,[52.2676933  95.9441818   7.82079287],1
710,46,Bachelor's,Blue-collar,Married,4,Business,[10.8201866   6.19208731 82.93839889],1
711,51,Master's,White-collar,Married,2,Salary,[28.17738752 30.55015406 30.07069204],0
712,39,PhD,Entrepreneur,Single,1,Salary,[16.56932005 59.40631689  2.97861107],1
713,38,PhD,Blue-collar,Single,4,Inheritance,[78.68236839 99.99559444 81.43792393],1
714,20,Bachelor's,White-collar,Single,1,Inheritance,[11.68255293 77.51779341  9.24762086],0
715,56,Master's,White-collar,Single,4,Business,[50.26186719 75.22490187 69.66336918],1
716,51,PhD,Blue-collar,Married,1,Business,[82.48001139 16.15229099 33.80055044],0
717,27,Master's,Professional,Divorced,2,Salary,[51.77801754 85.36667629 35.30172524],1
718,35,Bachelor's,Professional,Divorced,1,Salary,[21.27861291 49.7581642  60.73919865],1
719,52,Master's,Entrepreneur,Single,3,Salary,[24.42670928 95.98102217 74.02241782],1
720,51,Bachelor's,Professional,Divorced,3,Salary,[80.74645309 56.7607053  52.2142378 ],1
721,63,Bachelor's,Professional,Married,4,Salary,[60.78216118  0.61570095 38.99645925],1
722,59,High School,White-collar,Married,4,Business,[46.20159403 70.73528647 18.79616708],1
723,18,PhD,Entrepreneur,Divorced,3,Salary,[99.05114373  7.74023529 67.20014156],1
724,27,PhD,Entrepreneur,Single,4,Business,[48.59351778 95.7538945  31.89297148],1
725,62,High School,Blue-collar,Single,3,Inheritance,[34.09223334  1.96740356 41.93907356],0
726,19,PhD,Blue-collar,Divorced,3,Salary,[88.09775268 57.25963784 11.45772598],1
727,51,PhD,Entrepreneur,Married,1,Business,[49.47946772 33.21826428 26.71469932],1
728,44,High School,Professional,Single,1,Salary,[33.83880195 72.82825401 29.44620148],0
729,44,Master's,Professional,Divorced,3,Business,[22.27469227 58.74844347 42.10626891],1
730,46,PhD,Blue-collar,Single,2,Business,[49.57956466 83.97955657  2.65253272],0
731,34,Bachelor's,Blue-collar,Married,4,Business,[93.18617446 21.88855583 21.2709026 ],1
732,48,Master's,Blue-collar,Single,2,Inheritance,[87.23536074 33.4512905   6.27962887],0
733,33,High School,Professional,Single,2,Business,[70.85881899 73.42982655 88.92161116],1
734,19,Master's,White-collar,Divorced,2,Inheritance,[68.80155804 35.90848919 68.37609531],1
735,63,High School,Blue-collar,Divorced,4,Inheritance,[39.90263409 38.82144797 69.96607645],0
736,60,Master's,White-collar,Married,1,Inheritance,[19.09873955 93.23265282 69.76349839],1
737,54,PhD,Professional,Single,4,Business,[54.81787799 57.31885139 86.75412859],1
738,50,PhD,Professional,Divorced,4,Business,[80.99752226  3.41702881 24.86319675],1
739,35,PhD,Blue-collar,Divorced,3,Salary,[27.83944275 73.18165872 97.9136804 ],1
740,63,High School,Entrepreneur,Married,3,Salary,[45.45021733 79.26425314 96.342154  ],1
741,54,Bachelor's,White-collar,Divorced,4,Business,[73.36869806 46.06302857 93.69340882],1
742,44,Master's,Entrepreneur,Single,4,Salary,[52.84088366 41.01307573  0.63102895],1
743,44,High School,Entrepreneur,Divorced,2,Salary,[61.51474834  5.72537599  7.2235257 ],0
744,64,High School,Blue-collar,Married,4,Business,[34.38842151 96.50070687 90.05504307],1
745,52,Master's,White-collar,Single,2,Salary,[48.745639    4.98492425 77.06904305],0
746,38,Master's,White-collar,Divorced,2,Salary,[77.87972357 34.84516216 38.6829728 ],0
747,42,PhD,Entrepreneur,Single,3,Business,[19.93665356 71.51782437 71.24372523],1
748,37,Bachelor's,White-collar,Single,1,Salary,[49.31461315 49.2613163  58.46278691],0
749,21,Bachelor's,Professional,Single,3,Inheritance,[ 6.24842516 23.71472044 70.49493034],1
750,63,High School,White-collar,Single,3,Business,[10.95528799 24.05076238 13.02156948],0
751,41,PhD,Blue-collar,Single,4,Business,[64.8600899  21.717733   31.45147202],0
752,20,Master's,Professional,Single,2,Business,[32.77474527 79.76296987 57.25711163],1
753,41,High School,White-collar,Divorced,1,Salary,[90.90379117  8.71140498  2.63618741],0
754,37,High School,White-collar,Single,1,Salary,[19.52816642 47.24032015 30.56699145],0
755,39,Master's,Professional,Single,4,Inheritance,[30.28716572 10.82254123  6.16690015],1
756,41,High School,Professional,Single,1,Salary,[58.1326764  74.10374423 93.72925037],1
757,32,Bachelor's,Professional,Divorced,3,Business,[33.70728551 67.79475702 71.67406998],1
758,33,PhD,White-collar,Divorced,1,Business,[27.57284857 88.35427285 85.92363495],1
759,23,Master's,Entrepreneur,Divorced,3,Inheritance,[97.81907755  1.76506437 80.49213968],1
760,19,PhD,Blue-collar,Divorced,1,Salary,[40.87758612 69.53033941 67.16621008],1
761,25,Bachelor's,Blue-collar,Married,2,Business,[17.36861564 88.7775426  47.49817543],0
762,59,PhD,White-collar,Single,4,Salary,[66.17167991 43.73713851 61.88872129],1
763,60,High School,Entrepreneur,Divorced,3,Inheritance,[30.63272447 15.05985649 28.17935376],0
764,32,High School,Entrepreneur,Single,2,Inheritance,[15.51513759 71.74657384 76.89389517],1
765,32,PhD,White-collar,Married,2,Salary,[80.18102391 11.94260888 32.57285598],0
766,39,High School,White-collar,Divorced,1,Inheritance,[69.18797104 58.62059221 82.35219198],1
767,42,High School,Blue-collar,Divorced,3,Business,[96.52069472 96.66299086 25.97130732],1
768,27,Master's,Professional,Divorced,4,Inheritance,[56.53169756 52.79482715 35.82115346],1
769,58,High School,White-collar,Divorced,3,Inheritance,[46.00569619 64.77735838 66.30741704],1
770,49,High School,Entrepreneur,Married,3,Salary,[99.64481304 10.30557918 96.80165715],1
771,40,Master's,Entrepreneur,Divorced,2,Business,[92.37940954 64.67543433 19.79934487],1
772,32,High School,White-collar,Single,1,Inheritance,[89.01329944 32.46570586 51.48781925],1
773,43,High School,Blue-collar,Divorced,4,Salary,[56.92588978  8.78691712 87.053133  ],1
774,39,Bachelor's,White-collar,Divorced,2,Inheritance,[30.59047377  0.34994872 37.66820272],0
775,39,PhD,Blue-collar,Married,1,Salary,[97.20098831 63.00641852 89.83111536],1
776,49,Master's,Professional,Divorced,4,Inheritance,[30.12513159 36.44632178 97.38399609],1
777,51,Master's,Entrepreneur,Single,2,Salary,[78.10359699 65.32784248 61.9302901 ],1
778,59,Master's,White-collar,Divorced,4,Business,[58.12865306 15.36432962 11.87102822],0
779,40,Bachelor's,Entrepreneur,Divorced,2,Salary,[41.95910206 82.57196649 58.66243677],1
780,43,PhD,White-collar,Divorced,4,Salary,[35.93271375 18.44228197  9.09425394],0
781,61,Bachelor's,Professional,Married,2,Business,[12.01979929 71.58490832 59.93560463],1
782,46,High School,White-collar,Married,1,Business,[29.07363973 37.69388534 15.63768728],0
783,19,PhD,Blue-collar,Divorced,3,Salary,[42.26648795 65.48523458 31.21911928],0
784,62,High School,Blue-collar,Single,4,Salary,[95.40659346 19.18793522 94.55762266],1
785,39,High School,Entrepreneur,Single,2,Business,[86.73239593 55.591112    5.34620926],1
786,32,High School,Professional,Divorced,4,Salary,[ 7.79599282 34.71823288 26.10430027],0
787,57,Master's,Blue-collar,Divorced,1,Business,[ 2.32850281 92.67053516 89.69505734],1
788,39,PhD,Professional,Married,4,Inheritance,[34.86644083 36.9607796  19.87709687],1
789,55,Bachelor's,Entrepreneur,Married,4,Inheritance,[ 1.13392605 34.65059432 48.00126148],1
790,49,High School,Blue-collar,Single,4,Inheritance,[13.28410367 31.86119158 85.57848105],0
791,26,Bachelor's,Professional,Married,3,Salary,[55.27827847  2.61690568 49.4517242 ],1
792,30,Bachelor's,Blue-collar,Single,1,Business,[48.41381457 46.9630265  27.12278282],0
793,36,Master's,White-collar,Divorced,4,Inheritance,[46.35108935 14.47145919 13.42061297],0
794,59,Master's,White-collar,Single,2,Salary,[47.95076707 53.01263407 62.61615149],1
795,33,Bachelor's,Blue-collar,Married,2,Inheritance,[96.22039999 28.38497965 31.88506158],0
796,21,Bachelor's,Professional,Divorced,4,Salary,[49.9678064   8.63037814  0.27917589],1
797,51,High School,Professional,Single,2,Inheritance,[94.29969561 31.2090213  88.67185989],1
798,27,High School,Professional,Single,1,Inheritance,[25.77668308 40.29279484 91.14662691],0
799,43,High School,Entrepreneur,Divorced,1,Salary,[67.67066216 16.31194304 24.20988678],0
800,31,Bachelor's,Blue-collar,Married,1,Business,[30.8371709   1.70382129 27.1766533 ],0
801,64,High School,White-collar,Divorced,3,Business,[45.94926812  9.85971626 28.64940799],0
802,41,Master's,Blue-collar,Divorced,3,Salary,[99.50667215 79.94475149 11.02523714],1
803,44,High School,Entrepreneur,Divorced,3,Business,[32.44778859 37.69440688 65.17297855],0
804,39,PhD,Professional,Single,2,Inheritance,[45.98678187 88.93665009 79.57774676],1
805,57,Master's,Blue-collar,Married,4,Business,[80.30076108 31.37168459 10.48516431],1
806,21,Bachelor's,White-collar,Single,2,Business,[76.74884587 72.89299468 71.58362447],1
807,52,High School,Blue-collar,Single,4,Business,[32.52379962  7.63620152 47.32938064],0
808,62,PhD,Entrepreneur,Divorced,2,Inheritance,[61.2666804  29.2161785  38.29800875],1
809,39,Master's,White-collar,Divorced,4,Inheritance,[41.79959156 72.40738487 90.06777287],1
810,25,Master's,White-collar,Single,4,Business,[68.47993419 21.24118658 77.19686843],1
811,41,PhD,Professional,Divorced,3,Salary,[91.43985128 14.1656578  21.20936552],1
812,58,PhD,Blue-collar,Single,3,Salary,[51.86626308 92.22689699 34.40253008],1
813,40,PhD,White-collar,Married,4,Inheritance,[ 4.93303727 12.36248033 59.14048187],1
814,42,High School,Entrepreneur,Divorced,2,Inheritance,[15.29317408 21.55082329  3.30749011],0
815,26,PhD,Entrepreneur,Divorced,4,Inheritance,[7.46648469e+01 7.38923228e+01 3.60416346e-02],1
816,32,PhD,Entrepreneur,Divorced,4,Salary,[97.10619626 26.31111045 56.43977454],1
817,52,Master's,Entrepreneur,Single,1,Business,[87.69741531 71.71105621 89.00609753],1
818,31,Master's,White-collar,Married,3,Business,[86.22170116 62.38188821 75.30706016],1
819,50,Master's,Entrepreneur,Married,3,Business,[25.25379661  3.27510483 67.86315312],1
820,61,Bachelor's,Entrepreneur,Married,3,Business,[21.94151301  5.45992155 62.89023996],1
821,50,Bachelor's,Blue-collar,Single,1,Inheritance,[79.73599285  7.3108501  30.71348488],0
822,38,Master's,Entrepreneur,Married,2,Salary,[44.33670046 54.60996951 73.99935134],1
823,40,High School,Blue-collar,Divorced,4,Business,[58.24170226 13.02940217 33.80021002],0
824,61,Bachelor's,White-collar,Single,3,Inheritance,[64.79082149 99.23939218 55.06372722],1
825,53,PhD,Professional,Married,2,Business,[ 8.5702568  27.51813742 15.06692632],1
826,53,Bachelor's,White-collar,Divorced,4,Salary,[53.59913103 93.89429295 24.55873854],1
827,34,PhD,Blue-collar,Single,1,Inheritance,[99.18942065 77.24311765 27.70711931],1
828,59,PhD,Professional,Single,2,Inheritance,[19.85721388 17.24565704 50.12319382],1
829,59,High School,Professional,Single,4,Business,[61.17284332 57.89540571 31.16535007],1
830,41,PhD,White-collar,Divorced,2,Business,[61.81177815 36.5271341  69.70472668],1
831,45,High School,Professional,Married,4,Salary,[27.47075649 50.38375548 66.89493078],1
832,64,High School,Entrepreneur,Single,3,Salary,[44.38457598 22.7365844  24.40438019],0
833,27,Bachelor's,Professional,Married,3,Inheritance,[38.66559052 34.75034687 27.15088359],1
834,42,Master's,Blue-collar,Single,4,Inheritance,[11.09949225 91.99869384 52.33159132],1
835,24,Bachelor's,Professional,Divorced,4,Inheritance,[ 2.22400182 35.77386386 96.04970081],1
836,44,PhD,White-collar,Single,3,Inheritance,[77.13422233  5.97069852  6.87156834],0
837,45,PhD,Blue-collar,Divorced,4,Business,[41.34054464 29.39076278  5.1707596 ],0
838,51,Bachelor's,Professional,Divorced,1,Inheritance,[23.42915207 26.76695427 96.92753353],1
839,36,PhD,Professional,Divorced,2,Business,[30.00675894 64.70502622 48.0112364 ],1
840,39,High School,Blue-collar,Divorced,4,Salary,[90.48880687 41.15416243 57.96204027],1
841,30,Master's,Blue-collar,Married,4,Salary,[49.81531418 22.71954364 77.03864435],1
842,47,Bachelor's,Blue-collar,Divorced,1,Inheritance,[64.14389353  2.01305281 64.80994279],1
843,37,Master's,Professional,Single,2,Business,[89.96460419  7.09476938 55.92826233],1
844,63,PhD,Professional,Divorced,2,Inheritance,[27.10049361 39.64558949 56.04410267],1
845,21,Master's,Entrepreneur,Single,4,Inheritance,[97.54711015 38.59723268  7.5940751 ],1
846,21,High School,Blue-collar,Single,1,Salary,[34.75664161 24.6900791  55.24484383],0
847,18,PhD,Blue-collar,Single,3,Business,[53.12852518 89.69608861 51.35598364],1
848,51,Master's,Professional,Married,3,Business,[63.98476906  9.30438361 96.17870942],1
849,52,Bachelor's,White-collar,Married,1,Business,[53.68655006  2.40619851 20.16071675],0
850,58,Bachelor's,White-collar,Divorced,3,Salary,[34.71410291  0.162034   85.47873392],0
851,20,Bachelor's,Professional,Divorced,2,Inheritance,[52.98296972 90.55339972 69.29786682],1
852,23,Master's,Entrepreneur,Married,2,Inheritance,[49.4545447  82.47600043 59.68325991],1
853,46,PhD,Entrepreneur,Single,1,Business,[67.39654395 23.19746796 80.09111149],1
854,40,High School,Entrepreneur,Single,3,Business,[78.31437469 79.4577449  31.06519871],1
855,29,High School,Blue-collar,Divorced,2,Business,[43.88302317 18.57853614 73.91083378],0
856,61,Bachelor's,Professional,Single,2,Inheritance,[91.80023169 64.02174494 92.9201222 ],1
857,34,Master's,White-collar,Single,4,Business,[59.70534087 52.51197345 11.89255712],1
858,37,Bachelor's,White-collar,Divorced,1,Salary,[65.48773465  4.0747119  19.06253918],0
859,63,Bachelor's,Entrepreneur,Single,2,Business,[41.72901032 65.03702524 57.307679  ],1
860,60,Master's,Blue-collar,Married,4,Salary,[ 8.10893281 76.49162604 29.62777784],1
861,63,PhD,Blue-collar,Single,3,Inheritance,[69.44286054 72.4942287  21.15428201],1
862,58,PhD,Entrepreneur,Divorced,3,Salary,[90.92163416 21.30316647 40.70332511],1
863,58,PhD,Entrepreneur,Divorced,3,Salary,[22.29347146 93.16022347 34.24058847],1
864,26,Bachelor's,Blue-collar,Married,1,Business,[58.28302688 36.450054    9.84960038],0
865,40,Master's,Entrepreneur,Single,3,Salary,[69.80368784 88.26474438 79.45600127],1
866,54,Master's,Entrepreneur,Married,3,Inheritance,[83.78113027 20.36048114  5.67959755],1
867,32,Bachelor's,Blue-collar,Married,3,Business,[86.29857482 43.46593819 38.81917805],1
868,58,High School,Entrepreneur,Divorced,4,Business,[88.50534472 87.81034834 61.33748256],1
869,60,Master's,Professional,Single,3,Business,[48.62787754 63.93042924 20.75564822],1
870,43,Bachelor's,White-collar,Single,4,Business,[70.38461501 66.42062689 57.42742619],1
871,43,Master's,Professional,Single,1,Salary,[75.5987891  72.07811599 57.45892766],1
872,52,Master's,White-collar,Married,2,Business,[39.2142837  37.18916842 49.44509086],0
873,55,Master's,White-collar,Married,4,Business,[94.5324641  94.25659814 33.56223959],1
874,24,Master's,Blue-collar,Single,2,Inheritance,[75.26809537 63.42516167  0.20792696],1
875,57,PhD,Blue-collar,Married,3,Salary,[ 2.79662134 45.91083515 89.51536963],1
876,60,Master's,White-collar,Married,4,Inheritance,[19.20146331 70.26886032 86.19065001],1
877,21,Master's,Blue-collar,Divorced,2,Salary,[40.60480468 63.66252195 75.09796169],1
878,47,Master's,White-collar,Divorced,2,Business,[89.8691886  12.73809376 80.84365478],1
879,43,High School,Blue-collar,Divorced,4,Salary,[44.24732794  9.07629413 95.19224425],0
880,64,PhD,Blue-collar,Single,1,Salary,[23.668116   93.06554228 39.42382736],0
881,52,Master's,Blue-collar,Single,3,Business,[82.02660849 30.29734057 71.55899185],1
882,27,Bachelor's,Professional,Divorced,1,Business,[57.55177434 23.95387176 33.67293966],1
883,46,High School,Entrepreneur,Single,4,Business,[87.61274537 17.19703444 56.31097334],1
884,36,Bachelor's,Blue-collar,Married,3,Business,[94.8160012  38.70149627 46.9049437 ],1
885,50,Master's,Entrepreneur,Married,2,Business,[ 6.33714689 62.2004112  31.72332711],1
886,59,High School,Blue-collar,Divorced,1,Business,[35.46777654 48.46343707 12.95242734],0
887,36,Master's,Entrepreneur,Single,2,Inheritance,[79.56819304  0.79639557 45.92926749],1
888,56,High School,Professional,Divorced,1,Business,[91.43820165 60.59343239 69.89556189],1
889,18,PhD,Professional,Married,1,Business,[25.53207193 99.88389942 53.30922836],1
890,24,Master's,White-collar,Single,4,Salary,[88.49288498 89.0496747  80.64364107],1
891,24,High School,Blue-collar,Married,4,Business,[37.74660839 39.6898544  69.94905341],1
892,55,High School,Blue-collar,Single,3,Inheritance,[36.92209578 84.95399352 90.94645147],1
893,64,High School,Professional,Married,1,Inheritance,[16.88218182 15.17659488 12.70108474],0
894,62,Master's,Blue-collar,Single,2,Business,[53.32219349 43.07157363 86.48187206],1
895,41,High School,Professional,Married,2,Salary,[76.01813373 21.16630193 64.47539158],1
896,20,Bachelor's,Blue-collar,Married,1,Salary,[65.05796645 60.87826407 18.78566138],1
897,62,Bachelor's,Blue-collar,Married,2,Inheritance,[77.71886932 69.75032906 93.24178001],1
898,43,PhD,White-collar,Married,1,Inheritance,[34.39217593 41.82096115 44.48492931],0
899,32,Master's,Professional,Single,3,Salary,[14.104092    5.83189124  9.04808192],1
900,42,Bachelor's,White-collar,Married,3,Inheritance,[63.89176571 20.75044739 77.83690082],1
901,28,High School,White-collar,Single,2,Inheritance,[57.14423244 36.87149278 39.82553134],0
902,29,High School,Professional,Divorced,1,Salary,[85.39042725 89.36053301 11.67842163],1
903,53,High School,White-collar,Divorced,3,Inheritance,[13.51542986 92.78613178 48.62369417],0
904,24,Master's,White-collar,Single,1,Business,[58.70518853 57.16013025 72.07511113],1
905,25,Master's,White-collar,Married,3,Inheritance,[38.6031729  51.71860583 75.94683226],1
906,52,Bachelor's,Professional,Married,4,Salary,[35.32660649 59.7086989  64.273489  ],1
907,60,PhD,White-collar,Single,4,Salary,[97.02798043 38.06194344 52.21855561],1
908,34,Master's,Blue-collar,Married,4,Inheritance,[77.59392054 28.11915944  2.11370634],1
909,50,PhD,White-collar,Single,4,Inheritance,[61.39377252 17.75855184 22.06624445],0
910,19,Bachelor's,Professional,Married,4,Salary,[57.10692737 58.87069745  4.46519742],1
911,42,PhD,Entrepreneur,Divorced,3,Inheritance,[56.66640772 96.41905298 43.99808874],1
