,Lines of Code,Cyclomatic Complexity,Number of Functions,Number of Classes,Function Complexity,Class Inheritance,Test Case Count,Developer Experience,label
844,479,29,16,18,7.969804649272559,3.3590848434313885,20,5,1
845,434,29,30,19,5.23397365790575,0.7303087507676875,31,8,1
846,181,27,36,4,0.08071144353704263,1.870265361388792,26,5,1
847,178,17,7,9,0.04974456292380802,0.7278505382137324,15,3,1
848,94,29,25,18,8.702317085514093,1.188227479942171,49,5,1
849,290,17,23,13,7.7427400598671845,3.9837390140429054,8,8,1
850,464,6,32,4,3.7873383538629293,4.914614911530774,2,5,1
851,102,8,39,8,1.7606153457075358,4.71519273257925,30,6,1
852,411,7,22,7,6.042879520768242,4.802815429226188,22,6,1
853,303,20,23,7,6.971011104175142,1.4091724162962964,15,8,1
854,119,27,5,8,7.497979420017964,0.11459376513540287,9,2,1
855,313,7,35,8,0.37058962720865396,1.193596266450908,24,5,1
856,378,6,30,11,1.5771027644582436,4.721425418096473,12,3,1
857,150,21,31,14,1.0887058510197367,0.7087510017235116,18,8,1
858,396,26,36,3,2.4652695599729357,2.4578838644048946,46,5,1
859,161,27,3,17,1.677919205674968,3.517728633085529,12,7,1
860,309,10,33,14,2.869521207988589,1.0824079480299504,2,0,1
861,236,21,41,1,2.729879965197035,2.467285292313113,5,0,1
862,473,23,30,6,9.971856017901477,4.213273758275707,15,1,1
863,394,11,43,17,8.414181558805536,2.9211078833828825,44,9,1
864,304,11,48,2,8.493870455451216,4.5340051292787225,44,6,1
865,54,9,14,6,9.437620319139352,1.1461947196222693,2,2,1
866,252,7,6,11,6.792588275643117,4.8344264631390645,14,2,0
867,258,6,19,18,3.399241083110993,1.80042749483455,37,2,1
868,212,15,10,11,1.7021775845269826,0.4004910123640887,9,8,1
869,139,17,17,3,4.2390257888370995,4.857148833411663,26,9,1
870,80,29,16,13,5.879581839640316,1.0093737278571857,12,7,1
871,253,16,4,16,0.018607288524669086,2.9934636223689344,5,3,1
872,140,22,29,9,1.6998648045919185,3.574196693050771,20,5,1
873,213,26,16,11,0.4402913130091257,4.1176673896761145,33,3,1
874,174,24,20,18,5.046095785345557,1.801480456450596,38,2,1
875,388,20,39,14,1.7843922811081647,0.9890928050767178,24,6,1
876,486,9,20,3,9.845391585580437,0.738978172516287,17,5,1
877,61,5,18,4,4.45738444271289,0.9008883742435259,10,8,1
878,235,17,35,13,3.130992664877894,2.7224373041367866,15,7,1
879,277,27,36,10,0.005828511912546741,1.4942020908198872,2,6,1
880,302,27,7,6,7.5316289422735085,2.5726644774494685,6,1,1
881,448,12,36,13,1.3485639263468507,0.20174131627282654,42,2,1
882,192,19,15,7,3.0111126882806873,1.4781071172316111,4,1,1
883,109,6,30,12,9.80450754415397,3.209222477888432,33,6,1
884,248,9,43,13,0.6128595732879605,3.918248444741188,14,9,1
885,310,11,25,3,6.763161172241423,0.7678151723140725,14,7,1
886,412,22,47,9,1.930523833106459,3.6437992716054217,4,5,1
887,441,28,6,12,1.439885051359583,2.378794895501535,40,9,1
888,315,5,15,2,0.03784154570515175,4.793278525668077,29,6,1
889,106,6,20,18,6.973348539320929,1.7384753390291052,13,7,1
890,142,18,11,2,8.211723092007603,2.870461127148978,34,5,1
891,87,20,37,5,8.603066995900557,0.058682554988186975,46,1,1
892,66,10,7,7,0.049417369584485726,0.4818730065928323,44,5,0
893,223,20,43,3,7.9100842801091,3.0700410748871754,21,8,1
894,122,26,11,13,3.0953757141947005,2.8254657164416312,28,7,1
895,110,9,37,13,1.8428553946346593,0.21045039438799262,33,9,1
896,476,26,7,5,7.132165250500532,3.4815069311219746,48,8,1
897,438,19,42,10,8.854017698285526,1.1606118523741755,44,8,1
898,132,24,37,8,5.781875073928131,2.1216190984527845,43,4,1
899,318,26,47,12,0.5303527268470798,4.4221249188136875,18,9,1
900,334,20,25,16,1.2779846966611497,3.1426924077349043,31,1,1
901,260,22,12,5,2.742723322094985,4.821656702969774,5,3,1
902,192,20,27,3,1.8391443689483977,2.6145515359457083,9,8,1
903,298,29,1,9,8.27652889121281,1.3132732058253505,12,5,1
904,438,13,5,14,2.959285377761527,2.5237814243326055,28,8,0
905,159,25,4,7,7.876857946093771,3.339059361621406,3,5,1
906,81,10,31,17,6.256563033945159,2.17910076353903,24,5,1
907,316,7,31,10,4.384430549631788,4.946736826094062,13,6,1
908,174,6,1,2,4.440672120495713,0.17640948998804418,32,9,0
909,361,7,36,16,0.31970297006687187,0.1931337180368503,13,7,1
910,412,5,24,3,8.477112744756592,1.6007016224844621,11,2,1
911,346,19,48,8,5.0518809863205485,2.0445584255963034,48,1,1
912,352,20,30,7,5.9789486309086595,3.6486374930105443,16,9,1
913,498,21,7,5,7.966685534805133,2.819878393672457,4,4,1
914,65,8,48,11,9.2701594935466,3.1676351315149787,47,2,1
915,423,8,31,19,5.082096355689277,3.836224245283839,42,9,1
916,417,10,49,12,8.816870691933499,1.4659571958046063,25,3,1
917,310,20,43,4,3.6088123000312464,1.3434341039653186,6,0,1
918,63,25,45,8,0.9166926667769038,0.2928074985678075,47,6,1
919,464,15,45,6,6.666840195172465,1.8822738369728027,17,9,1
920,87,16,34,15,8.63118154474286,3.962100397781309,8,6,1
921,95,12,12,11,0.8526005123639602,2.2535447907193613,37,6,1
922,221,8,17,11,5.237377911378257,0.16294325245855168,29,7,1
923,438,7,14,1,3.8432853891998517,2.634839327905113,1,4,1
924,275,17,34,8,7.023727634812302,0.2294337189151624,5,1,1
925,320,24,6,2,0.30244452387875986,4.199161457547468,17,3,1
926,117,18,9,14,4.801223245479457,4.579199693096243,8,0,1
927,293,23,12,18,2.862761177773149,1.1748926803323345,41,4,1
928,282,7,20,1,2.1183609008597095,0.8971361632637692,35,6,1
929,187,28,33,11,2.706492364382118,2.1613901791466335,3,1,1
930,106,24,31,5,0.11092408503479145,4.043728466972057,40,6,1
931,352,10,10,6,3.9230227902149806,3.3635111777263833,9,4,1
932,377,18,21,3,2.445089120640651,4.1346379162510685,9,3,1
933,392,9,25,15,3.57451962320018,1.6510155880898032,46,7,1
934,439,17,28,4,6.942784804719004,2.3140571217180623,13,3,1
935,393,6,7,10,2.7333110134193572,3.9234843006268583,4,7,0
936,253,19,47,12,1.1968826562612545,0.2792408259418,37,3,1
937,62,9,6,12,4.277751492777158,1.3223500289417318,14,7,0
938,208,29,39,11,3.978549758753418,1.452548792678669,11,1,1
939,108,12,7,19,0.6214168616296212,2.554476237624226,6,7,0
940,83,21,2,8,0.4499588397817189,1.7897305216046189,25,7,0
941,114,11,8,15,2.4245498092148274,3.0715982200094505,31,8,0
942,309,22,5,7,9.476366644602397,3.1814558052254247,28,1,1
943,111,12,10,5,1.5927263965832783,4.777980029140313,45,8,1
944,152,16,36,7,9.981309270696888,3.1247842840255218,6,6,1
945,101,15,1,14,9.385544268355048,3.395148257871214,17,4,1
946,363,27,17,3,4.789312921609482,4.318330873128865,21,0,1
947,466,13,36,9,0.7782164168072647,3.104682342593048,2,2,1
948,372,10,49,11,5.8356682360206875,4.19919282954096,36,2,1
949,412,27,14,12,7.150276034159066,1.1032603210189518,3,4,1
950,452,29,25,18,7.666035262146505,3.117128466278118,39,9,1
951,138,10,5,4,5.804852956424567,0.7797279452723377,49,6,1
952,263,24,36,1,9.904178660900925,2.898733384257573,26,7,1
953,390,28,28,16,7.8753914785331265,1.5802847283306258,49,8,1
954,484,23,26,17,2.9624084991679753,2.8632164395089923,14,3,1
955,431,28,45,7,7.378982646272309,1.7932899321762945,8,5,1
956,302,23,41,9,5.6229958353040335,4.691411612474976,48,7,1
957,266,24,30,7,3.9469859939324214,3.215517117665012,42,9,1
958,183,28,25,10,1.1896506392387618,3.504117525271702,30,9,1
959,378,13,24,15,7.420281512026277,1.7697122627050592,36,0,1
960,239,24,16,14,5.261369387273641,4.852146829235513,19,1,1
961,370,23,37,14,2.5682020049555234,4.5387664301710355,5,9,1
962,90,22,30,17,3.3623178860266334,1.145401308736969,12,4,1
963,453,17,39,2,5.2688005064401535,0.08436257690657922,28,5,1
964,345,8,27,10,2.8660879911912196,3.569034532497723,33,1,1
965,222,16,48,17,1.984955443108678,3.2590745890472785,29,4,1
966,313,22,3,6,1.717360363182887,0.9287977902107286,48,4,1
967,262,16,40,11,8.382050336696448,1.6391725276804192,19,8,1
968,400,9,18,1,3.1746015179286333,0.29002917965401886,16,4,1
969,362,27,11,1,4.256233628935027,2.213360374604059,43,4,1
970,182,29,9,19,8.54006153142249,4.587327404678952,10,4,1
971,326,22,17,19,2.2327152510505366,3.8988631984961195,49,5,1
972,139,11,21,12,0.9298991089522968,3.634429992808536,36,8,1
973,145,13,19,1,3.296819599409504,0.6982405392183577,11,0,1
974,124,12,46,5,8.11619805570767,3.635653470016905,33,9,1
975,409,12,24,7,0.8287115075767504,2.099189646875215,21,7,1
976,282,12,22,1,4.002588490427337,4.694691144798111,3,9,1
977,216,28,4,18,8.452787103833217,2.587465155177247,42,9,1
978,449,21,38,15,1.568721828708145,2.8272961930082134,38,5,1
979,400,29,7,3,0.1024046842465487,0.4007638647801015,35,1,1
980,378,26,46,15,9.718156567859946,4.611513579036078,29,0,1
981,67,9,8,9,3.0978273549612356,0.7180274082196086,38,5,0
982,432,29,18,13,7.668748195965044,3.517768766292249,15,2,1
983,357,7,2,7,9.849864732588422,3.1771529375223384,23,3,0
984,128,9,7,2,0.456950208110255,3.6771637843882683,48,4,1
985,168,18,33,16,5.272847854092407,0.3728153784708155,43,5,1
986,214,13,30,17,0.25633590455046873,3.879167272393951,15,3,1
987,429,9,31,14,8.611607535002591,3.249195077182743,40,0,1
988,495,26,30,9,1.6767307296473266,3.8292314362219826,1,9,1
989,221,9,6,11,3.280628163045871,1.3728478169607077,22,6,0
990,442,19,9,8,7.180370672087997,0.45330810130972454,8,8,1
991,323,11,47,17,3.4653380909439946,2.3164731704956503,8,7,1
992,86,11,7,14,1.847960358010865,3.770380480226705,16,6,0
993,173,27,5,16,4.316021782655996,0.6539222617904727,6,2,1
994,388,20,42,8,6.884774449535522,4.26340092341587,10,6,1
995,147,15,23,17,8.747775462810822,1.0612283104896758,6,7,1
996,473,29,10,6,3.2264831165473273,4.003645068754126,37,3,1
997,129,26,49,5,2.6429142761624904,0.9914928444852994,31,4,1
998,421,17,14,6,5.573167703837472,4.254436117254754,9,6,1
999,103,26,28,1,9.304513781187044,2.9155055204807083,31,2,1
