,age,attendance_rate,average_score,num_subjects,num_activities,num_awards,num_suspensions,parental_education,parental_occupation,family_income,label
726,16,35.16226872396344,0.9,8,10,7,5,primary,blue-collar,44790,1
727,14,10.142082844921651,0.84,4,8,3,1,secondary,self-employed,25831,0
728,15,48.58717591863256,0.82,2,8,6,10,tertiary,self-employed,30125,0
729,13,25.677656772050796,0.83,5,6,1,1,primary,white-collar,55708,0
730,17,28.487290196192284,0.97,2,9,1,10,tertiary,blue-collar,27682,0
731,17,30.728996492628657,0.87,2,2,5,6,primary,blue-collar,46870,0
732,16,80.30258978326634,0.8,6,4,1,0,secondary,blue-collar,27288,1
733,14,53.91612766752545,0.77,10,3,5,1,tertiary,white-collar,45794,1
734,13,31.130769915600364,0.95,9,6,10,7,secondary,white-collar,49477,1
735,14,61.03337833109184,0.94,4,8,1,5,secondary,white-collar,34405,0
736,13,71.61506742231936,0.68,6,1,3,1,primary,blue-collar,48737,1
737,16,27.262400073353376,0.97,7,7,6,6,tertiary,blue-collar,12620,1
738,16,41.354910152535155,0.89,6,8,7,3,secondary,blue-collar,45414,1
739,17,12.188609333694755,0.93,8,9,2,1,primary,white-collar,47633,1
740,14,18.11493495346803,0.91,4,9,8,5,primary,white-collar,45057,0
741,17,68.11178539649828,0.62,1,8,1,10,primary,self-employed,50138,1
742,14,18.143834769562694,0.62,7,9,7,8,secondary,white-collar,23854,1
743,17,52.516338366706016,0.87,3,6,7,10,primary,self-employed,19677,0
744,15,70.90462617224327,0.74,6,8,3,8,tertiary,blue-collar,54111,1
745,15,10.687692309474384,1.0,2,8,0,7,tertiary,white-collar,34074,0
746,15,56.73122196289035,0.82,9,2,0,2,secondary,blue-collar,27824,1
747,15,25.656278370136377,0.99,1,3,1,2,tertiary,blue-collar,10765,0
748,13,96.29268752375798,0.7,6,1,8,1,primary,blue-collar,55439,1
749,15,48.35456467199247,0.91,6,9,1,4,secondary,blue-collar,41615,1
750,16,80.59925497751581,0.95,5,2,1,3,primary,white-collar,58926,0
751,16,55.022654215626176,0.92,5,10,5,6,secondary,blue-collar,46860,0
752,13,4.341253285481916,0.83,1,10,6,3,secondary,self-employed,22975,0
753,15,63.31513755940223,0.98,10,4,6,8,primary,white-collar,19341,1
754,15,95.14033422066571,0.93,5,4,8,1,tertiary,blue-collar,38141,1
755,15,60.16118201463312,0.87,2,5,5,10,tertiary,white-collar,22334,0
756,17,81.91888594267903,0.96,7,6,7,5,secondary,self-employed,58845,1
757,14,88.42064633484078,0.66,3,6,10,6,primary,blue-collar,25835,1
758,17,22.807977194893247,0.63,4,0,5,3,primary,self-employed,36548,1
759,14,21.204483990822666,0.96,3,1,1,5,secondary,blue-collar,45434,0
760,15,61.09809888509917,0.6,3,8,0,6,tertiary,self-employed,35039,1
761,15,41.10284698067047,0.6,4,9,4,3,primary,blue-collar,42530,1
762,17,83.98613028667204,0.79,5,1,8,7,tertiary,white-collar,48736,0
763,17,90.00231233980112,0.78,1,5,7,8,tertiary,blue-collar,50409,1
764,14,35.34213793027181,0.88,4,10,3,0,secondary,white-collar,28565,0
765,16,23.687055897448207,0.69,8,10,4,6,secondary,blue-collar,19834,1
766,14,78.05255152438619,0.77,10,0,4,8,tertiary,blue-collar,46656,1
767,17,27.48060355481361,0.87,7,2,5,9,primary,self-employed,10840,1
768,17,82.26143185136785,0.94,9,1,2,4,primary,self-employed,23873,1
769,13,42.37382536487628,0.9,5,2,4,1,secondary,self-employed,41568,0
770,17,66.75498992914704,0.86,10,4,1,9,tertiary,blue-collar,20846,1
771,13,9.553531383466819,0.7,4,10,9,5,primary,blue-collar,15899,0
772,16,62.3859324676573,0.97,8,9,0,6,primary,blue-collar,30502,1
773,14,45.17676787372291,0.64,9,5,10,1,secondary,white-collar,10565,1
774,14,58.66084631754741,0.67,7,8,0,1,tertiary,white-collar,48773,1
775,13,16.801420774486342,0.93,7,10,9,9,primary,blue-collar,51924,1
776,14,73.68737449441821,0.71,5,9,6,9,secondary,self-employed,53242,0
777,17,86.27970775432286,0.97,4,3,1,0,primary,self-employed,19187,0
778,15,21.673980009077564,0.6,10,6,3,3,primary,self-employed,17226,1
779,13,9.571455552016172,0.9,1,5,4,6,primary,blue-collar,52147,0
780,14,2.3638586046336396,0.63,10,1,6,8,secondary,self-employed,48658,1
781,13,64.1971500443266,0.64,10,9,1,2,tertiary,blue-collar,55881,1
782,13,60.70940360887808,0.89,7,10,5,10,secondary,white-collar,14311,1
783,15,54.669741271407005,0.83,1,10,0,6,tertiary,self-employed,54214,0
784,17,23.194709611597542,0.62,1,10,6,6,primary,white-collar,51616,1
785,13,39.09059959055147,0.7,5,7,8,6,tertiary,self-employed,35689,0
786,14,59.4476335186173,0.63,9,6,4,1,primary,blue-collar,16083,1
787,16,49.67668588591694,0.85,6,6,4,5,primary,blue-collar,22598,1
788,13,98.77855202148874,0.86,3,7,3,1,secondary,blue-collar,26940,1
789,13,13.643975255673313,0.86,3,10,2,5,primary,blue-collar,36880,0
790,15,69.51445540475937,0.65,7,0,8,9,secondary,self-employed,12580,1
791,17,40.431876810429216,0.74,6,0,4,2,tertiary,white-collar,56612,1
792,16,42.819961492561475,0.89,9,7,7,1,tertiary,blue-collar,52321,1
793,14,71.75977656581762,0.96,6,3,8,5,primary,self-employed,19386,1
794,16,69.24361513243696,0.96,5,4,4,1,secondary,white-collar,29522,0
795,14,99.12559937021884,0.96,10,7,9,4,primary,blue-collar,36224,1
796,17,12.839428945412523,0.94,7,4,8,1,secondary,white-collar,24635,1
797,14,10.410964938416633,0.82,1,9,1,2,secondary,blue-collar,10671,0
798,15,72.43388171287411,0.65,7,3,8,2,secondary,white-collar,43545,1
799,15,57.83869170064091,0.63,3,5,10,5,tertiary,white-collar,36855,1
800,15,27.416066655980586,0.77,9,4,3,5,secondary,blue-collar,45790,1
801,15,7.9419368988986605,0.68,6,6,5,9,tertiary,self-employed,56585,1
802,16,8.565824959643054,0.88,9,9,5,2,secondary,white-collar,24260,1
803,17,89.41908746641182,0.72,5,6,5,2,tertiary,blue-collar,11074,0
804,14,19.18673247187429,0.76,7,3,1,0,tertiary,white-collar,52676,1
805,14,32.33715621155208,0.91,4,4,6,6,tertiary,white-collar,19475,0
806,15,22.6656402226988,0.81,7,2,5,7,primary,self-employed,22878,1
807,15,35.49963058319373,0.63,1,3,10,1,secondary,white-collar,25120,1
808,13,6.942384274609337,0.64,7,3,0,3,primary,white-collar,33147,1
809,17,51.90597909082704,0.96,8,2,1,9,secondary,blue-collar,11986,1
810,16,6.76125635922149,1.0,5,9,6,6,secondary,blue-collar,53593,0
811,14,80.03565078223616,0.72,2,4,0,7,primary,self-employed,42430,0
812,13,23.3712081910433,0.93,5,4,0,0,tertiary,white-collar,51961,0
813,13,54.00119146045106,0.81,6,10,0,3,secondary,white-collar,27430,1
814,14,88.00790875614582,0.82,2,6,7,5,tertiary,white-collar,12176,0
815,16,65.08773690471942,0.62,6,3,3,2,primary,self-employed,28722,1
816,13,53.29577865513353,0.93,6,3,3,4,tertiary,white-collar,52815,1
817,13,32.43337531153756,0.91,1,8,1,9,secondary,blue-collar,59652,0
818,17,33.300191305819794,0.8,1,5,10,8,secondary,self-employed,28617,0
819,16,66.94869551981901,0.8,10,3,10,10,secondary,blue-collar,37115,1
820,13,99.41393612211675,0.7,3,1,10,2,primary,blue-collar,47376,1
821,16,66.18391898493786,0.98,10,5,0,4,secondary,self-employed,21906,1
822,14,55.77834173700249,0.63,10,1,9,7,primary,blue-collar,50002,1
823,15,73.06505102392461,0.6,3,4,8,5,tertiary,white-collar,16610,1
824,13,46.52056122837182,0.87,4,5,6,3,secondary,self-employed,53292,0
825,17,6.0142342600785215,0.83,2,3,3,7,secondary,blue-collar,59752,0
826,14,56.22968158779098,0.94,9,2,5,10,secondary,white-collar,23411,1
827,16,95.76252845053801,0.72,10,6,1,2,tertiary,white-collar,19180,1
828,14,17.530294235765965,0.93,7,1,6,2,secondary,blue-collar,57993,1
829,13,69.00048908206658,0.7,7,10,1,3,primary,white-collar,20073,1
830,16,20.093368865905646,0.95,6,5,9,8,tertiary,self-employed,47251,1
831,15,53.582768447308126,0.76,3,3,7,4,tertiary,blue-collar,40960,0
832,14,9.667644964671961,0.94,6,5,7,7,tertiary,white-collar,15901,1
833,13,45.037093625818514,0.77,8,3,0,5,tertiary,white-collar,48897,1
834,17,75.61633288952461,0.99,8,3,7,2,tertiary,blue-collar,53183,1
835,16,34.757152423898205,0.81,9,3,1,7,primary,blue-collar,14482,1
836,14,66.4911724487218,0.83,1,8,5,8,tertiary,blue-collar,52454,0
837,14,79.54499607897291,0.78,1,6,0,7,secondary,blue-collar,35428,0
838,15,92.71778194794527,0.96,3,2,4,3,tertiary,self-employed,17400,1
839,15,23.464208185545353,0.98,3,2,10,10,tertiary,blue-collar,49574,0
840,17,39.931591580930814,0.8,10,5,6,5,tertiary,self-employed,53284,1
841,17,15.241601333041743,0.67,8,5,9,0,tertiary,self-employed,17396,1
842,13,99.24835021583752,0.87,10,3,0,3,tertiary,blue-collar,17338,1
843,13,92.70009679242953,0.64,1,8,1,7,primary,self-employed,52718,1
844,17,53.99571302805596,0.76,2,3,6,0,primary,blue-collar,22500,0
845,17,84.20332943764213,0.96,2,8,5,2,tertiary,blue-collar,21545,0
846,16,52.09579772720422,0.95,3,3,2,0,primary,white-collar,15241,0
847,15,62.35856880027597,0.78,6,1,9,8,secondary,blue-collar,33778,1
848,13,8.912443211601662,0.86,1,1,1,1,tertiary,white-collar,32821,0
849,15,75.52704204968079,0.93,2,4,9,8,secondary,self-employed,14695,0
850,15,12.771348363523483,0.7,1,3,3,3,secondary,white-collar,21530,0
851,17,82.60676302525283,0.71,5,6,2,1,tertiary,self-employed,57080,0
852,16,78.20280876703859,0.8,7,10,6,3,secondary,blue-collar,24318,1
853,14,70.87446977429764,0.7,8,4,7,10,secondary,self-employed,32331,1
854,16,3.6160380524762115,0.98,10,5,1,10,secondary,self-employed,36355,1
855,16,30.31283559453286,0.87,1,9,9,9,tertiary,blue-collar,21324,0
856,15,26.311256991084285,0.64,7,3,6,5,tertiary,self-employed,38149,1
857,16,36.01364074715191,0.76,5,1,7,10,secondary,blue-collar,13218,0
858,13,8.764274676383854,0.79,10,9,5,6,tertiary,white-collar,30141,1
859,15,93.69578230310628,1.0,1,8,5,2,tertiary,blue-collar,46784,1
860,13,55.38022407123763,0.71,3,9,9,2,secondary,blue-collar,12837,0
861,14,30.552431065802356,0.65,7,6,0,9,tertiary,self-employed,59080,1
862,15,39.698151707428345,0.76,10,3,3,7,primary,white-collar,49802,1
863,14,44.72025405048357,0.78,1,2,0,4,tertiary,blue-collar,50077,0
864,15,60.05943333606173,0.85,7,9,3,3,primary,white-collar,24379,1
865,17,51.567942769649775,0.91,5,2,1,6,secondary,white-collar,14239,0
866,16,91.93919732144174,0.65,1,8,10,6,tertiary,self-employed,54896,1
867,17,49.696348290583025,0.95,1,4,4,8,secondary,blue-collar,30812,0
868,14,99.21580148233127,0.97,1,2,9,8,secondary,self-employed,39669,1
869,16,85.14249577450957,0.7,9,4,8,4,secondary,blue-collar,58624,1
870,15,20.85105143573358,0.92,3,1,10,7,secondary,white-collar,19611,0
871,16,93.05952146439162,0.83,5,10,9,9,secondary,blue-collar,14150,1
872,13,11.636639788547608,0.82,10,3,2,0,tertiary,blue-collar,21109,1
873,16,81.74497084911916,0.74,9,9,7,8,primary,white-collar,44214,1
874,13,38.06232934765801,0.86,6,1,2,7,tertiary,white-collar,36016,1
875,16,87.79743204450695,0.7,9,1,5,5,tertiary,blue-collar,21936,1
876,13,86.80566901074504,0.76,8,7,3,2,tertiary,self-employed,21036,1
877,14,80.59254001176211,0.73,8,0,7,2,tertiary,blue-collar,49236,1
878,17,79.00304363070614,0.86,1,6,10,7,primary,white-collar,24021,0
879,15,30.46791390980408,0.77,9,4,5,4,tertiary,self-employed,46943,1
880,16,8.091928305125219,0.87,6,10,7,9,secondary,white-collar,58158,1
881,17,40.29801787651615,0.63,9,7,0,10,tertiary,white-collar,47848,1
882,15,17.35245149865087,0.66,3,0,5,6,tertiary,self-employed,25471,1
883,15,69.49510889024617,0.94,3,10,0,4,primary,white-collar,57661,0
884,13,34.609972653778556,0.68,6,6,0,7,primary,white-collar,33244,1
885,14,97.56102008599149,0.67,9,4,7,9,secondary,white-collar,58777,1
886,14,64.0972077345332,0.76,7,3,6,9,tertiary,white-collar,48985,1
887,17,82.24805636343609,0.76,3,6,2,3,tertiary,white-collar,48440,0
888,14,13.252467274184843,0.92,3,9,5,1,tertiary,white-collar,11502,0
889,16,86.20144822726226,0.91,2,1,8,2,secondary,white-collar,44178,0
890,14,92.27571905133944,0.67,9,0,6,7,primary,white-collar,13770,1
891,17,48.70619188189359,0.78,3,0,2,10,secondary,white-collar,52865,0
892,14,60.625293775097745,0.97,5,10,5,6,tertiary,blue-collar,14001,0
893,16,76.48098009029954,0.62,9,0,10,1,primary,blue-collar,30946,1
894,13,17.483862726041256,0.64,8,4,3,5,primary,white-collar,10598,1
895,17,50.25660764634424,0.72,2,9,2,8,secondary,blue-collar,40316,0
896,13,39.86630277723131,0.9,3,6,8,3,primary,self-employed,35567,0
897,13,14.63739921622491,0.75,2,1,9,8,primary,blue-collar,36508,0
898,13,36.753442229153144,0.91,8,9,1,1,tertiary,white-collar,53744,1
899,15,6.817230938549357,0.81,6,7,0,1,tertiary,white-collar,49159,1
900,15,2.5811906949486985,0.88,6,3,1,8,primary,blue-collar,40276,1
901,13,13.516628915482276,0.81,9,2,6,6,primary,white-collar,33671,1
902,17,96.31151115891738,0.62,8,9,9,6,secondary,self-employed,26450,1
903,16,54.952953589501696,0.69,4,10,0,0,secondary,self-employed,24908,1
904,16,96.582216115322,0.8,4,7,5,10,primary,white-collar,54358,1
905,14,43.2497878330132,0.75,9,1,6,5,tertiary,self-employed,59047,1
906,17,31.181613308525957,0.71,1,10,8,6,primary,self-employed,45518,0
907,15,50.61418628402441,0.61,2,10,7,10,primary,blue-collar,41212,1
908,13,43.95116886329101,1.0,2,2,5,5,tertiary,self-employed,52684,0
909,14,10.566468426174392,0.83,6,2,2,5,tertiary,blue-collar,16806,1
910,16,64.08263146902063,0.94,4,9,7,1,secondary,white-collar,49197,0
911,15,21.60381825095996,0.89,10,10,6,5,secondary,blue-collar,50891,1
912,15,61.95879548978296,0.89,3,0,2,3,secondary,white-collar,28015,0
913,13,65.02010923981534,0.94,3,5,8,8,secondary,white-collar,49220,0
914,16,15.20248531286481,0.78,3,1,1,0,tertiary,white-collar,27158,0
915,17,6.134962711066816,0.67,6,0,2,7,primary,white-collar,25456,1
916,15,78.07615860684398,0.85,8,1,1,4,secondary,white-collar,37588,1
917,13,45.98004237693202,0.99,7,5,0,0,secondary,blue-collar,32491,1
918,17,5.816379550547579,0.66,4,3,3,3,tertiary,white-collar,34188,1
919,16,99.48663171697672,0.89,4,5,4,0,tertiary,self-employed,37079,1
920,15,5.778056099636664,0.66,10,8,5,5,primary,self-employed,14019,1
921,17,69.50352288585532,0.62,2,9,4,1,primary,white-collar,22419,1
922,17,98.36789252634136,0.6,1,9,0,4,tertiary,self-employed,43697,1
923,17,23.918010421592562,0.95,9,7,2,6,secondary,blue-collar,29396,1
924,15,14.224936868719617,0.84,2,0,0,1,secondary,blue-collar,49032,0
925,15,12.138493942242889,0.96,8,7,10,5,secondary,white-collar,39892,1
926,14,30.327514756759555,0.6,9,8,4,5,primary,white-collar,17973,1
927,16,10.10458110106467,0.74,4,5,4,4,secondary,white-collar,52465,0
928,13,69.2161341694132,0.96,8,9,10,4,secondary,self-employed,31113,1
929,17,6.229179813006269,0.72,9,4,5,2,tertiary,self-employed,21136,1
930,14,50.94221281497897,0.99,10,5,7,9,secondary,blue-collar,29203,1
931,13,99.66968538529768,0.67,10,5,9,9,tertiary,self-employed,41285,1
932,14,81.39702695060188,0.64,5,8,0,10,secondary,blue-collar,33039,1
933,15,61.52194382310109,0.68,7,3,3,1,primary,self-employed,11184,1
934,17,30.625362078661166,0.6,10,1,9,6,secondary,blue-collar,32727,1
935,13,62.389583629163845,0.95,4,10,10,0,secondary,white-collar,26911,0
936,13,52.70414639116516,0.94,1,10,0,5,tertiary,self-employed,10916,0
937,13,42.60833838903715,0.61,3,8,8,5,tertiary,blue-collar,13574,1
938,13,13.071037674019948,0.99,5,1,10,2,tertiary,self-employed,46087,0
939,13,88.66042152404667,0.82,3,9,6,1,secondary,white-collar,27790,0
940,14,44.97846488213225,0.68,7,8,6,1,secondary,blue-collar,27625,1
941,17,19.462251182076507,0.93,9,1,4,8,primary,self-employed,15206,1
942,15,36.77593508772896,0.73,6,7,6,10,secondary,self-employed,29517,1
943,15,41.4129752528927,0.63,10,8,1,4,primary,white-collar,59950,1
944,15,82.75378955668742,0.89,1,9,3,6,tertiary,white-collar,47696,0
945,15,73.3614380561402,0.9,7,8,6,4,tertiary,blue-collar,26105,1
946,14,76.93048936413398,0.97,3,9,2,6,tertiary,self-employed,45656,0
947,16,1.1031264428647214,0.7,5,8,1,3,primary,self-employed,12690,0
948,17,41.615399817976154,0.94,10,1,9,7,secondary,white-collar,46859,1
949,13,48.13441516353236,0.67,4,3,1,10,tertiary,white-collar,56728,1
950,16,1.9192276823056686,0.62,10,6,0,9,secondary,blue-collar,10690,1
951,15,25.98132087450342,0.73,5,1,4,10,secondary,self-employed,35103,0
952,16,76.0289823122135,0.72,5,0,5,9,tertiary,self-employed,44263,0
953,17,13.710970572899905,0.91,6,2,5,6,primary,blue-collar,21085,1
954,13,53.531013145259166,0.93,10,3,8,9,secondary,blue-collar,35825,1
955,13,21.52018720172375,0.78,10,7,3,4,tertiary,white-collar,20720,1
956,17,1.2120774643893273,0.97,6,5,0,10,secondary,white-collar,48641,1
957,17,24.12014575995415,0.75,8,10,5,5,secondary,blue-collar,47271,1
958,15,97.58737549100537,0.61,8,1,4,4,secondary,blue-collar,21720,1
959,13,80.15371118829896,0.99,9,8,9,6,secondary,self-employed,56732,1
960,16,95.95766443210334,0.76,8,1,5,1,secondary,blue-collar,10897,1
961,14,48.785404392636245,0.93,2,4,2,4,primary,blue-collar,27094,0
962,14,10.973619867750351,0.75,10,3,1,9,primary,self-employed,46463,1
963,17,54.79594889736929,0.97,1,6,5,2,tertiary,blue-collar,45454,0
964,15,45.43773345599609,0.61,10,7,0,8,primary,white-collar,33572,1
965,14,84.4357082739616,0.61,2,4,6,5,primary,white-collar,48546,1
966,13,9.808258078424458,0.85,2,9,6,9,primary,self-employed,25150,0
967,17,48.82411370217782,0.72,3,4,9,2,secondary,blue-collar,26799,0
968,16,15.004866469398426,0.9,10,1,6,6,secondary,white-collar,19663,1
969,17,32.467592689006,0.93,7,7,10,3,tertiary,white-collar,46948,1
970,16,73.73570773877996,0.98,2,1,9,2,tertiary,white-collar,47030,0
971,17,47.601812936876655,0.62,1,9,0,7,tertiary,white-collar,37007,1
972,17,37.58882851457693,0.67,6,5,3,3,secondary,blue-collar,45283,1
973,17,39.44762785700353,0.82,9,7,6,10,primary,blue-collar,35671,1
974,16,45.94467684059866,0.73,3,5,10,0,primary,blue-collar,35385,0
975,16,78.50165438370568,0.86,6,3,8,5,secondary,blue-collar,21236,1
976,17,89.20846889402344,0.88,3,3,4,9,tertiary,white-collar,32024,0
977,14,95.53346865039283,0.98,1,5,1,10,tertiary,self-employed,56872,1
978,15,78.6903386255295,0.98,5,3,6,10,tertiary,self-employed,49384,0
979,15,31.540689574801274,0.6,10,7,9,0,secondary,white-collar,27376,1
980,15,68.81347060865421,0.76,4,8,0,4,tertiary,white-collar,47138,0
981,16,43.760312405539196,1.0,7,0,6,6,tertiary,self-employed,28157,1
982,16,25.467062204605117,0.89,6,3,5,5,secondary,self-employed,29945,1
983,14,84.08715794259226,0.72,10,3,6,1,primary,white-collar,46584,1
984,15,3.8426348962324997,0.8,7,1,9,10,secondary,white-collar,33017,1
985,15,90.17619921354235,0.78,5,5,2,3,secondary,blue-collar,11756,1
986,17,46.147746462473414,0.78,4,2,2,10,secondary,blue-collar,45141,0
987,16,63.72014768082804,0.84,7,6,6,1,secondary,self-employed,12576,1
988,15,65.93539222057827,0.81,7,10,1,10,primary,white-collar,35467,1
989,14,89.51177407065364,0.9,6,10,0,0,tertiary,self-employed,46952,1
990,14,63.66696821672073,0.76,8,4,8,2,secondary,blue-collar,41205,1
991,15,61.39335847600618,0.82,4,3,8,2,primary,blue-collar,45165,0
992,16,6.665204056068996,0.91,10,4,6,6,tertiary,self-employed,22674,1
993,14,51.84080219452041,0.69,5,7,6,0,tertiary,blue-collar,53094,1
994,17,15.016900081704165,0.69,4,2,2,8,tertiary,white-collar,53314,1
995,14,73.74337687214856,0.95,1,6,9,10,secondary,self-employed,32353,0
996,13,51.22219208126745,0.67,8,5,1,5,secondary,white-collar,39849,1
997,13,68.02277792083532,0.79,1,0,10,3,tertiary,white-collar,14535,0
998,16,4.167290060238427,0.91,5,6,6,2,tertiary,blue-collar,57367,0
999,15,8.479201604580322,0.73,6,6,8,2,tertiary,white-collar,51936,1
