,Age,Gender,Race,Criminal History,Prior Offense Type,Violation Type,Employment Status,Income Level,Education Level,Family Structure,label
667,50,Female,Asian,1,Theft,Domestic violence,Employed,Middle,High school diploma,No,1
668,54,Female,Black,2,Assault,Property theft,Unemployed,High,High school diploma,Yes,1
669,61,Female,Other,3,Property damage,Domestic violence,Employed,Middle,High school diploma,Yes,1
670,35,Female,White,0,Property damage,Property theft,Unemployed,Middle,Bachelor's degree,No,0
671,23,Female,Asian,0,Battery,Other,Unemployed,Low,High school diploma,Yes,1
672,29,Male,Other,1,Property damage,Property theft,Employed,High,Master's degree,Yes,0
673,64,Female,White,1,Property damage,Domestic violence,Employed,Low,Master's degree,Yes,0
674,24,Female,White,4,Theft,Property theft,Employed,Low,High school diploma,Yes,1
675,24,Female,White,2,Battery,Drug offenses,Unemployed,Low,Master's degree,No,1
676,43,Male,Other,0,Theft,Domestic violence,Employed,High,High school diploma,Yes,0
677,49,Male,Other,3,Battery,Other,Unemployed,High,Master's degree,No,1
678,25,Female,Other,2,Battery,Domestic violence,Employed,Middle,High school diploma,Yes,1
679,27,Female,Black,2,Property damage,Drug offenses,Employed,Low,High school diploma,No,1
680,19,Male,Asian,4,Theft,Other,Unemployed,Middle,Master's degree,No,1
681,63,Male,Other,4,Theft,Domestic violence,Unemployed,Low,High school diploma,Yes,1
682,34,Male,White,1,Theft,Property theft,Employed,Low,Bachelor's degree,Yes,0
683,62,Female,Other,1,Assault,Drug offenses,Employed,High,Master's degree,Yes,1
684,45,Male,White,3,Theft,Other,Employed,High,Master's degree,Yes,1
685,22,Female,Other,2,Battery,Drug offenses,Unemployed,Low,High school diploma,Yes,1
686,18,Male,Other,4,Property damage,Other,Employed,Low,Bachelor's degree,No,1
687,34,Female,Black,4,Battery,Property theft,Unemployed,Low,Bachelor's degree,Yes,1
688,33,Female,Black,0,Battery,Property theft,Unemployed,Low,High school diploma,Yes,1
689,63,Female,Asian,2,Theft,Drug offenses,Unemployed,Low,High school diploma,No,1
690,63,Female,Asian,3,Battery,Property theft,Unemployed,Middle,High school diploma,Yes,1
691,25,Male,Asian,0,Property damage,Property theft,Employed,Middle,Bachelor's degree,Yes,0
692,16,Male,Asian,1,Assault,Property theft,Unemployed,Low,Bachelor's degree,Yes,1
693,22,Male,Asian,0,Property damage,Domestic violence,Unemployed,Middle,High school diploma,Yes,0
694,31,Female,Asian,4,Assault,Other,Unemployed,Low,Bachelor's degree,Yes,1
695,61,Male,White,0,Property damage,Drug offenses,Unemployed,High,Master's degree,Yes,0
696,56,Female,Black,4,Battery,Domestic violence,Employed,Low,Bachelor's degree,No,1
697,53,Male,Other,1,Battery,Other,Employed,Low,Master's degree,Yes,1
698,19,Male,Other,3,Theft,Drug offenses,Unemployed,High,Master's degree,Yes,1
699,59,Female,Black,2,Property damage,Domestic violence,Unemployed,Low,Master's degree,No,1
700,62,Male,Other,4,Battery,Domestic violence,Unemployed,High,Bachelor's degree,No,1
701,46,Male,White,4,Battery,Domestic violence,Unemployed,Low,High school diploma,Yes,1
702,39,Male,Other,2,Theft,Domestic violence,Unemployed,High,Bachelor's degree,Yes,0
703,63,Female,Other,1,Assault,Domestic violence,Employed,Middle,Bachelor's degree,No,1
704,57,Female,Other,2,Theft,Domestic violence,Employed,Middle,Bachelor's degree,No,0
705,43,Female,Asian,0,Battery,Property theft,Employed,Middle,Master's degree,No,1
706,20,Female,Black,4,Assault,Other,Unemployed,High,Master's degree,No,1
707,56,Male,Other,2,Property damage,Other,Unemployed,High,High school diploma,No,1
708,51,Female,White,1,Property damage,Domestic violence,Unemployed,High,Bachelor's degree,Yes,0
709,25,Female,Black,0,Battery,Other,Unemployed,High,High school diploma,Yes,1
710,22,Male,Asian,4,Theft,Drug offenses,Unemployed,High,High school diploma,Yes,1
711,48,Male,Other,3,Property damage,Property theft,Unemployed,Middle,High school diploma,No,1
712,20,Female,Asian,1,Battery,Other,Unemployed,High,High school diploma,No,1
713,22,Female,Asian,3,Battery,Drug offenses,Unemployed,Low,Master's degree,No,1
714,29,Female,Asian,3,Property damage,Other,Employed,High,High school diploma,Yes,1
715,56,Male,Asian,3,Assault,Other,Employed,Middle,Master's degree,No,1
716,55,Female,Black,2,Assault,Other,Unemployed,Low,Master's degree,No,1
717,31,Female,Black,0,Property damage,Drug offenses,Employed,Low,High school diploma,Yes,0
718,40,Male,Other,0,Battery,Domestic violence,Employed,High,High school diploma,No,1
719,25,Female,Other,4,Property damage,Domestic violence,Unemployed,Low,High school diploma,Yes,1
720,60,Male,White,1,Theft,Property theft,Unemployed,High,Master's degree,No,0
721,61,Male,Black,1,Theft,Drug offenses,Unemployed,High,High school diploma,No,1
722,41,Female,Black,4,Property damage,Domestic violence,Unemployed,High,Bachelor's degree,No,1
723,35,Female,Asian,0,Battery,Drug offenses,Employed,High,High school diploma,No,1
724,22,Female,Other,3,Battery,Drug offenses,Unemployed,Low,High school diploma,No,1
725,44,Female,Other,2,Property damage,Property theft,Unemployed,High,Bachelor's degree,No,0
726,62,Male,Other,0,Assault,Other,Employed,High,Master's degree,No,1
727,53,Male,Asian,1,Assault,Property theft,Unemployed,Low,High school diploma,Yes,1
728,22,Female,White,3,Theft,Other,Unemployed,Middle,Master's degree,Yes,1
729,24,Male,Black,0,Battery,Drug offenses,Employed,Low,Bachelor's degree,Yes,1
730,37,Female,Other,4,Property damage,Other,Employed,Low,Master's degree,No,1
731,27,Male,Other,4,Theft,Drug offenses,Employed,High,Bachelor's degree,No,1
732,22,Female,Asian,1,Theft,Domestic violence,Unemployed,Low,Bachelor's degree,Yes,1
733,25,Male,Asian,4,Theft,Domestic violence,Employed,Low,Bachelor's degree,Yes,1
734,41,Male,Other,4,Assault,Drug offenses,Unemployed,High,High school diploma,Yes,1
735,45,Female,Black,1,Property damage,Property theft,Employed,Low,Bachelor's degree,Yes,0
736,31,Female,Asian,2,Theft,Drug offenses,Unemployed,High,High school diploma,Yes,0
737,63,Female,Black,1,Property damage,Drug offenses,Unemployed,Middle,Bachelor's degree,No,0
738,58,Female,Asian,2,Property damage,Drug offenses,Unemployed,Middle,Bachelor's degree,No,0
739,39,Female,White,1,Assault,Other,Employed,Low,High school diploma,No,1
740,25,Male,Black,4,Theft,Other,Employed,Middle,Master's degree,Yes,1
741,64,Male,Asian,3,Assault,Other,Unemployed,High,High school diploma,Yes,1
742,59,Male,White,1,Property damage,Domestic violence,Unemployed,High,Bachelor's degree,No,0
743,34,Female,White,0,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,No,0
744,41,Female,Asian,0,Assault,Domestic violence,Unemployed,Low,Bachelor's degree,No,1
745,31,Male,Other,0,Theft,Other,Unemployed,High,Master's degree,No,0
746,49,Male,Asian,4,Battery,Other,Unemployed,High,Bachelor's degree,Yes,1
747,35,Female,Asian,4,Theft,Drug offenses,Unemployed,Low,Master's degree,Yes,1
748,63,Female,Other,3,Battery,Property theft,Employed,Low,Master's degree,Yes,1
749,49,Male,Asian,1,Theft,Other,Unemployed,Middle,High school diploma,Yes,0
750,26,Male,White,4,Theft,Other,Employed,Middle,Bachelor's degree,Yes,1
751,23,Female,Asian,0,Property damage,Domestic violence,Employed,High,High school diploma,Yes,0
752,33,Female,White,0,Assault,Property theft,Employed,High,High school diploma,Yes,1
753,22,Female,Asian,4,Assault,Domestic violence,Employed,Middle,High school diploma,No,1
754,56,Male,White,1,Assault,Drug offenses,Unemployed,Low,Bachelor's degree,Yes,1
755,25,Female,Asian,0,Battery,Property theft,Unemployed,Middle,High school diploma,No,1
756,43,Female,Asian,4,Property damage,Domestic violence,Employed,Middle,Bachelor's degree,Yes,1
757,51,Male,Other,4,Property damage,Property theft,Employed,High,Bachelor's degree,No,1
758,61,Female,Asian,4,Battery,Other,Unemployed,High,Master's degree,No,1
759,19,Male,Black,4,Property damage,Other,Employed,Low,Master's degree,Yes,1
760,20,Female,Black,4,Battery,Drug offenses,Employed,Low,Bachelor's degree,Yes,1
761,31,Male,Black,1,Assault,Other,Unemployed,Low,Master's degree,Yes,1
762,52,Male,Asian,1,Property damage,Drug offenses,Unemployed,Middle,High school diploma,Yes,0
763,34,Female,Asian,1,Theft,Domestic violence,Employed,High,High school diploma,Yes,0
764,16,Female,Asian,0,Assault,Other,Unemployed,Low,Bachelor's degree,No,1
765,34,Female,White,4,Battery,Property theft,Employed,Middle,High school diploma,No,1
766,38,Male,Other,1,Property damage,Domestic violence,Unemployed,Middle,High school diploma,Yes,0
767,39,Female,Asian,1,Theft,Domestic violence,Unemployed,Low,Bachelor's degree,No,1
768,38,Female,Asian,2,Theft,Other,Unemployed,Low,High school diploma,No,1
769,35,Female,Asian,4,Property damage,Drug offenses,Unemployed,High,Bachelor's degree,No,1
770,41,Male,Other,1,Theft,Domestic violence,Employed,Low,High school diploma,Yes,0
771,61,Female,Other,3,Assault,Property theft,Unemployed,Middle,Bachelor's degree,Yes,1
772,51,Female,Asian,1,Property damage,Other,Unemployed,Low,Bachelor's degree,Yes,1
773,38,Female,Asian,2,Assault,Drug offenses,Unemployed,Low,Master's degree,No,1
774,40,Female,Other,3,Battery,Other,Employed,Low,Master's degree,No,1
775,54,Male,White,4,Battery,Domestic violence,Unemployed,Middle,High school diploma,Yes,1
776,45,Male,White,4,Battery,Property theft,Unemployed,High,High school diploma,Yes,1
777,43,Male,Black,0,Property damage,Domestic violence,Unemployed,Low,Bachelor's degree,Yes,1
778,27,Male,Other,2,Assault,Drug offenses,Unemployed,High,Master's degree,Yes,1
779,29,Male,White,1,Theft,Other,Employed,Low,Bachelor's degree,Yes,0
780,38,Male,Black,2,Property damage,Property theft,Unemployed,High,Master's degree,Yes,0
781,64,Female,Other,3,Property damage,Drug offenses,Employed,High,Master's degree,No,1
782,51,Male,Asian,1,Assault,Drug offenses,Employed,High,Bachelor's degree,No,1
783,25,Male,White,3,Assault,Property theft,Unemployed,High,High school diploma,No,1
784,60,Male,White,4,Property damage,Drug offenses,Unemployed,Low,High school diploma,Yes,1
785,34,Male,White,4,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,No,1
786,60,Female,White,0,Theft,Domestic violence,Unemployed,Low,Master's degree,Yes,1
787,31,Male,White,1,Battery,Domestic violence,Employed,High,Master's degree,No,1
788,16,Male,Black,4,Property damage,Drug offenses,Employed,High,Master's degree,No,1
789,28,Male,White,1,Battery,Drug offenses,Unemployed,Low,Master's degree,Yes,1
790,34,Male,Other,2,Assault,Property theft,Unemployed,High,Bachelor's degree,No,1
791,16,Female,White,2,Assault,Drug offenses,Employed,Low,Bachelor's degree,No,1
792,62,Female,Black,2,Assault,Domestic violence,Unemployed,High,Master's degree,Yes,1
793,40,Female,Black,0,Battery,Drug offenses,Employed,Middle,Master's degree,Yes,1
794,18,Female,Asian,2,Assault,Domestic violence,Unemployed,Low,Bachelor's degree,No,1
795,38,Female,Black,0,Assault,Other,Employed,High,High school diploma,No,1
796,30,Male,White,2,Assault,Drug offenses,Unemployed,Middle,High school diploma,No,1
797,26,Male,Asian,4,Property damage,Property theft,Unemployed,Middle,High school diploma,No,1
798,16,Male,White,3,Assault,Other,Employed,Middle,Master's degree,No,1
799,60,Female,Black,0,Property damage,Other,Employed,Low,High school diploma,No,1
800,49,Female,Black,1,Battery,Domestic violence,Employed,High,High school diploma,Yes,1
801,17,Male,Other,2,Battery,Other,Employed,Low,High school diploma,Yes,1
802,38,Male,White,1,Battery,Drug offenses,Employed,High,Master's degree,Yes,1
803,47,Male,Asian,4,Battery,Other,Employed,Middle,Bachelor's degree,No,1
804,37,Male,Other,3,Theft,Drug offenses,Unemployed,High,Bachelor's degree,No,1
805,50,Female,Other,0,Theft,Other,Employed,Middle,Bachelor's degree,Yes,0
806,61,Male,Asian,1,Assault,Domestic violence,Employed,High,Bachelor's degree,Yes,1
807,46,Male,Black,0,Theft,Domestic violence,Employed,High,Master's degree,Yes,0
808,43,Female,Other,4,Battery,Drug offenses,Employed,High,Bachelor's degree,Yes,1
809,42,Male,Other,4,Theft,Property theft,Unemployed,High,Bachelor's degree,No,1
810,40,Female,Black,3,Assault,Property theft,Unemployed,High,Bachelor's degree,No,1
811,29,Female,Other,0,Battery,Other,Unemployed,Middle,High school diploma,No,1
812,48,Male,Black,2,Property damage,Property theft,Employed,Middle,Master's degree,Yes,0
813,20,Female,Asian,4,Battery,Domestic violence,Unemployed,Low,High school diploma,No,1
814,31,Female,Asian,1,Property damage,Drug offenses,Unemployed,Low,High school diploma,No,1
815,34,Male,White,4,Property damage,Property theft,Unemployed,High,Master's degree,No,1
816,18,Male,Asian,4,Property damage,Other,Employed,Middle,Bachelor's degree,No,1
817,23,Male,Other,3,Property damage,Other,Unemployed,High,High school diploma,No,1
818,30,Female,Other,2,Property damage,Domestic violence,Employed,Low,Master's degree,No,0
819,16,Male,Black,2,Assault,Property theft,Employed,High,High school diploma,Yes,1
820,29,Male,White,0,Property damage,Property theft,Employed,Low,High school diploma,No,1
821,29,Female,White,0,Battery,Drug offenses,Employed,Middle,High school diploma,Yes,1
822,34,Male,Other,2,Assault,Other,Unemployed,High,High school diploma,Yes,1
823,61,Female,Other,0,Battery,Drug offenses,Unemployed,Middle,Bachelor's degree,Yes,1
824,58,Male,White,1,Battery,Other,Unemployed,Middle,Bachelor's degree,No,1
825,50,Male,White,1,Property damage,Property theft,Employed,Middle,High school diploma,Yes,0
826,25,Female,Black,1,Assault,Domestic violence,Unemployed,Middle,Bachelor's degree,Yes,1
827,37,Female,Black,3,Battery,Domestic violence,Employed,High,Bachelor's degree,No,1
828,63,Male,Black,2,Property damage,Other,Unemployed,Low,Bachelor's degree,No,1
829,26,Female,Black,0,Assault,Other,Employed,Middle,High school diploma,No,1
830,20,Male,Black,4,Theft,Domestic violence,Unemployed,Middle,Master's degree,No,1
831,55,Female,Black,4,Battery,Drug offenses,Employed,Middle,Bachelor's degree,No,1
832,46,Male,Other,2,Battery,Domestic violence,Unemployed,Low,High school diploma,Yes,1
833,23,Female,Asian,0,Battery,Property theft,Unemployed,High,Master's degree,Yes,1
834,51,Female,Asian,2,Theft,Domestic violence,Employed,High,Bachelor's degree,Yes,0
835,21,Male,White,4,Battery,Drug offenses,Unemployed,High,High school diploma,No,1
836,34,Female,Other,3,Theft,Property theft,Unemployed,High,Bachelor's degree,No,1
837,18,Female,Other,0,Battery,Domestic violence,Unemployed,Low,High school diploma,No,1
838,43,Male,Asian,3,Property damage,Property theft,Unemployed,Middle,Bachelor's degree,Yes,1
839,43,Male,Asian,2,Assault,Other,Unemployed,Middle,Bachelor's degree,Yes,1
840,60,Male,Other,3,Battery,Drug offenses,Employed,High,Master's degree,No,1
841,26,Female,Other,0,Theft,Property theft,Unemployed,Low,High school diploma,No,1
842,55,Male,Asian,2,Battery,Other,Unemployed,Low,High school diploma,Yes,1
843,39,Male,Asian,0,Assault,Property theft,Employed,Low,Bachelor's degree,Yes,1
844,57,Female,White,1,Battery,Other,Employed,Low,Master's degree,Yes,1
845,22,Female,Asian,4,Theft,Domestic violence,Unemployed,Low,Bachelor's degree,No,1
846,38,Female,White,4,Theft,Other,Unemployed,High,Master's degree,No,1
847,35,Male,Asian,3,Assault,Drug offenses,Unemployed,Middle,Bachelor's degree,No,1
848,49,Male,Asian,1,Battery,Property theft,Unemployed,Middle,Master's degree,Yes,1
849,42,Female,Other,4,Assault,Property theft,Employed,High,Master's degree,Yes,1
850,64,Female,Black,0,Property damage,Drug offenses,Unemployed,Middle,Bachelor's degree,Yes,0
851,23,Male,Other,3,Property damage,Drug offenses,Unemployed,Low,High school diploma,Yes,1
852,62,Male,Other,0,Property damage,Property theft,Unemployed,Low,Master's degree,Yes,1
853,32,Male,Asian,1,Theft,Property theft,Employed,High,Master's degree,No,0
854,24,Female,White,1,Property damage,Other,Unemployed,Middle,Master's degree,No,0
855,54,Male,White,0,Assault,Drug offenses,Unemployed,Low,Bachelor's degree,No,1
856,16,Female,White,0,Assault,Other,Unemployed,High,Master's degree,No,1
857,44,Male,White,0,Assault,Domestic violence,Employed,Low,Bachelor's degree,Yes,1
858,32,Female,Asian,3,Theft,Property theft,Employed,High,Master's degree,No,1
859,19,Female,Other,3,Theft,Domestic violence,Unemployed,Low,Bachelor's degree,No,1
860,55,Male,Asian,1,Theft,Property theft,Unemployed,High,Bachelor's degree,Yes,0
861,27,Female,Other,1,Battery,Other,Employed,Low,High school diploma,Yes,1
862,27,Male,Other,1,Property damage,Property theft,Employed,Middle,Bachelor's degree,No,0
863,30,Male,Asian,1,Property damage,Property theft,Unemployed,High,High school diploma,Yes,0
864,36,Female,Black,1,Theft,Other,Employed,Low,High school diploma,Yes,0
865,27,Female,White,3,Property damage,Property theft,Unemployed,High,High school diploma,Yes,1
866,51,Female,Black,2,Property damage,Drug offenses,Unemployed,High,Master's degree,Yes,0
867,49,Female,Black,4,Battery,Property theft,Employed,High,Bachelor's degree,Yes,1
868,49,Female,Black,1,Assault,Domestic violence,Employed,Middle,High school diploma,Yes,1
869,63,Male,Asian,4,Theft,Property theft,Unemployed,Low,Bachelor's degree,No,1
870,38,Female,Asian,1,Assault,Domestic violence,Unemployed,Low,Master's degree,Yes,1
871,50,Male,Asian,0,Battery,Property theft,Unemployed,Middle,High school diploma,No,1
872,35,Female,Other,1,Battery,Other,Unemployed,High,Master's degree,No,1
873,24,Female,White,3,Property damage,Drug offenses,Employed,High,Master's degree,Yes,1
874,32,Female,Other,2,Battery,Other,Employed,Middle,Master's degree,Yes,1
875,16,Female,Asian,2,Theft,Other,Employed,Middle,Bachelor's degree,Yes,0
876,37,Female,Asian,4,Assault,Property theft,Employed,Low,Bachelor's degree,No,1
877,26,Male,Black,1,Assault,Drug offenses,Employed,High,Master's degree,Yes,1
878,61,Male,Asian,2,Assault,Domestic violence,Unemployed,High,Master's degree,No,1
879,60,Male,Other,2,Assault,Drug offenses,Unemployed,Low,Bachelor's degree,No,1
880,33,Male,Black,0,Assault,Domestic violence,Employed,Middle,Master's degree,Yes,1
881,27,Female,Other,3,Property damage,Other,Unemployed,Middle,High school diploma,No,1
882,29,Male,Black,2,Theft,Drug offenses,Employed,High,Master's degree,No,0
883,27,Female,Other,2,Property damage,Property theft,Employed,Middle,High school diploma,Yes,0
884,32,Male,White,0,Assault,Drug offenses,Employed,Middle,Master's degree,Yes,1
885,24,Male,Asian,0,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,Yes,0
886,43,Male,White,1,Theft,Drug offenses,Unemployed,Low,Master's degree,Yes,1
887,59,Male,Asian,2,Theft,Drug offenses,Employed,Low,Bachelor's degree,No,0
888,20,Female,Other,2,Assault,Domestic violence,Unemployed,Low,Master's degree,No,1
889,54,Male,Asian,1,Property damage,Property theft,Employed,Middle,High school diploma,Yes,0
890,28,Male,White,0,Battery,Other,Unemployed,High,High school diploma,No,1
891,45,Male,Other,4,Battery,Domestic violence,Unemployed,Low,Bachelor's degree,Yes,1
892,31,Female,Other,2,Assault,Domestic violence,Unemployed,Middle,Bachelor's degree,No,1
893,60,Male,Asian,4,Property damage,Drug offenses,Unemployed,High,Bachelor's degree,No,1
894,17,Male,White,2,Assault,Drug offenses,Employed,Middle,Master's degree,No,1
895,35,Male,White,1,Assault,Other,Employed,High,High school diploma,No,1
896,31,Female,Black,2,Battery,Domestic violence,Employed,Middle,Master's degree,No,1
897,55,Male,Other,4,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,Yes,1
898,37,Male,Other,0,Theft,Property theft,Employed,Middle,Master's degree,Yes,0
899,53,Female,Black,4,Property damage,Property theft,Unemployed,Middle,Bachelor's degree,Yes,1
900,37,Male,Asian,3,Assault,Other,Employed,Middle,Bachelor's degree,No,1
901,33,Female,Other,3,Theft,Domestic violence,Employed,Middle,High school diploma,Yes,1
902,61,Female,Other,0,Theft,Property theft,Unemployed,Middle,Bachelor's degree,Yes,0
903,18,Female,White,2,Battery,Other,Employed,High,Bachelor's degree,No,1
904,56,Male,Black,4,Theft,Domestic violence,Employed,Low,Bachelor's degree,No,1
905,60,Male,Asian,3,Property damage,Property theft,Unemployed,Middle,Bachelor's degree,Yes,1
906,25,Female,Other,3,Theft,Other,Employed,Low,High school diploma,No,1
907,21,Male,Other,0,Battery,Other,Employed,Low,Bachelor's degree,No,1
908,22,Male,Other,1,Assault,Property theft,Unemployed,Middle,High school diploma,Yes,1
909,27,Male,Asian,0,Property damage,Drug offenses,Employed,Middle,High school diploma,Yes,0
910,43,Female,Other,0,Theft,Other,Unemployed,Low,Bachelor's degree,Yes,1
911,27,Male,Other,1,Battery,Property theft,Unemployed,Middle,High school diploma,Yes,1
912,16,Male,Asian,2,Battery,Other,Unemployed,Middle,Master's degree,Yes,1
913,16,Female,Other,1,Theft,Property theft,Unemployed,Low,High school diploma,Yes,1
914,29,Female,Asian,1,Assault,Domestic violence,Employed,High,High school diploma,Yes,1
915,57,Female,White,4,Assault,Drug offenses,Unemployed,High,Bachelor's degree,No,1
916,24,Male,White,4,Theft,Drug offenses,Unemployed,Low,Bachelor's degree,No,1
917,46,Female,Black,1,Theft,Domestic violence,Unemployed,Low,High school diploma,Yes,1
918,62,Female,Asian,3,Theft,Drug offenses,Employed,Middle,High school diploma,Yes,1
919,61,Male,Other,1,Theft,Domestic violence,Unemployed,High,Master's degree,Yes,0
920,19,Female,White,3,Assault,Other,Employed,Middle,High school diploma,Yes,1
921,32,Female,Black,4,Property damage,Domestic violence,Unemployed,Low,High school diploma,No,1
922,39,Male,White,1,Theft,Drug offenses,Unemployed,Low,Bachelor's degree,No,1
923,58,Male,Black,4,Battery,Other,Employed,High,High school diploma,No,1
924,48,Female,White,4,Assault,Property theft,Employed,High,High school diploma,Yes,1
925,18,Female,White,3,Assault,Other,Unemployed,Low,Bachelor's degree,No,1
926,57,Female,Asian,1,Property damage,Property theft,Unemployed,High,Bachelor's degree,Yes,0
927,40,Male,Other,1,Battery,Domestic violence,Employed,Middle,Master's degree,Yes,1
928,37,Female,White,3,Battery,Drug offenses,Unemployed,Middle,Master's degree,No,1
929,39,Female,White,4,Battery,Drug offenses,Employed,Middle,Bachelor's degree,No,1
930,48,Male,White,4,Battery,Other,Unemployed,High,High school diploma,Yes,1
931,30,Female,Black,4,Assault,Domestic violence,Employed,Low,Master's degree,Yes,1
932,27,Male,White,4,Theft,Property theft,Unemployed,Low,High school diploma,No,1
933,49,Male,Other,2,Assault,Drug offenses,Unemployed,Low,Bachelor's degree,No,1
934,44,Male,Asian,3,Battery,Property theft,Employed,Low,High school diploma,Yes,1
935,64,Female,White,4,Property damage,Property theft,Employed,Middle,Master's degree,Yes,1
936,29,Female,Black,0,Assault,Property theft,Unemployed,Middle,Master's degree,No,1
937,21,Male,Black,3,Theft,Domestic violence,Unemployed,High,Bachelor's degree,Yes,1
938,29,Male,White,0,Property damage,Drug offenses,Employed,Low,Master's degree,Yes,0
939,46,Male,Black,3,Theft,Drug offenses,Unemployed,Middle,Bachelor's degree,No,1
940,34,Female,Black,2,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,Yes,0
941,46,Female,Other,2,Property damage,Property theft,Employed,High,High school diploma,Yes,0
942,22,Male,Other,0,Assault,Domestic violence,Unemployed,High,High school diploma,No,1
943,57,Male,Black,1,Theft,Domestic violence,Employed,Middle,Bachelor's degree,No,0
944,64,Male,White,2,Assault,Drug offenses,Employed,High,Master's degree,No,1
945,56,Male,Black,1,Battery,Other,Employed,Middle,Master's degree,Yes,1
946,46,Male,Asian,2,Theft,Domestic violence,Unemployed,High,High school diploma,No,1
947,54,Male,Asian,2,Battery,Property theft,Employed,Low,Bachelor's degree,No,1
948,42,Male,White,4,Property damage,Domestic violence,Employed,Low,Master's degree,No,1
949,47,Male,Asian,0,Theft,Drug offenses,Unemployed,High,Master's degree,Yes,0
950,18,Male,Other,1,Property damage,Drug offenses,Employed,Middle,High school diploma,Yes,0
951,34,Male,Asian,4,Battery,Domestic violence,Unemployed,High,Bachelor's degree,Yes,1
952,26,Male,Black,4,Battery,Property theft,Unemployed,Low,Master's degree,Yes,1
953,44,Female,Other,3,Assault,Other,Employed,High,High school diploma,Yes,1
954,51,Female,Other,0,Battery,Drug offenses,Employed,Low,Master's degree,No,1
955,54,Male,Black,4,Property damage,Drug offenses,Employed,Middle,High school diploma,Yes,1
956,47,Male,White,2,Theft,Property theft,Unemployed,High,Bachelor's degree,Yes,0
957,58,Male,Asian,0,Theft,Domestic violence,Unemployed,Middle,Master's degree,No,0
958,41,Male,Black,2,Theft,Domestic violence,Employed,Low,Master's degree,No,0
959,63,Male,Other,3,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,No,1
960,57,Male,Other,2,Property damage,Other,Employed,High,Master's degree,No,0
961,57,Male,Other,2,Battery,Domestic violence,Employed,Low,Bachelor's degree,No,1
962,20,Male,Other,0,Theft,Domestic violence,Unemployed,Low,High school diploma,No,1
963,29,Female,Other,2,Property damage,Drug offenses,Employed,Middle,Bachelor's degree,No,0
964,39,Female,Asian,4,Assault,Domestic violence,Employed,Middle,Master's degree,No,1
965,24,Male,Black,2,Assault,Domestic violence,Unemployed,Low,Master's degree,Yes,1
966,59,Female,Black,0,Theft,Property theft,Employed,High,High school diploma,Yes,0
967,27,Female,Black,1,Property damage,Drug offenses,Employed,Low,Master's degree,No,0
968,50,Female,Other,2,Property damage,Domestic violence,Employed,Middle,High school diploma,Yes,0
969,56,Female,Black,1,Property damage,Other,Employed,High,Master's degree,Yes,0
970,32,Male,Black,2,Assault,Drug offenses,Employed,High,Master's degree,No,1
971,44,Male,Black,3,Theft,Drug offenses,Employed,Low,High school diploma,Yes,1
972,64,Female,White,4,Assault,Drug offenses,Employed,Middle,High school diploma,Yes,1
973,51,Female,Black,0,Battery,Drug offenses,Unemployed,Low,High school diploma,Yes,1
974,44,Female,Other,0,Battery,Property theft,Unemployed,Middle,Bachelor's degree,No,1
975,54,Female,White,3,Battery,Other,Unemployed,Low,Master's degree,No,1
976,59,Male,Black,0,Theft,Drug offenses,Employed,Middle,Bachelor's degree,Yes,0
977,52,Female,Black,4,Property damage,Domestic violence,Employed,Low,High school diploma,No,1
978,33,Male,Other,4,Property damage,Domestic violence,Employed,High,Bachelor's degree,Yes,1
979,64,Male,Black,2,Assault,Property theft,Employed,Middle,High school diploma,Yes,1
980,46,Female,White,0,Battery,Property theft,Unemployed,Middle,Bachelor's degree,Yes,1
981,64,Male,Other,0,Battery,Drug offenses,Employed,High,Master's degree,Yes,1
982,59,Female,Other,3,Assault,Domestic violence,Unemployed,Low,Master's degree,No,1
983,28,Female,Black,1,Theft,Other,Unemployed,Low,High school diploma,No,1
984,17,Female,Asian,0,Property damage,Other,Employed,Middle,Bachelor's degree,No,0
985,48,Male,White,1,Theft,Domestic violence,Unemployed,High,High school diploma,Yes,0
986,39,Female,Other,4,Assault,Property theft,Employed,Low,Bachelor's degree,No,1
987,51,Female,Asian,2,Battery,Drug offenses,Unemployed,High,High school diploma,No,1
988,57,Female,Asian,4,Assault,Drug offenses,Employed,Low,Bachelor's degree,Yes,1
989,24,Female,White,1,Property damage,Domestic violence,Unemployed,Middle,Bachelor's degree,No,0
990,39,Female,Black,0,Assault,Other,Employed,Low,Master's degree,No,1
991,33,Male,Asian,3,Property damage,Property theft,Unemployed,High,Master's degree,No,1
992,37,Female,Other,3,Theft,Domestic violence,Unemployed,High,Bachelor's degree,Yes,1
993,34,Female,Other,0,Theft,Property theft,Employed,High,Bachelor's degree,No,0
994,23,Male,Other,3,Battery,Other,Unemployed,High,High school diploma,Yes,1
995,46,Female,Black,3,Theft,Property theft,Unemployed,Low,Master's degree,No,1
996,41,Female,Asian,0,Theft,Drug offenses,Employed,High,Bachelor's degree,Yes,0
997,61,Female,Asian,4,Assault,Domestic violence,Unemployed,Low,Master's degree,No,1
