,Age,Income,Months_Since_Last_Purchase,Total_Spent,Number_of_Transactions,Campaign_Opened,Campaign_Clicked,Days_Since_Last_Campaign,Customer_Loyalty_Score,Average_Order_Value,Number_of_Products_Viewed,Campaign_Sent,Time_Spent_on_Site,label
499,78,177087,11,2220.7587069332058,29,2,2,127,74.47507316299222,234.05777501749913,80,4,37.233007149214046,0
500,64,53320,8,3216.6998965954863,38,3,0,172,16.82365791084919,49.78100152304377,46,0,25.132229115916548,0
501,38,84881,12,8480.420896014839,12,4,2,34,18.993474366102003,268.5000761974954,93,5,27.675712508383675,0
502,53,110827,3,7288.614422699468,31,0,0,258,46.07121713482755,654.2357799453179,53,6,149.63235980573924,0
503,36,122215,23,953.9927731321063,49,5,2,4,28.62798621119409,533.6169313092108,54,0,93.9308513903247,0
504,37,177361,10,4287.020209864336,28,1,3,217,24.746298123314638,944.0412782809275,94,8,156.58683454797344,1
505,74,154461,19,291.6976364526447,45,0,1,10,64.52376445533316,396.2772624917006,18,7,149.25097887004108,0
506,35,176755,17,4808.90146603009,29,3,3,326,65.09717452185446,693.8633423283945,61,7,120.92254270104432,1
507,64,164701,10,6624.340117010681,17,5,2,116,82.45170697999292,489.3227474751214,98,6,137.2733213157359,0
508,66,81550,24,1185.0262359815156,12,5,1,183,41.77085669729759,512.5762159242116,92,4,3.6711448758283582,0
509,31,44826,20,2888.8493890916566,42,5,0,361,7.308509102615024,267.7743146041175,58,2,62.35552936100439,0
510,32,120734,3,3978.3662550215695,20,2,2,115,27.366638492145768,454.9507768419997,64,8,127.56443585188204,0
511,48,177702,17,9195.310246560497,29,1,1,161,98.00054631968169,470.78499701270727,67,6,1.8689906972488401,0
512,18,197235,0,9932.55015422964,20,3,0,66,59.62585752327021,706.642521748934,27,10,6.595388736518681,1
513,71,118511,6,449.1129899561586,47,3,0,199,70.97370848010203,940.6399991861139,17,9,170.37759649407664,0
514,20,31653,5,7610.079234953921,16,5,3,30,0.7357829625414536,329.3212774825043,25,9,136.80497233841436,1
515,33,179033,14,3717.240664023432,39,3,2,74,51.820573218252086,42.200468581298445,18,7,53.07394662406879,0
516,74,101941,17,3924.5818622948004,18,1,0,236,3.7528657531803122,496.2951255006397,54,5,137.5925680237418,0
517,29,53662,23,7542.649733470227,14,1,1,326,56.9230212091448,544.4613321491686,56,10,158.49133382785266,0
518,33,118818,10,9184.264321454086,8,4,0,65,92.07708496360753,168.44055113191524,5,4,61.358856622020255,0
519,41,172360,19,9509.285945025484,9,4,0,69,96.84191305004079,760.4646062760667,0,7,7.20747549983749,0
520,45,115081,23,5771.225860383208,43,0,3,296,54.055267538892416,984.9291084414916,7,2,186.5558249375469,1
521,25,56877,14,3571.211593005028,30,1,3,19,45.8204805252216,945.7747170084609,96,6,69.0359676591261,0
522,53,131562,15,7875.490858587793,22,1,1,225,94.5017094248494,197.1060388236522,50,1,21.296352656941274,0
523,25,166385,6,2510.0138326230026,29,1,3,198,67.3609831996695,875.3632399007607,84,2,98.37137427862947,0
524,75,92715,20,5640.740288335178,32,4,0,38,6.489927953840946,704.4936364116847,87,1,153.69355913282675,0
525,77,161398,9,3585.784615248732,8,5,0,144,46.57255776674975,453.84656380691155,24,4,44.329462923511834,0
526,67,130091,11,6566.310737078761,46,5,3,44,24.02450184643039,540.6109943247291,46,6,53.89801002667267,0
527,45,152632,23,2403.989128935069,0,3,0,325,46.98043214486815,849.6001749824582,54,10,48.54299735971664,0
528,58,99148,13,1915.9294573482578,43,5,0,90,45.54655720063617,480.13493963837317,63,9,198.33461056633564,0
529,81,103186,24,9182.390866754371,34,2,1,237,58.2144802814742,373.2073691051269,82,10,39.48074674610851,0
530,44,177817,4,1018.036829495369,10,4,3,69,35.677049034925126,493.2474930259858,92,10,115.1040433932248,0
531,80,182962,20,5059.579077349316,33,1,0,165,16.427044945592804,579.1298040350491,9,10,185.05292833139288,0
532,34,171094,17,2208.5278296300894,15,5,3,129,50.37194345899563,189.07765377834883,55,9,29.37931377555585,0
533,50,143629,4,389.2996332566745,8,4,1,213,83.0202884345762,900.9077302669907,11,0,194.17083957354004,0
534,46,90316,2,360.1881829142639,31,5,3,339,66.40122280676023,674.1869488296138,32,9,189.49544687912493,1
535,30,48380,22,1752.2177210582734,14,0,0,88,33.836786592521584,633.2689173374889,70,8,176.91439741165252,0
536,63,130198,4,8667.703545060003,11,1,3,334,93.55230227588572,99.49622618063813,16,0,42.91130426600045,1
537,52,22356,23,2824.7874397702667,32,0,0,251,91.22075712491822,604.1739381725918,60,0,126.81101120219667,0
538,23,90326,16,9504.591705752957,44,1,0,348,20.934839938409876,120.96066223849233,9,9,152.17829459224802,0
539,64,112447,18,5816.222929891936,13,4,0,71,3.9417585120362975,78.69767519539906,30,7,197.20558563928594,0
540,42,134994,18,4366.141897687661,7,3,1,164,74.13087083507622,527.3108956423933,59,5,36.08476441627408,0
541,83,40049,24,5800.888346694546,7,5,3,48,82.76102613491533,402.785534046495,69,5,153.2051799038593,1
542,27,125361,20,5166.983852262678,26,5,1,51,96.78645659513553,588.8102701562232,16,8,67.76023398542259,0
543,73,36082,11,7587.762537573251,11,2,3,288,88.98363940883107,89.22216805723859,49,3,35.12529311360046,0
544,47,20661,24,2824.960659728523,0,0,1,277,60.053476820641485,430.9830628472584,36,7,84.27538824277099,0
545,22,188484,8,3530.5039160030237,42,5,2,113,53.00523392123808,174.78671504515796,81,3,158.76718242972328,0
546,50,22920,0,8940.943025332508,39,4,0,238,2.784105126258629,987.1000859241166,61,1,92.96996074081044,1
547,82,99561,17,9464.565131504054,41,3,0,132,24.665644684477783,561.1502124351744,89,10,107.5046200406097,0
548,35,28946,20,8925.582274864744,50,4,1,273,45.96147517329264,687.4368609408673,79,7,199.03188204002424,0
549,66,196572,3,4194.479939573136,10,0,2,165,62.85039000835678,325.4182806826078,71,6,79.8218599114852,0
550,28,36309,9,7803.655030068817,38,2,0,292,55.725183331841066,94.73891477934416,87,3,123.08015094184796,0
551,43,75230,24,4763.3573330109875,42,5,3,242,74.26359896816905,975.8708627835366,76,8,73.04884032307437,0
552,80,131822,6,4975.398521461022,30,4,1,319,27.976693088704085,286.2590353831832,28,8,78.55712926574098,0
553,76,181099,21,2046.8010905728395,16,1,0,137,56.49526076524732,423.8081851735742,31,7,139.12815068908162,0
554,44,132340,22,5911.303032585164,32,3,0,78,8.814224339079214,649.863921702575,87,0,187.5773952189767,0
555,66,79321,0,1861.3589775334794,31,4,1,169,41.366552358320696,24.697297686111284,79,6,108.47179009846428,1
556,50,152028,16,3315.6469906719376,28,3,1,122,75.0160832954601,810.259130517287,10,4,153.67998578975596,0
557,18,94131,23,8550.302016199352,20,5,3,175,69.3400853429044,536.5781900286203,95,6,17.841311763392763,0
558,38,198980,1,2070.7580921085523,20,1,3,299,99.0642737172179,278.21718706882217,5,8,42.23160748638539,1
559,72,45963,10,711.5828517343281,39,2,0,81,27.7891125987756,61.607985292469245,34,1,100.42632818390649,0
560,23,121757,8,690.075926128163,22,2,0,86,49.81892991739792,162.49841547444143,32,10,4.002344725754958,0
561,22,190515,6,9407.845205031079,5,1,1,224,32.95304137739967,895.0338588534369,17,3,50.57099575251176,0
562,20,119259,21,5069.204379618346,21,3,0,15,44.060311405917474,686.024223935891,36,3,103.48025796499323,0
563,70,59063,16,4094.1207181701834,49,5,0,309,85.6950129869388,249.90172163688985,12,1,2.9922396512601424,0
564,40,134225,16,8108.785810079185,37,4,1,357,68.42090751884867,65.60076494502954,73,2,52.90925724520834,0
565,70,136400,1,8358.25927910516,36,1,0,162,88.24411913475817,690.6153123866363,100,10,102.8061638951739,1
566,54,100818,5,3321.910331156046,44,0,0,97,20.351110833188645,572.4077259677651,89,7,114.62984959624913,0
567,34,24703,13,6936.180574737952,50,3,2,155,87.3361117841438,404.519524458235,80,8,185.1503386110611,0
568,18,92099,5,7711.228158518866,7,2,3,1,5.976227417838443,363.6114491900638,63,5,129.06912465012158,1
569,68,176921,1,6546.506868659545,40,1,1,349,88.85992804371524,216.8142759291083,0,9,82.94716050599875,1
570,62,182932,0,1515.9507480009938,48,2,2,168,32.90737794607279,669.6112565375176,62,1,186.07023542661355,1
571,21,51585,9,8758.830835170571,34,3,3,314,31.458763341406648,970.6680277938705,88,1,156.97659667755886,1
572,79,173087,20,5390.945527360087,50,2,3,324,51.20885766986639,175.71524583682586,33,6,40.00178422254952,0
573,82,63585,4,2824.7242637000368,10,1,3,91,94.06901877232318,597.1166200155034,9,7,26.168472269763953,1
574,49,46958,1,4252.281854376939,23,3,2,180,4.778136468140537,424.18505574597623,83,7,135.16232714854658,1
575,51,46017,21,375.7109039890738,48,0,2,230,35.22309750707453,446.6887217446649,6,5,111.97663311539677,0
576,56,144677,15,1278.6680122241755,20,1,3,300,85.65719886833357,254.1472801278144,55,9,157.93472275855115,1
577,43,196422,24,7655.467505158608,50,4,0,147,39.60544774354668,825.1348756614191,79,7,147.7610100157373,0
578,51,163273,1,0.11634755366141114,1,5,0,279,19.9156897597067,485.2556041472411,36,0,125.04230677150301,1
579,71,49426,9,4165.658284822922,39,1,2,188,42.47941813314118,543.4058521982641,28,8,197.27643432577844,0
580,20,37778,1,5225.101810855885,18,3,2,346,38.55525014916693,304.7609127973258,11,0,106.71794602208173,0
581,67,196313,15,546.344200009723,38,5,2,349,91.54162014667034,181.80846566694976,16,2,22.621151300343968,0
582,29,62229,15,9730.78162972333,27,1,3,313,76.19343757430971,85.91038820282049,47,8,165.65471296319768,1
583,82,106652,18,2261.2533124967194,16,0,0,127,50.51155557440063,714.1191409249159,83,10,50.370672469141795,0
584,71,148267,6,3041.987196362809,5,0,2,6,98.8370566721571,196.23428168785563,25,4,155.46042962878366,0
585,22,199436,21,3039.4251225502735,18,4,2,46,46.527753127592334,690.0753541887977,82,8,191.4214192000103,0
586,74,146503,11,2304.166621173499,37,2,1,52,5.823783082027523,390.3764460469539,11,8,139.35910279286824,0
587,34,104878,23,14.73822086311416,27,5,3,186,26.22743218149849,415.77480098965145,20,5,119.20603218996023,0
588,64,77056,14,7293.447940879963,1,3,1,37,43.60704802193126,469.1774960927717,41,10,92.07723513500812,0
589,40,178562,7,9668.454997992854,37,3,0,225,15.690262414612011,367.7085081275432,60,0,72.88197319908065,0
590,31,39975,5,2242.9348328504507,36,2,1,52,94.7565126324043,100.61997722259008,57,9,70.60095019436726,1
591,83,177795,9,6630.4719180342245,50,0,1,223,76.68488978177731,309.6318100028458,53,6,127.27454114191812,0
592,68,174351,2,7418.963269587151,3,0,1,153,26.828720042777267,663.7343606939385,33,5,150.25462338754917,1
593,55,162633,18,8484.253790905248,21,1,3,47,59.08045335179158,665.784401468871,6,8,135.70341389688286,1
594,81,108397,16,4226.291970136092,25,4,0,350,72.1449157109572,286.22430723999435,34,6,39.682020238712546,0
595,55,53142,6,3029.3090564042923,48,5,1,146,94.1278928906798,460.102626557688,14,10,98.79743602869824,0
596,67,46916,20,3252.951340230311,42,4,3,63,88.16353491754107,193.44722801193748,64,3,158.3280144366126,1
597,47,84324,19,7126.213330985129,35,4,0,348,51.51922261382137,210.37208152983578,89,6,95.14081563781124,0
598,68,196037,3,8167.794665056361,12,1,2,181,77.46526197930176,23.047088406607408,98,1,107.32465594709876,0
599,80,145932,13,1816.1396775660266,31,4,1,124,56.2144753827585,896.7465499077446,24,5,154.22720963416444,0
600,69,155720,19,3709.410081577652,16,2,0,178,55.27038900455401,210.7066650749062,58,5,132.2530612530183,0
601,55,186205,21,9019.4019674915,40,1,1,38,11.47419583381919,227.53387693646332,78,1,81.86898417647852,0
602,47,116059,14,8066.935196947393,35,2,2,259,12.613765801615207,279.6014326451318,85,3,179.08254223884379,0
603,68,118317,23,9848.584027624758,45,1,0,2,52.95336150224574,127.408071695429,5,7,32.51341373269572,0
604,22,55046,7,7542.482596820808,18,4,3,63,26.886154497900662,639.2628831813628,51,7,199.10328971806496,1
605,46,198136,20,3931.9520102792226,34,2,0,28,2.103690246046863,75.14295317758656,78,7,23.77051569524744,0
606,21,121459,14,5906.378339946377,45,2,3,10,72.28392039002122,134.20242632635026,87,7,2.9899942208477803,0
607,27,65893,21,6610.142542473203,39,2,0,96,3.248659669016496,644.7567265900929,20,0,178.00378022975295,0
608,73,121520,19,784.5581631712395,27,1,3,357,59.52768411040545,339.6606204814427,70,1,48.99070167319122,0
609,34,145818,13,5444.969591038651,0,3,2,202,53.91937941273144,707.947826701189,92,3,145.93992548934418,0
610,34,81272,8,7093.208284726095,41,4,2,20,96.88146905778045,557.424744670142,95,8,162.20307498641387,0
611,51,87649,7,1673.213040010604,17,2,2,38,48.421313934764164,256.0211730615131,31,2,171.79727820642336,0
612,23,84674,16,7806.317174255571,47,5,0,222,6.360143637779736,650.827950489328,52,5,198.31884713283335,0
613,70,164832,1,5837.727805141117,39,3,2,101,55.16879678064617,116.27368029288066,58,6,58.80794200799981,1
614,83,172999,24,9522.217856975947,32,5,1,45,84.10961706161014,536.4103830800304,68,7,142.04866838545183,0
615,60,106475,23,424.22298206891696,11,4,2,65,99.68492842814399,437.14810504503464,61,6,23.079971656165643,0
616,40,81367,2,2653.2613755546695,7,4,3,90,43.034317368907246,267.87358281744076,3,2,81.36185827136988,0
617,72,163660,7,6015.538792998241,23,2,3,163,32.02987424967425,604.0049977395001,85,5,169.59433866251808,1
618,33,141750,11,2965.599122059307,15,2,3,110,90.66532969519989,871.3335923402825,17,4,73.53160921182167,0
619,25,138154,0,7144.241640712422,49,1,0,337,19.124212907612137,998.9046997630767,98,9,118.21907610712282,1
620,21,64738,9,7590.05282521931,3,3,1,122,61.542891503292665,607.7627687434245,80,3,100.75468874492681,0
621,21,53397,19,1025.1596406647445,37,3,2,192,40.57144241809477,404.7058743291702,55,0,129.19030622240902,0
622,73,102189,2,5138.544642067677,43,2,1,98,4.108236495555529,225.2071002162016,23,6,194.57887787753899,1
623,42,96367,5,5088.905555910559,26,4,1,290,34.72884743056978,257.09608939511173,65,7,11.147105300280424,0
624,84,140585,6,3692.807702155411,8,2,3,158,26.52285225026746,479.4549781497657,12,1,114.79230350032594,0
625,84,96619,19,9329.24862569672,46,4,3,102,68.60911539434869,367.27770128070927,61,6,172.60575585005697,1
626,44,131453,22,8275.063198732212,15,4,3,280,94.87904976919181,913.8145226249442,53,5,96.2765423496855,0
627,49,39816,24,6972.093819096368,11,2,0,42,26.804718737863777,368.29546765570956,14,4,15.705437188314564,0
628,67,193312,17,7143.266357349976,30,0,1,83,81.14659391516817,373.4445911454355,68,3,112.10787048335418,0
629,78,157348,10,4617.161438131191,23,3,1,190,5.535981693840952,383.53451243397694,2,1,66.41477816476409,0
630,68,99530,18,9209.94521096576,13,5,0,50,53.81210100398132,836.620210367658,36,9,30.98835706758718,0
631,36,174571,4,6945.954272532854,44,4,0,209,7.055006370989458,650.7883208469019,36,5,169.8069026566946,0
632,38,128856,18,7289.810616558165,24,4,0,125,93.40329911306394,614.1688503188926,100,4,104.31990259822432,0
633,22,91635,10,8616.909037873453,33,0,1,68,76.63512805573902,334.14302238386216,2,1,186.65528247581332,0
634,59,127803,23,2740.71589342191,2,5,1,264,65.79499112045923,817.9041768324395,62,9,161.2033009206138,0
635,78,55946,11,8070.70903866703,23,1,3,257,82.38963816246643,38.36386135570113,34,6,138.59435875473346,1
636,39,75204,9,1952.4060295649203,41,0,3,187,64.75197955701631,870.7971723381131,51,5,1.0051006730623868,0
637,38,35563,7,3453.4195224488785,8,5,1,229,96.89443971742911,512.7498997939296,86,10,85.56469132765,0
638,18,112324,23,3356.104542698427,25,0,3,188,71.39579478647715,398.2502348634128,27,8,39.49725633040646,0
639,22,29847,8,9785.254683891406,19,4,0,9,92.46586095822468,497.1672807176857,93,10,182.15958220977356,0
640,29,46155,3,8565.372237479269,39,3,2,113,51.713189201063805,667.4155305338311,17,9,34.91679693527205,0
641,63,99671,4,7011.698615902597,9,0,3,75,11.706441298186265,12.76542651789736,35,4,57.2120103318571,0
642,51,136891,20,7270.567616153901,18,1,1,163,52.81777214230171,871.5518564582477,32,8,103.36735354689984,0
643,66,103310,7,5620.727944025711,2,2,3,84,12.68728280630933,446.7395253113928,63,8,52.67272379961585,0
644,62,169381,22,9470.906671085191,23,5,3,48,59.249347917640506,342.9665197000782,25,0,41.972935455824235,0
645,44,151691,8,4962.587528823616,4,0,3,325,48.24930605276629,138.2455656340571,47,4,119.81986502055048,0
646,43,54707,14,3805.1770986989454,2,0,2,176,62.25753978327817,439.46537435844215,39,8,17.785904551004773,0
647,64,171409,14,1630.35336931591,26,1,0,217,1.0046981054831594,496.32277128437886,16,6,11.633551744184945,0
648,73,101537,15,7862.05652261058,15,3,1,188,19.484049165536412,403.6466944934778,39,5,74.44905903721428,0
649,80,198686,13,7344.439320755914,48,0,2,345,49.13304319121309,678.6600938268971,6,5,144.13289090157247,0
650,65,111155,7,3843.550385241349,14,0,1,229,95.05035615891349,420.896528759226,56,10,110.9613516547896,0
651,78,20281,17,251.9341395922936,34,3,1,254,38.360904035515844,961.4175778465733,7,6,84.57529369335577,0
652,43,178492,9,8389.973277180106,11,1,1,235,42.43720260536347,599.2775178235919,55,0,113.15031284491648,0
653,53,190102,19,114.17983454073632,40,5,2,25,71.46960890066222,807.477935651909,30,3,73.09029693065472,0
654,18,152130,5,7036.9977962905095,43,5,0,71,60.3792757286118,109.35590310947885,58,0,187.22926708642257,0
655,25,96260,11,9702.57109726057,25,0,1,260,29.892615009833325,397.2912929459057,57,5,10.980978182154866,0
656,69,179476,1,4376.613281482035,46,3,0,253,41.08163955674278,336.8477014471527,11,3,134.67829580596705,0
657,64,180928,6,2349.7340499595275,33,0,0,270,21.769979885723245,569.4823881365918,47,0,178.2565329655501,0
658,73,160272,15,7048.710100433817,22,2,3,122,96.60214591302085,861.1135200614256,30,8,160.77694174705067,1
659,31,84178,2,8171.281420155851,30,5,2,143,13.063438155735973,78.33821776200666,82,3,36.80820696428935,1
660,45,53997,12,5464.303160778473,49,4,2,256,37.18367845664194,72.57479804471079,62,5,59.18526979605767,0
661,19,176683,2,9670.352752561463,19,2,3,143,2.583897222001119,850.3177081575989,73,6,143.40958774142095,1
662,43,139273,17,516.687216579611,11,0,3,258,22.17794919335464,212.85008603835743,38,7,16.85411183615311,0
663,31,192307,10,5047.955983045282,22,1,0,46,78.04711383801549,668.7532544498137,75,10,162.37233996651682,0
664,76,186129,7,7184.539473225501,3,5,1,350,20.117523228887947,542.8781323608051,19,8,143.78138892095805,0
665,73,152311,5,8626.40471149179,22,4,2,12,8.00634025289656,832.8935948872295,100,8,145.9213298470685,0
666,24,146945,0,1792.5561190779006,47,2,1,207,47.44531798445233,125.08890983640353,47,7,20.048274053518277,1
667,20,65272,0,8000.034817636814,47,5,1,310,0.9969234734518495,129.78296572261127,70,9,143.55210896324618,1
668,40,109393,22,5527.070757185453,0,3,3,234,8.476615442633317,556.8183602783075,53,10,135.963625043994,1
669,35,81212,7,3965.536819899632,24,1,1,148,80.76258695629751,946.3786533583709,77,2,166.1844981643701,0
670,55,166470,4,1317.1502857909356,1,2,0,321,77.14733448596064,414.99775837075424,74,1,8.319191251293901,0
671,32,140030,15,8652.957589089125,29,3,3,154,91.5138820404896,326.94210025469494,70,4,4.622133693558439,0
672,81,76503,10,1572.7320817971536,2,0,1,165,85.45154359107495,606.6893231978859,28,0,74.60141997571215,0
673,45,157710,4,3097.8785920909922,20,3,3,89,68.3175563239818,930.4486005450311,73,2,29.757656769830575,0
674,56,26570,3,2900.4553196243687,24,2,0,185,5.233285730066283,836.9278328446237,92,0,111.67689551404439,0
675,74,88785,5,8714.140341908544,19,2,0,317,78.28486179866574,995.4836107332198,72,2,183.46978030134977,0
676,34,29110,13,6727.0299420889805,48,0,1,357,84.55108108405605,22.56858320237709,99,3,78.29594606680314,0
677,61,99141,21,7966.813971913723,21,3,3,173,79.90821457719545,112.85814471276223,47,6,168.99007545452082,1
678,42,32115,18,2504.67898792499,20,3,1,216,50.847903530802604,609.467763366622,73,4,0.04817490357329479,0
679,34,59062,8,6248.740996069989,32,0,1,263,23.290183864948165,820.5764393338497,82,4,33.702928691836846,0
680,30,42911,11,5717.459831437487,37,3,3,96,84.53299756887267,285.24434230676655,55,0,6.084707930817124,0
681,42,124061,10,8328.303767882711,14,5,1,116,72.71628097401384,239.21108803421876,94,7,65.62943610301373,0
682,27,52556,13,9060.870604812606,45,0,0,198,98.07611743888516,786.9757993812009,16,3,181.63791913930055,0
683,84,148335,22,121.56771477386808,14,1,3,319,15.569259775593292,56.381853853231576,8,9,19.39042471979755,0
684,35,21969,15,6740.199190587927,45,2,3,20,22.566458305205504,369.3826475825851,96,4,121.28195534876008,1
685,51,63753,0,518.3579911972902,24,1,3,199,21.17981498815027,505.8092225923297,33,1,90.29918782388884,1
686,25,155542,12,5488.586650773559,20,5,3,340,79.25397676213368,560.3486743503234,44,0,187.6936424731625,1
687,57,141863,22,2876.327290436782,23,5,1,247,18.690729645011817,728.6151567927769,87,8,24.503828507418767,0
688,59,30225,20,3067.765995221412,4,4,1,275,6.665982982330609,354.8457234306582,8,1,42.405570100445786,0
689,58,143008,20,3529.585034523566,5,4,0,263,99.85608065856286,612.6843446746072,6,5,5.908393722298655,0
690,23,174268,12,6212.9244904961015,48,4,2,57,2.4817211445149145,585.3754227909563,15,0,86.78704992627475,0
691,69,125823,1,3340.499656687692,42,0,2,301,83.52440601588657,547.6161006537471,18,0,55.566579912930855,1
692,43,33669,3,7326.990505902804,47,3,0,30,36.53668415506528,640.4832931422122,5,8,173.98118677806417,0
693,81,188452,5,4045.273855738697,43,5,2,248,84.16154597578152,259.4491710680763,10,3,120.988162639551,1
694,76,144398,22,683.5320030995862,46,1,0,92,55.4620491211145,84.64875358462898,75,8,122.81814759514033,0
695,73,130677,4,7837.598424841072,22,1,1,264,90.16312294863602,119.27167203974342,60,10,106.38213937626048,1
696,76,68320,24,2857.58324592706,3,1,3,270,92.61929864146266,224.58238265390108,41,4,18.3700674458402,0
697,50,198486,2,4327.668795992627,26,1,3,93,0.9098181280775997,500.19793552278526,12,6,89.00373674507105,0
698,70,166649,0,6854.438832219015,17,4,1,153,7.541217599278827,840.4427505460201,11,0,199.9010379417033,0
699,39,145354,3,3324.56157148712,20,1,3,284,25.035872957085548,701.2933420883841,84,5,167.04585816920297,1
700,38,108009,24,565.8565614671562,27,3,3,79,66.93154163635016,789.0406042020471,73,7,178.69181083342318,1
701,21,48625,19,3739.210470128136,34,4,2,291,88.8272196511506,350.9756239260914,19,0,164.6452718492999,0
702,79,44089,1,9444.485826943035,21,1,1,83,45.994195129396275,404.6537416485502,49,8,20.608338686196536,1
703,79,56487,4,6417.343972985582,39,0,2,364,60.697311627426544,393.68188599061284,35,2,45.48965081295992,0
704,41,130448,2,6714.791486672069,22,2,2,36,18.849985279556115,191.87318440450153,91,0,0.6243302712819254,1
705,72,70138,8,6322.821536376398,2,2,3,341,80.49668338816853,61.21665814357202,87,0,60.702024975622294,0
706,26,193895,19,1989.9213895943678,39,2,3,326,96.73281113534698,590.9160928272267,68,10,21.721480469298516,0
707,20,188280,5,4183.338641022801,49,4,1,231,26.85989329145975,989.2166834205862,36,5,94.5586690603166,0
708,48,74061,17,7509.397983633183,9,1,3,92,49.48259516005463,166.82970495026282,11,10,135.4254977147804,1
709,57,181731,5,1013.7289755315915,24,5,3,335,8.61161105063738,46.684819899273755,98,5,174.9010590076154,1
710,53,121376,18,2778.527760897123,48,5,1,101,55.91366564629684,779.5316818239329,39,0,149.84343301817964,0
711,41,182962,11,2763.191084658536,7,5,3,165,50.27834418466806,252.5860066847242,53,2,187.71711915570103,1
712,23,99134,24,4320.18927594506,10,4,2,158,14.44364841550776,829.6438053529283,1,6,10.779658078757759,0
713,83,67055,10,9803.687409421851,4,3,1,13,44.2066213118075,703.9366670345154,49,9,2.435967083308288,0
714,21,39508,1,675.0254668382194,44,0,3,224,33.410465208656326,945.6735370508046,40,2,132.26762276724253,1
715,23,193359,14,5187.009943805951,36,0,0,72,52.18308753051893,408.927235756672,44,2,57.87048204444925,0
716,68,178056,11,1793.6468201221046,44,2,1,248,58.565433542879916,661.9698394506341,8,2,50.700203221154624,0
717,79,130169,11,9706.765454097442,37,2,1,90,0.8495578607209509,464.8547808132707,61,6,66.17741753875886,0
718,74,28125,8,1133.035047274642,28,5,0,215,76.10059829495553,630.5886973085435,85,3,53.95921157847283,0
719,83,56059,20,4036.0100236159124,4,5,3,89,71.30142918617408,449.59890600773736,46,3,102.28728126031746,0
720,25,123409,23,7378.849848346062,8,2,3,28,36.62863862065222,188.63224642407482,4,2,88.0296894448265,0
721,43,168159,1,7045.544280274453,47,1,1,304,5.2935935568818255,507.8974160033809,75,9,102.48571027533127,1
722,68,25704,21,4227.2863689393225,1,3,1,219,75.49325397850504,528.5842014374423,0,10,134.54272230008723,0
723,62,131279,2,3465.2416795271824,0,3,3,327,95.51751604781325,810.603848260161,43,8,77.42610179422967,1
724,61,178280,11,3976.123785528706,39,3,3,214,24.015159602201418,735.5207057935812,21,1,50.26153742843136,0
725,22,138516,15,2642.7626315863927,50,3,2,220,32.35246137370379,663.7916239414441,37,3,33.2401073617491,0
726,43,190954,20,2053.329387067998,29,2,1,41,18.381288948181496,113.38709555257253,18,7,69.8948239065251,0
727,36,176995,23,4830.3969755889,10,0,1,134,57.693612334483966,720.6162906637151,79,5,148.3612950492344,0
728,37,134044,0,2685.3375606760733,27,2,0,41,15.484139464745494,500.3051563545148,30,6,151.3409820222939,1
729,29,49165,20,2874.616648972501,43,3,2,163,35.619394346137945,894.0995361061592,66,6,133.38107733684205,0
730,64,87203,2,6567.5606347455705,11,2,3,360,69.70130139342629,919.8709341305428,86,1,46.805635061374915,1
731,18,24114,19,9685.373316998923,38,3,2,282,56.01159830093484,55.15659060178546,41,3,117.61724917093954,0
732,31,56321,1,6036.372005593751,25,4,3,57,38.64625643279352,820.6415603544788,81,9,114.1379323153696,1
733,81,93297,8,769.7946706496627,12,5,3,301,42.02496018075419,37.697390422670615,25,9,96.8532396219451,0
734,55,116652,18,755.8361385406698,7,0,2,321,56.21108826232295,367.16962569502266,12,5,109.99579727677285,0
735,54,119304,14,9514.23220845566,27,4,1,24,0.5864727887161303,542.2999756210792,57,2,98.35812652473362,0
736,28,176498,17,2972.9079030733365,29,1,3,72,7.8509868453609855,148.10079862712743,17,8,113.09127321482164,0
737,20,37772,10,920.6698608247543,8,2,2,128,88.12580677630116,746.3138125690768,66,3,143.10119092422576,0
738,50,123754,24,5990.445871503815,38,1,0,86,7.787898909129076,8.354704172138572,86,9,21.92563888068795,0
739,23,23712,22,6236.487782902661,30,2,2,329,70.68035962105051,168.59904843403683,2,1,149.92515042980475,0
740,67,152439,15,6485.048201186882,20,5,0,152,92.00381641090526,580.7968298534757,54,5,27.17723002551884,0
741,27,135142,21,2674.020278575413,46,4,3,181,27.06836043017311,714.3875620372924,88,0,13.325599682074941,0
742,22,111736,16,151.10684214475035,33,5,2,124,37.04914370595142,916.6431026939161,90,5,195.2159372442935,0
743,40,71924,4,9650.153694544719,30,3,2,66,56.892140584471626,705.4966519346239,57,9,191.3983537740883,0
744,27,23726,11,2508.930456911025,24,5,0,5,88.17089696385847,671.779270254866,62,0,12.08730898811281,0
745,61,109152,10,6760.262880525475,11,5,2,124,94.19055872604201,394.3411463506643,90,7,88.65068829499243,0
746,19,47723,14,7066.298698787095,0,3,2,313,73.9563248111268,1.2844255268014138,51,4,37.24898765995495,0
747,30,146969,2,6100.074170794857,21,2,3,325,8.661976085469403,120.15925873562195,88,5,97.06897942688362,1
748,57,120494,0,3129.073942136482,39,3,2,52,66.91541555348508,534.5545447560391,23,1,166.0354485999175,1
749,19,160180,19,2710.9625376406575,36,4,1,65,41.03037218726621,675.1298858444197,71,1,190.12235494857805,0
