,Age,Gender,Occupation,Income,Fitness Club Member,Frequency of Visits,Duration of Visits,Class Type,Class Day,Class Time,Class Duration,Attitude towards Fitness,Motivation Levels,Past Attendance History,Weather,Location,Time of Day,label
314,56,Female,Teacher,76628.52714486637,True,3,0.37967233207332085,Pool,Wednesday,8 PM,0.5995498825789962,Neutral,Medium,Never Attends,Overcast,Rural,11 AM,1
315,51,Male,Student,68306.48842988934,False,1,0.4297886610582562,Strength Training,Tuesday,5 PM,1.2097769032479517,Negative,High,Rarely Attends,Overcast,Other,9 AM,0
316,34,Male,Doctor,54714.02256327865,True,3,0.373236023586625,Group Fitness,Saturday,9 AM,1.3511155831619535,Mixed,Low,Rarely Attends,Sunny,Rural,5 PM,1
317,56,Female,Doctor,66962.92912769684,True,1,0.5055320911177914,Strength Training,Monday,1 PM,1.0237105628879004,Positive,Medium,Sometimes Attends,Snowy,Other,11 AM,1
318,49,Female,Doctor,39562.44353050784,False,2,0.6197264700102147,Yoga,Monday,8 AM,0.8694752926983751,Positive,High,Rarely Attends,Cloudy,Rural,5 PM,0
319,31,Female,Other,92234.15918313242,False,5,1.4698985806252307,Spinning,Sunday,6 AM,0.9398548427691776,Neutral,Low,Rarely Attends,Overcast,Other,3 PM,0
320,35,Female,Doctor,89029.679001776,True,1,1.407437438195613,Pool,Thursday,7 AM,0.9862437274401933,Mixed,Low,Rarely Attends,Sunny,Downtown,3 PM,1
321,61,Male,Teacher,38705.091799184964,False,5,1.0361685124513607,Pool,Monday,1 PM,1.0695831616646143,Mixed,Low,Regularly Attends,Snowy,Downtown,9 AM,0
322,29,Male,Student,48545.50401795827,True,5,1.6940404776327445,Pool,Sunday,3 PM,0.9787741360142462,Negative,High,Sometimes Attends,Overcast,Beach,9 AM,1
323,45,Female,Other,66034.6126255527,False,5,0.3865630836178162,Strength Training,Friday,4 PM,0.861065053895256,Mixed,Low,Rarely Attends,Cloudy,Other,9 AM,0
324,69,Female,Teacher,39967.516184086184,False,1,1.0815340634393222,Spinning,Monday,6 PM,0.8385469543257811,Neutral,Medium,Regularly Attends,Rainy,Rural,1 PM,0
325,42,Male,Teacher,78398.7532825325,False,2,0.7854419586920267,Spinning,Sunday,7 AM,0.8238933173604283,Positive,Low,Regularly Attends,Sunny,Suburban,12 PM,0
326,52,Male,Engineer,47831.67912573987,True,4,1.21167846545099,Yoga,Tuesday,3 PM,0.7043609964930257,Mixed,High,Regularly Attends,Snowy,Other,3 PM,1
327,41,Male,Student,43652.348202457506,True,5,0.46876904439686373,Cardio,Saturday,12 PM,0.7710985203178071,Neutral,Medium,Regularly Attends,Snowy,Resort,2 PM,1
328,64,Male,Engineer,49292.10445407656,True,1,1.598179707210002,Group Fitness,Wednesday,3 PM,1.0984976894711267,Negative,Medium,Regularly Attends,Sunny,Rural,6 PM,1
329,56,Male,Other,54253.807381870734,True,1,1.5467885787558013,Spinning,Wednesday,12 PM,1.0308913211067843,Positive,High,Sometimes Attends,Snowy,Resort,8 PM,1
330,41,Male,Engineer,71089.76025391117,False,5,1.5707977928831587,Yoga,Thursday,8 PM,0.6529446545658125,Negative,High,Regularly Attends,Rainy,Downtown,12 PM,0
331,57,Female,Teacher,85078.9031596533,True,5,0.8115301617388893,Cardio,Monday,8 AM,1.4637917720905085,Positive,High,Rarely Attends,Cloudy,Rural,11 AM,1
332,50,Male,Engineer,74100.78818012314,True,5,0.19254669424250714,Group Fitness,Sunday,10 AM,1.199946430952004,Mixed,High,Rarely Attends,Overcast,Resort,2 PM,1
333,47,Female,Other,79482.9144891478,True,3,1.7190821932966258,Pool,Sunday,8 AM,1.4757951790930846,Mixed,Low,Regularly Attends,Rainy,Other,7 AM,1
334,18,Female,Student,86880.85643600639,True,3,1.0367811960650601,Cardio,Friday,7 AM,1.247817449264103,Positive,High,Regularly Attends,Overcast,Other,8 AM,1
335,63,Male,Doctor,91996.64001844735,False,3,1.6266863906742455,Yoga,Monday,2 PM,1.3164269288867043,Negative,Medium,Sometimes Attends,Sunny,Resort,1 PM,0
336,54,Male,Teacher,87487.68901190806,True,5,0.685220510517321,Cardio,Thursday,7 AM,1.4360669731198126,Neutral,Medium,Sometimes Attends,Sunny,Rural,12 PM,1
337,62,Female,Doctor,42959.68082893046,True,3,1.9636861385897555,Yoga,Saturday,2 PM,1.1769484028606878,Negative,High,Regularly Attends,Snowy,Rural,5 PM,1
338,38,Female,Student,38303.647646023055,False,5,1.3394921920490437,Spinning,Thursday,11 AM,1.1753956068864815,Positive,Low,Never Attends,Snowy,Beach,12 PM,0
339,30,Male,Teacher,98466.5854235647,True,1,0.035696735536225654,Spinning,Sunday,8 PM,1.1488386202370804,Mixed,Low,Sometimes Attends,Sunny,Rural,9 AM,1
340,37,Male,Teacher,59810.33733363233,True,4,1.3918195141196497,Cardio,Monday,7 AM,1.062478202794399,Mixed,High,Rarely Attends,Cloudy,Rural,4 PM,1
341,27,Female,Doctor,75042.39618948849,False,1,1.8588704280956407,Pool,Monday,3 PM,1.4682837117992147,Mixed,Medium,Never Attends,Cloudy,Downtown,2 PM,1
342,24,Male,Engineer,24851.535356510005,False,3,1.5372266791636149,Strength Training,Saturday,2 PM,0.793103338719516,Mixed,High,Sometimes Attends,Rainy,Downtown,8 AM,1
343,61,Male,Engineer,65487.11263607443,False,1,0.7404635000095336,Strength Training,Monday,7 AM,1.2532681342993,Negative,High,Rarely Attends,Cloudy,Resort,1 PM,0
344,35,Male,Other,70258.93661695207,True,3,0.10558322522145791,Strength Training,Monday,5 PM,1.0600669704851122,Negative,High,Regularly Attends,Rainy,Beach,6 AM,1
345,24,Female,Teacher,95754.49247472061,True,5,0.8540322815431005,Group Fitness,Wednesday,11 AM,1.1917597419358237,Mixed,Low,Regularly Attends,Snowy,Other,3 PM,1
346,33,Female,Engineer,99546.37774581695,True,3,0.410522499677896,Pool,Thursday,5 PM,0.9377864509016117,Neutral,Low,Rarely Attends,Rainy,Downtown,8 AM,1
347,32,Female,Other,28477.62167597909,True,5,1.0634412359765166,Cardio,Sunday,2 PM,1.4271423890086983,Mixed,Medium,Regularly Attends,Cloudy,Suburban,10 AM,1
348,31,Male,Other,95979.33870164864,True,4,1.7468841675078575,Spinning,Sunday,7 PM,0.6396359963229025,Negative,Medium,Rarely Attends,Snowy,Downtown,9 AM,1
349,58,Male,Doctor,26913.732281717654,False,3,1.2513894155594423,Yoga,Friday,11 AM,0.7354016171880694,Neutral,Low,Sometimes Attends,Rainy,Other,3 PM,0
350,25,Male,Teacher,25417.134377055798,False,1,1.0763807820845424,Strength Training,Wednesday,9 AM,1.4615263267768115,Mixed,Medium,Rarely Attends,Rainy,Downtown,12 PM,1
351,31,Female,Engineer,93702.74558526711,True,4,1.246016832771757,Group Fitness,Wednesday,3 PM,0.6102366820046999,Neutral,Low,Regularly Attends,Cloudy,Downtown,8 PM,1
352,47,Female,Doctor,41442.22715599391,True,1,0.4570028648321125,Yoga,Monday,5 PM,0.7743876060189872,Positive,High,Rarely Attends,Snowy,Downtown,8 PM,1
353,28,Female,Other,65329.408294444205,True,1,0.367913697782861,Strength Training,Wednesday,3 PM,0.8786361286488433,Negative,High,Regularly Attends,Cloudy,Rural,7 AM,1
354,21,Male,Student,23197.38006438835,False,2,0.41357445067077947,Spinning,Thursday,6 PM,0.8122790853685838,Neutral,High,Sometimes Attends,Snowy,Beach,6 PM,0
355,65,Male,Doctor,25206.761282153137,True,2,1.5520800389467757,Spinning,Saturday,3 PM,0.5403937692638928,Mixed,Medium,Regularly Attends,Sunny,Other,3 PM,1
356,27,Female,Engineer,38364.015452992055,True,2,1.9511011093007755,Pool,Friday,6 AM,0.7325039812838867,Negative,High,Never Attends,Overcast,Downtown,4 PM,1
357,23,Male,Engineer,50367.03179753937,True,1,1.1321316891525572,Spinning,Thursday,6 PM,0.7326795433370961,Mixed,High,Rarely Attends,Overcast,Other,8 PM,1
358,31,Male,Doctor,83781.67075531607,False,3,1.2792881111144836,Group Fitness,Wednesday,10 AM,1.314545749848376,Neutral,High,Regularly Attends,Rainy,Suburban,10 AM,0
359,54,Female,Other,43328.41242489914,True,1,1.7683096629653947,Cardio,Tuesday,6 AM,1.1938844309312602,Negative,High,Regularly Attends,Cloudy,Resort,12 PM,1
360,63,Female,Other,73354.1877652021,True,3,0.9346142791542289,Pool,Sunday,8 AM,0.553947230373394,Neutral,High,Regularly Attends,Snowy,Resort,9 AM,1
361,67,Male,Student,78019.01631392764,True,3,0.6544048543376331,Cardio,Wednesday,7 AM,1.4250848080380525,Neutral,Low,Never Attends,Sunny,Other,7 PM,1
362,29,Male,Engineer,47895.59122999542,False,2,1.7238560675796553,Spinning,Saturday,7 AM,1.070263911879293,Positive,High,Sometimes Attends,Snowy,Other,7 AM,0
363,40,Male,Teacher,23768.043122714716,False,4,1.3099082795505075,Pool,Friday,12 PM,0.872970783532736,Positive,Medium,Sometimes Attends,Sunny,Downtown,8 AM,0
364,19,Female,Engineer,90283.12126161814,True,3,1.689139154782961,Cardio,Sunday,3 PM,1.054746952413472,Positive,High,Regularly Attends,Cloudy,Resort,6 AM,1
365,66,Female,Teacher,40498.99174436169,False,5,0.26734807251430426,Spinning,Friday,3 PM,1.1516198473850192,Mixed,Low,Regularly Attends,Snowy,Beach,8 PM,0
366,67,Male,Teacher,23042.260969905354,True,3,0.051589686637447896,Spinning,Tuesday,1 PM,0.7378190846540595,Mixed,Low,Regularly Attends,Cloudy,Beach,8 AM,1
367,50,Female,Engineer,44630.84273986478,False,1,0.8890594594125063,Pool,Friday,10 AM,1.2482230317312735,Positive,Medium,Sometimes Attends,Rainy,Suburban,11 AM,0
368,67,Female,Student,39439.1897333824,False,1,1.665050573686151,Pool,Thursday,12 PM,1.088100652962312,Positive,Low,Regularly Attends,Cloudy,Other,7 AM,0
369,58,Male,Other,68980.92101549286,True,4,0.2909145453961328,Yoga,Sunday,1 PM,0.8696936854586866,Mixed,Low,Never Attends,Rainy,Resort,12 PM,1
370,63,Male,Doctor,37367.40275278601,False,2,1.7699985182581228,Yoga,Sunday,7 PM,0.6338042958662989,Negative,Low,Never Attends,Rainy,Beach,7 AM,0
371,32,Male,Engineer,94484.9953178741,False,2,1.3722458797246442,Strength Training,Sunday,11 AM,0.6604808879733373,Neutral,Low,Sometimes Attends,Snowy,Rural,2 PM,0
372,27,Male,Doctor,35815.70880016161,False,3,0.8696157161123785,Spinning,Saturday,7 AM,1.1284262377312548,Neutral,Medium,Regularly Attends,Rainy,Downtown,7 AM,1
373,53,Male,Teacher,25327.081561647377,False,4,1.4499719082496787,Strength Training,Saturday,3 PM,0.6534243857553153,Mixed,High,Sometimes Attends,Snowy,Suburban,8 AM,0
374,35,Male,Student,47301.57944788508,True,2,0.36952942042853665,Strength Training,Monday,6 PM,1.3319952197585139,Mixed,High,Regularly Attends,Rainy,Downtown,12 PM,1
375,56,Male,Student,43426.8632590186,True,5,1.6781942726727164,Pool,Tuesday,8 AM,0.7760770167452039,Positive,Low,Rarely Attends,Sunny,Beach,7 PM,1
376,39,Female,Other,89892.1006783426,False,2,1.1213982853149576,Cardio,Friday,2 PM,1.4624238717899285,Positive,Medium,Regularly Attends,Cloudy,Suburban,4 PM,0
377,27,Male,Student,76653.7171842256,False,2,1.218977469789778,Yoga,Tuesday,8 PM,1.2680858002283044,Positive,High,Regularly Attends,Snowy,Resort,5 PM,0
378,69,Male,Doctor,66462.89264883718,True,1,0.6331839078537795,Group Fitness,Thursday,7 PM,1.2495324781738937,Positive,Medium,Never Attends,Sunny,Downtown,1 PM,1
379,58,Female,Other,73273.59035081585,True,4,0.6820308996758198,Cardio,Sunday,1 PM,0.7291531923576111,Negative,Medium,Never Attends,Snowy,Downtown,5 PM,1
380,31,Female,Engineer,73713.87271896495,True,3,1.145179064026041,Group Fitness,Saturday,12 PM,0.6923849804527867,Neutral,High,Rarely Attends,Snowy,Beach,4 PM,1
381,67,Male,Engineer,79199.57261646815,False,3,1.9274197418698953,Yoga,Saturday,8 AM,1.2356688757167538,Positive,High,Never Attends,Overcast,Downtown,7 AM,0
382,44,Female,Teacher,42119.372054085994,True,5,0.9813968352482749,Spinning,Tuesday,12 PM,1.4551504329452516,Positive,Medium,Regularly Attends,Rainy,Suburban,11 AM,1
383,21,Female,Teacher,87012.72896690725,False,4,0.5864215683513918,Cardio,Wednesday,8 AM,0.5069860658723455,Mixed,Medium,Regularly Attends,Cloudy,Suburban,6 AM,0
384,64,Female,Teacher,65729.95758021265,True,3,0.4560582003317386,Yoga,Saturday,12 PM,1.3404129997764906,Neutral,Low,Regularly Attends,Cloudy,Suburban,1 PM,1
385,24,Male,Other,33265.67928029665,False,3,0.37118894771311406,Strength Training,Friday,8 PM,1.264188359294177,Positive,High,Regularly Attends,Snowy,Resort,6 PM,0
386,55,Male,Teacher,61573.705944864916,False,1,1.6512230864579958,Spinning,Saturday,8 PM,0.731386245943245,Neutral,Medium,Sometimes Attends,Cloudy,Other,12 PM,0
387,36,Female,Engineer,88742.86409166598,True,2,1.8128822836381362,Spinning,Friday,11 AM,1.0719142272104656,Positive,Low,Sometimes Attends,Cloudy,Other,6 AM,1
388,29,Male,Doctor,22244.730279560452,True,2,1.5873525934166337,Spinning,Tuesday,8 PM,1.0418869403818687,Mixed,High,Sometimes Attends,Overcast,Downtown,8 AM,1
389,49,Male,Doctor,32224.284953069626,False,2,1.9023006664450066,Strength Training,Monday,8 AM,1.2289998119576784,Mixed,High,Never Attends,Overcast,Beach,7 AM,0
390,34,Female,Engineer,97465.35190002127,False,2,1.149716426766999,Cardio,Friday,8 AM,0.7006427233438187,Mixed,High,Rarely Attends,Cloudy,Suburban,5 PM,0
391,58,Female,Engineer,79517.75378710286,True,4,1.5527131779561745,Pool,Tuesday,8 PM,1.38333442555459,Mixed,Medium,Rarely Attends,Overcast,Rural,3 PM,1
392,55,Female,Teacher,88006.15528073032,True,5,0.38387943899561305,Spinning,Sunday,8 PM,1.4402638169847468,Neutral,High,Never Attends,Cloudy,Other,5 PM,1
393,22,Female,Other,64437.47414164831,True,4,0.10705577056539406,Cardio,Friday,8 PM,0.8791613037633227,Negative,Low,Regularly Attends,Cloudy,Other,6 AM,1
394,34,Male,Other,20606.981389817473,False,5,1.073312117639304,Spinning,Tuesday,5 PM,1.1504988472309732,Mixed,High,Sometimes Attends,Overcast,Rural,11 AM,0
395,44,Female,Teacher,90863.47684525355,True,1,0.8804203827616444,Pool,Tuesday,12 PM,1.3862346288872112,Positive,High,Never Attends,Snowy,Other,6 AM,1
396,42,Female,Teacher,74357.59338393551,False,5,0.8711816914981765,Group Fitness,Saturday,7 PM,0.5742529562897633,Mixed,Medium,Rarely Attends,Cloudy,Beach,9 AM,0
397,56,Male,Teacher,34447.58458477107,True,3,0.4857101051666244,Pool,Tuesday,12 PM,1.2599088453449343,Neutral,Medium,Never Attends,Overcast,Downtown,2 PM,1
398,55,Male,Teacher,49359.03728245472,False,4,0.8221725242954738,Pool,Saturday,4 PM,1.3964341385747134,Mixed,Low,Rarely Attends,Snowy,Other,1 PM,0
399,45,Female,Teacher,28195.469570582412,True,2,1.8097208346740268,Spinning,Sunday,5 PM,0.8247124844812581,Neutral,Low,Rarely Attends,Snowy,Downtown,2 PM,1
400,50,Female,Student,64973.486699095614,True,3,1.3492243246722277,Pool,Friday,8 PM,1.0515811047948946,Mixed,Medium,Regularly Attends,Rainy,Suburban,1 PM,1
401,45,Female,Doctor,66768.68537319486,True,5,1.4183089151049248,Group Fitness,Sunday,9 AM,1.2650636307516234,Positive,High,Rarely Attends,Sunny,Resort,9 AM,1
402,37,Female,Doctor,32362.038911077783,False,4,0.11622501690402087,Yoga,Monday,10 AM,0.5651404920180583,Neutral,Medium,Sometimes Attends,Rainy,Rural,2 PM,0
403,30,Male,Student,48452.54453328533,True,1,1.3853694433552903,Spinning,Thursday,11 AM,0.6436905846318649,Negative,High,Regularly Attends,Snowy,Other,11 AM,1
404,29,Male,Doctor,34505.62352914021,False,2,0.9394692711847763,Spinning,Tuesday,6 PM,1.2409655175539887,Positive,Low,Sometimes Attends,Overcast,Other,3 PM,0
405,54,Female,Teacher,26947.95288699597,True,4,1.2379477755252282,Yoga,Monday,10 AM,1.2363951526871229,Mixed,Medium,Sometimes Attends,Overcast,Rural,6 AM,1
406,22,Female,Teacher,70758.43439682419,False,3,0.13342174010184937,Strength Training,Friday,2 PM,0.6846484193169443,Neutral,Medium,Rarely Attends,Overcast,Downtown,12 PM,1
407,22,Female,Student,59562.78759972796,False,3,0.4202600557882472,Spinning,Saturday,6 AM,0.5207367116182756,Negative,Medium,Sometimes Attends,Overcast,Other,5 PM,0
408,25,Male,Teacher,26698.02396870158,True,2,1.0591072698422204,Pool,Sunday,6 AM,1.032948853819743,Mixed,Medium,Sometimes Attends,Overcast,Resort,2 PM,1
409,68,Male,Student,79310.24604294935,True,4,0.778170096612451,Group Fitness,Saturday,1 PM,0.9085865725448836,Neutral,Medium,Sometimes Attends,Cloudy,Resort,7 AM,1
410,60,Female,Engineer,91564.51736091921,False,4,1.025910143864807,Pool,Monday,12 PM,0.9715437168287911,Positive,Medium,Rarely Attends,Snowy,Resort,8 AM,0
411,43,Female,Doctor,21120.297846900878,False,1,1.1308013211835826,Group Fitness,Monday,5 PM,0.6666342286293526,Positive,Medium,Sometimes Attends,Rainy,Suburban,8 AM,0
412,24,Female,Doctor,28871.9817421595,True,3,1.2044206851220363,Yoga,Thursday,10 AM,0.8223823292452584,Positive,High,Sometimes Attends,Overcast,Beach,11 AM,1
413,41,Female,Teacher,53102.81059321657,True,1,0.43153807718385195,Yoga,Wednesday,6 AM,1.1990347064974123,Negative,Medium,Rarely Attends,Sunny,Resort,1 PM,1
414,69,Female,Engineer,54154.25572784895,True,4,1.6968722818185509,Cardio,Friday,7 AM,0.5670847893806077,Negative,High,Rarely Attends,Overcast,Downtown,2 PM,1
415,60,Female,Teacher,91562.9609998043,False,3,0.8849162873467209,Pool,Sunday,9 AM,0.533414592062174,Mixed,High,Never Attends,Snowy,Suburban,6 PM,0
416,63,Female,Doctor,64133.22659025488,False,3,0.7872791723039181,Strength Training,Friday,7 AM,0.7669855121820771,Negative,High,Never Attends,Rainy,Rural,8 PM,0
417,41,Male,Student,36098.17694700943,False,1,1.444821084556823,Spinning,Thursday,3 PM,1.2596136804052769,Mixed,Medium,Never Attends,Sunny,Other,9 AM,0
418,37,Male,Other,69118.17722072065,False,3,0.0903676016120396,Strength Training,Monday,10 AM,1.2819881672132822,Positive,Medium,Never Attends,Overcast,Other,11 AM,0
419,50,Male,Doctor,50844.055665595006,False,2,0.08233040716948636,Cardio,Tuesday,4 PM,1.3372498023351929,Negative,Low,Sometimes Attends,Sunny,Downtown,12 PM,0
420,29,Female,Student,89488.55160771172,False,5,0.32527830968050897,Strength Training,Friday,12 PM,1.171654156750689,Neutral,Medium,Sometimes Attends,Snowy,Rural,5 PM,0
421,60,Male,Other,70448.90074565422,True,4,0.46541644566501694,Pool,Saturday,12 PM,1.049217795984008,Negative,High,Never Attends,Snowy,Other,7 PM,1
422,33,Female,Teacher,38679.730667360374,False,5,1.2084626774773508,Yoga,Saturday,6 AM,1.4763486374695916,Negative,High,Rarely Attends,Sunny,Beach,8 AM,1
423,59,Male,Doctor,45599.249965477764,True,3,0.048472387470218425,Cardio,Wednesday,7 PM,0.5370762146872399,Negative,High,Rarely Attends,Snowy,Other,4 PM,1
424,67,Female,Other,98665.25285382,False,4,1.126619732045628,Cardio,Friday,1 PM,1.324646838987852,Mixed,Low,Sometimes Attends,Snowy,Downtown,4 PM,0
425,24,Male,Doctor,52135.49578377842,True,3,0.15267624035698835,Cardio,Tuesday,1 PM,0.7081681388402419,Positive,Low,Never Attends,Overcast,Rural,2 PM,1
426,65,Female,Engineer,52008.080348624295,True,4,1.968727676514475,Pool,Saturday,8 AM,1.472333108503204,Positive,Low,Never Attends,Sunny,Rural,11 AM,1
427,46,Female,Student,80999.88925452123,False,4,0.29923227532056385,Yoga,Tuesday,9 AM,1.1438536139594082,Positive,High,Never Attends,Sunny,Rural,8 AM,1
428,29,Male,Other,48591.169505088255,False,4,0.6068115080006304,Strength Training,Tuesday,12 PM,1.0274545590969457,Neutral,Low,Never Attends,Sunny,Beach,6 PM,0
429,23,Female,Student,45578.49431925476,False,5,1.5817142751395483,Yoga,Friday,11 AM,1.145818918028282,Mixed,High,Sometimes Attends,Rainy,Other,3 PM,0
430,64,Female,Engineer,97314.49626455379,True,4,1.0714557335724957,Yoga,Wednesday,5 PM,0.7395433369488572,Mixed,Medium,Regularly Attends,Cloudy,Other,12 PM,1
431,50,Female,Teacher,53845.481326622736,False,4,0.8988593017924456,Pool,Tuesday,10 AM,1.385519259414116,Positive,Medium,Rarely Attends,Sunny,Other,11 AM,1
432,66,Male,Doctor,92483.42431437253,True,1,1.2818630039433898,Spinning,Wednesday,12 PM,0.9162031213934484,Positive,Low,Rarely Attends,Overcast,Other,11 AM,1
433,35,Female,Other,73193.3695857006,False,5,0.7459248176494109,Group Fitness,Wednesday,3 PM,0.9300998371173408,Neutral,Medium,Regularly Attends,Cloudy,Other,3 PM,0
434,31,Female,Engineer,20016.694972634177,False,4,1.5652249170270682,Yoga,Sunday,6 AM,1.2288441846031257,Mixed,High,Sometimes Attends,Overcast,Rural,7 PM,0
435,68,Male,Doctor,31373.698163326706,False,2,0.6184581252551082,Cardio,Saturday,10 AM,0.8774768854136692,Negative,Low,Sometimes Attends,Cloudy,Rural,10 AM,0
436,47,Male,Doctor,81598.49203404864,False,5,1.1655995111766935,Strength Training,Monday,6 AM,0.9481261130841061,Mixed,Low,Never Attends,Snowy,Other,2 PM,0
437,18,Male,Engineer,76673.15015290593,False,4,1.309188469906757,Strength Training,Thursday,5 PM,1.1585292204180173,Neutral,Medium,Sometimes Attends,Rainy,Suburban,7 AM,0
438,34,Male,Doctor,68452.58761649593,True,5,0.7741154953321614,Group Fitness,Thursday,1 PM,1.24844762873404,Negative,Medium,Never Attends,Overcast,Suburban,11 AM,1
439,65,Female,Other,51329.47555374556,False,3,1.4316464064855154,Group Fitness,Monday,10 AM,1.312689162060077,Mixed,Low,Sometimes Attends,Overcast,Rural,7 PM,0
440,31,Female,Engineer,66522.86163882221,False,4,0.1431485550506344,Strength Training,Thursday,6 AM,1.2769775637619571,Mixed,High,Regularly Attends,Sunny,Rural,6 PM,1
441,58,Female,Doctor,31658.99819761698,False,5,1.5160591849827592,Group Fitness,Wednesday,5 PM,0.6326227932934216,Positive,High,Never Attends,Snowy,Rural,3 PM,0
442,66,Female,Teacher,47079.29685401884,True,1,0.7764039983617881,Group Fitness,Monday,6 AM,1.290673950030306,Positive,High,Sometimes Attends,Sunny,Resort,2 PM,1
443,31,Female,Teacher,45869.471702867646,True,4,1.1954048183136872,Cardio,Tuesday,5 PM,1.094112035412155,Mixed,High,Never Attends,Sunny,Beach,10 AM,1
444,33,Female,Teacher,21868.941684835343,False,2,1.434574962639139,Strength Training,Monday,7 AM,0.5588572034802948,Mixed,Low,Regularly Attends,Overcast,Beach,6 PM,0
445,59,Male,Engineer,23172.79933415449,True,5,0.16548208884002125,Spinning,Tuesday,7 AM,0.6072654990603181,Mixed,High,Never Attends,Overcast,Downtown,8 PM,1
446,47,Female,Teacher,71766.23164900517,False,1,0.7144246624575614,Cardio,Sunday,5 PM,1.1877977099762829,Neutral,Low,Rarely Attends,Snowy,Suburban,9 AM,0
447,22,Female,Other,82848.65849926957,True,3,0.10597833528717904,Pool,Saturday,5 PM,1.3087586552915629,Negative,High,Sometimes Attends,Overcast,Other,9 AM,1
448,46,Male,Teacher,95456.9290307436,False,5,1.11800490410645,Cardio,Sunday,7 AM,0.532710825648719,Negative,High,Sometimes Attends,Cloudy,Beach,6 PM,0
449,57,Male,Other,58889.592504001535,True,3,0.05595205508052192,Pool,Saturday,2 PM,1.4411271417365699,Neutral,Medium,Rarely Attends,Sunny,Rural,1 PM,1
450,31,Male,Other,33027.25159713151,True,1,0.4199690744556226,Strength Training,Thursday,7 AM,0.9650543116117092,Neutral,High,Rarely Attends,Snowy,Rural,8 AM,1
451,65,Male,Teacher,78259.77141343297,False,3,1.5500046279211812,Spinning,Sunday,8 PM,1.2990632847410635,Negative,Medium,Sometimes Attends,Cloudy,Suburban,11 AM,0
452,49,Male,Teacher,26284.29341895304,True,3,0.8448328226322628,Group Fitness,Friday,10 AM,1.054786479649933,Positive,High,Sometimes Attends,Snowy,Suburban,6 AM,1
453,18,Male,Doctor,23981.64813743308,True,2,1.6121983174972183,Yoga,Sunday,3 PM,1.4085063348211364,Negative,Low,Regularly Attends,Cloudy,Rural,10 AM,1
454,48,Male,Teacher,64996.41055733521,True,3,1.6541983380438157,Pool,Wednesday,7 PM,0.59407421842216,Negative,Medium,Never Attends,Sunny,Suburban,6 PM,1
455,35,Female,Other,30566.891114530357,False,2,0.18253381422046777,Group Fitness,Thursday,3 PM,0.6209080164763954,Positive,Low,Regularly Attends,Sunny,Suburban,9 AM,1
456,38,Female,Doctor,42913.922959749776,False,2,0.7917472755869972,Yoga,Tuesday,7 AM,0.9635640534209281,Mixed,Low,Sometimes Attends,Cloudy,Other,10 AM,0
457,41,Female,Doctor,29361.359357885893,True,2,1.8871342573350978,Strength Training,Wednesday,2 PM,0.8350254620896348,Negative,High,Sometimes Attends,Cloudy,Other,4 PM,1
458,53,Female,Doctor,91208.93196595398,False,3,1.7763161392804756,Spinning,Sunday,8 AM,1.0146152876413728,Neutral,High,Rarely Attends,Rainy,Rural,3 PM,0
459,42,Female,Other,67491.26257670282,True,4,1.6602168246354687,Yoga,Saturday,5 PM,1.0629457012717662,Mixed,Low,Sometimes Attends,Overcast,Resort,11 AM,1
460,69,Female,Other,82096.39079642468,False,1,0.8187982879246896,Pool,Tuesday,8 AM,0.7018955928779935,Mixed,Medium,Rarely Attends,Sunny,Other,6 PM,1
461,36,Male,Teacher,64884.67756931694,True,3,0.8864055664011643,Yoga,Tuesday,2 PM,0.7085445338836232,Positive,Low,Regularly Attends,Cloudy,Other,10 AM,1
462,49,Female,Engineer,63326.26716646295,False,2,0.38662882710608937,Pool,Sunday,7 PM,1.1942516703430148,Mixed,High,Never Attends,Overcast,Downtown,6 AM,0
463,20,Male,Other,58666.58655118788,False,2,0.24193874854155273,Yoga,Wednesday,3 PM,1.4537377486113283,Mixed,Medium,Rarely Attends,Snowy,Suburban,7 PM,0
464,22,Male,Teacher,32579.32297890986,False,4,1.9725308807315527,Group Fitness,Monday,8 AM,0.6587076601235676,Mixed,Medium,Sometimes Attends,Cloudy,Rural,9 AM,0
465,69,Male,Student,63557.54739584737,False,4,1.0988440540950437,Pool,Monday,3 PM,0.8282097058949706,Positive,Low,Rarely Attends,Sunny,Downtown,4 PM,0
466,21,Male,Other,88013.20408971567,False,2,1.9550344895761684,Cardio,Monday,7 AM,0.6146299781675046,Mixed,High,Regularly Attends,Sunny,Other,6 PM,0
467,32,Female,Doctor,84011.68546724052,True,4,0.5576419145511518,Cardio,Saturday,8 AM,0.9495970066054505,Mixed,Medium,Rarely Attends,Snowy,Rural,7 AM,1
468,23,Female,Teacher,44046.58091754161,True,3,0.1376108528322244,Pool,Friday,2 PM,1.1337006700119958,Negative,Low,Regularly Attends,Snowy,Suburban,1 PM,1
469,23,Female,Teacher,60648.84689241731,True,3,0.8380459058030791,Strength Training,Monday,1 PM,1.3316169360118528,Neutral,Medium,Never Attends,Sunny,Resort,7 AM,1
470,29,Male,Student,58580.87884957053,True,1,1.3744047341993453,Strength Training,Wednesday,3 PM,1.2764816193656627,Neutral,Medium,Never Attends,Rainy,Downtown,10 AM,1
471,38,Female,Teacher,49897.37618843657,True,2,1.0873096653128511,Yoga,Saturday,8 AM,0.9394558858908736,Mixed,Medium,Sometimes Attends,Overcast,Rural,1 PM,1
