,Incident_ID,Crime_Type,Location_Type,Time_of_Day,Day_of_Week,Prior_Reports,Officer_Experience,Resolution,Witnesses,Evidence_Collected,Suspect_ID,label
686,687,Theft,Public Space,00:05,Friday,8,15,Unresolved,2,1,101.0,1
687,688,Disorderly Conduct,Street,04:06,Saturday,5,17,Unresolved,2,1,102.0,1
688,689,Assault,Public Space,21:43,Sunday,7,15,Unresolved,0,0,,1
689,690,Vandalism,Residential,11:06,Thursday,0,0,Unresolved,2,0,105.0,1
690,691,Theft,Online,01:59,Thursday,1,7,Unresolved,0,0,101.0,0
691,692,Theft,Commercial,00:22,Wednesday,5,20,Solved,2,0,,1
692,693,Assault,Commercial,17:43,Saturday,2,1,Solved,2,1,101.0,1
693,694,Burglary,Apartment,06:50,Monday,0,4,Solved,1,0,,1
694,695,Robbery,Street,21:02,Wednesday,5,14,Unresolved,1,0,109.0,1
695,696,Disorderly Conduct,Street,09:58,Tuesday,4,13,Solved,0,0,102.0,0
696,697,Vandalism,Apartment,10:04,Thursday,8,2,Solved,2,0,,1
697,698,Burglary,Residential,01:07,Monday,5,6,Unresolved,1,0,,1
698,699,Assault,Street,13:39,Wednesday,4,3,Unresolved,1,0,102.0,1
699,700,Disorderly Conduct,Commercial,22:05,Friday,0,10,Unresolved,1,0,101.0,1
700,701,Assault,Residential,00:55,Tuesday,0,11,Solved,2,0,106.0,1
701,702,Disorderly Conduct,Public Space,00:39,Wednesday,10,14,Unresolved,0,1,,1
702,703,Disorderly Conduct,Public Space,10:49,Friday,0,5,Solved,2,0,103.0,1
703,704,Burglary,Residential,23:09,Monday,6,0,Solved,2,0,104.0,1
704,705,Assault,Commercial,11:51,Monday,5,17,Solved,1,0,,1
705,706,Vandalism,Public Space,22:15,Tuesday,4,13,Solved,2,0,,1
706,707,Fraud,Online,04:15,Friday,3,6,Solved,2,1,104.0,1
707,708,Disorderly Conduct,Commercial,23:43,Thursday,10,9,Unresolved,1,0,,1
708,709,Theft,Apartment,05:29,Sunday,10,8,Solved,1,1,,1
709,710,Drug Offense,Street,04:00,Sunday,7,1,Unresolved,2,1,,1
710,711,Assault,Residential,18:41,Monday,10,7,Solved,1,1,,1
711,712,Assault,Street,13:56,Saturday,7,0,Solved,0,1,,1
712,713,Burglary,Apartment,20:34,Thursday,4,19,Unresolved,0,0,106.0,0
713,714,Disorderly Conduct,Public Space,05:04,Thursday,3,1,Unresolved,0,1,109.0,1
714,715,Theft,Online,16:49,Sunday,1,6,Unresolved,0,1,,1
715,716,Burglary,Commercial,11:04,Wednesday,6,15,Unresolved,0,0,,0
716,717,Fraud,Commercial,08:43,Wednesday,4,3,Unresolved,1,1,,1
717,718,Disorderly Conduct,Apartment,19:08,Monday,2,20,Unresolved,1,1,,1
718,719,Vandalism,Residential,02:00,Thursday,8,16,Unresolved,0,1,,1
719,720,Burglary,Street,21:46,Wednesday,8,3,Unresolved,0,1,109.0,1
720,721,Assault,Online,09:45,Friday,10,2,Solved,0,0,,0
721,722,Disorderly Conduct,Public Space,06:35,Friday,10,8,Unresolved,1,1,107.0,1
722,723,Theft,Residential,04:51,Friday,9,14,Solved,1,0,102.0,1
723,724,Vandalism,Online,15:34,Friday,10,19,Solved,2,0,,1
724,725,Assault,Online,16:12,Thursday,7,2,Unresolved,2,0,102.0,1
725,726,Vandalism,Apartment,05:57,Friday,0,11,Solved,2,1,,1
726,727,Assault,Apartment,04:47,Thursday,2,14,Solved,2,1,107.0,1
727,728,Assault,Commercial,10:16,Sunday,1,19,Solved,1,0,,1
728,729,Assault,Public Space,04:05,Monday,3,7,Unresolved,1,0,,1
729,730,Disorderly Conduct,Residential,09:52,Monday,1,11,Solved,1,0,107.0,1
730,731,Drug Offense,Commercial,00:29,Friday,10,20,Solved,1,0,108.0,1
731,732,Robbery,Public Space,20:41,Friday,7,12,Unresolved,0,0,,0
732,733,Theft,Street,16:26,Friday,0,14,Solved,2,0,109.0,1
733,734,Fraud,Street,02:59,Monday,3,10,Solved,1,1,,1
734,735,Drug Offense,Commercial,01:28,Wednesday,4,16,Solved,1,1,,1
735,736,Robbery,Residential,16:35,Monday,9,20,Solved,2,1,104.0,1
736,737,Vandalism,Public Space,01:36,Friday,3,11,Solved,1,0,107.0,1
737,738,Robbery,Street,09:00,Wednesday,7,19,Solved,0,1,100.0,1
738,739,Disorderly Conduct,Street,00:58,Wednesday,1,17,Solved,1,0,107.0,1
739,740,Disorderly Conduct,Residential,03:38,Tuesday,8,15,Unresolved,2,0,,1
740,741,Disorderly Conduct,Commercial,13:45,Sunday,1,2,Unresolved,0,1,,1
741,742,Robbery,Apartment,17:33,Thursday,1,8,Unresolved,0,0,,0
742,743,Drug Offense,Online,00:52,Sunday,1,6,Solved,2,1,,1
743,744,Theft,Public Space,21:15,Friday,9,18,Solved,2,1,,1
744,745,Burglary,Street,21:49,Thursday,7,4,Unresolved,0,1,107.0,1
745,746,Robbery,Online,15:27,Tuesday,2,18,Solved,1,0,,1
746,747,Disorderly Conduct,Online,22:21,Thursday,9,9,Unresolved,2,0,104.0,1
747,748,Burglary,Apartment,23:05,Friday,10,19,Solved,0,0,,0
748,749,Burglary,Online,09:01,Tuesday,9,11,Unresolved,2,1,,1
749,750,Assault,Residential,06:52,Thursday,7,7,Solved,1,0,100.0,1
750,751,Burglary,Commercial,16:34,Monday,6,2,Solved,1,1,,1
751,752,Vandalism,Public Space,19:43,Wednesday,9,18,Unresolved,0,0,105.0,0
752,753,Vandalism,Residential,01:06,Sunday,3,10,Unresolved,1,1,,1
753,754,Assault,Commercial,16:18,Tuesday,6,7,Solved,1,1,,1
754,755,Theft,Residential,11:08,Monday,10,12,Unresolved,1,0,109.0,1
755,756,Fraud,Street,13:01,Friday,7,9,Solved,2,0,106.0,1
756,757,Theft,Street,20:03,Wednesday,5,17,Solved,0,1,104.0,1
757,758,Vandalism,Apartment,18:20,Sunday,5,11,Unresolved,0,1,,1
758,759,Fraud,Residential,15:21,Tuesday,2,6,Unresolved,0,0,,0
759,760,Assault,Online,16:01,Wednesday,4,10,Unresolved,1,1,,1
760,761,Theft,Street,16:18,Saturday,9,9,Solved,2,0,102.0,1
761,762,Fraud,Commercial,07:23,Saturday,1,2,Solved,0,0,,0
762,763,Fraud,Apartment,19:37,Tuesday,4,6,Unresolved,2,1,,1
763,764,Robbery,Online,11:24,Tuesday,4,3,Solved,0,0,101.0,0
764,765,Theft,Public Space,22:49,Thursday,6,7,Solved,1,1,102.0,1
765,766,Assault,Residential,01:31,Wednesday,3,7,Solved,0,0,,0
766,767,Fraud,Street,18:23,Saturday,10,5,Solved,0,1,,1
767,768,Vandalism,Online,09:24,Sunday,5,12,Solved,1,0,,1
768,769,Disorderly Conduct,Commercial,02:24,Saturday,8,11,Solved,1,0,,1
769,770,Robbery,Residential,11:25,Wednesday,3,2,Unresolved,0,1,104.0,1
770,771,Burglary,Commercial,15:43,Saturday,10,5,Unresolved,2,0,105.0,1
771,772,Burglary,Apartment,07:04,Sunday,5,18,Solved,1,1,,1
772,773,Burglary,Street,10:41,Monday,8,10,Solved,0,1,101.0,1
773,774,Vandalism,Street,02:26,Saturday,9,3,Solved,1,1,,1
774,775,Disorderly Conduct,Apartment,22:40,Saturday,0,14,Solved,2,1,102.0,1
775,776,Fraud,Commercial,11:37,Friday,7,1,Unresolved,0,1,105.0,1
776,777,Assault,Residential,18:47,Monday,0,14,Unresolved,0,0,,1
777,778,Burglary,Commercial,20:54,Thursday,3,16,Unresolved,2,0,102.0,1
778,779,Theft,Residential,23:31,Tuesday,2,1,Unresolved,2,0,101.0,1
779,780,Burglary,Online,13:27,Sunday,3,6,Solved,0,0,,0
780,781,Fraud,Apartment,03:17,Saturday,6,15,Solved,2,0,100.0,1
781,782,Drug Offense,Public Space,09:31,Sunday,8,4,Unresolved,2,0,,1
782,783,Vandalism,Residential,17:11,Thursday,8,15,Unresolved,0,0,,0
783,784,Drug Offense,Street,18:07,Thursday,9,18,Solved,1,1,108.0,1
784,785,Burglary,Online,00:45,Monday,0,1,Solved,2,1,,1
785,786,Disorderly Conduct,Street,22:37,Sunday,9,14,Unresolved,1,1,105.0,1
786,787,Fraud,Online,13:01,Tuesday,0,3,Solved,1,0,103.0,1
787,788,Burglary,Street,08:43,Friday,8,1,Unresolved,1,1,,1
788,789,Drug Offense,Commercial,04:33,Thursday,3,9,Unresolved,2,0,108.0,1
789,790,Fraud,Commercial,18:06,Friday,2,4,Solved,0,0,108.0,0
790,791,Vandalism,Commercial,06:41,Tuesday,8,17,Unresolved,0,0,109.0,0
791,792,Vandalism,Online,16:25,Tuesday,4,3,Unresolved,0,1,,1
792,793,Burglary,Online,13:26,Monday,5,0,Unresolved,0,1,,1
793,794,Vandalism,Street,10:27,Sunday,0,17,Solved,0,1,,1
794,795,Robbery,Residential,19:05,Wednesday,0,19,Solved,0,0,,0
795,796,Fraud,Online,07:31,Sunday,6,5,Unresolved,1,0,,1
796,797,Disorderly Conduct,Street,18:31,Saturday,9,19,Solved,1,0,107.0,1
797,798,Fraud,Residential,18:23,Monday,7,19,Solved,1,0,,1
798,799,Vandalism,Commercial,23:55,Sunday,10,13,Solved,2,1,,1
799,800,Fraud,Online,16:55,Friday,7,9,Unresolved,2,1,107.0,1
800,801,Drug Offense,Public Space,23:17,Sunday,6,17,Solved,2,1,100.0,1
801,802,Assault,Commercial,11:40,Monday,10,8,Solved,0,1,108.0,1
802,803,Drug Offense,Apartment,22:55,Tuesday,8,11,Solved,1,0,,1
803,804,Theft,Residential,15:17,Thursday,0,9,Unresolved,2,0,,1
804,805,Robbery,Public Space,15:15,Saturday,1,20,Unresolved,1,1,104.0,1
805,806,Assault,Commercial,03:22,Saturday,2,18,Solved,0,0,102.0,1
806,807,Burglary,Online,21:38,Wednesday,4,5,Unresolved,1,0,105.0,1
807,808,Fraud,Public Space,00:23,Tuesday,3,13,Solved,0,1,101.0,1
808,809,Disorderly Conduct,Street,22:19,Saturday,3,7,Unresolved,2,1,,1
809,810,Theft,Residential,00:30,Saturday,7,13,Unresolved,0,0,,0
810,811,Theft,Apartment,07:57,Thursday,7,10,Unresolved,0,1,,1
811,812,Disorderly Conduct,Street,22:07,Friday,10,15,Solved,1,1,,1
812,813,Robbery,Public Space,09:00,Friday,6,19,Unresolved,0,1,103.0,1
813,814,Assault,Commercial,20:24,Friday,0,5,Unresolved,2,1,,1
814,815,Theft,Residential,20:45,Monday,9,14,Unresolved,2,1,,1
815,816,Disorderly Conduct,Online,13:09,Friday,3,14,Solved,0,1,101.0,1
816,817,Assault,Apartment,18:56,Friday,0,13,Solved,1,1,107.0,1
817,818,Assault,Commercial,15:08,Monday,10,20,Unresolved,2,1,,1
818,819,Vandalism,Apartment,19:47,Thursday,4,11,Solved,2,1,105.0,1
819,820,Theft,Online,19:58,Tuesday,2,1,Unresolved,0,0,,0
820,821,Assault,Residential,07:06,Saturday,2,7,Solved,0,1,106.0,1
821,822,Robbery,Public Space,10:20,Wednesday,3,18,Unresolved,2,1,100.0,1
822,823,Theft,Apartment,05:46,Saturday,1,13,Solved,0,1,107.0,1
823,824,Robbery,Residential,18:45,Friday,6,4,Solved,0,0,100.0,0
824,825,Robbery,Apartment,14:05,Friday,3,8,Solved,2,1,104.0,1
825,826,Assault,Commercial,23:09,Sunday,4,12,Solved,1,1,,1
826,827,Assault,Apartment,13:15,Saturday,1,8,Unresolved,1,0,,1
827,828,Vandalism,Commercial,12:10,Saturday,5,13,Unresolved,2,0,,1
828,829,Disorderly Conduct,Commercial,02:07,Sunday,8,4,Unresolved,0,1,,1
829,830,Fraud,Residential,02:01,Friday,7,1,Unresolved,2,0,105.0,1
830,831,Vandalism,Street,20:13,Monday,7,6,Unresolved,2,0,,1
831,832,Theft,Online,19:28,Monday,1,15,Solved,0,0,,0
832,833,Vandalism,Apartment,20:53,Monday,3,10,Solved,1,0,107.0,1
833,834,Burglary,Public Space,14:02,Wednesday,7,10,Solved,1,0,108.0,1
834,835,Disorderly Conduct,Commercial,00:14,Tuesday,10,11,Unresolved,0,1,103.0,1
835,836,Theft,Street,19:21,Friday,0,12,Solved,2,0,,1
836,837,Disorderly Conduct,Commercial,01:49,Thursday,7,7,Solved,0,1,,1
837,838,Robbery,Street,00:08,Saturday,2,15,Unresolved,2,1,104.0,1
838,839,Vandalism,Street,02:01,Saturday,7,20,Unresolved,0,1,,1
839,840,Vandalism,Public Space,03:15,Friday,5,0,Unresolved,0,0,,0
840,841,Fraud,Street,21:32,Friday,6,12,Unresolved,1,1,100.0,1
841,842,Vandalism,Public Space,08:56,Friday,1,10,Unresolved,1,0,106.0,1
842,843,Assault,Residential,07:37,Saturday,0,3,Solved,0,1,,1
843,844,Robbery,Commercial,19:17,Sunday,5,3,Unresolved,0,1,,1
844,845,Vandalism,Public Space,15:07,Friday,2,14,Unresolved,1,1,106.0,1
845,846,Drug Offense,Online,22:59,Saturday,3,2,Solved,2,0,,1
846,847,Drug Offense,Commercial,03:02,Tuesday,8,18,Solved,1,1,,1
847,848,Disorderly Conduct,Online,14:37,Thursday,2,20,Solved,2,0,,1
848,849,Robbery,Apartment,00:17,Monday,1,1,Solved,1,0,106.0,1
849,850,Vandalism,Online,22:42,Sunday,1,5,Unresolved,1,0,104.0,1
850,851,Fraud,Residential,02:29,Thursday,1,7,Solved,2,1,,1
851,852,Burglary,Apartment,12:16,Friday,5,16,Solved,0,1,105.0,1
852,853,Fraud,Apartment,17:57,Thursday,1,4,Unresolved,1,1,,1
853,854,Burglary,Street,13:56,Friday,10,1,Unresolved,1,1,104.0,1
854,855,Theft,Online,06:38,Thursday,6,11,Unresolved,1,0,109.0,1
855,856,Theft,Street,13:57,Wednesday,6,4,Unresolved,0,1,,1
856,857,Fraud,Online,23:14,Thursday,6,9,Solved,1,0,,1
857,858,Vandalism,Apartment,11:11,Monday,1,8,Unresolved,0,0,,0
858,859,Disorderly Conduct,Street,07:15,Monday,6,19,Solved,1,1,,1
859,860,Fraud,Commercial,08:33,Sunday,9,7,Solved,2,1,103.0,1
860,861,Theft,Online,13:23,Thursday,7,0,Solved,1,0,,1
861,862,Assault,Online,23:28,Saturday,7,5,Solved,1,0,103.0,1
862,863,Burglary,Street,15:04,Saturday,1,10,Unresolved,0,1,,1
863,864,Robbery,Online,04:51,Saturday,4,2,Unresolved,0,1,,1
864,865,Disorderly Conduct,Apartment,20:49,Thursday,5,14,Unresolved,0,1,104.0,1
865,866,Fraud,Street,17:04,Saturday,8,10,Solved,2,0,101.0,1
866,867,Vandalism,Street,10:12,Tuesday,5,4,Unresolved,2,0,106.0,1
867,868,Vandalism,Public Space,02:48,Thursday,9,15,Unresolved,0,1,104.0,1
868,869,Disorderly Conduct,Public Space,17:13,Monday,5,20,Solved,2,0,,1
869,870,Drug Offense,Apartment,11:45,Sunday,9,6,Unresolved,0,0,101.0,0
870,871,Burglary,Commercial,17:19,Saturday,9,5,Solved,2,0,106.0,1
871,872,Disorderly Conduct,Online,01:06,Wednesday,5,8,Solved,0,0,103.0,0
872,873,Disorderly Conduct,Residential,14:59,Saturday,8,6,Unresolved,0,1,,1
873,874,Burglary,Online,09:14,Monday,9,2,Unresolved,2,0,108.0,1
874,875,Burglary,Residential,16:10,Tuesday,6,10,Solved,1,1,,1
875,876,Fraud,Apartment,01:26,Thursday,0,11,Unresolved,0,1,,1
876,877,Theft,Commercial,20:30,Saturday,0,20,Unresolved,0,0,,0
877,878,Assault,Commercial,17:56,Wednesday,3,10,Unresolved,1,1,,1
878,879,Fraud,Commercial,03:40,Sunday,1,1,Solved,0,1,,1
879,880,Disorderly Conduct,Public Space,16:16,Monday,2,0,Solved,0,1,,1
880,881,Robbery,Apartment,16:47,Sunday,6,1,Solved,2,0,108.0,1
881,882,Theft,Residential,19:24,Sunday,6,13,Unresolved,1,1,103.0,1
882,883,Fraud,Commercial,07:22,Wednesday,2,12,Solved,0,0,104.0,0
883,884,Assault,Apartment,14:32,Friday,1,4,Solved,0,1,,1
884,885,Disorderly Conduct,Online,18:56,Monday,0,1,Solved,1,1,104.0,1
885,886,Disorderly Conduct,Residential,14:40,Friday,8,18,Unresolved,1,1,,1
886,887,Burglary,Public Space,04:15,Wednesday,9,16,Unresolved,2,1,102.0,1
887,888,Assault,Street,12:47,Thursday,2,10,Unresolved,2,0,105.0,1
888,889,Theft,Residential,21:42,Thursday,8,15,Solved,2,1,109.0,1
889,890,Fraud,Online,12:37,Thursday,3,19,Solved,0,1,107.0,1
890,891,Disorderly Conduct,Residential,19:16,Sunday,9,17,Unresolved,1,1,106.0,1
891,892,Burglary,Residential,04:48,Friday,5,19,Unresolved,2,0,,1
892,893,Fraud,Street,00:26,Sunday,6,7,Unresolved,1,0,104.0,1
893,894,Theft,Commercial,04:36,Thursday,9,1,Unresolved,0,1,109.0,1
894,895,Robbery,Online,06:47,Sunday,5,16,Unresolved,0,1,,1
895,896,Burglary,Street,17:30,Tuesday,0,10,Unresolved,1,1,103.0,1
896,897,Assault,Residential,05:01,Monday,5,13,Unresolved,1,1,104.0,1
897,898,Theft,Online,12:41,Monday,10,15,Unresolved,2,0,,1
898,899,Disorderly Conduct,Public Space,20:51,Sunday,5,14,Solved,1,0,,1
899,900,Drug Offense,Residential,10:25,Wednesday,4,14,Solved,2,0,100.0,1
900,901,Assault,Public Space,20:01,Saturday,2,2,Unresolved,1,1,102.0,1
901,902,Disorderly Conduct,Apartment,07:55,Friday,9,6,Solved,1,1,,1
902,903,Assault,Public Space,21:50,Monday,2,11,Unresolved,1,1,,1
903,904,Burglary,Residential,19:16,Sunday,10,2,Solved,0,1,106.0,1
904,905,Fraud,Street,15:56,Friday,9,18,Solved,0,0,101.0,0
905,906,Vandalism,Residential,09:04,Wednesday,6,9,Solved,0,0,,0
906,907,Assault,Residential,13:23,Thursday,7,7,Solved,2,0,,1
907,908,Theft,Apartment,18:03,Saturday,2,15,Solved,2,1,,1
908,909,Drug Offense,Commercial,19:47,Wednesday,2,15,Solved,0,1,,1
909,910,Robbery,Residential,23:46,Tuesday,6,11,Unresolved,0,1,108.0,1
910,911,Drug Offense,Apartment,08:02,Thursday,9,4,Solved,1,1,,1
911,912,Theft,Street,22:08,Thursday,6,19,Solved,1,1,,1
912,913,Burglary,Apartment,17:35,Thursday,10,5,Solved,2,0,,1
913,914,Theft,Apartment,18:23,Wednesday,8,5,Unresolved,2,1,,1
914,915,Vandalism,Public Space,03:08,Tuesday,5,7,Unresolved,1,1,,1
915,916,Vandalism,Commercial,00:00,Saturday,6,16,Unresolved,2,0,,1
916,917,Vandalism,Commercial,19:50,Friday,10,11,Solved,0,0,,0
917,918,Assault,Online,02:09,Wednesday,9,13,Solved,1,1,,1
918,919,Burglary,Street,11:17,Monday,0,1,Unresolved,1,0,107.0,1
919,920,Fraud,Online,13:09,Monday,6,18,Unresolved,2,1,,1
920,921,Vandalism,Apartment,09:17,Wednesday,1,5,Solved,1,1,101.0,1
921,922,Fraud,Street,23:00,Friday,6,17,Solved,1,0,107.0,1
922,923,Robbery,Street,14:07,Monday,2,3,Solved,0,1,107.0,1
923,924,Robbery,Commercial,02:17,Friday,8,4,Solved,1,1,,1
924,925,Fraud,Commercial,08:15,Thursday,4,5,Unresolved,1,1,,1
925,926,Disorderly Conduct,Commercial,20:14,Wednesday,6,14,Unresolved,1,0,104.0,1
926,927,Theft,Residential,04:44,Thursday,7,5,Solved,1,0,100.0,1
927,928,Vandalism,Apartment,21:51,Monday,1,7,Solved,0,0,102.0,0
928,929,Assault,Street,06:47,Friday,10,8,Unresolved,1,0,,1
929,930,Disorderly Conduct,Apartment,06:26,Thursday,0,20,Unresolved,0,1,103.0,1
930,931,Robbery,Street,21:47,Monday,6,5,Unresolved,0,0,,0
931,932,Drug Offense,Street,12:16,Sunday,5,1,Solved,0,1,,1
932,933,Burglary,Online,08:43,Tuesday,5,15,Unresolved,2,0,107.0,1
933,934,Drug Offense,Street,12:25,Thursday,1,19,Solved,2,0,109.0,1
934,935,Fraud,Street,08:04,Tuesday,2,0,Solved,1,1,,1
935,936,Disorderly Conduct,Public Space,06:32,Tuesday,3,15,Solved,0,0,,0
936,937,Robbery,Public Space,03:27,Saturday,2,0,Unresolved,2,0,101.0,1
937,938,Robbery,Online,03:15,Monday,1,0,Solved,1,1,100.0,1
938,939,Theft,Residential,04:21,Wednesday,2,6,Unresolved,2,0,,1
939,940,Theft,Commercial,03:37,Friday,5,15,Solved,0,1,103.0,1
940,941,Vandalism,Street,22:34,Sunday,8,16,Solved,1,0,,1
941,942,Fraud,Apartment,07:16,Monday,3,15,Solved,0,1,108.0,1
942,943,Burglary,Public Space,17:49,Saturday,5,15,Solved,0,0,109.0,0
943,944,Vandalism,Commercial,11:56,Saturday,0,5,Solved,2,1,,1
944,945,Disorderly Conduct,Residential,00:22,Sunday,5,17,Solved,1,0,103.0,1
945,946,Theft,Commercial,11:10,Thursday,2,2,Solved,1,1,108.0,1
946,947,Assault,Street,12:34,Friday,8,7,Solved,1,0,,1
947,948,Burglary,Commercial,07:02,Saturday,3,3,Unresolved,2,0,,1
948,949,Assault,Street,16:24,Wednesday,6,3,Solved,1,0,104.0,1
949,950,Disorderly Conduct,Online,12:09,Monday,3,16,Unresolved,2,1,105.0,1
950,951,Vandalism,Public Space,16:02,Wednesday,10,4,Unresolved,1,1,,1
951,952,Theft,Public Space,12:21,Thursday,5,13,Solved,2,0,107.0,1
952,953,Burglary,Street,05:13,Monday,6,14,Unresolved,1,0,109.0,1
953,954,Disorderly Conduct,Apartment,09:19,Thursday,1,11,Unresolved,2,0,104.0,1
954,955,Vandalism,Public Space,15:17,Friday,9,12,Solved,0,0,,0
955,956,Robbery,Apartment,12:41,Friday,5,17,Unresolved,0,0,108.0,0
956,957,Vandalism,Street,05:09,Wednesday,7,13,Unresolved,0,0,,0
957,958,Fraud,Online,04:28,Wednesday,5,18,Unresolved,1,0,,1
958,959,Drug Offense,Street,05:38,Friday,1,6,Unresolved,2,0,,1
959,960,Robbery,Online,10:47,Tuesday,3,5,Solved,0,0,102.0,0
960,961,Assault,Public Space,11:43,Friday,0,4,Solved,1,0,,1
961,962,Robbery,Apartment,22:19,Sunday,6,3,Unresolved,2,1,102.0,1
962,963,Vandalism,Street,04:15,Monday,7,17,Unresolved,0,1,101.0,1
963,964,Disorderly Conduct,Public Space,05:28,Sunday,9,13,Unresolved,0,0,105.0,0
964,965,Robbery,Online,08:36,Thursday,1,15,Unresolved,1,0,100.0,1
965,966,Drug Offense,Street,20:22,Friday,9,19,Solved,2,0,103.0,1
966,967,Fraud,Online,15:17,Friday,4,13,Solved,1,1,,1
967,968,Vandalism,Commercial,18:43,Saturday,10,4,Unresolved,0,1,108.0,1
968,969,Drug Offense,Online,01:57,Thursday,7,10,Unresolved,1,0,100.0,1
969,970,Robbery,Commercial,09:11,Saturday,10,11,Unresolved,1,0,,1
970,971,Drug Offense,Public Space,13:17,Thursday,7,17,Unresolved,0,0,,0
971,972,Robbery,Street,18:37,Sunday,4,3,Solved,0,1,106.0,1
972,973,Burglary,Public Space,04:26,Monday,7,12,Unresolved,2,1,,1
973,974,Robbery,Residential,15:13,Thursday,5,19,Unresolved,2,1,,1
974,975,Theft,Online,12:52,Wednesday,4,12,Unresolved,0,1,103.0,1
975,976,Drug Offense,Public Space,01:01,Friday,10,3,Solved,0,0,102.0,0
976,977,Disorderly Conduct,Public Space,11:32,Thursday,3,6,Solved,2,0,103.0,1
977,978,Fraud,Commercial,18:59,Monday,4,1,Unresolved,1,0,107.0,1
978,979,Drug Offense,Online,15:29,Thursday,3,20,Solved,0,0,,0
979,980,Assault,Commercial,06:26,Friday,0,17,Unresolved,0,0,102.0,1
980,981,Fraud,Street,20:06,Tuesday,2,20,Solved,1,1,107.0,1
981,982,Fraud,Public Space,15:24,Thursday,7,5,Solved,2,0,,1
982,983,Assault,Online,05:17,Wednesday,6,15,Unresolved,2,0,,1
983,984,Theft,Public Space,00:32,Friday,6,2,Solved,1,1,,1
984,985,Drug Offense,Street,13:37,Monday,10,14,Unresolved,0,0,,0
985,986,Fraud,Apartment,05:03,Sunday,2,20,Solved,1,0,101.0,1
986,987,Drug Offense,Street,11:17,Sunday,8,19,Unresolved,0,0,100.0,0
987,988,Fraud,Commercial,09:34,Friday,5,9,Solved,2,1,102.0,1
988,989,Assault,Commercial,02:39,Saturday,7,8,Solved,0,0,100.0,0
989,990,Assault,Public Space,21:22,Tuesday,7,10,Unresolved,0,1,,1
990,991,Robbery,Commercial,00:17,Monday,2,13,Unresolved,0,1,106.0,1
991,992,Vandalism,Online,14:24,Tuesday,3,11,Solved,0,1,,1
992,993,Drug Offense,Street,20:19,Sunday,5,6,Unresolved,0,1,,1
993,994,Drug Offense,Public Space,16:56,Tuesday,1,10,Unresolved,2,0,100.0,1
994,995,Fraud,Street,10:12,Wednesday,10,16,Unresolved,1,1,101.0,1
995,996,Robbery,Street,19:24,Sunday,6,8,Unresolved,2,0,,1
996,997,Disorderly Conduct,Public Space,09:44,Thursday,1,12,Solved,0,1,100.0,1
997,998,Drug Offense,Apartment,16:30,Wednesday,10,15,Solved,1,0,,1
998,999,Fraud,Commercial,20:00,Wednesday,4,2,Solved,0,0,,0
999,1000,Theft,Residential,19:15,Saturday,3,4,Unresolved,2,0,104.0,1
