,Transaction_ID,Amount,Transaction_Type,Location,Time,Device_Type,Account_Age (days),Velocity (transactions/hour),Is_International,label
548,549,859.2,Credit,Los Angeles,2026-01-10 10:44:13.614203,Mobile,1549,13,No,0
549,550,2132.21,Wire Transfer,Chicago,2026-01-10 23:53:13.614206,Desktop,4368,17,Yes,1
550,551,939.93,Cash Withdraw,Atlanta,2026-01-25 00:55:13.614208,Tablet,1782,26,No,1
551,552,3867.65,Wire Transfer,Toronto,2026-01-21 09:18:13.614211,Mobile,38,50,No,1
552,553,2374.49,Cash Withdraw,Seattle,2026-01-24 09:51:13.614214,Tablet,3632,59,No,1
553,554,1758.96,Wire Transfer,Atlanta,2026-01-11 11:07:13.614216,ATM,2665,9,Yes,0
554,555,1808.69,Credit,Toronto,2026-01-15 15:51:13.614219,Mobile,474,48,No,0
555,556,4261.81,Wire Transfer,Chicago,2025-12-30 06:52:13.614222,Tablet,59,14,No,1
556,557,2771.1,Debit,Toronto,2026-01-06 02:23:13.614225,ATM,2637,18,No,0
557,558,3590.75,Wire Transfer,Los Angeles,2026-01-13 06:35:13.614227,Desktop,2615,8,Yes,1
558,559,4485.71,Wire Transfer,Miami,2026-01-10 15:17:13.614230,Desktop,2615,3,Yes,1
559,560,4509.2,Credit,Miami,2026-01-23 00:29:13.614233,Mobile,4479,14,Yes,1
560,561,1645.9,Wire Transfer,Miami,2026-01-09 15:27:13.614235,ATM,1412,50,No,0
561,562,4762.49,Cash Withdraw,Los Angeles,2026-01-09 03:21:13.614238,Mobile,85,47,No,1
562,563,129.26,Cash Withdraw,New York,2026-01-06 18:47:13.614241,ATM,1534,7,Yes,0
563,564,1887.29,Credit,Toronto,2026-01-10 10:31:13.614243,Tablet,3798,48,Yes,1
564,565,4479.52,Credit,Seattle,2026-01-08 16:10:13.614246,Desktop,2675,52,Yes,1
565,566,1376.81,Cash Withdraw,Dallas,2026-01-24 02:49:13.614249,Mobile,2874,0,Yes,1
566,567,1369.04,Credit,Los Angeles,2026-01-06 12:14:13.614251,Desktop,3121,6,Yes,0
567,568,1516.6,Cash Withdraw,San Francisco,2026-01-01 09:59:13.614254,Mobile,1091,52,No,1
568,569,3063.51,Wire Transfer,Atlanta,2026-01-01 01:51:13.614257,Desktop,2835,30,No,1
569,570,2194.47,Cash Withdraw,New York,2026-01-26 01:25:13.614259,Tablet,4225,17,No,1
570,571,3635.04,Wire Transfer,Seattle,2026-01-17 13:20:13.614262,ATM,2077,11,Yes,1
571,572,4475.08,Credit,Toronto,2026-01-08 06:54:13.614264,Mobile,3191,47,No,0
572,573,3372.63,Debit,Toronto,2025-12-31 22:49:13.614267,Tablet,4788,29,Yes,1
573,574,1026.31,Cash Withdraw,Chicago,2026-01-03 01:45:13.614270,Mobile,4229,32,No,1
574,575,4663.75,Debit,Los Angeles,2026-01-16 07:24:13.614273,Desktop,1209,58,Yes,1
575,576,1326.14,Debit,Dallas,2026-01-25 11:02:13.614275,Tablet,3578,46,No,0
576,577,753.72,Wire Transfer,Toronto,2026-01-04 05:10:13.614278,Mobile,4742,6,No,0
577,578,454.39,Debit,San Francisco,2026-01-05 19:17:13.614280,ATM,2582,27,Yes,0
578,579,2819.1,Credit,Chicago,2026-01-04 17:43:13.614283,Tablet,3788,48,No,0
579,580,573.24,Cash Withdraw,Atlanta,2026-01-15 16:25:13.614286,ATM,516,2,No,1
580,581,698.19,Debit,Dallas,2025-12-29 09:01:13.614288,Desktop,2213,42,No,0
581,582,1503.65,Wire Transfer,Chicago,2026-01-19 14:50:13.614291,Tablet,2975,5,Yes,0
582,583,1411.86,Wire Transfer,Seattle,2026-01-21 01:44:13.614294,ATM,933,30,No,0
583,584,3023.18,Wire Transfer,Dallas,2026-01-20 03:24:13.614296,Desktop,1664,37,No,1
584,585,4084.64,Debit,Dallas,2026-01-06 06:33:13.614299,Mobile,557,14,No,0
585,586,3807.94,Wire Transfer,Los Angeles,2026-01-23 11:30:13.614302,Tablet,1672,6,No,1
586,587,1316.11,Cash Withdraw,New York,2025-12-31 00:44:13.614305,ATM,993,42,Yes,1
587,588,1230.33,Wire Transfer,Seattle,2026-01-17 09:13:13.614307,Tablet,1629,29,Yes,1
588,589,4829.13,Debit,Los Angeles,2026-01-24 21:11:13.614310,Tablet,1692,26,Yes,1
589,590,46.14,Debit,Dallas,2026-01-04 00:57:13.614313,Desktop,4853,16,Yes,0
590,591,4399.2,Cash Withdraw,New York,2026-01-20 12:00:13.614315,ATM,1105,54,No,1
591,592,1002.64,Cash Withdraw,Atlanta,2026-01-08 03:15:13.614318,Desktop,1271,17,No,1
592,593,4736.69,Cash Withdraw,Chicago,2025-12-29 16:50:13.614321,ATM,2903,21,Yes,1
593,594,1714.82,Wire Transfer,Chicago,2026-01-21 07:22:13.614324,Mobile,4745,55,No,0
594,595,2204.56,Debit,San Francisco,2026-01-21 04:24:13.614326,Desktop,1410,52,Yes,1
595,596,3537.07,Debit,Los Angeles,2026-01-07 21:25:13.614329,Mobile,3647,25,Yes,1
596,597,2940.41,Wire Transfer,Dallas,2026-01-14 21:06:13.614332,Tablet,1331,50,Yes,1
597,598,1593.11,Debit,Los Angeles,2026-01-13 14:33:13.614335,Desktop,4724,26,No,0
598,599,2771.39,Credit,Toronto,2026-01-03 08:32:13.614337,Mobile,2055,39,Yes,1
599,600,3654.88,Debit,Chicago,2026-01-02 20:52:13.614340,Mobile,954,23,Yes,1
600,601,216.46,Credit,San Francisco,2026-01-07 06:24:13.614343,Desktop,1843,51,Yes,0
601,602,60.94,Debit,Los Angeles,2026-01-12 12:26:13.614345,Mobile,2803,7,Yes,0
602,603,2293.04,Wire Transfer,New York,2026-01-17 08:33:13.614348,Desktop,10,20,No,1
603,604,663.52,Cash Withdraw,Chicago,2026-01-10 10:54:13.614351,Mobile,2610,28,Yes,1
604,605,3323.4,Wire Transfer,Miami,2026-01-24 06:33:13.614354,ATM,122,42,No,1
605,606,1074.19,Debit,Toronto,2025-12-29 12:22:13.614357,ATM,4783,20,No,0
606,607,2167.09,Credit,Miami,2026-01-09 21:41:13.614360,Tablet,2561,2,No,0
607,608,992.37,Credit,Seattle,2026-01-08 23:04:13.614362,ATM,3038,30,No,0
608,609,2744.68,Cash Withdraw,Atlanta,2026-01-18 08:22:13.614365,Mobile,441,54,Yes,1
609,610,584.69,Wire Transfer,Seattle,2026-01-14 12:35:13.614368,Mobile,2750,26,No,0
610,611,120.42,Debit,Seattle,2026-01-27 23:09:13.614371,Mobile,591,45,No,0
611,612,260.4,Credit,Chicago,2026-01-12 05:50:13.614374,Tablet,1369,26,Yes,0
612,613,4771.52,Debit,Miami,2026-01-22 03:38:13.614376,Mobile,1990,8,Yes,0
613,614,715.72,Wire Transfer,Atlanta,2026-01-15 04:23:13.614379,Desktop,1362,56,Yes,0
614,615,3543.85,Debit,New York,2026-01-20 22:25:13.614382,ATM,3774,32,No,0
615,616,344.29,Wire Transfer,Dallas,2026-01-20 08:20:13.614384,Tablet,2065,32,No,0
616,617,545.26,Cash Withdraw,Los Angeles,2026-01-13 14:43:13.614387,Desktop,2416,25,Yes,1
617,618,2546.84,Cash Withdraw,Seattle,2026-01-27 16:57:13.614390,Tablet,2952,27,Yes,1
618,619,2327.03,Cash Withdraw,Toronto,2026-01-27 00:16:13.614392,Tablet,2769,43,No,1
619,620,4758.14,Debit,Toronto,2026-01-24 17:18:13.614395,Mobile,3417,42,Yes,1
620,621,4724.45,Cash Withdraw,Chicago,2026-01-23 20:11:13.614398,ATM,1577,30,No,1
621,622,3899.15,Debit,Miami,2026-01-16 04:57:13.614400,Tablet,115,52,No,0
622,623,3012.5,Cash Withdraw,Dallas,2026-01-16 02:04:13.614403,Tablet,1369,0,No,1
623,624,2277.53,Debit,Toronto,2026-01-03 09:34:13.614406,ATM,139,19,Yes,1
624,625,1784.11,Credit,New York,2026-01-27 03:06:13.614408,Mobile,4924,11,No,0
625,626,4735.7,Wire Transfer,New York,2026-01-26 10:27:13.614411,ATM,4942,16,Yes,1
626,627,3016.53,Wire Transfer,New York,2026-01-24 09:05:13.614414,ATM,3374,14,No,1
627,628,2897.47,Credit,Atlanta,2026-01-06 07:54:13.614416,Mobile,1316,33,No,0
628,629,1163.35,Debit,Miami,2026-01-14 19:22:13.614419,Mobile,74,49,Yes,1
629,630,238.26,Wire Transfer,Dallas,2026-01-11 21:15:13.614422,Tablet,3847,15,No,0
630,631,4726.22,Cash Withdraw,New York,2025-12-30 20:29:13.614424,Tablet,484,3,Yes,1
631,632,1572.11,Wire Transfer,Miami,2026-01-21 06:40:13.614427,Mobile,4112,7,Yes,0
632,633,2215.73,Wire Transfer,San Francisco,2026-01-24 01:25:13.614430,ATM,1550,33,No,1
633,634,577.63,Credit,Dallas,2026-01-17 20:51:13.614432,Desktop,1360,45,Yes,0
634,635,4185.44,Cash Withdraw,New York,2026-01-05 22:24:13.614435,Mobile,1897,24,No,1
635,636,143.02,Cash Withdraw,Miami,2025-12-31 22:54:13.614438,Tablet,4225,14,Yes,0
636,637,4170.78,Debit,Chicago,2026-01-27 02:42:13.614441,Desktop,511,27,No,0
637,638,705.72,Credit,San Francisco,2026-01-24 02:04:13.614443,ATM,423,8,No,0
638,639,4433.39,Debit,New York,2026-01-10 08:58:13.614446,ATM,2433,1,No,0
639,640,3650.21,Cash Withdraw,Atlanta,2026-01-06 03:28:13.614449,Desktop,1907,16,Yes,1
640,641,827.53,Cash Withdraw,Miami,2026-01-26 02:11:13.614451,Mobile,4328,57,No,1
641,642,2831.26,Credit,San Francisco,2026-01-01 19:02:13.614454,Tablet,959,9,Yes,0
642,643,1566.72,Wire Transfer,New York,2026-01-15 14:23:13.614456,Tablet,825,8,Yes,0
643,644,895.27,Debit,Atlanta,2026-01-05 02:10:13.614459,Mobile,65,30,Yes,0
644,645,4296.62,Credit,San Francisco,2026-01-13 17:22:13.614462,ATM,4929,1,No,0
645,646,2020.6,Credit,Los Angeles,2026-01-17 07:10:13.614465,Desktop,4711,23,Yes,1
646,647,1995.73,Cash Withdraw,New York,2026-01-04 00:40:13.614467,Tablet,3349,18,Yes,1
647,648,853.58,Wire Transfer,Atlanta,2026-01-20 01:37:13.614470,Mobile,801,16,Yes,0
648,649,1918.41,Credit,Miami,2026-01-01 03:44:13.614473,Tablet,278,42,Yes,1
649,650,4358.73,Wire Transfer,San Francisco,2026-01-26 23:47:13.614475,Desktop,1718,48,Yes,1
650,651,1818.83,Cash Withdraw,Toronto,2026-01-18 01:40:13.614478,Tablet,2414,9,Yes,1
651,652,4758.26,Debit,Seattle,2025-12-30 14:10:13.614481,Tablet,1239,49,Yes,1
652,653,4731.81,Wire Transfer,Seattle,2026-01-11 12:41:13.614483,Desktop,4524,54,No,1
653,654,728.77,Cash Withdraw,New York,2026-01-14 20:56:13.614486,Tablet,1487,27,Yes,1
654,655,890.67,Wire Transfer,Chicago,2026-01-16 13:18:13.614489,Mobile,4682,37,Yes,0
655,656,4314.06,Wire Transfer,New York,2026-01-23 18:22:13.614492,Mobile,3299,47,Yes,1
656,657,1966.84,Debit,Chicago,2026-01-12 03:21:13.614494,Tablet,4471,27,No,0
657,658,26.85,Credit,Los Angeles,2026-01-04 11:34:13.614497,ATM,2996,58,No,0
658,659,1372.99,Cash Withdraw,New York,2026-01-08 17:23:13.614500,ATM,93,49,Yes,1
659,660,2990.16,Cash Withdraw,Seattle,2026-01-08 08:31:13.614502,ATM,3532,51,Yes,1
660,661,3997.33,Debit,Dallas,2026-01-20 07:33:13.614505,Mobile,1841,49,Yes,1
661,662,671.28,Credit,San Francisco,2026-01-27 14:43:13.614507,ATM,3528,0,No,0
662,663,557.15,Wire Transfer,Chicago,2026-01-21 14:47:13.614510,Tablet,1622,59,No,0
663,664,4610.85,Cash Withdraw,Atlanta,2025-12-28 05:03:13.614513,Desktop,1562,2,No,1
664,665,3756.99,Wire Transfer,Atlanta,2026-01-14 04:48:13.614515,Desktop,1417,14,No,1
665,666,2950.95,Credit,San Francisco,2026-01-27 04:30:13.614518,Desktop,2965,51,Yes,1
666,667,3847.09,Debit,Dallas,2026-01-14 15:41:13.614521,Mobile,4191,9,Yes,0
667,668,2147.13,Wire Transfer,New York,2026-01-15 11:29:13.614523,Desktop,1131,20,Yes,1
668,669,3793.49,Debit,Los Angeles,2026-01-13 23:47:13.614526,Mobile,1414,36,Yes,1
669,670,1862.16,Debit,Dallas,2026-01-02 22:27:13.614535,ATM,3598,14,Yes,1
670,671,1224.25,Cash Withdraw,San Francisco,2026-01-10 23:22:13.614538,Mobile,3745,22,No,1
671,672,3646.42,Cash Withdraw,Seattle,2026-01-19 06:34:13.614541,Desktop,2119,13,No,1
672,673,2101.26,Credit,Atlanta,2026-01-22 12:45:13.614543,ATM,664,14,Yes,1
673,674,4906.98,Debit,Chicago,2026-01-11 09:22:13.614547,ATM,2635,9,No,0
674,675,1750.68,Debit,Dallas,2026-01-12 14:47:13.614549,Tablet,2775,55,Yes,1
675,676,4609.03,Credit,Dallas,2026-01-01 02:32:13.614552,Desktop,3970,8,Yes,0
676,677,4665.15,Credit,Atlanta,2026-01-14 06:22:13.614555,Tablet,3491,43,No,0
677,678,1213.06,Wire Transfer,Miami,2026-01-06 10:02:13.614557,Mobile,1572,38,Yes,1
678,679,3992.11,Debit,Seattle,2025-12-29 12:39:13.614560,ATM,1524,4,Yes,0
679,680,2168.21,Credit,Toronto,2026-01-17 12:10:13.614563,ATM,988,24,Yes,1
680,681,4588.04,Debit,Dallas,2026-01-11 22:04:13.614566,Desktop,3239,55,Yes,1
681,682,2253.37,Cash Withdraw,Miami,2026-01-14 07:58:13.614568,Mobile,3846,41,No,1
682,683,3722.8,Wire Transfer,New York,2026-01-16 07:23:13.614571,ATM,3694,56,Yes,1
683,684,2337.5,Cash Withdraw,Los Angeles,2026-01-21 10:23:13.614574,Tablet,99,25,No,1
684,685,1142.86,Cash Withdraw,Seattle,2026-01-21 02:02:13.614577,Tablet,2289,7,No,1
685,686,1000.75,Credit,Dallas,2026-01-18 00:51:13.614579,Tablet,1515,21,No,0
686,687,2130.03,Credit,Dallas,2026-01-23 13:57:13.614582,ATM,4298,51,Yes,1
687,688,3778.7,Debit,Dallas,2026-01-04 22:44:13.614585,ATM,634,24,Yes,1
688,689,3027.33,Credit,Los Angeles,2026-01-18 23:10:13.614587,Tablet,4842,47,No,0
689,690,3444.7,Cash Withdraw,Chicago,2026-01-04 15:21:13.614590,Mobile,4586,11,Yes,1
690,691,1415.22,Wire Transfer,San Francisco,2026-01-22 22:01:13.614593,Tablet,579,8,Yes,0
691,692,2409.77,Cash Withdraw,San Francisco,2026-01-14 03:50:13.614595,Tablet,3960,9,No,1
692,693,226.75,Credit,Dallas,2026-01-02 13:05:13.614598,Mobile,273,47,No,0
693,694,4088.57,Credit,Miami,2026-01-10 22:20:13.614600,Mobile,4882,9,Yes,0
694,695,4949.51,Wire Transfer,Dallas,2026-01-18 22:13:13.614603,Mobile,3955,8,Yes,1
695,696,2037.36,Debit,Miami,2026-01-26 16:54:13.614606,ATM,3928,25,No,0
696,697,59.76,Cash Withdraw,Miami,2026-01-12 19:07:13.614609,Tablet,453,34,No,0
697,698,853.11,Wire Transfer,Miami,2026-01-02 07:30:13.614611,ATM,1176,26,Yes,0
698,699,3264.37,Wire Transfer,Dallas,2026-01-21 00:34:13.614614,Desktop,4912,59,Yes,1
699,700,3062.34,Cash Withdraw,New York,2026-01-01 17:44:13.614617,Desktop,414,30,No,1
700,701,3940.38,Cash Withdraw,Toronto,2025-12-31 13:18:13.614619,Mobile,1551,18,Yes,1
701,702,1273.15,Debit,Seattle,2026-01-11 11:54:13.614622,Mobile,4527,42,Yes,1
702,703,3819.34,Wire Transfer,San Francisco,2026-01-15 11:27:13.614625,Tablet,4991,37,No,1
703,704,3441.48,Credit,Atlanta,2026-01-23 19:54:13.614627,ATM,1947,5,No,0
704,705,1617.46,Debit,Chicago,2026-01-04 02:23:13.614630,ATM,192,14,No,0
705,706,2729.71,Credit,Dallas,2026-01-07 07:57:13.614633,ATM,41,28,Yes,1
706,707,740.63,Cash Withdraw,Toronto,2026-01-01 12:30:13.614635,Tablet,1860,46,Yes,1
707,708,2265.56,Debit,Miami,2026-01-15 22:48:13.614638,Desktop,1333,44,Yes,1
708,709,4406.58,Cash Withdraw,Chicago,2026-01-17 21:50:13.614640,Desktop,3450,53,Yes,1
709,710,2108.85,Wire Transfer,Dallas,2026-01-27 17:54:13.614643,Tablet,136,4,No,1
710,711,4198.64,Debit,San Francisco,2026-01-22 14:06:13.614646,Mobile,4202,13,No,0
711,712,2953.32,Wire Transfer,Miami,2026-01-20 03:34:13.614648,Desktop,4615,52,Yes,1
712,713,963.42,Credit,Dallas,2026-01-04 01:56:13.614651,Mobile,1942,1,Yes,0
713,714,2907.63,Debit,New York,2026-01-24 01:51:13.614654,ATM,1566,22,No,0
714,715,2532.39,Wire Transfer,Dallas,2026-01-01 00:57:13.614656,Desktop,4222,43,Yes,1
715,716,1996.21,Credit,San Francisco,2026-01-22 15:29:13.614659,Mobile,389,51,No,0
716,717,602.55,Wire Transfer,Los Angeles,2026-01-08 09:28:13.614662,Mobile,1559,45,Yes,0
717,718,2086.46,Debit,Dallas,2026-01-04 18:00:13.614664,ATM,2122,18,No,0
718,719,368.45,Cash Withdraw,San Francisco,2026-01-26 05:25:13.614667,Tablet,1029,23,No,0
719,720,498.35,Cash Withdraw,Dallas,2025-12-31 21:21:13.614669,Tablet,3535,19,Yes,0
720,721,2082.5,Wire Transfer,Toronto,2026-01-12 22:25:13.614672,Mobile,82,46,Yes,1
721,722,1530.38,Wire Transfer,Miami,2025-12-28 13:07:13.614675,Tablet,776,26,Yes,1
722,723,4628.09,Wire Transfer,Miami,2026-01-24 23:41:13.614684,Tablet,3039,51,No,1
723,724,1881.65,Credit,Seattle,2026-01-25 19:58:13.614688,Mobile,4374,23,Yes,1
724,725,3790.5,Debit,Los Angeles,2025-12-29 16:00:13.614691,Mobile,2888,16,No,0
725,726,2653.59,Wire Transfer,Dallas,2025-12-30 17:36:13.614694,Desktop,1879,24,Yes,1
726,727,3521.91,Credit,Los Angeles,2026-01-22 19:37:13.614696,ATM,2272,45,No,0
727,728,1304.28,Credit,Dallas,2026-01-20 17:34:13.614699,Tablet,1608,54,No,0
728,729,4709.82,Debit,San Francisco,2026-01-05 17:19:13.614702,Desktop,3140,30,No,0
729,730,2652.79,Wire Transfer,Dallas,2026-01-26 12:39:13.614705,Mobile,606,27,Yes,1
730,731,4157.46,Credit,New York,2026-01-06 15:32:13.614707,Mobile,4736,49,Yes,1
731,732,1828.4,Cash Withdraw,Seattle,2026-01-06 01:39:13.614710,ATM,3415,58,No,1
732,733,505.56,Credit,Atlanta,2025-12-30 02:50:13.614713,ATM,3666,27,Yes,0
733,734,3370.19,Credit,Atlanta,2026-01-24 22:23:13.614715,ATM,2145,21,No,0
734,735,43.76,Credit,Chicago,2026-01-13 19:14:13.614718,Mobile,4271,55,Yes,0
735,736,2379.09,Cash Withdraw,San Francisco,2026-01-10 22:46:13.614721,Mobile,3766,58,No,1
736,737,968.05,Debit,Los Angeles,2026-01-23 06:53:13.614723,Tablet,1377,4,Yes,0
737,738,3138.74,Cash Withdraw,San Francisco,2025-12-30 11:07:13.614726,Mobile,3463,53,No,1
738,739,4897.2,Debit,Chicago,2025-12-30 03:42:13.614729,Desktop,348,43,No,0
739,740,2324.69,Wire Transfer,San Francisco,2026-01-10 02:27:13.614732,Mobile,1,41,No,1
740,741,4088.4,Wire Transfer,Toronto,2026-01-18 18:07:13.614734,ATM,63,7,No,1
741,742,2541.38,Debit,Toronto,2025-12-28 20:08:13.614737,Mobile,1784,37,No,0
742,743,2481.72,Credit,Miami,2026-01-19 09:35:13.614740,Tablet,3815,27,No,0
743,744,4652.47,Wire Transfer,Chicago,2025-12-31 08:37:13.614742,Desktop,226,56,No,1
744,745,4450.38,Credit,Chicago,2025-12-28 20:40:13.614745,Desktop,1043,46,No,0
745,746,3930.07,Credit,Dallas,2026-01-14 06:14:13.614748,ATM,845,11,No,0
746,747,1484.8,Credit,Miami,2026-01-18 02:46:13.614750,ATM,2681,56,Yes,1
747,748,2727.32,Wire Transfer,Atlanta,2026-01-25 16:10:13.614753,Desktop,4120,24,Yes,1
748,749,1123.37,Wire Transfer,Toronto,2026-01-25 04:40:13.614756,ATM,1235,37,Yes,1
749,750,2222.36,Debit,Dallas,2026-01-26 06:18:13.614758,Tablet,1985,43,No,0
750,751,2423.64,Cash Withdraw,Chicago,2026-01-04 17:52:13.614761,Desktop,4257,14,Yes,1
751,752,4159.04,Wire Transfer,Dallas,2026-01-15 22:24:13.614764,Mobile,1279,43,Yes,1
752,753,4480.66,Wire Transfer,Toronto,2026-01-12 19:31:13.614766,Desktop,1595,40,Yes,1
753,754,2076.03,Cash Withdraw,Los Angeles,2026-01-09 18:22:13.614769,Tablet,2552,50,No,1
754,755,93.43,Debit,Dallas,2026-01-07 12:27:13.614772,Desktop,1953,52,No,0
755,756,4309.56,Wire Transfer,Miami,2026-01-21 09:28:13.614774,Desktop,1696,33,No,1
756,757,875.52,Debit,Toronto,2026-01-06 07:18:13.614777,Desktop,955,59,No,0
757,758,3111.3,Cash Withdraw,Atlanta,2026-01-27 17:51:13.614780,Tablet,3292,44,Yes,1
758,759,129.73,Credit,New York,2026-01-10 05:59:13.614783,Mobile,357,12,No,0
759,760,2000.53,Credit,Toronto,2025-12-30 22:31:13.614785,ATM,3596,7,Yes,0
760,761,4929.87,Debit,San Francisco,2026-01-23 13:50:13.614788,Mobile,969,58,Yes,1
761,762,507.96,Credit,New York,2026-01-08 20:43:13.614791,Mobile,242,12,Yes,0
762,763,2121.35,Cash Withdraw,Miami,2026-01-05 18:21:13.614794,ATM,3447,35,Yes,1
763,764,1539.21,Wire Transfer,New York,2026-01-03 16:19:13.614797,ATM,4235,5,Yes,0
764,765,4525.92,Wire Transfer,Toronto,2026-01-24 05:23:13.614799,Tablet,2145,37,No,1
765,766,4347.35,Debit,Miami,2026-01-23 18:23:13.614802,Mobile,147,31,No,0
766,767,1192.31,Credit,Los Angeles,2026-01-09 22:08:13.614805,Mobile,543,20,Yes,1
767,768,410.53,Debit,Atlanta,2025-12-31 02:49:13.614808,Desktop,692,43,No,0
768,769,3137.56,Debit,Miami,2026-01-02 18:53:13.614810,Tablet,1026,43,Yes,1
769,770,1685.16,Wire Transfer,San Francisco,2026-01-01 19:09:13.614813,ATM,4051,48,Yes,1
770,771,3362.06,Cash Withdraw,Seattle,2026-01-09 15:21:13.614816,ATM,4006,58,Yes,1
771,772,165.44,Wire Transfer,Miami,2026-01-10 23:05:13.614818,Tablet,3360,6,No,0
772,773,671.33,Cash Withdraw,Miami,2026-01-05 03:27:13.614821,Desktop,2952,25,No,1
773,774,3433.43,Cash Withdraw,Toronto,2026-01-19 12:15:13.614824,Tablet,730,14,No,1
774,775,1065.79,Credit,San Francisco,2026-01-10 15:11:13.614826,Tablet,4500,55,No,0
775,776,4288.65,Cash Withdraw,New York,2026-01-12 12:37:13.614829,Mobile,2556,48,Yes,1
776,777,297.66,Cash Withdraw,San Francisco,2026-01-12 22:48:13.614832,Mobile,1151,41,No,0
777,778,1081.33,Credit,Atlanta,2026-01-07 02:44:13.614834,Desktop,1736,22,Yes,1
778,779,4992.81,Wire Transfer,Miami,2026-01-19 04:15:13.614837,Tablet,1039,51,Yes,1
779,780,2168.22,Debit,New York,2026-01-12 02:45:13.614840,Desktop,2913,37,No,0
780,781,3516.31,Credit,Miami,2026-01-02 05:01:13.614842,ATM,4841,40,No,0
781,782,917.4,Credit,New York,2026-01-09 04:41:13.614845,Tablet,2541,14,No,0
782,783,3051.29,Credit,Miami,2026-01-22 00:55:13.614848,Tablet,4415,47,Yes,1
783,784,3631.9,Debit,Chicago,2026-01-06 17:54:13.614850,ATM,1243,52,Yes,1
784,785,1575.81,Credit,Dallas,2026-01-27 22:03:13.614853,Mobile,773,39,Yes,1
785,786,4145.34,Cash Withdraw,Chicago,2026-01-07 12:53:13.614856,Desktop,1917,15,No,1
786,787,3019.07,Cash Withdraw,Dallas,2025-12-28 11:56:13.614859,Tablet,3413,31,Yes,1
787,788,1948.67,Credit,Atlanta,2026-01-13 23:47:13.614862,ATM,2500,36,No,0
788,789,2790.42,Wire Transfer,New York,2026-01-15 09:28:13.614865,ATM,3441,17,No,1
789,790,2885.92,Wire Transfer,Atlanta,2026-01-26 20:31:13.614867,Mobile,3546,19,No,1
790,791,831.85,Credit,Chicago,2026-01-07 21:43:13.614870,Mobile,1214,45,No,0
791,792,2016.65,Debit,Los Angeles,2026-01-25 18:28:13.614873,Tablet,2932,1,No,0
792,793,1720.44,Wire Transfer,Miami,2026-01-01 15:22:13.614876,Mobile,419,54,Yes,1
793,794,2007.51,Wire Transfer,San Francisco,2026-01-17 07:45:13.614878,ATM,3782,22,Yes,1
794,795,3806.75,Credit,San Francisco,2026-01-17 02:28:13.614881,Tablet,4961,29,Yes,1
795,796,2415.28,Debit,Atlanta,2026-01-10 01:13:13.614884,Mobile,789,2,Yes,0
796,797,4701.88,Credit,Chicago,2026-01-11 13:47:13.614886,Mobile,1872,45,No,0
797,798,1471.91,Cash Withdraw,Chicago,2026-01-01 03:12:13.614889,ATM,4591,38,No,1
798,799,2081.44,Cash Withdraw,Miami,2026-01-05 14:00:13.614891,Tablet,2026,46,Yes,1
799,800,3935.85,Wire Transfer,Atlanta,2026-01-08 09:05:13.614894,Mobile,2447,48,No,1
800,801,2732.39,Credit,San Francisco,2026-01-16 18:24:13.614897,Desktop,4824,0,No,0
801,802,2737.41,Credit,Toronto,2026-01-12 06:18:13.614900,Desktop,561,40,No,0
802,803,271.43,Credit,New York,2026-01-26 06:09:13.614902,Desktop,2652,21,No,0
803,804,1996.01,Cash Withdraw,Los Angeles,2026-01-12 06:52:13.614905,Tablet,3905,28,No,1
804,805,1357.31,Wire Transfer,Chicago,2025-12-30 03:05:13.614908,Mobile,540,13,Yes,1
805,806,4996.68,Credit,Miami,2026-01-27 09:07:13.614910,ATM,4756,47,Yes,1
806,807,1545.23,Credit,San Francisco,2026-01-01 05:05:13.614914,Mobile,3137,27,Yes,1
807,808,4423.06,Cash Withdraw,Los Angeles,2026-01-20 18:48:13.614917,ATM,3290,20,Yes,1
808,809,3382.79,Debit,Miami,2025-12-29 01:28:13.614919,Tablet,2611,44,Yes,1
809,810,1707.88,Cash Withdraw,Dallas,2026-01-17 18:18:13.614922,Mobile,4913,31,Yes,1
810,811,2719.95,Credit,Miami,2026-01-27 18:34:13.614925,Desktop,1945,5,No,0
811,812,4203.48,Credit,Miami,2025-12-31 09:20:13.614927,Desktop,3146,53,No,0
812,813,4417.42,Debit,Seattle,2026-01-09 11:42:13.614930,ATM,2759,0,Yes,0
813,814,806.17,Credit,Chicago,2026-01-06 16:56:13.614933,Tablet,3261,20,Yes,0
814,815,1701.17,Wire Transfer,Los Angeles,2026-01-24 04:46:13.614936,ATM,4108,56,No,0
815,816,1679.44,Wire Transfer,New York,2026-01-24 21:38:13.614938,Desktop,1896,3,Yes,0
816,817,215.01,Credit,Atlanta,2026-01-13 05:39:13.614941,ATM,2501,2,Yes,0
817,818,2993.2,Credit,Miami,2026-01-10 18:52:13.614944,Tablet,2830,48,No,0
818,819,4274.83,Wire Transfer,Chicago,2026-01-09 13:35:13.614947,ATM,3874,29,Yes,1
819,820,1910.96,Debit,New York,2025-12-31 16:30:13.614949,Desktop,48,30,No,0
820,821,3701.48,Credit,New York,2026-01-04 20:15:13.614952,Desktop,2365,33,Yes,1
821,822,3140.36,Wire Transfer,Seattle,2026-01-08 11:08:13.614955,ATM,2257,18,Yes,1
822,823,1881.37,Debit,San Francisco,2026-01-02 00:20:13.614958,Mobile,4673,19,No,0
