,Credit Score,Debt-to-Income Ratio,Monthly Income,Monthly Expenses,Credit History Length,Number of Open Credit Accounts,Payment History (Late Payments),Number of Credit Inquiries,Age,Gender,Marital Status,Zip Code,Education Level,Occupation Type,label
512,745,0.7623779708752911,23361,7497,7,8,1,1,58,Male,Single,66255,Master's Degree,Blue-collar,1
513,693,0.8838931017699481,33545,14746,6,8,2,2,27,Female,Married,61764,High School Diploma,White-collar,1
514,715,0.8069837646597579,45797,4481,2,7,0,1,58,Male,Single,20267,Bachelor's Degree,Blue-collar,1
515,697,0.6651346037752888,39482,10735,8,9,1,3,38,Female,Married,51142,Master's Degree,White-collar,0
516,843,0.7360246856357437,48887,3075,3,8,1,1,29,Male,Single,78697,High School Diploma,Blue-collar,1
517,745,0.5567290644553382,19029,11272,4,9,1,3,36,Female,Married,35215,Bachelor's Degree,White-collar,0
518,821,0.7423974850757161,46709,2526,5,3,0,2,17,Male,Single,70669,Master's Degree,Blue-collar,1
519,676,0.5924859690100099,16378,7826,7,6,2,2,48,Female,Married,77262,High School Diploma,White-collar,1
520,657,0.9396058900893205,47627,15803,1,9,2,2,55,Male,Single,20175,Bachelor's Degree,Blue-collar,1
521,646,0.1316061057598864,47381,17271,10,2,0,4,38,Female,Married,34023,Master's Degree,White-collar,1
522,544,0.4556478045689767,19065,10708,9,7,2,4,54,Male,Single,97845,High School Diploma,Blue-collar,1
523,638,0.4516277018912048,42374,10456,7,1,1,1,38,Female,Married,76678,Bachelor's Degree,White-collar,1
524,846,0.9283872865986769,32120,6281,3,5,1,1,49,Male,Single,36189,Master's Degree,Blue-collar,1
525,735,0.4109993833347352,38462,12744,6,3,2,3,30,Female,Married,16497,High School Diploma,White-collar,1
526,555,0.27545883378622904,24773,6905,8,5,0,1,55,Male,Single,32654,Bachelor's Degree,Blue-collar,1
527,566,0.1914770052075463,45548,11435,1,2,1,2,20,Female,Married,62335,Master's Degree,White-collar,1
528,846,0.9516716285411699,28147,4722,9,8,0,2,31,Male,Single,33045,High School Diploma,Blue-collar,1
529,790,0.6239832512550092,26946,15520,10,6,1,3,55,Female,Married,43789,Bachelor's Degree,White-collar,1
530,660,0.894837389941735,48007,1696,2,8,0,2,18,Male,Single,67797,Master's Degree,Blue-collar,1
531,724,0.6028844057003466,39509,3215,4,2,1,2,63,Female,Married,73866,High School Diploma,White-collar,1
532,846,0.5190385793318328,35469,6376,1,5,2,4,25,Male,Single,48789,Bachelor's Degree,Blue-collar,1
533,836,0.057861265332323275,35642,19174,9,8,1,2,44,Female,Married,29870,Master's Degree,White-collar,1
534,574,0.7206251868830137,48869,8573,3,3,1,1,25,Male,Single,37112,High School Diploma,Blue-collar,1
535,729,0.10059454419299174,24252,12686,4,1,1,4,50,Female,Married,47325,Bachelor's Degree,White-collar,1
536,806,0.19979835356055442,28289,2183,3,2,1,4,42,Male,Single,25221,Master's Degree,Blue-collar,1
537,744,0.8484424871806158,24862,9020,6,2,0,4,26,Female,Married,22297,High School Diploma,White-collar,1
538,685,0.9601737479481695,10721,3653,5,8,2,1,24,Male,Single,74834,Bachelor's Degree,Blue-collar,1
539,787,0.2881294298444351,13504,17062,5,4,1,3,54,Female,Married,34716,Master's Degree,White-collar,1
540,816,0.4715923925288812,43656,19775,7,6,1,4,33,Male,Single,78968,High School Diploma,Blue-collar,1
541,755,0.3561688492422712,19735,13275,1,3,0,4,55,Female,Married,86332,Bachelor's Degree,White-collar,1
542,525,0.8627944292337808,33540,17283,8,9,2,2,18,Male,Single,49806,Master's Degree,Blue-collar,1
543,514,0.3526243064606277,29229,17274,1,5,2,1,43,Female,Married,80176,High School Diploma,White-collar,1
544,737,0.2912137895516499,37825,1823,7,2,0,1,24,Male,Single,99448,Bachelor's Degree,Blue-collar,1
545,795,0.42490234952563755,46761,4502,7,4,2,3,57,Female,Married,84567,Master's Degree,White-collar,1
546,585,0.5709364163600886,32228,5499,5,2,1,4,64,Male,Single,77240,High School Diploma,Blue-collar,1
547,786,0.08165418320382434,41604,9103,5,4,0,2,44,Female,Married,88946,Bachelor's Degree,White-collar,1
548,777,0.7334395892898993,32583,4699,2,1,0,1,41,Male,Single,75445,Master's Degree,Blue-collar,1
549,590,0.11147441822774262,49485,15346,1,6,1,3,58,Female,Married,33513,High School Diploma,White-collar,1
550,777,0.5944900272475758,12723,17429,3,3,2,3,40,Male,Single,22101,Bachelor's Degree,Blue-collar,1
551,611,0.37683187068805657,46948,16095,7,5,1,2,19,Female,Married,74455,Master's Degree,White-collar,1
552,709,0.9187961988854686,47531,4241,2,8,2,4,53,Male,Single,20779,High School Diploma,Blue-collar,1
553,810,0.4415108699168445,17125,17718,2,8,0,1,48,Female,Married,61100,Bachelor's Degree,White-collar,1
554,547,0.9250749454930633,45215,19424,3,7,1,1,51,Male,Single,90818,Master's Degree,Blue-collar,1
555,727,0.31966710410431587,23129,4678,4,6,0,4,20,Female,Married,39739,High School Diploma,White-collar,1
556,633,0.6418109610546531,31538,4208,2,2,2,3,55,Male,Single,56740,Bachelor's Degree,Blue-collar,1
557,570,0.5431234526544634,40927,8289,6,6,1,1,25,Female,Married,45853,Master's Degree,White-collar,1
558,796,0.33326647029664114,42957,9143,1,3,2,2,50,Male,Single,15457,High School Diploma,Blue-collar,1
559,607,0.8064874571403565,48416,2218,4,9,0,2,59,Female,Married,11825,Bachelor's Degree,White-collar,1
560,602,0.4639174524252898,22297,7505,8,9,2,1,30,Male,Single,29137,Master's Degree,Blue-collar,1
561,712,0.496828383171772,28936,9915,3,6,0,2,20,Female,Married,93198,High School Diploma,White-collar,1
562,524,0.06512085001627066,22874,18750,10,5,1,4,61,Male,Single,51445,Bachelor's Degree,Blue-collar,1
563,849,0.7333955224753589,19765,5196,10,7,1,4,48,Female,Married,78802,Master's Degree,White-collar,1
564,815,0.26714021165987467,25609,13569,9,1,1,3,56,Male,Single,74165,High School Diploma,Blue-collar,1
565,552,0.3236473493426605,27518,16954,4,6,0,2,31,Female,Married,43650,Bachelor's Degree,White-collar,1
566,569,0.16502613315292525,44803,19952,4,6,2,1,25,Male,Single,40051,Master's Degree,Blue-collar,1
567,737,0.12858935936909754,49265,17187,3,4,2,4,19,Female,Married,83458,High School Diploma,White-collar,1
568,755,0.7442635153425742,25245,5301,2,3,0,4,48,Male,Single,44703,Bachelor's Degree,Blue-collar,1
569,789,0.9572017510927309,34033,5062,10,2,0,3,31,Female,Married,95087,Master's Degree,White-collar,1
570,698,0.8327811934631733,36433,19957,7,8,2,1,62,Male,Single,98390,High School Diploma,Blue-collar,1
571,811,0.3873621388610132,20628,14450,10,8,1,3,30,Female,Married,85395,Bachelor's Degree,White-collar,1
572,710,0.6300550549828229,25108,11129,1,8,1,2,59,Male,Single,77135,Master's Degree,Blue-collar,1
573,637,0.9083878006767315,42567,8233,5,8,0,1,46,Female,Married,54435,High School Diploma,White-collar,1
574,744,0.5678730515551429,23735,1053,9,5,0,2,18,Male,Single,40021,Bachelor's Degree,Blue-collar,1
575,697,0.04056572946900816,17649,3650,9,8,0,1,51,Female,Married,66060,Master's Degree,White-collar,1
576,679,0.7032750962236541,37869,4924,2,3,1,1,49,Male,Single,77577,High School Diploma,Blue-collar,1
577,676,0.8556650505367399,39096,8919,2,6,2,1,30,Female,Married,68186,Bachelor's Degree,White-collar,0
578,704,0.9231751816448345,44577,12043,3,9,2,3,17,Male,Single,29572,Master's Degree,Blue-collar,1
579,652,0.4616951236606125,42337,19222,6,5,2,1,22,Female,Married,65642,High School Diploma,White-collar,1
580,701,0.9755035401528726,44066,6505,5,6,2,2,37,Male,Single,46223,Bachelor's Degree,Blue-collar,1
581,744,0.6758303010469523,17769,14682,1,9,2,1,36,Female,Married,16767,Master's Degree,White-collar,0
582,737,0.8297198564338725,45671,3909,3,8,1,3,38,Male,Single,52819,High School Diploma,Blue-collar,1
583,586,0.6542509379687542,28300,15685,4,9,0,2,19,Female,Married,74023,Bachelor's Degree,White-collar,1
584,598,0.156258194010663,39014,5733,10,3,2,4,46,Male,Single,49127,Master's Degree,Blue-collar,1
585,619,0.898394542293309,44040,7613,5,9,0,1,36,Female,Married,32876,High School Diploma,White-collar,1
586,587,0.19729265356630277,16631,1618,10,8,1,3,41,Male,Single,78971,Bachelor's Degree,Blue-collar,1
587,785,0.7854840631127575,40802,3809,3,3,0,3,58,Female,Married,17267,Master's Degree,White-collar,1
588,627,0.01605776543932924,18781,4529,10,7,1,4,36,Male,Single,52655,High School Diploma,Blue-collar,1
589,826,0.32214548373063867,21768,1957,5,9,2,1,60,Female,Married,63882,Bachelor's Degree,White-collar,1
590,720,0.7137612750847582,39381,10584,8,7,0,1,33,Male,Single,30250,Master's Degree,Blue-collar,1
591,578,0.5956091418695336,35028,10787,9,1,0,4,61,Female,Married,26584,High School Diploma,White-collar,1
592,703,0.9959386560924822,46009,14254,10,6,1,3,46,Male,Single,67391,Bachelor's Degree,Blue-collar,1
593,666,0.5638986930561241,18980,10870,9,3,1,1,33,Female,Married,55993,Master's Degree,White-collar,0
594,616,0.502173831122935,40094,18460,3,4,2,2,26,Male,Single,33761,High School Diploma,Blue-collar,1
595,741,0.406116718416747,35662,18162,3,5,0,2,60,Female,Married,70653,Bachelor's Degree,White-collar,1
596,703,0.6244496008325406,42194,18563,5,7,0,1,46,Male,Single,62270,Master's Degree,Blue-collar,1
597,814,0.46273986307429626,20120,3373,1,1,2,1,44,Female,Married,87795,High School Diploma,White-collar,1
598,691,0.758989768753357,43613,15518,4,5,0,3,61,Male,Single,50581,Bachelor's Degree,Blue-collar,1
599,812,0.508998342788816,37866,15096,2,1,2,4,64,Female,Married,92022,Master's Degree,White-collar,0
600,801,0.36570269860979654,44707,13575,8,3,2,1,57,Male,Single,79906,High School Diploma,Blue-collar,1
601,589,0.43080900093715746,12682,1054,1,2,2,2,35,Female,Married,21623,Bachelor's Degree,White-collar,0
602,560,0.01591903718314014,19585,13111,4,6,0,4,61,Male,Single,58650,Master's Degree,Blue-collar,1
603,506,0.42421277218746767,11294,10131,9,3,1,2,25,Female,Married,85869,High School Diploma,White-collar,1
604,721,0.5406895364905122,38844,12593,8,8,0,4,53,Male,Single,43321,Bachelor's Degree,Blue-collar,1
605,578,0.8490099341726355,40175,5019,7,9,0,2,16,Female,Married,10374,Master's Degree,White-collar,1
606,832,0.31498509399621166,34483,17907,4,5,2,2,32,Male,Single,79458,High School Diploma,Blue-collar,1
607,616,0.8215982349186466,14439,6151,4,9,1,4,60,Female,Married,91085,Bachelor's Degree,White-collar,0
608,558,0.10472824910183476,18555,11689,5,3,1,3,62,Male,Single,82513,Master's Degree,Blue-collar,1
609,759,0.576609665430017,49513,17996,1,4,0,1,58,Female,Married,21949,High School Diploma,White-collar,1
610,557,0.9348441289811095,36307,1608,8,3,2,3,22,Male,Single,12750,Bachelor's Degree,Blue-collar,1
611,837,0.2431418503674756,34904,4602,8,5,1,2,18,Female,Married,47945,Master's Degree,White-collar,1
612,561,0.9472760724932318,48159,16220,9,2,2,2,64,Male,Single,58595,High School Diploma,Blue-collar,1
613,832,0.6079399720080879,11965,12328,8,4,2,4,47,Female,Married,23429,Bachelor's Degree,White-collar,0
614,573,0.350343461262691,28534,1396,3,8,2,1,22,Male,Single,59105,Master's Degree,Blue-collar,1
615,698,0.5148248167217604,26218,11921,1,1,2,3,56,Female,Married,45425,High School Diploma,White-collar,1
616,585,0.9742603566163114,29966,15581,10,1,0,4,24,Male,Single,44747,Bachelor's Degree,Blue-collar,1
617,824,0.20945771648238043,48090,1277,7,2,2,3,33,Female,Married,87260,Master's Degree,White-collar,1
618,690,0.09821824465108442,23852,13327,9,1,0,3,40,Male,Single,74628,High School Diploma,Blue-collar,1
619,622,0.6129190505316324,42076,5884,2,6,0,3,61,Female,Married,39524,Bachelor's Degree,White-collar,1
620,603,0.8667215787413062,24690,15652,6,5,1,3,47,Male,Single,32042,Master's Degree,Blue-collar,1
621,645,0.18936269252065752,47457,2833,3,9,0,2,48,Female,Married,20338,High School Diploma,White-collar,1
622,522,0.13593436781331691,10007,4234,7,7,1,3,46,Male,Single,91159,Bachelor's Degree,Blue-collar,1
623,695,0.1436422068026748,18067,8302,5,3,1,3,43,Female,Married,72099,Master's Degree,White-collar,0
624,637,0.9125893041165644,12992,1617,3,2,2,4,41,Male,Single,89086,High School Diploma,Blue-collar,1
625,830,0.832588590988992,18989,14810,8,6,0,1,23,Female,Married,72309,Bachelor's Degree,White-collar,1
626,748,0.751660739570715,24708,10735,6,6,1,3,36,Male,Single,31757,Master's Degree,Blue-collar,1
627,550,0.9774148938232827,11180,11562,8,6,1,4,19,Female,Married,19170,High School Diploma,White-collar,1
628,528,0.18904973377565026,42578,3743,9,3,0,3,59,Male,Single,47800,Bachelor's Degree,Blue-collar,1
629,810,0.9073449591272096,25052,8508,2,4,0,3,29,Female,Married,13108,Master's Degree,White-collar,1
630,641,0.3714215661953434,16738,7310,4,1,0,4,17,Male,Single,55772,High School Diploma,Blue-collar,1
631,677,0.457829264988892,38795,11862,2,2,1,2,56,Female,Married,95766,Bachelor's Degree,White-collar,0
632,770,0.8044955123452344,28879,6988,7,2,2,1,57,Male,Single,67082,Master's Degree,Blue-collar,1
633,656,0.9614688416388829,27852,4659,2,7,2,1,60,Female,Married,87552,High School Diploma,White-collar,1
634,825,0.5392478393369707,24335,16206,3,9,2,4,24,Male,Single,21520,Bachelor's Degree,Blue-collar,1
635,512,0.05291009584519968,46066,5245,1,7,2,4,64,Female,Married,43423,Master's Degree,White-collar,1
636,690,0.7819977825301099,15871,12178,7,2,1,2,46,Male,Single,15639,High School Diploma,Blue-collar,1
637,720,0.3562533035872275,13675,5710,1,5,0,1,33,Female,Married,78884,Bachelor's Degree,White-collar,1
638,661,0.7041269743030788,38047,11335,8,2,0,4,18,Male,Single,79692,Master's Degree,Blue-collar,1
639,743,0.8715775721084018,15267,8938,1,3,0,4,56,Female,Married,32605,High School Diploma,White-collar,1
640,733,0.7259950174633177,20148,11211,7,2,2,4,40,Male,Single,25969,Bachelor's Degree,Blue-collar,1
641,666,0.8080922089587622,35412,12781,3,5,1,2,53,Female,Married,37611,Master's Degree,White-collar,0
642,525,0.43366842866871813,21194,14932,5,6,0,1,36,Male,Single,94439,High School Diploma,Blue-collar,1
643,722,0.5507227673126163,12467,11144,7,7,0,4,42,Female,Married,95166,Bachelor's Degree,White-collar,1
644,518,0.7995436971641765,31365,6869,3,3,1,1,57,Male,Single,49062,Master's Degree,Blue-collar,1
645,714,0.4733378954591583,11164,15943,1,9,1,3,22,Female,Married,56899,High School Diploma,White-collar,1
646,660,0.4261922076390545,47660,15235,9,5,0,3,30,Male,Single,63771,Bachelor's Degree,Blue-collar,1
647,534,0.2141806271243113,10090,9718,3,8,0,2,64,Female,Married,30259,Master's Degree,White-collar,1
648,619,0.37079783450270587,30309,17840,1,7,1,4,27,Male,Single,10344,High School Diploma,Blue-collar,1
649,516,0.7322929306424476,30429,16647,7,6,2,1,40,Female,Married,26956,Bachelor's Degree,White-collar,0
650,828,0.28004512010514915,43454,5140,8,2,1,4,16,Male,Single,45313,Master's Degree,Blue-collar,1
651,686,0.27145314651061925,19338,5345,5,2,2,2,29,Female,Married,29747,High School Diploma,White-collar,1
652,614,0.8210967917805365,13994,5771,3,8,2,3,28,Male,Single,58873,Bachelor's Degree,Blue-collar,1
653,568,0.9052260484348658,15358,3817,6,9,2,3,23,Female,Married,48264,Master's Degree,White-collar,0
654,691,0.7060482470899577,35662,11533,3,9,0,4,32,Male,Single,50624,High School Diploma,Blue-collar,1
655,831,0.043048431018657185,23028,5647,2,5,2,4,49,Female,Married,48298,Bachelor's Degree,White-collar,1
656,716,0.28414331489610667,47142,17242,6,6,1,4,55,Male,Single,98763,Master's Degree,Blue-collar,1
657,739,0.08587571322191523,21727,12463,7,7,1,1,61,Female,Married,78508,High School Diploma,White-collar,1
658,613,0.11100491335389584,47969,10600,4,5,2,2,20,Male,Single,76507,Bachelor's Degree,Blue-collar,1
659,600,0.4003443494079624,43726,5441,3,1,1,3,29,Female,Married,54445,Master's Degree,White-collar,1
660,548,0.9808826946978108,44753,13867,2,9,2,3,20,Male,Single,96902,High School Diploma,Blue-collar,1
661,517,0.34386731016387007,22025,1571,2,9,0,2,61,Female,Married,67454,Bachelor's Degree,White-collar,1
662,639,0.6989677672576697,37892,17717,10,6,0,3,29,Male,Single,50518,Master's Degree,Blue-collar,1
663,600,0.8540270283331622,24859,13169,10,5,0,3,57,Female,Married,31081,High School Diploma,White-collar,1
664,614,0.36668496357814684,11506,18007,6,9,2,1,63,Male,Single,61591,Bachelor's Degree,Blue-collar,1
665,579,0.1088166521374434,19157,11320,6,4,2,2,62,Female,Married,53193,Master's Degree,White-collar,0
666,578,0.2664504940417336,40588,19681,5,9,2,3,62,Male,Single,14181,High School Diploma,Blue-collar,1
667,761,0.933325682531527,30187,2325,3,4,2,1,28,Female,Married,45784,Bachelor's Degree,White-collar,0
668,568,0.38776855444606384,42741,9847,8,4,0,4,21,Male,Single,10063,Master's Degree,Blue-collar,1
669,627,0.6107446589761286,18787,16588,3,1,2,2,38,Female,Married,12958,High School Diploma,White-collar,1
670,704,0.14989301544444722,18988,10516,7,2,2,4,41,Male,Single,32747,Bachelor's Degree,Blue-collar,1
671,552,0.6745795575896192,15090,10701,3,3,1,2,44,Female,Married,50442,Master's Degree,White-collar,0
672,598,0.009813879177943186,23232,13932,8,2,0,3,35,Male,Single,72335,High School Diploma,Blue-collar,1
673,728,0.2179901995743907,35130,12014,2,2,2,3,42,Female,Married,43683,Bachelor's Degree,White-collar,1
674,642,0.5959089241956178,48682,12290,9,8,1,2,18,Male,Single,38594,Master's Degree,Blue-collar,1
675,546,0.39227487384118354,14891,3569,8,7,0,2,18,Female,Married,40724,High School Diploma,White-collar,1
676,647,0.19651792319983907,36704,3385,7,3,0,1,33,Male,Single,24548,Bachelor's Degree,Blue-collar,1
677,554,0.8274875618243607,26846,3614,8,8,2,4,36,Female,Married,71683,Master's Degree,White-collar,0
678,661,0.7030758610496093,44119,13881,8,7,2,3,30,Male,Single,72991,High School Diploma,Blue-collar,1
679,812,0.018755290512991407,34748,8562,5,3,2,3,22,Female,Married,32743,Bachelor's Degree,White-collar,1
680,694,0.06126042678545429,41646,11825,8,3,0,2,26,Male,Single,65575,Master's Degree,Blue-collar,1
681,615,0.21180599090431262,26290,10611,5,3,1,4,49,Female,Married,42093,High School Diploma,White-collar,1
682,773,0.16784097396463538,47441,13953,9,6,0,4,63,Male,Single,26972,Bachelor's Degree,Blue-collar,1
683,528,0.3261359458018721,18648,16796,2,8,0,2,54,Female,Married,97242,Master's Degree,White-collar,1
684,834,0.49604774621045034,46134,4948,8,4,1,2,55,Male,Single,10798,High School Diploma,Blue-collar,1
685,517,0.5722369762620493,11803,6559,6,4,1,1,36,Female,Married,34249,Bachelor's Degree,White-collar,0
686,822,0.1156347650602545,26569,16023,8,2,0,1,17,Male,Single,38356,Master's Degree,Blue-collar,1
687,553,0.9503717793487878,40575,4101,7,1,0,1,43,Female,Married,84250,High School Diploma,White-collar,1
688,801,0.10690994669838039,32751,6230,10,1,2,1,30,Male,Single,54666,Bachelor's Degree,Blue-collar,1
689,609,0.1860785222451402,20268,15349,5,5,1,1,20,Female,Married,33120,Master's Degree,White-collar,0
690,845,0.4343837136005281,44299,13832,8,9,1,4,36,Male,Single,60146,High School Diploma,Blue-collar,1
691,848,0.6752366918745195,38155,18367,1,2,0,3,54,Female,Married,30952,Bachelor's Degree,White-collar,1
692,717,0.4768990011551234,28388,15690,9,4,2,1,43,Male,Single,65980,Master's Degree,Blue-collar,1
693,612,0.6605475399237013,34641,12282,3,8,1,1,60,Female,Married,49203,High School Diploma,White-collar,1
694,849,0.12228473453642741,20442,16559,10,3,2,1,54,Male,Single,95918,Bachelor's Degree,Blue-collar,1
695,588,0.43519910488865,16952,19354,10,5,0,1,62,Female,Married,59281,Master's Degree,White-collar,1
696,756,0.23815388829183337,10210,12203,9,9,2,3,32,Male,Single,12451,High School Diploma,Blue-collar,1
697,805,0.8025594993657887,39868,8310,9,3,2,4,52,Female,Married,57970,Bachelor's Degree,White-collar,0
698,631,0.2781073066213109,16604,9111,10,3,1,2,52,Male,Single,38610,Master's Degree,Blue-collar,1
699,709,0.41715359056651535,23511,12923,5,9,2,3,42,Female,Married,41895,High School Diploma,White-collar,1
700,754,0.09354723528255915,34614,13865,8,3,2,2,32,Male,Single,91279,Bachelor's Degree,Blue-collar,1
701,679,0.7615877025886384,40601,9740,6,6,0,3,41,Female,Married,72239,Master's Degree,White-collar,1
702,679,0.2745183864306827,34370,4816,6,2,0,4,44,Male,Single,16815,High School Diploma,Blue-collar,1
703,802,0.6343390377709512,40405,12356,1,3,0,2,20,Female,Married,77774,Bachelor's Degree,White-collar,1
704,513,0.23085025938704162,38905,18348,1,9,1,1,41,Male,Single,63559,Master's Degree,Blue-collar,1
705,790,0.5561809773002575,39640,18944,4,1,1,2,52,Female,Married,75573,High School Diploma,White-collar,1
706,630,0.9095928519035004,15648,2207,10,1,1,2,25,Male,Single,54539,Bachelor's Degree,Blue-collar,1
707,700,0.7467099613806568,33789,18940,9,3,2,1,45,Female,Married,43449,Master's Degree,White-collar,0
708,717,0.8901177813788282,13723,10461,2,9,0,4,49,Male,Single,81668,High School Diploma,Blue-collar,1
709,614,0.4012297826270588,17115,18385,4,7,1,2,37,Female,Married,84118,Bachelor's Degree,White-collar,0
710,566,0.24895362062048032,22043,1047,4,1,0,2,58,Male,Single,89903,Master's Degree,Blue-collar,1
711,578,0.19085937372222872,32677,1458,9,6,0,3,35,Female,Married,18729,High School Diploma,White-collar,1
712,569,0.2182469618356201,23229,4844,5,6,2,1,28,Male,Single,30535,Bachelor's Degree,Blue-collar,1
713,518,0.825305782443445,24369,12472,1,1,2,2,41,Female,Married,17500,Master's Degree,White-collar,0
714,744,0.06112280402687964,44302,9926,5,6,1,2,56,Male,Single,59322,High School Diploma,Blue-collar,1
715,673,0.23078541735781244,48574,12699,1,9,2,1,59,Female,Married,56495,Bachelor's Degree,White-collar,1
716,820,0.8558428578209307,36187,10510,9,3,2,1,27,Male,Single,65453,Master's Degree,Blue-collar,1
717,515,0.17580074071714136,21694,10963,8,4,2,4,34,Female,Married,64864,High School Diploma,White-collar,1
718,794,0.5724065195647089,22750,15884,8,4,2,4,32,Male,Single,42652,Bachelor's Degree,Blue-collar,1
719,537,0.7101000330090842,11725,10142,7,2,1,4,59,Female,Married,17058,Master's Degree,White-collar,0
720,839,0.015262612591001812,28411,19453,1,8,2,1,38,Male,Single,39055,High School Diploma,Blue-collar,1
721,625,0.191854649364554,29684,14642,1,9,0,4,33,Female,Married,56920,Bachelor's Degree,White-collar,1
722,605,0.6141599037100782,36743,7772,8,3,1,4,40,Male,Single,34931,Master's Degree,Blue-collar,1
723,606,0.9957235448620267,16004,2896,1,8,0,3,37,Female,Married,79374,High School Diploma,White-collar,1
724,833,0.8894413112282351,35248,6769,7,1,1,3,21,Male,Single,32720,Bachelor's Degree,Blue-collar,1
725,779,0.5933057349941183,40705,15737,3,9,0,4,21,Female,Married,79757,Master's Degree,White-collar,1
726,634,0.5332049633167865,37606,19535,7,2,1,1,34,Male,Single,60047,High School Diploma,Blue-collar,1
727,718,0.29622921758451704,23440,5652,7,5,1,2,24,Female,Married,98150,Bachelor's Degree,White-collar,1
728,621,0.40663369706662733,31282,12819,3,1,2,3,18,Male,Single,98967,Master's Degree,Blue-collar,1
729,828,0.2862051847014706,36197,10849,1,2,2,3,51,Female,Married,84986,High School Diploma,White-collar,1
730,590,0.6732777178939089,38818,11005,10,4,0,2,34,Male,Single,33212,Bachelor's Degree,Blue-collar,1
731,721,0.2592870615518488,40806,19712,3,7,0,4,48,Female,Married,11466,Master's Degree,White-collar,1
732,650,0.5057824446714183,48020,6846,2,7,2,1,63,Male,Single,99272,High School Diploma,Blue-collar,1
733,663,0.5116306661806326,16449,8563,3,6,1,1,43,Female,Married,31660,Bachelor's Degree,White-collar,0
734,695,0.4847892602497693,45927,14773,6,3,2,4,62,Male,Single,46653,Master's Degree,Blue-collar,1
735,760,0.12230070790012015,19072,11275,4,3,1,4,62,Female,Married,99326,High School Diploma,White-collar,1
736,704,0.18714019141798688,37924,19500,7,5,1,1,23,Male,Single,42689,Bachelor's Degree,Blue-collar,1
737,523,0.6018156518149206,20684,1692,4,4,0,3,25,Female,Married,92986,Master's Degree,White-collar,1
738,693,0.22688555546054567,15698,13830,9,1,0,2,38,Male,Single,22318,High School Diploma,Blue-collar,1
739,583,0.6833723165497335,16507,17449,10,4,0,4,57,Female,Married,93178,Bachelor's Degree,White-collar,1
740,502,0.6085080063260038,23953,15287,5,7,0,1,29,Male,Single,48663,Master's Degree,Blue-collar,1
741,713,0.9845588430579394,39137,1385,8,1,1,4,30,Female,Married,48078,High School Diploma,White-collar,1
742,752,0.03818691927940454,28667,15590,8,9,1,2,21,Male,Single,22624,Bachelor's Degree,Blue-collar,1
743,590,0.6718538691951543,36107,14275,10,8,0,4,31,Female,Married,61799,Master's Degree,White-collar,1
744,529,0.4778433008290599,15254,5310,7,7,1,1,20,Male,Single,51663,High School Diploma,Blue-collar,1
745,672,0.5591322311782906,22858,17000,6,2,0,1,47,Female,Married,73310,Bachelor's Degree,White-collar,1
746,715,0.8277976769425376,13579,10258,8,8,2,4,32,Male,Single,78438,Master's Degree,Blue-collar,1
747,725,0.7961489366414461,20722,6222,5,8,0,3,24,Female,Married,59671,High School Diploma,White-collar,1
748,676,0.24459898671799052,36343,13692,4,3,0,3,21,Male,Single,17664,Bachelor's Degree,Blue-collar,1
749,840,0.6840431723914172,40531,5188,10,3,2,1,33,Female,Married,53645,Master's Degree,White-collar,1
750,553,0.08146351916806704,11472,5981,2,7,0,3,52,Male,Single,65260,High School Diploma,Blue-collar,1
751,602,0.1990147625781551,17865,4552,2,6,1,3,44,Female,Married,21657,Bachelor's Degree,White-collar,0
752,756,0.12674795980598552,20403,19719,1,4,1,2,43,Male,Single,42107,Master's Degree,Blue-collar,1
753,581,0.47390438450081385,44705,2435,8,4,1,4,45,Female,Married,48310,High School Diploma,White-collar,1
754,689,0.4769826870629793,46844,4266,5,8,0,1,18,Male,Single,83093,Bachelor's Degree,Blue-collar,1
755,747,0.3192059324265667,45482,10302,4,6,0,3,38,Female,Married,23999,Master's Degree,White-collar,1
756,749,0.6420529054267563,48498,3923,6,1,2,4,58,Male,Single,77873,High School Diploma,Blue-collar,1
757,505,0.11256395987694079,21877,7732,6,2,1,3,30,Female,Married,56290,Bachelor's Degree,White-collar,0
758,680,0.44916492467513336,48625,4702,2,8,2,2,23,Male,Single,32707,Master's Degree,Blue-collar,1
759,748,0.024415992062319147,16964,16169,5,3,0,1,22,Female,Married,86288,High School Diploma,White-collar,1
760,536,0.701078770234624,19550,10696,10,3,1,4,29,Male,Single,33876,Bachelor's Degree,Blue-collar,1
761,793,0.38118322628099355,39269,10549,7,6,1,1,55,Female,Married,83766,Master's Degree,White-collar,1
762,740,0.8067937209125505,11257,19934,1,3,0,4,39,Male,Single,35774,High School Diploma,Blue-collar,1
763,701,0.9530159364034757,24871,14182,1,3,0,1,23,Female,Married,30184,Bachelor's Degree,White-collar,1
764,700,0.2102302898267996,44452,7722,7,5,0,1,47,Male,Single,25311,Master's Degree,Blue-collar,1
765,587,0.16433261468128535,20269,9522,8,5,2,3,38,Female,Married,64136,High School Diploma,White-collar,1
766,759,0.19822802222350389,33556,15179,10,1,1,1,27,Male,Single,79397,Bachelor's Degree,Blue-collar,1
767,656,0.7639592236004035,45091,16838,9,3,2,1,20,Female,Married,73356,Master's Degree,White-collar,1
768,833,0.425050314598614,30487,5702,9,4,0,1,48,Male,Single,15829,High School Diploma,Blue-collar,1
