,Age,Gender,Industry,JobRole,YearsAtCompany,MentalHealthDaysTaken,PhysicalHealthDaysTaken,MentalHealthDiscussedWithManager,PhysicalHealthDiscussedWithManager,AccessToMentalHealthResources,AccessToPhysicalHealthResources,WorkplaceStressLevel,ManagerSupport,EmployeeSatisfaction,CompanySize,RemoteWork,MentalHealthTrainingForManagers,MentalHealthPolicies,label
685,31,1,1,0,1,4,2,1,0,3,1,3,2,4,2,1,1,1,1
686,48,3,3,4,18,8,0,1,1,3,1,3,4,3,1,0,0,0,0
687,63,3,3,5,3,0,4,1,1,2,3,4,1,4,2,1,0,0,1
688,33,3,5,4,18,8,11,0,1,3,0,2,1,4,2,0,0,0,0
689,53,1,0,0,16,2,6,0,1,3,2,3,3,3,1,0,1,1,1
690,37,3,5,3,24,7,10,0,1,3,2,3,4,1,1,1,0,1,0
691,50,2,3,0,15,10,8,0,1,0,2,2,2,2,1,1,1,0,0
692,55,2,4,3,2,9,10,0,0,3,2,4,2,1,1,0,0,0,0
693,53,2,5,5,29,1,2,1,1,0,2,2,1,4,1,0,0,0,1
694,29,2,1,2,21,13,13,0,1,1,3,3,4,2,1,1,0,0,1
695,44,2,1,3,1,5,2,1,1,0,1,2,3,1,1,1,0,0,0
696,43,0,0,2,5,12,0,1,1,0,3,2,3,1,1,1,0,0,0
697,46,3,5,3,18,12,13,0,1,1,1,4,1,3,1,0,0,1,0
698,53,2,2,4,28,4,3,0,0,1,0,3,3,1,1,0,1,0,0
699,50,0,2,2,7,9,5,1,1,1,3,4,1,1,1,1,1,1,1
700,50,3,1,5,19,0,10,0,0,3,3,1,3,2,1,0,0,1,0
701,29,2,4,3,9,8,5,0,1,0,1,1,1,4,1,1,1,0,0
702,33,0,4,1,7,1,2,1,0,3,2,1,4,4,2,1,0,0,1
703,56,3,2,5,24,3,10,1,1,0,3,3,1,2,2,0,0,0,0
704,64,2,2,3,18,12,8,1,0,2,1,4,3,3,2,0,1,0,0
705,29,0,1,1,17,7,5,1,1,2,0,1,2,2,1,0,1,1,1
706,55,3,1,1,22,5,6,0,0,3,0,1,3,3,2,0,0,0,0
707,64,3,5,4,22,0,5,0,1,0,2,3,1,2,2,0,1,0,0
708,28,2,1,5,25,2,4,0,0,3,2,4,4,2,1,1,1,0,0
709,32,2,5,5,3,11,12,1,1,0,1,2,3,1,2,0,1,1,1
710,51,1,5,3,14,9,9,1,1,0,3,3,2,4,2,1,1,1,1
711,58,2,0,0,21,3,9,0,1,1,3,3,3,3,2,1,1,0,0
712,43,3,3,4,15,13,10,0,1,2,2,1,2,3,2,0,1,0,0
713,62,2,1,3,17,12,3,1,1,1,0,2,2,2,1,1,1,0,0
714,30,0,3,1,29,12,13,1,1,3,1,3,3,3,1,0,1,0,0
715,55,3,3,4,1,4,9,0,0,3,2,2,3,3,2,0,1,0,0
716,31,1,0,4,17,7,13,1,1,3,1,2,1,3,2,1,0,1,0
717,34,2,1,1,11,10,2,1,0,2,1,3,3,2,2,0,0,0,0
718,41,3,3,0,8,3,4,1,0,0,3,1,2,4,1,1,0,1,1
719,21,3,0,3,27,10,9,1,1,3,0,2,4,2,2,0,0,0,0
720,31,2,3,2,25,2,2,1,0,1,2,3,2,4,2,1,1,1,1
721,46,0,3,2,21,1,10,1,1,1,2,4,4,4,2,1,1,0,1
722,50,3,5,3,21,5,10,1,0,0,3,2,1,4,1,1,0,0,1
723,55,1,2,0,17,0,8,0,1,0,1,2,1,4,2,0,1,1,1
724,48,2,5,4,26,3,7,1,0,0,3,4,3,1,1,1,1,0,0
725,51,1,3,5,15,11,0,1,0,1,3,3,4,3,1,0,0,1,1
726,30,2,4,0,7,12,7,0,1,1,3,4,3,2,1,1,1,1,1
727,47,1,4,0,14,12,0,0,1,0,0,2,2,4,1,1,1,0,0
728,22,3,2,3,17,13,7,0,0,3,2,4,1,3,2,1,0,1,0
729,46,0,1,0,12,2,1,1,1,0,0,1,3,1,1,0,1,0,0
730,30,2,2,0,24,13,12,1,0,3,1,1,1,3,1,0,1,1,1
731,19,0,4,0,15,10,6,0,1,2,1,2,3,4,2,1,0,1,0
732,41,1,2,2,8,3,1,0,0,0,0,3,2,3,2,1,1,1,1
733,33,1,1,3,3,5,6,1,0,2,3,2,3,1,1,1,0,0,0
734,53,0,2,3,15,9,2,1,1,0,3,2,3,4,2,0,0,0,1
735,41,3,3,1,26,13,5,1,0,2,3,1,1,3,1,0,1,0,0
736,55,1,5,3,9,10,9,0,0,2,1,1,1,1,1,0,1,1,1
737,20,1,2,1,6,2,4,1,0,2,0,1,2,4,2,0,1,0,1
738,29,2,2,4,6,1,2,1,0,1,3,3,2,1,1,0,0,1,0
739,62,2,2,2,4,7,6,0,0,2,3,3,1,4,2,0,1,1,1
740,61,0,5,0,20,10,6,0,1,3,3,3,2,4,2,0,0,0,0
741,33,1,4,1,2,7,10,0,1,3,2,1,4,1,1,1,0,1,0
742,31,3,1,4,25,5,1,1,0,3,0,2,1,3,2,1,0,0,0
743,40,0,5,5,15,11,5,0,0,0,1,4,4,3,1,0,0,0,0
744,43,3,5,2,7,11,6,0,1,1,0,2,1,2,2,1,0,1,0
745,42,3,5,3,19,8,3,1,1,1,0,3,2,1,2,0,1,1,1
746,37,0,1,0,6,2,5,0,1,0,0,2,2,2,1,1,0,1,0
747,35,2,1,2,6,2,8,1,0,3,2,4,3,2,2,1,1,1,1
748,29,1,4,4,20,10,7,1,1,0,2,2,2,3,1,1,0,0,0
749,54,1,4,4,22,13,10,0,1,2,2,1,3,3,1,1,1,0,0
750,25,0,5,3,22,2,1,1,0,1,1,2,4,2,1,0,1,0,1
751,64,0,4,0,23,6,8,0,0,2,2,1,4,3,2,1,1,0,1
752,26,0,1,5,25,13,0,0,1,1,0,3,2,4,1,1,1,1,1
753,40,1,0,2,12,5,0,1,0,2,3,1,4,1,1,1,1,0,1
754,48,1,1,0,2,4,3,0,0,1,0,3,3,3,2,0,1,0,0
755,45,1,0,1,20,2,0,1,1,2,0,1,2,2,2,0,1,0,0
756,29,3,0,2,6,3,9,1,1,2,2,1,2,4,1,1,1,0,1
757,40,2,3,1,16,11,2,1,1,3,0,1,4,4,2,0,1,1,1
758,59,1,3,0,6,6,13,0,0,3,1,1,4,1,1,0,0,0,0
759,40,0,0,3,26,13,8,0,0,0,1,3,3,1,1,1,1,0,0
760,56,2,0,4,20,1,11,0,0,2,2,1,1,4,2,1,1,0,0
761,61,1,0,2,14,1,5,1,1,2,2,4,3,1,1,1,0,1,0
762,48,1,3,5,7,1,8,1,1,3,3,3,2,2,2,0,1,1,1
763,38,2,0,5,12,4,11,1,0,1,3,2,4,2,1,1,1,1,1
764,34,2,2,0,24,11,1,1,0,1,1,2,4,2,2,1,1,1,1
765,53,2,1,3,10,12,7,1,0,2,3,3,4,1,1,0,0,1,1
766,43,3,0,1,28,5,1,1,0,0,0,2,4,1,1,0,1,0,0
767,33,2,4,2,2,6,11,0,0,2,3,1,3,4,1,1,0,0,0
768,18,0,0,2,17,13,11,1,0,0,0,4,4,1,1,1,1,0,0
769,48,3,0,3,1,4,1,0,0,0,2,1,1,2,1,1,1,1,1
770,32,1,4,4,21,11,7,1,1,2,2,3,4,4,2,1,1,1,1
771,19,2,2,1,20,5,4,1,1,1,2,2,1,3,2,0,1,0,0
772,36,3,1,4,16,11,3,1,0,0,1,1,4,2,1,1,1,0,0
773,37,3,2,0,12,12,3,0,1,0,3,1,1,1,1,1,0,0,0
774,58,2,1,3,13,2,6,1,1,0,2,1,2,2,1,0,0,1,0
775,47,3,2,2,19,6,1,1,0,1,1,4,2,4,1,0,0,0,1
776,19,2,1,1,28,9,4,0,0,1,0,3,4,3,1,0,0,1,1
777,62,0,5,4,15,8,4,0,0,3,3,1,4,2,2,1,1,1,1
778,45,2,4,5,11,6,12,0,0,0,3,4,1,4,2,1,1,1,1
779,56,1,1,2,1,12,1,1,0,3,1,2,4,2,1,0,1,0,0
780,47,2,5,1,4,0,8,1,1,3,2,1,1,3,1,0,0,1,0
781,44,0,3,3,20,6,8,1,0,3,0,2,1,3,2,1,1,1,1
782,32,1,4,4,15,0,9,1,1,1,3,3,3,2,1,1,0,0,0
783,57,2,4,5,21,2,3,0,0,3,0,4,4,3,1,1,0,1,0
784,61,2,3,5,3,7,6,0,0,3,0,3,3,3,2,0,0,1,0
785,54,2,3,1,19,9,12,0,1,3,2,3,2,4,2,1,0,0,0
786,56,2,1,1,1,12,5,1,0,3,1,2,2,2,2,1,0,0,0
787,29,1,4,4,13,1,3,1,1,0,3,1,2,2,2,1,1,1,1
788,49,1,2,2,28,8,1,1,0,1,0,3,2,4,1,1,0,1,1
789,54,0,0,3,9,10,8,1,0,0,1,3,3,3,1,1,1,1,1
790,62,2,5,4,24,7,11,1,0,2,3,4,3,2,1,1,0,0,0
791,53,1,1,1,11,12,3,1,1,1,1,4,4,2,2,0,1,1,1
792,34,1,0,4,26,12,1,0,0,3,2,4,1,1,1,1,0,1,0
793,21,3,3,0,16,7,0,1,0,3,3,2,4,4,2,0,0,1,1
794,40,0,5,2,11,7,4,0,1,2,1,2,2,2,2,0,1,0,0
795,46,2,4,0,16,10,13,1,1,3,3,4,3,1,1,1,0,1,0
796,61,1,5,3,4,11,5,0,1,0,3,1,1,1,1,0,1,0,0
797,54,3,2,4,28,7,2,0,0,0,0,1,3,2,2,0,1,1,1
798,27,1,0,0,22,8,3,0,0,2,0,3,1,4,2,0,1,1,1
799,63,0,1,1,1,11,6,1,0,3,1,2,1,4,1,1,1,0,1
800,40,0,5,2,16,5,2,0,1,0,0,2,1,3,1,0,1,0,0
801,38,2,0,0,2,2,4,1,0,0,0,4,4,2,2,0,1,1,1
802,36,3,1,4,14,0,8,1,0,0,2,1,2,4,1,0,0,0,1
803,52,3,2,4,19,13,5,1,1,1,3,3,3,3,1,0,0,1,0
804,58,0,3,5,15,8,8,1,0,3,3,1,4,2,1,1,0,0,0
805,37,0,2,3,3,11,13,0,0,0,2,1,2,2,1,0,0,0,0
806,31,0,4,1,6,2,7,1,0,3,1,3,1,4,2,1,1,0,1
807,18,0,0,4,6,6,11,1,1,2,1,2,3,3,1,0,0,0,0
808,56,2,5,1,23,1,5,1,1,2,2,2,1,4,1,0,1,0,1
809,60,1,0,1,8,13,13,1,0,3,0,2,2,4,2,1,1,0,1
810,57,2,2,2,28,1,8,0,1,1,0,2,1,2,2,1,0,0,0
811,33,2,4,2,27,6,12,0,1,2,1,4,4,3,1,1,1,1,1
812,41,3,4,4,8,11,0,0,0,1,2,4,1,1,1,1,0,0,0
813,22,0,3,3,2,0,6,1,0,2,2,1,2,4,2,1,0,1,1
814,54,1,1,0,15,8,5,1,1,3,1,4,4,2,1,1,1,0,0
815,43,3,2,2,28,7,3,0,0,2,1,3,4,3,2,0,0,0,1
816,27,0,1,5,2,4,10,1,0,2,0,4,4,3,1,0,0,1,1
817,56,1,3,4,18,6,1,1,1,2,3,3,2,1,1,1,1,0,0
818,56,0,3,5,13,9,11,0,1,3,1,4,3,1,1,0,0,1,0
819,35,0,0,5,29,10,6,0,0,3,3,3,2,3,1,0,1,0,0
820,61,1,4,3,8,6,5,0,1,2,0,2,4,3,1,0,1,1,1
821,63,3,4,4,7,0,2,1,1,3,2,4,1,3,2,1,0,0,0
822,44,3,2,5,19,2,13,1,0,2,2,4,1,3,1,0,1,1,1
823,60,1,3,3,26,7,1,0,0,3,2,4,3,4,2,1,1,0,0
824,22,3,4,5,28,4,4,0,0,1,1,1,2,1,2,0,0,0,0
825,58,3,0,1,18,3,3,0,0,0,0,3,1,3,1,0,0,0,0
826,33,1,0,1,27,2,8,1,0,1,3,2,1,1,2,0,0,0,0
827,43,2,3,5,11,3,9,1,0,2,1,3,4,4,2,0,1,0,1
828,63,1,4,0,21,11,10,0,0,1,3,1,2,3,2,0,1,1,1
829,27,2,5,2,5,7,4,0,0,2,3,4,2,4,2,1,0,0,0
830,56,0,1,2,16,3,3,0,0,1,3,4,4,3,2,1,0,0,1
831,49,3,3,1,12,5,13,1,0,1,3,3,2,4,2,0,0,1,1
832,34,2,1,5,10,11,6,1,1,3,0,4,4,1,2,0,1,0,0
833,45,0,5,1,12,8,4,1,0,1,1,2,2,4,1,0,0,1,1
834,51,3,0,0,18,1,3,1,0,1,3,2,2,4,2,0,0,1,1
835,60,1,3,3,23,12,3,0,0,1,2,2,4,2,1,0,0,0,1
836,29,1,0,4,19,6,4,0,1,1,1,1,4,4,1,1,1,1,1
837,24,3,0,0,28,13,13,0,1,1,0,2,1,2,1,1,1,0,0
838,44,3,3,2,16,11,8,1,0,1,1,1,4,1,1,1,0,0,1
839,18,0,0,2,22,4,9,1,0,3,3,4,1,3,2,1,1,1,1
840,25,1,3,4,5,12,4,1,1,0,1,4,1,2,1,0,1,1,1
841,24,2,1,3,26,8,0,0,1,3,3,2,3,4,1,1,0,1,0
842,54,2,0,1,7,11,6,0,0,2,2,1,2,4,2,1,1,0,0
843,40,2,3,0,17,4,13,1,0,0,1,3,1,1,2,1,1,0,0
844,25,3,4,4,22,11,0,0,1,3,2,1,1,3,1,1,1,0,0
845,52,1,4,3,28,1,11,0,0,2,0,2,2,2,1,0,0,0,0
846,29,1,2,1,25,13,9,1,0,1,1,1,3,4,1,0,1,1,1
847,46,1,1,2,3,7,4,1,0,2,3,4,1,4,1,1,0,0,1
848,39,0,4,2,2,7,3,0,0,3,1,4,1,2,2,1,1,1,1
849,42,1,2,2,17,10,2,1,0,3,3,3,4,3,1,0,1,0,0
850,56,3,5,0,14,3,2,0,1,2,1,2,1,1,1,0,1,1,1
851,59,1,1,1,6,12,13,1,1,1,3,4,4,1,1,1,0,0,1
852,28,0,3,3,2,9,4,1,0,1,2,1,1,3,1,0,0,1,0
853,40,1,2,4,17,0,13,1,0,1,1,2,1,1,2,1,1,1,1
854,42,2,4,4,14,8,4,1,1,3,3,3,1,1,2,0,0,1,0
855,31,0,3,1,18,8,0,0,0,0,2,2,4,2,2,1,1,1,1
856,31,1,3,4,29,0,8,0,1,1,0,3,3,4,1,0,0,1,0
857,21,0,2,2,19,13,3,1,1,2,1,1,3,3,2,1,1,1,1
858,28,0,5,2,5,0,1,1,1,3,2,1,1,1,2,0,0,1,0
859,43,2,2,1,15,12,9,0,1,1,2,2,1,4,1,1,0,0,0
860,27,2,2,0,17,2,10,1,0,1,1,4,4,2,2,1,1,1,1
861,19,2,5,1,27,0,2,0,1,3,0,1,4,2,1,1,0,0,0
862,26,0,5,2,15,0,5,1,0,3,0,1,3,4,2,0,1,1,1
863,23,0,1,5,13,11,9,1,1,0,0,2,2,1,1,1,0,0,0
864,45,0,1,2,25,11,13,1,1,3,2,4,1,4,1,1,0,1,1
865,35,3,5,4,28,8,13,1,0,2,2,3,4,2,2,1,0,1,1
866,53,0,3,4,16,12,4,0,1,3,2,3,3,3,2,1,0,1,0
867,18,3,2,5,3,4,0,0,1,2,0,3,3,1,2,1,1,0,0
868,49,1,5,3,28,5,9,1,0,3,3,2,4,2,1,1,0,0,0
869,21,1,0,4,20,0,13,0,1,1,1,1,1,3,1,1,1,1,1
870,24,0,3,1,29,11,4,0,0,3,3,3,1,1,1,0,1,0,0
871,31,3,3,5,1,4,3,1,1,0,1,2,4,2,2,1,1,0,0
872,54,2,0,1,16,13,6,1,0,0,3,3,3,1,2,0,0,0,0
873,41,1,5,3,6,13,1,1,1,0,2,2,2,4,2,0,0,1,1
874,33,1,0,0,11,12,10,0,0,3,3,4,1,2,1,1,0,0,0
875,47,3,3,5,23,9,13,1,1,1,1,3,2,4,2,1,0,0,1
876,54,1,2,4,19,0,6,0,1,1,3,3,4,4,1,0,0,1,1
877,40,3,4,2,27,4,4,1,1,2,1,1,2,4,1,0,0,1,1
878,44,2,1,5,3,13,12,0,0,2,3,1,2,4,1,1,0,1,0
879,24,2,5,0,18,11,12,1,1,3,1,2,2,2,2,1,1,0,0
880,21,2,1,2,18,13,10,0,0,1,3,3,3,1,2,1,0,1,0
881,24,1,2,1,22,2,10,1,0,1,1,1,1,3,2,0,1,1,1
882,54,2,1,5,26,7,4,0,1,3,0,4,2,1,1,1,1,1,1
883,60,1,3,5,24,11,3,1,0,2,0,1,3,3,1,1,0,0,0
884,52,1,1,0,29,3,2,1,0,0,1,2,1,3,1,1,1,0,0
885,20,2,0,4,28,4,10,0,1,2,2,2,4,3,1,1,1,0,1
886,59,1,0,4,2,13,9,1,0,3,3,4,3,1,1,1,1,0,0
887,56,3,3,1,19,4,8,1,1,1,1,2,1,3,1,1,1,0,0
888,41,2,3,5,13,10,4,0,0,2,3,2,3,3,1,1,0,0,0
889,40,3,4,3,10,4,7,1,1,2,3,4,1,3,1,0,0,1,0
890,21,0,3,0,23,8,2,1,1,2,2,2,1,3,2,1,1,1,1
891,56,3,3,5,24,1,12,0,0,2,1,2,1,1,1,1,1,0,0
892,35,0,4,5,11,13,12,1,1,2,1,4,4,1,1,0,1,0,1
893,47,2,5,4,19,2,3,1,0,1,0,3,2,3,1,0,1,1,1
894,40,1,3,3,24,5,12,1,1,3,3,2,4,1,2,1,1,1,1
895,21,2,5,5,22,10,5,0,0,3,1,2,4,1,1,1,0,0,0
896,47,3,5,3,12,2,4,0,0,2,3,4,4,3,1,1,0,1,1
897,18,0,0,0,16,9,10,0,0,1,0,2,4,4,2,1,0,0,1
898,35,1,2,1,13,11,7,1,1,3,1,1,1,1,1,1,1,0,0
899,32,2,0,3,17,7,7,1,0,2,2,2,1,4,2,1,1,0,1
900,55,3,1,2,8,7,9,0,0,3,1,4,4,1,1,0,1,1,1
901,61,3,1,3,27,10,3,0,1,3,3,2,1,4,2,0,1,1,1
902,62,0,2,1,14,13,11,1,0,2,0,2,1,2,1,0,1,1,1
903,36,1,2,0,5,3,4,1,1,0,2,4,3,4,1,1,0,1,1
904,37,3,1,3,14,8,12,1,0,3,1,1,3,2,2,0,1,0,0
905,42,1,5,5,27,2,5,0,1,2,3,2,3,1,2,0,1,1,1
906,42,0,3,1,4,5,7,1,0,2,1,2,1,2,1,1,1,0,0
907,57,2,2,0,18,13,4,0,0,2,2,2,4,1,2,0,1,1,1
908,37,1,3,4,12,4,0,1,0,3,3,4,2,1,1,1,1,1,1
909,18,2,1,1,3,3,8,1,1,0,0,3,1,1,1,0,0,1,0
910,39,2,5,4,19,2,10,0,1,2,2,4,1,3,1,0,1,0,0
911,24,0,3,5,9,1,10,1,1,0,0,3,4,4,1,0,1,0,1
912,32,1,3,5,10,5,8,0,1,2,0,4,3,4,2,0,1,0,0
913,22,0,2,2,7,5,4,0,0,0,3,4,3,3,1,1,1,0,0
914,55,1,3,1,28,0,2,1,1,3,1,2,2,1,1,1,0,0,0
915,38,3,2,1,29,4,9,1,1,0,1,3,1,1,1,0,1,1,1
916,19,1,2,5,29,4,2,0,1,1,3,2,1,3,1,1,0,1,0
917,19,3,0,2,6,13,9,1,0,3,0,3,3,1,1,0,1,1,1
918,39,1,3,2,24,9,3,1,0,2,0,4,3,3,1,0,0,1,0
919,49,3,5,5,25,12,11,1,0,2,0,2,2,3,1,1,0,0,0
920,50,1,1,3,25,2,6,1,0,3,1,1,1,2,2,0,1,0,0
921,18,2,3,0,23,3,2,0,1,1,2,2,4,4,1,1,1,1,1
922,43,2,4,1,23,12,3,0,0,0,1,1,4,2,2,1,0,0,0
923,44,3,1,5,18,4,13,1,1,2,0,3,3,1,1,0,1,1,1
924,42,1,4,5,11,4,3,1,1,3,1,2,1,2,2,1,1,0,0
925,36,0,2,2,9,6,9,1,0,3,0,1,1,1,1,0,1,1,1
926,43,1,5,0,27,11,11,0,0,2,3,4,4,2,2,0,1,1,1
927,55,2,1,3,17,7,9,1,0,1,3,1,1,3,2,0,0,0,0
928,56,3,3,2,6,1,9,0,0,2,3,4,3,4,2,1,1,0,0
929,39,3,2,0,11,0,6,0,0,3,3,2,1,2,1,1,0,1,0
930,61,3,1,0,20,0,2,1,0,2,0,2,1,2,1,0,1,1,1
931,58,0,1,5,17,13,1,0,0,0,1,2,4,1,2,0,0,1,0
932,64,3,2,5,26,10,1,1,1,0,0,2,2,2,2,1,1,0,0
933,30,1,2,5,5,7,0,1,1,1,1,2,4,4,1,1,1,0,1
934,34,2,4,1,25,2,5,0,1,3,2,2,2,4,2,1,1,0,0
935,42,1,4,4,6,13,12,0,1,1,3,4,1,3,2,0,0,1,0
936,31,2,1,2,18,8,4,0,0,2,3,2,1,4,1,0,1,1,1
937,18,1,3,2,5,7,12,0,0,0,1,1,3,1,2,0,0,0,0
938,61,1,5,2,15,8,3,1,0,3,0,3,4,3,1,1,0,0,0
939,39,1,2,2,21,3,10,1,0,3,3,2,2,2,2,1,0,1,0
940,43,2,3,1,16,7,7,0,0,3,3,4,1,3,1,1,1,1,1
941,47,0,2,2,3,12,0,0,0,0,3,3,3,4,1,1,1,1,1
942,24,2,4,0,25,5,0,1,0,2,3,1,2,3,2,0,1,1,1
943,60,1,3,4,17,11,10,0,0,2,1,4,1,2,2,0,1,0,0
944,64,2,0,5,5,2,5,0,1,3,1,1,3,2,2,0,0,1,0
945,19,1,2,0,19,3,0,1,1,1,2,3,4,2,2,1,0,1,1
946,63,3,0,1,23,2,1,1,1,2,1,4,2,4,2,0,0,0,1
947,46,3,1,0,14,2,4,0,0,0,2,1,4,2,2,1,1,0,0
948,18,1,0,2,12,12,12,0,0,2,2,4,1,4,2,1,1,1,1
949,50,0,4,0,15,10,4,0,1,1,3,3,3,4,2,1,1,1,1
950,38,2,5,2,10,9,2,1,0,1,3,4,3,2,1,1,0,0,0
951,29,0,5,5,25,11,12,1,0,3,3,1,2,4,1,1,1,1,1
952,50,3,1,3,12,5,11,0,1,0,3,2,3,1,1,0,0,1,0
953,51,2,3,1,8,1,0,1,0,0,2,1,1,1,2,0,0,1,0
954,44,1,2,1,25,8,1,0,1,1,0,4,4,3,1,1,0,1,1
955,22,3,0,1,12,13,3,1,1,3,3,4,3,4,1,0,0,1,1
956,21,3,2,0,9,0,3,1,0,1,2,4,2,4,1,0,0,1,1
957,47,2,3,3,2,2,5,0,0,3,1,1,1,4,2,0,0,1,0
958,37,0,1,4,5,11,0,0,0,1,2,3,2,4,2,1,1,0,0
959,25,0,5,1,1,0,10,0,0,0,3,3,3,2,2,1,0,0,0
960,36,1,4,4,22,8,10,0,0,3,0,4,4,3,1,0,1,0,0
961,55,2,1,0,17,13,12,0,0,3,2,3,3,4,2,0,0,1,0
962,36,3,4,2,17,3,2,0,1,3,0,1,3,3,2,1,1,1,1
963,40,0,4,3,14,4,5,1,1,0,0,2,1,3,1,0,1,1,1
964,40,0,5,4,23,11,13,0,0,2,1,1,2,2,1,1,0,0,0
965,19,1,1,2,17,0,7,1,1,0,0,4,3,3,1,0,1,1,1
966,52,3,3,2,23,8,8,1,1,3,0,2,4,2,1,0,1,1,1
967,27,0,5,4,28,13,2,1,1,1,1,4,4,4,2,1,0,0,1
968,29,1,5,1,5,2,0,1,1,1,3,4,1,1,2,1,1,0,0
969,63,0,2,1,22,7,4,1,1,1,2,4,1,3,2,0,1,1,1
970,28,0,1,3,4,11,5,1,1,2,1,1,2,2,1,0,0,0,0
971,59,1,1,4,18,2,3,1,1,0,1,1,1,4,2,1,0,1,1
972,52,3,5,5,29,6,5,0,0,1,3,4,1,1,1,0,0,1,0
973,52,2,5,4,25,0,8,1,0,2,0,3,3,2,2,1,1,1,1
974,30,1,2,2,12,5,5,0,0,1,0,2,4,2,1,0,1,0,1
975,64,0,3,0,27,10,9,1,1,0,0,1,2,3,1,1,0,1,0
976,18,3,1,0,24,6,10,0,0,3,1,3,2,4,2,0,1,1,1
977,43,2,3,2,10,4,2,1,1,2,1,3,1,3,1,1,1,1,1
978,20,3,1,0,24,9,7,1,0,2,0,4,4,1,1,1,0,0,1
979,26,3,1,5,18,10,2,1,0,2,2,3,4,1,1,1,1,1,1
980,61,2,5,2,16,13,12,0,1,1,3,1,2,2,2,0,0,1,0
981,48,1,2,2,22,1,1,0,0,1,1,4,4,4,2,1,0,0,1
982,57,1,0,2,23,10,6,1,0,3,3,4,4,1,1,1,1,1,1
983,35,3,1,2,23,2,12,0,1,2,3,4,3,2,2,0,1,1,1
984,25,1,3,5,17,12,11,0,0,0,0,1,1,3,1,1,1,1,1
985,46,2,1,1,4,0,12,1,1,2,1,1,1,2,2,0,1,1,1
986,22,1,4,0,27,6,7,1,1,2,1,4,4,2,1,0,1,0,1
987,63,1,3,1,27,8,13,0,1,0,3,3,3,3,2,0,1,0,0
988,60,0,2,4,5,4,7,0,1,0,1,4,4,4,1,1,0,1,0
989,30,0,2,5,10,11,13,1,1,2,3,4,4,2,2,1,0,1,1
990,21,3,1,4,10,5,4,1,1,0,0,4,2,4,2,1,1,0,1
991,36,1,3,5,11,12,1,1,1,1,0,2,3,1,1,1,0,0,0
992,51,3,4,0,26,0,3,0,1,3,0,4,3,3,1,0,0,1,0
993,52,0,2,3,10,3,8,0,0,2,3,3,4,2,2,1,0,0,1
994,22,1,5,1,24,7,13,0,1,1,3,3,4,3,2,1,0,1,1
995,47,1,5,5,18,12,0,0,0,1,0,1,3,4,1,0,0,1,0
996,35,1,5,4,17,0,10,1,0,0,0,3,4,4,2,1,0,1,1
997,56,3,0,5,26,1,1,1,1,2,3,1,1,1,2,0,0,0,0
998,42,2,4,5,27,5,3,1,0,1,0,1,3,1,1,1,1,0,0
999,57,2,0,3,11,6,10,1,0,1,2,1,3,3,2,0,1,0,0
