,User ID,Transaction Date,Transaction Amount,Transaction Type,Merchant Name,Merchant Location,Previous Transactions,Previous Successful Transactions,Flag Indicators,Time of Day,Day of Week,Week of Year,label
509,510,2023-01-01,5503,Transfer,Unknown,"New York, NY",1,0,Flagged for suspicious behavior,0,6,52,1
510,511,2023-01-01,6631,Bill Payment,Unknown,"Los Angeles, CA",2,4,Flagged for suspicious behavior,0,6,52,1
511,512,2023-01-01,1143,Purchase,Amazon,"Chicago, IL",2,3,Flagged for suspicious behavior,0,6,52,1
512,513,2023-01-01,2141,Bill Payment,Target,"Los Angeles, CA",8,3,Flagged for high-dollar fraud,0,6,52,1
513,514,2023-01-01,4841,Purchase,Unknown,"New York, NY",9,4,None,0,6,52,0
514,515,2023-01-01,7685,Purchase,Unknown,"New York, NY",9,4,None,0,6,52,1
515,516,2023-01-01,6452,Transfer,Apple Inc.,"Los Angeles, CA",6,2,Flagged for suspicious behavior,0,6,52,1
516,517,2023-01-01,5122,Bill Payment,Apple Inc.,"Chicago, IL",9,0,Flagged for suspicious behavior,0,6,52,1
517,518,2023-01-01,9140,Purchase,Apple Inc.,"New York, NY",1,3,None,0,6,52,1
518,519,2023-01-01,7193,Bill Payment,Target,"Chicago, IL",2,1,Flagged for high-dollar fraud,0,6,52,1
519,520,2023-01-01,765,Bill Payment,Target,Unknown,6,4,None,0,6,52,0
520,521,2023-01-01,6529,Transfer,Unknown,"New York, NY",6,3,Flagged for high-dollar fraud,0,6,52,1
521,522,2023-01-01,4522,Purchase,Unknown,Unknown,9,0,Flagged for high-dollar fraud,0,6,52,1
522,523,2023-01-01,67,Bill Payment,Unknown,"Los Angeles, CA",3,2,None,0,6,52,0
523,524,2023-01-01,1998,Transfer,Unknown,"Chicago, IL",2,0,Flagged for suspicious behavior,0,6,52,1
524,525,2023-01-01,7272,Transfer,Unknown,"Los Angeles, CA",8,3,Flagged for high-dollar fraud,0,6,52,1
525,526,2023-01-01,5372,Purchase,Unknown,"New York, NY",4,0,None,0,6,52,1
526,527,2023-01-01,7796,Bill Payment,Target,"New York, NY",1,0,Flagged for suspicious behavior,0,6,52,1
527,528,2023-01-01,4215,Transfer,Target,"Chicago, IL",0,0,Flagged for suspicious behavior,0,6,52,1
528,529,2023-01-01,2691,Bill Payment,Target,Unknown,1,4,Flagged for suspicious behavior,0,6,52,1
529,530,2023-01-01,8865,Purchase,Unknown,"New York, NY",2,3,Flagged for high-dollar fraud,0,6,52,1
530,531,2023-01-01,5877,Bill Payment,Unknown,"New York, NY",5,1,Flagged for high-dollar fraud,0,6,52,1
531,532,2023-01-01,4939,Purchase,Apple Inc.,"New York, NY",1,0,Flagged for high-dollar fraud,0,6,52,1
532,533,2023-01-01,3597,Purchase,Apple Inc.,Unknown,1,3,None,0,6,52,0
533,534,2023-01-01,4652,Purchase,Amazon,"Chicago, IL",5,1,Flagged for high-dollar fraud,0,6,52,1
534,535,2023-01-01,3644,Bill Payment,Unknown,Unknown,9,0,None,0,6,52,0
535,536,2023-01-01,3130,Transfer,Amazon,Unknown,3,3,Flagged for high-dollar fraud,0,6,52,1
536,537,2023-01-01,1585,Purchase,Target,"Chicago, IL",3,4,None,0,6,52,0
537,538,2023-01-01,8785,Purchase,Amazon,"New York, NY",8,3,Flagged for suspicious behavior,0,6,52,1
538,539,2023-01-01,6047,Bill Payment,Apple Inc.,"Chicago, IL",8,4,None,0,6,52,1
539,540,2023-01-01,8075,Transfer,Apple Inc.,Unknown,0,1,Flagged for suspicious behavior,0,6,52,1
540,541,2023-01-01,5660,Bill Payment,Amazon,"New York, NY",3,4,Flagged for high-dollar fraud,0,6,52,1
541,542,2023-01-01,5895,Bill Payment,Apple Inc.,"Los Angeles, CA",6,3,None,0,6,52,1
542,543,2023-01-01,7148,Purchase,Apple Inc.,"Los Angeles, CA",5,1,Flagged for suspicious behavior,0,6,52,1
543,544,2023-01-01,5019,Transfer,Target,"Los Angeles, CA",9,0,Flagged for high-dollar fraud,0,6,52,1
544,545,2023-01-01,3122,Purchase,Target,"Los Angeles, CA",9,2,Flagged for suspicious behavior,0,6,52,1
545,546,2023-01-01,704,Purchase,Unknown,"Los Angeles, CA",6,3,Flagged for suspicious behavior,0,6,52,1
546,547,2023-01-01,92,Bill Payment,Unknown,Unknown,2,4,Flagged for suspicious behavior,0,6,52,1
547,548,2023-01-01,8412,Purchase,Apple Inc.,"Los Angeles, CA",6,0,Flagged for high-dollar fraud,0,6,52,1
548,549,2023-01-01,6775,Purchase,Apple Inc.,"Los Angeles, CA",7,0,None,0,6,52,1
549,550,2023-01-01,5179,Bill Payment,Amazon,Unknown,1,4,None,0,6,52,1
550,551,2023-01-01,7029,Transfer,Unknown,"Chicago, IL",8,2,None,0,6,52,1
551,552,2023-01-01,715,Transfer,Apple Inc.,"New York, NY",2,1,Flagged for high-dollar fraud,0,6,52,1
552,553,2023-01-01,5671,Transfer,Apple Inc.,"Los Angeles, CA",8,0,None,0,6,52,1
553,554,2023-01-01,6543,Purchase,Apple Inc.,Unknown,1,0,Flagged for high-dollar fraud,0,6,52,1
554,555,2023-01-01,6149,Purchase,Amazon,"New York, NY",3,3,Flagged for high-dollar fraud,0,6,52,1
555,556,2023-01-01,7102,Purchase,Unknown,"Chicago, IL",2,1,Flagged for high-dollar fraud,0,6,52,1
556,557,2023-01-01,6074,Transfer,Amazon,"New York, NY",7,4,None,0,6,52,1
557,558,2023-01-01,8074,Bill Payment,Amazon,"Chicago, IL",1,4,Flagged for suspicious behavior,0,6,52,1
558,559,2023-01-01,9254,Purchase,Target,Unknown,9,1,Flagged for high-dollar fraud,0,6,52,1
559,560,2023-01-01,7917,Transfer,Target,Unknown,2,2,None,0,6,52,1
560,561,2023-01-01,4294,Transfer,Amazon,Unknown,7,1,Flagged for high-dollar fraud,0,6,52,1
561,562,2023-01-01,8019,Bill Payment,Apple Inc.,"New York, NY",6,0,Flagged for high-dollar fraud,0,6,52,1
562,563,2023-01-01,6241,Purchase,Amazon,"Chicago, IL",4,4,None,0,6,52,1
563,564,2023-01-01,8239,Bill Payment,Unknown,"Chicago, IL",6,3,None,0,6,52,1
564,565,2023-01-01,7404,Purchase,Target,"Los Angeles, CA",0,4,Flagged for suspicious behavior,0,6,52,1
565,566,2023-01-01,5637,Purchase,Apple Inc.,Unknown,2,1,Flagged for suspicious behavior,0,6,52,1
566,567,2023-01-01,5169,Transfer,Unknown,"Los Angeles, CA",4,0,Flagged for suspicious behavior,0,6,52,1
567,568,2023-01-01,4351,Bill Payment,Apple Inc.,Unknown,5,0,Flagged for suspicious behavior,0,6,52,1
568,569,2023-01-01,6953,Transfer,Apple Inc.,"Los Angeles, CA",3,3,Flagged for suspicious behavior,0,6,52,1
569,570,2023-01-01,9482,Transfer,Apple Inc.,"Chicago, IL",3,1,Flagged for high-dollar fraud,0,6,52,1
570,571,2023-01-01,4069,Transfer,Target,"Los Angeles, CA",5,3,Flagged for high-dollar fraud,0,6,52,1
571,572,2023-01-01,1292,Transfer,Amazon,"Chicago, IL",3,2,None,0,6,52,0
572,573,2023-01-01,966,Bill Payment,Apple Inc.,Unknown,9,1,Flagged for high-dollar fraud,0,6,52,1
573,574,2023-01-01,8272,Purchase,Target,Unknown,3,3,Flagged for suspicious behavior,0,6,52,1
574,575,2023-01-01,8884,Transfer,Target,"Chicago, IL",2,2,Flagged for suspicious behavior,0,6,52,1
575,576,2023-01-01,9554,Purchase,Unknown,"New York, NY",1,4,Flagged for high-dollar fraud,0,6,52,1
576,577,2023-01-01,8239,Transfer,Target,Unknown,7,4,Flagged for suspicious behavior,0,6,52,1
577,578,2023-01-01,211,Transfer,Unknown,"New York, NY",2,0,Flagged for high-dollar fraud,0,6,52,1
578,579,2023-01-01,2566,Transfer,Apple Inc.,"New York, NY",0,0,None,0,6,52,0
579,580,2023-01-01,8443,Transfer,Target,"Los Angeles, CA",0,4,Flagged for high-dollar fraud,0,6,52,1
580,581,2023-01-01,1229,Purchase,Target,"Los Angeles, CA",5,3,Flagged for high-dollar fraud,0,6,52,1
581,582,2023-01-01,9255,Purchase,Target,"Los Angeles, CA",7,3,Flagged for high-dollar fraud,0,6,52,1
582,583,2023-01-01,3241,Transfer,Amazon,"Los Angeles, CA",8,3,Flagged for suspicious behavior,0,6,52,1
583,584,2023-01-01,6543,Bill Payment,Target,Unknown,6,0,Flagged for high-dollar fraud,0,6,52,1
584,585,2023-01-01,3821,Transfer,Apple Inc.,Unknown,1,1,Flagged for high-dollar fraud,0,6,52,1
585,586,2023-01-01,1256,Purchase,Amazon,"Chicago, IL",3,0,Flagged for suspicious behavior,0,6,52,1
586,587,2023-01-01,9936,Bill Payment,Apple Inc.,"Chicago, IL",7,1,Flagged for suspicious behavior,0,6,52,1
587,588,2023-01-01,9535,Transfer,Unknown,"New York, NY",7,4,Flagged for suspicious behavior,0,6,52,1
588,589,2023-01-01,3575,Transfer,Unknown,"New York, NY",4,0,Flagged for high-dollar fraud,0,6,52,1
589,590,2023-01-01,2706,Purchase,Target,"New York, NY",8,4,Flagged for suspicious behavior,0,6,52,1
590,591,2023-01-01,4064,Purchase,Target,"New York, NY",6,4,Flagged for high-dollar fraud,0,6,52,1
591,592,2023-01-01,7428,Transfer,Unknown,"New York, NY",9,3,Flagged for suspicious behavior,0,6,52,1
592,593,2023-01-01,2040,Bill Payment,Unknown,"Chicago, IL",4,3,Flagged for suspicious behavior,0,6,52,1
593,594,2023-01-01,3730,Bill Payment,Target,"Chicago, IL",0,1,None,0,6,52,0
594,595,2023-01-01,1819,Purchase,Amazon,"Los Angeles, CA",7,2,None,0,6,52,0
595,596,2023-01-01,1624,Purchase,Apple Inc.,"Chicago, IL",7,2,None,0,6,52,0
596,597,2023-01-01,2190,Transfer,Unknown,"New York, NY",5,4,Flagged for suspicious behavior,0,6,52,1
597,598,2023-01-01,2911,Purchase,Unknown,Unknown,5,1,None,0,6,52,0
598,599,2023-01-01,9644,Purchase,Amazon,"Chicago, IL",3,3,None,0,6,52,1
599,600,2023-01-01,9810,Transfer,Apple Inc.,"Los Angeles, CA",0,1,Flagged for high-dollar fraud,0,6,52,1
600,601,2023-01-01,3821,Transfer,Unknown,"Chicago, IL",5,2,Flagged for high-dollar fraud,0,6,52,1
601,602,2023-01-01,2613,Transfer,Apple Inc.,Unknown,0,1,Flagged for suspicious behavior,0,6,52,1
602,603,2023-01-01,6927,Purchase,Apple Inc.,"Chicago, IL",2,2,Flagged for suspicious behavior,0,6,52,1
603,604,2023-01-01,1823,Transfer,Apple Inc.,Unknown,7,4,None,0,6,52,0
604,605,2023-01-01,1037,Transfer,Target,"Los Angeles, CA",0,4,None,0,6,52,0
605,606,2023-01-01,9853,Purchase,Apple Inc.,"Los Angeles, CA",7,4,None,0,6,52,1
606,607,2023-01-01,7745,Bill Payment,Target,"New York, NY",4,0,Flagged for high-dollar fraud,0,6,52,1
607,608,2023-01-01,2640,Bill Payment,Amazon,Unknown,8,1,None,0,6,52,0
608,609,2023-01-01,6944,Bill Payment,Apple Inc.,"Chicago, IL",9,0,Flagged for high-dollar fraud,0,6,52,1
609,610,2023-01-01,7645,Transfer,Target,Unknown,9,1,Flagged for suspicious behavior,0,6,52,1
610,611,2023-01-01,7238,Purchase,Apple Inc.,"Los Angeles, CA",1,2,Flagged for high-dollar fraud,0,6,52,1
611,612,2023-01-01,7154,Transfer,Apple Inc.,"Chicago, IL",2,1,Flagged for high-dollar fraud,0,6,52,1
612,613,2023-01-01,5173,Transfer,Unknown,Unknown,6,4,Flagged for high-dollar fraud,0,6,52,1
613,614,2023-01-01,7893,Transfer,Amazon,Unknown,7,2,Flagged for high-dollar fraud,0,6,52,1
614,615,2023-01-01,6802,Purchase,Target,"Chicago, IL",3,2,Flagged for suspicious behavior,0,6,52,1
615,616,2023-01-01,3523,Transfer,Amazon,"Los Angeles, CA",6,4,Flagged for high-dollar fraud,0,6,52,1
616,617,2023-01-01,6671,Bill Payment,Unknown,"Chicago, IL",0,1,Flagged for suspicious behavior,0,6,52,1
617,618,2023-01-01,6157,Purchase,Amazon,"Los Angeles, CA",6,2,None,0,6,52,1
618,619,2023-01-01,4083,Bill Payment,Amazon,"New York, NY",1,0,None,0,6,52,0
619,620,2023-01-01,5718,Purchase,Amazon,"Los Angeles, CA",9,1,Flagged for suspicious behavior,0,6,52,1
620,621,2023-01-01,4272,Transfer,Apple Inc.,"Los Angeles, CA",3,4,None,0,6,52,0
621,622,2023-01-01,8840,Purchase,Amazon,Unknown,5,2,None,0,6,52,1
622,623,2023-01-01,9906,Bill Payment,Target,Unknown,2,0,None,0,6,52,1
623,624,2023-01-01,5369,Purchase,Amazon,Unknown,5,4,None,0,6,52,1
624,625,2023-01-01,2288,Bill Payment,Unknown,"Los Angeles, CA",1,0,Flagged for suspicious behavior,0,6,52,1
625,626,2023-01-01,6208,Transfer,Target,Unknown,9,1,Flagged for suspicious behavior,0,6,52,1
626,627,2023-01-01,438,Purchase,Target,"New York, NY",9,4,Flagged for suspicious behavior,0,6,52,1
627,628,2023-01-01,5847,Bill Payment,Amazon,Unknown,0,4,None,0,6,52,1
628,629,2023-01-01,2041,Purchase,Apple Inc.,Unknown,1,2,Flagged for high-dollar fraud,0,6,52,1
629,630,2023-01-01,5483,Transfer,Unknown,"New York, NY",8,3,None,0,6,52,1
630,631,2023-01-01,9983,Transfer,Unknown,Unknown,7,3,Flagged for suspicious behavior,0,6,52,1
631,632,2023-01-01,3637,Transfer,Amazon,"Chicago, IL",8,2,None,0,6,52,0
632,633,2023-01-01,4649,Purchase,Target,Unknown,5,3,None,0,6,52,0
633,634,2023-01-01,5223,Transfer,Apple Inc.,"Chicago, IL",7,3,None,0,6,52,1
634,635,2023-01-01,9815,Bill Payment,Apple Inc.,"Chicago, IL",7,0,None,0,6,52,1
635,636,2023-01-01,2381,Transfer,Apple Inc.,"Chicago, IL",7,2,Flagged for high-dollar fraud,0,6,52,1
636,637,2023-01-01,3884,Bill Payment,Apple Inc.,"Chicago, IL",5,1,None,0,6,52,0
637,638,2023-01-01,3371,Bill Payment,Target,"Los Angeles, CA",9,2,Flagged for suspicious behavior,0,6,52,1
638,639,2023-01-01,6275,Transfer,Amazon,Unknown,0,3,None,0,6,52,1
639,640,2023-01-01,2040,Purchase,Amazon,"Los Angeles, CA",7,3,Flagged for suspicious behavior,0,6,52,1
640,641,2023-01-01,5503,Purchase,Unknown,"Los Angeles, CA",5,1,Flagged for high-dollar fraud,0,6,52,1
641,642,2023-01-01,4497,Bill Payment,Target,Unknown,8,2,Flagged for suspicious behavior,0,6,52,1
642,643,2023-01-01,912,Transfer,Apple Inc.,"Los Angeles, CA",6,4,None,0,6,52,0
643,644,2023-01-01,82,Purchase,Unknown,"Los Angeles, CA",0,0,None,0,6,52,0
644,645,2023-01-01,2503,Transfer,Amazon,"Chicago, IL",5,4,Flagged for suspicious behavior,0,6,52,1
645,646,2023-01-01,4353,Transfer,Amazon,"Los Angeles, CA",6,3,None,0,6,52,0
646,647,2023-01-01,5464,Bill Payment,Apple Inc.,"Chicago, IL",3,2,None,0,6,52,1
647,648,2023-01-01,4200,Bill Payment,Target,"Los Angeles, CA",3,1,None,0,6,52,0
648,649,2023-01-01,974,Bill Payment,Target,"Chicago, IL",1,0,Flagged for high-dollar fraud,0,6,52,1
649,650,2023-01-01,6362,Transfer,Amazon,"Los Angeles, CA",2,1,Flagged for high-dollar fraud,0,6,52,1
650,651,2023-01-01,3178,Bill Payment,Unknown,Unknown,1,2,Flagged for suspicious behavior,0,6,52,1
651,652,2023-01-01,3913,Bill Payment,Unknown,"Chicago, IL",0,2,None,0,6,52,0
652,653,2023-01-01,4771,Bill Payment,Amazon,Unknown,3,0,Flagged for high-dollar fraud,0,6,52,1
653,654,2023-01-01,4136,Bill Payment,Unknown,"Chicago, IL",7,4,Flagged for suspicious behavior,0,6,52,1
654,655,2023-01-01,22,Bill Payment,Target,"Chicago, IL",6,2,Flagged for high-dollar fraud,0,6,52,1
655,656,2023-01-01,4434,Bill Payment,Apple Inc.,"Los Angeles, CA",2,2,Flagged for suspicious behavior,0,6,52,1
656,657,2023-01-01,1515,Transfer,Target,"New York, NY",6,0,None,0,6,52,0
657,658,2023-01-01,5058,Bill Payment,Amazon,"Chicago, IL",0,1,None,0,6,52,1
658,659,2023-01-01,2268,Bill Payment,Unknown,"Chicago, IL",8,3,Flagged for suspicious behavior,0,6,52,1
659,660,2023-01-01,3047,Transfer,Amazon,"New York, NY",7,1,Flagged for high-dollar fraud,0,6,52,1
660,661,2023-01-01,2350,Transfer,Apple Inc.,"New York, NY",1,1,Flagged for high-dollar fraud,0,6,52,1
661,662,2023-01-01,2918,Bill Payment,Apple Inc.,"Los Angeles, CA",0,0,None,0,6,52,0
662,663,2023-01-01,7077,Bill Payment,Apple Inc.,"Chicago, IL",9,1,None,0,6,52,1
663,664,2023-01-01,4933,Bill Payment,Target,"Chicago, IL",8,4,None,0,6,52,0
664,665,2023-01-01,6962,Purchase,Unknown,"Los Angeles, CA",5,3,Flagged for high-dollar fraud,0,6,52,1
665,666,2023-01-01,6524,Transfer,Apple Inc.,Unknown,7,2,Flagged for suspicious behavior,0,6,52,1
666,667,2023-01-01,8210,Purchase,Apple Inc.,"New York, NY",8,4,Flagged for high-dollar fraud,0,6,52,1
667,668,2023-01-01,9670,Transfer,Target,"Chicago, IL",8,2,Flagged for suspicious behavior,0,6,52,1
668,669,2023-01-01,6877,Transfer,Amazon,"Los Angeles, CA",1,4,None,0,6,52,1
669,670,2023-01-01,4424,Bill Payment,Amazon,Unknown,7,1,None,0,6,52,0
670,671,2023-01-01,6451,Transfer,Amazon,"New York, NY",7,0,None,0,6,52,1
671,672,2023-01-01,4937,Transfer,Target,"Chicago, IL",5,3,Flagged for high-dollar fraud,0,6,52,1
672,673,2023-01-01,7686,Purchase,Amazon,"New York, NY",0,0,Flagged for high-dollar fraud,0,6,52,1
673,674,2023-01-01,1110,Transfer,Unknown,"Los Angeles, CA",9,1,Flagged for high-dollar fraud,0,6,52,1
674,675,2023-01-01,5078,Bill Payment,Target,"Los Angeles, CA",2,4,None,0,6,52,1
675,676,2023-01-01,8901,Bill Payment,Amazon,Unknown,1,3,None,0,6,52,1
676,677,2023-01-01,6963,Transfer,Unknown,"New York, NY",8,3,Flagged for suspicious behavior,0,6,52,1
677,678,2023-01-01,5367,Transfer,Target,"New York, NY",0,4,Flagged for high-dollar fraud,0,6,52,1
678,679,2023-01-01,5567,Purchase,Apple Inc.,"Chicago, IL",8,4,Flagged for suspicious behavior,0,6,52,1
679,680,2023-01-01,8589,Transfer,Apple Inc.,Unknown,6,3,None,0,6,52,1
680,681,2023-01-01,6269,Bill Payment,Unknown,Unknown,4,2,Flagged for high-dollar fraud,0,6,52,1
681,682,2023-01-01,7084,Bill Payment,Target,"New York, NY",0,0,Flagged for suspicious behavior,0,6,52,1
682,683,2023-01-01,868,Bill Payment,Target,"Chicago, IL",2,1,Flagged for high-dollar fraud,0,6,52,1
683,684,2023-01-01,9742,Purchase,Unknown,Unknown,0,0,Flagged for suspicious behavior,0,6,52,1
684,685,2023-01-01,4227,Bill Payment,Unknown,Unknown,8,3,Flagged for suspicious behavior,0,6,52,1
685,686,2023-01-01,7162,Transfer,Apple Inc.,"New York, NY",8,2,None,0,6,52,1
686,687,2023-01-01,1140,Purchase,Unknown,"New York, NY",5,0,Flagged for high-dollar fraud,0,6,52,1
687,688,2023-01-01,9322,Purchase,Unknown,"New York, NY",2,0,Flagged for high-dollar fraud,0,6,52,1
688,689,2023-01-01,2527,Bill Payment,Unknown,"Los Angeles, CA",0,1,Flagged for suspicious behavior,0,6,52,1
689,690,2023-01-01,9527,Bill Payment,Apple Inc.,"Los Angeles, CA",0,4,Flagged for high-dollar fraud,0,6,52,1
690,691,2023-01-01,8513,Bill Payment,Amazon,Unknown,5,1,Flagged for suspicious behavior,0,6,52,1
691,692,2023-01-01,7976,Bill Payment,Amazon,"New York, NY",6,4,Flagged for suspicious behavior,0,6,52,1
692,693,2023-01-01,6560,Purchase,Target,"Chicago, IL",8,3,None,0,6,52,1
693,694,2023-01-01,4763,Transfer,Apple Inc.,Unknown,1,1,Flagged for high-dollar fraud,0,6,52,1
694,695,2023-01-01,2633,Purchase,Apple Inc.,"Los Angeles, CA",1,2,Flagged for high-dollar fraud,0,6,52,1
695,696,2023-01-01,2394,Purchase,Apple Inc.,"New York, NY",9,0,Flagged for suspicious behavior,0,6,52,1
696,697,2023-01-01,9188,Transfer,Apple Inc.,Unknown,0,0,Flagged for suspicious behavior,0,6,52,1
697,698,2023-01-01,3918,Transfer,Amazon,"Chicago, IL",3,3,Flagged for suspicious behavior,0,6,52,1
698,699,2023-01-01,7818,Purchase,Unknown,"New York, NY",5,3,None,0,6,52,1
699,700,2023-01-01,1696,Bill Payment,Apple Inc.,"New York, NY",0,0,None,0,6,52,0
700,701,2023-01-01,914,Purchase,Unknown,"Los Angeles, CA",9,0,Flagged for high-dollar fraud,0,6,52,1
701,702,2023-01-01,4759,Bill Payment,Unknown,"New York, NY",8,2,None,0,6,52,0
702,703,2023-01-01,3121,Purchase,Amazon,"Chicago, IL",2,4,Flagged for suspicious behavior,0,6,52,1
703,704,2023-01-01,2811,Bill Payment,Amazon,Unknown,8,1,Flagged for suspicious behavior,0,6,52,1
704,705,2023-01-01,1970,Purchase,Unknown,"Chicago, IL",0,4,Flagged for suspicious behavior,0,6,52,1
705,706,2023-01-01,3299,Transfer,Target,Unknown,7,4,Flagged for suspicious behavior,0,6,52,1
706,707,2023-01-01,1136,Transfer,Apple Inc.,"Los Angeles, CA",0,2,Flagged for high-dollar fraud,0,6,52,1
707,708,2023-01-01,2031,Purchase,Target,"New York, NY",3,2,None,0,6,52,0
708,709,2023-01-01,1571,Bill Payment,Unknown,"New York, NY",9,1,None,0,6,52,0
709,710,2023-01-01,8737,Transfer,Apple Inc.,"Chicago, IL",8,1,Flagged for suspicious behavior,0,6,52,1
710,711,2023-01-01,1484,Purchase,Amazon,"Chicago, IL",5,4,Flagged for suspicious behavior,0,6,52,1
711,712,2023-01-01,8352,Purchase,Unknown,"New York, NY",4,3,Flagged for high-dollar fraud,0,6,52,1
712,713,2023-01-01,7175,Bill Payment,Amazon,"Chicago, IL",6,0,Flagged for high-dollar fraud,0,6,52,1
713,714,2023-01-01,9488,Transfer,Apple Inc.,"Los Angeles, CA",3,1,None,0,6,52,1
714,715,2023-01-01,2596,Purchase,Target,"New York, NY",9,2,None,0,6,52,0
715,716,2023-01-01,3090,Purchase,Target,"Los Angeles, CA",8,2,None,0,6,52,0
716,717,2023-01-01,1564,Purchase,Amazon,"New York, NY",6,0,Flagged for high-dollar fraud,0,6,52,1
717,718,2023-01-01,6769,Bill Payment,Unknown,Unknown,0,3,Flagged for suspicious behavior,0,6,52,1
718,719,2023-01-01,9781,Transfer,Unknown,"Los Angeles, CA",1,3,None,0,6,52,1
719,720,2023-01-01,988,Transfer,Apple Inc.,"New York, NY",3,3,None,0,6,52,0
720,721,2023-01-01,1360,Transfer,Unknown,"New York, NY",3,3,None,0,6,52,0
721,722,2023-01-01,9757,Bill Payment,Apple Inc.,Unknown,2,0,Flagged for suspicious behavior,0,6,52,1
722,723,2023-01-01,9829,Purchase,Apple Inc.,Unknown,0,3,Flagged for suspicious behavior,0,6,52,1
723,724,2023-01-01,2664,Transfer,Amazon,"Los Angeles, CA",0,4,Flagged for high-dollar fraud,0,6,52,1
724,725,2023-01-01,577,Purchase,Unknown,"Los Angeles, CA",3,4,Flagged for high-dollar fraud,0,6,52,1
725,726,2023-01-01,4022,Purchase,Amazon,"Chicago, IL",7,1,None,0,6,52,0
726,727,2023-01-01,4426,Purchase,Amazon,"New York, NY",8,1,Flagged for suspicious behavior,0,6,52,1
727,728,2023-01-01,5664,Bill Payment,Unknown,Unknown,7,4,Flagged for high-dollar fraud,0,6,52,1
728,729,2023-01-01,9063,Purchase,Unknown,Unknown,6,4,None,0,6,52,1
729,730,2023-01-01,471,Transfer,Amazon,"Chicago, IL",2,1,Flagged for high-dollar fraud,0,6,52,1
730,731,2023-01-01,7410,Transfer,Apple Inc.,"New York, NY",8,4,Flagged for suspicious behavior,0,6,52,1
731,732,2023-01-01,5704,Purchase,Target,Unknown,4,1,None,0,6,52,1
732,733,2023-01-01,6706,Purchase,Target,Unknown,5,2,None,0,6,52,1
733,734,2023-01-01,9035,Transfer,Apple Inc.,"New York, NY",0,1,None,0,6,52,1
734,735,2023-01-01,1359,Transfer,Target,"New York, NY",1,1,Flagged for suspicious behavior,0,6,52,1
735,736,2023-01-01,2982,Purchase,Unknown,Unknown,7,0,Flagged for high-dollar fraud,0,6,52,1
736,737,2023-01-01,2280,Bill Payment,Target,Unknown,6,1,Flagged for high-dollar fraud,0,6,52,1
737,738,2023-01-01,8123,Purchase,Apple Inc.,"Los Angeles, CA",5,2,Flagged for suspicious behavior,0,6,52,1
738,739,2023-01-01,5640,Transfer,Amazon,Unknown,1,0,Flagged for high-dollar fraud,0,6,52,1
739,740,2023-01-01,336,Bill Payment,Amazon,"Los Angeles, CA",7,1,None,0,6,52,0
740,741,2023-01-01,9629,Purchase,Target,Unknown,3,0,Flagged for high-dollar fraud,0,6,52,1
741,742,2023-01-01,5122,Transfer,Amazon,"Los Angeles, CA",6,2,Flagged for suspicious behavior,0,6,52,1
742,743,2023-01-01,9907,Bill Payment,Amazon,"Los Angeles, CA",2,3,Flagged for high-dollar fraud,0,6,52,1
743,744,2023-01-01,3165,Transfer,Target,"New York, NY",1,1,Flagged for high-dollar fraud,0,6,52,1
744,745,2023-01-01,93,Purchase,Amazon,Unknown,9,4,None,0,6,52,0
745,746,2023-01-01,5672,Bill Payment,Unknown,Unknown,1,3,Flagged for high-dollar fraud,0,6,52,1
746,747,2023-01-01,8082,Transfer,Amazon,"Los Angeles, CA",9,3,Flagged for suspicious behavior,0,6,52,1
747,748,2023-01-01,8410,Bill Payment,Apple Inc.,"Los Angeles, CA",7,2,Flagged for high-dollar fraud,0,6,52,1
748,749,2023-01-01,5057,Transfer,Unknown,"New York, NY",5,1,Flagged for high-dollar fraud,0,6,52,1
749,750,2023-01-01,2564,Transfer,Unknown,Unknown,7,0,Flagged for high-dollar fraud,0,6,52,1
750,751,2023-01-01,8016,Purchase,Unknown,Unknown,3,0,None,0,6,52,1
751,752,2023-01-01,8642,Transfer,Apple Inc.,Unknown,8,4,Flagged for suspicious behavior,0,6,52,1
752,753,2023-01-01,5064,Bill Payment,Unknown,Unknown,7,1,Flagged for high-dollar fraud,0,6,52,1
753,754,2023-01-01,7551,Bill Payment,Apple Inc.,"Los Angeles, CA",6,2,Flagged for suspicious behavior,0,6,52,1
754,755,2023-01-01,9256,Transfer,Apple Inc.,Unknown,5,2,Flagged for high-dollar fraud,0,6,52,1
755,756,2023-01-01,3027,Bill Payment,Target,Unknown,0,2,None,0,6,52,0
756,757,2023-01-01,8411,Bill Payment,Apple Inc.,Unknown,6,3,None,0,6,52,1
757,758,2023-01-01,5243,Bill Payment,Apple Inc.,Unknown,8,1,Flagged for high-dollar fraud,0,6,52,1
758,759,2023-01-01,6784,Bill Payment,Amazon,"Chicago, IL",5,2,Flagged for suspicious behavior,0,6,52,1
759,760,2023-01-01,5849,Transfer,Unknown,"Los Angeles, CA",4,3,None,0,6,52,1
760,761,2023-01-01,2871,Purchase,Amazon,"Los Angeles, CA",7,2,Flagged for suspicious behavior,0,6,52,1
761,762,2023-01-01,2641,Transfer,Amazon,Unknown,9,4,None,0,6,52,0
762,763,2023-01-01,5668,Purchase,Apple Inc.,Unknown,3,1,Flagged for suspicious behavior,0,6,52,1
763,764,2023-01-01,5921,Purchase,Unknown,"Los Angeles, CA",6,0,Flagged for suspicious behavior,0,6,52,1
