,weight,formula,carbon_atoms,hydrogen_atoms,oxygen_atoms,nitrogen_atoms,sulfur_atoms,halogen_atoms,label
924,370.0854017876934,C5H8N4O4S2,12,51,41,21,11,2,0
925,208.98772332804697,C3H8N2O4,20,57,46,23,18,2,1
926,307.4709437539784,ClH,22,40,30,36,18,4,1
927,416.65368586434676,C5H8N4O4S2,13,56,40,20,14,3,1
928,453.39128793045893,BrH,23,50,30,29,10,4,1
929,303.1550741732809,F,20,49,44,38,16,3,1
930,255.74242962912965,C3H8N2O4,19,58,39,34,19,3,1
931,533.9720947197196,ClH,28,53,36,29,19,7,1
932,593.7608722814209,C5H8N4O4S2,27,49,31,38,13,7,1
933,410.27607292107433,C5H8N4O4S2,15,54,39,31,18,7,1
934,268.6717143393214,C3H8N2O4,24,58,33,35,15,5,1
935,308.9229306077476,BrH,19,43,41,28,12,7,1
936,207.35627061898668,C3H8N2O4,14,41,48,34,15,6,1
937,565.7195226241996,C5H8N4O4S2,14,48,40,36,19,2,0
938,247.10043315605645,C2H4O2,19,49,37,33,15,2,0
939,430.6065902057014,ClH,14,50,47,37,14,3,1
940,309.6220882748824,C3H8N2O4,12,53,40,21,11,2,0
941,421.67120100631735,C5H8N4O4S2,15,46,40,23,19,1,0
942,460.5681553407457,BrH,13,54,42,37,19,3,1
943,531.8967214828806,C5H8N4O4S2,27,58,32,26,11,2,0
944,282.56850870424125,BrH,18,54,41,32,16,1,0
945,204.3983314633922,C3H8N2O4,26,47,32,34,11,5,1
946,254.7542520275229,BrH,22,50,39,20,15,2,1
947,560.0074567392421,F,24,48,46,30,14,1,0
948,549.5560310250062,F,29,54,31,29,13,4,1
949,438.9652408681233,F,26,40,46,24,16,6,1
950,440.20674417346135,C2H4O2,22,40,45,35,17,4,1
951,466.01466981850217,C3H8N2O4,25,58,31,30,13,1,0
952,270.14851144937984,C5H8N4O4S2,13,42,49,25,10,3,1
953,565.7647783699839,C5H8N4O4S2,14,49,35,28,10,7,1
954,367.5082099568292,C2H4O2,14,47,39,32,10,7,1
955,353.255411299799,BrH,18,54,39,27,10,7,1
956,407.56708211313503,C2H4O2,26,49,37,33,14,3,1
957,218.78638671002201,BrH,22,40,30,20,13,2,1
958,266.51334750243177,BrH,11,57,42,36,18,7,1
959,495.2134465705482,ClH,22,41,38,24,12,4,1
960,233.1194671700506,C5H8N4O4S2,28,58,39,21,16,3,1
961,441.26084378655526,F,12,52,44,28,17,3,1
962,298.1396438725284,BrH,19,40,34,23,15,7,1
963,355.7182456167906,ClH,11,41,45,36,19,4,1
964,315.47749470827995,C5H8N4O4S2,22,55,42,36,10,5,1
965,342.26908658597966,F,28,54,49,37,17,3,1
966,487.6183620736982,BrH,26,52,47,35,19,7,1
967,318.84868624927003,BrH,23,55,40,27,12,6,1
968,426.5618561187589,C2H4O2,21,56,38,30,17,1,0
969,390.42016087963987,C2H4O2,21,46,45,37,13,2,0
970,465.46846614505927,C5H8N4O4S2,20,56,31,29,17,3,1
971,574.7318957299033,F,16,46,31,32,10,6,1
972,493.02883888410014,BrH,13,52,41,36,12,6,1
973,285.9761514363027,C5H8N4O4S2,28,44,37,37,15,3,1
974,212.47325402451386,C5H8N4O4S2,10,56,38,29,18,5,1
975,304.90561771993004,C3H8N2O4,12,42,41,35,11,1,0
976,438.03117228010194,C2H4O2,22,46,38,39,10,2,0
977,220.57032539370013,F,24,56,39,24,19,3,1
978,398.54649888049454,BrH,11,46,31,32,12,2,0
979,438.7371395667557,C5H8N4O4S2,20,40,45,37,13,4,1
980,333.69755632678437,BrH,13,56,49,36,14,6,1
981,508.36488149832877,C3H8N2O4,28,56,36,28,12,6,1
982,242.63930125350873,F,26,50,31,33,19,3,1
983,230.0551126943235,C5H8N4O4S2,12,42,30,36,11,3,1
984,491.2755024814413,BrH,27,54,48,23,11,4,1
985,398.1965264824794,C2H4O2,17,50,33,37,16,5,1
986,475.36095857109444,C3H8N2O4,28,55,31,39,18,3,1
987,373.9309354414985,F,14,48,43,34,19,6,1
988,298.56081329564273,C3H8N2O4,16,40,31,30,11,2,0
989,527.64092706968,C2H4O2,17,55,44,31,16,1,0
990,519.7663515875918,F,14,48,41,28,16,7,1
991,477.8785883417707,C3H8N2O4,26,58,34,32,16,2,0
992,308.8580548919851,ClH,14,51,49,34,12,5,1
993,436.0922667476348,C2H4O2,13,58,36,34,16,1,0
994,344.38955877601074,C2H4O2,28,48,39,24,10,2,0
995,236.63282933065366,C2H4O2,11,46,43,38,19,2,0
996,566.9254301848971,ClH,20,53,43,39,10,4,1
997,254.72745236758456,ClH,22,58,34,33,14,7,1
998,580.094941528321,BrH,24,58,47,36,11,5,1
999,378.4023091831823,C5H8N4O4S2,21,41,43,37,18,6,1
