,Student_ID,Age,Gender,GPA,Hours_Studied_Per_Week,Family_Income,Parent_Education_Level,Participation_In_Extracurriculars,Number_of_Siblings,label
861,862,15,Female,3.7,11,37065,Master’s Degree,No,2,0
862,863,17,Female,3.7,14,38661,Master’s Degree,Yes,4,0
863,864,18,Male,3.4,9,78225,Bachelor’s Degree,No,2,1
864,865,17,Male,2.7,17,40973,Master’s Degree,No,0,1
865,866,18,Male,3.7,11,70864,Master’s Degree,No,1,1
866,867,15,Male,3.7,14,41401,Master’s Degree,Yes,3,0
867,868,17,Male,2.3,6,35053,Bachelor’s Degree,Yes,0,0
868,869,15,Male,3.6,18,70975,Master’s Degree,Yes,1,1
869,870,16,Male,3.9,19,71135,Bachelor’s Degree,No,0,1
870,871,17,Male,3.6,18,64438,High School Diploma,Yes,2,1
871,872,15,Male,3.0,13,49880,Bachelor’s Degree,No,0,0
872,873,16,Male,3.5,9,35442,Bachelor’s Degree,Yes,4,0
873,874,15,Male,3.2,17,55776,Some College,Yes,2,1
874,875,17,Male,3.3,19,63347,High School Diploma,No,0,1
875,876,18,Male,2.4,17,37330,Doctorate,Yes,3,1
876,877,15,Female,2.3,6,38938,High School Diploma,No,1,0
877,878,17,Female,2.8,16,64842,Some College,No,3,0
878,879,18,Male,3.6,19,61190,Some College,Yes,0,1
879,880,17,Female,3.9,10,33481,Some College,No,0,0
880,881,15,Female,2.9,9,64382,Doctorate,Yes,4,0
881,882,17,Female,3.1,7,58279,Some College,Yes,0,1
882,883,16,Female,3.9,14,63325,Some College,Yes,0,1
883,884,18,Female,3.4,20,30741,Master’s Degree,Yes,2,1
884,885,17,Female,2.3,11,40679,Bachelor’s Degree,No,0,0
885,886,17,Male,2.6,12,45587,High School Diploma,Yes,1,0
886,887,18,Female,3.6,8,66473,Doctorate,Yes,0,1
887,888,15,Female,3.6,11,65537,Some College,No,3,1
888,889,18,Female,3.8,14,37385,Some College,Yes,4,0
889,890,17,Male,3.0,15,47903,Doctorate,No,3,0
890,891,18,Female,3.1,12,53505,Bachelor’s Degree,No,4,1
891,892,15,Female,3.4,13,26706,Bachelor’s Degree,Yes,1,0
892,893,17,Female,2.5,11,65446,Bachelor’s Degree,Yes,1,0
893,894,16,Male,2.7,15,64826,Bachelor’s Degree,No,4,0
894,895,16,Male,2.5,11,40613,Master’s Degree,Yes,4,0
895,896,16,Female,2.5,15,60028,Bachelor’s Degree,No,2,0
896,897,18,Female,3.0,9,30659,Master’s Degree,No,4,0
897,898,16,Female,2.9,11,31033,Bachelor’s Degree,No,4,0
898,899,15,Female,2.9,9,31045,High School Diploma,No,2,0
899,900,15,Female,2.6,17,64722,Doctorate,Yes,2,1
900,901,15,Male,2.1,17,39120,Some College,Yes,3,0
901,902,17,Female,3.6,17,70110,Doctorate,No,4,1
902,903,15,Male,2.2,12,30273,Bachelor’s Degree,Yes,1,0
903,904,16,Male,2.7,10,39185,Master’s Degree,Yes,4,0
904,905,15,Male,2.4,19,52939,Bachelor’s Degree,No,4,1
905,906,17,Male,2.5,10,30259,Some College,No,1,0
906,907,15,Male,3.2,11,34635,Bachelor’s Degree,No,4,0
907,908,17,Female,2.6,16,33715,High School Diploma,Yes,2,0
908,909,18,Female,3.9,12,53833,Some College,No,0,1
909,910,18,Male,2.4,13,63013,Doctorate,Yes,3,0
910,911,15,Female,3.8,19,73290,Master’s Degree,Yes,3,1
911,912,17,Male,2.9,12,63708,Bachelor’s Degree,Yes,2,0
912,913,16,Male,2.6,11,37313,Bachelor’s Degree,Yes,2,0
913,914,15,Female,3.4,9,74192,Doctorate,No,4,1
914,915,15,Male,3.5,20,50499,Bachelor’s Degree,Yes,2,1
915,916,15,Male,3.2,8,68923,Bachelor’s Degree,Yes,3,1
916,917,18,Male,2.3,6,34424,Doctorate,Yes,0,0
917,918,17,Female,2.7,9,43637,Master’s Degree,Yes,0,0
918,919,17,Male,2.5,16,73987,High School Diploma,Yes,1,0
919,920,17,Male,2.2,18,63836,Bachelor’s Degree,Yes,1,1
920,921,18,Female,2.8,10,58133,Master’s Degree,Yes,1,0
921,922,17,Female,3.1,8,38371,Master’s Degree,No,0,0
922,923,18,Female,2.5,7,51378,Doctorate,Yes,3,0
923,924,16,Female,2.5,11,75863,Bachelor’s Degree,No,1,0
924,925,18,Male,3.0,6,53581,Bachelor’s Degree,Yes,2,0
925,926,15,Male,3.6,10,39093,Some College,No,4,0
926,927,18,Female,3.3,17,74454,Master’s Degree,Yes,2,1
927,928,18,Female,3.2,7,26337,High School Diploma,No,3,0
928,929,17,Female,2.6,12,44776,Some College,No,0,0
929,930,16,Male,3.7,13,27122,Doctorate,Yes,1,0
930,931,17,Female,2.2,18,41553,Doctorate,No,3,1
931,932,16,Male,2.8,14,53234,Bachelor’s Degree,No,0,0
932,933,16,Female,2.1,12,53214,Doctorate,No,4,0
933,934,15,Male,3.9,11,49663,Some College,No,3,0
934,935,15,Male,2.9,14,55516,Some College,No,0,0
935,936,17,Female,3.9,15,33590,Bachelor’s Degree,No,2,0
936,937,17,Female,2.7,11,27959,Bachelor’s Degree,No,0,0
937,938,16,Female,2.2,16,67978,Master’s Degree,Yes,2,1
938,939,15,Female,3.2,6,53174,Bachelor’s Degree,Yes,0,1
939,940,15,Female,2.2,16,73117,Bachelor’s Degree,No,0,1
940,941,16,Male,3.1,18,45304,Bachelor’s Degree,No,2,1
941,942,15,Female,2.7,14,55202,High School Diploma,No,2,0
942,943,17,Male,3.6,19,26873,Bachelor’s Degree,Yes,4,1
943,944,17,Female,3.1,10,45720,Bachelor’s Degree,No,0,0
944,945,15,Female,2.5,20,28578,High School Diploma,Yes,1,0
945,946,16,Male,2.4,17,50497,Master’s Degree,Yes,4,1
946,947,18,Female,3.7,18,65799,Some College,Yes,0,1
947,948,16,Female,3.9,18,77838,Some College,Yes,3,1
948,949,16,Male,2.7,19,60111,Doctorate,Yes,3,1
949,950,17,Female,3.8,7,53542,Master’s Degree,No,1,1
950,951,16,Female,3.6,20,63337,Master’s Degree,Yes,3,1
951,952,15,Male,3.6,6,58971,Bachelor’s Degree,No,0,1
952,953,16,Female,3.1,7,57960,Some College,No,3,1
953,954,16,Male,3.4,17,41785,Bachelor’s Degree,Yes,1,1
954,955,18,Female,3.5,11,48649,Master’s Degree,Yes,2,0
955,956,15,Male,2.4,14,75806,Some College,Yes,1,0
956,957,15,Female,2.3,18,30321,Bachelor’s Degree,Yes,0,1
957,958,17,Male,2.8,7,45337,High School Diploma,No,1,0
958,959,18,Male,2.4,15,56484,Some College,Yes,4,0
959,960,16,Male,3.6,11,46039,Bachelor’s Degree,Yes,0,0
960,961,18,Female,3.8,9,45035,High School Diploma,No,4,0
961,962,15,Male,2.6,12,70546,Master’s Degree,No,1,0
962,963,16,Male,3.3,13,74400,Bachelor’s Degree,Yes,2,1
963,964,17,Female,2.8,19,26844,Bachelor’s Degree,Yes,0,1
964,965,17,Male,3.3,16,70765,Bachelor’s Degree,Yes,3,1
965,966,16,Female,3.1,16,25896,Some College,No,0,0
966,967,17,Female,3.1,18,75487,Doctorate,Yes,3,1
967,968,15,Female,2.4,19,72429,Doctorate,Yes,0,1
968,969,15,Male,3.5,18,57763,Bachelor’s Degree,Yes,4,1
969,970,15,Female,3.3,18,37762,Some College,Yes,0,0
970,971,16,Male,2.3,15,73281,High School Diploma,Yes,1,0
971,972,16,Female,3.0,18,77313,Doctorate,No,0,1
972,973,18,Male,2.5,9,31923,Bachelor’s Degree,No,3,0
973,974,15,Female,3.5,13,73403,Doctorate,No,3,1
974,975,17,Female,2.2,8,72196,Doctorate,Yes,2,0
975,976,18,Female,2.0,10,71900,Doctorate,No,3,0
976,977,17,Female,2.9,10,50584,High School Diploma,Yes,2,0
977,978,15,Female,2.8,20,55377,High School Diploma,Yes,4,0
978,979,15,Male,2.2,6,75738,Master’s Degree,No,2,0
979,980,15,Male,4.0,12,46991,Bachelor’s Degree,No,1,0
980,981,18,Female,3.9,20,43907,High School Diploma,Yes,2,0
981,982,16,Male,3.7,6,55179,Master’s Degree,Yes,1,1
982,983,17,Female,2.2,16,30230,Doctorate,Yes,3,1
983,984,15,Male,2.5,17,45994,High School Diploma,Yes,4,0
984,985,17,Male,2.6,13,52358,High School Diploma,Yes,2,0
985,986,18,Male,3.6,9,35332,Doctorate,No,4,0
986,987,18,Female,2.8,6,71194,Bachelor’s Degree,No,1,0
987,988,15,Female,2.0,14,65335,High School Diploma,Yes,1,0
988,989,16,Male,4.0,20,61547,Doctorate,Yes,4,1
989,990,16,Female,2.7,7,28298,Master’s Degree,No,1,0
990,991,16,Male,2.6,19,58521,Bachelor’s Degree,Yes,1,1
991,992,17,Male,3.9,6,48909,Bachelor’s Degree,Yes,4,0
992,993,15,Male,2.9,14,27988,Bachelor’s Degree,No,2,0
993,994,15,Female,3.3,16,52230,Bachelor’s Degree,Yes,4,1
994,995,15,Female,3.4,19,49894,Doctorate,No,1,1
995,996,16,Male,2.5,20,40701,Bachelor’s Degree,No,4,1
996,997,18,Female,3.3,6,62739,Bachelor’s Degree,No,2,1
997,998,15,Female,3.9,12,75162,Some College,No,0,1
998,999,15,Male,2.6,13,65911,Some College,Yes,3,0
999,1000,15,Male,2.0,18,31722,Some College,Yes,3,0
