,Lines_of_Code,Cyclomatic_Complexity,Code_Churn,Bugs_Reported,Code_Coverage,Number_of_Commits,Time_Since_Last_Update,Number_of_Dependencies,Number_of_Review_Comments,Number_of_Exception_Handlers,Code_Duplication_Ratio,Number_of_Unit_Tests,label
667,1067,33,114,1,77.64074378591745,9,238,3,10,2,0.42480988015173277,37,1
668,457,9,84,1,87.03317905333131,30,272,11,5,4,0.21918360711178878,40,0
669,1071,15,58,1,74.25089937620206,9,120,9,10,2,0.28048890442486907,41,0
670,767,32,129,1,54.27015150813608,26,340,2,2,8,0.12316141565338476,29,1
671,472,10,184,1,98.62306950139511,19,220,6,14,2,0.37431624253174683,49,0
672,1131,11,135,0,75.90052156880489,17,8,1,0,1,0.2706742759526831,44,1
673,1245,28,173,2,80.70931221595058,32,344,13,6,4,0.4064269296177674,40,1
674,1471,18,138,2,61.830489135375366,37,275,7,0,5,0.39255903771404815,40,1
675,775,28,29,2,74.1749042553402,47,353,3,16,0,0.11535233645231399,47,0
676,189,15,145,0,71.45747459791609,27,66,7,8,5,0.36066141977330357,31,0
677,797,34,121,3,53.74479210009919,37,79,4,12,9,0.402026659896172,18,1
678,1439,17,140,1,55.308017677373364,47,86,9,10,2,0.1795925479833736,18,1
679,1301,6,153,0,91.87362598093873,22,124,5,19,3,0.09457846532211452,24,1
680,639,29,29,1,61.990997610329515,34,202,3,5,5,0.011289756233998208,22,1
681,831,11,83,1,59.74791357493153,30,150,8,0,7,0.2309427900156426,31,0
682,968,24,72,4,75.24557256250696,20,46,6,6,8,0.18269203845403237,25,0
683,140,8,177,1,88.43735656812564,17,113,2,11,5,0.28190581857445035,41,0
684,839,31,192,0,53.097325928949395,43,91,3,19,6,0.10214013536850501,11,1
685,601,12,16,2,78.84039598191279,37,141,8,18,4,0.43123611835657283,35,0
686,1058,24,36,1,55.960522142028665,30,289,10,16,8,0.13630005565777373,23,0
687,1268,33,132,1,51.82305254128092,5,218,7,3,3,0.12095050649294849,47,1
688,1324,26,100,1,52.63719760811087,42,77,10,2,9,0.2455498876773344,43,1
689,1028,25,96,1,91.70820541042207,6,334,6,0,5,0.2544370016346944,17,0
690,560,23,145,1,55.89862418140308,10,152,14,17,4,0.11539176210469548,45,0
691,831,17,35,3,52.2575682206146,42,323,1,14,0,0.14321175609569872,30,0
692,851,18,82,1,71.8949943571456,46,239,9,7,4,0.09315556718607002,37,0
693,1024,14,24,0,92.19967359710124,28,115,3,0,4,0.36204548737835174,15,0
694,1008,15,150,0,63.1204188244651,22,319,14,19,8,0.3873436253145001,29,1
695,1376,6,64,1,71.08563087629582,31,94,5,13,0,0.2365409637550485,40,0
696,489,29,195,3,51.99612662818756,45,48,7,3,4,0.35990264111565856,42,1
697,982,30,138,0,72.45392570674379,12,191,7,4,6,0.3706083420493483,16,1
698,355,13,164,0,78.88065403185668,32,12,3,12,5,0.07775500856212621,17,0
699,808,21,97,2,78.54535268760723,14,156,4,14,5,0.483427232168923,18,0
700,549,30,47,0,66.62133460871826,21,172,10,5,6,0.41230565407725117,11,1
701,109,7,134,0,65.77665903315678,33,296,7,0,5,0.1101968959859535,26,0
702,923,28,64,1,55.331180946829896,10,177,8,18,4,0.10122086751557441,46,1
703,897,10,155,0,68.33991603231343,18,341,2,12,9,0.07157396133399554,26,1
704,1365,9,35,1,54.97473344364823,26,57,9,5,4,0.07780549564554,47,0
705,1374,9,9,1,88.32979723560258,10,343,7,14,8,0.37659928152406114,44,0
706,976,26,166,0,98.31371488740929,30,340,13,15,7,0.24013058590629555,48,1
707,1128,19,14,2,98.50372283333535,43,203,8,15,9,0.3936377446425349,39,0
708,1242,27,93,1,93.25355496876969,16,185,6,9,3,0.37566489823160065,15,0
709,1115,21,134,1,80.03960746698095,39,121,6,8,3,0.3062602296175586,13,1
710,473,13,130,3,85.043284862194,18,226,9,8,9,0.34631963722355297,46,0
711,1188,7,15,0,64.2602901340207,26,202,4,16,4,0.01899430494577948,44,0
712,245,24,182,0,81.53852100863104,27,330,11,16,2,0.16277104693446076,18,0
713,323,30,163,3,72.78247747199387,11,363,11,16,7,0.322532867837111,15,1
714,1362,21,60,1,74.10086698884663,44,356,5,11,6,0.014579027208259657,22,0
715,276,33,87,3,87.88882801875789,29,216,9,12,4,0.02615870240447077,31,0
716,952,31,141,2,64.09591777986259,17,43,1,11,9,0.4274251114104878,37,1
717,1405,14,103,4,65.90198058472599,25,23,4,13,2,0.34517218222911517,39,1
718,162,7,153,2,96.23208955643183,45,155,7,9,4,0.14003116922896855,45,0
719,1340,22,77,4,52.811214742548614,14,186,11,18,2,0.3471017916581674,11,0
720,926,22,160,1,74.28171492066701,13,249,9,1,9,0.398303767878239,45,1
721,894,34,194,1,95.64004002039309,19,237,14,3,4,0.16032919872394963,17,1
722,788,21,119,3,80.51815039090785,6,293,13,18,0,0.027658314974601854,18,0
723,204,28,11,2,77.32035371060661,29,134,11,6,5,0.46706177109698993,10,0
724,1222,7,84,0,62.48720896146776,17,321,12,14,9,0.17913812076485894,22,0
725,610,7,148,0,67.16377445322242,38,22,13,14,3,0.06217606400950613,24,0
726,484,10,101,1,92.60242079023465,38,361,10,5,3,0.2510098669826422,41,0
727,504,17,8,2,77.96090658842292,39,88,6,2,7,0.38654921987542556,43,0
728,922,28,8,1,75.737109687839,42,153,12,5,1,0.11860718416260398,40,0
729,617,33,107,3,54.97898567700145,7,125,8,15,3,0.14205012456534805,23,1
730,575,19,44,3,50.801407822756154,46,79,13,1,1,0.12893034353130575,23,0
731,808,29,21,0,98.18425943435246,10,346,9,6,0,0.49591979588752233,38,0
732,870,13,105,0,68.84930836434208,23,51,10,10,9,0.10672782952796583,28,1
733,1146,8,107,2,80.16065310497521,7,216,4,6,2,0.29200490631340076,36,1
734,1096,18,128,4,53.98575365936425,22,176,1,3,7,0.4633796744119125,18,1
735,776,9,56,1,84.15571428615232,43,358,14,19,5,0.08197931875011183,46,0
736,813,6,56,0,96.62833543529806,13,253,8,6,6,0.48571855695517313,46,0
737,182,15,168,1,78.78326264987098,16,246,2,3,1,0.47426384485385603,37,0
738,1268,13,128,1,56.30576611877053,9,227,11,11,5,0.44344027365854866,33,1
739,1208,28,170,2,79.08607637367383,7,106,1,4,7,0.1151326954517011,37,1
740,1201,7,182,1,88.31736065523262,15,193,13,18,7,0.3206869774453818,45,1
741,556,31,67,2,70.32082682870093,34,316,7,4,3,0.3828368217510077,27,0
742,100,32,120,0,93.99188739707338,8,302,12,18,5,0.49315368481625055,34,0
743,150,33,195,2,82.43414766786822,9,36,10,2,4,0.0984076728198715,44,0
744,784,13,66,4,94.96244591446012,5,204,9,10,8,0.3853526907644553,13,1
745,816,7,11,3,81.17526556236686,31,267,11,6,7,0.17601257326428535,23,0
746,548,29,159,0,56.56439860024121,32,268,12,16,1,0.09605696812832112,48,1
747,980,6,96,2,65.48458555525946,33,170,12,8,6,0.21647470119478893,35,0
748,587,16,18,2,60.08974741262284,22,39,9,8,6,0.39897959695282204,17,1
749,133,14,90,1,95.44132488584312,16,139,3,9,0,0.23777640381498555,33,0
750,1471,13,137,0,88.02000336437413,17,292,6,12,0,0.2733863190994938,25,1
751,194,19,187,2,83.81991844550029,45,52,7,14,3,0.4976281109980594,29,0
752,1195,12,134,2,65.04831598158108,6,287,14,4,4,0.20556355678313876,24,1
753,253,29,66,0,59.202238602510675,41,289,10,2,3,0.31154636980752753,16,1
754,349,9,153,1,87.8225543994456,49,141,9,7,6,0.1889696587915322,26,0
755,773,15,83,3,73.70789729395398,20,146,2,19,2,0.20246496670106542,31,0
756,537,31,153,2,61.28947760753145,28,314,8,9,6,0.35086396918824997,31,1
757,217,6,142,0,80.83109890826375,39,184,14,12,7,0.46956461828649293,21,0
758,870,28,62,0,52.0166926069226,26,152,7,2,5,0.2757558857412375,27,1
759,1429,32,124,2,66.30851270641267,40,201,4,7,5,0.3865159651849021,24,1
760,367,19,171,1,73.42784972955673,15,128,2,8,7,0.05371121382031227,46,0
761,1177,10,137,1,57.397916705470294,33,287,8,11,7,0.1134674383416442,25,1
762,335,12,69,3,99.23272387954198,39,311,11,10,6,0.2560445040505709,14,1
763,488,31,17,2,60.45486822948071,19,253,5,1,5,0.019805744578099648,11,1
764,1089,9,185,0,56.51765650216328,35,266,6,17,5,0.13389893959365382,37,1
765,862,20,86,0,60.17674369434482,46,188,14,8,9,0.26352663201423343,36,0
766,500,30,177,2,88.45305665798621,45,230,11,1,5,0.017330987145587347,40,0
767,723,22,164,0,71.27528296359213,47,271,7,1,7,0.13962768025076044,45,0
768,866,10,168,3,78.27079698762691,20,259,10,2,0,0.26187510154317606,10,1
769,1426,9,192,1,51.050457849318036,14,299,1,15,4,0.29084313151081037,38,1
770,1018,32,143,1,51.72156542866573,36,198,8,18,2,0.4636183295970997,10,1
771,1330,20,195,3,72.29127749135081,6,323,4,3,7,0.32621935539279784,17,1
772,1352,17,153,1,90.83276216008117,28,56,13,17,5,0.21322054323969694,25,1
773,952,32,56,0,94.26194393537827,27,319,9,19,1,0.4658720767952032,37,0
774,677,9,187,4,54.33532837978201,6,203,1,17,6,0.3945926618600192,31,0
775,174,17,121,1,76.91815510505114,42,271,11,9,6,0.10800437134524632,27,0
776,534,21,30,3,95.66148431396353,35,109,2,10,4,0.07411275706092169,31,0
777,202,22,38,1,69.39863771989431,44,116,14,16,7,0.34114770151393914,21,0
778,863,12,56,3,91.47829157141842,30,92,6,19,4,0.28434275113272206,28,0
779,837,17,116,1,56.68478271997181,33,138,11,15,0,0.3969400707584503,34,1
780,905,34,86,0,96.76972448338994,7,303,10,19,8,0.37201447453855635,14,1
781,1429,33,184,1,87.57116587656513,18,57,11,12,3,0.31635365159018236,43,1
782,197,23,161,2,97.06671963934508,29,50,14,1,1,0.4933272640981572,48,0
783,897,30,170,1,83.83086167762532,5,71,1,1,3,0.2714589677541003,19,1
784,1458,7,46,0,68.17019659997135,7,82,4,13,8,0.06542182068584272,16,1
785,958,28,25,1,96.90905862623612,30,105,8,3,1,0.4158540467598343,46,0
786,534,12,46,1,63.77833881545892,22,88,10,16,3,0.1334081475493974,24,0
787,546,6,145,2,66.60862610308664,13,2,5,12,1,0.39087805259051994,33,0
788,1431,12,117,3,85.04042090008701,42,360,13,3,4,0.47898247704002517,35,1
789,348,31,109,5,88.26581497626931,27,84,9,2,2,0.3514298018425272,35,0
790,265,17,196,3,96.47017419245769,25,43,11,11,9,0.30205477886540255,35,0
791,1083,17,21,2,60.24012045281047,5,154,11,7,1,0.2355892260807699,19,0
792,1458,5,124,3,89.8999017609612,25,327,6,1,8,0.1885608343377476,26,1
793,1119,10,141,2,86.92730266984817,31,94,1,5,4,0.18297232797619978,23,1
794,641,28,173,2,53.18972781267989,46,298,6,9,9,0.3218226257976994,11,1
795,858,23,133,1,69.36115706051035,10,133,6,11,4,0.3781238272994955,22,1
796,1229,20,134,1,64.13827285300493,48,65,13,9,0,0.34247336404736306,36,1
797,180,12,64,1,65.22452121770152,40,290,6,9,5,0.10722094958484572,18,0
798,232,32,52,4,99.14734397773503,32,257,8,2,6,0.2520537182703107,16,1
799,896,5,33,3,82.1388706739964,49,213,6,19,0,0.39790363536970086,19,0
800,999,31,101,1,85.88380788967498,21,148,5,9,8,0.24309499831263756,18,1
801,237,31,14,1,98.83088186575046,44,61,11,8,7,0.272945407070392,31,0
802,283,20,62,3,68.86008912288193,7,149,2,19,7,0.38785666360370286,32,0
803,1453,13,192,1,90.0920084226403,16,88,4,18,6,0.33402000006989485,16,1
804,884,17,25,1,71.72654816522477,43,324,14,13,4,0.21057901123237238,18,0
805,1083,15,32,1,93.47668359074899,16,278,10,1,2,0.44875222848516727,36,0
806,168,17,38,1,59.03287706556516,6,82,5,4,8,0.0896578636451045,33,0
807,645,29,12,0,97.38430885321398,26,129,10,19,6,0.4978030598092591,38,0
808,152,25,191,3,60.93858542054399,27,286,4,7,9,0.06823776345335622,26,0
809,304,14,181,1,66.31102534904657,34,353,2,6,9,0.017325485841077064,29,0
810,225,8,83,0,87.80961170533902,9,280,7,5,7,0.4461092615628947,16,1
811,142,31,149,2,69.68775707827034,13,270,10,10,5,0.13002721909931847,49,1
812,210,10,192,1,80.41056883832233,25,292,10,11,4,0.36755281744889323,16,0
813,860,32,91,2,72.22867505347142,15,203,2,17,7,0.40739753371671394,37,0
814,1306,11,92,1,87.1184968544891,9,24,1,18,2,0.43090333160573724,28,0
815,947,9,177,2,61.41656261843055,39,351,14,9,6,0.4958811754754417,29,1
816,194,15,73,0,52.92289936184385,31,311,5,13,1,0.15407945791959954,48,0
817,1497,17,164,2,64.99646987365331,6,208,12,2,2,0.358019237544357,49,1
818,999,30,176,1,73.71543324342151,28,280,13,17,1,0.06654593055760583,16,1
819,459,29,197,2,58.40100260963393,35,205,1,14,4,0.20933655276485622,15,1
820,999,23,91,3,67.73986448281943,37,152,1,5,6,0.42550612972316926,34,0
821,380,27,105,1,69.99915091467842,43,26,1,9,9,0.1901524425689631,22,1
822,1318,14,12,2,52.869592184413676,34,194,6,11,9,0.29963673646245087,48,0
823,1318,14,81,1,79.16536240921023,41,336,9,6,0,0.2568489874250707,49,0
824,766,15,91,3,94.21717139856437,32,238,10,16,9,0.3265162502449021,31,0
825,192,25,47,1,57.58714564765262,35,321,13,0,8,0.4867182507999705,26,0
826,771,34,133,1,79.8904006700757,15,75,11,17,0,0.03731040798568704,31,0
827,160,11,113,1,83.23696024554232,27,163,12,14,0,0.29124114357579856,43,0
828,733,22,183,1,70.96673402096442,6,299,1,18,9,0.43288410183263953,17,1
829,1174,8,156,0,85.0548793682135,44,29,5,0,7,0.24587752875672947,27,1
830,1128,6,156,1,70.5365771745506,45,165,9,4,5,0.04847832111137068,33,1
831,703,18,21,1,75.23186439887175,31,337,14,14,5,0.28466428268421773,11,0
832,781,17,137,1,50.36765222772135,39,186,9,2,8,0.17271620650367203,11,1
833,633,33,152,1,84.58600570673444,6,54,1,0,3,0.08592147481558858,36,0
834,937,16,25,3,83.06713394723621,43,295,8,7,7,0.42602691150890176,23,0
835,744,11,62,0,51.92004386631723,41,42,1,11,3,0.2655837613656496,48,0
836,332,6,163,1,68.41250536975666,25,285,8,18,1,0.46730544206574265,21,0
837,623,17,114,2,98.95159203958337,9,138,1,11,7,0.40494808725550385,41,0
838,445,18,143,0,71.03682812843084,49,187,12,12,6,0.349556178949097,37,0
839,1169,31,184,2,75.09727025659208,25,204,5,0,3,0.012462496649002848,37,1
840,645,21,147,1,95.49650790798593,33,42,8,18,8,0.21963349375274246,34,0
841,1201,13,139,3,85.86309379328782,24,350,6,5,8,0.10676827800949582,13,1
842,1196,21,32,1,79.10350655621119,42,288,9,7,7,0.4562909764139452,35,0
843,893,12,55,4,89.89023406705363,24,26,1,3,0,0.09554615249141653,45,0
844,348,6,190,0,93.21831332279866,29,56,9,4,6,0.1501694253130499,12,1
845,146,32,9,2,72.84440358686334,6,253,1,6,4,0.26325001618990457,10,0
846,1244,28,9,1,73.75541824659177,36,122,10,3,6,0.13904817330905883,26,0
847,313,17,98,1,69.30254678259179,30,106,10,19,8,0.11283369186676936,16,1
848,338,7,100,6,98.33530700092302,10,130,3,3,1,0.3035586693003487,14,0
849,1179,20,12,2,84.85831271451752,45,337,1,14,3,0.05357546614996169,28,0
850,449,10,68,1,54.16115331040361,7,158,3,4,3,0.038502201773253114,48,0
851,206,23,142,2,93.14798116565092,37,231,12,8,1,0.192400194641175,43,0
852,930,34,42,5,74.0279970418134,5,308,11,1,2,0.36312558270885253,44,0
853,147,11,115,1,53.43769532112437,9,91,13,6,7,0.28185531155423454,25,0
854,436,14,116,3,77.48586275816555,17,22,2,16,8,0.21720946954872164,49,0
855,1149,13,85,1,70.8582139487851,23,290,2,15,5,0.2872182664700454,48,0
856,903,6,140,1,93.88747024313125,16,110,9,16,9,0.18907122748010408,36,1
857,1380,32,108,0,60.199730180469366,29,49,8,19,1,0.4687117043617353,47,1
858,107,32,157,3,91.32323047460915,39,129,1,1,1,0.03690339654627942,34,0
859,724,19,77,3,77.88443455927263,16,73,12,10,6,0.3399618247246193,35,0
860,1376,34,198,2,52.730515160673455,34,340,14,1,7,0.44672850576559775,23,1
861,818,9,182,1,98.59226506627422,9,53,4,0,7,0.4039035072802742,23,1
862,402,33,199,1,75.63076220516,38,356,13,1,5,0.10018010706250889,23,0
863,738,26,53,2,64.54384271157912,26,168,1,8,9,0.1550039110003413,34,1
864,155,8,40,0,73.4703420994629,43,45,1,1,7,0.3613534899664813,45,0
865,825,24,130,0,92.89288917587444,17,105,12,14,0,0.05129257399857511,13,1
866,625,8,72,2,65.24515621925318,7,150,12,9,8,0.4078122329179662,24,0
867,573,22,82,2,59.63381982433501,24,146,4,14,0,0.36226440285634726,41,0
868,127,8,109,2,56.453562346544075,35,204,2,9,2,0.36750725812531787,27,0
869,177,31,173,0,64.89296991951056,9,362,3,16,8,0.05911827143111978,23,1
870,1339,21,126,0,89.00240435200217,28,299,11,8,4,0.3617026669599531,10,1
871,464,16,123,1,73.58131825976308,44,167,9,17,8,0.3431108813577853,29,0
872,765,26,194,2,61.374080184677,37,201,2,3,8,0.4171520205027068,19,1
873,625,21,118,0,58.30924998048746,12,134,4,8,5,0.030382018565670056,19,0
874,798,14,14,1,66.63647382551895,28,211,1,15,0,0.021324227549218176,33,0
875,1435,26,153,1,96.99621864428545,24,48,2,3,9,0.19277347894049476,43,1
876,982,5,168,3,67.15133562950122,20,126,5,15,6,0.0829062590860849,37,1
877,1130,26,144,0,99.40620379773176,16,239,14,18,5,0.28360839400940874,36,1
878,1126,30,95,0,74.26152278826781,17,7,10,0,8,0.45950096173830696,49,0
879,1018,28,6,1,58.95819591450754,49,272,1,5,6,0.20182506786366772,10,1
880,849,31,122,2,94.55700458967547,46,37,11,9,3,0.424025684863576,42,1
881,462,22,17,1,73.01776865674134,43,211,7,15,6,0.010118028513754573,13,1
882,1397,22,185,4,85.48356717522623,29,165,4,3,1,0.09257217529500025,16,1
883,905,18,164,2,99.18557916045759,36,125,6,12,5,0.024907534430501956,18,1
884,838,19,99,0,52.5087675159987,28,337,8,15,5,0.17079211845238365,25,0
885,1138,33,148,1,54.83472798937836,48,192,13,19,1,0.4550129018912864,14,1
886,1315,16,36,3,86.02283707313781,13,218,6,5,3,0.057506540563503995,43,0
887,584,8,36,2,64.0912501647736,44,214,14,10,7,0.3071407906044622,32,0
888,127,31,128,1,59.21506984750495,27,62,2,2,7,0.23123301016852765,34,1
889,813,7,15,0,51.968093990986475,17,328,1,19,7,0.4698494240592481,22,0
890,1162,24,14,0,51.09233559931009,36,161,8,9,7,0.07003437984317598,33,0
891,1396,33,19,3,88.72428015598955,19,66,8,0,0,0.11389364674609218,20,0
892,1354,16,21,3,56.7216713684775,40,286,9,19,1,0.024475564619631705,26,0
893,185,11,172,0,73.38603079855754,9,239,6,10,3,0.22262827231937315,46,0
894,225,33,150,2,80.29484075897415,26,20,12,11,8,0.14613812078668062,22,0
895,911,15,187,0,71.4175900284423,20,188,1,13,2,0.43625390760625726,36,1
896,636,5,157,4,51.35533261681166,45,82,14,7,5,0.30642099846689996,29,0
897,244,10,63,0,89.17507512939545,14,363,9,10,6,0.3109044616080938,42,0
898,1335,19,82,1,50.52566122708267,28,202,12,3,7,0.2706362414718382,41,0
899,124,19,128,2,88.0944947188742,22,132,13,6,6,0.05500666524230849,17,1
900,166,23,118,0,94.66522468940613,22,37,14,9,2,0.22805915502542407,38,0
901,332,15,26,1,71.64199605285862,11,132,3,18,5,0.4997575429571731,49,0
902,208,30,162,0,76.77712365488992,8,77,11,3,4,0.41926235251454724,28,0
903,1269,27,176,3,73.84916963088268,30,89,6,1,9,0.4477949365418868,15,1
904,210,30,36,3,69.46043093117194,9,253,10,17,3,0.41338091603078475,48,1
905,327,6,183,1,94.37122676851801,20,344,13,13,0,0.060490429781181514,30,0
906,210,18,178,2,94.69667553349953,39,194,10,15,6,0.12144964449175182,31,0
907,133,6,117,0,66.79081823207673,30,176,11,10,7,0.011529609164640717,19,1
908,722,33,124,1,80.7534877007349,22,33,12,9,1,0.15871996119027462,19,0
909,1492,8,153,3,96.34537810729321,33,58,14,16,6,0.06321762714978137,38,1
910,847,21,126,3,98.10292494706758,27,201,9,13,5,0.24166873919777568,25,1
911,694,7,36,0,75.44795202110238,18,28,11,3,4,0.34179246940121194,10,0
912,524,17,123,0,72.64124026421634,19,35,13,18,3,0.43850759456865773,26,0
913,712,13,43,1,63.93471579642629,37,125,3,1,1,0.3771164108945401,39,0
914,791,11,16,2,97.9435936595205,29,321,5,6,9,0.46990694193146754,35,0
915,1405,19,179,0,57.14071522364337,25,42,13,8,5,0.03641016229295651,28,1
916,1443,27,22,1,78.99147880238625,21,85,14,18,4,0.015968119354105307,30,0
917,414,33,153,2,64.12751337593194,27,188,5,15,1,0.3340556757797442,26,1
918,976,33,145,0,63.95041451738983,47,111,10,15,9,0.15178268100890066,49,1
919,1412,15,153,0,70.24842936880943,21,271,7,17,6,0.13421549789182885,30,1
920,761,24,130,0,99.93964679078272,18,325,4,10,5,0.17213467296995918,49,0
921,376,6,140,2,52.7483153419911,33,105,11,6,8,0.14220006836725846,28,0
922,723,19,50,2,78.92709091017657,24,320,4,8,9,0.2606038390877778,16,1
923,615,18,108,2,54.12860790176386,34,41,7,3,4,0.2256727391398249,26,0
924,1473,24,139,1,57.72604149952595,23,215,9,12,8,0.2610899901745616,10,1
925,942,26,155,4,71.97814708864493,43,71,11,3,8,0.33962966963521374,46,1
926,449,15,90,2,75.52300656732206,17,56,4,18,0,0.19969394939586269,15,0
927,922,31,154,2,62.9396204182262,22,236,4,1,4,0.13314076669965683,35,1
928,1260,7,93,1,65.8228565437208,27,281,6,8,8,0.09143826303628527,11,1
929,858,21,26,1,54.348351012796655,37,105,6,11,6,0.18124231857098652,41,0
930,998,34,96,2,65.16098919221253,43,162,7,1,5,0.3734851728706243,14,1
931,342,16,33,2,98.3279219690272,44,191,1,5,5,0.38078540595462007,46,0
932,642,28,17,1,97.23536908362408,22,9,13,4,6,0.336783639475263,40,0
933,1163,32,6,2,66.74391450684925,13,60,11,4,0,0.12467380590036854,21,1
934,328,33,33,2,78.54269681393808,37,305,14,19,3,0.2981622604688019,44,0
935,647,25,184,0,95.47976955554722,36,225,3,4,0,0.2896379341726555,39,0
936,1019,19,31,1,50.30919113204483,21,307,9,3,5,0.2472904370737655,15,0
937,1346,20,54,0,90.53417851687959,23,188,6,8,3,0.2794897033280935,24,0
938,105,9,99,3,97.41847763944594,31,70,6,9,0,0.25097740998559737,24,0
939,1445,31,155,1,54.56628671667785,10,293,5,15,8,0.28707361937631304,25,1
940,567,24,92,2,58.07238430164605,39,287,11,9,3,0.36059791776435307,29,0
941,174,10,48,2,98.03731513856778,41,169,3,9,5,0.06371781525768547,22,0
942,103,23,26,0,76.87700718201731,38,62,11,18,6,0.3773166185530216,40,0
943,745,29,175,4,50.709831723586184,24,349,5,9,7,0.07658421356252115,43,1
944,217,9,169,2,62.88159993817646,29,14,14,5,8,0.0426477192210836,38,0
945,980,7,193,1,72.49718371344298,8,164,1,16,8,0.4882790462485191,12,1
946,603,31,101,0,84.64544555123838,14,245,3,4,7,0.47892596674651633,18,1
947,1046,5,188,1,86.65801890683997,14,335,4,5,9,0.03961390702087639,20,1
948,673,30,7,1,99.7710756462728,28,8,5,14,2,0.22719418632273145,20,0
949,293,32,195,0,64.37555996918795,25,154,10,18,1,0.10126001976688961,34,1
950,946,10,122,3,76.91100509342377,15,36,9,17,4,0.24781899959586487,31,1
951,814,19,23,2,76.66617739298025,31,48,4,3,0,0.41678684906979785,18,0
952,1149,6,27,0,70.28226297236188,20,85,3,7,2,0.4757997696240162,29,0
953,272,33,161,2,58.45809469212101,30,28,10,15,0,0.3207838001912533,30,1
954,1423,7,34,1,98.87282815919212,34,196,1,18,2,0.18341377693379035,19,0
955,425,21,43,0,92.66585933332931,20,208,13,19,3,0.30562952716585323,31,0
956,1241,29,112,2,74.91665141471186,11,204,10,2,6,0.16288063999314067,38,1
957,935,28,115,4,80.16227113420149,20,307,6,9,4,0.45581358400770955,18,1
958,823,16,29,3,61.36305267798311,39,104,7,1,4,0.43649622692186013,14,0
959,324,22,132,2,77.18935351958734,20,230,10,3,0,0.28353355763703386,49,0
960,631,19,115,2,84.7485066560738,44,101,8,5,7,0.16915146853637666,20,0
961,212,16,140,1,75.75835141932944,16,29,12,10,3,0.1537609410356594,10,0
962,239,20,110,1,99.51425852924706,39,127,1,13,9,0.026374817405479138,10,1
963,658,31,190,3,80.5670828123863,25,338,12,15,4,0.40975221700239467,48,0
964,100,12,148,2,68.54868562960846,47,10,4,18,1,0.23068777438911392,14,0
965,189,32,76,1,88.6076013807919,40,106,11,1,0,0.16931513491612957,31,0
966,753,18,133,2,58.523125579082105,21,167,5,16,8,0.24084407394889942,35,0
967,419,29,112,2,69.22579068531333,36,257,2,8,1,0.41118161532277947,15,1
968,238,21,9,0,67.3479475188793,45,295,1,16,5,0.07106096177668537,41,0
969,944,33,7,2,71.59035475538886,10,277,8,14,0,0.4302514342384954,20,0
970,358,25,197,0,89.08899129643632,28,65,6,6,0,0.44977932920309344,19,0
971,1001,12,136,1,74.20865160817037,31,271,5,18,8,0.4738868783666052,48,1
972,789,19,108,3,89.70072251329813,24,188,13,2,3,0.2047691162870876,43,0
973,109,31,68,4,78.82444515699329,29,317,9,0,8,0.11639879797845921,40,0
974,360,18,110,3,67.10347173287776,6,138,13,3,4,0.19308400104868226,21,0
975,271,22,102,1,90.49893718417363,13,343,11,17,6,0.17312692715338762,25,0
976,997,24,14,2,61.91448352765458,32,105,13,7,0,0.09631541712640142,47,0
977,112,11,153,0,61.219148989989776,42,34,11,18,5,0.3075606683497291,12,0
978,1291,7,132,3,75.2251462027418,7,110,2,5,7,0.24354583864922816,11,1
979,420,33,50,1,63.04246229810445,24,33,10,0,0,0.4341934862387618,14,1
980,1442,16,159,1,50.454351747560814,10,354,12,7,8,0.025733694436208543,20,1
981,428,25,70,0,82.41487636494008,43,231,8,0,2,0.32549528450201193,34,0
982,884,28,173,0,75.55469107361989,37,317,11,18,0,0.38384495047066497,44,1
983,876,32,116,1,72.27589072465805,5,266,14,10,0,0.38214841890227047,44,1
984,1010,30,17,1,98.34842573091576,41,182,10,14,5,0.4441762438768073,31,0
985,1218,7,141,1,78.55995919814569,10,340,13,10,5,0.3672265339864521,46,1
986,417,24,168,1,93.17157888946923,49,65,9,18,0,0.46462693020737117,31,0
987,335,18,90,1,56.97251181025801,38,333,1,9,2,0.17300173391223683,20,0
988,433,19,94,0,78.46032315647139,19,1,7,11,6,0.2565726142082561,41,0
989,475,29,62,3,93.39898133654515,49,133,8,0,9,0.01689903500861643,44,0
990,1260,34,58,1,79.1552878639949,30,80,3,6,2,0.013409217778612694,40,0
991,687,18,16,0,85.90070890635008,18,271,14,16,2,0.12766204402124476,17,0
992,612,11,18,0,68.60217839061036,11,241,4,9,2,0.059395526598151775,29,0
993,1419,21,125,0,54.62247585185333,35,28,13,5,6,0.13750357028851928,43,1
994,1443,34,166,2,72.89501475635358,28,223,3,16,3,0.09675121431891472,13,1
995,1017,16,185,3,69.72396954194288,35,23,7,17,3,0.023974812170937637,27,1
996,1472,24,125,0,93.35300911894737,33,109,9,4,2,0.4555590317389642,13,1
997,972,8,24,0,62.19976511762361,46,107,3,17,9,0.014029334380556847,29,0
998,1352,13,79,0,98.3367113767554,36,145,13,16,8,0.37068025072517186,18,1
999,369,10,148,1,97.9069059902248,21,354,6,15,1,0.08455246459056309,25,0
