,Shift_ID,Seismic_Velocity (m/s),Ground_Pressure (MPa),Rock_Type,Depth (m),Previous_Bump (Yes/No),Temperature (°C),Humidity (%),Fault_Proximity (m),label
730,731,8.254189197208884,10.084059643452079,Shale,178,Yes,22,35,68,1
731,732,4.651976241364663,16.282052847251986,Granite,197,Yes,28,31,79,1
732,733,4.004813291606375,15.747150472997705,Granite,154,No,20,50,109,0
733,734,4.29786195261838,18.70470632251633,Shale,250,Yes,24,64,109,1
734,735,4.274441902172988,16.79452943460678,Limestone,220,No,22,58,84,0
735,736,6.590040155638938,14.100265850775108,Limestone,290,Yes,28,36,51,1
736,737,8.913583068317022,19.901981509563562,Shale,287,Yes,29,58,98,1
737,738,3.5572355389475394,11.19329547403159,Shale,215,No,15,66,40,0
738,739,7.948694229453959,17.99829991742545,Granite,221,No,23,52,37,1
739,740,7.580425217570004,13.121484466327033,Sandstone,174,Yes,27,62,113,1
740,741,9.107639662805536,15.78482166650881,Shale,209,Yes,26,37,79,1
741,742,4.70903292354835,16.72722164542921,Granite,189,No,15,41,32,0
742,743,6.150769010795207,15.605049046284035,Sandstone,156,Yes,27,39,43,1
743,744,9.480791621104622,9.68608763730312,Limestone,195,Yes,17,44,49,1
744,745,7.61995415094722,13.315412128975193,Limestone,235,No,26,53,21,1
745,746,5.721378890031178,14.737260535197493,Granite,290,Yes,23,55,102,1
746,747,3.9198866799868792,18.18852511014316,Granite,170,No,29,68,44,1
747,748,4.837395055304137,13.323748985582867,Shale,150,No,25,32,69,0
748,749,7.068508342425683,19.02496765765102,Limestone,272,No,19,31,33,1
749,750,8.027175632923596,13.284490676302529,Granite,296,Yes,23,35,25,1
750,751,3.8709532079632543,14.58535831115614,Limestone,274,Yes,23,50,95,1
751,752,7.197180820308378,17.55542819531361,Limestone,182,No,20,38,103,1
752,753,6.852458951871257,14.996812213065724,Shale,153,No,25,39,106,0
753,754,6.5976881268349565,19.522616868593897,Sandstone,152,Yes,15,65,49,1
754,755,7.830861823774056,15.924029966169531,Shale,240,Yes,24,32,49,1
755,756,8.862147165584233,14.272513448811212,Granite,201,Yes,21,53,57,1
756,757,5.260927782238078,8.283103613369551,Shale,177,No,28,51,77,1
757,758,9.223085330776716,12.964794770963959,Shale,219,No,20,43,113,1
758,759,4.124435288329854,11.590981031121926,Limestone,206,Yes,23,56,60,1
759,760,4.211167088258151,16.977268014649873,Shale,257,Yes,21,62,113,1
760,761,4.867404445367468,10.49933210184255,Granite,293,Yes,28,51,76,1
761,762,3.8367160868295445,10.462641047528862,Sandstone,173,No,26,58,55,1
762,763,4.612234572780143,10.27422851884852,Shale,226,No,25,48,83,0
763,764,3.7448823403199123,9.507387357874832,Shale,225,Yes,26,48,117,1
764,765,8.752266918897732,11.732084044050648,Sandstone,218,Yes,27,35,35,1
765,766,3.972782943206372,18.6310653733211,Granite,250,No,18,48,107,0
766,767,8.231082902918999,17.29914166767146,Granite,241,No,21,42,97,1
767,768,3.3353970753933364,16.82301459568152,Shale,241,Yes,16,55,109,1
768,769,9.639642292597406,17.56804166779955,Limestone,179,Yes,20,51,91,1
769,770,7.978120612694363,11.23301467195486,Shale,167,Yes,29,50,33,1
770,771,3.0475758401027826,18.649300289029853,Sandstone,193,No,20,65,50,0
771,772,8.346995501401498,9.647640501699254,Sandstone,248,Yes,16,31,85,1
772,773,6.598573445363297,12.036148720586983,Sandstone,270,No,28,59,87,1
773,774,8.455556192345838,15.040977427608116,Shale,264,No,18,56,84,1
774,775,6.657477662234119,9.234861060104008,Shale,209,Yes,22,36,74,1
775,776,7.487174003447483,16.7615622533171,Granite,295,Yes,22,49,103,1
776,777,8.504321587765283,12.646952578441699,Limestone,205,No,27,60,97,1
777,778,5.835756382114997,17.4128679873008,Shale,180,Yes,22,52,59,1
778,779,3.0189570487431645,13.914755427015233,Granite,250,No,22,42,44,0
779,780,8.949625471616319,10.170494293104037,Shale,208,Yes,15,46,44,1
780,781,5.666232538372638,16.817141736264134,Granite,273,Yes,16,33,22,1
781,782,6.4722990821160815,11.025727470067324,Granite,279,Yes,26,43,88,1
782,783,3.054366495077781,13.889723615216514,Limestone,246,Yes,29,49,45,1
783,784,6.444644072450686,8.906399229882892,Shale,256,No,18,42,59,0
784,785,9.905411811002107,15.41439985294444,Granite,167,No,26,32,57,1
785,786,4.947873625731388,15.990293194595328,Sandstone,294,No,23,55,57,1
786,787,5.7679278916966465,12.544090519673404,Sandstone,220,Yes,17,55,87,1
787,788,7.8103299752807365,19.453073363852887,Sandstone,255,No,28,47,26,1
788,789,8.703555672665612,18.490027057784822,Limestone,203,No,20,61,113,1
789,790,5.921741368042702,16.495290988879937,Granite,243,No,21,43,49,0
790,791,5.167682092809048,16.563824893924913,Limestone,225,Yes,22,32,38,1
791,792,9.564780599895471,11.028820579305815,Shale,184,No,27,30,54,1
792,793,7.740014766701685,15.881782773061389,Shale,160,Yes,21,55,52,1
793,794,3.8331491314519877,10.378475182826236,Granite,210,Yes,17,53,52,1
794,795,3.4824951469425405,9.728038687037866,Sandstone,193,No,20,64,97,0
795,796,6.384848955532584,19.993614730430963,Granite,270,Yes,19,43,57,1
796,797,4.540630462330907,15.46851117767809,Granite,217,No,29,32,29,0
797,798,4.777893273633774,13.171854471886286,Granite,174,No,27,42,76,0
798,799,9.143845251794938,11.457974274607416,Limestone,233,No,26,43,47,1
799,800,3.6269621702141746,15.247045323946729,Shale,263,No,24,50,97,1
800,801,8.007548806602227,8.595122098641033,Granite,281,No,18,55,119,1
801,802,4.897995773664117,9.136171886057541,Granite,150,Yes,15,32,57,1
802,803,8.322297549828964,8.394280372884756,Granite,280,No,28,69,35,1
803,804,8.056879691244813,13.99003799915194,Limestone,235,Yes,27,33,40,1
804,805,3.051743310110051,15.207279550246191,Limestone,211,No,21,65,111,0
805,806,6.563947890451194,8.74975713629385,Limestone,213,No,22,30,116,0
806,807,3.9752363766463246,16.654693609987,Granite,294,No,16,69,25,1
807,808,9.063589214050737,10.764740858174772,Sandstone,275,Yes,21,62,60,1
808,809,9.101101180036846,16.222417445238392,Sandstone,254,Yes,20,36,34,1
809,810,5.928420652456307,19.782765680422948,Sandstone,211,Yes,19,40,22,1
810,811,6.110769329157564,16.293270440646214,Shale,184,Yes,27,56,62,1
811,812,5.12298057583169,18.5983166350833,Granite,162,No,18,43,66,0
812,813,8.016244092720218,19.378382080916808,Sandstone,192,No,16,51,118,1
813,814,5.510629541185214,13.841012580227787,Sandstone,279,Yes,24,45,33,1
814,815,4.8745473216584365,16.42789975303648,Sandstone,260,Yes,20,41,85,1
815,816,6.025617416531558,18.2236310426701,Granite,277,Yes,19,39,48,1
816,817,3.640412628712211,12.279306954492633,Sandstone,200,No,16,53,23,0
817,818,8.226222432509427,11.136767798724739,Sandstone,293,Yes,24,47,45,1
818,819,3.088174808902509,19.359182873340064,Granite,295,Yes,21,51,31,1
819,820,7.511395430644157,16.715642004425817,Shale,284,No,20,38,21,1
820,821,4.280051687284107,10.636185600509915,Limestone,194,Yes,26,46,36,1
821,822,4.626828323500892,13.389000712113361,Sandstone,191,No,29,67,54,1
822,823,7.4494239904802795,17.557421234453713,Limestone,284,No,29,69,29,1
823,824,9.95060426048035,14.564755891021306,Shale,164,No,25,42,105,1
824,825,8.444022423507855,15.799425177990669,Shale,209,No,23,66,62,1
825,826,4.580877425563743,17.04521842454063,Sandstone,189,No,25,35,40,0
826,827,4.232173285287937,15.464110265707767,Granite,261,Yes,24,50,34,1
827,828,9.063630091873693,14.480951863066348,Shale,226,Yes,19,65,54,1
828,829,6.10928763545053,16.99537141265328,Limestone,254,No,23,36,104,1
829,830,3.959369619797088,16.730756425186406,Limestone,256,No,23,65,104,1
830,831,9.035479963253568,15.558468802198147,Limestone,271,Yes,27,54,104,1
831,832,8.712646470399829,12.317472960583155,Limestone,229,Yes,15,40,79,1
832,833,9.887344547280145,12.86974510640326,Shale,274,No,19,43,63,1
833,834,9.368205806988787,19.64526258660917,Sandstone,283,Yes,23,58,115,1
834,835,8.96253237062379,9.34863118749831,Sandstone,181,Yes,21,39,24,1
835,836,3.368020784677022,11.222059007034023,Limestone,257,No,20,34,92,0
836,837,3.7309075864868264,13.908821110452028,Sandstone,263,Yes,20,37,37,1
837,838,6.98288236012886,18.040756233725432,Limestone,295,Yes,25,34,40,1
838,839,6.720354723972746,9.964107964756735,Limestone,217,Yes,21,53,91,1
839,840,6.205742501426748,11.323455417495317,Granite,276,Yes,15,69,117,1
840,841,5.77752527790209,8.789578613542869,Shale,284,No,18,55,93,0
841,842,6.018473394050302,16.471823192609822,Shale,263,Yes,27,35,70,1
842,843,6.985085538943567,10.858513225707394,Limestone,157,No,29,45,60,0
843,844,3.0145356232005684,12.664097008051407,Shale,213,Yes,15,65,43,1
844,845,4.824961418929965,13.324417364356014,Sandstone,284,No,20,41,43,0
845,846,6.627958044820978,18.695767227277468,Limestone,190,No,28,40,115,0
846,847,8.055512690715524,12.935963483974842,Granite,189,Yes,27,32,116,1
847,848,4.2190968467677745,9.742700238982989,Sandstone,152,No,18,66,57,0
848,849,6.828168216512031,14.291779260081451,Granite,294,No,15,35,63,0
849,850,8.001217787200472,19.555495935783554,Granite,259,No,23,48,76,1
850,851,6.112393605397333,15.292227692609732,Shale,263,No,26,47,78,1
851,852,3.1895679356903575,19.80064664552687,Shale,261,No,18,45,53,1
852,853,6.144877109259458,18.09328770726644,Limestone,299,Yes,26,52,94,1
853,854,5.075114214209072,8.431589074560954,Shale,153,No,20,66,114,0
854,855,9.507547253909298,15.900795144524501,Granite,283,No,27,38,101,1
855,856,3.8722936997482913,11.441202530694603,Granite,175,Yes,21,32,42,1
856,857,7.567331688550625,14.715402267736685,Sandstone,288,Yes,22,37,105,1
857,858,3.369038364341508,11.352142291174719,Granite,166,No,26,67,62,1
858,859,6.123193064688875,12.186444999263484,Limestone,241,Yes,27,33,101,1
859,860,6.877856410540565,19.07802454105015,Limestone,180,Yes,25,41,59,1
860,861,5.085684519218058,10.479718218700464,Shale,293,Yes,23,60,66,1
861,862,6.185529448642691,18.489309416309965,Shale,256,Yes,23,54,60,1
862,863,4.144876561711312,8.365493696845961,Shale,295,Yes,22,45,66,1
863,864,5.128866946276253,9.090518460435781,Limestone,260,Yes,24,43,39,1
864,865,7.347744274371421,18.25610049661116,Granite,250,No,25,42,96,1
865,866,5.112600391028086,15.566672370910343,Shale,261,No,29,36,84,1
866,867,9.298201548862103,16.966833656474602,Sandstone,211,Yes,26,41,87,1
867,868,7.398848703486928,10.513012049862251,Shale,261,Yes,26,66,43,1
868,869,6.070543129051892,14.445001467081243,Limestone,265,No,29,33,119,0
869,870,3.2712985488792774,16.846630682855658,Shale,184,Yes,28,31,55,1
870,871,6.496838346432699,15.52776964412315,Granite,177,No,17,64,64,0
871,872,8.353433694875624,13.660385202694513,Shale,252,Yes,26,32,21,1
872,873,4.858903186086895,19.517405437252577,Limestone,274,No,16,33,47,1
873,874,8.64741498754137,16.113888001441346,Limestone,251,No,19,67,45,1
874,875,4.76264736235617,18.893009602894857,Sandstone,286,Yes,15,41,42,1
875,876,8.766224715655603,16.757246138884174,Limestone,292,Yes,17,48,98,1
876,877,3.596878391281742,16.825562343172198,Sandstone,170,Yes,15,39,55,1
877,878,9.063285962083206,8.960219237092153,Granite,201,Yes,27,30,110,1
878,879,6.494305156533313,12.313575462247323,Limestone,246,No,17,46,25,0
879,880,5.075763127341834,18.300432880635903,Shale,200,Yes,27,45,54,1
880,881,4.855792752906042,10.791246345785071,Granite,232,No,18,38,57,0
881,882,6.024073912512539,9.386070393877594,Shale,204,Yes,21,38,54,1
882,883,9.993346486725514,11.913272679665521,Shale,226,No,26,38,119,1
883,884,4.542291754063077,10.645254618711368,Shale,276,Yes,29,41,93,1
884,885,3.7225165421529973,19.103458337517864,Granite,242,Yes,26,44,113,1
885,886,7.0952461810306335,18.415599704025574,Granite,237,No,19,31,72,1
886,887,6.4197972650818,13.996198763394851,Limestone,229,Yes,19,40,57,1
887,888,6.669373897443151,8.736126493806417,Shale,241,Yes,27,40,112,1
888,889,7.66854792290052,16.574748153117874,Sandstone,196,Yes,15,37,78,1
889,890,4.870008489094545,15.480940776035176,Limestone,187,Yes,22,61,62,1
890,891,9.374654967687219,19.646656048741953,Granite,288,Yes,27,35,23,1
891,892,6.049704462856033,14.707438883244524,Sandstone,164,No,18,49,24,0
892,893,3.9036033659972325,12.036724680834913,Granite,150,Yes,24,68,87,1
893,894,8.19609129713761,14.228260322942669,Sandstone,284,No,19,64,119,1
894,895,7.5017304683249515,19.751159496854196,Limestone,150,Yes,16,37,64,1
895,896,5.21020381738826,16.356349190396365,Sandstone,198,Yes,29,63,99,1
896,897,7.350631068238339,16.063713655124616,Limestone,245,No,26,48,44,1
897,898,4.539033694582838,10.888179076710625,Granite,175,No,27,36,97,0
898,899,6.1138755153837065,16.92323021072741,Sandstone,236,No,15,60,30,0
899,900,9.295887655171278,17.00326195366126,Shale,242,No,23,47,48,1
900,901,3.934739632125246,11.807467805310864,Shale,251,No,29,69,53,1
901,902,5.706875149912234,13.804565988688559,Granite,220,Yes,16,43,105,1
902,903,8.747996973042431,11.535239995285473,Sandstone,289,No,20,68,33,1
903,904,9.786436295843247,11.10446084389144,Shale,244,No,15,65,43,1
904,905,6.177482954952572,8.310752842993821,Limestone,267,Yes,15,46,78,1
905,906,6.548997341003432,11.422540935839985,Sandstone,297,Yes,23,66,58,1
906,907,7.005203732486388,14.647639398539297,Sandstone,268,No,18,38,45,1
907,908,9.526436991435975,8.019214250588346,Shale,200,No,23,49,62,1
908,909,9.007447536839209,11.398629005716009,Limestone,230,No,25,57,55,1
909,910,4.194207872351511,18.576923987879,Limestone,185,Yes,19,49,58,1
910,911,6.057304724929525,15.12378302128833,Limestone,216,No,21,65,80,0
911,912,6.248002997374984,15.294353888971767,Sandstone,278,Yes,15,56,35,1
912,913,8.523672781541297,12.840371660316238,Granite,263,Yes,20,37,78,1
913,914,7.220250178238047,16.11766572190893,Sandstone,260,Yes,22,61,115,1
914,915,7.579543234203091,10.27919319476431,Sandstone,291,Yes,28,30,25,1
915,916,9.987399353659324,17.824961724610297,Shale,249,No,15,46,117,1
916,917,3.524720304290091,9.400269439230797,Granite,258,Yes,23,38,75,1
917,918,4.561068764736131,15.87201625583731,Limestone,269,Yes,17,49,27,1
918,919,5.855271561600828,12.093791909836197,Shale,228,No,15,61,113,0
919,920,5.43447682134221,16.97015564698972,Sandstone,283,Yes,15,31,46,1
920,921,3.1515189294288852,14.59717461519224,Granite,168,No,27,61,90,1
921,922,3.6424432452982307,13.428236461744595,Limestone,276,Yes,28,38,46,1
922,923,7.766673039825033,10.033068825118963,Limestone,178,No,25,59,108,1
923,924,9.155271243537925,15.641857571412235,Sandstone,173,Yes,20,49,65,1
924,925,6.599589078861843,19.697238121044958,Limestone,159,Yes,25,67,60,1
925,926,6.774337556595431,17.907241098884178,Limestone,254,No,20,30,98,1
926,927,4.785654029826656,8.720098311068142,Granite,294,Yes,15,34,44,1
927,928,8.37513454543598,12.514752540334293,Shale,204,Yes,28,64,105,1
928,929,8.262562111570794,19.106996110283262,Granite,296,No,28,65,37,1
929,930,7.118559824523596,14.036524970684257,Shale,151,Yes,17,30,31,1
930,931,4.4886500055794,15.94534190969815,Shale,296,Yes,21,43,106,1
931,932,3.679127527659626,18.951192147096684,Shale,284,No,24,38,70,1
932,933,3.449670030999881,18.48553628503857,Limestone,260,No,17,59,58,1
933,934,7.148872466500144,14.021844506486131,Granite,187,No,17,53,108,1
934,935,8.7752472339996,13.251755631891225,Limestone,280,No,17,33,29,1
935,936,9.008313022466474,12.076311421755046,Sandstone,251,No,26,43,113,1
936,937,6.245354520404149,16.628233317954695,Granite,244,Yes,21,54,93,1
937,938,8.489899095147019,11.443841593658519,Shale,241,No,18,33,117,1
938,939,9.628161374387165,10.9986512771708,Limestone,220,Yes,18,54,96,1
939,940,4.926190787416476,12.274998735245362,Limestone,173,No,17,39,73,0
940,941,5.7857224246653,10.126580682545505,Granite,217,Yes,24,64,48,1
941,942,9.520352948176765,16.341437791349207,Granite,277,Yes,25,36,60,1
942,943,5.367616771220995,15.394887791967347,Shale,242,No,23,42,28,0
943,944,9.397134032252573,13.794542409390123,Shale,193,Yes,16,33,82,1
944,945,9.86731403578126,12.683909351138656,Sandstone,282,Yes,18,65,96,1
945,946,7.632675100020973,18.908750514760776,Shale,204,No,22,43,56,1
946,947,8.71823202652918,8.349485419869264,Limestone,178,No,20,47,33,1
947,948,8.246818949547595,17.229292922087588,Sandstone,186,No,28,37,92,1
948,949,7.896739803308667,18.822914860986664,Sandstone,264,No,21,61,91,1
949,950,5.148517510868627,13.356254953159112,Sandstone,152,Yes,27,56,58,1
950,951,3.399660365355606,14.608285897647761,Granite,271,Yes,21,66,59,1
951,952,5.4013621276375545,19.333564254584456,Shale,192,Yes,16,52,73,1
952,953,7.6685518964273465,10.547330183426173,Sandstone,156,Yes,18,36,22,1
953,954,3.7177043875946096,14.241618173416219,Granite,274,Yes,24,41,74,1
954,955,3.0834258808476944,13.696653525538554,Granite,198,Yes,24,54,52,1
955,956,3.9778466082205703,11.100711774444441,Sandstone,270,No,20,32,115,0
956,957,8.010151484875568,17.823118764477293,Sandstone,222,Yes,17,55,90,1
957,958,9.809555911595108,18.79520713715883,Limestone,190,Yes,23,33,38,1
958,959,9.881452897303744,17.383190957458506,Sandstone,255,Yes,27,65,53,1
959,960,6.457854043981316,10.3443075301833,Limestone,226,No,18,44,97,0
960,961,9.08546610694643,9.04098362601658,Sandstone,276,No,24,61,69,1
961,962,8.15778519026053,15.265333823664108,Sandstone,240,No,27,58,66,1
962,963,6.507281658892224,8.685137126118608,Shale,157,No,16,39,65,0
963,964,7.009323730685607,16.07391066269701,Sandstone,181,Yes,20,50,75,1
964,965,3.9605900263180978,14.365090643926912,Sandstone,213,Yes,15,45,76,1
965,966,9.563630224316144,15.953428792923964,Limestone,287,Yes,20,48,102,1
966,967,5.463508395122437,15.082049283796929,Limestone,162,No,27,58,70,1
967,968,6.123044795200187,13.072430834326074,Shale,242,Yes,26,47,73,1
968,969,7.701621616985291,10.41052616168274,Sandstone,210,Yes,24,45,109,1
969,970,5.337317300685878,11.668425629725864,Sandstone,157,Yes,15,30,100,1
970,971,4.779814126922513,14.294006890627717,Limestone,178,No,28,31,47,0
971,972,7.417345752891544,15.82241712377127,Granite,244,No,22,44,38,1
972,973,3.174888575972946,17.35379620261434,Granite,190,No,19,68,46,0
973,974,8.045075784186752,17.20604862138873,Granite,298,Yes,20,57,67,1
974,975,6.598163589135568,19.672264919133024,Limestone,160,Yes,16,30,38,1
975,976,7.240276113646541,11.430097383960913,Limestone,151,Yes,16,34,116,1
976,977,7.423161114728196,8.853328498561241,Granite,280,Yes,26,51,70,1
977,978,6.689351095447946,12.147883226502312,Granite,229,No,23,65,26,0
978,979,7.077736442085152,16.91953370268892,Sandstone,236,Yes,17,42,48,1
979,980,7.786517406229122,13.257339812399543,Limestone,255,No,20,30,62,1
980,981,8.271831930257719,17.813461167073033,Limestone,288,Yes,24,45,88,1
981,982,8.092166739002844,14.59191638223218,Granite,166,No,19,51,113,1
982,983,9.087315204125833,19.157500671566037,Granite,172,Yes,28,61,77,1
983,984,4.32610403217182,19.374361303988827,Shale,197,Yes,26,45,27,1
984,985,5.8080357864425824,8.831654072224985,Limestone,169,No,18,44,61,0
985,986,9.6345724621012,13.476961276549092,Shale,151,No,24,41,95,1
986,987,5.776134020704308,15.316268734994816,Sandstone,237,Yes,16,30,61,1
987,988,3.874090538341459,11.070470489746553,Shale,180,Yes,22,46,32,1
988,989,6.678115884535257,12.884921352547764,Granite,279,Yes,24,57,45,1
989,990,3.7664368078812354,16.13217849341238,Limestone,227,No,21,36,37,0
990,991,4.419972671095056,10.720810722780337,Limestone,153,Yes,25,38,61,1
991,992,9.988231295996698,15.223776235693428,Shale,290,No,16,51,70,1
992,993,6.789538468772924,16.369373937971673,Shale,277,Yes,20,55,103,1
993,994,4.988408723283003,9.085955733150401,Sandstone,283,Yes,28,41,35,1
994,995,9.963424682017344,13.970351792329433,Sandstone,180,Yes,22,36,22,1
995,996,9.765912429886002,11.15696035909029,Granite,287,Yes,21,44,110,1
996,997,6.0851732875898445,16.692636271976536,Granite,170,No,29,67,98,1
997,998,4.822821761515359,10.274666102443286,Granite,172,No,15,50,117,0
998,999,8.86879746664533,18.706854986457277,Shale,280,Yes,19,43,64,1
999,1000,8.0093450188025,13.171296038219923,Shale,297,Yes,16,31,41,1
