,language,file_size,lines_of_code,branches,comments,complexity,num_functions,num_dependencies,vcs,release_cycle,code_reviews,unit_test_coverage,mutation_score,code_smells,vulnerabilities,code_quality_metrics,label
569,Python,7135,980,96,10,51,46,55,Git,monthly,24,0.93,0.28,False,True,1.0,0
570,C++,5945,193,64,26,99,62,14,Mercurial,daily,84,0.9,0.17,False,True,0.63,1
571,Python,5258,371,59,53,80,63,4,Mercurial,monthly,34,0.96,0.72,True,False,0.94,0
572,JavaScript,3661,660,43,26,42,40,23,Mercurial,daily,33,0.95,0.5,False,True,0.67,1
573,Python,4510,927,19,69,88,18,55,Git,weekly,2,0.54,0.21,False,True,0.84,0
574,Python,341,13,54,54,14,30,5,Git,daily,100,0.68,0.54,False,True,0.79,0
575,Python,8468,198,64,31,73,5,2,SVN,weekly,43,0.64,0.31,False,True,0.66,1
576,C++,3868,533,41,56,75,21,18,Git,monthly,35,0.73,0.82,True,False,0.69,1
577,C++,4408,964,50,94,98,39,45,Git,weekly,86,0.55,0.3,True,True,0.84,0
578,Java,7660,906,34,13,99,100,29,Mercurial,daily,71,0.61,0.3,True,False,0.79,0
579,Java,1278,707,31,22,85,64,88,SVN,weekly,52,0.53,0.49,False,False,0.51,1
580,JavaScript,3081,435,30,4,77,21,100,Mercurial,monthly,33,0.83,0.18,False,True,0.8,0
581,Python,9096,609,73,82,30,78,95,Mercurial,monthly,77,0.61,0.18,True,True,0.57,1
582,JavaScript,1467,636,58,29,3,59,76,Git,weekly,44,0.67,0.4,True,False,0.99,0
583,Python,3957,866,64,16,25,94,94,Mercurial,weekly,66,0.72,0.85,True,True,0.56,1
584,C++,9532,355,19,42,92,8,64,SVN,weekly,68,0.87,0.42,False,False,0.92,0
585,JavaScript,6124,247,29,100,93,77,28,SVN,weekly,74,0.66,0.45,False,False,0.82,0
586,JavaScript,1725,601,2,86,12,13,85,Git,weekly,94,0.65,0.15,False,False,0.95,0
587,JavaScript,4865,37,78,79,27,51,47,Mercurial,weekly,100,0.68,0.76,True,True,0.75,0
588,Java,6799,897,56,27,17,12,54,Git,monthly,17,0.77,0.8,True,True,0.94,0
589,Python,2545,161,46,26,70,46,9,Mercurial,daily,51,0.56,0.59,False,True,0.68,1
590,C++,1777,81,47,40,82,76,95,SVN,monthly,92,0.72,0.59,True,True,0.87,0
591,C++,4600,538,3,74,66,6,64,SVN,monthly,85,0.83,0.8,False,False,0.75,0
592,Python,7835,853,91,61,90,65,3,Mercurial,monthly,69,0.53,0.37,False,False,0.62,1
593,Python,4289,635,98,3,9,76,11,Git,daily,20,0.78,0.3,True,False,0.65,1
594,Java,9003,864,14,28,57,96,15,SVN,weekly,32,0.52,0.25,False,True,0.94,0
595,Python,4022,172,17,2,24,75,43,SVN,weekly,14,0.92,0.13,False,True,0.72,0
596,C++,8526,328,38,26,11,23,26,Mercurial,daily,52,0.91,0.95,True,False,0.99,0
597,C++,7531,384,94,99,43,38,41,Mercurial,daily,56,0.93,0.74,False,False,0.87,0
598,Java,99,342,97,97,75,60,52,SVN,weekly,29,0.89,0.65,False,False,0.85,0
599,C++,3577,680,64,5,28,42,91,Mercurial,daily,94,0.64,0.53,False,False,0.75,0
600,Java,5756,898,12,44,40,56,59,Git,monthly,58,0.69,0.18,False,True,0.9,0
601,Python,4963,537,84,100,63,31,67,Git,monthly,96,0.69,0.45,True,True,0.67,1
602,C++,1474,625,43,100,79,92,30,Mercurial,weekly,33,0.92,0.34,True,False,0.92,0
603,JavaScript,6392,331,4,81,6,6,16,SVN,monthly,47,0.51,0.95,False,False,0.84,0
604,Java,5749,927,92,82,71,92,48,Git,weekly,65,0.81,0.54,True,True,0.7,0
605,Python,6293,391,54,80,4,36,34,Git,daily,4,0.75,0.73,False,True,0.54,1
606,C++,9870,142,23,88,43,80,17,Git,monthly,77,0.86,0.11,False,False,0.67,1
607,C++,7543,770,94,31,63,60,15,Git,daily,3,0.91,0.18,True,False,0.64,1
608,JavaScript,3049,902,83,40,34,21,10,SVN,monthly,60,0.78,0.29,False,True,0.63,1
609,JavaScript,2316,53,35,59,50,8,24,Git,daily,3,0.95,0.25,False,True,0.63,1
610,JavaScript,241,375,76,46,32,12,98,Mercurial,weekly,29,0.8,0.41,True,True,0.54,1
611,Java,5474,510,24,43,62,74,12,Mercurial,weekly,24,0.65,0.31,False,True,0.56,1
612,C++,4508,94,99,67,1,45,82,Mercurial,monthly,33,0.6,0.12,False,True,0.57,1
613,Python,4866,124,72,28,45,68,15,SVN,monthly,83,0.85,0.34,True,False,0.92,0
614,Python,7219,777,65,12,25,12,19,Git,monthly,25,0.93,0.42,False,True,0.54,1
615,JavaScript,3674,205,20,61,37,36,72,SVN,monthly,4,0.72,0.37,True,False,0.7,0
616,Java,2666,226,51,93,43,33,85,Mercurial,monthly,77,0.72,0.98,False,True,0.52,1
617,JavaScript,1176,94,64,91,92,9,40,Git,daily,55,0.68,0.74,True,True,0.92,0
618,C++,3347,333,90,27,69,19,96,Git,weekly,47,0.9,0.28,True,True,0.54,1
619,Python,3818,512,58,16,75,12,14,Mercurial,daily,14,0.69,0.16,False,False,0.87,0
620,Python,7783,506,13,61,50,43,23,SVN,daily,63,0.68,0.29,False,True,0.92,0
621,Python,9752,514,72,59,19,70,82,Git,daily,33,0.81,0.34,True,True,0.58,1
622,C++,8611,201,37,9,96,4,24,Git,daily,60,0.65,0.61,False,True,0.58,1
623,Java,3717,479,59,65,47,8,71,Git,daily,95,0.63,0.47,False,False,0.79,0
624,Java,6605,104,23,97,55,79,1,SVN,daily,80,0.82,0.33,False,True,0.62,1
625,JavaScript,5022,459,73,46,81,91,68,Git,monthly,57,0.51,0.6,True,False,0.58,1
626,Python,1461,226,18,34,73,56,70,Mercurial,daily,72,0.73,0.48,False,False,0.81,0
627,C++,3883,947,47,19,6,56,22,Mercurial,weekly,99,0.93,0.12,True,True,0.55,1
628,Java,7580,317,87,45,58,84,43,Mercurial,daily,52,0.95,0.81,False,False,0.75,0
629,JavaScript,4476,461,76,34,36,38,57,Git,monthly,18,0.93,0.52,False,True,0.88,0
630,C++,9789,333,57,52,77,96,92,SVN,daily,31,0.7,0.55,False,False,0.88,0
631,JavaScript,1349,659,12,2,2,23,75,Git,daily,54,0.98,0.26,True,True,0.64,1
632,JavaScript,7460,229,83,60,95,23,95,Mercurial,weekly,93,0.67,0.98,True,True,0.93,0
633,Python,332,293,40,73,5,29,51,Mercurial,weekly,79,1.0,0.98,False,True,0.77,0
634,JavaScript,8652,826,82,18,64,78,75,Mercurial,monthly,52,0.63,0.71,False,True,0.86,0
635,C++,2441,195,45,61,67,72,51,Git,daily,21,0.96,0.41,False,False,0.77,0
636,Java,5169,508,57,85,1,90,17,Git,daily,79,0.93,0.2,True,True,0.59,1
637,C++,4247,647,13,16,11,89,10,Mercurial,weekly,5,0.93,0.49,True,False,0.78,0
638,Java,4220,524,36,25,11,23,87,Mercurial,weekly,66,0.98,0.94,False,False,0.58,1
639,Python,7343,229,12,50,25,80,73,Mercurial,weekly,39,0.93,0.86,False,False,0.62,1
640,JavaScript,6418,787,10,46,78,83,90,Git,weekly,54,0.67,0.67,False,False,0.94,0
641,C++,4279,257,65,30,37,14,2,Git,monthly,9,0.65,0.54,False,True,0.84,0
642,Java,2897,397,57,75,45,29,84,Mercurial,weekly,99,0.73,0.96,False,False,0.9,0
643,Java,1506,243,87,75,59,20,87,SVN,monthly,46,0.88,0.24,True,False,0.77,0
644,JavaScript,4860,76,75,95,59,55,15,Git,daily,32,0.7,0.14,True,True,0.68,1
645,C++,9382,72,74,35,62,55,13,Git,weekly,27,0.61,0.3,True,False,0.74,0
646,Java,2543,200,94,80,41,54,76,Git,daily,40,0.95,0.43,False,False,0.96,0
647,C++,6311,688,29,4,34,23,65,Mercurial,weekly,7,0.63,0.52,False,False,0.88,0
648,JavaScript,4668,26,35,39,21,47,68,Mercurial,monthly,12,0.69,0.56,False,True,0.59,1
649,Python,2345,652,1,17,71,87,95,Git,monthly,4,0.87,0.47,False,True,0.53,1
650,Python,3784,366,88,55,21,68,72,SVN,monthly,58,0.91,0.88,True,True,0.86,0
651,C++,3071,946,49,3,69,71,16,Git,daily,77,0.98,0.37,False,True,0.87,0
652,Java,5107,735,7,30,80,26,45,Mercurial,daily,34,0.53,0.84,False,True,0.57,1
653,Java,5415,853,62,66,75,54,93,SVN,monthly,68,0.63,0.41,True,True,0.73,0
654,C++,7681,553,61,5,24,71,22,Git,daily,12,0.73,0.55,True,True,0.53,1
655,Python,6925,193,16,75,60,10,7,Mercurial,monthly,52,0.88,0.71,False,False,0.89,0
656,JavaScript,3045,218,85,98,29,69,31,Git,daily,28,0.54,0.97,True,False,0.7,0
657,C++,6944,27,15,66,1,24,81,Git,daily,16,0.99,0.36,False,False,0.51,1
658,Java,1618,324,10,60,18,96,35,SVN,daily,42,0.97,0.43,False,True,0.83,0
659,JavaScript,1672,317,33,5,95,80,54,Git,monthly,96,0.87,0.41,True,False,0.71,0
660,Java,5555,714,43,91,32,37,35,Mercurial,monthly,42,0.62,0.96,False,False,0.75,0
661,C++,4543,965,23,32,78,36,38,Git,weekly,40,0.87,0.73,True,True,0.64,1
662,JavaScript,3386,352,38,77,59,86,1,Mercurial,weekly,79,0.61,0.69,True,True,0.84,0
663,C++,4420,842,64,2,43,49,67,Git,daily,98,0.74,0.67,False,False,0.68,1
664,Java,9976,977,43,93,62,12,13,Git,weekly,58,0.57,0.29,True,True,0.89,0
665,Python,9730,609,48,97,54,75,61,Mercurial,monthly,93,0.68,0.24,True,True,0.76,0
666,C++,3164,366,48,77,79,4,91,Git,weekly,32,0.94,0.61,False,True,0.85,0
667,JavaScript,2620,36,35,40,11,31,40,Mercurial,monthly,72,0.83,0.76,True,True,0.53,1
668,JavaScript,7450,417,63,89,66,15,88,SVN,monthly,75,1.0,0.89,False,False,0.8,0
669,C++,8892,27,45,31,39,66,50,Git,monthly,69,0.72,0.67,True,False,0.6,1
670,Java,2156,408,47,73,81,8,78,SVN,daily,87,0.73,0.96,True,True,0.55,1
671,Java,1266,455,9,58,53,3,65,Git,daily,88,0.6,0.73,False,False,0.89,0
672,Python,3403,338,42,10,35,34,97,SVN,weekly,32,0.76,0.41,False,False,0.55,1
673,C++,5572,643,88,93,43,30,68,SVN,monthly,99,0.85,0.24,True,True,0.83,0
674,JavaScript,2215,231,66,15,95,85,5,Git,daily,98,0.66,0.14,True,True,0.76,0
675,JavaScript,529,251,84,59,15,40,17,Mercurial,weekly,15,0.55,0.17,True,True,0.69,1
676,Java,1492,129,86,57,1,99,60,Git,monthly,7,0.81,0.41,True,True,0.74,0
677,Python,3928,616,80,47,21,81,42,Mercurial,daily,43,0.69,0.91,True,True,0.52,1
678,C++,7726,729,50,83,51,54,14,Mercurial,weekly,81,0.95,0.8,False,True,0.87,0
679,C++,1582,275,57,22,65,83,19,Mercurial,monthly,81,0.94,0.28,True,False,0.51,1
680,C++,4208,719,23,58,22,94,93,Git,daily,56,0.57,0.47,False,False,0.65,1
681,Python,9436,75,69,11,64,58,87,SVN,weekly,37,0.53,0.71,False,True,0.76,0
682,C++,5783,642,14,93,86,26,85,Git,daily,61,0.79,0.51,True,True,0.76,0
683,C++,3437,223,13,61,11,10,83,SVN,monthly,38,0.82,0.41,True,False,0.67,1
684,Python,5993,633,24,78,28,98,50,Git,weekly,14,0.51,0.82,True,False,0.75,0
685,JavaScript,229,498,83,13,49,67,47,Mercurial,daily,90,0.63,0.49,True,False,0.66,1
686,JavaScript,4868,714,63,87,76,45,41,Mercurial,monthly,71,0.53,0.54,True,False,0.97,0
687,Python,5856,453,19,51,45,41,94,Git,monthly,78,0.56,0.27,False,True,1.0,0
688,C++,3851,909,88,49,41,42,44,Git,weekly,30,0.89,0.17,False,False,0.74,0
689,JavaScript,7420,161,12,46,34,27,48,Git,weekly,25,0.87,0.56,True,False,0.94,0
690,Python,5229,364,24,97,8,15,66,SVN,daily,66,0.57,0.88,False,True,0.85,0
691,JavaScript,4285,482,42,7,32,68,98,Mercurial,monthly,71,0.53,0.99,True,True,0.69,1
692,Python,4397,435,95,95,100,8,34,SVN,weekly,7,0.57,0.75,False,True,0.55,1
693,JavaScript,8126,153,54,66,69,87,1,Mercurial,monthly,79,0.7,0.75,True,False,0.85,0
694,Python,2291,639,50,52,42,40,68,SVN,daily,88,0.53,0.57,True,True,0.76,0
695,Java,548,783,2,65,37,21,10,SVN,monthly,48,0.68,0.44,False,False,0.62,1
696,C++,8789,740,69,99,66,3,46,Mercurial,weekly,2,0.93,0.98,True,True,0.67,1
697,C++,9865,558,48,1,70,67,35,Git,weekly,29,0.88,0.3,False,True,0.93,0
698,Java,7434,133,62,28,81,12,35,Mercurial,monthly,12,0.5,0.28,False,True,0.74,0
699,JavaScript,10000,79,59,48,22,76,89,Mercurial,weekly,18,0.68,0.74,True,True,0.57,1
700,Python,4011,811,74,48,64,4,32,SVN,daily,27,0.8,0.54,False,True,0.72,0
701,JavaScript,8405,654,82,24,72,40,74,Mercurial,weekly,3,0.82,0.34,True,True,0.53,1
702,Java,8042,48,100,75,7,2,18,Mercurial,weekly,99,0.71,0.86,False,False,0.91,0
703,Python,3219,997,36,100,100,70,15,Git,daily,10,0.85,0.58,True,True,0.66,1
704,Python,4529,499,53,48,52,53,12,Git,daily,42,0.54,0.47,False,True,0.89,0
705,JavaScript,3656,862,63,43,79,45,83,Mercurial,daily,15,0.62,0.5,False,True,0.97,0
706,Java,1136,395,94,47,82,12,85,SVN,daily,15,0.98,0.55,False,True,0.92,0
707,C++,4309,196,51,27,97,52,51,Git,monthly,58,0.85,0.31,False,False,0.55,1
708,Java,4730,262,21,48,93,38,83,SVN,daily,41,0.82,0.34,False,False,1.0,0
709,Python,843,344,14,22,81,19,82,Git,daily,46,0.77,0.57,False,True,0.54,1
710,Python,5285,857,35,32,29,21,28,Mercurial,daily,14,0.76,0.44,True,False,0.74,0
711,C++,3711,332,24,89,57,74,47,Git,weekly,71,0.77,0.92,False,False,0.51,1
712,Python,4664,773,15,58,93,95,94,Mercurial,daily,68,0.55,0.38,True,False,0.62,1
713,Java,12,165,15,52,13,89,5,SVN,weekly,15,0.82,0.77,True,False,0.6,1
714,Java,743,264,61,84,93,82,71,SVN,monthly,69,0.54,0.71,False,True,0.87,0
715,Java,8086,945,28,27,24,10,37,SVN,weekly,32,0.59,0.62,True,False,0.53,1
716,C++,7043,156,97,1,42,96,34,SVN,weekly,48,0.51,0.91,True,False,0.74,0
717,Java,518,1000,94,19,69,13,92,Mercurial,monthly,11,0.62,0.3,True,True,0.71,0
718,Java,8259,974,58,43,32,51,93,Git,weekly,56,0.87,0.78,False,False,0.57,1
719,Java,1215,817,13,48,46,20,12,SVN,daily,73,0.97,0.17,False,False,0.53,1
720,JavaScript,813,476,16,82,68,51,85,Mercurial,weekly,74,0.92,0.96,False,False,0.55,1
721,Python,3641,736,61,90,14,56,91,Mercurial,monthly,79,0.95,0.22,False,True,0.72,0
722,Java,9213,42,69,28,24,44,67,Mercurial,weekly,3,0.57,0.11,True,True,0.81,0
723,Python,4869,603,81,88,26,14,73,SVN,weekly,85,0.83,0.88,True,False,0.56,1
724,Java,5089,301,8,92,90,33,74,Mercurial,weekly,26,0.69,0.98,False,False,0.92,0
725,Java,5789,481,54,14,83,53,75,Git,monthly,48,0.83,0.92,False,False,0.8,0
726,JavaScript,2999,366,60,76,64,15,6,Mercurial,weekly,92,0.83,0.72,True,False,1.0,0
727,JavaScript,7101,263,64,15,90,91,28,Mercurial,monthly,22,0.51,0.36,True,False,0.71,0
728,JavaScript,6044,429,49,10,97,95,93,Git,weekly,6,0.64,0.37,True,True,0.99,0
729,Python,8916,80,92,30,6,23,60,Mercurial,weekly,70,0.9,0.37,False,False,0.83,0
730,Java,3116,346,52,61,37,87,81,SVN,monthly,10,0.57,0.89,False,False,0.53,1
731,JavaScript,6692,188,88,17,63,89,30,SVN,daily,32,0.91,0.2,False,True,0.85,0
732,JavaScript,1986,15,92,20,8,49,17,Mercurial,weekly,96,0.64,0.43,True,False,0.86,0
733,C++,397,624,17,87,87,11,43,Git,monthly,59,0.64,0.8,True,False,0.86,0
734,C++,5901,457,90,58,50,31,8,SVN,daily,33,0.98,0.35,True,True,0.52,1
735,Python,3835,352,6,70,95,47,84,SVN,daily,24,0.91,0.96,False,False,0.91,0
736,Java,6325,50,96,78,26,59,59,Mercurial,weekly,24,0.5,0.63,False,False,0.66,1
737,Python,1574,44,30,83,83,79,36,SVN,weekly,87,0.6,0.67,True,True,0.93,0
738,C++,8394,353,20,39,10,39,2,SVN,weekly,57,0.74,0.63,True,True,0.93,0
739,Python,5061,669,52,97,96,71,30,Mercurial,monthly,31,0.98,0.73,False,False,0.84,0
740,Java,5329,298,19,57,45,94,38,SVN,weekly,6,0.65,0.96,True,True,0.78,0
741,Java,8097,551,14,31,11,75,1,Mercurial,daily,59,0.77,0.94,False,False,0.63,1
742,C++,1526,873,59,43,26,77,3,SVN,weekly,49,0.87,0.78,True,False,0.53,1
743,JavaScript,1128,734,59,55,88,16,43,SVN,monthly,92,0.84,0.52,False,False,0.7,0
744,C++,8827,511,46,15,18,69,51,SVN,weekly,31,0.69,0.22,True,True,0.54,1
745,C++,285,10,10,36,56,42,71,Mercurial,daily,71,0.56,0.38,False,True,0.84,0
746,Python,4341,891,58,41,21,2,80,Mercurial,daily,20,0.73,0.34,True,False,0.51,1
747,JavaScript,3468,425,64,100,99,48,56,Git,weekly,29,0.88,0.1,False,False,0.71,0
748,Python,9620,517,91,95,42,98,59,Git,weekly,71,0.73,0.42,True,False,0.91,0
749,Java,2663,952,54,9,75,39,93,Git,daily,27,0.98,0.29,True,True,0.65,1
750,JavaScript,9897,537,81,71,86,63,71,Git,daily,31,0.52,0.36,False,True,0.84,0
751,C++,8031,294,18,61,44,56,85,SVN,daily,67,0.71,0.31,False,False,0.84,0
752,Java,1454,576,51,24,50,33,14,Git,daily,57,0.64,0.41,False,True,0.84,0
753,C++,6786,701,34,14,12,70,9,SVN,monthly,3,0.73,0.38,False,False,0.61,1
754,C++,906,287,92,12,78,79,8,Mercurial,monthly,50,0.93,0.69,True,True,0.94,0
755,C++,8984,789,8,14,58,40,50,SVN,weekly,67,0.54,0.29,False,False,0.55,1
756,Python,7406,397,46,88,80,43,27,Git,monthly,74,0.63,0.32,True,False,0.54,1
757,C++,8535,980,30,96,51,99,2,Git,daily,75,0.81,0.54,True,False,0.6,1
758,C++,4304,677,79,10,36,76,90,Mercurial,daily,28,0.93,0.86,False,False,0.62,1
759,Java,4084,748,23,1,53,67,79,Git,weekly,15,0.74,0.53,True,True,0.55,1
760,Python,9358,832,8,38,70,28,71,Mercurial,monthly,62,0.89,0.95,True,False,0.66,1
761,C++,8139,788,19,57,35,98,47,Mercurial,monthly,11,0.58,0.32,False,True,0.64,1
762,JavaScript,6980,521,35,70,94,13,12,Mercurial,monthly,79,0.52,0.68,True,False,0.9,0
763,Python,6435,883,20,33,11,59,24,SVN,daily,85,0.7,0.33,False,True,0.61,1
764,JavaScript,8735,815,88,2,34,16,47,Mercurial,monthly,71,0.79,0.15,False,True,0.78,0
765,Java,5830,152,3,99,87,95,32,Mercurial,weekly,95,0.52,0.2,True,False,0.88,0
766,Java,5143,920,14,64,59,89,46,Git,daily,9,0.57,0.55,False,False,0.65,1
767,Java,2010,848,5,87,45,77,88,Git,weekly,1,0.84,0.94,True,True,0.89,0
768,Java,7492,716,24,61,67,52,51,Mercurial,daily,79,0.52,0.86,True,False,0.57,1
769,JavaScript,2385,152,91,76,46,11,85,SVN,monthly,35,0.7,0.55,True,False,0.74,0
770,JavaScript,2232,102,32,11,72,84,22,SVN,monthly,93,0.8,0.95,True,True,0.83,0
771,Python,3026,963,86,89,12,25,69,SVN,daily,49,0.63,0.45,True,True,0.7,0
772,JavaScript,9418,803,84,75,22,66,76,Git,monthly,51,0.92,0.35,True,False,0.85,0
773,Python,7378,846,66,28,97,91,80,Git,daily,74,0.69,0.45,True,True,0.92,0
774,Java,6645,114,6,14,17,38,44,Git,weekly,23,0.8,0.2,False,False,0.9,0
775,Python,4169,248,95,17,4,79,51,Git,weekly,75,0.54,0.69,False,False,0.52,1
776,Java,5164,977,49,57,5,14,3,Git,weekly,76,0.8,0.49,True,False,0.53,1
777,Python,1857,700,15,72,9,37,6,SVN,weekly,66,0.63,0.48,False,True,0.64,1
778,Python,6179,831,72,71,90,76,23,Mercurial,monthly,98,0.88,0.17,True,True,0.65,1
779,Python,1634,166,54,67,43,9,1,Mercurial,weekly,26,0.85,0.91,False,False,0.77,0
780,Python,7351,675,100,46,93,85,85,Git,monthly,58,0.59,0.84,False,True,0.55,1
781,Java,8950,216,69,57,17,51,40,Mercurial,weekly,88,0.8,0.45,False,True,0.59,1
782,Python,2994,208,58,64,51,75,96,Git,monthly,91,0.99,0.88,True,False,0.54,1
783,C++,7738,778,46,41,23,85,93,Mercurial,monthly,44,0.55,0.74,False,True,0.56,1
784,Python,3385,564,9,57,49,25,75,SVN,weekly,59,0.8,0.68,False,False,0.9,0
785,JavaScript,6189,948,65,4,37,48,83,SVN,daily,30,0.57,0.26,True,True,0.78,0
786,Java,9298,21,68,13,91,75,64,Git,weekly,18,0.83,0.23,True,False,0.88,0
787,Java,9804,314,27,60,57,61,60,Git,monthly,47,0.91,0.34,True,True,0.59,1
788,JavaScript,1533,391,63,93,66,61,100,Git,weekly,94,0.97,0.93,True,False,0.51,1
789,Python,7152,898,32,65,10,45,24,SVN,daily,64,0.79,0.77,False,False,0.68,1
790,Java,8572,381,20,62,22,38,32,SVN,weekly,28,0.78,0.43,True,True,0.6,1
791,Java,7938,739,8,47,52,50,79,Mercurial,daily,46,0.5,0.17,True,False,1.0,0
792,C++,4928,196,36,92,71,64,79,Git,daily,7,0.96,0.3,True,True,0.8,0
793,Java,6479,871,50,78,57,72,100,Mercurial,daily,87,1.0,0.62,False,True,0.67,1
794,Java,5811,235,7,87,54,29,50,Mercurial,monthly,52,0.66,0.28,True,True,0.58,1
795,JavaScript,8215,219,19,73,38,3,59,Git,daily,54,0.92,0.79,False,True,0.74,0
796,Python,3788,770,50,56,41,49,63,Git,weekly,22,0.93,0.91,True,True,0.93,0
797,Python,5429,546,95,72,75,43,26,SVN,daily,56,0.75,0.68,False,False,0.6,1
798,Java,9834,220,58,50,48,92,49,Mercurial,monthly,56,0.68,0.87,True,True,0.78,0
799,C++,9213,444,21,49,32,3,26,Mercurial,monthly,29,0.57,0.15,False,True,0.54,1
800,Java,4255,792,48,83,22,41,90,Mercurial,monthly,74,0.56,0.18,True,False,0.8,0
801,C++,4148,645,18,2,79,25,73,SVN,monthly,27,0.63,0.36,True,False,0.97,0
802,Python,8336,83,86,84,35,31,92,Mercurial,weekly,84,0.58,0.39,True,True,0.88,0
803,C++,1626,848,3,22,62,67,12,Mercurial,monthly,7,0.95,0.31,False,False,0.85,0
804,Python,534,527,78,34,11,71,14,SVN,monthly,51,0.54,0.11,True,True,0.6,1
805,Java,5090,286,68,79,20,98,15,Git,daily,93,0.93,0.43,True,False,0.98,0
806,Java,7322,730,33,69,52,8,12,SVN,daily,21,0.6,0.55,True,True,0.81,0
807,Python,175,905,77,49,89,30,6,SVN,daily,89,0.97,0.43,True,True,0.68,1
808,Python,7389,244,30,68,52,63,7,SVN,daily,35,0.52,0.57,False,True,0.52,1
809,Java,4830,173,48,80,60,33,86,SVN,daily,21,0.67,0.59,False,False,0.98,0
810,Java,2668,942,67,66,46,99,94,Mercurial,daily,64,0.97,0.65,False,False,0.76,0
811,JavaScript,3391,512,50,39,26,32,13,SVN,weekly,97,0.54,0.2,True,False,0.9,0
812,Python,1560,422,99,99,67,5,24,SVN,weekly,98,0.66,0.79,False,True,0.77,0
813,JavaScript,5239,531,100,77,45,65,51,SVN,daily,17,0.74,0.75,True,False,0.79,0
814,C++,4512,811,27,19,96,7,49,Mercurial,monthly,32,0.66,0.26,True,True,0.57,1
815,JavaScript,936,782,54,95,83,64,15,Mercurial,daily,54,0.52,0.46,True,True,0.73,0
816,Java,9707,978,85,83,71,79,92,Git,weekly,91,0.78,0.62,False,True,0.79,0
817,JavaScript,5493,887,62,93,60,30,52,SVN,monthly,43,0.7,0.62,True,True,0.8,0
818,C++,6443,483,1,9,34,10,39,Mercurial,monthly,29,0.63,0.93,True,False,0.81,0
819,Python,6871,180,40,60,46,61,86,SVN,daily,83,0.52,0.53,False,False,0.67,1
820,Java,5810,211,76,55,61,72,68,Git,weekly,83,0.78,0.88,True,True,1.0,0
821,JavaScript,1220,802,23,79,89,31,92,SVN,weekly,91,0.89,0.84,True,True,0.61,1
822,JavaScript,9735,894,98,11,79,31,83,Git,monthly,18,0.69,0.43,True,False,0.87,0
823,JavaScript,1027,78,88,59,84,89,48,SVN,monthly,87,0.55,0.15,False,False,0.72,0
824,Python,9707,868,92,25,54,89,38,Git,weekly,12,0.77,0.7,False,True,0.65,1
825,Java,4387,807,36,29,68,91,76,Git,monthly,74,0.55,0.27,False,False,0.67,1
826,Java,8360,226,56,35,43,21,59,Git,daily,98,0.74,0.33,False,True,0.98,0
827,Python,1676,833,79,47,27,44,60,Git,weekly,31,0.57,0.15,True,False,0.88,0
828,Java,8847,949,32,89,38,1,26,Mercurial,monthly,69,0.83,0.8,False,True,0.75,0
829,Python,7252,720,65,15,4,54,25,Mercurial,daily,86,0.89,0.49,False,False,0.54,1
830,C++,1007,419,55,39,94,61,7,SVN,monthly,98,0.73,0.16,True,False,0.78,0
831,Python,3888,15,8,36,28,1,61,Git,weekly,56,0.75,0.28,False,True,0.76,0
832,C++,2280,660,2,54,5,10,24,Git,daily,73,0.83,0.85,True,False,0.79,0
833,Python,4689,87,27,73,85,29,57,SVN,daily,23,0.61,0.48,False,False,0.56,1
834,Java,1760,520,63,60,93,38,86,SVN,monthly,7,1.0,0.95,False,True,0.8,0
835,Python,9934,309,30,24,12,61,39,Mercurial,weekly,22,0.81,0.5,False,True,0.79,0
836,JavaScript,6691,326,24,31,1,50,52,Git,weekly,79,0.58,0.57,False,True,0.64,1
837,Java,615,237,5,27,11,46,21,Mercurial,daily,59,0.92,0.88,True,False,0.63,1
838,Java,4345,308,87,96,45,55,30,Mercurial,weekly,11,0.51,0.67,True,False,0.78,0
839,Python,5978,524,1,91,8,84,72,Mercurial,weekly,27,0.88,0.63,False,False,0.62,1
840,Java,8697,200,32,96,16,83,48,SVN,weekly,64,0.85,0.73,False,False,0.78,0
841,Java,7518,682,11,30,21,90,12,Mercurial,weekly,95,0.96,0.17,True,False,0.69,1
842,Java,8136,267,74,69,5,19,92,SVN,daily,15,0.86,0.13,False,False,0.97,0
843,JavaScript,8056,552,36,50,19,50,27,Git,daily,56,0.97,0.44,False,True,0.63,1
844,Python,7692,602,34,60,57,28,80,Git,monthly,41,0.69,0.33,True,True,0.89,0
845,Python,6946,690,71,12,77,18,23,Git,monthly,70,0.51,0.12,True,False,0.92,0
846,Java,2062,734,55,14,61,100,97,Git,daily,47,0.55,0.28,False,False,0.73,0
847,JavaScript,9893,749,18,51,60,20,86,SVN,daily,67,0.8,0.13,True,True,0.55,1
848,C++,6566,183,52,100,53,58,7,SVN,monthly,80,0.79,0.48,True,True,0.68,1
849,Java,1290,651,69,6,38,97,36,SVN,monthly,66,0.87,0.37,True,True,0.66,1
850,Java,9848,488,40,26,35,42,29,Mercurial,weekly,68,0.73,0.5,True,False,0.92,0
851,Java,4970,633,30,78,64,60,18,Mercurial,daily,28,0.91,0.99,False,True,0.87,0
852,Python,6958,80,63,72,88,92,49,Git,monthly,1,0.87,0.22,True,False,0.94,0
853,Java,5596,123,93,40,70,72,35,Mercurial,monthly,74,0.85,0.83,False,False,0.69,1
854,JavaScript,5191,487,36,34,53,31,11,Mercurial,monthly,72,0.67,0.95,True,True,0.63,1
