,age,gender,time_of_day,day_of_week,location_type,crime_type,witness_present,police_response_time,alcohol_involved,prior_arrests,weapon_used,property_damage,reported_by,incident_duration,label
843,96,2,6,0,1,1,1,10,0,2,0,6630,2,26,1
844,23,0,2,0,2,2,0,5,1,3,0,9786,1,92,0
845,68,2,22,5,1,2,0,11,1,2,0,565,0,83,1
846,79,0,13,6,1,1,0,31,0,4,1,4799,0,107,1
847,74,1,23,0,1,3,1,25,0,3,0,7670,2,69,1
848,83,0,9,6,2,3,0,32,1,3,0,2868,1,97,1
849,96,2,15,6,2,2,0,20,1,5,0,9049,2,84,1
850,92,1,15,5,1,3,0,60,0,2,1,9476,2,30,1
851,25,0,21,1,0,2,0,50,0,4,0,8776,0,109,1
852,43,0,9,1,1,3,1,27,0,0,1,4327,1,8,0
853,68,1,12,3,2,2,0,56,0,5,0,6413,2,38,1
854,62,1,5,5,1,3,1,24,0,2,0,7614,0,61,1
855,61,0,11,3,2,0,1,42,0,0,0,1245,2,81,0
856,22,2,8,3,2,1,1,58,0,2,0,8243,2,108,0
857,87,0,12,1,2,0,0,29,0,5,1,537,0,65,1
858,43,1,3,5,1,1,1,32,0,0,0,540,0,67,0
859,85,0,23,1,2,1,0,9,1,5,0,814,1,46,1
860,36,1,10,3,2,2,1,60,0,2,0,1415,2,90,1
861,37,1,19,5,1,1,1,25,0,3,0,1652,1,95,1
862,29,2,17,3,2,0,0,22,1,1,0,4062,0,72,0
863,64,1,10,4,1,0,0,51,0,3,0,2356,0,43,1
864,18,1,20,6,2,3,0,10,1,5,0,3810,2,59,0
865,31,2,3,5,0,0,0,33,1,5,0,9055,1,46,1
866,81,1,17,5,0,3,0,23,0,5,0,185,1,72,1
867,55,2,0,6,2,1,0,37,1,0,0,1551,2,35,0
868,54,2,6,3,0,0,0,5,0,4,0,7013,2,39,1
869,28,1,5,4,1,1,0,49,0,5,0,761,1,92,1
870,94,1,14,2,0,0,0,7,0,3,0,9471,0,51,1
871,20,0,17,6,2,0,0,46,0,1,1,6163,0,4,0
872,50,2,23,1,2,3,0,25,1,5,0,7635,2,80,1
873,23,0,10,3,1,1,0,39,0,5,1,3281,1,77,0
874,67,1,19,6,2,0,0,45,0,5,1,1536,1,84,1
875,27,0,23,6,1,2,0,44,0,0,0,6201,1,51,0
876,22,2,14,5,0,1,1,7,0,5,0,3164,0,5,1
877,40,0,15,1,0,1,0,29,0,3,1,2770,0,55,1
878,27,2,6,1,1,1,0,49,0,2,0,7399,1,101,1
879,61,1,20,1,1,3,0,42,1,4,0,3845,1,20,1
880,19,1,9,6,2,2,1,49,0,5,0,3435,2,24,0
881,30,2,11,2,0,1,1,59,1,0,0,4710,2,36,0
882,57,1,23,0,1,0,1,24,0,3,0,561,1,34,1
883,19,1,13,3,0,0,1,56,1,5,0,4717,1,109,0
884,82,1,4,0,1,3,0,48,1,0,0,7623,0,112,0
885,80,1,20,6,0,0,0,49,0,2,0,7187,1,54,1
886,90,2,17,0,2,1,0,38,0,1,0,2180,2,34,0
887,34,0,4,6,0,0,1,25,1,5,0,1960,0,83,1
888,26,0,2,0,0,1,1,60,0,3,0,3879,2,17,1
889,92,1,22,1,0,0,1,59,1,0,1,5153,2,5,0
890,32,0,4,4,0,2,0,52,0,0,0,7035,0,89,0
891,41,0,23,1,0,3,1,27,0,5,0,3270,2,18,1
892,55,1,16,1,2,3,0,10,0,0,0,4687,1,55,0
893,52,1,18,5,1,2,0,55,1,1,0,582,2,53,0
894,66,0,18,5,0,2,0,57,0,0,0,9805,0,50,0
895,86,2,20,0,2,3,0,17,1,4,1,9293,0,72,1
896,79,1,11,6,0,2,0,53,1,4,0,288,0,91,1
897,77,2,8,1,0,1,1,27,0,0,1,5664,2,79,0
898,67,0,0,0,1,0,0,13,0,5,0,7979,1,45,1
899,95,1,17,5,0,3,0,21,1,4,0,3859,0,13,1
900,92,2,20,4,2,2,0,6,0,3,0,3060,1,16,1
901,26,1,3,3,2,1,0,23,1,4,1,1183,0,86,1
902,51,0,9,0,1,3,1,23,0,0,0,4335,1,84,0
903,93,2,6,4,0,2,1,60,0,5,0,1446,1,13,1
904,52,0,21,3,2,3,1,11,1,2,1,6679,1,20,1
905,18,0,22,2,0,2,1,58,0,5,0,9941,0,66,0
906,57,1,0,0,0,3,1,46,0,5,0,6213,2,99,1
907,81,2,16,0,0,1,0,46,0,5,1,1903,2,47,1
908,39,0,23,2,1,1,1,24,0,3,0,7894,2,119,1
909,77,0,1,2,0,0,0,13,0,1,0,9269,1,19,0
910,81,2,10,0,2,3,0,21,1,0,0,2377,0,45,0
911,89,0,8,2,0,0,0,31,0,1,0,847,1,37,0
912,28,0,6,1,2,3,1,51,0,2,0,7370,0,54,1
913,31,2,21,3,0,2,1,6,0,1,0,6341,1,6,1
914,77,2,16,3,2,2,0,40,0,0,0,1239,0,14,0
915,47,2,16,3,2,0,1,23,0,0,0,5600,0,4,0
916,52,2,1,1,0,3,1,21,1,2,1,9524,0,86,1
917,54,1,5,6,0,0,0,9,1,0,1,4791,1,115,0
918,22,2,13,2,2,1,0,43,0,2,0,2365,2,55,0
919,100,1,5,4,1,0,1,22,0,2,0,5055,1,103,1
920,95,1,1,2,0,0,0,57,0,0,1,5622,1,100,0
921,43,1,0,0,1,2,1,58,0,4,0,372,0,34,1
922,79,0,9,5,0,0,0,11,0,2,0,7783,0,27,1
923,21,1,20,3,0,3,0,21,0,0,1,1949,2,7,0
924,59,1,4,2,0,2,1,43,0,4,0,244,2,3,1
925,35,0,1,4,0,0,1,40,0,2,0,7795,0,47,1
926,57,0,21,0,1,1,1,44,0,4,0,5772,2,97,1
927,89,0,15,1,0,0,1,49,1,3,0,124,2,2,1
928,56,2,1,6,2,0,1,8,0,5,0,1919,0,106,1
929,31,0,9,1,2,0,1,42,0,3,0,9827,1,80,1
930,49,0,1,4,1,2,0,29,0,4,0,9617,2,25,1
931,68,1,15,0,0,3,0,9,0,2,0,9732,0,60,1
932,55,0,15,3,2,1,0,34,1,0,0,530,2,79,0
933,40,2,18,2,1,0,1,16,0,1,0,7849,2,24,0
934,80,0,6,0,0,3,0,8,0,0,0,6929,0,15,0
935,32,2,21,6,2,3,0,28,0,1,0,4349,2,95,0
936,42,0,11,1,2,2,0,33,1,1,1,4756,2,14,1
937,34,0,23,6,1,1,1,13,0,2,0,1801,2,54,1
938,83,0,14,6,0,2,1,8,0,4,0,5156,1,78,1
939,95,0,7,4,0,3,0,55,0,0,0,7856,1,6,0
940,70,2,5,4,2,3,1,28,0,4,0,5461,2,78,1
941,68,2,9,2,2,3,0,18,0,3,0,9228,0,81,1
942,56,1,2,4,2,2,0,9,0,2,0,5302,2,18,1
943,68,2,18,4,0,1,1,22,0,2,0,7432,2,20,1
944,87,0,16,0,1,0,0,46,1,3,0,6189,1,115,1
945,23,1,6,3,1,2,1,23,0,0,1,1142,1,62,1
946,84,1,20,2,0,3,0,16,0,5,0,7076,1,81,1
947,24,1,19,0,1,2,0,22,0,3,0,7614,2,80,0
948,68,0,3,3,2,3,1,21,1,0,0,9947,2,40,0
949,89,2,13,6,1,0,0,34,0,1,0,4840,0,39,0
950,59,0,19,0,1,0,1,28,1,2,1,1629,2,52,1
951,81,1,21,5,1,1,1,15,0,0,0,5062,2,32,1
952,32,0,14,0,2,3,0,39,0,4,0,762,1,108,1
953,46,0,23,4,0,1,0,27,0,4,0,6905,1,73,1
954,50,2,7,3,2,1,0,21,0,2,0,4889,1,27,1
955,44,2,20,2,0,0,0,5,1,3,0,4839,1,110,1
956,53,1,14,2,0,2,0,19,1,5,0,3957,1,52,1
957,46,0,21,3,0,2,0,36,0,3,1,557,0,97,1
958,55,0,19,4,1,1,0,13,0,0,0,4621,0,63,0
959,74,2,13,1,1,0,0,19,1,3,0,839,0,74,1
960,44,0,8,0,0,3,1,32,0,2,0,8194,1,63,1
961,72,0,7,4,0,2,1,28,0,0,0,9243,1,17,0
962,50,0,16,5,1,1,1,39,0,1,0,9596,1,113,0
963,85,2,1,6,2,2,0,26,0,3,0,8348,0,49,1
964,83,1,23,3,0,2,1,31,0,3,0,6998,1,100,1
965,27,1,2,0,2,3,0,23,0,5,0,510,0,81,1
966,22,0,7,2,1,0,1,49,0,0,1,1137,1,82,0
967,91,1,11,6,0,3,1,16,0,4,0,5606,2,116,1
968,55,2,0,1,2,0,0,24,0,3,1,4666,0,23,1
969,30,2,9,5,2,2,1,5,0,2,1,8906,2,98,1
970,48,1,19,2,2,1,1,25,1,3,0,5434,0,72,1
971,64,1,2,3,1,3,1,53,0,5,0,6446,1,13,1
972,69,0,5,0,1,0,1,49,0,1,0,2654,1,23,0
973,73,1,6,3,2,2,0,5,1,5,1,990,2,57,1
974,32,0,19,6,2,0,0,14,1,3,0,7820,1,62,1
975,46,0,22,0,1,0,0,51,0,4,0,2160,0,54,1
976,25,2,17,4,2,0,1,36,0,3,1,5740,1,20,1
977,22,2,10,1,2,2,0,43,1,0,0,4457,1,86,0
978,46,2,18,4,1,1,1,26,1,3,0,2063,0,111,1
979,64,2,4,4,2,1,0,22,1,4,0,1977,2,52,1
980,85,1,18,3,2,1,0,52,1,0,0,8567,2,23,0
981,93,2,10,6,2,0,0,50,0,2,0,8933,1,105,1
982,62,1,23,1,1,2,1,36,0,0,0,2667,0,35,0
983,19,2,11,0,2,0,0,31,0,5,0,9432,2,67,0
984,44,1,9,0,1,1,0,32,0,1,1,4919,2,34,0
985,53,0,7,5,1,1,0,22,0,5,0,8609,1,33,1
986,53,1,23,2,0,2,0,43,0,0,1,7642,0,46,1
987,43,1,8,5,0,0,0,53,0,2,1,8798,2,81,1
988,60,2,3,5,2,3,1,33,1,3,0,8759,1,45,1
989,44,1,4,0,1,3,0,22,0,0,0,543,1,19,0
990,86,0,20,3,0,1,0,48,0,5,0,883,1,94,1
991,37,0,7,4,2,2,1,12,0,0,0,4798,1,87,1
992,28,2,22,6,0,0,1,58,0,0,0,8040,2,15,0
993,91,0,8,4,0,0,1,35,1,0,0,9415,0,78,0
994,55,1,14,4,1,1,0,38,0,2,0,5718,1,66,1
995,23,0,14,1,1,1,1,11,1,4,1,2068,1,39,1
996,89,2,15,0,0,0,1,40,0,4,0,7478,2,113,1
997,40,1,13,6,0,0,1,22,0,0,0,8120,1,18,0
998,64,2,7,3,1,1,0,42,0,2,0,7820,1,70,1
999,63,1,17,1,2,0,0,13,0,2,1,1786,0,59,1
