,Age,Gender,Race,Income Level,Parents' Education,School Type,Learning Disability,Access to Technology,Student Motivation,Teacher Evaluation,label
739,16.6986986986987,female,other,high,high school diploma,private,no,no,low,good,1
740,16.703703703703702,male,white,high,high school diploma,public,no,yes,medium,good,1
741,16.70870870870871,female,other,medium,associate's degree,public,no,yes,medium,poor,1
742,16.713713713713712,female,white,high,associate's degree,public,yes,no,medium,poor,1
743,16.71871871871872,male,black,medium,associate's degree,public,yes,yes,medium,poor,1
744,16.723723723723722,female,other,medium,high school diploma,private,yes,no,low,good,1
745,16.72872872872873,male,white,high,associate's degree,private,yes,no,medium,excellent,1
746,16.733733733733732,female,other,medium,Bachelor's degree,private,no,yes,low,excellent,1
747,16.73873873873874,female,other,high,high school diploma,public,no,yes,low,good,1
748,16.743743743743742,male,white,low,associate's degree,public,yes,no,high,fair,0
749,16.74874874874875,female,black,low,Bachelor's degree,private,no,yes,low,excellent,1
750,16.753753753753752,male,other,low,Bachelor's degree,private,yes,no,medium,excellent,1
751,16.75875875875876,female,white,low,Bachelor's degree,private,no,no,medium,poor,1
752,16.763763763763762,female,black,high,Bachelor's degree,private,no,no,medium,fair,1
753,16.76876876876877,female,black,medium,Bachelor's degree,public,yes,yes,medium,good,1
754,16.773773773773772,male,white,high,high school diploma,private,yes,no,medium,excellent,1
755,16.77877877877878,male,white,high,Bachelor's degree,public,yes,no,low,good,1
756,16.783783783783782,female,black,low,high school diploma,private,no,yes,low,good,0
757,16.78878878878879,female,other,high,Bachelor's degree,public,no,yes,medium,good,1
758,16.793793793793792,female,white,medium,high school diploma,public,no,yes,medium,fair,1
759,16.7987987987988,female,black,low,associate's degree,public,yes,no,medium,excellent,0
760,16.803803803803802,male,black,low,high school diploma,private,no,yes,medium,poor,0
761,16.80880880880881,male,other,high,Bachelor's degree,public,no,yes,medium,excellent,1
762,16.813813813813812,male,other,high,high school diploma,public,yes,yes,high,good,1
763,16.81881881881882,female,white,low,associate's degree,public,no,yes,low,fair,0
764,16.823823823823822,female,other,low,associate's degree,private,no,no,high,poor,1
765,16.82882882882883,female,other,medium,Bachelor's degree,private,no,no,high,fair,1
766,16.833833833833832,male,white,low,Bachelor's degree,private,no,yes,high,excellent,1
767,16.83883883883884,male,other,medium,associate's degree,private,yes,yes,high,good,1
768,16.843843843843842,female,black,medium,high school diploma,private,yes,no,low,good,1
769,16.84884884884885,male,other,low,high school diploma,public,no,yes,low,poor,0
770,16.853853853853852,female,black,low,Bachelor's degree,private,no,no,high,good,1
771,16.85885885885886,female,other,high,high school diploma,public,no,no,low,good,1
772,16.863863863863862,female,other,high,high school diploma,public,no,yes,medium,excellent,1
773,16.86886886886887,female,black,medium,high school diploma,public,no,yes,high,excellent,1
774,16.873873873873872,female,white,medium,Bachelor's degree,public,yes,yes,high,excellent,1
775,16.87887887887888,male,black,low,Bachelor's degree,public,no,yes,high,poor,0
776,16.883883883883883,female,black,high,high school diploma,public,yes,yes,high,fair,1
777,16.88888888888889,female,other,high,high school diploma,public,no,yes,high,good,1
778,16.893893893893893,female,black,medium,associate's degree,private,no,yes,high,excellent,1
779,16.8988988988989,female,black,medium,associate's degree,private,yes,no,high,poor,1
780,16.903903903903903,female,other,high,associate's degree,public,yes,no,low,fair,1
781,16.90890890890891,male,black,low,high school diploma,private,no,yes,medium,good,0
782,16.913913913913913,male,black,high,associate's degree,public,no,yes,low,good,1
783,16.91891891891892,male,black,high,associate's degree,private,yes,no,medium,good,1
784,16.923923923923923,male,black,low,Bachelor's degree,public,yes,yes,medium,good,0
785,16.92892892892893,male,white,high,Bachelor's degree,public,no,yes,high,good,1
786,16.933933933933933,male,white,medium,associate's degree,public,yes,no,low,excellent,1
787,16.93893893893894,female,other,low,Bachelor's degree,private,yes,yes,high,excellent,1
788,16.943943943943943,female,white,low,associate's degree,public,no,yes,high,poor,0
789,16.94894894894895,female,other,low,associate's degree,private,no,yes,medium,excellent,1
790,16.953953953953953,male,black,high,Bachelor's degree,public,yes,yes,high,good,1
791,16.95895895895896,male,other,medium,high school diploma,public,yes,yes,low,poor,1
792,16.963963963963963,male,white,medium,high school diploma,public,yes,yes,high,good,1
793,16.96896896896897,male,black,low,associate's degree,public,yes,yes,low,fair,0
794,16.973973973973973,male,black,high,high school diploma,public,yes,yes,high,good,1
795,16.97897897897898,male,white,low,high school diploma,public,yes,no,low,excellent,0
796,16.983983983983983,female,white,medium,associate's degree,public,yes,yes,low,poor,1
797,16.98898898898899,female,other,high,high school diploma,private,no,no,low,poor,1
798,16.993993993993993,male,other,high,Bachelor's degree,public,no,no,medium,good,1
799,16.998998998999,female,black,medium,associate's degree,public,yes,no,medium,poor,1
800,17.004004004004003,male,white,medium,high school diploma,public,yes,yes,medium,poor,1
801,17.00900900900901,male,white,low,high school diploma,public,yes,yes,low,good,0
802,17.014014014014016,female,black,high,Bachelor's degree,private,no,no,low,excellent,1
803,17.01901901901902,female,other,high,Bachelor's degree,public,no,no,high,good,1
804,17.024024024024023,male,black,medium,Bachelor's degree,public,no,no,high,fair,1
805,17.02902902902903,male,black,low,high school diploma,private,yes,yes,low,poor,0
806,17.034034034034036,female,black,high,associate's degree,private,yes,no,medium,fair,1
807,17.03903903903904,female,black,low,associate's degree,public,yes,no,low,poor,0
808,17.044044044044043,female,black,medium,Bachelor's degree,private,yes,no,high,excellent,1
809,17.04904904904905,male,black,medium,Bachelor's degree,public,yes,no,medium,excellent,1
810,17.054054054054056,male,other,medium,associate's degree,private,no,no,low,fair,1
811,17.05905905905906,male,white,high,associate's degree,private,yes,no,high,poor,1
812,17.064064064064063,female,white,low,high school diploma,private,yes,no,high,poor,0
813,17.06906906906907,female,other,low,associate's degree,private,yes,yes,medium,excellent,1
814,17.074074074074076,male,black,high,Bachelor's degree,private,yes,no,medium,fair,1
815,17.07907907907908,male,white,high,associate's degree,public,no,no,low,excellent,1
816,17.084084084084083,male,black,low,high school diploma,public,yes,yes,high,poor,0
817,17.08908908908909,female,other,low,Bachelor's degree,private,no,yes,high,excellent,1
818,17.094094094094096,female,other,medium,high school diploma,private,yes,no,low,good,1
819,17.0990990990991,female,other,high,Bachelor's degree,private,yes,no,high,excellent,1
820,17.104104104104103,male,black,high,associate's degree,private,no,yes,medium,poor,1
821,17.10910910910911,male,other,medium,high school diploma,private,no,no,low,excellent,1
822,17.114114114114116,male,white,high,high school diploma,private,yes,no,low,poor,1
823,17.11911911911912,male,white,low,high school diploma,private,yes,yes,low,fair,0
824,17.124124124124123,male,other,medium,associate's degree,private,yes,yes,low,good,1
825,17.12912912912913,male,other,medium,associate's degree,public,yes,no,low,fair,1
826,17.134134134134136,female,other,medium,Bachelor's degree,public,no,yes,medium,excellent,1
827,17.13913913913914,male,black,medium,Bachelor's degree,private,yes,yes,low,excellent,1
828,17.144144144144143,female,white,high,high school diploma,public,no,no,low,poor,1
829,17.14914914914915,male,white,low,Bachelor's degree,private,yes,yes,medium,fair,1
830,17.154154154154156,female,white,high,high school diploma,public,yes,yes,high,fair,1
831,17.15915915915916,male,black,medium,Bachelor's degree,private,no,yes,low,good,1
832,17.164164164164163,male,other,low,associate's degree,public,yes,yes,high,fair,0
833,17.16916916916917,female,other,high,Bachelor's degree,public,yes,yes,medium,good,1
834,17.174174174174176,female,other,low,associate's degree,public,no,no,high,excellent,1
835,17.17917917917918,female,other,high,Bachelor's degree,public,yes,no,high,good,1
836,17.184184184184183,female,other,low,associate's degree,private,yes,no,high,excellent,1
837,17.18918918918919,male,white,low,associate's degree,public,yes,no,high,excellent,1
838,17.194194194194196,male,black,high,associate's degree,public,no,no,medium,excellent,1
839,17.1991991991992,male,other,low,Bachelor's degree,private,yes,yes,medium,good,1
840,17.204204204204203,male,other,low,high school diploma,private,no,no,high,good,1
841,17.20920920920921,female,other,high,high school diploma,private,no,yes,low,excellent,1
842,17.214214214214216,female,black,high,high school diploma,public,no,yes,low,poor,1
843,17.21921921921922,female,other,medium,associate's degree,private,yes,no,low,good,1
844,17.224224224224223,female,black,high,Bachelor's degree,private,no,no,high,excellent,1
845,17.22922922922923,male,other,medium,associate's degree,public,yes,no,medium,excellent,1
846,17.234234234234236,male,white,medium,high school diploma,private,yes,yes,high,fair,1
847,17.23923923923924,female,black,medium,high school diploma,private,no,yes,high,poor,1
848,17.244244244244243,female,black,high,associate's degree,private,no,no,high,excellent,1
849,17.24924924924925,female,white,high,high school diploma,public,no,yes,low,good,1
850,17.254254254254256,female,white,low,Bachelor's degree,public,yes,no,medium,excellent,0
851,17.25925925925926,female,white,high,high school diploma,private,no,yes,high,fair,1
852,17.264264264264263,female,other,high,Bachelor's degree,private,no,yes,low,poor,1
853,17.26926926926927,female,white,high,associate's degree,public,yes,no,high,good,1
854,17.274274274274276,female,other,high,associate's degree,public,yes,no,low,fair,1
855,17.27927927927928,female,other,low,high school diploma,private,no,no,high,fair,0
856,17.284284284284283,male,black,medium,high school diploma,public,yes,yes,low,good,1
857,17.28928928928929,male,other,high,high school diploma,private,yes,no,medium,fair,1
858,17.294294294294296,male,white,medium,Bachelor's degree,private,no,yes,high,good,1
859,17.2992992992993,male,other,high,high school diploma,public,yes,no,low,poor,1
860,17.304304304304303,male,white,high,Bachelor's degree,public,no,yes,high,excellent,1
861,17.30930930930931,male,black,low,Bachelor's degree,public,yes,yes,high,poor,0
862,17.314314314314316,female,black,medium,Bachelor's degree,public,yes,no,medium,poor,1
863,17.31931931931932,male,black,low,Bachelor's degree,private,yes,no,low,excellent,1
864,17.324324324324323,female,white,high,associate's degree,private,yes,yes,high,fair,1
865,17.32932932932933,male,black,low,associate's degree,private,yes,yes,high,fair,1
866,17.334334334334336,female,other,high,Bachelor's degree,public,no,no,low,excellent,1
867,17.33933933933934,male,white,high,high school diploma,public,yes,yes,high,good,1
868,17.344344344344343,male,black,medium,associate's degree,public,no,no,low,good,1
869,17.34934934934935,female,white,high,high school diploma,public,yes,no,low,fair,1
870,17.354354354354356,male,other,low,high school diploma,public,yes,no,high,good,1
871,17.35935935935936,male,black,high,high school diploma,public,no,no,low,good,1
872,17.364364364364363,male,white,medium,Bachelor's degree,private,yes,no,low,good,1
873,17.36936936936937,male,other,high,high school diploma,public,no,no,high,poor,1
874,17.374374374374376,male,white,low,high school diploma,private,no,yes,medium,poor,0
875,17.37937937937938,female,other,high,associate's degree,public,yes,yes,high,poor,1
876,17.384384384384383,female,black,medium,associate's degree,private,no,no,high,excellent,1
877,17.38938938938939,female,black,high,associate's degree,public,no,no,high,good,1
878,17.394394394394396,female,white,high,Bachelor's degree,public,yes,no,low,fair,1
879,17.3993993993994,male,black,low,high school diploma,public,no,no,medium,good,0
880,17.404404404404403,female,white,medium,associate's degree,public,no,yes,medium,fair,1
881,17.40940940940941,female,black,medium,associate's degree,private,no,yes,medium,poor,1
882,17.414414414414416,female,white,low,Bachelor's degree,public,yes,no,high,excellent,1
883,17.41941941941942,male,white,high,associate's degree,public,yes,yes,low,good,1
884,17.424424424424423,male,white,low,Bachelor's degree,public,no,yes,medium,excellent,0
885,17.42942942942943,female,black,low,Bachelor's degree,private,no,no,low,fair,1
886,17.434434434434436,female,other,high,high school diploma,public,yes,yes,low,excellent,1
887,17.43943943943944,male,other,low,associate's degree,public,yes,no,medium,good,0
888,17.444444444444443,male,other,low,associate's degree,public,no,yes,low,good,0
889,17.44944944944945,male,other,high,Bachelor's degree,private,no,yes,high,excellent,1
890,17.454454454454456,female,white,low,associate's degree,public,no,no,medium,fair,0
891,17.45945945945946,female,black,high,associate's degree,public,no,no,medium,good,1
892,17.464464464464463,male,white,low,associate's degree,public,no,no,medium,excellent,0
893,17.46946946946947,female,white,low,associate's degree,public,yes,yes,medium,fair,0
894,17.474474474474476,female,white,low,associate's degree,public,yes,yes,medium,excellent,0
895,17.47947947947948,male,black,high,high school diploma,public,yes,no,medium,poor,1
896,17.484484484484483,female,white,medium,associate's degree,public,no,yes,high,poor,1
897,17.48948948948949,female,white,medium,associate's degree,public,yes,no,high,fair,1
898,17.494494494494496,male,white,medium,associate's degree,private,yes,no,low,good,1
899,17.4994994994995,female,black,high,associate's degree,private,no,yes,low,fair,1
900,17.504504504504503,male,other,medium,associate's degree,public,yes,yes,high,poor,1
901,17.50950950950951,female,other,low,associate's degree,public,no,no,high,good,1
902,17.514514514514516,male,black,low,high school diploma,public,no,yes,low,excellent,0
903,17.51951951951952,female,black,medium,associate's degree,private,no,yes,low,fair,1
904,17.524524524524523,female,other,high,high school diploma,public,no,no,low,poor,1
905,17.52952952952953,male,other,high,high school diploma,private,no,yes,high,good,1
906,17.534534534534536,female,other,medium,high school diploma,public,no,no,high,good,1
907,17.53953953953954,female,white,medium,associate's degree,private,no,no,low,fair,1
908,17.544544544544543,male,other,high,high school diploma,private,yes,yes,high,excellent,1
909,17.54954954954955,female,other,low,associate's degree,private,yes,no,medium,good,1
910,17.554554554554556,male,black,medium,Bachelor's degree,private,yes,no,high,good,1
911,17.55955955955956,male,black,high,high school diploma,private,no,yes,high,excellent,1
912,17.564564564564563,male,black,low,associate's degree,private,yes,no,medium,poor,1
913,17.56956956956957,male,black,medium,associate's degree,public,no,no,medium,good,1
914,17.574574574574577,female,white,medium,Bachelor's degree,public,yes,no,high,fair,1
915,17.57957957957958,male,black,high,associate's degree,public,yes,no,high,fair,1
916,17.584584584584583,male,white,medium,high school diploma,public,yes,no,high,fair,1
917,17.58958958958959,female,white,low,high school diploma,private,yes,yes,medium,good,0
918,17.594594594594597,male,white,medium,Bachelor's degree,public,no,no,low,poor,1
919,17.5995995995996,female,black,medium,high school diploma,private,yes,no,medium,poor,1
920,17.604604604604603,male,white,low,associate's degree,private,no,no,medium,excellent,1
921,17.60960960960961,female,other,medium,associate's degree,public,yes,no,high,good,1
922,17.614614614614617,female,white,medium,Bachelor's degree,private,no,yes,high,poor,1
923,17.61961961961962,female,other,high,associate's degree,public,no,yes,medium,good,1
924,17.624624624624623,female,white,low,high school diploma,public,yes,no,medium,excellent,0
925,17.62962962962963,male,white,low,Bachelor's degree,public,no,no,medium,excellent,0
926,17.634634634634637,female,black,medium,associate's degree,public,yes,no,low,good,1
927,17.63963963963964,female,black,high,associate's degree,private,yes,yes,high,poor,1
928,17.644644644644643,female,white,high,high school diploma,public,no,no,low,good,1
929,17.64964964964965,female,white,high,associate's degree,private,no,no,low,poor,1
930,17.654654654654657,male,black,high,Bachelor's degree,public,yes,no,high,good,1
931,17.65965965965966,male,other,medium,Bachelor's degree,public,yes,no,high,good,1
932,17.664664664664663,female,other,high,Bachelor's degree,public,no,no,high,fair,1
933,17.66966966966967,female,other,medium,Bachelor's degree,private,no,no,medium,excellent,1
934,17.674674674674677,male,white,high,Bachelor's degree,private,yes,no,high,fair,1
935,17.67967967967968,female,white,medium,high school diploma,public,no,no,medium,poor,1
936,17.684684684684683,female,black,medium,associate's degree,private,yes,yes,medium,fair,1
937,17.68968968968969,male,black,medium,Bachelor's degree,private,yes,yes,medium,poor,1
938,17.694694694694697,male,other,low,associate's degree,public,yes,no,high,good,1
939,17.6996996996997,female,white,low,associate's degree,public,no,yes,low,good,0
940,17.704704704704703,male,white,high,associate's degree,private,yes,no,high,poor,1
941,17.70970970970971,female,other,high,high school diploma,public,no,no,low,fair,1
942,17.714714714714717,female,white,medium,associate's degree,private,no,no,low,fair,1
943,17.71971971971972,female,white,medium,associate's degree,public,yes,yes,low,fair,1
944,17.724724724724723,male,other,low,Bachelor's degree,public,yes,yes,low,fair,0
945,17.72972972972973,female,black,low,associate's degree,private,no,no,low,good,1
946,17.734734734734737,male,other,high,Bachelor's degree,private,yes,no,medium,good,1
947,17.73973973973974,male,black,low,high school diploma,private,no,yes,low,excellent,0
948,17.744744744744743,female,white,high,high school diploma,public,yes,no,low,poor,1
949,17.74974974974975,female,black,low,associate's degree,public,yes,no,high,fair,0
950,17.754754754754757,male,black,high,associate's degree,private,no,no,low,good,1
951,17.75975975975976,female,black,high,associate's degree,private,no,yes,low,fair,1
952,17.764764764764763,male,white,high,associate's degree,public,no,no,medium,good,1
953,17.76976976976977,female,other,medium,associate's degree,public,yes,no,low,good,1
954,17.774774774774777,female,black,medium,high school diploma,public,no,no,high,fair,1
955,17.77977977977978,female,white,high,Bachelor's degree,public,no,no,medium,poor,1
956,17.784784784784783,male,black,high,high school diploma,public,no,no,low,excellent,1
957,17.78978978978979,male,white,medium,high school diploma,public,no,no,high,good,1
958,17.794794794794797,male,black,high,Bachelor's degree,private,no,no,low,fair,1
959,17.7997997997998,male,white,high,high school diploma,public,no,yes,low,good,1
960,17.804804804804803,male,other,high,associate's degree,public,yes,no,high,poor,1
961,17.80980980980981,female,other,medium,Bachelor's degree,public,yes,yes,high,fair,1
962,17.814814814814817,female,black,low,associate's degree,public,yes,no,low,fair,0
963,17.81981981981982,male,white,high,high school diploma,private,yes,no,medium,fair,1
964,17.824824824824823,male,black,medium,high school diploma,private,yes,no,low,excellent,1
965,17.82982982982983,female,white,high,high school diploma,public,no,yes,high,good,1
966,17.834834834834837,male,black,medium,high school diploma,private,yes,yes,low,good,1
967,17.83983983983984,male,other,low,associate's degree,private,no,yes,high,good,1
968,17.844844844844843,female,white,low,high school diploma,public,no,no,high,fair,0
969,17.84984984984985,male,black,high,Bachelor's degree,public,yes,no,low,good,1
970,17.854854854854857,male,other,low,high school diploma,private,yes,yes,low,poor,0
971,17.85985985985986,male,other,medium,Bachelor's degree,public,no,no,medium,poor,1
972,17.864864864864863,male,other,low,Bachelor's degree,private,yes,yes,low,excellent,1
973,17.86986986986987,male,black,high,high school diploma,private,no,yes,high,fair,1
974,17.874874874874877,female,other,medium,high school diploma,private,no,no,low,poor,1
975,17.87987987987988,male,black,high,Bachelor's degree,public,no,no,medium,poor,1
976,17.884884884884883,female,black,high,Bachelor's degree,public,yes,no,medium,poor,1
977,17.88988988988989,female,white,low,Bachelor's degree,public,yes,no,high,fair,0
978,17.894894894894897,male,white,high,high school diploma,public,yes,no,high,excellent,1
979,17.8998998998999,male,black,low,high school diploma,private,yes,yes,medium,excellent,0
980,17.904904904904903,male,other,low,high school diploma,public,yes,no,medium,poor,0
981,17.90990990990991,male,white,medium,Bachelor's degree,public,yes,no,medium,poor,1
982,17.914914914914917,male,other,medium,high school diploma,private,yes,yes,high,good,1
983,17.91991991991992,female,white,medium,high school diploma,public,no,no,low,good,1
984,17.924924924924923,female,black,high,associate's degree,private,no,yes,low,good,1
985,17.92992992992993,male,black,high,high school diploma,private,yes,yes,high,poor,1
986,17.934934934934937,male,other,high,associate's degree,private,no,yes,low,poor,1
987,17.93993993993994,male,black,medium,high school diploma,private,yes,yes,low,excellent,1
988,17.944944944944943,female,other,medium,Bachelor's degree,private,yes,no,high,good,1
989,17.94994994994995,female,other,low,associate's degree,public,no,yes,medium,fair,0
990,17.954954954954957,female,white,high,associate's degree,public,yes,no,low,poor,1
991,17.95995995995996,male,other,high,high school diploma,public,no,no,medium,good,1
992,17.964964964964963,female,other,medium,Bachelor's degree,public,yes,no,low,poor,1
993,17.96996996996997,male,white,low,associate's degree,private,yes,yes,medium,fair,1
994,17.974974974974977,male,other,high,high school diploma,private,yes,no,medium,good,1
995,17.97997997997998,male,white,medium,associate's degree,private,yes,yes,high,excellent,1
996,17.984984984984983,male,other,high,associate's degree,private,no,no,medium,poor,1
997,17.98998998998999,female,black,low,associate's degree,public,yes,yes,medium,excellent,0
998,17.994994994994997,female,white,medium,associate's degree,public,yes,yes,medium,poor,1
999,18.0,female,black,medium,associate's degree,private,yes,yes,low,good,1
