,MemberID,Age,Gender,MembershipDuration,AverageWeeklyVisits,PreferredClassType,AttendanceLastMonth,ClassDuration,MotivationLevel,ClassDay,label
884,885,55,Male,48,7,Dance,3,60,7,Friday,1
885,886,59,Female,9,2,Pilates,3,90,10,Wednesday,0
886,887,47,Female,17,5,Kickboxing,2,60,4,Monday,1
887,888,33,Female,22,1,Zumba,5,30,10,Thursday,1
888,889,40,Female,23,1,Weightlifting,5,30,10,Tuesday,1
889,890,44,Female,45,5,Cycling,4,45,10,Thursday,1
890,891,54,Female,5,7,Weightlifting,4,45,2,Wednesday,1
891,892,20,Male,41,4,Yoga,2,90,3,Wednesday,1
892,893,28,Male,55,5,Pilates,2,30,4,Wednesday,1
893,894,39,Male,1,7,HIIT,4,30,6,Sunday,1
894,895,50,Female,4,7,Kickboxing,3,60,1,Tuesday,0
895,896,54,Male,23,1,Dance,1,60,8,Monday,1
896,897,21,Female,31,5,Kickboxing,5,45,9,Friday,1
897,898,51,Female,50,6,Cycling,3,45,5,Saturday,1
898,899,40,Female,23,6,Kickboxing,3,90,9,Sunday,1
899,900,56,Male,23,4,Zumba,1,60,3,Wednesday,1
900,901,20,Male,41,1,Zumba,1,30,5,Tuesday,1
901,902,43,Female,7,6,Yoga,3,30,1,Thursday,0
902,903,59,Female,40,6,Zumba,0,30,2,Wednesday,1
903,904,36,Female,43,7,Zumba,2,90,8,Friday,1
904,905,32,Female,1,3,Pilates,2,30,8,Monday,0
905,906,39,Female,18,3,Yoga,1,90,5,Sunday,1
906,907,19,Female,20,7,Zumba,2,90,6,Monday,1
907,908,41,Male,14,2,Kickboxing,2,60,6,Monday,1
908,909,46,Male,40,1,Weightlifting,3,60,10,Saturday,1
909,910,52,Male,40,3,Weightlifting,0,60,4,Wednesday,1
910,911,31,Female,2,1,HIIT,4,60,10,Sunday,0
911,912,32,Female,52,2,Dance,1,90,2,Tuesday,1
912,913,23,Female,16,5,Yoga,1,90,10,Monday,1
913,914,51,Female,27,6,Yoga,0,90,1,Saturday,1
914,915,26,Male,46,3,Weightlifting,2,45,5,Monday,1
915,916,38,Female,25,7,HIIT,1,30,5,Friday,1
916,917,23,Male,5,1,Dance,4,45,3,Sunday,0
917,918,28,Male,13,5,Yoga,5,90,4,Wednesday,1
918,919,50,Female,7,4,Yoga,2,90,3,Sunday,0
919,920,39,Female,53,5,Yoga,5,60,7,Wednesday,1
920,921,56,Female,5,2,Yoga,0,90,3,Wednesday,0
921,922,31,Female,29,1,HIIT,4,30,3,Monday,1
922,923,19,Male,3,1,Kickboxing,0,45,9,Friday,1
923,924,39,Male,48,1,Pilates,5,30,1,Saturday,1
924,925,60,Male,41,1,Cycling,0,90,7,Thursday,1
925,926,31,Female,43,5,Dance,2,90,10,Thursday,1
926,927,49,Male,43,5,Pilates,4,90,3,Wednesday,1
927,928,53,Female,3,4,Kickboxing,5,60,5,Sunday,0
928,929,36,Female,29,2,Yoga,1,90,5,Saturday,1
929,930,19,Female,35,7,HIIT,0,45,6,Thursday,1
930,931,26,Male,25,3,Cycling,5,60,1,Thursday,1
931,932,27,Female,58,5,Zumba,5,90,8,Sunday,1
932,933,23,Female,55,7,HIIT,0,45,8,Saturday,1
933,934,37,Female,42,5,Cycling,1,45,5,Friday,1
934,935,60,Male,38,7,Yoga,0,45,4,Thursday,1
935,936,43,Male,48,2,Cycling,0,90,6,Tuesday,1
936,937,27,Female,41,2,Pilates,4,90,5,Saturday,1
937,938,37,Male,50,7,Cycling,0,45,8,Sunday,1
938,939,45,Male,11,7,HIIT,0,45,9,Tuesday,0
939,940,41,Female,1,6,Yoga,2,45,5,Sunday,0
940,941,27,Male,13,2,Dance,1,60,3,Thursday,1
941,942,60,Male,36,4,Yoga,3,90,2,Friday,1
942,943,54,Female,9,7,Yoga,4,60,9,Friday,1
943,944,53,Male,42,1,HIIT,3,90,1,Wednesday,1
944,945,26,Male,57,1,Zumba,0,30,9,Monday,1
945,946,28,Male,41,7,Weightlifting,2,60,10,Sunday,1
946,947,56,Male,56,7,HIIT,5,60,10,Tuesday,1
947,948,53,Female,15,4,Zumba,3,60,2,Sunday,1
948,949,37,Female,35,6,Pilates,0,45,4,Saturday,1
949,950,29,Female,34,2,Kickboxing,3,90,1,Wednesday,1
950,951,35,Female,21,4,Zumba,0,45,2,Tuesday,1
951,952,46,Female,22,5,HIIT,0,45,9,Tuesday,1
952,953,58,Female,11,6,Weightlifting,3,30,7,Sunday,0
953,954,49,Male,54,5,Cycling,3,60,4,Monday,1
954,955,27,Male,39,7,Cycling,3,45,1,Sunday,1
955,956,55,Male,55,2,Kickboxing,5,30,4,Monday,1
956,957,36,Male,17,5,Weightlifting,5,45,4,Sunday,1
957,958,41,Male,36,6,Yoga,1,90,5,Saturday,1
958,959,27,Male,19,1,Zumba,2,45,9,Tuesday,1
959,960,40,Female,59,1,Dance,0,90,3,Friday,1
960,961,26,Female,57,6,Dance,5,45,1,Sunday,1
961,962,23,Male,20,7,Yoga,0,45,10,Thursday,1
962,963,56,Female,59,1,HIIT,1,45,1,Thursday,1
963,964,47,Female,21,1,Cycling,1,60,10,Tuesday,1
964,965,32,Female,1,1,Cycling,0,30,1,Monday,0
965,966,39,Male,44,1,Kickboxing,0,60,1,Friday,1
966,967,39,Female,43,2,Kickboxing,5,60,8,Tuesday,1
967,968,59,Male,23,3,Kickboxing,1,30,9,Saturday,1
968,969,19,Male,36,2,Yoga,1,90,1,Sunday,1
969,970,39,Female,2,5,Yoga,2,45,1,Wednesday,0
970,971,59,Female,26,1,Pilates,1,45,5,Wednesday,1
971,972,27,Male,56,5,Zumba,1,30,7,Saturday,1
972,973,38,Female,8,5,HIIT,5,90,8,Tuesday,1
973,974,38,Female,31,4,Weightlifting,5,90,5,Thursday,1
974,975,57,Male,54,3,Yoga,2,60,4,Wednesday,1
975,976,29,Female,10,4,Yoga,0,60,1,Friday,0
976,977,20,Female,48,1,Weightlifting,4,90,10,Saturday,1
977,978,19,Male,50,2,Kickboxing,1,60,6,Monday,1
978,979,24,Female,8,5,Zumba,0,60,7,Monday,1
979,980,47,Female,10,2,Cycling,4,45,9,Wednesday,0
980,981,30,Male,41,4,HIIT,5,30,5,Thursday,1
981,982,37,Female,34,5,Weightlifting,3,30,4,Saturday,1
982,983,39,Female,29,1,Weightlifting,2,30,9,Sunday,1
983,984,40,Male,26,1,Zumba,0,90,1,Monday,1
984,985,28,Female,46,4,Weightlifting,4,90,9,Monday,1
985,986,48,Male,38,7,Yoga,5,60,3,Thursday,1
986,987,32,Female,56,7,Zumba,0,90,2,Thursday,1
987,988,37,Female,38,2,Weightlifting,2,90,6,Sunday,1
988,989,24,Female,38,3,HIIT,4,30,3,Tuesday,1
989,990,30,Female,53,1,Dance,5,30,9,Thursday,1
990,991,29,Male,19,5,HIIT,3,60,1,Sunday,1
991,992,51,Male,23,7,Yoga,3,90,1,Monday,1
992,993,20,Male,1,4,Weightlifting,1,60,2,Tuesday,0
993,994,37,Male,36,3,HIIT,3,90,10,Friday,1
994,995,55,Female,60,6,Pilates,1,30,1,Sunday,1
995,996,47,Male,27,1,Zumba,4,90,9,Wednesday,1
996,997,38,Male,46,5,Weightlifting,5,45,8,Tuesday,1
997,998,42,Male,18,2,Weightlifting,2,60,10,Tuesday,1
998,999,18,Male,21,2,Cycling,4,30,5,Sunday,1
999,1000,22,Male,31,1,Yoga,5,90,6,Friday,1
