,age,education_years,work_experience_years,household_income,num_children,distance_to_city,number_of_jobs,hours_per_week,credit_score,property_ownership,car_ownership,label
731,64,12,5,75001.87562830106,0,23.54081913577179,3,36,381,0,0,0
732,32,18,13,80212.34480585222,4,51.49229105362593,4,30,386,0,1,1
733,23,19,3,55054.51811080123,3,75.455937924424,3,30,524,1,1,0
734,20,11,27,101476.18546942424,2,51.794061721563274,3,30,315,0,1,1
735,59,15,24,84532.98947199597,2,50.902182014798505,3,53,657,0,1,1
736,51,16,12,74868.99052209077,3,84.63189000277106,2,33,462,1,0,1
737,53,18,19,105526.00035718502,4,39.333359011382704,3,33,813,1,0,1
738,47,12,16,89655.82927221197,1,86.68049410710634,2,58,649,1,0,1
739,50,19,22,116174.95525734354,0,43.646456090413736,2,47,763,0,0,1
740,27,12,6,67985.46303878308,4,36.18214503944225,3,56,674,1,1,1
741,58,16,3,76866.6573247329,3,48.129041563971406,3,40,391,0,0,0
742,45,13,28,113579.16252066719,0,77.4324610741125,2,56,480,0,1,1
743,53,17,13,77379.4026286102,2,16.970192647079458,2,30,600,0,0,1
744,22,16,2,119112.46089073674,1,23.659825507841653,3,57,488,1,0,1
745,31,14,23,86669.2783848894,2,95.38725843799374,3,39,613,0,0,1
746,20,16,4,105092.66659017713,3,21.67170460122895,4,38,792,1,0,1
747,63,12,15,93536.2120686305,0,58.934095203450184,2,52,427,1,1,1
748,24,11,25,67971.12279213549,3,60.034874332884094,2,33,818,1,1,0
749,49,15,22,94870.77167632655,0,51.514323894773256,4,57,725,1,1,1
750,49,11,19,87828.64940323081,4,66.25079861479776,2,35,486,1,1,1
751,36,12,3,102149.95934083767,1,26.83353895077375,1,59,849,0,0,1
752,42,15,23,127671.51121744089,4,57.50291543879108,2,45,752,0,0,1
753,34,14,29,101405.45796647665,4,40.35645924845523,4,31,770,0,1,1
754,56,17,23,91948.42430434262,3,67.85838966477296,1,52,523,0,1,1
755,40,18,1,95256.46437714872,1,18.416236620449197,3,47,453,0,0,1
756,33,12,29,90660.11216961019,0,59.23335459975024,4,39,650,1,0,1
757,21,19,17,120252.8401298475,0,22.600683761415752,4,53,446,1,1,1
758,30,12,18,83804.32716412033,2,31.471090995928456,3,53,648,0,1,1
759,58,12,27,74367.5748909158,0,25.777431030740406,4,46,481,0,1,0
760,57,15,27,126134.3554399216,3,22.369589087537626,2,42,478,0,0,1
761,53,10,18,86931.62200990791,4,83.44254039826336,3,53,338,1,1,1
762,57,16,16,100637.7940608595,4,32.14221892778458,4,47,302,1,1,1
763,53,10,13,98796.6826497367,4,93.07675927712269,3,51,363,1,1,1
764,37,14,18,122325.54964458216,1,97.14301990779313,3,42,328,0,1,1
765,49,19,21,122837.72255003316,0,59.26974464402425,3,46,671,0,1,1
766,34,17,23,104115.76891039197,3,18.585106653244008,1,34,822,0,0,1
767,46,13,12,94913.98898564558,1,40.58208312106022,4,40,396,0,1,1
768,53,14,11,80039.02609979642,2,80.78456501808033,1,36,741,1,0,1
769,57,13,29,112546.6097160335,3,39.90211922622169,4,58,502,0,1,1
770,52,13,25,102009.62278094952,3,13.266635738764931,2,39,710,0,1,1
771,43,17,5,77305.89282104411,3,57.894566538177855,2,46,320,0,1,0
772,34,11,20,89553.27975856198,4,85.28648089212331,2,44,401,1,0,1
773,49,10,3,78475.87744862732,3,80.61300677863272,4,47,345,1,0,1
774,61,12,18,107173.41854801407,0,21.636698312383558,3,52,365,0,0,1
775,36,18,15,110614.2248179805,3,68.91263836918434,3,51,463,1,1,1
776,24,13,12,70617.22647756507,4,25.947905026386476,1,48,410,1,1,1
777,48,19,3,118152.39834987203,3,25.729715782456363,1,59,637,1,0,1
778,23,14,29,128792.3774886076,2,88.03681846399259,2,55,422,1,0,1
779,29,11,22,88621.84635120208,2,28.718550510321865,1,31,746,1,1,1
780,36,13,16,103332.20553062097,4,30.008497919211063,4,55,590,0,0,1
781,29,11,22,89998.58988725621,0,5.062072122323458,4,33,711,0,1,1
782,36,11,0,77393.68703007579,0,87.71355824192418,1,32,580,0,0,0
783,39,13,17,77271.09694525607,1,80.2965072548678,1,36,342,1,0,0
784,43,15,19,121907.09648768316,4,64.59624883361441,1,53,785,1,0,1
785,24,16,16,109219.35179855986,3,76.27524757419002,1,47,350,1,1,1
786,53,19,26,123409.27617826703,4,19.44461390532672,2,39,509,1,1,1
787,25,12,27,96497.16977932176,1,48.540741485819666,2,36,425,0,0,1
788,21,12,26,74392.4303361029,4,38.365841798134184,1,37,791,0,1,0
789,32,19,14,111063.58200209073,4,13.908769994416566,4,35,808,0,1,1
790,62,15,10,74247.46017169085,1,51.182396095417786,2,51,557,0,1,0
791,62,12,24,117316.07656424066,0,92.47026678255037,4,55,487,0,1,1
792,30,11,27,81477.81093202585,3,8.805616309815976,3,30,529,0,0,1
793,42,17,21,79059.83085044542,1,32.68878678191042,4,33,488,1,1,1
794,35,14,12,92279.17610872586,2,24.71638893954183,1,43,714,1,1,1
795,50,10,0,91860.81165316404,0,27.62393209824115,3,46,309,0,0,1
796,30,12,16,77450.87965229267,2,91.30128242854065,2,49,413,1,1,1
797,35,19,5,121012.19135830953,0,49.466560152257564,2,47,375,0,1,1
798,27,17,3,94386.185945996,3,49.29844422928279,3,40,801,0,1,1
799,23,13,19,102988.65853382557,3,77.25468603325182,4,58,384,1,0,1
800,59,16,15,92981.79818738991,4,19.67675938046795,2,50,348,0,0,1
801,23,19,14,102447.0292911026,2,51.290208639504826,1,55,794,0,1,1
802,44,11,26,106660.07866418833,0,45.848595341500676,3,43,686,0,1,1
803,22,16,14,105105.2870976893,3,61.70651560193233,1,38,688,1,0,1
804,51,14,5,79599.6576447791,1,99.95798180879166,3,56,517,1,0,1
805,22,14,14,78497.41784383875,3,78.09764493779447,2,44,645,1,0,1
806,46,15,13,91152.73563433922,1,42.79724178665558,4,41,529,1,1,1
807,48,18,27,132223.55313955844,0,83.61753996603446,3,39,554,0,1,1
808,51,15,10,75185.8101692187,3,21.217294514685616,3,48,535,1,0,1
809,38,17,6,114242.46216117401,3,7.894050199351212,1,53,325,1,1,1
810,40,16,8,97413.0677046917,0,24.42259538410594,2,48,560,1,1,1
811,24,18,25,81841.95796107803,3,37.33909783085467,1,35,570,0,1,1
812,37,13,15,88900.25537858186,1,53.50517195865819,2,49,422,1,1,1
813,47,11,4,89473.15767653339,3,63.437268351413984,1,53,556,1,1,1
814,61,16,24,137451.83201884292,2,91.50754313537007,3,56,720,0,1,1
815,41,15,19,72917.60260391182,4,53.43613090729348,1,35,558,0,1,0
816,40,10,28,53081.29354719891,1,52.62118623944429,4,37,346,0,0,0
817,25,18,9,70368.0534714718,2,9.773085933183303,2,30,824,0,0,0
818,20,18,17,128540.40274288053,0,8.316597502341262,2,51,507,1,0,1
819,24,11,2,48725.86457487093,1,57.36019638205535,3,46,610,0,0,0
820,60,12,12,108627.45995026117,4,46.626968258592726,2,46,448,1,0,1
821,31,14,10,107986.02734027238,4,84.72213752312837,4,53,737,1,0,1
822,45,14,16,101352.3156035601,0,20.264560547625294,1,44,454,1,0,1
823,53,10,29,90735.9049497386,0,7.3723079011197115,3,36,389,1,0,1
824,33,17,29,117945.97523958905,1,47.65868295336196,4,48,657,1,0,1
825,45,17,21,118288.2871375283,3,27.56046289146446,2,51,473,0,1,1
826,64,13,12,105391.47869752001,0,9.713365467189558,2,54,516,1,1,1
827,46,16,5,115903.04873652535,3,73.83683725052475,4,52,755,1,0,1
828,28,19,16,109818.39650280561,2,15.60133499593851,1,57,498,1,1,1
829,45,12,26,72347.83777061812,4,62.79035250073831,1,32,785,0,1,0
830,41,15,12,78255.8030797254,3,31.69972626585447,3,59,832,1,0,1
831,49,19,18,88766.52473992639,4,21.48212478372709,2,59,499,1,0,1
832,62,19,20,117390.36410416733,3,41.07639467733516,4,58,670,0,0,1
833,36,18,18,103927.6020521041,2,81.1373487411806,1,51,747,1,1,1
834,45,10,9,81377.37455311736,0,42.248889805934404,3,40,547,1,1,1
835,55,14,2,73127.95105415475,2,76.32311667505029,2,49,563,0,0,0
836,20,13,13,85001.43720936388,0,16.921198195919317,2,59,357,1,1,1
837,27,17,25,127294.37402600267,0,78.41328486818252,3,58,601,1,1,1
838,54,10,18,53678.60820899964,4,27.508665866131622,3,48,330,1,1,1
839,34,18,4,75008.44911672181,2,69.35234733944291,1,38,797,1,0,0
840,41,15,28,117359.89001403113,3,58.749247709894654,4,39,548,1,1,1
841,33,13,4,58323.98619269894,2,93.2687481351103,2,31,570,0,1,0
842,45,18,19,102785.3493365947,4,41.79563920765483,4,30,693,0,1,1
843,47,14,16,93931.82891998944,0,11.285692939271843,2,59,801,0,1,1
844,42,14,20,93321.33833617724,4,6.819771127369026,2,45,383,1,1,1
845,33,14,9,97946.22957245138,1,83.55156329241154,4,47,664,1,1,1
846,43,10,4,61089.780965161204,1,54.849885577836055,3,52,848,1,1,1
847,21,10,3,87246.76570492917,3,78.64818492432018,1,55,641,0,0,1
848,64,17,5,90825.28578666181,4,27.270432001093894,2,46,706,1,0,1
849,45,17,25,124457.4352194976,3,37.782955823757206,3,35,724,1,1,1
850,33,15,3,87729.25618169733,3,7.859867860075299,2,43,392,1,0,1
851,26,13,29,92140.61215108275,1,96.34177083454065,1,52,711,0,1,1
852,22,11,6,107497.54377228967,3,68.44745113657727,2,54,731,0,1,1
853,42,11,6,63528.131661110936,1,93.6544833371341,1,44,458,1,1,1
854,62,18,17,103081.55080270278,0,30.22215870576187,1,43,313,1,0,1
855,64,14,2,97706.68175110471,4,63.08904306643778,2,53,672,1,1,1
856,37,13,0,49828.20853035539,3,69.4574969878006,2,51,524,0,1,0
857,57,19,23,128336.67362548455,1,35.167221524470904,1,32,804,0,0,1
858,54,10,24,79458.21674878105,2,85.57037732648486,3,53,372,0,0,0
859,34,16,3,80425.99175366024,3,94.98033897552354,4,52,548,1,1,1
860,44,12,5,85379.80675390911,0,89.0612361811204,1,48,810,0,0,1
861,56,15,8,94113.84402300697,0,75.2113627142404,2,54,515,1,0,1
862,47,14,21,111769.68364806328,2,31.359144573870633,2,41,840,1,1,1
863,29,14,13,62900.21023543249,1,31.753524000035014,3,31,519,0,1,0
864,58,14,27,108085.80878447207,3,96.5192304423736,4,32,520,1,1,1
865,36,10,11,97809.78446090841,1,5.977027113890743,1,47,688,0,0,1
866,58,10,27,121287.15006578821,0,73.02474745800373,1,58,341,1,0,1
867,41,12,24,68050.41914836635,1,72.0933854427499,4,30,582,1,0,0
868,45,19,19,89258.19617305313,0,64.15550639023076,1,49,357,0,1,1
869,63,13,23,96411.34823620971,1,99.06034037825225,4,50,836,1,0,1
870,44,14,24,90356.18596058179,2,34.6285463975539,2,58,372,1,0,1
871,36,11,3,43575.61515576452,4,37.297327060358576,4,35,428,1,1,0
872,32,17,20,96593.07697768637,2,12.499243279922776,1,34,725,1,1,1
873,39,11,29,99158.07927328371,2,47.06582297165506,4,30,424,1,1,1
874,44,18,23,152994.71245480436,4,29.799609992310568,3,48,366,1,0,1
875,23,11,11,84349.04047534155,4,37.6217367068762,2,30,305,1,1,1
876,29,18,9,125569.83399478305,3,84.28432007428462,2,56,613,1,0,1
877,22,16,29,110144.18226514073,3,93.87102878511209,4,50,625,0,0,1
878,60,17,21,118261.25780098478,2,22.644641840492636,1,50,805,0,1,1
879,64,11,27,99288.51714212942,2,40.38834849757926,3,45,381,1,1,1
880,37,16,6,128085.85308070522,0,93.21990340096244,2,41,301,1,1,1
881,55,15,2,82172.54685879032,0,10.87180376547615,2,56,503,0,1,1
882,41,13,22,99061.6729894731,3,13.77425017058096,1,58,703,1,1,1
883,53,16,27,124924.85311611346,3,20.46514397459179,1,51,402,0,0,1
884,27,13,13,90034.83259248723,0,61.5452192420531,3,37,835,0,0,1
885,59,11,23,97672.82666056478,0,19.29486574556976,4,55,667,0,0,1
886,63,19,9,112057.29441918136,1,96.96725623781968,1,45,511,1,1,1
887,38,16,15,105010.89852455519,1,47.437880089559435,4,57,508,1,0,1
888,61,17,15,94644.83877662588,0,52.644206233265805,3,30,416,1,1,1
889,60,11,21,93537.10618785769,1,28.432568501513618,4,33,777,0,1,1
890,56,14,9,56501.128458249936,4,49.74122398129968,2,39,404,0,0,0
891,25,10,24,66207.10036813265,3,67.88179510051609,4,40,794,0,0,0
892,45,16,12,110485.34278827041,3,76.36182801063406,3,46,345,1,1,1
893,53,17,5,84514.70154336534,0,76.61746785744174,3,54,630,0,0,1
894,64,15,11,95010.74699155765,2,59.89965570593839,3,56,515,0,1,1
895,25,14,8,115140.87061062307,0,90.91417862441644,4,52,791,1,0,1
896,56,15,12,86049.30088635221,1,82.6537454940804,2,36,748,0,0,1
897,52,11,3,69002.68924357412,2,76.91957089636942,1,41,835,0,0,0
898,41,10,23,113427.03761444715,1,10.28252455964376,2,50,810,1,0,1
899,40,16,10,80243.35593116377,4,5.653406410866685,4,36,757,1,0,1
900,25,16,19,120284.8138725521,1,25.18249133356993,4,41,846,0,1,1
901,25,19,17,116231.6317204583,4,68.03474142177797,1,44,835,1,0,1
902,23,19,25,132251.80985743296,4,44.063761443841855,4,31,839,0,0,1
903,49,11,10,73483.42461917028,1,43.22859463343462,3,43,783,1,0,1
904,30,11,24,115052.83197394555,1,89.0357543818133,3,42,315,0,1,1
905,49,10,20,90307.45807643267,4,90.07847057252468,3,33,542,1,1,1
906,50,19,3,69050.92174062014,2,91.37165008509065,3,43,506,0,1,0
907,43,17,17,61816.43276988378,4,34.81841726892759,3,43,570,1,1,1
908,28,17,0,71997.08165805857,3,70.65030221022987,4,45,414,1,1,1
909,22,10,26,96344.95949913304,4,30.805152221065114,1,36,598,1,0,1
910,50,17,6,100904.82228201347,2,23.10793414207273,1,48,782,1,0,1
911,59,18,5,84986.77984832402,3,22.540083448000075,3,31,696,1,0,1
912,56,13,14,90873.04831205244,0,37.50022398204143,4,39,693,1,1,1
913,55,10,17,90317.798804543,0,45.84597387908306,2,47,374,1,1,1
914,43,10,23,113771.24844356379,2,83.9401712502315,2,58,781,0,0,1
915,50,12,10,63636.17183175854,4,16.389653879907648,4,46,402,0,1,0
916,25,14,19,97283.45008788843,1,74.81795550251495,3,34,596,1,1,1
917,21,14,23,88384.32001965518,2,55.488216847984006,1,41,477,1,1,1
918,39,18,14,81784.14364642752,3,32.354807554219285,4,35,514,0,0,1
919,47,19,15,123052.56543207163,3,51.81786053061834,2,51,614,0,0,1
920,30,11,6,64576.329014760006,0,33.49449662881715,2,38,338,1,1,0
921,23,11,20,91325.83720412012,3,61.62778574763907,2,49,558,0,1,1
922,34,15,9,112066.71739462251,2,46.2151726712482,3,30,306,0,1,1
923,25,18,25,129040.22825810045,3,20.618525262493478,2,51,348,1,1,1
924,49,10,11,76871.67570145478,2,16.07539208279119,4,44,837,1,0,1
925,57,18,23,108567.59963406916,1,56.936089796852364,4,50,460,1,1,1
926,21,18,13,86055.49461201661,0,90.72923816217983,2,55,475,0,0,1
927,34,18,24,125625.87962284178,3,37.67598022298013,4,35,301,1,0,1
928,30,14,4,98938.52660950855,2,74.6350101861492,2,48,754,1,0,1
929,27,18,25,120420.39267208282,4,67.57282871927785,2,47,575,0,1,1
930,45,13,20,104277.60832916704,0,93.4977168594007,1,35,797,1,0,1
931,64,11,17,75732.47102686773,1,82.99319664341839,3,42,327,0,0,0
932,63,15,4,53839.93837916129,2,58.82749959601898,3,30,632,0,1,0
933,24,13,2,91037.21151294513,1,67.41789733224019,1,52,300,0,1,1
934,25,15,22,118811.03238804675,1,90.34671432548332,1,52,487,0,1,1
935,45,12,25,127957.9860201165,3,42.9542845357588,3,55,355,0,0,1
936,23,15,4,80184.37205307413,3,36.04549705648885,2,42,846,0,1,1
937,38,11,23,88997.37817402804,2,6.027052945343652,2,36,411,1,0,1
938,39,11,16,81734.9793275487,4,83.5223520481891,3,44,609,1,0,1
939,52,18,18,112506.49905457735,2,81.09316653831966,2,41,335,1,1,1
940,39,16,18,101522.50179889558,4,14.923179219514381,1,56,738,0,0,1
941,31,12,24,104226.34113816958,1,59.801451207606526,2,55,624,1,0,1
942,20,10,20,97511.8803022916,0,49.0782613258543,2,30,606,0,0,1
943,45,17,11,88298.58946782569,2,16.27736407336559,4,44,833,1,0,1
944,33,15,24,117459.610702788,2,98.15398157076874,4,33,408,0,1,1
945,57,16,28,118726.5296444477,4,25.396109309018765,4,42,671,1,0,1
946,56,18,8,73566.3282044651,1,11.387247108603308,2,52,656,0,1,0
947,30,14,0,77694.16199944046,1,61.51050105268141,3,56,480,1,0,1
948,55,10,17,58375.23081052647,4,75.19233432763811,1,54,655,0,0,0
949,32,19,20,104645.70265697385,1,8.082127374482761,2,34,367,1,1,1
950,62,16,3,82646.42465423861,3,67.5781756790671,3,58,591,0,0,1
951,22,14,9,95744.43497723342,0,55.56772821538817,2,31,480,1,0,1
952,52,12,24,91544.21597351352,2,14.8101758431296,1,52,765,1,0,1
953,25,18,6,107746.53661352213,0,21.389768309904397,2,55,733,1,0,1
954,29,10,21,92084.83622977513,2,58.95755824502765,1,30,763,0,0,1
955,24,10,22,96200.2241192321,3,33.1539732837624,2,45,833,0,0,1
956,42,10,0,90394.85401549417,1,94.13999422187503,1,52,365,0,1,1
957,29,12,16,113385.31667257889,4,82.78032180098482,2,35,320,0,1,1
958,63,15,23,105757.18490954611,3,98.43888461879799,1,52,683,0,1,1
959,21,19,28,126594.25626834107,0,29.66872970028933,4,45,338,1,0,1
960,32,12,28,83939.65843672794,4,97.12374511580782,2,43,584,0,0,1
961,59,17,1,78908.78790814147,1,45.967217630198,2,58,635,1,0,1
962,21,19,27,137106.7304772506,3,38.01428555480669,3,55,487,1,1,1
963,39,11,25,104533.72233844595,4,9.783205062088559,3,32,542,0,0,1
964,20,18,10,83055.06691259795,3,10.012699496662249,1,44,372,1,1,1
965,56,12,8,54339.638396611306,3,70.74106931493219,2,32,778,0,0,0
966,28,14,6,79343.78520622951,1,48.50325447123265,1,52,400,0,0,0
967,36,19,21,115053.35273481684,2,26.51955447343004,4,58,813,0,0,1
968,28,17,16,86196.74491770648,4,63.3271791008971,3,31,475,1,1,1
969,30,11,16,85456.64696329576,1,29.021521233760563,1,30,537,0,0,1
970,34,15,1,90762.18685245307,3,59.87501666272015,1,38,358,0,1,1
971,43,14,5,88475.3241331563,1,39.124830963355585,3,38,398,0,0,1
972,57,19,13,112379.94188885571,2,83.23746152812281,2,52,794,1,0,1
973,54,18,5,47078.647320224634,4,82.96613527284404,1,36,813,0,1,0
974,49,14,1,49774.04030713235,2,50.348287821628126,3,32,596,1,0,0
975,50,11,0,69136.75711596782,0,38.32781538682648,2,55,510,1,0,1
976,24,14,9,77556.9362439517,4,39.44318067311398,4,47,422,0,0,0
977,63,13,20,106020.27352716448,2,81.5428799384807,3,40,528,1,0,1
978,33,16,4,70007.62598468937,3,36.17705086577314,1,36,687,1,1,0
979,30,15,1,87760.882895253,4,24.86064050215037,4,38,439,0,1,1
980,28,11,21,74071.14429399782,4,13.045392478154149,2,30,840,0,0,0
981,53,14,15,83019.94336490682,1,49.335846484018795,2,58,690,0,0,1
982,31,16,24,88643.12764447388,3,50.80254939738498,3,43,569,1,1,1
983,54,16,1,119629.68102492453,0,84.88632748827618,3,49,311,0,0,1
984,54,14,9,73088.64166423128,2,26.017676162376077,3,35,688,1,1,0
985,20,18,1,95805.09958298021,1,41.19417099849799,2,36,636,1,0,1
986,59,13,15,65037.09629400196,2,81.79854519490064,4,39,805,1,1,0
987,41,12,15,108121.72291162341,0,83.24424302115249,2,36,405,1,1,1
988,48,13,18,108658.71456505655,0,41.53805221798298,1,55,331,1,1,1
989,27,14,28,102178.84392128157,4,48.61678221223468,2,31,373,0,1,1
990,30,15,6,102516.8018656157,0,33.812159630681876,1,59,470,0,0,1
991,60,12,21,96180.36019418853,2,93.59271344983465,4,33,368,1,0,1
992,56,11,11,100322.4509954007,3,16.27115774545013,3,50,661,1,1,1
993,33,13,23,94828.2289676076,3,93.70619518513965,3,59,732,0,1,1
994,49,14,14,86137.8099472003,4,69.9673129243576,2,57,399,0,1,1
995,54,13,7,85963.39044545905,2,55.49935450523947,3,46,308,1,1,1
996,40,12,5,85361.28586754829,2,8.102610774527108,4,30,328,1,0,1
997,56,17,27,109991.08594550812,0,50.181638223090786,3,39,413,0,1,1
998,24,19,26,128421.72343822356,2,43.73606997525957,2,48,761,0,1,1
999,38,13,9,98251.76238364693,1,20.315787137636644,4,44,442,1,1,1
