,Age,Income,MonthlyDebtRepayment,YearsWithCurrentBank,LoanAmount,Education,EmploymentStatus,CreditHistory,LatePaymentHistory,CurrentBankRelationshipStatus,LoanPurpose,label
354,39.80983792097311,41352.34398909921,1363.5831956159202,3.8123771838625897,23233.702922218657,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Property,1
355,29.97470635362191,20000.0,1078.3751593701568,4.668737179364736,25726.981957527678,High School,Unemployed,Moderately Satisfied,0,1-3 years,Purchase of Vehicle,0
356,39.8148686400761,41806.33327621276,889.216858226139,5.1571540594383,21816.275830919112,Bachelor's Degree,Employed,Satisfied,0,Less than 1 year,Purchase of Vehicle,1
357,37.11341361079862,55877.060081038195,1043.0165402026753,0.7425318111703758,17407.454598328237,Bachelor's Degree,Employed,Satisfied,0,More than 6 years,Purchase of Property,1
358,43.227185603380896,27816.32646838807,467.12943013050403,5.916336229577397,24731.53721401484,Some College,Unemployed,Satisfied,2,1-3 years,Purchase of Vehicle,0
359,31.72769056447677,52750.39879668733,1122.5958434442014,3.0405575505663864,25441.762883813528,Bachelor's Degree,Employed,Moderately Satisfied,3,More than 6 years,Purchase of Vehicle,1
360,45.193465142411725,49770.35226240507,691.1885475453785,2.69333519358851,22459.228557757506,Bachelor's Degree,Employed,Dissatisfied,1,4-6 years,Personal Loan,1
361,55.32738913002578,58689.37249401632,594.1989142469397,1.6253113057785793,13403.101996521913,Some College,Employed,Satisfied,0,4-6 years,Purchase of House,1
362,38.91239851543143,51793.705526212296,543.2922441346327,1.4122150042642194,22212.806124089446,Bachelor's Degree,Employed,Satisfied,3,1-3 years,Purchase of House,1
363,44.01711722098941,35403.96588677667,1333.8065124969776,2.2891049937754215,29563.84520660383,High School,Employed,Satisfied,1,1-3 years,Start-up Business,1
364,46.90143991711113,67948.57252496737,811.2209818921634,3.581958084739019,15226.967531106158,Some College,Unemployed,Dissatisfied,0,4-6 years,Purchase of Vehicle,1
365,35.987795281141636,47622.05640459545,1460.1183129749497,8.906518275053136,36783.51471305945,Bachelor's Degree,Employed,Moderately Satisfied,1,1-3 years,Purchase of House,1
366,42.24092481810417,49590.43190735102,839.2595610843107,3.948240648209592,15794.952528116924,Some College,Employed,Satisfied,1,1-3 years,Purchase of Property,1
367,40.12592400781795,36000.98061390206,487.792612722116,5.355500212536063,20259.256106721088,Some College,Employed,Satisfied,3,1-3 years,Personal Loan,1
368,40.97676098548832,43350.766232127346,665.0426680154023,5.800962773012658,14620.11523194931,Some College,Employed,Satisfied,1,1-3 years,Start-up Business,1
369,32.26990216144534,36727.95928959649,1370.7434860020817,5.262130372431697,21786.166687362085,Bachelor's Degree,Employed,Satisfied,0,1-3 years,Start-up Business,1
370,40.245101742589426,47405.809101148654,953.2305466189997,4.845113078548013,6062.226458917799,Graduate Degree,Employed,Moderately Satisfied,3,4-6 years,Personal Loan,1
371,44.979982912454496,75675.62720213515,835.5138110528197,2.6094124728015107,15631.66560946623,Some College,Employed,Satisfied,2,1-3 years,Purchase of Vehicle,1
372,54.51143607795042,29421.482856029656,1048.0054677558362,7.901855096558424,11263.030397211462,Bachelor's Degree,Employed,Satisfied,2,Less than 1 year,Purchase of Vehicle,1
373,49.59270826085207,25796.579031848883,1150.5348208502635,8.614393287275771,21082.70678313833,Graduate Degree,Unemployed,Moderately Satisfied,3,4-6 years,Purchase of House,0
374,60.0,72067.55491240413,1335.2196447707383,1.6346826117546285,27955.57900407126,High School,Employed,Moderately Satisfied,2,More than 6 years,Purchase of Vehicle,1
375,32.326524371119504,46860.14484272201,1434.5497689678778,2.951942818227241,25168.049496916414,High School,Employed,Satisfied,1,1-3 years,Personal Loan,1
376,48.723206367206785,39963.908920101254,892.0694062632742,4.440379315245988,1026.7251131288613,Bachelor's Degree,Employed,Moderately Satisfied,0,1-3 years,Purchase of Property,1
377,41.83342005738352,65598.57031094114,602.1856941753886,3.070924410179617,36336.55722342304,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
378,60.0,40915.766903947035,875.9604516630172,6.011931106911731,22362.239524966946,Graduate Degree,Employed,Moderately Satisfied,3,More than 6 years,Personal Loan,1
379,31.917017146448487,77390.14570320403,1078.0841519748658,3.543455595186774,13788.006876055999,Some College,Unemployed,Moderately Satisfied,0,4-6 years,Purchase of Vehicle,1
380,31.60278157819224,60168.88807008904,710.8723221368168,9.330112135613206,21257.023351927528,High School,Employed,Satisfied,3,4-6 years,Purchase of House,1
381,34.00607354555978,42681.32887781446,712.8547255314871,7.381097188687193,21409.51858002154,Some College,Unemployed,Moderately Satisfied,3,1-3 years,Purchase of Property,0
382,20.0,82359.62319898256,1103.1363644649657,5.42514806126443,14665.21026438749,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of House,1
383,34.74244978319239,40914.27615494993,985.4042945288646,7.053972526639464,21583.333338736604,High School,Unemployed,Satisfied,1,Less than 1 year,Purchase of House,0
384,32.40867338446302,61131.430580139604,1009.8390986234759,7.211800848714618,15140.221699037542,Bachelor's Degree,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
385,41.50393786476208,54489.38870609738,772.4513995899791,3.8721050238835133,16765.104058479817,High School,Unemployed,Moderately Satisfied,0,4-6 years,Purchase of House,1
386,43.41755975777159,69526.11934098197,930.8797857382698,3.3675655109160703,14509.766913959324,Bachelor's Degree,Employed,Satisfied,0,More than 6 years,Personal Loan,1
387,58.761708392158866,73422.66795090279,722.7300567195086,5.156286125939295,8538.629682082777,Some College,Employed,Satisfied,1,1-3 years,Start-up Business,1
388,49.5042383818605,50480.0622359865,1267.059523337436,6.7232722489958885,21166.691761723072,Some College,Unemployed,Moderately Satisfied,2,Less than 1 year,Purchase of House,0
389,34.23096344337597,38698.73194480725,1310.5748004171257,5.278120797306835,24682.395492130705,High School,Employed,Moderately Satisfied,1,4-6 years,Purchase of House,1
390,31.01585328651642,56899.582144086744,446.1436413285719,1.8460070356180056,24119.068768610978,Some College,Employed,Satisfied,1,4-6 years,Personal Loan,1
391,44.919191715065054,39834.26945371841,721.146741942277,3.3943511120983154,26559.402021081874,High School,Employed,Satisfied,3,4-6 years,Start-up Business,1
392,26.797667929793576,80200.80871289935,551.0412234729763,4.852054272811244,22594.721680118946,Graduate Degree,Unemployed,Satisfied,0,1-3 years,Purchase of Vehicle,1
393,58.31458765854354,52048.02996624106,804.9928196779306,4.84866879134834,15738.196014264773,Bachelor's Degree,Employed,Satisfied,0,1-3 years,Purchase of House,1
394,51.79440120721287,44520.17673031837,974.9686090628917,8.945084353579617,26717.31091544951,Some College,Employed,Satisfied,2,4-6 years,Personal Loan,1
395,35.30824347895295,52770.204587973625,565.106434090441,2.228024115202004,9139.85968126452,High School,Employed,Moderately Satisfied,2,1-3 years,Purchase of Property,1
396,22.868654709091224,29793.10565705455,723.442056062406,6.011178483671749,12794.628939900158,Graduate Degree,Employed,Satisfied,3,More than 6 years,Purchase of Vehicle,1
397,53.538723741654124,35425.789422340225,698.8127883755504,7.978226216656579,12286.399428614042,Some College,Unemployed,Satisfied,0,4-6 years,Purchase of Property,1
398,38.85460154747382,68006.20861916638,1062.1801988196833,9.542899490845592,28640.448473114484,High School,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
399,52.378163119734616,40146.58581542906,1020.8033011108752,4.191205153632078,27542.308113120605,Some College,Employed,Dissatisfied,2,4-6 years,Purchase of Property,1
400,24.05572341205633,34296.3352597709,783.478733998824,5.982858905440399,23898.44189635996,Graduate Degree,Unemployed,Satisfied,0,4-6 years,Purchase of Property,1
401,34.00624977046227,58049.79128790929,1053.0462616418195,6.139520714397294,28575.43892169438,High School,Employed,Satisfied,1,1-3 years,Personal Loan,1
402,40.05243699718183,67785.56231994496,835.9959746238204,5.390963463106582,12965.737740704095,High School,Employed,Satisfied,2,More than 6 years,Purchase of House,1
403,40.46980593764742,60784.299659976,918.5034669021841,4.802309597521388,22788.760958887844,Graduate Degree,Employed,Satisfied,0,1-3 years,Purchase of Vehicle,1
404,35.49934528520756,64940.715287087245,1502.035627089561,5.871950779000092,18998.604572934688,High School,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
405,46.228499323474985,38648.073671458085,1402.1383155371043,0.0,26775.05683107931,High School,Employed,Satisfied,3,1-3 years,Personal Loan,1
406,29.323795706174057,28672.839998872343,610.1256289217207,6.364138980125262,19078.20613958242,Some College,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
407,38.576205149787064,72520.0047793323,1248.9197253637524,5.2523558073239345,16920.45689271935,Graduate Degree,Employed,Satisfied,0,1-3 years,Purchase of House,1
408,41.20295631711899,45159.802417367966,1243.4189663474776,4.555050206443469,24327.26814848792,Some College,Employed,Satisfied,2,1-3 years,Purchase of Vehicle,1
409,45.14438834058749,46237.50475317429,655.5210133742146,9.093724391439116,27009.353337529865,Graduate Degree,Employed,Satisfied,3,More than 6 years,Personal Loan,1
410,47.1161487808889,69922.91212773586,1245.6332931264583,3.6501319624188957,14653.238441225587,Bachelor's Degree,Employed,Satisfied,3,1-3 years,Purchase of House,1
411,28.753579081621307,58343.4501410099,1461.3795755237659,4.193848021869939,19511.39462918099,High School,Employed,Satisfied,2,4-6 years,Purchase of House,1
412,24.658858292643778,56838.31658122411,663.2365581266758,8.983106604409468,11532.474930866778,Graduate Degree,Employed,Satisfied,2,More than 6 years,Purchase of House,1
413,52.77676821898509,82475.03517351625,724.7491536957209,3.3358773903002867,1000.0,Some College,Employed,Satisfied,3,Less than 1 year,Personal Loan,1
414,43.323140119795916,40347.22654429785,1305.2984400530509,3.899769434126922,21603.67705130983,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of Property,1
415,32.51513463443446,63917.60192121856,1081.4485932476944,4.7059491531383,24871.242850037055,Some College,Employed,Satisfied,1,1-3 years,Personal Loan,1
416,55.51151975522523,50855.19687345627,1165.442882571857,6.681468964259098,22096.534472693806,Some College,Employed,Satisfied,1,Less than 1 year,Personal Loan,1
417,41.156746342928585,54028.88418294885,1102.176764920149,5.415605014706626,4403.506257965062,High School,Employed,Satisfied,3,4-6 years,Start-up Business,1
418,51.792971840638266,72927.02639618798,1117.2087762784433,2.4147493056954747,17193.204559388203,High School,Employed,Dissatisfied,2,More than 6 years,Purchase of House,1
419,40.67518481410109,57617.53634434436,602.058361506675,3.935662873745621,2253.2179195913486,Some College,Employed,Moderately Satisfied,0,Less than 1 year,Start-up Business,1
420,60.0,58074.441185744494,1314.1953119864345,3.7852911335755772,30957.60886123348,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
421,57.55340842443204,66087.61005964704,1350.876997728332,4.845557909553909,11311.563343055312,Some College,Unemployed,Satisfied,2,4-6 years,Purchase of House,1
422,37.51035851520926,44525.70905685672,931.1827767795917,5.851687317259659,30043.22887567917,Graduate Degree,Unemployed,Satisfied,1,More than 6 years,Personal Loan,0
423,49.71570950954356,37411.85498991491,986.9569150558413,5.836411511775944,27566.957149473164,High School,Employed,Satisfied,1,Less than 1 year,Purchase of Vehicle,1
424,46.45375949585147,34327.862089684495,540.6677492332833,1.4479764919031957,12795.277179711506,High School,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
425,53.68631557532349,20504.65115935997,1154.2764268053504,7.127881975121712,10937.72038985804,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of House,1
426,30.350765394198955,80843.10694910484,1171.6172325142431,5.505137691993247,22802.961731090705,High School,Employed,Satisfied,3,4-6 years,Purchase of Property,1
427,46.86051459998439,33451.87451417475,981.3426949002067,7.7690640951878125,13245.40770253543,High School,Employed,Moderately Satisfied,2,More than 6 years,Purchase of House,1
428,50.58424486849588,46681.19564621342,1337.3060079611507,5.888396654581344,20819.87713726566,Bachelor's Degree,Employed,Satisfied,2,More than 6 years,Personal Loan,1
429,22.412605135768857,45847.80050166619,899.7768307060178,7.202645915471525,16137.379273544653,Graduate Degree,Employed,Moderately Satisfied,0,Less than 1 year,Personal Loan,1
430,28.16741487334225,54611.10046713651,1169.3817777680802,5.933090622900254,5750.7326842749335,Graduate Degree,Employed,Moderately Satisfied,2,4-6 years,Purchase of Property,1
431,20.0,62236.05818808945,694.1006983923653,7.692451512405496,2156.2558470043296,High School,Employed,Satisfied,2,1-3 years,Purchase of Vehicle,1
432,37.305931655554424,62907.10232539618,992.9343547377285,6.044501272035557,21813.47398795678,Graduate Degree,Employed,Satisfied,1,1-3 years,Start-up Business,1
433,47.17542255795962,41253.83842146592,947.6937226291493,4.804169507114192,15507.538029354997,Some College,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
434,55.02357052096028,47493.174293203825,1067.5923766122826,9.544869440893763,15575.281464686941,High School,Employed,Satisfied,1,1-3 years,Purchase of Vehicle,1
435,40.74094780419775,54238.69925732449,889.1419213499925,6.778074244559784,25566.910712750283,Graduate Degree,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
436,56.286155455712915,46269.633107246795,960.5582212984997,6.147488842008826,29387.53821305956,Bachelor's Degree,Employed,Satisfied,1,More than 6 years,Purchase of Property,1
437,26.198985417851084,74110.18364029989,1247.8141514324518,2.447391166923328,17819.642229105528,High School,Employed,Satisfied,0,Less than 1 year,Purchase of Vehicle,1
438,22.966175606448452,57364.62427457377,868.9707288285348,2.4233847650729246,17275.21034472111,Some College,Employed,Dissatisfied,0,More than 6 years,Purchase of Vehicle,1
439,39.44452301103381,61023.16679074726,518.0268697783962,5.585430964283707,24001.14426491107,High School,Employed,Satisfied,0,4-6 years,Purchase of House,1
440,43.840654489393074,59943.21903001119,1524.8751712616263,5.291042395536482,9144.515442403397,Bachelor's Degree,Employed,Dissatisfied,1,4-6 years,Purchase of Vehicle,1
441,39.67305251905907,67602.10786227987,1414.436223607146,3.7717548699833676,21785.224437981575,Some College,Unemployed,Satisfied,3,More than 6 years,Purchase of Property,1
442,20.0,52715.3233805556,612.3211914683144,5.28196539922412,24415.08777457723,Graduate Degree,Unemployed,Moderately Satisfied,1,1-3 years,Personal Loan,1
443,39.10879960487212,30547.5207806623,1206.9123415735583,8.17725385608719,25441.841667341032,High School,Employed,Satisfied,1,4-6 years,Personal Loan,1
444,26.95530499495147,55995.31927628962,849.107568834597,6.390804949100597,4505.978379980281,Some College,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
445,46.69672548830039,40229.64659312257,1079.0461645993178,2.7179829804945235,13909.157841528475,Some College,Employed,Moderately Satisfied,1,1-3 years,Purchase of Vehicle,1
446,43.66598246096848,42070.74977375365,1088.2672387040482,4.776982345714113,12973.893977412266,Some College,Unemployed,Satisfied,0,More than 6 years,Start-up Business,1
447,30.60120213672645,58795.4602813264,929.6776599051034,3.3900670382948785,20799.095635273705,Some College,Employed,Moderately Satisfied,1,More than 6 years,Purchase of Vehicle,1
448,34.861330826633065,68574.24607150453,764.8703003240811,4.224600167182878,23845.95663814387,Bachelor's Degree,Unemployed,Satisfied,2,1-3 years,Personal Loan,1
449,29.407864781110483,50319.073651040926,792.8376843051221,4.172768668740715,31973.68325956785,Graduate Degree,Employed,Satisfied,3,1-3 years,Purchase of Vehicle,1
450,39.37320902726828,54632.49518898446,725.1424253556272,4.044708834791989,16040.276157055416,Graduate Degree,Employed,Satisfied,3,4-6 years,Start-up Business,1
451,49.551423205012384,75533.22416952858,750.4533375308665,2.4897292560532103,16019.420013526289,Bachelor's Degree,Unemployed,Moderately Satisfied,0,Less than 1 year,Purchase of House,1
452,30.142739536644562,53611.297692328524,979.8465129851934,4.74469063696362,29197.376151029974,Graduate Degree,Employed,Satisfied,2,4-6 years,Purchase of House,1
453,45.040465155178445,89025.24671270592,785.2720032667745,3.87878472630538,22372.61550824244,Some College,Employed,Moderately Satisfied,3,1-3 years,Personal Loan,1
454,34.69742381627559,58482.64468447316,1204.615619713786,0.0,30141.212089503788,Bachelor's Degree,Employed,Moderately Satisfied,0,4-6 years,Purchase of Property,1
455,32.07127167737656,23588.558612662735,1446.1738466007782,9.105944049003327,22309.82402407869,Some College,Employed,Satisfied,1,Less than 1 year,Purchase of House,1
456,38.929696400454425,61300.12431656799,825.9840275889871,7.177539308433344,10743.067050293834,Some College,Employed,Satisfied,1,1-3 years,Purchase of Property,1
457,29.647576775806257,55717.37577324166,1071.821350160613,4.247398550150008,9334.973161777547,Some College,Employed,Moderately Satisfied,2,4-6 years,Personal Loan,1
458,34.46350694652818,69346.29131124119,1149.9055330908802,5.037638099481197,7587.902007528568,Some College,Employed,Satisfied,3,4-6 years,Purchase of Vehicle,1
459,28.021221074111516,60097.72026904937,1141.6006812757823,2.6566913053648764,25296.414678067784,High School,Employed,Satisfied,1,More than 6 years,Purchase of Vehicle,1
460,59.64725132916389,47923.16024024339,1022.7865803748263,8.391445755621731,29508.774584696064,Graduate Degree,Unemployed,Satisfied,0,More than 6 years,Purchase of House,1
461,40.35263551971729,31635.526455659514,1222.8047255079168,8.794577389546223,34794.89713109105,Some College,Employed,Satisfied,1,1-3 years,Purchase of Vehicle,1
462,33.00274492007414,46864.65114070962,1144.6746858041972,5.313387456493049,26744.84265858592,High School,Employed,Satisfied,1,Less than 1 year,Purchase of Property,1
463,42.13979910734222,37242.1931868605,628.7012733018107,7.047061288370689,29302.70862027989,Some College,Employed,Satisfied,3,More than 6 years,Purchase of Vehicle,1
464,38.8767195030917,41292.14825292916,1260.746819316782,5.350573557867848,15359.869338770523,High School,Employed,Moderately Satisfied,3,More than 6 years,Purchase of House,1
465,37.79030400466777,58828.67606630914,1266.1872511800225,2.3265491222481387,10748.673466049146,High School,Employed,Satisfied,0,More than 6 years,Purchase of Vehicle,1
466,46.14166700043425,75048.56756527109,771.0141687464255,4.176353262072685,26800.634659340427,High School,Unemployed,Satisfied,2,1-3 years,Purchase of Property,1
467,47.57507710047305,55920.07294734471,1011.3813506342806,5.263855933543914,23341.446017915205,Some College,Employed,Dissatisfied,2,More than 6 years,Purchase of Vehicle,1
468,34.69498852389472,32061.754069472234,1204.9986978433208,4.090904562513112,20859.55499472714,Some College,Employed,Moderately Satisfied,1,1-3 years,Purchase of Vehicle,1
469,34.2418175935532,56669.040023302114,937.2058541261915,4.562693445129928,23098.97184506392,Bachelor's Degree,Employed,Moderately Satisfied,0,4-6 years,Purchase of Vehicle,1
470,37.24948302848356,67949.47229968477,1321.8934143298036,4.817200884981771,22585.48385966565,Bachelor's Degree,Employed,Satisfied,2,More than 6 years,Start-up Business,1
471,20.0,40853.25643520927,1709.161748385808,4.838243004269078,30270.53487882849,Some College,Unemployed,Moderately Satisfied,2,1-3 years,Purchase of Vehicle,0
472,24.84808937801448,47989.742499906235,764.2041902095053,5.104516980994966,30359.884678535647,Some College,Employed,Satisfied,1,More than 6 years,Personal Loan,1
473,53.66874267444525,50220.32292093796,585.6866190538676,2.878789867206798,24353.762818722775,Some College,Employed,Satisfied,0,1-3 years,Purchase of Vehicle,1
474,56.449677135012834,38226.5253037664,1091.1455786814627,3.5659677017441274,26766.422980503427,Bachelor's Degree,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
475,37.50963960443622,59724.20650765789,1216.468751537843,2.4308314686000614,24112.500419398206,High School,Employed,Satisfied,3,1-3 years,Purchase of Property,1
476,45.765569630557664,48185.77777088327,930.7400878465693,6.9556310993724,16310.64214372305,High School,Employed,Moderately Satisfied,3,More than 6 years,Purchase of House,1
477,43.112501545435364,56292.98665860542,1435.9781989963103,0.788706116319351,26052.51739930512,Bachelor's Degree,Employed,Satisfied,1,Less than 1 year,Start-up Business,1
478,60.0,36687.6173329685,598.4182600830254,7.307180686633851,8844.039449125907,Some College,Employed,Moderately Satisfied,1,4-6 years,Start-up Business,1
479,51.195749114345766,43438.125495148844,1207.8755869094834,7.772698794525686,28431.132418367066,High School,Employed,Moderately Satisfied,1,4-6 years,Personal Loan,1
480,38.72082408519233,60835.72036741657,818.241753772332,4.395638826034757,10443.81648187172,High School,Employed,Satisfied,1,4-6 years,Purchase of Property,1
481,30.444595593995743,44407.502718623495,1515.813371862189,0.0,22286.426294357865,Graduate Degree,Unemployed,Satisfied,2,1-3 years,Purchase of House,0
482,23.935536797424277,75904.45776850107,1597.7546059504355,4.277378876065419,13238.768332590727,Graduate Degree,Unemployed,Satisfied,0,4-6 years,Purchase of House,1
483,42.03463635867223,44005.45721578097,770.0030236649957,4.871631677422362,24427.111864595412,Bachelor's Degree,Employed,Satisfied,1,1-3 years,Start-up Business,1
484,32.436492547156966,53370.27088627829,835.132859227426,2.978803560142173,19728.59819257673,Some College,Employed,Satisfied,1,4-6 years,Purchase of Property,1
485,25.77746290402326,63988.86247809635,1257.8763660939405,3.9695632123835143,7241.95233469334,Some College,Employed,Dissatisfied,2,1-3 years,Purchase of Property,1
486,33.534271157574736,28724.514006004523,883.8608050631456,8.060390397726703,23365.59704814783,Graduate Degree,Employed,Satisfied,1,More than 6 years,Purchase of Vehicle,1
487,29.18451996385605,23587.86782028836,986.3766346203286,6.329854324603482,15376.633785338316,Graduate Degree,Employed,Satisfied,1,Less than 1 year,Purchase of Vehicle,1
488,56.871416350725646,27115.15528144858,1007.6165261627231,3.1508717712438,27049.173766506952,High School,Employed,Moderately Satisfied,0,1-3 years,Start-up Business,1
489,48.816397569494505,68938.76155140773,424.0980531407031,1.8048016608091357,20010.60550987526,Bachelor's Degree,Unemployed,Satisfied,3,1-3 years,Purchase of House,1
490,39.92027358683383,41722.127811613296,995.8486761717288,4.345965364780458,23163.367883104307,High School,Unemployed,Moderately Satisfied,1,4-6 years,Purchase of House,0
491,54.79944138890026,88372.98928502378,793.0816677807478,4.5730864412991235,12339.448359878304,High School,Employed,Satisfied,2,1-3 years,Purchase of Vehicle,1
492,40.77368307647618,41536.286020139174,852.0631532800684,5.9923983747266325,15285.342148581105,Bachelor's Degree,Employed,Satisfied,0,4-6 years,Personal Loan,1
493,31.387157986717362,52768.269547955555,1433.0896010406443,3.929366574864682,16330.890911191324,Some College,Employed,Satisfied,2,More than 6 years,Purchase of Vehicle,1
494,55.23124077269657,73131.64928851814,623.047931716223,6.022999150723723,26853.619841940446,Graduate Degree,Employed,Satisfied,0,4-6 years,Personal Loan,1
495,45.38910043684659,80091.39332238684,1243.9615560243933,8.87030808012046,33419.016702443914,High School,Employed,Satisfied,0,4-6 years,Purchase of Vehicle,1
496,29.627538456735437,80922.55364954597,916.3111209004575,6.631002044888525,13558.62598605699,Some College,Employed,Moderately Satisfied,1,Less than 1 year,Personal Loan,1
497,38.09661321916392,68125.49345889714,916.0719494512497,4.903822985338455,28614.78515726144,Graduate Degree,Unemployed,Satisfied,1,4-6 years,Personal Loan,1
498,31.24381746615243,65360.93788717194,1237.1115688155135,4.633699057893411,2642.5806581943834,Graduate Degree,Employed,Dissatisfied,1,1-3 years,Purchase of Vehicle,1
499,26.17200269035664,58887.90423801775,1102.015388370667,4.286653731640257,10446.484791261686,High School,Employed,Satisfied,3,4-6 years,Purchase of Property,1
500,49.26177547531641,61675.41614249957,1171.1838991658592,7.361281824904289,12329.772350505802,Some College,Employed,Satisfied,3,1-3 years,Purchase of House,1
501,59.094166404701305,41732.214255072,1290.4553981598583,3.745373108097394,9179.930484474222,Bachelor's Degree,Employed,Satisfied,2,4-6 years,Purchase of Vehicle,1
502,26.01432426180859,37727.016748665395,900.6074850450032,5.090445417999965,7331.292881699361,High School,Employed,Dissatisfied,1,1-3 years,Personal Loan,1
503,45.62969236690571,49949.38313883572,816.3289796476749,5.102395803762171,23303.99129710238,Graduate Degree,Unemployed,Satisfied,3,More than 6 years,Purchase of House,0
504,33.49357430878173,47447.23066212607,674.4548420326605,3.9964316143769363,18287.45841817711,Graduate Degree,Employed,Satisfied,1,1-3 years,Purchase of House,1
505,35.12874616235304,43201.579260090875,752.3768410063135,2.2550689042317984,23035.243180840876,High School,Employed,Moderately Satisfied,3,4-6 years,Purchase of Vehicle,1
506,34.07606075761131,60445.81171185073,1884.7283275926175,5.645949007235337,25523.781488972105,High School,Employed,Satisfied,3,1-3 years,Purchase of House,1
507,31.36009230320184,64329.57812855766,1373.403874221036,4.877992056289233,22124.935945380268,High School,Employed,Moderately Satisfied,0,4-6 years,Personal Loan,1
508,40.48521627944827,51326.10329437771,594.6776901375936,6.00048093887314,25262.105409202988,Graduate Degree,Unemployed,Satisfied,1,More than 6 years,Purchase of House,1
509,31.69049883588962,72162.95121582893,603.262612976929,3.9327993871216664,19443.741710061844,High School,Employed,Moderately Satisfied,1,4-6 years,Start-up Business,1
510,42.704568257798385,32874.66328799742,1144.5598185155475,7.441642597626096,10504.052893554042,Some College,Unemployed,Dissatisfied,3,4-6 years,Start-up Business,0
511,39.49761890550863,47095.10811080423,1164.1794392133902,3.2464524375763104,28462.51344656637,Some College,Employed,Moderately Satisfied,1,More than 6 years,Purchase of Vehicle,1
512,37.6105195313359,39247.66519095792,1164.6651505952093,8.424080568035786,15287.102937750984,Some College,Employed,Satisfied,3,4-6 years,Purchase of Vehicle,1
513,30.924363379584022,22001.9507439041,923.5132619338906,1.5047269803434768,12515.229609900593,High School,Employed,Satisfied,1,4-6 years,Personal Loan,1
514,34.23228669431667,48759.78971235951,962.3637219991299,5.8695401291137825,18576.656993564815,High School,Employed,Dissatisfied,0,4-6 years,Purchase of House,1
515,47.55391225825756,48173.78737425074,1098.3638572478071,5.950861365053247,12697.512645627896,Graduate Degree,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
516,45.009171876243805,72701.74614863197,1025.7679018879992,3.4088858641182354,16660.556944084543,Graduate Degree,Employed,Satisfied,0,1-3 years,Purchase of Vehicle,1
517,30.22444755201449,59462.17526832166,334.2098881757395,5.848787875722025,22752.43137250773,Bachelor's Degree,Employed,Moderately Satisfied,2,More than 6 years,Purchase of Property,1
518,40.99332305429226,34637.19763506192,931.0601108274418,7.559037339520318,22786.733913969016,High School,Employed,Satisfied,1,4-6 years,Personal Loan,1
519,47.51387123371789,77811.38849501283,744.5780697219059,0.5663623212918711,12817.359468594965,Some College,Employed,Satisfied,1,Less than 1 year,Purchase of Vehicle,1
520,23.305947188786284,68315.5054328803,1052.5634256725536,6.005489614981629,16098.357016410044,Bachelor's Degree,Employed,Satisfied,1,4-6 years,Purchase of Vehicle,1
521,45.43360192379935,58731.465552029236,1895.577700781023,0.01345835933984496,28594.66403816195,High School,Employed,Satisfied,0,1-3 years,Start-up Business,1
522,33.37376241054153,46602.738517252525,1110.2444996422914,3.068670392953584,23971.200941871528,Graduate Degree,Employed,Satisfied,1,1-3 years,Personal Loan,1
523,45.70598668593159,35608.4114491478,905.9410941482806,8.25833272980189,36600.52031478833,Bachelor's Degree,Employed,Moderately Satisfied,1,4-6 years,Purchase of Property,1
524,32.367408434574834,44416.8983589342,1276.5404505931756,3.836435933215892,29441.02538993222,High School,Employed,Satisfied,3,More than 6 years,Personal Loan,1
525,21.95117899335481,66331.22929556279,1144.8063661627639,2.652240071182055,29154.344548479512,Graduate Degree,Employed,Moderately Satisfied,2,More than 6 years,Purchase of House,1
526,23.724575621168373,78268.79458901913,1126.0283471355524,4.604124542030636,8897.051596353585,Graduate Degree,Employed,Moderately Satisfied,0,More than 6 years,Personal Loan,1
527,40.48084946661382,73148.65292408284,1182.0551779647012,9.135812676327104,26110.88281306738,High School,Employed,Moderately Satisfied,3,More than 6 years,Purchase of House,1
528,42.59722501721482,42667.258673205884,1616.9630694488624,1.3366355055879477,19575.145586424715,Some College,Employed,Satisfied,0,Less than 1 year,Purchase of Vehicle,1
529,30.956833748955916,33205.73850066483,660.7334694022253,2.897380176721311,15592.145571694004,Some College,Unemployed,Moderately Satisfied,3,1-3 years,Personal Loan,0
530,46.38592458777374,52113.29370366806,1142.0896230434364,7.994863366359253,21344.12272426023,Some College,Employed,Satisfied,2,More than 6 years,Purchase of House,1
