,Customer ID,Age,Annual Income,Number of Dependents,Purchase Frequency,Total Purchase Amount,label
928,10085,57,77207.77820284246,8,High,1563.9002766960848,0
929,10992,53,109782.99923607109,7,Medium,42860.67678985471,0
930,10033,55,104601.04004071519,8,Low,42888.283919528294,0
931,10439,52,64423.05548337945,1,High,1727.9494131575766,0
932,10260,25,129749.6100431266,0,Medium,7643.369240360361,0
933,10132,40,114648.43588718651,5,High,9913.42921376615,0
934,10435,24,85634.61605549417,4,Low,49756.50598445124,0
935,10703,59,44221.38066701316,4,Low,32008.521537984587,0
936,10544,27,38773.41669609018,2,High,26556.748027411122,0
937,10355,40,105836.25602721429,2,High,49496.18323091768,0
938,10527,33,100649.13748632696,7,High,45297.47581079286,0
939,10077,55,87029.05862225313,5,Low,33026.48015278355,0
940,10103,30,104707.94233216914,0,Low,26616.000097320855,1
941,10517,43,117981.02885606649,3,Low,46133.28737815342,0
942,10530,59,30436.428328338498,8,Medium,23309.248737609432,0
943,10889,32,149481.4490506712,1,Medium,43979.37213700837,0
944,10582,48,75505.73823027776,7,High,8246.722263572687,0
945,10192,38,136877.0667997395,8,Low,14424.49562734727,0
946,10146,58,110931.62796018177,1,Medium,6382.585927819701,0
947,10305,20,138907.16548522294,7,High,39619.367133561165,0
948,10965,57,133312.9814798701,5,Low,23907.304335224275,0
949,10546,37,122677.30318024117,4,Medium,7595.925604040509,0
950,10414,30,30757.11877121636,0,Low,7951.252928496356,1
951,10166,22,133427.55443867925,3,Low,48490.744706906145,0
952,10296,52,39982.227890491486,6,Low,11541.435939884404,0
953,10373,50,121282.91117807278,1,Low,41620.46225674452,0
954,10326,42,68743.41867364003,4,Low,34536.84410601468,0
955,10726,20,132179.96664959207,3,Medium,10464.916218391185,0
956,10745,46,82604.32111828082,2,Low,15312.6973482264,0
957,10961,18,67625.31897883378,2,Low,29893.363443985363,0
958,10778,48,111909.59917363187,5,Low,36459.05008285475,0
959,10952,29,46366.21705534174,1,Low,13889.00398243886,0
960,10040,30,133711.23622938496,8,High,22184.43564264651,0
961,10381,42,66778.6162241064,7,Low,46131.73600692862,0
962,10940,33,91327.66103042921,5,Medium,48527.60698479843,0
963,10907,22,40751.71677552303,0,Medium,38296.45283051625,1
964,10268,40,118534.57530952747,10,High,32244.517333913576,0
965,10742,35,79341.53997867744,1,Low,37391.89842972574,0
966,10712,60,43749.303205733064,1,High,17716.844288813794,0
967,10013,21,34099.82723310858,6,Low,20503.202291590642,0
968,10279,44,68952.54073328979,4,Medium,11322.431162210598,0
969,10661,43,121463.57255703065,1,Low,14836.386341241996,0
970,10391,25,145269.84060715698,1,Medium,27051.319110935554,0
971,10861,57,53815.75040406491,4,High,29067.865524192457,0
972,10499,40,107715.78778771844,7,Medium,37551.00631178526,0
973,10990,37,67243.2804952146,2,Low,47194.533721354725,0
974,10440,54,125340.674531936,7,High,10693.774966769564,0
975,10717,22,102158.05324848511,0,Low,15388.442640543342,1
976,10872,34,53573.765982480865,7,Medium,34568.70915725003,0
977,10487,48,85020.52913351505,3,Low,38397.25693076846,0
978,10972,23,109056.22337805435,2,Medium,47033.830315041116,0
979,10453,35,104517.7931180739,6,High,20590.515222223326,0
980,10792,42,79612.84062855321,4,Low,43233.267622281855,0
981,10622,44,113982.43727115006,8,Medium,28094.067946863448,0
982,10568,42,66131.63143852261,7,High,20139.155072343263,0
983,10336,41,38111.56845183709,10,Low,9364.574395770715,0
984,10167,39,82300.78549581103,1,Low,4538.5323096612465,0
985,10477,55,79964.56108187413,0,Medium,45597.11667920734,1
986,10019,25,37387.723033015995,8,Medium,21366.55242245811,0
987,10077,48,51406.47524843644,4,Medium,2809.2115878589357,0
988,10689,60,75982.32085672041,2,Low,49520.76055957714,0
989,10379,51,104526.4846606843,6,High,44398.86056786342,0
990,10370,18,93695.52961331367,3,High,16634.93464227011,0
991,10277,58,60827.45400314624,9,Medium,24318.549122379176,0
992,10054,41,124623.25297196275,2,High,42770.15580152252,0
993,10524,24,98359.81031018452,2,Low,2118.926207233487,0
994,10225,30,87789.84931714425,9,Medium,8860.62859118962,0
995,10229,44,48908.61658518347,5,High,12237.111436992323,0
996,10574,26,39254.62657687484,1,Medium,7910.364429076713,0
997,10224,49,59539.47055893024,7,Medium,46363.07237211958,0
998,10010,23,75881.5122333592,10,Low,29442.950242309555,0
999,10844,38,96343.58558933175,10,Medium,10047.782669671496,0
