,LinesOfCode,CyclomaticComplexity,NumberOfMethods,NumberOfParameters,CommentDensity,CodeChurn,CodeAge,CodeRevisions,BugFixes,CodeCoverage,DefectDensity,LinesOfCodePerMethod,Coupling,FanOut,FanIn,HalsteadVolume,HalsteadDifficulty,MaintainabilityIndex,label
502,-187,-196,304,39,1.0,-266,710,63,75,100.0,16.81,-300.08,-152,-201,-54,-276,-96,0,0
503,-650,-375,536,462,1.0,24,977,189,122,0.0,62.11,-418.26,272,-215,-78,-549,-17,100,1
504,89,26,-211,-274,0.0,-89,204,-356,297,100.0,154.29,-171.73,309,-180,542,326,63,100,0
505,-371,-194,478,140,1.0,234,181,177,-99,0.0,0.0,61.96,151,210,67,-170,304,100,0
506,303,-149,63,-79,1.0,-161,-99,19,227,0.0,0.0,-54.53,421,61,72,265,238,100,0
507,229,-78,23,231,1.0,492,299,241,203,0.0,131.91,-465.47,92,-65,-192,64,-74,0,1
508,103,175,70,-168,0.0,350,113,-80,258,100.0,308.37,-119.78,120,-98,68,609,-95,0,1
509,-212,58,-90,273,0.0,-399,225,306,-93,100.0,280.08,211.04,-129,-161,200,260,265,15,1
510,289,30,537,387,0.0,8,27,16,147,0.0,198.08,-270.46,103,-155,-261,-142,361,0,1
511,0,90,103,189,0.0,-213,-96,133,-217,0.0,231.89,-213.38,-370,-263,-167,-49,205,0,1
512,-246,162,-634,181,1.0,126,387,520,69,0.0,55.97,95.2,65,-176,-6,60,294,0,1
513,169,21,144,1,1.0,-423,1217,395,-299,0.0,0.0,-472.17,493,25,-50,-1093,205,0,1
514,401,136,-288,74,0.0,-140,-295,-82,-81,0.0,394.66,136.12,110,-58,43,63,171,0,1
515,225,80,89,23,0.0,22,-254,105,143,100.0,157.15,-93.31,-314,-169,44,594,281,0,1
516,223,64,-57,86,1.0,223,333,297,12,100.0,0.0,203.84,292,65,-217,476,162,0,1
517,142,31,365,491,1.0,1,594,-27,-167,0.0,0.0,94.71,141,-76,193,-26,192,0,1
518,-300,-15,103,14,0.0,-241,-726,-340,64,0.0,101.33,2.08,251,199,-55,-915,464,100,1
519,173,251,401,274,0.0,-166,-875,-394,40,0.0,193.26,-232.18,-189,44,-29,-455,446,0,1
520,-216,32,67,41,0.0,-296,-65,215,-196,62.48,7.65,-195.71,-315,-133,-134,-910,405,0,1
521,-380,-385,127,99,0.0,-242,-72,209,-398,100.0,0.0,123.58,-254,-34,-168,-1277,450,0,0
522,281,-693,316,321,0.0,324,326,-246,-64,0.0,0.0,-194.05,77,73,131,-913,-230,0,0
523,-402,-245,45,-389,0.0,-621,579,-41,-320,0.0,0.0,-366.17,115,16,403,-1717,277,0,0
524,52,369,24,-287,0.0,66,-776,-378,233,0.0,313.18,67.41,284,315,200,215,213,100,1
525,-95,-8,183,-286,0.0,318,-862,-343,104,100.0,354.8,555.97,-337,320,187,456,93,0,0
526,132,306,-239,-221,0.0,-101,847,-87,394,100.0,0.0,-459.87,720,64,319,226,-365,80,0
527,20,128,-224,25,0.0,-124,-45,240,173,100.0,70.39,152.66,346,6,-20,91,360,5,1
528,27,-287,167,128,1.0,6,504,204,-26,0.0,186.32,17.92,74,-297,-80,313,31,0,1
529,423,-266,310,101,1.0,-184,578,154,366,100.0,204.23,-236.52,480,-229,-421,1014,-305,86,0
530,-131,351,6,108,1.0,350,-88,87,298,0.0,242.82,-419.42,-109,-159,-169,65,272,0,1
531,191,45,-259,232,0.0,-20,-775,-74,-355,0.0,9.13,-38.21,314,129,-144,-1178,775,100,1
532,166,-257,52,-582,0.0,266,-262,-83,-77,100.0,15.57,106.55,197,21,-22,-638,523,0,0
533,-381,-33,-86,-258,0.0,-112,-37,-358,140,100.0,0.0,-276.27,-45,-82,233,-818,34,0,0
534,-75,69,-149,156,1.0,233,-171,157,242,0.0,494.83,-338.3,-332,-367,-327,-436,303,0,1
535,422,249,182,-71,0.0,81,-276,227,707,0.0,0.0,-677.78,161,58,-287,229,255,0,1
536,-396,245,148,33,0.0,-221,-135,155,93,100.0,85.25,114.87,179,283,-399,-619,92,0,1
537,-46,282,-93,548,0.0,-98,771,229,-236,100.0,0.0,15.95,45,209,220,-346,86,0,1
538,379,-398,506,74,1.0,279,-66,-260,-121,0.0,155.3,-195.4,-12,-28,-123,-106,-187,0,1
539,20,-127,339,-371,1.0,98,-325,-527,138,0.0,171.06,-54.22,-105,132,467,-321,355,0,1
540,572,12,-99,219,0.0,-393,-552,-430,137,12.05,58.81,94.39,173,46,0,-139,45,0,1
541,-154,78,-178,22,0.0,-102,-15,-178,136,100.0,93.06,-132.53,131,-48,334,18,50,100,0
542,-190,354,-108,359,1.0,-473,1080,-115,-130,0.0,0.0,-723.0,462,81,106,-946,-345,57,0
543,127,8,265,-146,1.0,-49,-328,372,87,100.0,182.18,268.74,183,200,-135,1174,336,100,0
544,210,211,217,204,1.0,-135,830,161,150,100.0,36.22,-217.77,250,141,107,270,-61,0,1
545,68,-295,149,232,0.0,180,-244,340,600,76.12,94.04,-418.18,-230,146,-293,178,-113,0,0
546,-197,-112,-136,15,1.0,60,404,114,167,0.0,309.64,-223.83,69,-213,-52,122,-173,0,1
547,-569,-77,58,-590,0.0,67,234,-365,414,100.0,106.97,112.12,384,159,-13,-463,-407,0,0
548,-294,-30,365,-203,1.0,-10,160,-480,5,78.08,0.0,-759.78,-286,-79,98,-650,-271,22,0
549,176,-511,271,-240,1.0,86,1207,206,-28,100.0,406.14,28.08,528,-362,-187,713,-359,0,0
550,-138,147,138,-441,0.0,374,-205,-110,175,30.98,493.74,219.91,134,73,188,448,47,0,1
551,-74,337,106,86,0.0,41,260,135,238,100.0,249.86,-62.13,-36,-1,58,1125,-302,94,0
552,345,-90,231,-59,1.0,10,637,58,241,100.0,0.0,-108.14,487,76,-38,248,-130,0,0
553,-93,204,387,-264,1.0,-251,90,-37,7,0.0,0.0,-476.66,118,223,-107,-791,174,0,1
554,-280,-5,468,-189,0.0,-128,-973,139,16,86.78,362.12,467.05,-153,399,-320,-419,516,0,0
555,193,214,148,-553,1.0,-210,434,139,157,0.0,200.96,-342.97,181,14,436,520,13,100,1
556,492,194,-332,-151,1.0,309,-134,-33,-527,62.52,376.2,505.03,-266,-260,-216,207,117,0,1
557,-328,183,-65,175,0.0,-219,1363,244,27,100.0,0.0,-263.41,170,-96,-6,-71,-532,0,1
558,-33,-292,205,-226,1.0,340,60,231,306,100.0,274.38,-265.17,-58,24,-460,529,-337,0,0
559,-437,-104,-58,295,0.0,-627,1076,37,-8,100.0,0.0,-361.09,273,-121,234,-1279,84,0,0
560,-49,-283,436,280,0.0,-314,399,103,356,0.0,0.0,-277.5,337,-46,178,26,163,100,0
561,-213,301,93,-196,0.0,291,-676,-272,75,100.0,106.88,192.33,-26,551,266,187,-40,100,0
562,-159,172,538,466,1.0,186,1319,608,-108,0.0,0.0,-16.43,261,-445,-240,763,450,0,1
563,153,155,-109,343,1.0,-159,797,191,-126,0.0,143.93,163.47,335,-273,-126,94,97,0,1
564,-47,-33,318,-58,1.0,69,-349,-148,226,0.0,320.99,-309.68,20,-180,-388,-199,234,0,1
565,200,-143,150,197,0.0,205,-145,137,424,0.0,110.27,-379.06,-345,-64,-418,-93,-165,0,1
566,-134,-51,362,-448,0.0,93,421,-14,125,100.0,70.21,-306.5,-257,-130,130,-23,-71,0,0
567,335,-124,-3,-233,1.0,359,-43,-309,441,0.0,399.12,37.92,424,-268,346,501,454,0,1
568,-131,261,-147,211,0.0,-121,649,51,98,100.0,27.32,-165.09,81,79,314,601,-459,100,0
569,-15,237,-246,-46,0.0,-156,1074,34,116,100.0,0.0,-211.71,55,-124,266,151,-344,0,1
570,-11,56,-110,-230,1.0,27,509,-324,485,99.94,246.53,-355.21,580,-327,109,373,-243,0,1
571,-136,33,42,-335,0.0,-185,-540,45,45,100.0,210.61,270.47,-69,93,56,34,362,0,1
572,-540,131,117,-342,0.0,72,-155,74,456,100.0,258.34,210.08,94,117,-216,370,-300,0,1
573,-186,391,98,474,0.0,-130,-705,125,-73,0.0,83.56,224.07,-316,-31,-228,-256,808,0,1
574,62,-179,-118,286,0.0,-240,676,94,309,0.0,0.0,-255.66,357,-363,-76,-619,112,0,0
575,-38,699,409,-683,1.0,-24,290,-9,622,100.0,382.56,156.19,389,610,347,1481,-468,0,1
576,-472,50,247,-78,0.0,29,603,177,20,100.0,218.46,217.33,274,127,-129,-382,-26,0,1
577,-278,-193,-52,85,0.0,-354,254,57,-365,100.0,0.0,-13.52,-262,8,-24,-673,26,0,0
578,-407,-622,767,245,1.0,-56,1061,57,20,0.0,29.49,-42.38,376,-218,233,-66,75,100,1
579,-290,297,92,84,0.0,-345,-682,-27,20,100.0,105.41,-49.14,-415,215,143,-94,186,100,0
580,-96,-269,444,69,1.0,77,-450,-137,328,0.0,0.0,-320.67,190,121,-131,-391,338,100,0
581,166,-4,-286,125,0.0,-299,731,142,-58,100.0,0.0,-246.84,-54,-170,405,-158,86,0,0
582,-55,-81,116,-75,1.0,-106,-615,-550,-21,0.0,0.0,-240.87,108,149,1,-708,233,100,0
583,-116,-375,381,620,1.0,-111,1589,272,155,0.0,0.0,-294.16,539,-416,-33,-84,-95,0,0
584,14,-388,-130,-390,0.0,70,335,-334,133,100.0,0.0,-102.0,-147,-240,576,48,-40,0,0
585,162,23,-120,-215,1.0,-40,2,23,68,67.24,395.91,116.97,255,-217,-327,126,187,0,1
586,-106,-23,276,189,1.0,125,-23,254,206,0.0,7.24,-334.59,-21,-6,-228,-66,194,100,1
587,-48,40,159,64,1.0,222,602,232,66,0.0,115.9,-146.61,247,-219,-239,61,183,0,1
588,373,215,279,377,0.0,-126,-14,-222,-155,0.0,529.28,17.35,-140,-436,-121,43,317,0,1
589,246,-7,-81,-36,1.0,6,154,317,271,100.0,0.26,-29.92,187,-21,-191,755,6,86,0
590,477,-143,-317,-284,1.0,67,-29,-88,-271,0.0,422.89,137.84,42,-283,-121,-36,-115,0,1
591,-110,228,-125,37,0.0,-6,-509,-614,457,100.0,139.46,-126.15,327,109,265,247,-14,100,0
592,274,-191,-33,-70,0.0,342,-250,-232,379,0.0,0.0,-699.5,125,74,449,-1248,240,0,0
593,-106,-453,113,-127,0.0,173,182,13,26,0.0,143.88,-138.92,72,-118,-67,-504,-73,0,1
594,90,284,101,91,0.0,-96,-671,-247,85,0.0,120.09,-433.61,13,185,192,70,169,100,1
595,51,-250,302,103,0.67,-391,415,-23,588,0.0,131.15,-403.54,575,-264,-314,-426,165,0,1
596,43,-7,219,-615,0.0,177,-362,-68,579,100.0,191.0,-93.14,275,-34,-415,327,-34,0,0
597,-39,85,-220,-397,1.0,114,-296,-230,-50,0.0,293.92,-14.56,-157,-212,-19,-169,134,0,1
598,476,-32,-209,287,1.0,41,-28,-184,160,100.0,0.0,-22.78,199,-39,248,302,348,0,0
599,-66,73,287,-126,1.0,-233,61,-377,10,0.0,49.74,-473.7,-233,5,215,-25,-173,100,1
600,-198,9,478,-36,1.0,-340,-800,-117,-91,0.0,241.58,-37.08,-557,80,-190,-21,240,94,1
601,-195,-366,342,-196,1.0,178,125,311,406,100.0,355.93,-104.3,89,121,-549,619,-272,0,0
602,-310,-375,323,-91,1.0,-38,836,-230,270,28.68,149.43,-213.73,280,-288,100,-730,109,0,1
603,282,171,-211,-51,1.0,376,-306,51,310,0.0,18.1,-355.47,-102,173,-203,44,-143,0,1
604,408,396,-97,65,1.0,132,-96,254,127,100.0,269.74,120.65,-105,-148,-167,1113,267,0,1
605,-245,-90,104,-102,1.0,-194,48,245,339,0.0,282.33,-145.8,7,-371,-327,140,327,0,1
606,-167,-36,154,325,0.0,-375,-121,-304,181,0.0,163.1,-332.77,-2,-144,221,-486,344,46,1
607,-321,-218,-280,142,0.0,-360,-29,-330,-314,100.0,0.0,-396.63,-182,-74,76,-1857,193,0,0
608,180,-102,129,635,0.0,-274,504,145,397,44.65,0.0,-238.61,243,-287,-218,150,53,0,0
609,435,452,267,49,1.0,345,511,402,-168,100.0,114.87,166.52,122,92,-256,1288,17,0,1
610,-453,100,-66,-269,0.0,-75,330,-34,-110,100.0,0.0,-246.39,-176,-35,286,-338,-201,62,0
611,204,-233,85,23,1.0,-178,317,73,495,0.0,40.25,-396.11,578,-216,-355,-165,96,0,1
612,25,104,106,-334,1.0,258,-8,313,-310,100.0,529.62,500.92,-113,-57,-238,1304,147,25,1
613,-330,-185,-61,30,1.0,172,680,341,-57,100.0,452.63,234.72,-76,-372,-201,546,-46,0,0
614,-120,-147,355,482,1.0,-97,-8,-143,209,0.0,106.76,-246.74,-128,-180,-151,-264,64,0,1
615,210,-38,-56,-37,1.0,349,857,330,-248,100.0,45.76,346.64,78,-184,262,711,122,0,0
616,595,130,-254,-88,0.0,6,-492,-347,133,0.0,412.77,-150.28,-43,-250,-102,-228,130,0,1
617,-364,-11,281,167,1.0,-399,-538,-549,-76,0.0,111.31,-370.44,-98,21,-25,-1103,270,100,1
618,311,-229,-36,-221,1.0,171,54,28,-91,98.17,659.67,11.36,-169,-482,-247,280,17,0,0
619,10,160,109,-182,0.0,320,-308,-109,219,100.0,0.0,167.02,87,575,43,-2,-106,0,1
620,-154,165,-30,-225,0.0,-53,-1072,-143,-32,45.92,364.43,374.77,-189,145,181,11,532,97,1
621,-144,-349,286,160,1.0,-202,1006,30,84,0.0,0.0,-27.42,668,27,305,203,-110,100,0
622,-348,4,86,89,0.0,-206,-824,-606,-24,63.27,4.8,27.11,-294,227,151,-864,261,0,0
623,-17,45,283,-75,1.0,93,-403,-326,169,100.0,198.11,19.57,-34,34,-210,126,111,0,1
624,-384,-231,173,-266,0.0,-163,-747,-55,-137,20.68,119.28,221.76,-6,169,-289,-1483,598,0,1
625,-308,-257,206,295,1.0,-98,-289,44,417,0.0,165.4,-254.85,120,84,-355,-3,-35,100,1
626,420,14,394,22,1.0,-434,-478,-326,323,100.0,505.87,49.93,142,-52,-404,951,-113,0,0
627,243,-350,-42,-170,1.0,114,959,9,588,100.0,30.25,-383.96,300,-410,-343,-128,-385,0,0
628,-39,37,88,29,0.0,-195,-486,-70,-182,0.0,159.32,-227.05,-128,-58,70,-593,506,100,1
629,-428,105,-73,69,1.0,-2,567,390,77,0.0,60.69,-46.0,243,-254,48,324,388,100,1
630,-479,310,-178,-294,0.0,265,-530,-216,242,100.0,369.17,504.63,448,331,207,-539,326,0,1
631,-288,447,236,-496,0.0,214,-367,-401,483,100.0,244.13,4.01,97,355,19,692,-473,0,1
632,-390,20,-221,-434,0.0,-231,598,-271,39,100.0,0.0,-363.61,527,-17,341,-1066,-113,0,1
633,-271,-330,-288,-393,0.0,192,-37,-510,188,100.0,9.46,24.97,62,-172,439,-318,-67,0,0
634,201,-228,20,94,0.0,-462,217,3,40,0.0,0.0,-608.18,69,-328,304,-577,510,100,0
635,-3,-179,-187,154,1.0,208,452,244,89,0.0,194.85,-61.82,-173,-389,8,264,47,0,1
636,67,-407,-24,412,0.0,95,883,214,219,0.0,0.0,-268.12,141,-341,-113,-420,-154,0,0
637,-314,-58,-32,-128,0.0,-564,509,-114,-383,0.0,0.0,-787.42,333,40,-11,-2472,239,0,0
638,154,-232,113,-87,1.0,-406,450,-46,-166,0.0,0.0,-416.32,-233,-87,419,-619,254,0,0
639,-92,-1,-219,252,0.0,65,-414,21,275,0.0,176.16,-253.21,-52,206,63,43,-143,100,1
640,-137,19,335,269,1.0,174,231,393,-65,0.0,48.19,132.08,-105,16,-118,421,303,41,1
641,-37,-61,-474,12,0.0,-551,1568,230,62,100.0,0.0,-263.61,587,-233,518,-257,-126,0,0
642,417,81,-146,-238,0.0,77,-81,1,253,100.0,0.0,-14.75,246,38,158,497,230,0,1
643,399,165,-281,-316,1.0,161,-783,278,313,0.0,84.82,-72.22,13,264,-285,273,279,6,1
644,39,-35,-170,19,1.0,-27,100,184,268,0.0,343.05,-174.36,49,-384,-385,-30,151,0,1
645,167,49,218,85,1.0,-166,477,326,117,100.0,241.78,259.45,281,-217,-194,1248,219,0,1
646,287,182,-101,55,1.0,233,63,83,13,0.0,59.15,-39.0,150,-129,-18,-91,401,0,1
647,-4,192,-21,-80,0.0,4,-775,-164,-89,100.0,194.68,262.73,-231,175,311,249,444,100,0
648,-165,68,-85,17,0.0,-139,508,126,-146,8.76,174.82,72.42,126,-96,119,-465,209,0,1
649,497,-112,656,558,0.0,-113,-306,-172,301,0.0,0.0,-287.2,63,232,-156,-521,171,0,0
650,43,132,263,-278,1.0,401,-117,329,433,0.0,357.67,-509.39,214,-3,-703,273,159,0,1
651,-24,192,-107,77,1.0,379,40,2,-323,0.0,195.24,119.7,11,-8,181,291,172,100,1
652,-155,288,177,354,0.0,-133,-17,25,69,100.0,125.36,-177.5,46,141,122,155,140,100,0
653,-41,-64,-130,71,1.0,455,297,187,470,0.0,0.0,-604.44,271,100,-14,-613,76,17,0
654,-83,733,147,107,1.0,-220,-304,449,397,0.0,334.63,-178.17,7,-249,-451,1405,682,100,1
655,542,123,0,-31,1.0,46,-728,-117,157,0.0,195.05,-147.66,101,-71,-218,560,354,100,1
656,410,110,280,-103,1.0,-206,-162,335,-12,100.0,374.31,385.94,151,-103,-409,1586,217,100,0
657,-79,202,-209,342,0.0,-66,753,45,169,100.0,109.4,-120.32,304,-118,33,320,-302,0,1
658,208,179,90,-212,0.0,-170,-35,-43,306,0.0,104.79,-223.28,616,228,14,60,137,100,1
659,-297,-184,-23,-138,0.0,-464,-646,-377,-143,100.0,0.0,-411.96,-281,117,53,-1191,132,100,0
660,-177,130,-209,323,1.0,191,-98,102,284,0.0,128.29,-281.99,-158,-100,-6,-342,279,0,1
661,-149,-167,459,500,1.0,-169,-162,-248,304,0.0,0.0,-285.82,173,186,275,-429,279,100,0
662,-184,-600,-40,60,1.0,38,729,73,201,4.1,265.53,-205.16,183,-490,-122,-200,-221,0,1
663,-226,-9,298,-258,0.0,-295,-699,254,-113,83.7,117.48,40.17,-209,197,-344,-684,420,0,0
664,68,234,312,-130,1.0,-180,-42,176,294,0.0,168.84,-165.07,196,-184,-322,358,471,0,1
665,-39,350,32,66,0.0,21,-712,-234,62,0.0,212.51,9.37,92,271,84,-105,304,100,1
666,-26,165,-538,23,1.0,475,265,434,83,0.0,347.31,-58.09,-452,-415,107,557,177,0,1
667,23,-178,-134,22,0.0,-125,820,-154,287,100.0,0.0,-484.12,291,-472,384,-460,219,0,0
668,84,54,405,-566,1.0,18,94,-97,105,100.0,0.0,-481.87,-152,240,-100,-442,-160,0,1
669,17,193,-140,-73,0.0,79,-19,-91,151,100.0,0.0,-100.78,-11,36,100,370,-139,17,1
670,-221,277,222,-11,0.0,-33,-371,-342,348,53.79,19.78,-195.68,393,465,-56,-325,-64,100,1
671,-363,-354,360,26,1.0,-187,358,204,338,100.0,556.06,-111.3,47,-574,-624,148,171,0,0
672,327,-22,68,198,1.0,-39,501,126,86,15.09,122.44,-27.02,280,49,66,600,-201,42,1
673,31,-36,413,132,1.0,118,705,243,414,0.0,0.0,-236.81,233,-146,123,295,373,0,0
674,35,-421,3,287,1.0,-12,936,99,-80,46.48,112.23,65.93,254,-188,196,255,-353,41,1
675,-101,-399,-28,-12,1.0,219,125,210,5,100.0,0.0,34.56,-110,-50,-18,508,-209,100,0
676,304,216,612,180,0.0,268,-1102,-317,357,0.0,0.0,-503.71,-187,382,-196,-895,595,0,1
677,62,269,-46,96,1.0,43,699,-185,438,100.0,314.72,-209.54,57,-261,387,1111,-370,0,1
678,-121,-24,381,165,1.0,259,829,108,349,0.0,0.0,-313.34,50,-31,101,-36,22,0,0
679,41,136,157,131,1.0,138,294,19,73,0.0,189.54,-184.35,119,-172,-153,-207,168,0,1
680,-17,426,347,-342,1.0,159,-171,-268,236,0.0,298.48,129.53,302,457,-17,248,-54,0,1
681,-88,-118,-29,416,1.0,159,1226,496,252,0.0,0.0,-319.82,399,-296,-218,-228,11,0,0
682,307,196,310,331,1.0,-28,-522,146,69,52.33,342.0,-52.23,-431,-376,-677,438,392,0,1
683,24,210,555,-414,1.0,-217,43,-162,205,0.0,157.82,-369.27,-34,303,298,-36,42,0,1
684,374,-257,268,151,1.0,101,670,-292,85,0.0,0.0,-155.51,326,28,-15,-445,-355,0,0
685,409,-248,188,-15,1.0,265,348,387,-276,23.59,331.12,19.28,158,-134,-442,354,-70,0,1
686,-426,165,258,809,1.0,-131,-66,283,470,0.0,436.52,-344.22,-246,-323,-669,299,228,0,1
687,46,233,-131,-282,0.0,98,1074,145,400,100.0,114.23,-68.89,544,-13,351,891,-379,0,1
688,407,363,659,432,1.0,215,933,368,-120,100.0,113.45,148.51,259,-152,-441,1186,161,0,1
689,346,174,269,-233,1.0,-93,110,57,-413,100.0,401.15,639.34,35,-306,-158,1362,327,0,1
690,-57,112,-104,67,0.0,308,50,410,144,0.0,0.0,-183.47,-112,-119,-154,-465,487,0,1
691,70,225,301,460,1.0,239,-50,216,-72,0.0,176.66,-348.53,-225,-227,-369,-221,325,0,1
692,119,222,109,-121,1.0,117,-118,134,74,0.0,56.77,-32.72,56,1,-60,201,410,0,1
693,-559,280,262,-276,0.0,-242,-373,-394,402,100.0,0.0,-133.65,297,618,-150,-856,-275,0,1
694,-405,153,27,50,1.0,133,117,104,70,0.0,345.24,23.36,-380,-356,88,396,339,0,1
695,-346,81,183,-703,1.0,-162,620,32,228,100.0,262.97,135.11,88,-92,-33,453,-379,0,1
696,-197,-557,-33,-139,1.0,-163,302,226,179,100.0,244.68,51.32,395,-16,-154,598,-345,100,0
697,221,99,161,366,0.0,67,-112,-114,134,0.0,0.0,-247.79,163,320,293,-363,140,100,0
698,-146,68,545,-98,1.0,236,-679,-48,541,0.0,0.0,-422.88,-146,336,-238,-30,208,100,0
699,472,-331,451,-23,1.0,90,372,-72,37,52.9,334.04,-155.84,173,-274,-431,-300,-83,0,1
700,-63,-127,620,120,1.0,453,314,144,-100,0.0,0.0,-266.2,67,4,3,-226,317,100,0
701,-132,-485,90,-41,1.0,390,737,206,14,0.0,152.89,-162.99,175,-104,94,140,-247,100,1
702,23,521,178,183,1.0,149,-381,-262,236,100.0,292.27,133.84,211,493,86,794,-148,100,0
703,370,166,70,-161,1.0,-87,1039,-178,377,100.0,103.44,-473.83,313,-197,314,498,-241,0,1
704,-89,45,-276,420,0.0,-393,-317,40,-536,100.0,0.0,-281.21,-242,66,-35,-1405,465,100,0
705,-90,270,22,-420,0.0,254,-998,29,178,34.6,435.78,530.6,356,308,86,223,670,100,1
706,-64,123,-366,-67,1.0,2,-208,204,-161,0.0,400.3,132.91,-152,-169,-221,54,126,0,1
707,373,-353,223,0,0.0,281,-360,-175,176,0.0,328.22,-484.36,80,48,-244,-272,-282,17,1
708,-301,-277,457,83,1.0,-1,682,264,11,100.0,304.73,55.1,267,-260,-313,444,64,33,0
709,-239,395,176,367,0.0,-377,-621,-13,99,0.0,13.54,-312.5,200,405,-183,-706,291,100,1
710,34,-313,-289,77,0.0,59,40,170,451,0.0,88.43,-511.33,-61,-239,-69,-397,-100,0,1
711,22,576,184,142,1.0,203,-369,-89,381,43.94,453.43,278.8,242,366,44,1045,28,0,1
712,21,-4,31,-354,1.0,383,480,-157,-320,0.0,278.56,177.06,137,-159,-182,52,-142,0,1
713,-326,80,9,-83,0.0,-235,-61,-25,-13,100.0,0.0,-244.92,253,201,-294,-1175,96,0,1
714,-10,-93,-40,-307,0.0,307,-1064,-441,201,100.0,146.33,298.14,47,242,164,-173,383,0,0
715,-208,262,419,83,1.0,-175,-113,237,-270,0.0,253.96,215.24,-82,480,-119,-462,246,0,1
716,-150,-176,33,-500,0.0,-25,-780,-361,-50,100.0,0.0,-7.47,-226,301,27,-1074,285,0,0
717,160,-404,376,-51,1.0,605,113,22,37,0.0,0.0,-341.74,38,194,125,-351,-2,100,0
718,610,-13,244,-85,1.0,299,-353,-241,28,0.0,33.01,-195.94,60,135,6,37,44,0,1
719,-125,459,-192,47,1.0,91,911,-144,56,100.0,0.0,-237.59,190,59,471,504,-440,0,1
720,282,-290,-27,-173,1.0,733,1236,391,147,40.53,117.65,-292.58,140,-184,56,244,-334,0,1
721,129,400,-30,405,1.0,259,12,426,-147,0.0,82.53,188.35,-170,105,57,697,396,72,1
722,-194,47,73,-7,0.0,-66,-1435,-285,112,0.0,401.41,178.5,-240,-71,-231,-10,520,100,1
723,-84,253,-2,-298,0.0,-105,-593,-129,361,100.0,382.45,245.24,90,78,95,664,148,22,1
724,-131,183,28,-393,0.0,118,-437,-264,141,100.0,36.17,143.12,242,300,-37,-200,115,0,1
725,735,-17,-20,-421,1.0,-399,-91,-79,12,100.0,794.79,207.05,261,-439,-532,1312,-222,0,0
726,98,-430,322,128,1.0,302,858,41,37,0.0,0.0,-447.59,563,38,314,-479,-64,100,0
727,236,-459,387,-204,1.0,255,1080,305,-12,100.0,141.04,-174.07,390,-408,-249,510,-167,0,0
728,426,-27,134,200,1.0,-94,-30,-188,252,0.0,130.16,-366.55,305,-149,-252,66,-43,0,1
729,79,-48,477,-273,1.0,-56,-232,-185,330,73.88,156.32,-348.53,-153,-16,21,328,65,0,0
730,-82,-215,138,-465,1.0,-145,97,-195,-157,0.0,0.0,-398.99,-100,-138,137,-804,140,0,0
731,-277,-292,-64,-121,1.0,214,-185,78,6,0.0,0.0,100.09,101,177,-73,-728,264,8,0
732,426,-213,161,-34,1.0,250,1149,73,-394,100.0,119.19,291.09,427,-127,158,887,-363,0,0
733,-164,-345,398,-491,1.0,-64,261,103,62,0.0,247.31,-21.76,514,-203,-222,-8,341,100,1
734,-183,152,-73,-165,0.0,-392,986,181,30,100.0,0.0,-364.46,258,73,43,-371,-358,0,1
735,-185,-294,-40,-161,0.0,150,-1354,-376,-96,12.43,288.66,307.66,-212,-165,102,-709,932,70,1
736,106,-216,357,-9,1.0,57,689,154,31,100.0,201.99,-78.13,540,-220,-102,844,-14,100,0
737,15,235,253,283,1.0,137,-91,224,67,100.0,0.0,327.95,81,338,-111,1226,178,100,0
738,527,1,-68,-403,0.84,330,68,88,-282,100.0,413.34,297.73,-154,-246,-184,136,104,0,0
739,-47,-560,429,166,1.0,166,574,131,-35,97.56,247.25,-32.35,59,-334,-321,-99,-36,0,0
740,294,-293,249,197,1.0,305,1045,416,-3,0.0,0.0,-116.07,448,-18,-41,-228,34,0,0
741,-133,88,38,-589,0.0,302,-95,-357,491,100.0,162.08,59.51,163,112,302,466,-192,0,1
742,162,164,498,-280,1.0,543,-433,-149,-194,0.0,290.52,-158.48,-228,-118,-197,-508,622,0,1
743,-46,529,48,312,0.0,-66,-616,123,76,0.0,421.73,230.01,411,310,-125,132,507,100,1
744,-3,333,176,193,1.0,-607,353,33,-27,0.0,0.0,-499.81,240,170,-64,-453,-8,100,0
745,-83,378,479,-302,1.0,31,529,217,287,1.61,315.91,-326.98,47,90,-75,583,-315,0,1
746,231,-312,599,457,1.0,-241,771,-42,22,0.0,96.07,-142.11,391,-317,-269,-222,-19,0,1
747,-151,-213,252,167,1.0,277,766,166,199,0.0,0.0,-303.83,338,-9,256,-209,114,100,0
748,-76,463,72,-66,0.0,-11,-358,-273,234,100.0,228.28,-155.26,-127,230,296,1060,-367,100,0
749,117,436,451,-83,1.0,114,310,149,181,33.64,277.53,80.7,221,449,-73,587,-119,0,1
750,72,207,-165,-450,1.0,607,114,279,24,0.0,0.0,-183.86,72,102,112,-76,293,0,1
751,281,-208,91,-42,1.0,-11,1109,209,102,100.0,257.72,-33.89,626,-275,-193,700,-266,0,0
752,-231,177,-480,-143,0.0,56,-37,-109,-58,65.02,289.17,372.42,679,92,311,-545,342,0,1
753,-242,290,372,234,1.0,-430,687,211,-278,0.0,75.67,-527.89,84,164,-256,-867,-167,0,1
754,-298,183,169,-142,0.0,-198,-255,-191,167,29.92,226.38,146.23,116,276,211,-396,251,0,1
