,Total Revenue,Total Expenses,Gross Profit,Number of Employees,Number of Bank Accounts,Number of Countries Operational in,Number of Transactions,Average Transaction Value,Account Suspension/Termination,Customer Complaints,Regulatory Actions,History of Fraud,label
838,7212668,464806,334779,341,6,3,87572,222,False,True,False,True,0
839,6800406,155460,346260,326,4,3,50235,169,False,True,True,False,0
840,5297311,163294,152597,313,3,3,29695,395,False,True,False,True,0
841,1982836,495091,171430,146,2,3,14737,393,False,False,True,False,0
842,6453354,231954,156066,177,2,3,85462,498,False,True,False,True,0
843,5797022,361371,329751,279,6,3,57147,135,False,False,False,True,0
844,8444406,101190,250454,285,7,3,27640,343,True,True,True,True,0
845,7848402,224047,394612,195,5,3,42844,456,True,True,False,False,0
846,6290532,301619,214111,148,5,3,16378,117,False,False,False,False,0
847,7025914,154852,304978,328,2,3,10227,220,False,True,True,True,0
848,4129309,202220,462204,174,7,3,92586,338,True,False,False,True,1
849,4011239,288794,279185,497,8,3,84473,102,True,True,True,False,1
850,5104545,405647,356838,108,2,3,57035,383,False,False,False,False,0
851,9422956,409349,100771,224,8,3,51281,353,False,False,False,True,0
852,2944634,262336,441172,123,1,3,35057,145,False,True,False,True,1
853,6042878,332440,396925,393,6,3,66270,374,True,True,False,True,0
854,7941747,406091,212648,182,7,3,82996,485,True,False,True,True,0
855,2299305,333428,496242,434,7,3,93048,167,True,False,True,False,1
856,9885734,115386,436879,486,2,3,17864,359,False,True,True,False,1
857,4416119,279797,449772,431,2,3,31505,162,True,False,True,True,1
858,9070945,176928,441101,181,5,3,77059,479,False,True,True,False,1
859,7386814,199543,278186,190,6,3,94780,430,True,False,True,False,0
860,7579619,378467,106388,333,1,3,51852,247,True,False,True,False,0
861,9340033,375116,195539,220,9,3,21404,387,False,True,False,False,0
862,1027028,389952,140847,211,6,3,52634,317,True,True,True,False,0
863,9497318,236206,423379,130,10,3,51277,286,False,True,True,False,1
864,4759386,450214,332392,433,1,3,15520,420,True,True,False,True,1
865,9946604,247987,354137,149,6,3,48540,224,False,False,False,True,0
866,9527819,118976,309662,163,5,3,53019,184,False,False,False,False,0
867,6522177,215455,181274,314,3,3,23294,419,False,False,True,True,0
868,6300233,471018,171550,473,8,3,71598,294,True,True,True,True,1
869,5614629,414080,442422,123,6,3,40288,427,False,True,True,True,1
870,1730831,482096,109557,312,5,3,98229,297,True,False,False,True,0
871,3715619,485080,114919,260,4,3,29967,147,False,False,False,False,0
872,4997847,176370,495682,250,6,3,90479,146,False,False,True,True,1
873,6427319,395282,232918,138,10,3,48633,372,False,True,True,False,0
874,5575121,173054,384007,466,7,3,20190,113,True,True,True,False,1
875,6478500,238306,452465,480,5,3,27920,222,False,False,True,False,1
876,7926564,162648,192010,225,5,3,16626,491,False,True,False,True,0
877,4552564,464810,121401,411,1,3,44417,348,False,False,False,True,1
878,1326856,184582,381080,178,7,3,52944,300,False,False,False,True,0
879,6285784,246847,483227,325,9,3,71614,400,True,True,True,True,1
880,9497267,373060,451702,473,7,3,55843,138,True,True,False,True,1
881,6956060,401465,373836,367,10,3,15132,380,False,True,False,False,0
882,7999359,105695,444346,177,6,3,31882,199,True,True,True,False,1
883,5145616,438374,481296,377,2,3,62682,184,True,True,True,True,1
884,3908956,337504,416029,447,10,3,40374,107,False,True,False,True,1
885,7157491,255007,455027,235,2,3,26850,308,True,False,False,False,1
886,8124561,446752,232691,167,8,3,22188,488,False,True,True,False,0
887,1411515,381036,133360,257,7,3,79625,123,False,True,False,True,0
888,3646970,110430,132135,349,9,3,11418,289,True,False,True,True,0
889,7080195,300196,238084,217,2,3,47649,392,True,True,True,False,0
890,2185334,367025,479047,207,6,3,60188,224,False,False,True,True,1
891,2717503,284310,272351,174,8,3,40559,219,True,True,True,False,0
892,1884792,149367,372205,175,6,3,36801,198,True,True,False,False,0
893,8987990,213092,245343,492,2,3,99572,235,False,False,True,False,1
894,1422795,438971,464731,457,3,3,18657,453,False,False,True,True,1
895,8606118,410172,203765,190,8,3,68587,439,True,False,True,True,0
896,9954892,326191,313020,284,4,3,52795,498,True,True,False,True,0
897,6940032,448409,440026,469,4,3,73546,369,True,True,False,True,1
898,3696688,459462,209028,323,7,3,91858,444,False,True,True,True,0
899,9678287,334232,482257,141,7,3,59884,490,False,False,True,False,1
900,2281790,173925,418976,454,9,3,32362,224,True,True,True,False,1
901,9705293,365687,382434,348,8,3,37414,334,False,True,False,True,0
902,5864927,485213,210603,361,8,3,61106,434,False,True,False,False,0
903,4064621,254206,402600,142,3,3,57176,294,False,True,False,False,1
904,3108769,331386,145768,348,10,3,93159,289,True,False,True,True,0
905,7863003,350827,306182,245,2,3,48773,489,False,True,True,False,0
906,7454607,464773,207395,193,4,3,98272,111,True,True,False,True,0
907,1105679,197673,434222,416,3,3,11980,423,True,True,False,False,1
908,7587075,118510,118422,292,6,3,31749,483,True,False,True,True,0
909,7098257,174191,489138,343,7,3,39417,270,False,True,True,False,1
910,7038701,130680,441662,177,9,3,20867,377,True,True,True,True,1
911,4760053,252293,323864,464,6,3,89963,164,False,False,False,True,1
912,9504132,156290,361279,178,10,3,28555,143,False,True,True,False,0
913,4381508,286409,281884,268,10,3,82435,497,False,True,True,True,0
914,1248462,378015,461578,388,2,3,32476,294,False,False,False,True,1
915,1616000,420030,345004,200,5,3,28996,139,True,True,False,False,0
916,6453243,176400,174303,391,7,3,92813,275,False,False,False,True,0
917,4261590,107996,382738,440,3,3,71120,247,True,False,False,True,1
918,3665520,377377,239663,379,5,3,44059,422,False,False,False,True,0
919,3138844,330867,437609,407,3,3,29354,356,True,True,True,True,1
920,1394566,223267,259928,489,2,3,73092,213,False,True,False,True,1
921,6727349,122533,393448,193,9,3,83253,484,True,False,True,True,0
922,6193379,497088,255435,147,3,3,65475,105,False,True,True,True,0
923,8661760,375757,376923,281,9,3,95681,466,True,False,False,True,0
924,9546852,304264,455094,222,2,3,22171,209,True,False,True,True,1
925,2196737,222115,352442,261,5,3,17013,298,True,False,False,False,0
926,9867382,435721,140377,268,8,3,69841,300,True,True,False,False,0
927,9017639,316654,285010,402,7,3,88126,488,True,True,True,True,1
928,9765513,129050,428441,146,5,3,30165,467,True,False,False,False,1
929,6601675,284065,345466,348,3,3,47016,123,True,False,True,True,0
930,7971146,304805,306815,444,4,3,83265,296,False,False,True,False,1
931,8541703,464216,308709,377,7,3,37365,145,True,False,False,True,0
932,3102681,461918,186245,225,3,3,54803,171,False,False,True,False,0
933,2625002,463475,486418,406,10,3,67135,259,True,False,False,True,1
934,2435149,358507,247456,462,7,3,58923,249,True,False,True,True,1
935,4016991,143926,461170,346,1,3,54724,468,False,False,False,False,1
936,9648373,291549,435895,156,6,3,13154,214,True,True,True,False,1
937,8233599,297343,210721,298,4,3,54579,287,True,True,False,True,0
938,2237242,491667,153863,442,10,3,89296,348,False,False,True,True,1
939,5915495,375661,415696,411,1,3,46617,477,False,True,False,True,1
940,2527827,436591,205463,138,2,3,46680,297,True,True,False,True,0
941,5856726,303821,305912,327,7,3,24086,114,True,False,True,False,0
942,5745137,364812,235436,246,1,3,37926,154,True,True,False,False,0
943,4831143,155480,319409,167,4,3,38814,258,False,False,False,True,0
944,9469755,328326,360860,439,8,3,10535,241,True,True,True,True,1
945,1318612,422335,337754,227,5,3,52981,186,True,False,True,True,0
946,4799702,144964,119844,141,4,3,12759,427,False,False,True,False,0
947,3324102,481883,212651,211,7,3,30908,491,False,False,False,True,0
948,2708911,440519,169409,471,10,3,18586,100,True,False,True,True,1
949,8841467,134371,488737,439,6,3,22778,296,False,True,True,True,1
950,9056930,271395,432422,371,7,3,77953,368,False,True,False,True,1
951,2557239,358711,112511,185,5,3,89480,453,False,False,True,False,0
952,3773422,238449,473483,172,2,3,81593,375,True,False,True,False,1
953,9499564,189345,294395,258,3,3,27161,441,True,True,True,False,0
954,9797809,432068,335996,473,10,3,21266,394,False,True,True,False,1
955,2080940,324425,497713,407,1,3,14182,463,True,False,False,True,1
956,8023277,469729,150511,460,5,3,89735,248,False,False,False,False,1
957,2347398,478254,324356,428,1,3,40735,315,False,False,False,True,1
958,9187914,253629,370240,490,6,3,87290,479,False,False,False,False,1
959,5307835,430772,426979,466,3,3,95391,130,True,False,False,True,1
960,9287024,433330,258198,397,7,3,94701,396,False,True,False,False,0
961,7417327,168225,473718,432,4,3,15143,176,True,True,True,True,1
962,7200457,151890,470551,339,9,3,45831,373,True,True,True,False,1
963,5353314,286638,371505,415,10,3,91962,203,False,False,True,False,1
964,2306832,460588,404614,118,7,3,96452,468,True,True,True,True,1
965,4653835,452655,371232,308,10,3,68031,146,False,True,True,False,0
966,5751937,278686,426671,400,1,3,57997,365,False,False,True,True,1
967,5661453,341305,223327,357,1,3,90642,102,True,False,False,True,0
968,1309199,175436,388927,231,6,3,27784,456,False,False,True,True,0
969,6637651,374951,404410,251,4,3,46969,301,True,False,True,True,1
970,1367832,291338,234219,493,1,3,47317,226,False,False,False,True,1
971,2914438,492955,459563,427,8,3,49863,295,False,True,False,False,1
972,8687772,225195,405348,368,7,3,26950,185,False,False,False,True,1
973,3074667,439978,188584,475,7,3,10159,376,True,True,False,False,1
974,2430060,262310,116090,237,9,3,52114,130,False,False,False,False,0
975,1752212,296259,182647,230,7,3,47933,322,False,False,True,True,0
976,6749715,144269,267742,454,10,3,24786,312,True,True,True,False,1
977,3032747,132502,250343,383,6,3,65129,210,False,False,True,True,0
978,5655718,192574,107741,211,4,3,88609,128,False,True,False,True,0
979,1583713,464903,162674,277,10,3,52534,441,False,False,False,False,0
980,3335288,392734,184993,311,3,3,78968,246,True,True,True,True,0
981,4999528,208805,472454,475,5,3,16797,142,False,True,True,True,1
982,8392367,489707,472577,394,3,3,11213,493,False,False,True,True,1
983,4214041,367939,399532,374,5,3,39495,258,True,True,True,True,0
984,1872791,241670,359607,417,6,3,61302,438,True,False,False,False,1
985,3544090,369985,188294,254,1,3,13011,170,False,False,False,True,0
986,1411924,204080,421439,399,2,3,88699,340,False,False,True,False,1
987,4012770,367513,336692,105,2,3,23965,297,False,True,True,True,0
988,5306293,391985,467276,216,6,3,75715,464,True,True,False,False,1
989,8831215,150241,262483,493,4,3,45057,249,True,True,False,True,1
990,5427118,296512,223431,252,9,3,93466,111,True,False,False,False,0
991,9867148,104929,349802,318,1,3,49287,337,False,True,True,True,0
992,4112232,379381,458166,135,8,3,37351,432,False,True,False,False,1
993,6329619,428045,105883,429,7,3,12214,124,True,False,False,True,1
994,5717532,271076,498332,449,7,3,72643,352,True,True,False,False,1
995,9145945,321824,385184,400,5,3,28112,497,False,False,False,True,0
996,6647476,302067,484898,188,2,3,11815,406,False,False,False,False,1
997,5173059,197249,473075,326,2,3,50689,424,True,False,False,False,1
998,5938917,284699,132835,120,6,3,62937,491,False,False,True,False,0
999,6055610,467417,353377,493,1,3,50304,144,False,False,False,True,1
