,Age,Education,Experience,Salary,Skills,Location,Company size,Industry,Job type,label
723,55,Master's Degree,0,92485,React,Chicago,45,Finance,Full-time,1
724,64,Master's Degree,9,87008,Java,Chicago,867,Finance,Full-time,1
725,58,Master's Degree,7,60013,React,Chicago,484,Retail,Full-time,1
726,54,Bachelor's Degree,9,48940,Java,Los Angeles,273,Education,Contract,1
727,46,High School Diploma,1,71309,Python,San Francisco,614,Finance,Part-time,1
728,22,Bachelor's Degree,3,40566,Angular,San Francisco,654,Retail,Contract,0
729,19,Bachelor's Degree,0,42014,Angular,Chicago,362,Retail,Contract,0
730,36,High School Diploma,3,91782,SQL,Chicago,851,Retail,Part-time,1
731,36,Bachelor's Degree,0,96237,Angular,Los Angeles,825,Healthcare,Full-time,0
732,33,Bachelor's Degree,8,37803,C++,Los Angeles,512,Healthcare,Contract,1
733,58,Bachelor's Degree,8,72379,Data Analytics,Los Angeles,539,Retail,Contract,1
734,48,High School Diploma,9,34178,C++,Boston,744,Technology,Full-time,1
735,45,Bachelor's Degree,9,79566,Python,New York,122,Finance,Part-time,1
736,47,Bachelor's Degree,5,38072,Python,Boston,674,Finance,Part-time,1
737,48,High School Diploma,4,50508,Python,Chicago,729,Technology,Part-time,1
738,41,Bachelor's Degree,1,80223,Java,Boston,420,Technology,Part-time,1
739,29,Bachelor's Degree,1,79391,React,San Francisco,153,Finance,Full-time,1
740,61,Master's Degree,6,35408,Python,Chicago,299,Technology,Contract,1
741,44,Master's Degree,0,30531,React,Boston,449,Retail,Full-time,0
742,59,Bachelor's Degree,4,35741,Java,San Francisco,907,Finance,Contract,1
743,26,Bachelor's Degree,0,64361,React,Los Angeles,965,Education,Contract,0
744,38,High School Diploma,7,35785,Python,New York,931,Finance,Full-time,1
745,61,High School Diploma,8,90897,React,Los Angeles,280,Healthcare,Full-time,1
746,32,Bachelor's Degree,8,90241,SQL,New York,958,Retail,Part-time,1
747,36,Master's Degree,3,66255,SQL,Boston,132,Finance,Contract,1
748,55,Master's Degree,4,68529,Data Analytics,Chicago,975,Finance,Full-time,1
749,58,Bachelor's Degree,0,70421,SQL,New York,706,Retail,Part-time,0
750,44,Master's Degree,2,55616,Angular,San Francisco,173,Technology,Part-time,0
751,28,Bachelor's Degree,2,49169,SQL,New York,121,Technology,Part-time,0
752,35,High School Diploma,0,24748,C++,Boston,363,Technology,Part-time,0
753,19,High School Diploma,2,97178,SQL,San Francisco,13,Finance,Contract,0
754,42,Bachelor's Degree,5,65578,Java,New York,182,Healthcare,Full-time,1
755,21,High School Diploma,2,77426,Python,Chicago,760,Healthcare,Part-time,1
756,19,High School Diploma,4,48118,SQL,Boston,822,Finance,Contract,0
757,48,Master's Degree,3,41397,Python,New York,714,Finance,Part-time,1
758,42,Master's Degree,6,58463,Java,Boston,451,Healthcare,Contract,1
759,64,High School Diploma,5,24447,SQL,Boston,12,Education,Full-time,1
760,56,High School Diploma,4,58008,React,Los Angeles,755,Healthcare,Part-time,1
761,55,Master's Degree,4,78274,Data Analytics,Los Angeles,789,Education,Contract,1
762,21,High School Diploma,0,47512,React,Chicago,885,Healthcare,Contract,0
763,34,Bachelor's Degree,0,94991,Data Analytics,New York,133,Technology,Part-time,1
764,20,Master's Degree,6,36869,Data Analytics,New York,789,Retail,Part-time,0
765,18,Master's Degree,8,76840,SQL,Los Angeles,696,Finance,Contract,0
766,35,Bachelor's Degree,3,40960,Data Analytics,Los Angeles,779,Technology,Full-time,1
767,38,High School Diploma,0,30558,Data Analytics,Boston,293,Finance,Part-time,0
768,50,Bachelor's Degree,2,23328,Python,New York,943,Finance,Part-time,0
769,37,High School Diploma,9,43975,Java,San Francisco,738,Education,Part-time,1
770,54,High School Diploma,5,50874,SQL,New York,925,Retail,Full-time,1
771,63,High School Diploma,2,49546,Data Analytics,Chicago,774,Finance,Contract,0
772,38,Master's Degree,2,43054,SQL,Boston,702,Education,Contract,0
773,55,Bachelor's Degree,7,65396,C++,Boston,70,Retail,Part-time,1
774,37,Master's Degree,9,49425,SQL,San Francisco,639,Technology,Part-time,1
775,32,High School Diploma,3,50787,SQL,San Francisco,712,Finance,Full-time,1
776,27,Master's Degree,4,67787,Python,Los Angeles,547,Healthcare,Part-time,1
777,46,Master's Degree,3,88766,Java,Boston,49,Healthcare,Full-time,1
778,34,Master's Degree,9,49694,Angular,Boston,37,Education,Contract,1
779,20,High School Diploma,6,92583,C++,New York,490,Finance,Part-time,0
780,24,Master's Degree,5,72161,SQL,Boston,467,Retail,Full-time,0
781,25,Master's Degree,6,65205,Java,New York,954,Healthcare,Part-time,1
782,37,Master's Degree,1,63831,SQL,Chicago,411,Education,Contract,0
783,60,Master's Degree,7,81401,Java,Chicago,992,Education,Contract,1
784,28,High School Diploma,3,22214,Python,New York,497,Technology,Full-time,1
785,47,High School Diploma,2,26422,React,San Francisco,27,Education,Contract,0
786,37,Master's Degree,0,65677,Data Analytics,Chicago,747,Retail,Part-time,1
787,28,Bachelor's Degree,0,37701,Python,Chicago,150,Healthcare,Contract,0
788,55,Master's Degree,6,76817,Python,Boston,182,Finance,Part-time,1
789,57,Bachelor's Degree,2,34275,Angular,Boston,858,Retail,Contract,0
790,35,High School Diploma,1,39252,Angular,Chicago,721,Finance,Full-time,1
791,34,Bachelor's Degree,4,39937,Python,Boston,294,Healthcare,Part-time,1
792,25,Bachelor's Degree,1,24176,React,Chicago,398,Education,Full-time,0
793,50,Master's Degree,6,54767,SQL,Los Angeles,904,Retail,Contract,1
794,20,Master's Degree,2,74449,Java,San Francisco,607,Healthcare,Full-time,1
795,60,Bachelor's Degree,3,82071,C++,New York,115,Retail,Contract,1
796,40,Bachelor's Degree,2,62615,React,Boston,577,Education,Full-time,0
797,35,High School Diploma,3,61884,Python,Boston,808,Healthcare,Contract,1
798,55,High School Diploma,2,21864,React,New York,963,Finance,Full-time,1
799,62,Bachelor's Degree,5,91377,Data Analytics,Chicago,489,Retail,Full-time,1
800,29,Bachelor's Degree,5,50114,Data Analytics,New York,512,Healthcare,Full-time,1
801,43,Master's Degree,0,26202,C++,Boston,327,Finance,Full-time,1
802,59,Master's Degree,5,24946,React,San Francisco,744,Retail,Contract,1
803,43,Bachelor's Degree,7,34006,Java,Chicago,410,Finance,Full-time,1
804,52,High School Diploma,4,83275,Java,Chicago,859,Retail,Contract,1
805,43,Bachelor's Degree,3,76289,Python,New York,353,Technology,Part-time,1
806,32,Master's Degree,0,91496,C++,Chicago,580,Retail,Contract,0
807,33,High School Diploma,6,77011,Python,San Francisco,72,Finance,Contract,1
808,25,Master's Degree,1,40469,Data Analytics,Chicago,32,Technology,Part-time,0
809,26,High School Diploma,4,67563,Angular,Chicago,644,Healthcare,Full-time,1
810,53,Master's Degree,4,91652,SQL,New York,239,Retail,Part-time,1
811,48,Bachelor's Degree,0,46170,Python,Los Angeles,940,Healthcare,Part-time,0
812,34,High School Diploma,4,67121,C++,Boston,499,Finance,Full-time,1
813,55,High School Diploma,6,82748,C++,New York,768,Finance,Part-time,1
814,48,Master's Degree,0,71746,Angular,New York,244,Education,Full-time,0
815,61,Bachelor's Degree,4,42360,C++,Boston,907,Technology,Part-time,1
816,50,High School Diploma,7,42538,Java,New York,185,Finance,Contract,1
817,34,Master's Degree,3,62466,SQL,San Francisco,653,Retail,Part-time,1
818,20,High School Diploma,2,66752,SQL,New York,538,Healthcare,Full-time,0
819,52,Bachelor's Degree,9,27018,Java,New York,525,Technology,Full-time,1
820,64,Master's Degree,7,77107,Angular,Boston,967,Education,Full-time,1
821,49,High School Diploma,5,61493,SQL,New York,726,Retail,Full-time,1
822,28,Master's Degree,7,66673,Data Analytics,Los Angeles,751,Education,Full-time,1
823,50,Master's Degree,8,76786,Java,Chicago,848,Finance,Full-time,1
824,59,Bachelor's Degree,5,76784,Java,Boston,249,Finance,Part-time,1
825,59,Bachelor's Degree,0,68139,React,Los Angeles,113,Technology,Full-time,1
826,25,Bachelor's Degree,7,45079,Data Analytics,Los Angeles,594,Finance,Part-time,1
827,30,High School Diploma,0,67680,React,San Francisco,282,Finance,Contract,0
828,22,Master's Degree,1,27681,Angular,New York,830,Retail,Full-time,0
829,54,Master's Degree,1,67567,C++,Los Angeles,746,Finance,Contract,0
830,57,Master's Degree,5,46334,Java,San Francisco,788,Retail,Part-time,1
831,56,Master's Degree,8,82406,Angular,Boston,656,Retail,Full-time,1
832,50,Master's Degree,3,23017,C++,San Francisco,86,Education,Contract,1
833,39,High School Diploma,2,47495,Python,San Francisco,908,Healthcare,Contract,0
834,48,High School Diploma,4,52037,C++,Boston,397,Technology,Part-time,1
835,55,High School Diploma,0,49970,SQL,Chicago,942,Retail,Part-time,0
836,48,High School Diploma,3,56946,C++,Los Angeles,636,Healthcare,Contract,1
837,38,High School Diploma,6,83210,Python,Los Angeles,248,Education,Part-time,1
838,47,High School Diploma,5,59770,C++,Boston,83,Retail,Part-time,1
839,53,Bachelor's Degree,3,61999,Java,San Francisco,45,Technology,Full-time,1
840,28,Master's Degree,1,79701,Data Analytics,Chicago,308,Healthcare,Full-time,1
841,34,Master's Degree,4,44179,Angular,San Francisco,366,Education,Contract,1
842,35,High School Diploma,3,53250,Angular,Los Angeles,387,Retail,Full-time,1
843,60,Master's Degree,8,68521,SQL,Boston,83,Finance,Part-time,1
844,40,Master's Degree,4,55754,Angular,Los Angeles,728,Finance,Part-time,1
845,60,Bachelor's Degree,4,82600,Java,San Francisco,922,Education,Part-time,1
846,63,High School Diploma,1,64937,Java,San Francisco,370,Retail,Full-time,1
847,64,High School Diploma,4,82078,SQL,Chicago,264,Finance,Full-time,1
848,44,Master's Degree,9,37030,Data Analytics,Los Angeles,730,Technology,Part-time,1
849,27,Master's Degree,0,97155,C++,New York,940,Finance,Full-time,1
850,48,Bachelor's Degree,9,58000,SQL,San Francisco,620,Education,Full-time,1
851,20,High School Diploma,8,60083,React,Los Angeles,336,Education,Part-time,0
852,33,Bachelor's Degree,1,51601,C++,Chicago,466,Technology,Contract,0
853,44,High School Diploma,3,31805,Python,Los Angeles,606,Healthcare,Full-time,1
854,27,High School Diploma,7,87028,Data Analytics,New York,216,Education,Contract,1
855,31,High School Diploma,7,87754,SQL,San Francisco,681,Technology,Part-time,1
856,22,Master's Degree,0,65828,Java,New York,792,Retail,Full-time,1
857,41,High School Diploma,7,74037,Angular,Boston,144,Technology,Part-time,1
858,52,Master's Degree,3,60296,Data Analytics,Los Angeles,771,Finance,Part-time,1
859,29,High School Diploma,6,54723,React,Los Angeles,910,Technology,Contract,1
860,50,Master's Degree,0,74190,Angular,New York,443,Education,Full-time,0
861,26,Master's Degree,3,37854,Angular,Chicago,715,Healthcare,Contract,1
862,30,Master's Degree,0,94945,React,Chicago,460,Technology,Full-time,1
863,25,Bachelor's Degree,2,87130,SQL,Los Angeles,198,Finance,Full-time,1
864,39,Bachelor's Degree,0,36944,SQL,Boston,274,Finance,Part-time,0
865,44,High School Diploma,8,73922,React,Los Angeles,670,Technology,Full-time,1
866,41,Master's Degree,6,22360,React,San Francisco,408,Technology,Part-time,1
867,47,High School Diploma,0,97187,SQL,New York,636,Education,Part-time,0
868,38,Master's Degree,2,56706,C++,New York,275,Finance,Part-time,0
869,53,Bachelor's Degree,0,89619,React,Los Angeles,689,Education,Full-time,0
870,26,Bachelor's Degree,5,65862,Python,New York,535,Education,Contract,1
871,23,Bachelor's Degree,5,87750,SQL,New York,929,Education,Contract,0
872,47,High School Diploma,8,76089,React,Chicago,939,Healthcare,Part-time,1
873,47,High School Diploma,0,70660,C++,San Francisco,373,Healthcare,Full-time,0
874,62,Bachelor's Degree,2,41393,React,New York,951,Education,Full-time,0
875,40,Master's Degree,7,28847,Data Analytics,Los Angeles,232,Technology,Contract,1
876,58,Master's Degree,4,65212,React,New York,264,Technology,Part-time,1
877,36,Master's Degree,8,38170,React,Boston,662,Healthcare,Full-time,1
878,63,High School Diploma,0,77158,SQL,Los Angeles,726,Healthcare,Contract,0
879,59,Master's Degree,3,40116,Angular,Los Angeles,764,Healthcare,Part-time,1
880,59,Master's Degree,8,68493,Data Analytics,Chicago,631,Education,Part-time,1
881,25,Master's Degree,0,35311,Java,New York,62,Finance,Part-time,0
882,28,Master's Degree,0,90334,Angular,Boston,576,Finance,Contract,0
883,55,High School Diploma,8,60828,SQL,Chicago,637,Healthcare,Full-time,1
884,32,Bachelor's Degree,1,97524,SQL,Los Angeles,354,Healthcare,Full-time,0
885,63,Master's Degree,7,27829,Java,Boston,805,Finance,Part-time,1
886,32,Bachelor's Degree,3,43998,React,New York,832,Technology,Contract,1
887,61,Bachelor's Degree,7,38801,Angular,San Francisco,409,Healthcare,Contract,1
888,39,Bachelor's Degree,1,27338,React,Chicago,97,Healthcare,Full-time,0
889,32,Master's Degree,8,90052,React,New York,76,Retail,Part-time,1
890,33,Bachelor's Degree,5,67140,Java,Los Angeles,642,Education,Contract,1
891,57,High School Diploma,0,24502,Python,Chicago,713,Education,Contract,0
892,34,Bachelor's Degree,7,60111,React,San Francisco,56,Education,Contract,1
893,48,Master's Degree,0,68650,Angular,Los Angeles,24,Technology,Contract,0
894,18,Master's Degree,6,86400,Angular,Los Angeles,910,Technology,Part-time,0
895,57,Bachelor's Degree,5,82767,Data Analytics,Los Angeles,78,Retail,Full-time,1
896,48,Master's Degree,1,67594,SQL,Chicago,223,Education,Contract,0
897,54,High School Diploma,0,41173,C++,Chicago,347,Retail,Contract,0
898,48,High School Diploma,9,65763,Python,Boston,335,Education,Contract,1
899,57,High School Diploma,6,57987,React,San Francisco,418,Finance,Part-time,1
900,42,High School Diploma,2,36666,Java,Los Angeles,384,Education,Part-time,0
901,63,Bachelor's Degree,1,80654,Angular,Los Angeles,499,Technology,Part-time,0
902,34,Bachelor's Degree,7,27457,Python,Boston,418,Technology,Full-time,1
903,54,Bachelor's Degree,0,32506,Angular,New York,722,Education,Full-time,0
904,47,Bachelor's Degree,8,72777,Angular,San Francisco,785,Technology,Contract,1
905,44,Master's Degree,6,27931,React,New York,837,Technology,Full-time,1
906,34,High School Diploma,7,49127,React,Boston,483,Healthcare,Full-time,1
907,24,Bachelor's Degree,9,72001,Angular,Los Angeles,805,Education,Part-time,0
908,38,Master's Degree,6,35867,Data Analytics,San Francisco,987,Finance,Contract,1
909,38,High School Diploma,4,31318,Java,San Francisco,771,Healthcare,Contract,1
910,30,Master's Degree,6,85324,Data Analytics,New York,81,Technology,Contract,1
911,36,High School Diploma,3,60056,Data Analytics,San Francisco,567,Education,Contract,1
912,28,Bachelor's Degree,3,42422,Java,Los Angeles,158,Healthcare,Full-time,1
913,52,Master's Degree,0,70881,Python,Boston,918,Healthcare,Part-time,1
914,34,Master's Degree,9,22567,SQL,San Francisco,217,Healthcare,Full-time,1
915,32,Master's Degree,3,80124,Java,San Francisco,207,Education,Contract,1
916,33,Bachelor's Degree,9,64673,SQL,Chicago,679,Education,Part-time,1
917,63,Master's Degree,6,91088,SQL,Los Angeles,955,Finance,Contract,1
918,58,High School Diploma,9,60296,Data Analytics,New York,356,Education,Full-time,1
919,64,Master's Degree,7,99318,C++,Chicago,474,Technology,Full-time,1
920,48,Master's Degree,5,48377,Java,San Francisco,169,Retail,Part-time,1
921,49,Bachelor's Degree,1,69510,Java,New York,301,Technology,Part-time,1
922,19,Master's Degree,9,49566,Angular,San Francisco,606,Education,Contract,0
923,21,Master's Degree,7,64072,Data Analytics,San Francisco,499,Healthcare,Contract,1
924,54,Bachelor's Degree,6,41434,SQL,New York,582,Retail,Full-time,1
925,56,High School Diploma,4,87594,Java,Chicago,319,Healthcare,Contract,1
926,61,Bachelor's Degree,6,81139,Data Analytics,New York,601,Retail,Full-time,1
927,29,Master's Degree,6,30833,Python,New York,106,Education,Full-time,1
928,27,Bachelor's Degree,1,94778,SQL,San Francisco,83,Healthcare,Full-time,0
929,30,High School Diploma,5,42841,React,Chicago,288,Retail,Full-time,1
930,50,Master's Degree,7,78285,Data Analytics,New York,849,Retail,Contract,1
931,28,Bachelor's Degree,1,91768,SQL,New York,83,Technology,Part-time,0
932,25,Bachelor's Degree,5,45399,Python,San Francisco,810,Education,Part-time,1
933,24,Master's Degree,1,71621,C++,New York,505,Retail,Part-time,0
934,52,Master's Degree,6,78633,Data Analytics,Boston,249,Technology,Part-time,1
935,26,Bachelor's Degree,2,91354,Java,Boston,877,Finance,Part-time,1
936,43,High School Diploma,0,24826,Java,Chicago,307,Finance,Part-time,0
937,22,High School Diploma,4,81520,Python,Boston,130,Retail,Part-time,1
938,47,Bachelor's Degree,5,96793,Data Analytics,New York,856,Retail,Part-time,1
939,21,Master's Degree,1,40372,Data Analytics,San Francisco,896,Healthcare,Contract,0
940,45,High School Diploma,8,27788,Java,Boston,765,Technology,Full-time,1
941,39,Master's Degree,5,90605,React,San Francisco,432,Education,Part-time,1
942,23,Master's Degree,9,88816,Angular,Boston,716,Finance,Full-time,1
943,45,Master's Degree,1,99143,C++,San Francisco,828,Retail,Contract,0
944,28,Bachelor's Degree,9,36786,C++,San Francisco,872,Retail,Part-time,1
945,53,Master's Degree,1,68119,Data Analytics,Boston,181,Finance,Part-time,1
946,27,Bachelor's Degree,8,21935,Java,Boston,736,Technology,Contract,1
947,47,High School Diploma,7,83188,Python,Boston,91,Finance,Full-time,1
948,24,High School Diploma,1,74594,Angular,Los Angeles,26,Technology,Part-time,0
949,26,High School Diploma,5,75755,Data Analytics,Boston,730,Education,Contract,1
950,58,Master's Degree,0,22906,React,Los Angeles,863,Healthcare,Full-time,0
951,58,Bachelor's Degree,4,63529,Java,Boston,610,Technology,Full-time,1
952,63,Bachelor's Degree,2,96745,SQL,New York,63,Retail,Contract,0
953,30,Bachelor's Degree,2,36414,C++,Los Angeles,495,Education,Full-time,0
954,32,Master's Degree,5,84119,Data Analytics,Chicago,564,Finance,Full-time,1
955,27,Master's Degree,4,37931,C++,New York,140,Technology,Contract,1
956,31,High School Diploma,5,24826,SQL,San Francisco,913,Education,Full-time,1
957,51,Bachelor's Degree,6,41459,Java,Chicago,967,Retail,Part-time,1
958,40,Master's Degree,3,38822,Data Analytics,Chicago,480,Technology,Full-time,1
959,58,Master's Degree,3,90983,Java,Boston,134,Healthcare,Part-time,1
960,42,High School Diploma,9,94177,Java,Chicago,952,Retail,Full-time,1
961,22,High School Diploma,3,55559,SQL,Los Angeles,997,Healthcare,Full-time,0
962,51,High School Diploma,3,58009,SQL,Boston,446,Technology,Contract,1
963,44,Bachelor's Degree,8,98058,SQL,New York,20,Education,Full-time,1
964,23,High School Diploma,4,67936,SQL,New York,686,Education,Full-time,0
965,34,Master's Degree,0,87692,Python,San Francisco,42,Technology,Full-time,1
966,39,Bachelor's Degree,3,77492,C++,San Francisco,315,Retail,Part-time,1
967,60,Master's Degree,4,55308,Data Analytics,Boston,244,Retail,Part-time,1
968,29,High School Diploma,5,30562,React,Boston,21,Finance,Part-time,1
969,54,High School Diploma,1,49456,Python,San Francisco,665,Technology,Contract,0
970,45,Bachelor's Degree,8,67653,Python,Chicago,921,Retail,Part-time,1
971,58,Bachelor's Degree,7,41359,React,New York,435,Technology,Part-time,1
972,34,Bachelor's Degree,5,93203,Angular,Los Angeles,964,Technology,Full-time,1
973,60,High School Diploma,8,81204,Python,San Francisco,596,Technology,Part-time,1
974,18,Bachelor's Degree,2,43239,C++,San Francisco,309,Education,Full-time,0
975,57,High School Diploma,0,67245,Python,Los Angeles,696,Technology,Contract,1
976,58,Bachelor's Degree,5,23347,React,San Francisco,526,Technology,Part-time,1
977,64,Master's Degree,2,65736,Angular,New York,917,Healthcare,Contract,0
978,21,Bachelor's Degree,5,93447,Data Analytics,San Francisco,209,Education,Full-time,1
979,36,Bachelor's Degree,1,66086,Data Analytics,New York,764,Technology,Part-time,1
980,53,Master's Degree,6,33013,SQL,Chicago,815,Education,Full-time,1
981,41,High School Diploma,4,85496,Python,Chicago,765,Finance,Full-time,1
982,33,Bachelor's Degree,2,43291,C++,San Francisco,181,Healthcare,Full-time,0
983,19,High School Diploma,9,66491,React,Chicago,311,Finance,Part-time,0
984,25,Master's Degree,9,30933,Angular,Los Angeles,685,Education,Part-time,1
985,41,Bachelor's Degree,9,39625,SQL,Chicago,209,Finance,Part-time,1
986,23,Master's Degree,3,32612,Java,Boston,162,Finance,Full-time,1
987,56,Master's Degree,2,49746,Angular,Los Angeles,850,Education,Full-time,0
988,40,Master's Degree,9,38460,SQL,New York,550,Finance,Part-time,1
989,20,Bachelor's Degree,0,54312,SQL,Boston,42,Education,Contract,0
990,18,Bachelor's Degree,0,60499,C++,New York,957,Finance,Part-time,0
991,64,High School Diploma,1,95766,C++,San Francisco,512,Technology,Contract,0
992,25,Master's Degree,6,55798,Angular,Chicago,138,Technology,Part-time,1
993,37,Master's Degree,2,28394,Angular,Chicago,729,Healthcare,Contract,0
994,45,Bachelor's Degree,0,39803,Angular,San Francisco,234,Education,Contract,0
995,37,Bachelor's Degree,7,51276,React,Los Angeles,150,Education,Part-time,1
996,53,Master's Degree,2,46075,Data Analytics,Chicago,171,Technology,Part-time,0
997,40,High School Diploma,8,52573,Data Analytics,Boston,741,Education,Full-time,1
998,26,High School Diploma,4,93005,Python,Boston,869,Retail,Part-time,1
999,48,Bachelor's Degree,3,86799,SQL,Los Angeles,479,Education,Contract,1
