,Age,Job_Experience,Salary_Expectation,Location,Relocation,Current_Job_Tenure,Job_Shift_In_Last_12_Months,Current_Job_Level,Employment_Status,Gender,Education,Current_Job_Description,Applicant_Background,Applicant_Referral,Applicant_Interest,Location_str,Employment_Status_str,label
518,29,3,48004,3,1,3,0,2,0,Male,PhD,Finance,Technical,Yes,Low,Other,Unemployed,1
519,26,2,40471,1,0,1,0,1,1,Female,High School,HR,Technical,Yes,High,US,Part-time,1
520,24,19,80167,2,0,9,2,4,1,Male,High School,HR,Business,No,Low,Other,Part-time,0
521,45,11,85308,3,0,2,0,2,0,Male,Bachelor's degree,HR,Creative,No,High,Other,Unemployed,1
522,31,6,34568,2,0,4,3,2,1,Male,High School,Marketing,Technical,Yes,High,Other,Part-time,0
523,48,10,29466,1,0,4,2,2,0,Female,Master's degree,Finance,Technical,No,Low,US,Unemployed,0
524,36,0,77324,2,0,5,4,4,1,Female,Master's degree,Sales,Scientific,Yes,Medium,Other,Part-time,0
525,33,5,35467,3,1,6,2,4,1,Female,PhD,Marketing,Scientific,Yes,Medium,Other,Part-time,0
526,22,14,95955,3,1,6,3,3,0,Female,PhD,IT,Technical,No,Medium,Other,Unemployed,0
527,52,14,72948,2,0,0,4,2,0,Male,PhD,HR,Scientific,No,High,Other,Unemployed,0
528,29,18,36676,1,1,1,2,2,2,Female,Master's degree,Finance,Scientific,No,High,US,Full-time,1
529,42,10,51514,2,1,8,0,2,0,Male,High School,Marketing,Scientific,No,Medium,Other,Unemployed,0
530,38,1,42650,1,0,9,1,3,0,Male,PhD,IT,Business,No,High,US,Unemployed,0
531,53,13,97701,2,1,1,1,2,2,Male,Bachelor's degree,Marketing,Technical,No,High,Other,Full-time,1
532,40,1,30683,3,1,5,0,4,0,Male,PhD,Marketing,Technical,No,Medium,Other,Unemployed,0
533,33,3,79819,1,1,0,1,2,0,Male,Master's degree,Sales,Scientific,Yes,Low,US,Unemployed,0
534,56,16,24860,1,1,2,1,1,2,Male,PhD,Sales,Business,No,High,US,Full-time,1
535,59,2,23729,1,1,1,0,4,0,Female,High School,Marketing,Scientific,Yes,High,US,Unemployed,0
536,56,12,51351,3,1,2,0,3,0,Female,PhD,IT,Business,Yes,High,Other,Unemployed,0
537,31,8,82744,2,1,4,2,2,2,Female,Master's degree,Finance,Technical,No,High,Other,Full-time,0
538,48,6,44346,3,1,9,2,1,2,Female,Master's degree,Finance,Scientific,Yes,Low,Other,Full-time,0
539,22,14,94155,1,0,5,0,3,1,Female,Bachelor's degree,HR,Technical,No,Medium,US,Part-time,1
540,52,10,96700,2,0,8,3,3,0,Male,Master's degree,HR,Business,Yes,High,Other,Unemployed,0
541,40,19,26955,3,1,9,1,4,1,Female,Bachelor's degree,Finance,Creative,Yes,Medium,Other,Part-time,1
542,46,1,85642,1,1,3,2,3,1,Female,High School,Marketing,Business,Yes,High,US,Part-time,0
543,28,14,90290,1,0,6,1,3,2,Female,Master's degree,Marketing,Creative,No,Low,US,Full-time,1
544,35,13,64293,3,1,5,4,3,0,Male,PhD,Sales,Technical,Yes,Medium,Other,Unemployed,0
545,29,19,81336,3,1,1,0,3,0,Male,High School,Sales,Technical,Yes,Low,Other,Unemployed,0
546,26,10,41662,3,0,9,3,2,2,Male,PhD,HR,Scientific,Yes,High,Other,Full-time,1
547,27,2,26408,1,0,7,4,2,1,Female,PhD,Finance,Creative,No,Low,US,Part-time,1
548,34,16,60403,3,0,6,4,2,2,Female,PhD,Marketing,Business,Yes,Low,Other,Full-time,0
549,55,11,21225,1,1,6,4,2,0,Female,High School,Finance,Technical,No,High,US,Unemployed,0
550,24,14,32196,3,1,7,0,1,2,Female,High School,IT,Creative,Yes,High,Other,Full-time,1
551,30,15,89786,1,0,0,2,2,0,Female,Master's degree,Finance,Business,Yes,Medium,US,Unemployed,0
552,57,4,35372,1,0,0,0,3,1,Male,PhD,IT,Creative,Yes,High,US,Part-time,0
553,59,19,37279,2,1,7,2,2,0,Female,Bachelor's degree,Sales,Business,No,Medium,Other,Unemployed,1
554,26,5,74240,3,0,3,4,2,1,Male,Master's degree,Sales,Business,Yes,Low,Other,Part-time,0
555,44,18,58187,3,1,4,4,4,1,Female,High School,HR,Business,Yes,Low,Other,Part-time,0
556,19,4,68481,1,1,7,3,3,0,Male,Bachelor's degree,Finance,Business,Yes,Medium,US,Unemployed,0
557,22,2,48475,1,0,4,2,2,0,Male,High School,Finance,Creative,Yes,High,US,Unemployed,1
558,46,0,64552,1,0,9,4,2,1,Male,Bachelor's degree,IT,Creative,No,High,US,Part-time,0
559,54,5,87969,2,1,3,1,2,2,Male,Master's degree,Sales,Scientific,Yes,Low,Other,Full-time,0
560,55,14,96534,2,0,5,3,1,0,Female,Bachelor's degree,IT,Creative,Yes,Medium,Other,Unemployed,1
561,36,1,26858,1,0,4,0,2,1,Female,Master's degree,Sales,Creative,Yes,Low,US,Part-time,0
562,25,2,94486,3,0,6,3,4,1,Female,High School,IT,Scientific,Yes,Low,Other,Part-time,0
563,18,16,94474,3,0,9,1,3,2,Male,Bachelor's degree,Sales,Creative,No,High,Other,Full-time,1
564,39,11,45168,2,1,6,2,3,0,Female,PhD,IT,Business,Yes,Medium,Other,Unemployed,0
565,34,17,52099,2,1,3,0,2,1,Female,PhD,Sales,Technical,Yes,Low,Other,Part-time,0
566,24,14,91180,1,1,4,0,2,2,Female,High School,IT,Technical,No,High,US,Full-time,1
567,42,11,81455,3,1,2,2,2,1,Female,Bachelor's degree,Finance,Scientific,Yes,Low,Other,Part-time,1
568,21,15,74240,1,0,3,3,3,0,Male,PhD,HR,Creative,Yes,Low,US,Unemployed,0
569,53,7,94796,2,0,3,4,3,2,Male,Master's degree,IT,Creative,Yes,High,Other,Full-time,0
570,23,13,74592,3,1,2,3,1,1,Female,Bachelor's degree,HR,Scientific,No,High,Other,Part-time,1
571,48,16,67458,3,1,9,1,4,2,Female,Bachelor's degree,Finance,Technical,Yes,Medium,Other,Full-time,1
572,36,7,78046,2,0,4,4,1,0,Female,PhD,Finance,Business,No,Low,Other,Unemployed,0
573,56,14,36488,1,1,4,3,4,2,Male,Master's degree,Sales,Creative,No,Medium,US,Full-time,1
574,44,13,78841,1,1,6,2,1,0,Male,Master's degree,HR,Scientific,No,High,US,Unemployed,0
575,27,17,20395,3,0,3,1,3,1,Male,Master's degree,Marketing,Business,No,High,Other,Part-time,1
576,43,19,72669,2,1,3,1,1,0,Female,Bachelor's degree,Sales,Scientific,No,Low,Other,Unemployed,1
577,36,6,30845,3,0,8,1,4,1,Male,High School,HR,Scientific,No,Medium,Other,Part-time,0
578,56,2,56059,2,0,5,4,2,1,Male,Bachelor's degree,IT,Scientific,No,Medium,Other,Part-time,0
579,20,11,38394,1,1,3,0,4,0,Male,Bachelor's degree,IT,Technical,Yes,Low,US,Unemployed,1
580,30,2,65906,2,0,1,4,2,1,Male,PhD,Finance,Technical,Yes,Low,Other,Part-time,0
581,45,19,79332,1,1,5,3,3,2,Male,High School,Marketing,Scientific,No,Medium,US,Full-time,1
582,37,13,57305,2,0,1,0,4,1,Female,Master's degree,IT,Creative,No,High,Other,Part-time,0
583,45,14,62628,3,1,4,3,1,0,Female,PhD,HR,Business,No,High,Other,Unemployed,0
584,25,13,41352,1,1,5,0,4,2,Female,Bachelor's degree,HR,Creative,No,Low,US,Full-time,1
585,58,6,71993,3,1,3,4,2,2,Female,High School,IT,Technical,No,Medium,Other,Full-time,0
586,56,16,59386,3,0,2,1,3,1,Male,Master's degree,HR,Business,No,Medium,Other,Part-time,0
587,18,11,76624,1,0,6,2,1,1,Female,Master's degree,HR,Scientific,Yes,Medium,US,Part-time,0
588,20,19,77065,1,1,1,1,4,0,Female,Bachelor's degree,Finance,Creative,Yes,High,US,Unemployed,1
589,30,3,28539,3,0,5,4,2,2,Female,Master's degree,Marketing,Creative,No,High,Other,Full-time,0
590,45,8,21263,3,1,3,0,1,0,Male,Master's degree,Finance,Scientific,No,Medium,Other,Unemployed,0
591,42,5,33305,3,1,5,1,3,1,Female,High School,Marketing,Creative,No,Medium,Other,Part-time,0
592,50,15,73817,3,0,3,4,1,2,Male,PhD,HR,Technical,Yes,Low,Other,Full-time,0
593,55,1,44398,1,1,3,3,3,0,Male,High School,Marketing,Scientific,No,Low,US,Unemployed,0
594,23,7,95801,1,0,3,2,1,0,Male,PhD,HR,Creative,Yes,Medium,US,Unemployed,0
595,49,10,69107,3,1,8,1,4,0,Female,PhD,HR,Scientific,Yes,Medium,Other,Unemployed,0
596,38,12,52152,2,0,6,0,2,0,Male,PhD,Finance,Business,Yes,High,Other,Unemployed,0
597,33,16,50624,2,1,2,3,4,0,Female,Master's degree,Finance,Scientific,No,Medium,Other,Unemployed,0
598,38,7,76132,1,1,2,4,4,2,Female,High School,Sales,Creative,No,Low,US,Full-time,1
599,28,17,72979,3,0,5,2,3,0,Female,Master's degree,IT,Technical,Yes,High,Other,Unemployed,0
600,54,17,78013,3,1,5,0,3,2,Male,Bachelor's degree,Sales,Scientific,Yes,Low,Other,Full-time,1
601,53,13,83797,1,1,3,4,3,0,Male,High School,Sales,Scientific,Yes,Low,US,Unemployed,0
602,52,14,71798,2,0,8,4,4,1,Female,PhD,Marketing,Creative,Yes,High,Other,Part-time,0
603,36,5,36650,2,1,3,1,1,1,Male,Master's degree,HR,Technical,No,Low,Other,Part-time,0
604,37,10,46014,2,0,8,1,1,0,Male,Master's degree,HR,Technical,Yes,Medium,Other,Unemployed,0
605,35,12,96421,1,1,3,0,4,1,Male,High School,HR,Business,No,Low,US,Part-time,0
606,58,0,27434,2,0,1,4,4,2,Female,High School,IT,Business,Yes,High,Other,Full-time,0
607,31,5,50028,1,1,1,1,2,0,Male,PhD,Marketing,Creative,No,High,US,Unemployed,0
608,32,8,86558,1,1,4,2,3,2,Male,PhD,Marketing,Technical,Yes,High,US,Full-time,1
609,48,7,44331,3,1,3,2,3,0,Female,Bachelor's degree,HR,Technical,No,Low,Other,Unemployed,1
610,18,10,87573,2,0,6,4,4,1,Male,PhD,Sales,Business,No,Medium,Other,Part-time,0
611,20,18,94292,1,0,4,1,4,2,Female,Master's degree,IT,Business,No,High,US,Full-time,1
612,33,8,66326,2,0,5,0,1,1,Male,Bachelor's degree,Sales,Creative,Yes,Medium,Other,Part-time,1
613,40,16,24123,2,0,9,0,4,1,Male,Bachelor's degree,Finance,Technical,No,High,Other,Part-time,1
614,28,11,36603,3,1,3,0,1,0,Male,Bachelor's degree,Marketing,Scientific,Yes,Medium,Other,Unemployed,1
615,29,13,85941,2,1,1,2,4,2,Male,High School,Marketing,Business,No,Medium,Other,Full-time,0
616,27,14,62597,3,0,9,1,2,1,Male,PhD,Sales,Creative,No,Medium,Other,Part-time,0
617,49,15,83238,1,0,8,1,2,0,Male,Bachelor's degree,IT,Technical,Yes,High,US,Unemployed,1
618,33,19,62719,2,0,9,2,1,0,Female,High School,Marketing,Technical,No,Low,Other,Unemployed,0
619,25,0,61751,1,1,6,0,3,0,Male,High School,Sales,Business,No,Low,US,Unemployed,0
620,55,9,37693,2,0,3,0,2,1,Male,Bachelor's degree,IT,Creative,Yes,Low,Other,Part-time,1
621,29,7,57697,1,0,2,4,1,0,Male,Bachelor's degree,Sales,Scientific,No,Medium,US,Unemployed,1
622,41,17,49992,2,1,9,3,4,2,Female,Master's degree,IT,Business,No,High,Other,Full-time,0
623,45,0,83825,2,1,2,1,4,2,Female,Bachelor's degree,HR,Creative,No,Medium,Other,Full-time,0
624,25,1,29522,2,0,8,1,1,1,Female,Master's degree,IT,Technical,No,High,Other,Part-time,1
625,45,0,65406,2,1,4,1,3,2,Male,Bachelor's degree,Finance,Scientific,Yes,Medium,Other,Full-time,0
626,53,0,32121,2,0,2,3,1,0,Male,Bachelor's degree,HR,Creative,No,High,Other,Unemployed,0
627,43,8,34219,2,1,4,4,1,1,Female,PhD,Sales,Scientific,No,High,Other,Part-time,0
628,25,12,21617,2,0,1,3,2,0,Female,Bachelor's degree,HR,Creative,No,High,Other,Unemployed,1
629,45,0,63016,2,0,3,0,1,1,Female,Bachelor's degree,HR,Creative,No,Medium,Other,Part-time,0
630,45,12,70672,2,0,9,0,1,1,Male,Master's degree,Sales,Creative,No,Low,Other,Part-time,0
631,54,19,44276,1,0,1,1,4,0,Female,Master's degree,Sales,Creative,No,Medium,US,Unemployed,0
632,58,6,92240,3,1,1,2,2,2,Male,PhD,Finance,Scientific,No,Medium,Other,Full-time,0
633,53,1,75735,2,1,7,1,4,2,Male,Bachelor's degree,Sales,Business,No,High,Other,Full-time,0
634,44,5,37959,3,1,0,2,4,1,Male,Bachelor's degree,Marketing,Scientific,Yes,High,Other,Part-time,1
635,34,6,48522,2,1,6,3,3,0,Female,Master's degree,Marketing,Creative,Yes,Low,Other,Unemployed,0
636,26,13,76087,2,0,4,0,3,0,Male,High School,Finance,Scientific,Yes,Low,Other,Unemployed,0
637,50,17,29953,1,0,7,2,2,1,Female,High School,IT,Scientific,Yes,High,US,Part-time,0
638,37,14,46567,1,1,0,3,2,2,Female,High School,IT,Scientific,No,Low,US,Full-time,1
639,30,1,80523,3,1,6,0,3,0,Female,Master's degree,Marketing,Creative,No,Low,Other,Unemployed,0
640,45,9,82708,1,1,4,2,3,2,Female,Master's degree,Sales,Scientific,Yes,High,US,Full-time,1
641,46,11,42560,1,1,3,1,3,2,Male,High School,Finance,Technical,Yes,Medium,US,Full-time,1
642,30,16,78390,3,1,6,1,3,1,Male,High School,IT,Creative,Yes,Low,Other,Part-time,0
643,52,7,88149,1,0,9,1,3,1,Male,Bachelor's degree,IT,Scientific,No,High,US,Part-time,1
644,23,10,56660,2,0,1,3,4,2,Male,Master's degree,HR,Technical,No,Low,Other,Full-time,0
645,35,2,65104,3,0,0,1,2,0,Female,Master's degree,Marketing,Scientific,Yes,Low,Other,Unemployed,0
646,22,5,77805,3,1,0,4,4,0,Female,High School,Sales,Business,Yes,High,Other,Unemployed,0
647,42,8,44496,2,1,0,0,4,1,Female,High School,Finance,Scientific,Yes,Low,Other,Part-time,0
648,19,5,23515,1,1,4,3,1,2,Female,PhD,IT,Scientific,Yes,Low,US,Full-time,1
649,27,8,24454,3,1,9,1,4,0,Male,Master's degree,HR,Business,Yes,Low,Other,Unemployed,1
650,47,6,42873,3,0,6,0,3,0,Female,PhD,Marketing,Creative,No,Medium,Other,Unemployed,0
651,22,8,93920,2,0,1,2,3,1,Male,Bachelor's degree,Marketing,Business,Yes,Medium,Other,Part-time,1
652,50,17,33727,2,1,9,1,1,2,Female,PhD,Finance,Creative,No,Low,Other,Full-time,0
653,18,11,89070,1,0,7,0,1,0,Female,High School,IT,Business,Yes,High,US,Unemployed,0
654,35,7,69979,3,0,3,4,1,1,Female,Master's degree,Finance,Scientific,Yes,Low,Other,Part-time,0
655,49,7,45465,1,1,2,2,1,0,Female,Master's degree,Finance,Scientific,No,Low,US,Unemployed,0
656,28,17,73900,1,1,9,4,1,0,Male,PhD,HR,Creative,Yes,Medium,US,Unemployed,0
657,38,19,79799,2,1,7,0,4,0,Male,PhD,Marketing,Creative,No,Medium,Other,Unemployed,0
658,43,14,41330,3,1,1,4,1,1,Male,Bachelor's degree,Sales,Technical,No,Medium,Other,Part-time,1
659,42,6,28302,3,1,2,0,4,2,Male,Bachelor's degree,Marketing,Technical,Yes,Low,Other,Full-time,1
660,39,10,98443,3,1,2,0,2,1,Female,High School,Marketing,Scientific,Yes,Low,Other,Part-time,0
661,44,19,92717,2,0,9,4,1,2,Female,High School,HR,Scientific,No,High,Other,Full-time,0
662,30,15,32875,2,0,0,0,1,0,Male,High School,Sales,Technical,No,Low,Other,Unemployed,0
663,50,3,47219,2,1,5,1,4,2,Male,PhD,IT,Technical,Yes,Low,Other,Full-time,0
664,51,5,56182,2,0,1,0,2,0,Female,PhD,Sales,Creative,No,Medium,Other,Unemployed,0
665,58,2,62269,2,1,0,3,4,0,Female,Master's degree,IT,Business,Yes,Medium,Other,Unemployed,0
666,52,8,99781,3,1,1,0,4,1,Male,High School,Sales,Creative,No,Medium,Other,Part-time,0
667,18,9,26457,1,1,5,3,1,0,Male,PhD,Finance,Technical,Yes,Medium,US,Unemployed,1
668,38,13,26749,3,1,3,0,3,1,Male,Master's degree,Sales,Scientific,No,Medium,Other,Part-time,0
669,23,10,53064,1,0,5,0,3,2,Female,High School,HR,Technical,No,High,US,Full-time,1
670,45,17,29821,2,1,8,4,4,2,Male,Bachelor's degree,IT,Scientific,Yes,High,Other,Full-time,1
671,34,11,98655,1,0,9,1,1,0,Male,Bachelor's degree,Marketing,Scientific,No,High,US,Unemployed,1
672,22,11,27664,3,1,9,1,2,1,Male,PhD,HR,Scientific,No,Medium,Other,Part-time,1
673,48,12,49281,3,1,7,2,3,0,Male,Master's degree,IT,Scientific,No,Medium,Other,Unemployed,0
674,22,12,51821,1,1,0,4,2,1,Male,Bachelor's degree,IT,Business,No,Medium,US,Part-time,1
675,55,18,44647,2,0,7,4,3,1,Female,Master's degree,Marketing,Technical,No,High,Other,Part-time,0
676,20,18,89918,2,1,8,1,1,1,Male,Master's degree,Finance,Creative,No,Medium,Other,Part-time,0
677,40,13,94944,3,1,5,4,4,2,Female,Bachelor's degree,HR,Scientific,No,High,Other,Full-time,1
678,54,3,47603,1,1,9,1,2,1,Male,Master's degree,Marketing,Scientific,Yes,Medium,US,Part-time,0
679,54,12,66458,2,0,4,4,2,2,Male,Bachelor's degree,Marketing,Creative,No,Low,Other,Full-time,1
680,27,7,90605,2,0,5,0,4,1,Male,PhD,Finance,Creative,No,High,Other,Part-time,0
681,27,18,39623,3,0,5,1,2,2,Female,High School,HR,Scientific,Yes,Low,Other,Full-time,1
682,36,11,64440,2,1,8,1,3,2,Female,High School,Marketing,Creative,No,High,Other,Full-time,0
683,34,17,27704,1,0,3,3,4,2,Female,PhD,Finance,Creative,No,Medium,US,Full-time,1
684,38,5,47460,3,1,1,4,3,0,Male,Bachelor's degree,HR,Business,Yes,Medium,Other,Unemployed,1
685,31,17,93511,3,0,8,4,3,1,Male,Bachelor's degree,Sales,Creative,No,Low,Other,Part-time,1
686,26,18,26565,1,0,1,1,1,0,Female,Bachelor's degree,IT,Technical,No,Medium,US,Unemployed,1
687,18,4,24870,3,1,9,0,3,1,Female,Bachelor's degree,Finance,Technical,Yes,High,Other,Part-time,1
688,30,8,38909,2,0,8,0,1,1,Male,PhD,IT,Technical,Yes,Medium,Other,Part-time,0
689,21,2,29117,2,1,1,0,2,0,Female,High School,Sales,Scientific,No,Medium,Other,Unemployed,1
690,18,9,87474,1,1,7,4,2,2,Male,Master's degree,Marketing,Technical,No,High,US,Full-time,1
691,57,18,64322,2,0,8,3,1,1,Female,Master's degree,Marketing,Business,Yes,Low,Other,Part-time,0
692,49,2,40128,1,1,9,1,3,2,Female,High School,HR,Technical,No,Low,US,Full-time,1
693,51,14,89001,1,1,8,2,4,0,Female,PhD,Finance,Scientific,Yes,Medium,US,Unemployed,0
694,45,0,20440,2,0,9,3,4,2,Male,Master's degree,Finance,Business,Yes,High,Other,Full-time,0
695,48,6,80955,1,0,8,2,1,1,Male,High School,HR,Technical,Yes,Low,US,Part-time,0
696,25,11,69613,2,1,1,3,2,1,Female,PhD,IT,Business,No,Low,Other,Part-time,0
697,56,16,90949,3,0,3,0,2,1,Male,Master's degree,Marketing,Business,Yes,Medium,Other,Part-time,0
698,43,19,31663,3,1,6,4,4,0,Male,Bachelor's degree,Marketing,Scientific,Yes,High,Other,Unemployed,1
699,51,4,39547,1,1,1,2,1,1,Male,Bachelor's degree,Finance,Scientific,Yes,Low,US,Part-time,0
700,20,3,20005,2,0,0,3,4,0,Male,PhD,Finance,Business,No,Medium,Other,Unemployed,1
701,29,11,27038,2,0,2,4,3,2,Female,Bachelor's degree,HR,Technical,No,Medium,Other,Full-time,1
702,18,19,26414,3,0,3,2,3,1,Male,PhD,Sales,Scientific,No,Medium,Other,Part-time,1
703,22,17,89506,3,0,7,1,1,1,Male,High School,IT,Business,Yes,Medium,Other,Part-time,0
704,47,16,96586,2,1,5,3,1,1,Female,High School,Sales,Creative,No,Low,Other,Part-time,0
705,47,18,22606,1,1,1,1,3,2,Male,Master's degree,Sales,Creative,No,High,US,Full-time,1
706,34,8,36482,3,0,8,0,2,1,Male,PhD,Finance,Scientific,Yes,Medium,Other,Part-time,0
707,40,3,91873,1,0,1,1,1,0,Male,Master's degree,Finance,Technical,Yes,Medium,US,Unemployed,0
708,32,1,53948,1,1,4,1,3,2,Female,Master's degree,Finance,Creative,No,Low,US,Full-time,1
709,54,3,40875,3,1,3,3,3,2,Female,High School,Sales,Creative,No,Medium,Other,Full-time,0
710,38,1,33057,1,1,6,0,2,2,Male,Master's degree,IT,Creative,Yes,Medium,US,Full-time,1
711,31,14,52400,1,1,7,1,2,2,Male,Bachelor's degree,Finance,Technical,No,High,US,Full-time,1
712,19,1,91458,2,0,4,4,2,2,Female,Master's degree,Marketing,Technical,Yes,Medium,Other,Full-time,0
713,28,3,88607,1,1,9,2,2,0,Female,PhD,IT,Scientific,Yes,Low,US,Unemployed,0
714,56,5,47503,2,1,4,1,4,2,Female,Bachelor's degree,Marketing,Scientific,No,High,Other,Full-time,1
715,55,6,43765,3,0,1,0,2,1,Male,High School,IT,Creative,No,Low,Other,Part-time,0
716,51,9,66612,3,1,7,1,4,2,Male,PhD,Finance,Technical,No,High,Other,Full-time,0
717,55,18,29428,2,1,1,2,1,2,Female,Bachelor's degree,HR,Business,No,High,Other,Full-time,1
718,51,18,51419,3,0,9,0,3,2,Male,PhD,Finance,Creative,Yes,Medium,Other,Full-time,0
719,35,11,85195,1,0,5,3,4,2,Male,Bachelor's degree,Sales,Scientific,No,Medium,US,Full-time,1
720,47,2,93695,1,0,7,0,1,2,Male,PhD,Sales,Technical,No,Medium,US,Full-time,1
721,32,12,59142,1,1,5,3,1,0,Male,PhD,IT,Scientific,No,Low,US,Unemployed,0
722,44,17,91540,3,1,3,0,4,0,Male,Bachelor's degree,Sales,Scientific,Yes,Medium,Other,Unemployed,1
723,51,7,58289,1,0,3,2,1,2,Male,High School,Finance,Technical,No,Medium,US,Full-time,1
724,55,14,96948,3,0,5,2,1,0,Male,High School,Marketing,Creative,No,High,Other,Unemployed,0
725,50,0,78951,1,1,3,0,4,1,Female,PhD,Finance,Technical,Yes,Medium,US,Part-time,0
726,41,2,31755,2,0,7,1,1,2,Female,PhD,IT,Creative,Yes,Medium,Other,Full-time,0
727,32,7,23890,3,0,8,2,2,1,Female,High School,Sales,Scientific,Yes,Medium,Other,Part-time,0
728,47,3,37175,3,0,0,3,2,1,Female,High School,Marketing,Technical,Yes,Medium,Other,Part-time,0
729,59,15,94727,1,1,3,3,3,2,Female,Master's degree,HR,Business,Yes,High,US,Full-time,1
730,34,9,85687,3,1,3,4,1,1,Female,High School,Marketing,Creative,No,Medium,Other,Part-time,0
731,22,11,44288,3,1,1,3,3,1,Female,PhD,Marketing,Business,Yes,High,Other,Part-time,1
732,46,13,66629,2,1,5,4,2,1,Female,Bachelor's degree,Finance,Creative,Yes,Low,Other,Part-time,1
733,21,13,67800,2,1,2,0,2,2,Female,High School,HR,Technical,Yes,Medium,Other,Full-time,0
734,27,1,57367,1,1,6,0,2,2,Male,Master's degree,IT,Business,Yes,Medium,US,Full-time,1
735,34,4,97810,2,0,4,0,1,1,Male,Master's degree,IT,Technical,Yes,Medium,Other,Part-time,0
736,27,4,97754,1,1,3,1,1,2,Female,Master's degree,Marketing,Creative,Yes,High,US,Full-time,1
737,34,5,88513,1,1,4,1,2,2,Male,Bachelor's degree,Marketing,Creative,Yes,Medium,US,Full-time,1
738,37,12,49022,1,0,7,4,3,1,Male,High School,Sales,Creative,Yes,Medium,US,Part-time,0
739,41,8,89329,3,1,2,3,3,2,Female,High School,HR,Creative,No,Low,Other,Full-time,0
740,22,14,79414,2,1,6,3,4,0,Female,High School,Marketing,Scientific,No,High,Other,Unemployed,0
741,51,13,21659,1,0,5,0,2,2,Female,Bachelor's degree,Sales,Creative,No,High,US,Full-time,1
742,23,6,77941,2,0,0,2,3,0,Male,Bachelor's degree,HR,Business,Yes,Low,Other,Unemployed,1
743,19,19,57930,1,0,6,1,2,1,Male,PhD,IT,Creative,Yes,High,US,Part-time,0
744,30,1,63473,2,1,6,1,3,2,Female,Master's degree,Sales,Technical,Yes,Medium,Other,Full-time,0
745,28,6,75598,2,0,0,0,4,1,Male,Master's degree,HR,Scientific,No,Medium,Other,Part-time,0
746,40,5,36040,1,1,8,1,4,1,Male,High School,Sales,Business,Yes,Low,US,Part-time,0
747,33,16,89806,3,1,5,0,2,1,Male,Bachelor's degree,Marketing,Scientific,Yes,High,Other,Part-time,1
748,48,1,33286,2,1,1,4,3,1,Female,Bachelor's degree,Finance,Scientific,Yes,High,Other,Part-time,0
749,28,2,89139,3,1,4,3,1,1,Male,High School,IT,Scientific,No,High,Other,Part-time,0
750,33,4,75916,3,0,3,2,4,2,Male,High School,Marketing,Technical,No,Low,Other,Full-time,0
751,25,4,37600,1,0,6,3,2,0,Male,PhD,Marketing,Scientific,Yes,Medium,US,Unemployed,1
752,21,0,22291,1,1,7,3,2,2,Male,Master's degree,HR,Scientific,No,Low,US,Full-time,1
753,57,7,33123,1,0,0,4,3,2,Male,Master's degree,Sales,Creative,Yes,Medium,US,Full-time,1
754,21,11,23811,2,1,4,1,2,2,Male,Master's degree,IT,Technical,Yes,Low,Other,Full-time,1
755,42,3,98883,1,1,2,2,4,2,Male,PhD,Marketing,Business,No,Medium,US,Full-time,1
756,20,12,51276,1,1,0,1,2,0,Female,High School,HR,Business,No,High,US,Unemployed,0
757,49,14,74145,2,0,2,3,2,2,Female,High School,IT,Business,No,High,Other,Full-time,0
758,20,10,66619,2,1,5,0,1,1,Male,Master's degree,Sales,Technical,No,High,Other,Part-time,0
759,44,9,90678,1,1,6,3,1,2,Female,Master's degree,Marketing,Business,Yes,Low,US,Full-time,1
760,46,2,46714,1,0,7,1,4,2,Male,PhD,Marketing,Technical,Yes,Low,US,Full-time,1
761,49,13,75685,1,0,3,3,3,0,Male,Bachelor's degree,Marketing,Creative,No,Low,US,Unemployed,1
762,36,15,32194,1,0,2,0,1,0,Male,Bachelor's degree,IT,Creative,No,High,US,Unemployed,1
763,38,9,93062,3,0,4,4,3,1,Female,Master's degree,IT,Technical,Yes,Medium,Other,Part-time,0
764,22,9,84037,3,1,8,1,4,2,Male,PhD,IT,Business,Yes,High,Other,Full-time,0
765,35,11,39362,1,0,5,3,1,2,Male,Master's degree,IT,Technical,Yes,High,US,Full-time,1
766,45,8,74499,3,1,8,1,3,2,Female,Bachelor's degree,HR,Technical,Yes,Medium,Other,Full-time,1
767,59,0,66281,2,0,5,4,1,1,Female,Master's degree,Finance,Scientific,No,Medium,Other,Part-time,0
768,39,4,82813,3,0,1,3,4,0,Male,Bachelor's degree,HR,Technical,No,Medium,Other,Unemployed,0
769,38,19,64852,3,0,4,3,4,1,Female,Bachelor's degree,Marketing,Scientific,No,Medium,Other,Part-time,1
770,23,7,67836,1,0,8,1,1,2,Female,Bachelor's degree,HR,Creative,Yes,High,US,Full-time,1
771,18,10,24595,3,0,7,1,3,0,Male,High School,Sales,Scientific,Yes,Low,Other,Unemployed,1
772,22,11,35402,3,0,6,0,2,0,Male,High School,IT,Technical,No,High,Other,Unemployed,1
773,58,0,85283,3,1,0,4,2,1,Male,Master's degree,Sales,Creative,No,Medium,Other,Part-time,0
774,29,19,62723,3,0,3,0,1,0,Female,Bachelor's degree,Sales,Scientific,No,Low,Other,Unemployed,1
775,43,10,71322,2,0,6,3,3,0,Female,High School,Marketing,Technical,Yes,Low,Other,Unemployed,0
776,51,4,66764,1,0,6,1,2,2,Female,Master's degree,IT,Creative,No,High,US,Full-time,1
