,ID,Age,Gender,Job Role,Years at Company,Work Hours per Week,Employer Wellness Programs,Mental Health Awareness Training,Job Satisfaction (1-5),Overall Wellbeing (1-5),label
871,872,22,Female,Marketing Specialist,17,53,No,Yes,5,2,0
872,873,47,Other,Software Engineer,10,45,No,No,3,3,1
873,874,26,Male,CEO,11,30,Yes,Yes,4,4,1
874,875,60,Female,Finance Officer,9,37,Yes,No,5,4,1
875,876,51,Female,HR Manager,12,51,Yes,No,1,3,0
876,877,22,Other,Content Writer,18,39,Yes,No,3,5,1
877,878,42,Female,HR Manager,16,34,No,Yes,1,4,1
878,879,50,Male,Sales Executive,15,33,No,No,3,2,1
879,880,22,Male,Finance Officer,10,31,No,No,1,3,1
880,881,51,Female,Data Analyst,1,52,Yes,Yes,1,3,0
881,882,41,Male,Software Engineer,6,32,Yes,Yes,5,1,1
882,883,34,Male,Finance Officer,3,35,Yes,No,1,5,1
883,884,55,Other,Content Writer,5,37,Yes,Yes,3,3,1
884,885,60,Male,Project Manager,5,57,Yes,No,4,1,1
885,886,39,Other,Marketing Specialist,9,45,No,Yes,5,1,1
886,887,44,Male,Content Writer,14,58,No,No,1,2,0
887,888,33,Other,Software Engineer,14,49,No,Yes,2,2,0
888,889,27,Other,Marketing Specialist,16,32,Yes,No,4,2,1
889,890,36,Male,Software Engineer,9,59,Yes,Yes,3,5,1
890,891,54,Female,Marketing Specialist,9,37,Yes,Yes,4,2,1
891,892,42,Female,Marketing Specialist,7,60,Yes,No,3,5,0
892,893,33,Other,Data Analyst,11,43,Yes,No,5,2,1
893,894,29,Other,Software Engineer,14,49,No,Yes,1,3,0
894,895,30,Male,HR Manager,12,50,Yes,No,5,2,1
895,896,30,Female,Software Engineer,2,42,No,No,2,3,1
896,897,55,Male,HR Manager,7,51,No,No,4,2,0
897,898,44,Male,HR Manager,12,37,Yes,No,3,2,1
898,899,36,Other,Marketing Specialist,15,53,Yes,No,5,4,1
899,900,45,Male,Marketing Specialist,18,44,Yes,No,4,3,1
900,901,42,Male,Sales Executive,3,36,Yes,Yes,1,4,1
901,902,58,Male,Data Analyst,20,56,Yes,No,3,2,0
902,903,24,Male,Project Manager,16,45,No,Yes,1,1,1
903,904,47,Male,Systems Administrator,8,41,No,Yes,2,5,1
904,905,26,Female,Finance Officer,15,54,Yes,Yes,2,4,1
905,906,55,Other,CEO,18,50,No,No,4,5,0
906,907,26,Other,HR Manager,7,31,No,No,5,4,1
907,908,36,Male,Data Analyst,18,35,Yes,Yes,5,5,1
908,909,47,Female,CEO,14,46,Yes,No,3,3,0
909,910,46,Female,Data Analyst,14,32,No,No,3,2,1
910,911,29,Male,Data Analyst,6,45,Yes,Yes,5,2,1
911,912,58,Male,Data Analyst,14,50,No,Yes,2,1,0
912,913,59,Other,HR Manager,6,44,Yes,Yes,5,4,1
913,914,37,Female,Project Manager,14,35,No,No,2,1,1
914,915,33,Other,Data Analyst,7,43,Yes,Yes,2,5,1
915,916,46,Male,HR Manager,10,30,Yes,No,4,4,1
916,917,44,Male,HR Manager,11,40,No,Yes,1,2,1
917,918,33,Male,CEO,20,34,No,Yes,2,2,1
918,919,57,Other,Marketing Specialist,10,36,No,No,1,3,1
919,920,49,Other,Marketing Specialist,10,56,No,No,5,3,0
920,921,50,Female,Software Engineer,2,38,Yes,No,1,2,1
921,922,44,Male,Software Engineer,18,47,No,Yes,2,4,1
922,923,41,Female,Data Analyst,19,31,No,Yes,3,5,1
923,924,36,Male,CEO,15,35,No,Yes,5,2,1
924,925,38,Female,Finance Officer,19,42,Yes,No,3,3,1
925,926,43,Female,Marketing Specialist,3,44,Yes,No,3,5,1
926,927,51,Other,Marketing Specialist,15,30,Yes,No,2,2,1
927,928,46,Female,Software Engineer,11,50,No,No,3,2,0
928,929,44,Female,Systems Administrator,16,54,Yes,No,1,5,0
929,930,33,Other,Marketing Specialist,16,38,Yes,No,5,4,1
930,931,35,Female,Sales Executive,17,53,No,No,2,5,0
931,932,28,Female,Software Engineer,1,31,No,No,5,4,0
932,933,32,Other,Sales Executive,13,60,No,Yes,3,3,0
933,934,40,Male,Software Engineer,1,36,Yes,Yes,1,1,0
934,935,35,Female,Marketing Specialist,12,52,Yes,No,2,1,0
935,936,42,Female,Content Writer,10,51,Yes,No,1,4,0
936,937,49,Other,Systems Administrator,7,42,Yes,No,4,1,1
937,938,44,Female,Marketing Specialist,13,34,Yes,Yes,4,4,1
938,939,22,Other,Finance Officer,16,30,Yes,Yes,4,1,1
939,940,37,Male,Data Analyst,3,58,Yes,Yes,2,1,0
940,941,42,Other,Systems Administrator,5,44,No,No,2,3,1
941,942,28,Male,Sales Executive,19,59,No,No,2,4,0
942,943,58,Female,CEO,16,51,No,Yes,3,4,1
943,944,57,Male,Finance Officer,14,45,No,No,2,5,1
944,945,23,Male,HR Manager,18,54,No,Yes,2,2,0
945,946,30,Female,Software Engineer,6,56,No,Yes,2,5,1
946,947,56,Male,Data Analyst,14,52,No,Yes,2,3,0
947,948,52,Male,Data Analyst,7,53,Yes,No,4,1,1
948,949,56,Other,Content Writer,8,59,Yes,No,1,3,0
949,950,26,Female,Content Writer,7,58,Yes,No,1,5,0
950,951,25,Female,Marketing Specialist,2,53,Yes,Yes,5,1,1
951,952,40,Male,Data Analyst,1,46,No,Yes,5,3,0
952,953,46,Female,Marketing Specialist,15,34,No,No,2,5,1
953,954,41,Other,HR Manager,3,46,No,No,2,1,0
954,955,27,Other,Sales Executive,3,58,No,Yes,4,5,1
955,956,28,Female,Content Writer,5,38,Yes,Yes,4,3,1
956,957,56,Male,Content Writer,4,53,Yes,Yes,5,3,1
957,958,34,Male,Software Engineer,14,49,No,No,4,2,0
958,959,60,Male,CEO,9,56,Yes,Yes,4,1,1
959,960,46,Male,Finance Officer,8,31,Yes,Yes,3,2,1
960,961,59,Male,HR Manager,19,59,No,Yes,5,4,1
961,962,55,Male,Systems Administrator,13,34,Yes,Yes,1,1,1
962,963,43,Female,Project Manager,10,60,Yes,Yes,2,5,1
963,964,51,Male,Project Manager,16,56,Yes,No,2,4,0
964,965,41,Male,Sales Executive,1,41,No,Yes,2,4,1
965,966,28,Other,Project Manager,11,39,Yes,No,3,2,1
966,967,32,Other,Systems Administrator,5,57,No,Yes,1,3,0
967,968,43,Female,Sales Executive,17,48,No,No,4,3,0
968,969,45,Other,Content Writer,9,60,No,No,1,4,0
969,970,24,Male,Finance Officer,16,32,Yes,Yes,4,4,1
970,971,59,Female,HR Manager,14,45,Yes,No,3,4,1
971,972,30,Male,Sales Executive,5,48,Yes,Yes,1,5,1
972,973,45,Other,Marketing Specialist,7,34,No,No,5,3,1
973,974,42,Other,HR Manager,5,40,Yes,Yes,1,3,1
974,975,49,Other,Finance Officer,2,48,Yes,Yes,4,3,1
975,976,37,Male,Content Writer,18,43,Yes,Yes,1,1,1
976,977,46,Other,Data Analyst,10,32,Yes,Yes,5,3,1
977,978,33,Male,Software Engineer,9,35,No,No,5,3,1
978,979,44,Female,Content Writer,15,58,Yes,Yes,2,2,0
979,980,25,Other,Data Analyst,12,49,No,Yes,5,1,0
980,981,40,Female,Systems Administrator,10,42,No,No,4,4,1
981,982,36,Male,Data Analyst,11,33,No,Yes,4,2,1
982,983,30,Other,Marketing Specialist,4,39,No,No,3,4,1
983,984,28,Other,Project Manager,13,36,No,No,3,1,1
984,985,52,Other,Sales Executive,15,32,Yes,Yes,2,4,1
985,986,44,Female,Systems Administrator,16,50,Yes,Yes,2,2,0
986,987,56,Other,Sales Executive,18,32,Yes,No,4,1,1
987,988,58,Female,Content Writer,9,45,Yes,No,5,4,1
988,989,39,Male,Marketing Specialist,14,35,No,Yes,1,4,1
989,990,50,Other,Project Manager,11,40,Yes,Yes,2,3,1
990,991,24,Female,Software Engineer,15,60,No,No,3,3,0
991,992,42,Other,Systems Administrator,2,38,No,No,2,5,1
992,993,41,Other,Content Writer,9,31,No,Yes,1,4,1
993,994,60,Other,Data Analyst,18,45,No,Yes,3,3,1
994,995,31,Male,Finance Officer,2,32,Yes,Yes,1,4,1
995,996,36,Female,Finance Officer,7,60,Yes,No,1,2,0
996,997,26,Male,Project Manager,14,60,Yes,No,2,4,0
997,998,23,Other,Data Analyst,13,47,Yes,Yes,5,2,1
998,999,54,Male,Marketing Specialist,15,38,No,Yes,1,5,1
999,1000,52,Male,Content Writer,14,58,No,Yes,2,3,0
