,Plate Thickness,Plate Width,Plate Length,Steel Grade,Manufacturing Date,Plate Weight,Processing Method,Plate Usage,Temperature,Humidity,Presence of Defects,label
677,19,2188,3267,ISO,2027-07-10,3149,Forging,Construction,29,72,0,1
678,17,2359,3642,JIS,2027-07-11,2330,Forging,Automotive,28,96,0,0
679,17,2048,3236,ISO,2027-07-12,3306,Rolling,Construction,36,79,1,0
680,19,2326,3529,JIS,2027-07-13,2139,Rolling,Construction,20,60,0,0
681,16,2256,3551,JIS,2027-07-14,3424,Forging,Construction,23,62,0,0
682,18,2223,3020,JIS,2027-07-15,2901,Rolling,Construction,23,77,0,0
683,19,2140,3910,ISO,2027-07-16,3120,Casting,Automotive,37,73,0,1
684,16,2477,3736,JIS,2027-07-17,2516,Rolling,Construction,28,90,0,0
685,17,2214,3866,JIS,2027-07-18,2568,Casting,Construction,37,86,0,0
686,17,2434,3793,ISO,2027-07-19,2845,Forging,Construction,33,76,0,0
687,16,2378,3519,JIS,2027-07-20,3092,Casting,Construction,34,88,0,0
688,18,2439,3099,ISO,2027-07-21,2117,Forging,Automotive,25,95,1,0
689,17,2210,3751,JIS,2027-07-22,2887,Forging,Automotive,29,96,0,0
690,17,2317,3477,ISO,2027-07-23,3082,Rolling,Construction,34,85,1,0
691,17,2031,3598,JIS,2027-07-24,3056,Rolling,Construction,23,76,0,0
692,16,2157,3297,DIN,2027-07-25,3341,Rolling,Construction,37,81,0,0
693,19,2284,3939,ISO,2027-07-26,2049,Casting,Automotive,37,84,0,0
694,17,2304,3525,ISO,2027-07-27,2018,Casting,Construction,36,61,0,0
695,19,2428,3333,ISO,2027-07-28,2725,Rolling,Construction,31,81,1,0
696,18,2476,3001,DIN,2027-07-29,2196,Rolling,Construction,26,64,0,0
697,17,2285,3374,ISO,2027-07-30,3473,Rolling,Construction,35,63,0,0
698,17,2143,3292,DIN,2027-07-31,2558,Forging,Construction,30,95,1,0
699,18,2423,3836,ISO,2027-08-01,2451,Rolling,Construction,33,65,0,0
700,17,2018,3933,ISO,2027-08-02,2288,Forging,Construction,22,80,0,0
701,19,2017,3552,JIS,2027-08-03,3164,Casting,Construction,38,72,0,1
702,16,2256,3317,ISO,2027-08-04,3107,Rolling,Construction,37,96,1,0
703,19,2077,3501,JIS,2027-08-05,2390,Rolling,Automotive,29,84,0,0
704,16,2370,3827,JIS,2027-08-06,2214,Rolling,Construction,25,85,0,0
705,16,2174,3380,DIN,2027-08-07,2214,Rolling,Construction,32,98,0,0
706,19,2497,3622,DIN,2027-08-08,3426,Rolling,Automotive,29,79,1,1
707,19,2193,3013,JIS,2027-08-09,2127,Rolling,Construction,37,92,0,0
708,19,2475,3503,ISO,2027-08-10,2759,Casting,Automotive,39,73,0,0
709,19,2112,3230,ISO,2027-08-11,2403,Rolling,Automotive,35,95,0,0
710,18,2113,3984,ISO,2027-08-12,3052,Rolling,Construction,25,76,1,0
711,17,2221,3083,JIS,2027-08-13,2337,Casting,Aerospace,32,80,1,0
712,16,2165,3129,ISO,2027-08-14,2830,Forging,Construction,23,75,1,0
713,19,2434,3742,DIN,2027-08-15,2713,Rolling,Construction,33,75,0,0
714,19,2318,3837,JIS,2027-08-16,2360,Forging,Construction,20,79,0,0
715,19,2131,3144,JIS,2027-08-17,2568,Rolling,Construction,39,88,0,0
716,18,2384,3890,DIN,2027-08-18,3415,Forging,Automotive,24,87,1,0
717,19,2263,3856,ISO,2027-08-19,2217,Forging,Automotive,27,67,0,0
718,19,2412,3027,JIS,2027-08-20,2201,Forging,Automotive,31,83,0,0
719,19,2054,3065,DIN,2027-08-21,2016,Rolling,Aerospace,21,62,0,0
720,17,2358,3162,ISO,2027-08-22,2321,Casting,Automotive,31,84,0,0
721,18,2130,3228,ISO,2027-08-23,2517,Rolling,Automotive,24,78,0,0
722,19,2287,3260,JIS,2027-08-24,3348,Rolling,Construction,24,92,0,1
723,16,2265,3448,DIN,2027-08-25,3435,Rolling,Construction,32,61,0,0
724,16,2457,3423,JIS,2027-08-26,3341,Rolling,Construction,28,74,0,0
725,16,2466,3459,JIS,2027-08-27,2680,Rolling,Automotive,29,81,0,0
726,18,2365,3951,DIN,2027-08-28,3105,Casting,Construction,20,69,0,0
727,18,2161,3675,DIN,2027-08-29,3497,Casting,Construction,22,77,0,0
728,16,2379,3300,DIN,2027-08-30,3491,Rolling,Construction,37,81,0,0
729,19,2480,3918,ISO,2027-08-31,2424,Rolling,Construction,31,86,0,0
730,18,2086,3302,DIN,2027-09-01,3227,Rolling,Construction,22,72,0,0
731,16,2054,3286,JIS,2027-09-02,3018,Rolling,Construction,28,92,0,0
732,16,2475,3394,DIN,2027-09-03,2386,Rolling,Automotive,21,64,0,0
733,19,2287,3009,JIS,2027-09-04,2777,Casting,Construction,22,85,0,0
734,17,2177,3706,DIN,2027-09-05,2097,Rolling,Automotive,33,72,0,0
735,18,2390,3629,DIN,2027-09-06,3368,Rolling,Construction,23,86,1,0
736,19,2348,3269,DIN,2027-09-07,2207,Rolling,Construction,38,73,0,0
737,16,2007,3591,DIN,2027-09-08,2585,Casting,Construction,32,83,0,0
738,16,2320,3969,JIS,2027-09-09,2165,Forging,Construction,26,62,0,0
739,19,2312,3604,ISO,2027-09-10,2021,Casting,Construction,31,89,0,0
740,18,2246,3777,DIN,2027-09-11,2153,Forging,Construction,22,94,0,0
741,17,2322,3843,ISO,2027-09-12,3462,Rolling,Construction,28,73,0,0
742,17,2471,3861,ISO,2027-09-13,3318,Rolling,Construction,21,71,0,0
743,16,2470,3360,DIN,2027-09-14,2218,Forging,Construction,28,87,0,0
744,18,2442,3256,DIN,2027-09-15,2668,Rolling,Automotive,31,88,1,0
745,17,2254,3132,JIS,2027-09-16,2229,Forging,Automotive,31,76,0,0
746,18,2327,3275,DIN,2027-09-17,2019,Rolling,Construction,34,99,0,0
747,18,2053,3775,JIS,2027-09-18,2552,Rolling,Aerospace,21,80,0,0
748,16,2248,3682,DIN,2027-09-19,2949,Forging,Construction,37,82,0,0
749,17,2238,3971,DIN,2027-09-20,2147,Forging,Automotive,32,79,1,0
750,19,2228,3512,ISO,2027-09-21,3131,Forging,Automotive,33,70,0,1
751,16,2066,3312,ISO,2027-09-22,2402,Rolling,Automotive,24,93,1,0
752,17,2050,3575,ISO,2027-09-23,2595,Forging,Construction,29,69,0,0
753,17,2096,3885,DIN,2027-09-24,2366,Rolling,Construction,31,69,0,0
754,17,2091,3979,ISO,2027-09-25,3437,Rolling,Construction,29,65,0,0
755,17,2494,3283,ISO,2027-09-26,3332,Rolling,Construction,30,95,0,0
756,17,2263,3120,ISO,2027-09-27,2801,Rolling,Construction,21,83,0,0
757,18,2417,3106,JIS,2027-09-28,2917,Rolling,Construction,24,71,0,0
758,16,2290,3932,ISO,2027-09-29,3157,Rolling,Construction,26,82,0,0
759,18,2095,3686,DIN,2027-09-30,3306,Rolling,Construction,25,86,0,0
760,19,2087,3996,ISO,2027-10-01,2072,Rolling,Automotive,22,96,1,0
761,17,2077,3203,DIN,2027-10-02,2480,Rolling,Automotive,32,65,0,0
762,16,2287,3164,ISO,2027-10-03,3375,Rolling,Aerospace,22,60,0,0
763,17,2119,3304,ISO,2027-10-04,2559,Rolling,Construction,25,65,0,0
764,16,2301,3496,DIN,2027-10-05,3349,Forging,Automotive,30,81,0,0
765,18,2490,3631,ISO,2027-10-06,2744,Rolling,Automotive,36,83,0,0
766,16,2399,3555,ISO,2027-10-07,3466,Rolling,Construction,29,84,1,0
767,19,2451,3823,ISO,2027-10-08,2099,Rolling,Construction,31,74,1,0
768,19,2499,3155,ISO,2027-10-09,3082,Forging,Aerospace,36,85,0,1
769,16,2164,3366,ISO,2027-10-10,2507,Casting,Construction,23,67,1,0
770,16,2181,3718,ISO,2027-10-11,2257,Forging,Construction,21,83,0,0
771,16,2468,3901,JIS,2027-10-12,2412,Forging,Construction,30,97,0,0
772,16,2397,3619,DIN,2027-10-13,3475,Rolling,Construction,26,65,0,0
773,19,2222,3250,DIN,2027-10-14,3088,Forging,Automotive,21,94,0,1
774,17,2310,3956,ISO,2027-10-15,2594,Forging,Automotive,37,60,0,0
775,16,2431,3915,JIS,2027-10-16,3177,Rolling,Construction,23,95,0,0
776,16,2465,3881,ISO,2027-10-17,2265,Rolling,Construction,27,71,0,0
777,19,2006,3333,ISO,2027-10-18,2820,Rolling,Construction,39,97,0,0
778,19,2329,3641,DIN,2027-10-19,3102,Casting,Construction,33,70,0,1
779,18,2262,3968,ISO,2027-10-20,3338,Forging,Construction,31,71,1,0
780,16,2160,3510,ISO,2027-10-21,2661,Forging,Automotive,37,98,0,0
781,18,2150,3292,DIN,2027-10-22,2946,Rolling,Construction,30,66,0,0
782,19,2084,3019,JIS,2027-10-23,2559,Rolling,Construction,27,70,0,0
783,19,2146,3281,DIN,2027-10-24,2916,Rolling,Automotive,21,95,0,0
784,17,2111,3796,JIS,2027-10-25,2890,Rolling,Construction,34,90,0,0
785,16,2380,3000,JIS,2027-10-26,3271,Casting,Automotive,28,92,0,0
786,18,2402,3118,ISO,2027-10-27,2867,Forging,Automotive,38,72,0,0
787,19,2035,3034,ISO,2027-10-28,2609,Rolling,Automotive,39,77,0,0
788,19,2284,3197,ISO,2027-10-29,2413,Casting,Construction,27,83,0,0
789,18,2187,3484,DIN,2027-10-30,2024,Rolling,Construction,38,68,0,0
790,17,2081,3756,DIN,2027-10-31,2283,Casting,Construction,24,90,0,0
791,19,2001,3058,JIS,2027-11-01,3472,Rolling,Construction,30,69,0,1
792,16,2384,3836,JIS,2027-11-02,2880,Rolling,Automotive,34,61,1,0
793,19,2302,3160,DIN,2027-11-03,2300,Rolling,Automotive,27,97,0,0
794,16,2196,3690,ISO,2027-11-04,3091,Rolling,Automotive,38,74,1,0
795,18,2403,3205,JIS,2027-11-05,3030,Rolling,Aerospace,27,62,0,0
796,16,2010,3011,JIS,2027-11-06,2816,Forging,Automotive,38,90,1,0
797,18,2233,3489,JIS,2027-11-07,3160,Casting,Construction,37,65,0,0
798,16,2385,3275,ISO,2027-11-08,3187,Forging,Construction,29,62,0,0
799,18,2194,3692,DIN,2027-11-09,2082,Rolling,Automotive,26,70,1,0
800,16,2470,3241,ISO,2027-11-10,3443,Forging,Construction,28,74,0,0
801,17,2118,3215,ISO,2027-11-11,3096,Rolling,Construction,20,87,0,0
802,16,2395,3250,ISO,2027-11-12,3260,Rolling,Construction,38,69,0,0
803,16,2019,3810,DIN,2027-11-13,2045,Forging,Automotive,24,97,0,0
804,17,2260,3125,DIN,2027-11-14,2617,Forging,Construction,38,66,1,0
805,19,2292,3993,ISO,2027-11-15,2927,Rolling,Automotive,20,74,0,0
806,19,2421,3216,ISO,2027-11-16,2261,Rolling,Automotive,34,77,0,0
807,16,2255,3305,DIN,2027-11-17,2175,Casting,Construction,35,77,0,0
808,17,2221,3796,ISO,2027-11-18,3189,Rolling,Construction,26,83,0,0
809,16,2392,3184,ISO,2027-11-19,2656,Rolling,Construction,31,61,0,0
810,18,2225,3038,DIN,2027-11-20,2841,Forging,Automotive,27,99,0,0
811,18,2052,3222,JIS,2027-11-21,2369,Rolling,Automotive,24,79,0,0
812,16,2427,3183,ISO,2027-11-22,2053,Rolling,Automotive,29,93,0,0
813,19,2354,3494,ISO,2027-11-23,2689,Rolling,Construction,24,85,1,0
814,19,2499,3426,ISO,2027-11-24,3442,Forging,Construction,36,66,0,1
815,16,2341,3177,JIS,2027-11-25,3364,Forging,Construction,24,97,0,0
816,16,2363,3918,DIN,2027-11-26,3150,Forging,Automotive,34,89,0,0
817,18,2279,3427,DIN,2027-11-27,3432,Casting,Construction,32,64,0,0
818,19,2080,3293,ISO,2027-11-28,2366,Forging,Construction,20,70,0,0
819,16,2201,3851,DIN,2027-11-29,3294,Rolling,Construction,30,60,1,0
820,18,2157,3150,ISO,2027-11-30,2643,Rolling,Construction,20,93,0,0
821,19,2119,3383,DIN,2027-12-01,2378,Forging,Construction,30,60,1,0
822,17,2058,3637,JIS,2027-12-02,2072,Forging,Construction,37,78,0,0
823,18,2493,3812,DIN,2027-12-03,2914,Forging,Construction,37,61,0,0
824,19,2214,3307,JIS,2027-12-04,3271,Forging,Construction,35,80,0,1
825,19,2127,3335,JIS,2027-12-05,2859,Rolling,Automotive,32,79,0,0
826,18,2223,3945,ISO,2027-12-06,2042,Rolling,Automotive,26,82,0,0
827,17,2208,3745,JIS,2027-12-07,2376,Rolling,Construction,20,80,1,0
828,18,2369,3891,ISO,2027-12-08,3064,Rolling,Automotive,35,83,0,0
829,19,2114,3374,DIN,2027-12-09,2169,Rolling,Construction,20,63,1,0
830,16,2208,3007,ISO,2027-12-10,2211,Forging,Construction,36,71,0,0
831,16,2013,3340,ISO,2027-12-11,2038,Forging,Automotive,25,81,0,0
832,18,2008,3128,DIN,2027-12-12,2368,Rolling,Automotive,21,79,0,0
833,19,2039,3775,ISO,2027-12-13,2756,Rolling,Automotive,36,77,0,0
834,16,2449,3668,DIN,2027-12-14,2150,Rolling,Construction,25,60,1,0
835,19,2236,3351,DIN,2027-12-15,3134,Rolling,Construction,33,89,0,1
836,18,2280,3357,ISO,2027-12-16,3459,Forging,Automotive,37,92,0,0
837,16,2358,3516,ISO,2027-12-17,3070,Forging,Construction,25,83,0,0
838,19,2200,3494,DIN,2027-12-18,3023,Forging,Construction,29,73,0,1
839,16,2245,3085,ISO,2027-12-19,2736,Forging,Automotive,37,95,0,0
840,18,2277,3174,JIS,2027-12-20,3389,Forging,Automotive,28,64,0,0
841,19,2234,3801,DIN,2027-12-21,2068,Rolling,Automotive,27,70,0,0
842,16,2493,3192,JIS,2027-12-22,2298,Rolling,Construction,29,83,0,0
843,18,2003,3310,DIN,2027-12-23,2943,Rolling,Automotive,36,90,0,0
844,16,2153,3118,DIN,2027-12-24,2801,Casting,Construction,25,72,0,0
845,16,2441,3217,DIN,2027-12-25,2295,Rolling,Construction,33,75,0,0
846,17,2028,3426,ISO,2027-12-26,2202,Rolling,Automotive,25,83,0,0
847,17,2108,3969,ISO,2027-12-27,2060,Casting,Construction,26,72,0,0
848,18,2097,3413,JIS,2027-12-28,2945,Casting,Construction,31,83,0,0
849,17,2214,3113,DIN,2027-12-29,2962,Forging,Automotive,22,85,0,0
850,18,2292,3977,JIS,2027-12-30,3337,Rolling,Construction,33,61,0,0
851,17,2074,3144,JIS,2027-12-31,3184,Rolling,Construction,38,75,0,0
852,16,2325,3537,JIS,2028-01-01,2330,Rolling,Construction,35,97,0,0
853,18,2145,3647,JIS,2028-01-02,2337,Rolling,Construction,26,60,0,0
854,18,2127,3302,DIN,2028-01-03,3327,Rolling,Construction,27,70,1,0
855,16,2340,3743,ISO,2028-01-04,3361,Rolling,Automotive,37,94,0,0
856,18,2041,3880,DIN,2028-01-05,2638,Casting,Automotive,32,88,0,0
857,18,2355,3587,ISO,2028-01-06,2274,Rolling,Construction,28,96,0,0
858,17,2040,3986,DIN,2028-01-07,3187,Forging,Automotive,29,76,0,0
859,18,2421,3839,JIS,2028-01-08,3466,Forging,Construction,28,98,0,0
860,19,2033,3344,DIN,2028-01-09,2318,Rolling,Construction,34,87,0,0
861,16,2016,3813,ISO,2028-01-10,2588,Forging,Automotive,39,88,0,0
862,17,2164,3963,ISO,2028-01-11,2503,Rolling,Construction,21,62,0,0
863,17,2152,3800,DIN,2028-01-12,2386,Rolling,Aerospace,32,69,0,0
864,19,2485,3000,ISO,2028-01-13,2869,Forging,Construction,21,73,0,0
865,16,2377,3146,JIS,2028-01-14,2832,Rolling,Automotive,38,71,0,0
866,16,2075,3286,ISO,2028-01-15,3014,Casting,Construction,21,89,0,0
867,17,2086,3975,ISO,2028-01-16,2602,Rolling,Construction,22,91,0,0
868,18,2116,3653,ISO,2028-01-17,2690,Forging,Construction,25,91,0,0
869,17,2361,3052,DIN,2028-01-18,2493,Rolling,Automotive,22,91,1,0
870,16,2341,3303,DIN,2028-01-19,2489,Rolling,Construction,29,85,0,0
871,19,2468,3068,ISO,2028-01-20,2720,Rolling,Aerospace,25,60,0,0
872,17,2026,3360,ISO,2028-01-21,3096,Forging,Construction,35,61,0,0
873,16,2312,3601,DIN,2028-01-22,2508,Casting,Construction,36,76,1,0
874,17,2286,3957,ISO,2028-01-23,2389,Casting,Construction,38,89,0,0
875,18,2133,3219,DIN,2028-01-24,2294,Rolling,Automotive,22,98,0,0
876,17,2218,3961,DIN,2028-01-25,3392,Forging,Automotive,37,66,0,0
877,17,2167,3703,ISO,2028-01-26,2795,Forging,Construction,26,86,0,0
878,16,2097,3965,ISO,2028-01-27,2864,Forging,Automotive,28,68,1,0
879,16,2267,3574,JIS,2028-01-28,2548,Rolling,Construction,39,81,0,0
880,16,2236,3584,DIN,2028-01-29,2648,Forging,Automotive,31,93,0,0
881,17,2308,3160,DIN,2028-01-30,2567,Casting,Automotive,24,60,1,0
882,18,2454,3680,ISO,2028-01-31,3210,Rolling,Construction,22,68,0,0
883,19,2393,3088,DIN,2028-02-01,2852,Casting,Construction,30,79,0,0
884,19,2172,3687,ISO,2028-02-02,2769,Forging,Aerospace,23,78,0,0
885,16,2400,3780,DIN,2028-02-03,2444,Rolling,Automotive,24,95,0,0
886,16,2409,3584,JIS,2028-02-04,2362,Rolling,Construction,20,99,0,0
887,17,2468,3756,ISO,2028-02-05,2122,Rolling,Construction,37,63,0,0
888,19,2475,3588,ISO,2028-02-06,3211,Forging,Construction,31,68,0,1
889,16,2189,3158,ISO,2028-02-07,2741,Casting,Construction,32,81,0,0
890,18,2121,3488,ISO,2028-02-08,2679,Rolling,Automotive,28,77,1,0
891,18,2045,3970,ISO,2028-02-09,2419,Casting,Automotive,21,71,0,0
892,16,2063,3323,ISO,2028-02-10,3275,Casting,Construction,24,98,1,0
893,16,2129,3609,JIS,2028-02-11,3358,Rolling,Construction,32,68,0,0
894,19,2309,3380,DIN,2028-02-12,2091,Casting,Construction,35,65,0,0
895,19,2362,3101,ISO,2028-02-13,2062,Casting,Construction,35,78,1,0
896,17,2192,3493,JIS,2028-02-14,2511,Forging,Construction,22,66,0,0
897,19,2306,3643,ISO,2028-02-15,3162,Forging,Construction,23,75,0,1
898,18,2180,3613,JIS,2028-02-16,3208,Casting,Construction,30,64,0,0
899,18,2291,3018,ISO,2028-02-17,3228,Forging,Construction,33,75,0,0
900,16,2370,3453,JIS,2028-02-18,2771,Rolling,Construction,22,60,0,0
901,19,2281,3481,DIN,2028-02-19,3237,Casting,Construction,35,96,1,1
902,17,2028,3593,JIS,2028-02-20,2255,Forging,Construction,34,98,0,0
903,18,2148,3396,JIS,2028-02-21,2134,Forging,Construction,29,78,0,0
904,18,2266,3278,ISO,2028-02-22,2874,Rolling,Construction,28,96,0,0
905,17,2295,3850,JIS,2028-02-23,2821,Forging,Construction,30,76,0,0
906,17,2010,3364,ISO,2028-02-24,2087,Rolling,Construction,35,85,0,0
907,18,2163,3330,ISO,2028-02-25,2987,Casting,Automotive,29,81,0,0
908,18,2112,3640,ISO,2028-02-26,3230,Rolling,Aerospace,36,67,0,0
909,17,2186,3343,DIN,2028-02-27,3152,Rolling,Automotive,38,92,0,0
910,18,2294,3821,ISO,2028-02-28,2822,Rolling,Construction,21,61,1,0
911,16,2231,3454,DIN,2028-02-29,3026,Rolling,Automotive,21,89,0,0
912,16,2226,3600,DIN,2028-03-01,2973,Forging,Automotive,25,79,0,0
913,17,2309,3724,JIS,2028-03-02,2933,Casting,Construction,38,77,0,0
914,19,2097,3654,JIS,2028-03-03,2120,Casting,Construction,27,69,0,0
915,17,2054,3064,DIN,2028-03-04,3408,Rolling,Automotive,22,83,0,0
916,17,2110,3075,ISO,2028-03-05,3061,Rolling,Construction,33,63,1,0
917,19,2151,3710,ISO,2028-03-06,3364,Casting,Construction,35,96,0,1
918,19,2245,3142,ISO,2028-03-07,3007,Casting,Automotive,20,63,1,1
919,19,2405,3916,ISO,2028-03-08,2924,Rolling,Automotive,22,72,0,0
920,16,2068,3914,ISO,2028-03-09,2644,Rolling,Construction,37,84,1,0
921,18,2311,3827,ISO,2028-03-10,2713,Rolling,Construction,28,72,0,0
922,16,2288,3604,JIS,2028-03-11,2859,Casting,Construction,25,77,1,0
923,18,2249,3472,DIN,2028-03-12,2020,Forging,Automotive,20,83,0,0
924,16,2035,3416,ISO,2028-03-13,2241,Rolling,Construction,29,61,0,0
925,18,2238,3304,DIN,2028-03-14,2454,Rolling,Construction,25,92,1,0
926,16,2147,3735,ISO,2028-03-15,2962,Casting,Automotive,31,78,0,0
927,19,2466,3496,DIN,2028-03-16,2620,Rolling,Construction,23,68,0,0
928,17,2226,3290,DIN,2028-03-17,2302,Rolling,Automotive,32,87,0,0
929,16,2243,3939,DIN,2028-03-18,2802,Forging,Construction,36,94,1,0
930,18,2490,3101,DIN,2028-03-19,2963,Rolling,Construction,27,98,0,0
931,19,2336,3985,JIS,2028-03-20,2068,Rolling,Automotive,39,69,0,0
932,16,2445,3266,JIS,2028-03-21,3152,Casting,Construction,22,60,0,0
933,16,2364,3866,DIN,2028-03-22,2195,Casting,Construction,31,80,0,0
934,19,2490,3967,DIN,2028-03-23,2139,Casting,Construction,26,68,1,0
935,16,2481,3621,DIN,2028-03-24,3467,Casting,Automotive,31,74,0,0
936,17,2200,3973,ISO,2028-03-25,2282,Forging,Aerospace,21,94,0,0
937,16,2153,3841,ISO,2028-03-26,2311,Casting,Aerospace,33,64,1,0
938,17,2449,3961,ISO,2028-03-27,2745,Rolling,Construction,24,81,0,0
939,17,2072,3941,DIN,2028-03-28,2276,Forging,Construction,28,82,0,0
940,19,2200,3776,DIN,2028-03-29,2060,Casting,Construction,30,66,0,0
941,16,2295,3002,ISO,2028-03-30,3342,Rolling,Automotive,24,82,0,1
942,19,2016,3084,JIS,2028-03-31,2051,Rolling,Construction,22,84,0,0
943,16,2128,3793,JIS,2028-04-01,2152,Rolling,Aerospace,36,86,0,0
944,16,2216,3327,JIS,2028-04-02,3334,Rolling,Construction,21,65,0,1
945,18,2060,3815,DIN,2028-04-03,2543,Rolling,Aerospace,20,93,0,0
946,16,2426,3449,JIS,2028-04-04,2566,Casting,Automotive,26,68,0,0
947,19,2103,3453,ISO,2028-04-05,3412,Casting,Automotive,33,92,0,1
948,17,2041,3923,JIS,2028-04-06,2621,Rolling,Construction,24,65,0,0
949,16,2024,3628,ISO,2028-04-07,3200,Rolling,Construction,38,96,0,1
950,18,2038,3220,JIS,2028-04-08,3385,Rolling,Construction,30,90,0,1
951,19,2290,3153,ISO,2028-04-09,2313,Casting,Construction,21,93,0,0
952,16,2130,3664,JIS,2028-04-10,2806,Rolling,Construction,27,88,0,0
953,19,2497,3011,JIS,2028-04-11,2847,Rolling,Construction,28,73,0,0
954,18,2228,3132,ISO,2028-04-12,2096,Rolling,Construction,22,95,0,0
955,18,2107,3993,DIN,2028-04-13,2880,Rolling,Automotive,21,95,0,0
956,19,2171,3303,JIS,2028-04-14,3236,Rolling,Automotive,26,74,0,1
957,16,2434,3292,DIN,2028-04-15,2828,Casting,Construction,24,67,0,0
958,17,2477,3974,JIS,2028-04-16,2136,Forging,Aerospace,24,85,1,0
959,18,2101,3299,DIN,2028-04-17,3029,Forging,Construction,39,95,1,1
960,16,2353,3739,ISO,2028-04-18,3010,Rolling,Construction,32,80,0,1
961,16,2011,3782,ISO,2028-04-19,2108,Forging,Construction,39,87,0,0
962,17,2274,3042,ISO,2028-04-20,2546,Forging,Automotive,25,63,0,0
963,18,2100,3943,JIS,2028-04-21,3062,Rolling,Construction,39,75,0,1
964,18,2043,3342,ISO,2028-04-22,2661,Forging,Construction,37,81,0,0
965,16,2442,3325,DIN,2028-04-23,2424,Rolling,Automotive,21,71,0,0
966,16,2304,3813,DIN,2028-04-24,2629,Casting,Construction,25,75,0,0
967,17,2444,3497,DIN,2028-04-25,2260,Rolling,Automotive,28,99,0,0
968,17,2016,3363,JIS,2028-04-26,3449,Casting,Aerospace,22,97,0,1
969,18,2329,3890,JIS,2028-04-27,2086,Rolling,Aerospace,20,96,0,0
970,19,2056,3426,DIN,2028-04-28,2464,Forging,Construction,20,88,0,0
971,18,2310,3020,JIS,2028-04-29,2075,Forging,Construction,38,77,0,0
972,16,2496,3406,JIS,2028-04-30,2470,Forging,Construction,24,69,0,0
973,18,2302,3618,DIN,2028-05-01,2413,Rolling,Construction,32,98,0,0
974,19,2011,3335,JIS,2028-05-02,2824,Rolling,Construction,38,77,0,0
975,17,2317,3814,ISO,2028-05-03,2894,Forging,Construction,31,60,0,0
976,19,2079,3116,ISO,2028-05-04,2725,Rolling,Aerospace,35,98,0,0
977,19,2215,3123,JIS,2028-05-05,2456,Rolling,Aerospace,38,80,0,0
978,19,2338,3398,DIN,2028-05-06,3308,Forging,Construction,22,60,1,1
979,17,2263,3792,JIS,2028-05-07,3262,Forging,Construction,31,74,1,1
980,19,2478,3803,JIS,2028-05-08,2652,Rolling,Construction,24,63,0,0
981,19,2148,3714,ISO,2028-05-09,2671,Rolling,Construction,21,79,0,0
982,19,2080,3050,JIS,2028-05-10,3395,Rolling,Automotive,26,69,0,1
983,16,2214,3782,DIN,2028-05-11,2494,Forging,Automotive,32,82,1,0
984,19,2484,3323,DIN,2028-05-12,3068,Forging,Automotive,34,93,0,1
985,17,2373,3788,DIN,2028-05-13,3424,Casting,Automotive,22,92,1,1
986,19,2463,3140,JIS,2028-05-14,3270,Casting,Construction,39,93,0,1
987,19,2197,3469,ISO,2028-05-15,2596,Rolling,Automotive,24,98,0,0
988,17,2199,3786,DIN,2028-05-16,2449,Rolling,Construction,27,69,1,0
989,19,2024,3801,DIN,2028-05-17,2484,Rolling,Construction,20,79,0,0
990,17,2465,3333,JIS,2028-05-18,2645,Rolling,Construction,27,60,0,0
991,19,2088,3892,DIN,2028-05-19,2619,Casting,Construction,37,72,0,0
992,17,2267,3963,ISO,2028-05-20,3041,Forging,Construction,39,60,0,1
993,19,2142,3372,ISO,2028-05-21,2661,Rolling,Construction,35,64,0,0
994,19,2058,3563,ISO,2028-05-22,2757,Rolling,Aerospace,37,75,0,0
995,16,2409,3493,JIS,2028-05-23,2288,Forging,Construction,39,74,0,0
996,16,2488,3538,ISO,2028-05-24,3437,Forging,Construction,31,87,0,1
997,19,2364,3668,ISO,2028-05-25,2720,Rolling,Construction,32,90,1,0
998,19,2025,3750,JIS,2028-05-26,2637,Casting,Automotive,32,82,0,0
999,18,2046,3155,ISO,2028-05-27,2234,Forging,Construction,29,76,0,0
