,Code_ID,Lines_of_Code,Complexity_Score,Code_Avg_Cyclomatic_Complexity,Num_Functions,Num_Variables,Code_Avg_Nesting_Depth,Commented_Lines_Percentage,Previous_Defects,label
989,990,797,10.87,4.8,14,35,3,26.16,4,1
990,991,781,1.98,2.4,19,16,2,85.13,1,0
991,992,777,10.58,5.2,31,21,6,59.68,0,1
992,993,486,6.42,5.6,13,42,7,92.55,1,0
993,994,234,10.03,1.9,25,75,6,59.98,1,0
994,995,433,3.49,5.7,10,99,6,32.48,2,0
995,996,136,11.46,1.3,40,69,7,58.52,5,1
996,997,351,10.15,5.1,35,99,2,83.11,0,1
997,998,940,9.11,5.2,42,71,5,65.84,2,1
998,999,238,4.12,4.4,36,88,4,63.58,1,0
999,1000,550,3.68,2.5,18,98,6,57.48,1,0
