,Age,Gender,Race,Family Income,Parental Education Level,School Type,Dependents,Attendance,GPA,label
564,16,Female,Asian,124020.93187710425,Bachelor's Degree,Public,0,78.57251934781529,2.3487366512317873,0
565,18,Male,Black,103225.5670004385,Associate Degree,Private,0,82.52628767036936,3.160301437106317,0
566,18,Male,White,124089.96556838928,Associate Degree,Public,3,78.69537787769143,3.0832991330744095,1
567,16,Other,White,79360.48597795973,PhD,Public,3,77.62664121803132,2.8327012429307867,1
568,16,Other,Asian,119709.1636379528,Bachelor's Degree,Public,3,90.02704623365996,2.4500153865747603,1
569,18,Male,Hispanic,79021.09414771512,PhD,Private,0,79.77184158995625,2.445339423648197,1
570,16,Male,Black,40650.95825033435,Master's Degree,Private,3,98.15636642549072,3.336095720757502,1
571,18,Other,Black,96069.4701761933,No Diploma,Public,3,89.64307690135024,2.96183494583365,1
572,18,Male,Hispanic,84519.44716663747,Bachelor's Degree,Public,4,81.34822077771442,2.0853298696645983,1
573,17,Male,White,60345.586464189255,Bachelor's Degree,Private,1,88.93122691778325,2.813447490154155,1
574,17,Female,White,137053.6001960123,Bachelor's Degree,Charter,4,92.70301410575664,3.290640367349449,1
575,18,Male,White,75942.39666432014,High School Diploma,Public,1,86.71008321914648,3.4401322084302794,1
576,16,Male,Black,34695.133371873766,Associate Degree,Public,1,97.62884071821343,2.8110996080713786,1
577,16,Other,Black,75856.28882431085,No Diploma,Public,1,89.26957232953612,3.08755588546671,1
578,16,Female,Hispanic,80941.17694804436,No Diploma,Charter,0,89.09056096807423,2.8809172994014736,0
579,17,Female,Asian,133396.52678329917,Associate Degree,Public,0,80.25812278556799,2.0628185100471286,0
580,15,Male,Black,125901.98497260522,Associate Degree,Public,3,77.18433002657918,3.028476282555703,1
581,18,Other,White,53995.99030895092,High School Diploma,Charter,4,94.17778470366585,3.10782140047929,1
582,15,Male,Asian,130683.50711506451,Associate Degree,Private,4,88.15784897967283,3.047479176578733,1
583,15,Other,Black,59751.267390439825,Associate Degree,Private,3,85.6625474214231,3.735062205884369,1
584,16,Other,Hispanic,71032.09777971517,No Diploma,Private,4,94.53999368733716,3.5563656933591905,1
585,15,Female,Hispanic,39218.214477298956,High School Diploma,Charter,3,85.03620410771114,2.785217627909617,1
586,16,Male,Asian,36642.75757612366,Bachelor's Degree,Public,2,89.69340364083493,2.8797487522655487,1
587,15,Other,White,111703.21449733649,PhD,Private,4,77.8440382838393,2.834495355625135,1
588,18,Other,Hispanic,140800.93014260795,Bachelor's Degree,Public,0,99.66519002898231,2.765601038603979,0
589,17,Female,White,89162.02250853943,High School Diploma,Private,2,79.10909076055717,3.5550018251050517,1
590,17,Male,White,131291.24543502997,Master's Degree,Private,3,79.22646570966596,3.7849735727361544,1
591,16,Male,White,125250.1499631184,Associate Degree,Charter,0,86.01059501749882,3.87481633432637,0
592,15,Other,White,109761.44680575951,No Diploma,Public,4,81.46495967438982,2.95946073628605,1
593,15,Other,Asian,147387.47173413343,Associate Degree,Public,1,90.73955303162572,2.6688799017809757,1
594,15,Male,White,126262.55050516632,High School Diploma,Private,3,75.32397568513855,3.7816697974182487,1
595,15,Other,White,62981.32730571137,Associate Degree,Private,4,88.22926855732833,3.656784192284345,1
596,15,Male,Black,124681.70954653295,High School Diploma,Private,4,95.3741357580699,2.83991422777553,1
597,18,Other,White,113119.39755406843,Bachelor's Degree,Private,3,98.74229935387967,2.430037916074463,1
598,17,Female,Black,77942.4535963622,Associate Degree,Public,3,93.49737834091971,2.89022135752386,1
599,16,Female,Asian,39215.6964272538,High School Diploma,Public,3,79.68094680610574,3.7156548265514378,1
600,15,Male,White,55723.14355417196,High School Diploma,Private,4,91.72162538803695,3.8697100450182758,1
601,17,Other,Black,125668.5469972026,Associate Degree,Public,2,91.97161663259394,3.2383667744119107,1
602,18,Male,Hispanic,59818.23457632591,Bachelor's Degree,Private,1,87.28608451636828,3.882058760017668,1
603,18,Other,Black,149742.95796280177,No Diploma,Charter,4,94.08036660019688,3.04093298468407,1
604,18,Other,Asian,113278.57679862535,Bachelor's Degree,Public,3,94.33343760583782,3.901629084940361,1
605,18,Other,Hispanic,87266.69768611295,High School Diploma,Public,2,92.62800843637885,3.493270943309697,1
606,15,Female,Hispanic,98452.40282543126,Bachelor's Degree,Public,1,81.4302412283547,3.352375099728672,1
607,17,Male,Asian,103304.72682497234,Master's Degree,Private,2,98.16204774955297,2.9675973335598407,1
608,16,Female,Black,146273.3784039148,High School Diploma,Private,3,76.15285233345242,3.0221129358824155,1
609,15,Female,White,49408.943355782336,Associate Degree,Charter,1,99.27588429143974,2.185024872835502,1
610,18,Male,White,62687.49631929055,Bachelor's Degree,Private,2,88.29488715854764,3.003437020229776,1
611,18,Female,White,115150.92575654923,High School Diploma,Public,2,91.31783989726854,2.105981446296208,1
612,18,Male,White,58782.95797722787,High School Diploma,Private,2,95.79261573147654,2.772944211819283,1
613,18,Male,White,134555.659464246,PhD,Private,1,79.06370981353508,3.9309424066176426,1
614,15,Female,Hispanic,71584.10107897423,Bachelor's Degree,Charter,3,97.4135872837653,3.892726635770562,1
615,17,Male,Black,51700.727989898296,Bachelor's Degree,Private,1,75.23692058646236,3.8489308928803556,1
616,16,Female,Hispanic,35714.49130197822,Master's Degree,Public,2,98.2443416498764,2.30911902521688,1
617,17,Male,Asian,101471.40483815399,Associate Degree,Public,2,85.28518296192979,3.029148460493611,1
618,17,Other,White,129033.8627465462,Associate Degree,Public,3,99.88583991745283,2.5154522367963086,1
619,16,Other,White,62855.17333785495,Associate Degree,Public,0,80.76939422320795,3.103492908605215,0
620,18,Female,Hispanic,140104.73835105845,Bachelor's Degree,Public,3,91.64957085026768,2.2545437424894024,1
621,18,Other,White,120928.11241416057,High School Diploma,Public,1,96.22950525676232,3.190644290081133,1
622,15,Other,White,37356.081899854165,No Diploma,Public,2,75.55911415862876,2.787669787229034,1
623,15,Male,Black,98715.95960096999,High School Diploma,Private,4,75.60064355832432,2.913291051988401,1
624,17,Female,Asian,98092.91283903188,PhD,Public,2,75.82818323849062,3.4560526015889295,1
625,16,Other,Black,54284.67659231763,No Diploma,Public,0,75.14912238017635,3.6413493430571924,0
626,16,Other,White,70145.32543988658,Bachelor's Degree,Charter,0,80.33857698553788,3.1002380276409562,0
627,15,Female,Asian,84993.46723005146,PhD,Public,3,95.10738019787134,3.8773776228665637,1
628,18,Male,Hispanic,35769.33854849021,High School Diploma,Private,4,80.51034764544656,2.5076110205128312,1
629,15,Female,White,47973.16911430654,Bachelor's Degree,Charter,1,83.88199110112966,3.995249181488255,1
630,17,Male,White,49680.52669326705,High School Diploma,Public,3,76.16436839832424,3.385835913483094,1
631,15,Male,Hispanic,75508.29053476691,High School Diploma,Private,2,82.65407192419758,2.1862318052191023,1
632,18,Other,Hispanic,119682.89504118965,Master's Degree,Public,4,76.99530982747518,2.221675305143874,1
633,16,Male,Asian,129756.43909167107,PhD,Private,2,82.11681928022284,2.3423130076610414,1
634,17,Female,White,49541.885522044664,High School Diploma,Private,4,89.38187699355464,3.7150922098344985,1
635,18,Male,White,120228.72432081238,Bachelor's Degree,Public,4,81.56942244402013,3.5765743168552535,1
636,17,Other,Hispanic,110485.19500658032,High School Diploma,Public,4,90.63478931408963,3.1489156192938337,1
637,16,Other,White,136882.48702966538,Bachelor's Degree,Public,1,91.33309393832845,2.3869977374847395,1
638,15,Male,White,146254.9504734206,Master's Degree,Charter,4,89.43604240559254,3.388238401959897,1
639,15,Other,White,44935.27305719293,High School Diploma,Charter,3,86.18100335171702,3.6847275805341373,1
640,16,Male,Asian,39680.863370498,Bachelor's Degree,Public,0,81.55668629301543,3.0153160760935966,0
641,15,Male,Black,125967.61547424112,Master's Degree,Charter,4,78.67713248839163,3.3901883410627986,1
642,15,Male,White,49460.504770303014,No Diploma,Public,1,86.52334400006201,2.2258649897771727,1
643,17,Female,Black,53348.942910864826,Master's Degree,Public,2,90.37997195063187,3.471073110633952,1
644,15,Male,Hispanic,135844.31070309924,Associate Degree,Charter,4,77.86713788740215,3.9727180573728127,1
645,15,Male,Black,142675.787652303,Associate Degree,Public,0,80.37520719307737,2.4997222573293927,0
646,16,Male,Black,68216.54927075688,Associate Degree,Public,1,79.4775365187615,3.470742403704055,1
647,18,Female,White,131060.17205255927,Master's Degree,Public,1,80.75766917888885,3.871506810997859,1
648,16,Male,Asian,133062.8291476381,Bachelor's Degree,Public,2,77.9148690516038,2.497693408472588,1
649,16,Other,Black,102646.85766024435,Associate Degree,Public,4,85.52275086234978,3.16767907179723,1
650,16,Male,Hispanic,97930.6137675774,Associate Degree,Private,3,83.0178155033381,3.592833682289048,1
651,16,Female,Asian,99100.60910947317,Master's Degree,Public,4,90.22470819823029,2.2767058469606205,1
652,18,Male,Black,66154.70251712675,High School Diploma,Private,1,97.59480600348226,2.3028893522769662,1
653,16,Male,Asian,104264.0446726789,No Diploma,Public,4,89.955974972775,2.6137589464163824,1
654,17,Other,White,59229.6325330284,Bachelor's Degree,Public,3,79.52540290173918,3.2160156864228218,1
655,15,Other,White,51315.87480907305,Bachelor's Degree,Charter,3,77.78462489054374,3.202453091852169,1
656,17,Male,Black,79554.05453088076,Associate Degree,Public,1,91.36336572237552,2.6203711366738753,1
657,15,Other,White,114693.65075813222,High School Diploma,Public,0,95.49558555926477,3.6099954950018622,0
658,18,Male,White,104571.32248217572,High School Diploma,Public,1,83.05345957032573,2.508337458644486,1
659,18,Female,White,145785.8495207643,Bachelor's Degree,Public,3,87.76105135382008,2.2671500268621045,1
660,16,Other,White,107574.7093638867,High School Diploma,Public,3,94.66455433867048,2.7917940279689426,1
661,18,Male,Hispanic,46957.68597551045,Associate Degree,Public,4,75.4222747687199,3.587955587893524,1
662,15,Female,Black,49346.18559510217,High School Diploma,Charter,2,92.41492030359889,3.1738168760310908,1
663,18,Other,Hispanic,41168.056809339854,Associate Degree,Public,3,87.72326677921721,2.9872202423512846,1
664,17,Male,Asian,52940.85179964156,High School Diploma,Public,0,93.16031564232551,3.224614434252275,0
665,15,Male,Asian,101754.10808149453,High School Diploma,Public,1,96.80927139262815,3.7681535670187962,1
666,18,Female,Black,130594.37700177784,Bachelor's Degree,Charter,3,87.36440403213648,2.9814171731790102,1
667,18,Female,Black,137264.11824809486,High School Diploma,Public,4,96.3969422786603,2.266085769337115,1
668,18,Other,Asian,78005.26640220583,High School Diploma,Public,4,75.31742347068834,3.167395986132391,1
669,15,Other,Hispanic,97029.9634304678,Master's Degree,Public,2,90.75202794056867,3.1959315187011805,1
670,16,Male,White,127103.9510580976,Associate Degree,Private,1,99.67273012140922,2.571112276733519,1
671,18,Male,Black,67448.46254342029,High School Diploma,Public,3,82.34120868850658,2.3885315935919516,1
672,18,Female,White,101480.2805326434,Bachelor's Degree,Private,2,93.0789736468976,2.778515661965685,1
673,17,Female,Asian,50889.90132643988,High School Diploma,Public,0,80.61102505855804,3.052769121125146,0
674,16,Other,White,87184.84086217136,Associate Degree,Charter,3,99.32664341808638,3.1897613274117567,1
675,18,Female,Hispanic,50768.671243616205,Bachelor's Degree,Public,2,86.10254963592406,2.7682996022597353,1
676,18,Male,Hispanic,85491.16683589746,PhD,Public,0,91.92228955427083,2.4049658282487805,0
677,16,Male,White,77618.36301210955,High School Diploma,Public,4,87.68123283243432,3.737735413346929,1
678,16,Other,Asian,81991.7788200592,High School Diploma,Public,1,77.0193235186796,2.86973938493742,1
679,15,Male,Asian,59245.467132782156,PhD,Private,1,94.92468074420911,3.693979338715362,1
680,15,Other,Asian,46325.20108542073,Bachelor's Degree,Public,0,81.06198673359452,3.6907941790821583,0
681,18,Other,White,63079.839350386275,Associate Degree,Public,3,81.97876486460169,3.12174960668223,1
682,17,Female,Black,58749.6047092691,Bachelor's Degree,Private,1,75.76081662217044,3.5550646781419073,1
683,15,Female,White,118115.54431013396,Associate Degree,Charter,1,88.87786777819878,3.055987247351072,1
684,15,Male,Asian,116037.00875778553,Associate Degree,Private,0,88.43975785229584,3.693494919381996,0
685,18,Male,Hispanic,100137.95925171269,High School Diploma,Private,0,79.60176866525036,3.0374870509665692,0
686,17,Other,Black,40960.055780253024,Associate Degree,Public,4,93.09876108840007,2.1284714357054177,1
687,16,Female,White,97951.42251360396,High School Diploma,Public,0,76.16255101399902,3.0195363523642818,0
688,17,Other,Black,39508.44311287173,Bachelor's Degree,Charter,0,94.60788415199588,3.751691830756773,0
689,18,Other,Hispanic,32180.762313148538,High School Diploma,Public,2,99.84294396285826,2.908832019421454,1
690,17,Other,Asian,72311.5338165187,Master's Degree,Public,3,79.00232377327407,3.5926434107383125,1
691,18,Other,Black,58865.39028766793,Bachelor's Degree,Private,2,82.86829402575789,2.012900518863073,1
692,18,Male,Asian,101357.72177196511,High School Diploma,Public,0,82.31000498817225,3.896993036116327,0
693,15,Male,Asian,141437.09856835363,Associate Degree,Public,4,88.64481495317823,3.532752121854209,1
694,18,Male,Hispanic,116382.24333254305,Bachelor's Degree,Public,3,77.50188105477176,2.235965910524752,1
695,17,Female,Black,122083.30343651844,Associate Degree,Public,2,87.52611997385203,3.3563207806667914,1
696,17,Female,Black,144107.17324447475,High School Diploma,Charter,2,97.43207056508402,2.2989623290427867,1
697,15,Male,Asian,106090.92970758812,Associate Degree,Charter,3,86.16539951165022,3.6158391469078546,1
698,18,Male,White,99327.71296917908,Associate Degree,Private,0,91.88833574390125,2.140468408282185,0
699,17,Male,White,102224.15711432502,High School Diploma,Public,3,95.74681804766593,2.385988469319299,1
700,16,Male,White,133896.6307880959,Associate Degree,Private,2,91.67495258111755,3.0939051266860234,1
701,15,Other,Hispanic,76571.8842248382,High School Diploma,Public,1,82.7747775425882,2.7621207052738503,1
702,18,Other,White,125440.34704656048,High School Diploma,Public,3,83.16965392426621,2.710979468873532,1
703,16,Other,Hispanic,108270.83219725937,Bachelor's Degree,Public,4,91.56246199708073,2.697367886308882,1
704,17,Female,Hispanic,66548.5860938356,High School Diploma,Private,2,79.19379898022788,2.1421763736911585,1
705,16,Male,White,31642.609318091003,Master's Degree,Public,2,76.08917671394063,2.314862213065397,1
706,16,Female,Black,55190.3988104304,PhD,Public,1,75.62469858586172,2.8052085422075534,1
707,15,Other,Hispanic,113998.65175522333,Associate Degree,Charter,1,84.11061327015165,2.9929336039590506,1
708,16,Male,Asian,99562.83716942818,Master's Degree,Public,1,93.97150543346756,2.0752546443556588,1
709,16,Other,Black,62951.363978434325,High School Diploma,Private,1,93.22298178819872,3.7665249438987294,1
710,18,Male,Hispanic,82116.29656812287,Bachelor's Degree,Public,0,86.15708513856534,2.9923959626251193,0
711,16,Other,White,109337.85186976957,PhD,Public,3,82.12509294537226,2.047634853768102,1
712,18,Other,Asian,45250.33685878763,Associate Degree,Charter,4,76.27302431917008,3.095823451001955,1
713,17,Male,Black,81873.54970214597,High School Diploma,Private,4,75.35747379476075,3.4418669164453175,1
714,15,Female,Asian,79994.90579783753,High School Diploma,Private,2,75.30298136716986,2.5905355295411434,1
715,16,Female,White,95112.12241442887,PhD,Public,0,89.24276690010873,3.6363428061786074,0
716,16,Male,Black,92629.64162621941,High School Diploma,Public,2,97.51887835591286,3.558115086820121,1
717,18,Male,White,74127.20220814194,Associate Degree,Public,4,96.37660729019608,3.771251147641505,1
718,18,Other,White,121528.03545750555,Associate Degree,Public,3,79.41300026739711,3.1390218690385687,1
719,15,Female,Hispanic,38067.484798945654,Associate Degree,Charter,0,83.53061040622707,2.7402750135559453,0
720,16,Other,Hispanic,34264.61670412152,Bachelor's Degree,Public,0,80.95665816255135,2.6735069464784793,0
721,17,Other,Black,80431.12075180505,PhD,Public,4,84.8653314586034,2.0509046072665846,1
722,15,Other,White,137603.3100204977,Bachelor's Degree,Private,2,84.01738914551599,2.0219739130234027,1
723,16,Male,Asian,63308.3220635603,PhD,Public,3,86.85475613905626,2.0901585686284916,1
724,17,Other,Asian,50677.11896371838,High School Diploma,Private,0,99.54803443843186,2.5687780507588727,0
725,16,Male,White,141385.00731952515,Associate Degree,Charter,2,94.67628073773596,3.5659306893966765,1
726,17,Female,White,50186.79054990843,Bachelor's Degree,Public,0,97.91990848943453,2.1762182567386503,0
727,16,Other,Black,74980.86440562307,Bachelor's Degree,Public,2,75.14296624416689,2.732092910113328,1
728,18,Male,Asian,117481.86124037906,Bachelor's Degree,Public,1,87.96308569760873,3.0249863289863343,1
729,17,Female,Asian,61310.88101731222,High School Diploma,Charter,2,96.63180261901147,2.6232226269128938,1
730,18,Male,Black,57581.943335241755,Master's Degree,Private,4,92.87800040154035,2.5239727910049643,1
731,16,Male,White,77720.06807178649,High School Diploma,Private,3,82.57231102069476,2.4664448114194513,1
732,17,Male,White,124483.77775161903,High School Diploma,Private,0,92.22323598023814,3.780873516155256,0
733,18,Male,Asian,139318.00237950077,Associate Degree,Public,2,88.93157032519001,2.5647887221938213,1
734,17,Male,Black,33755.10334917285,Associate Degree,Charter,4,92.74351284263574,3.0981572207451737,1
735,17,Female,White,49812.97528463043,High School Diploma,Private,3,86.87827448342138,2.3524158966260718,1
736,17,Female,White,145032.15469762892,PhD,Private,2,98.95119334779771,3.02378174911487,1
737,15,Female,White,101134.9549858762,Associate Degree,Public,2,99.84010342324308,3.653352741027091,1
738,18,Male,White,96169.23229845837,High School Diploma,Charter,0,99.54716581515474,2.6128179862208567,0
739,17,Male,Black,127625.24151407936,Master's Degree,Public,1,87.7834633192964,2.0456229260296594,1
740,17,Male,Asian,34773.995763413375,PhD,Charter,0,95.69722317930545,3.0565582958290847,0
741,18,Male,Hispanic,31660.35014075698,High School Diploma,Public,1,98.54586394313529,3.5597462364156556,1
742,17,Other,White,146099.28596419102,Associate Degree,Private,3,96.95022572789543,3.6999775218452826,1
743,17,Male,White,129428.48226872174,Associate Degree,Charter,0,88.36909411871947,3.2337900245083526,0
744,15,Other,White,119685.81378699224,Master's Degree,Public,4,99.89156471228654,2.6427501654532373,1
745,16,Female,White,48684.092417384,High School Diploma,Public,4,82.2323815694848,3.462470078532956,1
746,15,Female,Hispanic,87192.4707651912,Master's Degree,Public,4,99.07677962265755,3.9842313761970614,1
747,18,Female,Asian,142475.22462790168,Bachelor's Degree,Public,4,82.70878042233961,3.0507236740095824,1
748,17,Other,White,142031.95147487457,No Diploma,Private,1,89.39262668272592,2.1029358764157338,1
749,15,Male,Hispanic,31109.652837543457,Associate Degree,Charter,2,76.72359019303755,3.758989364777693,1
750,15,Other,Asian,120298.96908073888,No Diploma,Public,3,96.97325221064665,2.9626936843687726,1
751,17,Female,Hispanic,30748.531973605244,Associate Degree,Public,4,90.05071412427766,2.088708587775197,1
752,18,Male,Hispanic,148116.20732046678,Associate Degree,Public,3,84.9493291597385,3.609423953322298,1
753,16,Other,White,80036.06423948382,Bachelor's Degree,Public,0,76.60339088092388,2.8266767375234396,0
754,18,Female,White,146822.25095761195,PhD,Private,1,93.2346047354483,3.1749692841794612,1
755,17,Male,Asian,74129.61708367651,High School Diploma,Charter,1,85.80188433518464,2.3267650005082485,1
756,17,Female,White,65182.47486881057,Master's Degree,Private,1,94.5022836564398,2.916230068010344,1
757,16,Other,Asian,67955.03566015259,Associate Degree,Public,2,94.46788496299459,2.481164772953464,1
758,16,Female,Hispanic,117681.4879966308,Bachelor's Degree,Private,2,96.27816419063205,2.595417274904606,1
759,17,Other,White,53960.74007162364,Master's Degree,Private,1,86.115413914296,2.0768048770801038,1
760,18,Male,Black,133686.92301511808,Bachelor's Degree,Charter,2,77.02189572890421,3.9666141163114483,1
761,16,Other,Black,100868.72323520908,Bachelor's Degree,Charter,3,90.09371780397491,2.883199118575283,1
762,17,Female,Hispanic,146389.32311391237,Bachelor's Degree,Public,3,92.32016250962815,3.807776819768505,1
763,16,Female,Black,148450.18841833784,Master's Degree,Public,3,85.47503271404513,2.637909982026464,1
764,18,Other,White,52221.84015625744,PhD,Public,3,96.38653367570262,3.246077840035322,1
765,17,Other,Hispanic,144693.84642912215,PhD,Private,0,97.45214548515462,3.012703972973502,0
766,18,Other,Black,35584.61836550204,High School Diploma,Charter,0,98.15183563089059,3.9595820820787857,0
767,15,Male,Asian,33343.64689477268,PhD,Public,1,96.5782453438561,2.5900200233511037,1
768,16,Other,White,143263.74927942624,No Diploma,Public,4,96.3461265372743,3.823987989116117,1
769,16,Female,White,145487.60849399923,Bachelor's Degree,Private,2,93.26721362343999,3.9275400157385225,1
770,17,Female,White,47669.72072063876,Associate Degree,Charter,2,84.9300980600585,3.576834331681505,1
771,17,Male,Black,83089.89784667977,High School Diploma,Public,1,79.98878569324353,2.8562175120811126,1
772,15,Other,Asian,89291.1033585819,Associate Degree,Charter,2,82.7231788357725,3.668364604243341,1
773,17,Female,White,133233.74838219653,No Diploma,Private,3,77.98069904058013,2.509064034671738,1
774,16,Other,White,105350.06918354028,Associate Degree,Private,2,91.51785404632899,3.4267487415493667,1
775,18,Other,Black,122947.97090419386,Master's Degree,Private,1,76.69464961819739,3.4663709878129847,1
776,17,Other,Black,88211.62145175491,High School Diploma,Public,2,84.2099534104334,3.153539854703803,1
777,15,Male,Black,107809.6442690194,High School Diploma,Charter,1,79.1972859124459,3.950379971068723,1
778,18,Other,Asian,118249.12320310304,Bachelor's Degree,Charter,2,81.64717004957285,2.638813204028408,1
779,16,Female,Asian,118545.75407007616,High School Diploma,Charter,3,95.69806417349048,2.790072431873007,1
780,17,Female,Black,30208.539214160686,Associate Degree,Charter,4,89.93546994960424,2.329642822400432,1
781,15,Female,Hispanic,41988.96884760728,High School Diploma,Public,0,80.33717123165472,3.4239074868148203,1
782,17,Male,Asian,73639.25293252993,Associate Degree,Charter,0,82.24444992596153,3.346824470203182,0
783,16,Male,Black,37343.69365242502,High School Diploma,Charter,3,77.33929129299013,2.3297454292126547,1
784,17,Male,White,75958.76428412604,High School Diploma,Public,2,76.2863231627483,2.1213991653323605,1
785,16,Other,Hispanic,76748.02181666307,High School Diploma,Public,1,86.97596256230281,3.679097591710987,1
786,15,Male,Black,140428.02447332878,No Diploma,Private,2,88.76345524008715,3.5714063375345813,1
787,15,Male,Asian,98048.62258736292,Associate Degree,Private,3,89.92115807246245,2.8815094913880226,1
788,16,Male,White,114762.153664039,Master's Degree,Public,1,93.71843798235179,3.5219142343657883,1
789,15,Male,Asian,136463.8418503474,No Diploma,Public,4,79.896273764451,3.2489762686982715,1
790,17,Male,Black,83055.51847791809,Bachelor's Degree,Public,1,88.04724522709911,3.8049717194224346,1
791,15,Other,White,30235.457351685865,Associate Degree,Private,0,88.31202286277376,2.144655463696674,0
792,18,Other,White,64240.32295504965,Master's Degree,Public,2,79.93983209098668,2.5632738546619267,1
793,16,Male,Hispanic,127699.04400449843,High School Diploma,Private,4,88.07976616156441,3.563372363556038,1
794,17,Male,Black,138220.94037600898,Bachelor's Degree,Private,4,93.33447118790284,3.6238395002645243,1
795,15,Other,Asian,72181.14973418653,High School Diploma,Private,1,77.55332565191284,3.8926947952332647,1
796,17,Female,Black,65278.9503574858,Associate Degree,Private,0,93.49415692871932,3.858491705834931,0
797,18,Male,White,140940.62532824802,Bachelor's Degree,Charter,0,87.34839392223614,2.180178401705729,0
798,15,Other,Asian,72128.8483179336,PhD,Public,0,82.32084981866433,3.177491426881991,0
799,15,Male,Black,108269.422569199,High School Diploma,Private,4,80.59849558735681,3.877902937610445,1
800,16,Other,Hispanic,63637.108206067605,Associate Degree,Private,1,85.09384746590021,2.632198217797974,1
801,15,Male,Asian,41750.25585488898,High School Diploma,Public,4,85.01623612429108,2.9173722190835747,1
802,16,Female,Hispanic,90148.35741432162,No Diploma,Public,0,82.01344489401104,2.8269718547242983,0
803,15,Other,Black,140787.82045418012,Bachelor's Degree,Private,0,91.58616589713117,3.993085813286406,0
804,17,Female,White,104236.8904712766,PhD,Private,1,84.46456254844874,2.9789358288314904,1
805,18,Other,Black,55059.19497404812,Associate Degree,Charter,0,78.27086174415605,2.950350262216549,0
806,18,Female,Asian,111891.54880411355,No Diploma,Public,4,89.68717506313068,3.947484553300927,1
807,15,Male,Black,122203.33729171591,No Diploma,Private,1,79.36789395452087,3.9698031297926017,1
808,17,Other,Asian,68491.26742979506,High School Diploma,Public,4,77.94676027390817,2.080710653388185,1
809,16,Other,Black,97105.12817172463,High School Diploma,Public,3,98.12804056397567,3.303658059091405,1
810,18,Other,Hispanic,111834.3757760787,No Diploma,Private,3,85.12311777723401,3.7803050175442303,1
811,18,Male,Asian,49242.37744565858,Master's Degree,Public,4,90.32945528003594,3.0691269212922423,1
812,15,Male,Black,145692.1127726955,Associate Degree,Charter,2,77.1011660669746,3.0341652623076785,1
813,17,Male,White,84150.23537398104,PhD,Public,0,82.95779025663263,3.4481477056336227,0
814,15,Other,Asian,147559.72685664796,Master's Degree,Private,3,92.67001172655111,3.650379801359813,1
815,17,Other,White,52748.86390133941,Associate Degree,Public,4,83.9390668164644,3.8453848947102003,1
816,15,Other,Hispanic,88052.82555715734,Bachelor's Degree,Private,1,94.01112378334071,2.198150419778732,1
817,18,Other,Black,49902.43844110053,High School Diploma,Public,4,89.27512170600345,3.5373819489329925,1
818,17,Other,Black,31221.698686072643,High School Diploma,Private,3,81.26296347741638,2.7817950515237655,1
819,17,Other,White,58545.02070902433,High School Diploma,Charter,0,99.28052072086237,2.12116011641419,0
820,15,Female,Hispanic,78382.48044817001,Associate Degree,Private,4,83.31098708555264,3.4071476072759888,1
821,15,Male,White,81735.68852690828,No Diploma,Public,3,85.86141024205415,2.192705445578599,1
822,17,Male,Asian,136380.61861250456,Associate Degree,Charter,4,78.8889558409719,3.610244056953281,1
823,16,Male,Asian,106281.27166570103,High School Diploma,Private,4,79.85682544581864,2.4114515069759554,1
824,18,Other,Black,82132.99862622362,Bachelor's Degree,Public,3,94.54342586685092,2.230018373771335,1
825,16,Other,Black,148559.7239531775,High School Diploma,Public,2,96.7185375104525,3.332959528929517,1
826,16,Other,White,103706.91979520228,PhD,Private,1,90.03506771157565,3.747121015892265,1
827,16,Male,Black,68719.55579819658,High School Diploma,Charter,1,98.84157050071828,3.4034373083061054,1
828,15,Male,Asian,112957.30574529535,PhD,Charter,1,94.6493010044599,2.85388833976993,1
829,17,Other,White,89483.99072196061,Associate Degree,Public,3,86.11887140091216,3.333647061861215,1
830,16,Male,Black,135740.12328818068,High School Diploma,Charter,2,83.58414919218144,2.5430631677169293,1
831,16,Female,White,137581.35144759854,Associate Degree,Private,0,75.06905762745471,3.635302839412859,0
832,18,Other,White,74082.04801454034,High School Diploma,Public,0,98.28557979547534,2.036873725941393,0
833,18,Female,White,97480.68610321729,Bachelor's Degree,Public,0,96.5866474892521,3.268293470372928,0
834,16,Female,Asian,61892.81328555665,Bachelor's Degree,Private,2,95.93725401335237,3.3095148461998454,1
835,18,Female,Black,105196.41020910599,No Diploma,Charter,0,80.78156863865966,3.8611609537887888,0
836,16,Other,Hispanic,149081.635478361,Associate Degree,Private,3,96.92269583129406,3.0353102075956366,1
837,18,Female,White,129910.62213866207,Master's Degree,Public,4,81.18132416404156,3.4277243799287103,1
838,17,Male,White,73969.18803633904,Associate Degree,Charter,0,98.9692785510086,3.723801662555384,0
839,15,Male,Asian,41445.6422392191,Bachelor's Degree,Public,4,94.37918686231416,2.574666943361403,1
840,17,Male,White,146001.8384848217,High School Diploma,Public,2,88.87598282265884,3.311553598554423,1
841,16,Female,White,76750.17344132642,Master's Degree,Public,1,85.19744023487397,3.509367148697958,1
842,16,Other,Hispanic,65205.70719201782,Associate Degree,Private,4,81.43673594108698,2.397740165511948,1
843,16,Other,Hispanic,67960.2471486681,PhD,Public,4,85.2936885545457,3.687190701127375,1
844,16,Female,Asian,88790.8039966616,Associate Degree,Public,0,87.80568658526133,3.148242514025708,0
845,17,Other,Asian,144810.16784988006,Bachelor's Degree,Private,4,83.44194837181581,3.121322406871985,1
