,Age,Gender,Income,Education,Occupation,Marital Status,Number of Children,Frequency of Purchases,Spend per Purchase,Location,Demographic,Marketing Engagement,Past Purchase History,Response to Previous Campaigns,label
448,44,Female,40157.50600614735,Doctorate,Doctor,Single,1,Weekly,22.90558330098033,San Diego,Urban,False,False,0,0
449,57,Male,43057.03392143483,Bachelor's Degree,Doctor,Divorced,0,Weekly,21.78763686947567,Phoenix,Urban,False,False,1,0
450,44,Female,27065.932297502608,Bachelor's Degree,Engineer,Single,3,Daily,51.880324054553746,New York,Rural,False,True,0,0
451,37,Male,48872.77335911928,Master's Degree,Lawyer,Single,2,Weekly,69.74420273674525,Phoenix,Rural,True,True,0,0
452,54,Female,38195.978337781184,Doctorate,Artist,Single,1,Weekly,85.58383169831396,San Diego,Rural,False,False,0,0
453,29,Male,52579.715965210955,High School,Lawyer,Single,1,Monthly,72.8049506954653,Houston,Rural,True,False,1,0
454,53,Female,39059.77118604783,Master's Degree,Medicine,Married,2,Monthly,93.18583637151951,Philadelphia,Rural,True,False,1,0
455,48,Male,44231.309713248316,High School,Artist,Divorced,1,Daily,40.84578328851165,San Diego,Urban,False,True,1,0
456,51,Male,54713.2559128207,Master's Degree,Medicine,Divorced,1,Monthly,90.20800657572421,Philadelphia,Urban,True,True,0,1
457,36,Male,14604.937709979491,Doctorate,Medicine,Married,2,Monthly,90.8909100763613,Philadelphia,Rural,True,True,1,0
458,39,Female,59441.77656945823,Master's Degree,Engineer,Divorced,0,Monthly,17.29347494185511,San Antonio,Urban,False,False,1,1
459,46,Male,13290.588034528824,Doctorate,Arts,Divorced,0,Monthly,39.424692190300775,San Antonio,Urban,True,False,1,0
460,37,Female,25761.971732472542,Master's Degree,Engineer,Divorced,3,Monthly,69.9955376391435,Houston,Rural,False,True,0,0
461,26,Female,31296.885423346972,Master's Degree,Arts,Divorced,0,Monthly,26.79759458179143,Houston,Urban,False,False,0,0
462,39,Male,21301.659839432607,Doctorate,Doctor,Single,3,Monthly,53.06419630964702,Los Angeles,Urban,False,True,0,0
463,36,Female,58773.65141570109,Master's Degree,Science,Divorced,1,Monthly,67.39967276610324,Los Angeles,Urban,False,False,1,1
464,36,Female,22615.596353484354,Bachelor's Degree,Engineer,Single,3,Daily,97.93285088906583,San Diego,Urban,False,False,1,0
465,24,Female,33309.07955637785,High School,Lawyer,Single,1,Weekly,40.35725528207377,Los Angeles,Urban,True,False,1,0
466,41,Female,58758.998798775414,High School,Arts,Single,0,Weekly,66.53075781192146,San Diego,Urban,True,False,0,1
467,28,Male,37523.58885514703,High School,Science,Single,3,Monthly,97.2389631055761,Chicago,Urban,False,True,1,0
468,50,Female,18096.150331610686,Bachelor's Degree,Lawyer,Married,2,Weekly,41.92557010571914,Philadelphia,Urban,True,False,0,1
469,42,Male,29363.720571242065,Master's Degree,Artist,Single,3,Weekly,15.530166111770875,San Antonio,Urban,False,True,0,0
470,34,Female,17571.615718498164,Bachelor's Degree,Engineer,Divorced,3,Daily,20.008787260439686,Los Angeles,Rural,True,True,0,1
471,51,Male,40998.42824370821,Bachelor's Degree,Doctor,Married,2,Weekly,42.728082302750465,Philadelphia,Urban,False,True,0,0
472,36,Male,36498.51705107103,Master's Degree,Teacher,Single,0,Weekly,25.48774292073638,Philadelphia,Rural,True,True,1,0
473,48,Female,14030.770258480088,Doctorate,Arts,Single,3,Monthly,55.22417891442389,Phoenix,Rural,False,True,0,0
474,29,Female,49173.47800246339,High School,Science,Divorced,0,Daily,39.07897314997035,Chicago,Urban,False,True,0,0
475,23,Female,50084.214659565245,Master's Degree,Artist,Single,2,Weekly,94.23435234237036,New York,Rural,True,False,1,0
476,29,Female,11103.307434114542,High School,Arts,Married,3,Monthly,30.40215868674313,Los Angeles,Rural,True,True,0,0
477,56,Male,12728.270414134948,Master's Degree,Science,Divorced,1,Weekly,29.469949986774434,New York,Rural,True,True,0,0
478,28,Female,39400.02317148142,High School,Doctor,Married,3,Weekly,29.63568966339459,San Antonio,Rural,False,True,1,0
479,38,Male,57897.29299630688,Bachelor's Degree,Science,Divorced,2,Daily,61.44468845346495,Philadelphia,Rural,False,True,1,0
480,22,Female,36170.06854610041,Bachelor's Degree,Teacher,Divorced,1,Monthly,66.27969637338097,Los Angeles,Urban,True,True,0,1
481,45,Male,39900.45586643748,Doctorate,Science,Single,0,Daily,53.49648564696927,San Diego,Rural,True,False,0,0
482,21,Male,11290.469643159087,Doctorate,Science,Married,2,Daily,60.208630809406586,Philadelphia,Urban,True,True,1,0
483,24,Male,19263.842516677003,Doctorate,Engineer,Married,3,Daily,39.73523262990548,San Diego,Rural,False,False,1,0
484,42,Female,59201.57571395651,Doctorate,Doctor,Single,3,Weekly,32.12626982440602,New York,Urban,True,False,1,1
485,22,Female,17127.82775165578,High School,Teacher,Single,3,Weekly,70.5150831518834,San Antonio,Urban,False,True,0,0
486,44,Female,30683.933949263017,Doctorate,Lawyer,Married,3,Weekly,98.9685988341136,San Diego,Urban,False,False,0,0
487,33,Female,15737.679970691774,High School,Artist,Married,0,Weekly,65.57762035560805,Chicago,Rural,False,True,1,0
488,29,Male,24030.0406618958,High School,Science,Divorced,2,Monthly,39.243051496597715,Chicago,Rural,False,False,1,0
489,41,Male,30483.643464625955,Master's Degree,Arts,Divorced,3,Weekly,27.529614791850328,Houston,Urban,False,False,0,0
490,50,Female,50208.278249194205,High School,Arts,Married,0,Weekly,90.11242481022227,San Antonio,Urban,False,False,0,1
491,30,Female,38427.6127802306,Bachelor's Degree,Medicine,Divorced,3,Daily,21.970881901659588,Houston,Urban,True,False,1,1
492,43,Female,59576.638791369325,High School,Arts,Divorced,2,Monthly,53.542228587458254,San Antonio,Rural,False,True,1,0
493,35,Female,18072.891703212004,High School,Science,Divorced,2,Daily,30.214219606739636,San Diego,Urban,True,False,1,0
494,59,Male,12165.763662715597,Master's Degree,Arts,Divorced,0,Daily,61.0651849740466,San Antonio,Urban,False,False,0,0
495,30,Male,25865.27387102433,Bachelor's Degree,Artist,Married,3,Daily,26.447604938869233,Chicago,Rural,True,False,1,1
496,55,Male,25934.48019952618,Bachelor's Degree,Medicine,Divorced,2,Daily,52.448454167553585,San Diego,Urban,False,False,1,0
497,41,Female,54828.73292345051,Doctorate,Engineer,Married,0,Weekly,61.94053741491158,New York,Rural,False,True,1,0
498,40,Male,47492.996564413435,Master's Degree,Engineer,Married,1,Monthly,24.815846191285438,San Diego,Rural,False,True,0,0
499,51,Male,39702.473278340556,High School,Doctor,Single,3,Daily,17.341743305022934,San Antonio,Urban,False,False,0,0
500,35,Male,30015.641808649703,High School,Science,Divorced,3,Monthly,87.71319054215317,Philadelphia,Urban,False,False,1,0
501,33,Male,37870.24821570936,High School,Science,Married,3,Monthly,69.67244833508326,Chicago,Urban,True,False,0,0
502,27,Male,16646.402135399134,Master's Degree,Medicine,Divorced,1,Daily,22.386676095852522,Los Angeles,Urban,True,True,0,0
503,30,Male,30813.139034395368,High School,Doctor,Married,3,Monthly,38.13382224174701,San Diego,Rural,True,True,0,1
504,56,Male,29296.975546846366,Bachelor's Degree,Teacher,Married,2,Monthly,72.24900866798873,Chicago,Rural,False,True,1,0
505,19,Female,31409.19699335864,Doctorate,Doctor,Divorced,1,Monthly,38.09707629122165,Chicago,Urban,False,False,0,0
506,22,Male,30266.268032347667,Master's Degree,Arts,Divorced,1,Daily,43.32089671161191,New York,Rural,True,True,1,0
507,31,Male,57814.594075668065,Master's Degree,Arts,Divorced,0,Daily,91.29232945856175,Phoenix,Rural,True,False,0,0
508,45,Female,34282.343266713855,High School,Science,Married,0,Monthly,87.15078436328119,Chicago,Rural,True,False,0,0
509,35,Female,44127.02393835785,High School,Science,Married,1,Monthly,55.951336785565324,Los Angeles,Rural,False,False,1,0
510,28,Female,16865.001635778513,Bachelor's Degree,Medicine,Married,1,Monthly,77.6642631361013,San Diego,Urban,False,False,0,0
511,39,Female,16584.345171810353,High School,Artist,Divorced,3,Weekly,32.70832625216377,Los Angeles,Urban,False,True,0,0
512,24,Female,33773.78576163668,Bachelor's Degree,Science,Divorced,0,Monthly,85.27979732228827,Philadelphia,Urban,False,True,0,0
513,54,Female,40215.64911201599,Master's Degree,Medicine,Married,3,Monthly,73.84499396419477,Phoenix,Urban,False,False,1,0
514,48,Male,25212.09319135979,Doctorate,Science,Single,1,Weekly,89.77423257641276,San Antonio,Urban,False,True,1,0
515,53,Male,44759.37331050328,Bachelor's Degree,Science,Married,0,Weekly,79.79547670470994,San Diego,Urban,False,False,0,0
516,30,Female,28456.809690460224,Doctorate,Arts,Married,0,Weekly,25.071377006618967,San Antonio,Urban,True,True,0,0
517,42,Male,59136.9770455193,Bachelor's Degree,Doctor,Married,0,Weekly,88.22573716627785,Phoenix,Urban,False,True,1,1
518,39,Male,51012.66594724449,Bachelor's Degree,Medicine,Married,2,Daily,34.9182972542811,San Antonio,Rural,False,True,1,0
519,51,Female,25578.586979111446,High School,Artist,Married,3,Monthly,14.92594362324873,San Diego,Urban,True,False,1,0
520,19,Male,55750.07688737636,Doctorate,Arts,Single,1,Monthly,77.75637902939856,Los Angeles,Rural,True,False,1,0
521,18,Male,45278.13558248455,Doctorate,Lawyer,Married,1,Monthly,43.73424319149979,San Diego,Urban,False,False,1,0
522,53,Female,15401.447874578964,Bachelor's Degree,Science,Single,1,Daily,45.26298051554545,Chicago,Rural,True,True,1,1
523,56,Female,53872.60633015844,Bachelor's Degree,Science,Single,2,Weekly,80.02416758348792,Chicago,Rural,True,True,0,1
524,35,Female,47728.46806028683,Bachelor's Degree,Doctor,Married,3,Weekly,45.87782447917576,Chicago,Urban,True,True,0,1
525,31,Female,26294.067130789517,Bachelor's Degree,Teacher,Divorced,1,Monthly,10.053814495131578,New York,Rural,True,True,0,1
526,24,Male,37777.47849428099,Master's Degree,Lawyer,Divorced,1,Weekly,49.478275022144935,Los Angeles,Rural,False,True,1,0
527,58,Female,51999.88803021717,Bachelor's Degree,Medicine,Single,2,Weekly,36.82595810530037,Phoenix,Urban,True,True,0,1
528,39,Female,24180.396170856813,High School,Lawyer,Single,2,Weekly,27.11158896868351,Houston,Urban,True,False,1,0
529,18,Female,22348.058349594627,High School,Medicine,Divorced,0,Weekly,11.190593161476459,San Diego,Rural,True,False,0,0
530,34,Female,54409.567483065206,Doctorate,Artist,Divorced,3,Monthly,89.05742767404655,Philadelphia,Rural,False,False,0,0
531,24,Female,45046.768250899964,Bachelor's Degree,Artist,Married,0,Weekly,68.92528136485987,New York,Rural,True,False,1,1
532,23,Female,21025.4393568324,High School,Science,Divorced,1,Daily,96.00845205398404,Houston,Urban,False,True,1,0
533,53,Male,29610.889671677007,High School,Artist,Married,1,Monthly,84.62355762557259,San Diego,Urban,False,True,0,0
534,31,Male,48398.498903091575,Master's Degree,Science,Married,1,Daily,94.42577256113182,San Antonio,Urban,True,False,0,0
535,48,Female,13451.846845568745,High School,Artist,Single,3,Weekly,42.03619961235765,San Antonio,Rural,False,False,0,0
536,38,Male,16613.435754924085,Bachelor's Degree,Teacher,Divorced,2,Weekly,60.795584230509064,Houston,Rural,False,True,0,0
537,32,Female,45633.28094932722,Doctorate,Arts,Divorced,1,Weekly,26.21427829593573,Houston,Rural,True,True,1,0
538,42,Female,11267.430213196923,Master's Degree,Doctor,Married,2,Weekly,75.27583759190998,San Diego,Urban,True,False,1,1
539,41,Male,24898.86177479219,High School,Medicine,Married,0,Weekly,45.75443255564137,Houston,Rural,False,True,0,0
540,34,Male,38520.47457018208,Bachelor's Degree,Medicine,Single,2,Daily,59.200953840758054,San Antonio,Urban,False,False,1,0
541,34,Male,18311.468102582934,High School,Artist,Single,0,Daily,90.12129596161938,Philadelphia,Urban,False,False,1,0
542,37,Female,38948.26601479022,Doctorate,Engineer,Married,2,Monthly,51.853270079881895,Philadelphia,Urban,True,False,0,1
543,43,Male,27106.630005594747,Doctorate,Engineer,Single,3,Daily,27.13032775855428,New York,Rural,True,True,0,1
544,50,Male,25609.594189319396,Master's Degree,Teacher,Married,2,Weekly,42.69298165082292,Houston,Rural,True,False,1,0
545,53,Female,52251.98244483212,Bachelor's Degree,Engineer,Married,0,Weekly,15.625624735936974,San Diego,Rural,False,True,1,0
546,45,Female,34014.71293956779,Master's Degree,Engineer,Single,2,Weekly,28.365794969194052,San Antonio,Urban,False,True,1,0
547,37,Male,58363.559518514885,High School,Doctor,Divorced,1,Weekly,82.50419968932145,New York,Rural,False,False,1,0
548,30,Female,44033.618661286855,Doctorate,Doctor,Married,3,Weekly,11.987726077106176,San Antonio,Urban,True,True,1,1
549,19,Male,46405.82186680832,Master's Degree,Science,Single,3,Weekly,61.6206952024039,Chicago,Rural,True,False,0,0
550,30,Female,15969.050566909838,Doctorate,Lawyer,Divorced,1,Weekly,39.324212561750386,San Diego,Urban,False,False,1,0
551,23,Male,52570.287394573694,High School,Medicine,Divorced,2,Daily,26.36358875536049,San Diego,Urban,False,True,1,1
552,54,Male,17027.356399777145,Bachelor's Degree,Engineer,Single,0,Daily,85.28778016848132,Phoenix,Rural,False,False,1,0
553,52,Male,23254.06421692863,Bachelor's Degree,Lawyer,Single,3,Monthly,33.30138473138256,New York,Rural,False,True,1,0
554,20,Male,36623.545394194865,Doctorate,Science,Single,0,Weekly,44.17636643394839,Phoenix,Urban,False,False,1,0
555,36,Female,48110.60291570885,Bachelor's Degree,Arts,Married,2,Monthly,66.10416093639164,San Antonio,Rural,True,False,0,1
556,28,Male,46400.61288980987,High School,Lawyer,Married,1,Daily,69.24766955554557,Phoenix,Rural,True,False,1,0
557,47,Female,56132.2569801786,Master's Degree,Engineer,Married,1,Weekly,85.2774036921871,Philadelphia,Rural,False,False,0,0
558,23,Female,47033.1790533313,Doctorate,Teacher,Single,3,Daily,56.62093882384881,Philadelphia,Urban,False,True,0,0
559,50,Male,13744.792100099186,High School,Lawyer,Single,2,Weekly,55.44203061251253,Houston,Rural,False,False,0,0
560,42,Male,11823.052541280922,Doctorate,Medicine,Single,2,Daily,74.71680584597306,San Antonio,Rural,True,True,0,0
561,35,Male,29663.07425496076,Doctorate,Teacher,Divorced,1,Daily,61.38163483769303,Phoenix,Rural,False,False,1,0
562,47,Male,14974.733443648232,Doctorate,Engineer,Divorced,1,Weekly,60.817587210658175,New York,Urban,True,False,1,1
563,21,Female,44258.725663889025,Bachelor's Degree,Teacher,Single,2,Monthly,35.37265200375265,New York,Rural,False,False,1,0
564,25,Male,37366.234216974306,Bachelor's Degree,Arts,Single,0,Monthly,40.89479401580034,Chicago,Rural,True,False,0,1
565,29,Female,47171.75869780972,Bachelor's Degree,Artist,Married,1,Weekly,10.949601020517086,San Antonio,Rural,False,False,0,0
566,33,Male,47308.98192761362,High School,Medicine,Divorced,0,Daily,68.38146580216281,Chicago,Rural,True,True,1,0
567,32,Male,55441.32488584312,Doctorate,Lawyer,Divorced,2,Monthly,26.564029484519217,Philadelphia,Rural,True,False,1,0
568,43,Female,59775.54840079332,High School,Medicine,Married,0,Daily,98.61890298317556,San Diego,Urban,True,True,0,1
569,47,Female,31275.28296359214,Doctorate,Science,Married,1,Daily,10.789949075313652,Chicago,Urban,False,False,1,0
570,45,Female,30151.565564136832,Doctorate,Arts,Divorced,0,Weekly,94.18550407010189,Philadelphia,Urban,False,True,0,0
571,31,Male,31432.213960426587,High School,Engineer,Divorced,3,Daily,78.87846695728476,San Diego,Urban,False,True,1,0
572,32,Female,13189.727812679894,Master's Degree,Arts,Divorced,1,Weekly,98.46521915992308,Chicago,Rural,False,False,1,0
573,40,Male,50092.0084226403,Master's Degree,Engineer,Married,0,Weekly,76.67823415466961,Phoenix,Urban,True,True,0,1
574,58,Female,34461.36273749596,Master's Degree,Artist,Single,2,Weekly,93.18786103473022,Houston,Urban,False,False,1,0
575,56,Female,15911.919623607026,Master's Degree,Teacher,Divorced,1,Weekly,70.6634080682461,Chicago,Urban,False,False,1,0
576,39,Male,24115.69171053601,Doctorate,Science,Divorced,1,Daily,72.254810272122,San Antonio,Rural,True,True,1,0
577,57,Male,35724.48011560194,Master's Degree,Medicine,Married,3,Weekly,62.38631180118012,San Antonio,Urban,True,True,0,0
578,33,Male,29302.54678259179,Doctorate,Teacher,Single,0,Weekly,87.72769471754405,Chicago,Urban,False,True,0,0
579,38,Male,53887.47024313125,Master's Degree,Doctor,Divorced,1,Daily,15.598458237312189,San Antonio,Rural,False,True,1,0
580,32,Female,51972.661710477536,Master's Degree,Arts,Married,1,Weekly,21.61641222377933,Houston,Rural,False,True,1,0
581,24,Male,13765.071679923487,Master's Degree,Doctor,Single,0,Monthly,98.93116683591718,Chicago,Urban,True,True,1,1
582,27,Male,27594.241717350324,Doctorate,Teacher,Married,3,Daily,74.84110673164805,San Antonio,Rural,True,False,1,0
583,26,Male,10972.402518404058,Bachelor's Degree,Science,Married,3,Weekly,51.13536933391987,Los Angeles,Rural,False,True,1,0
584,31,Female,38421.59771652517,Master's Degree,Engineer,Single,3,Weekly,55.86908057233846,New York,Urban,True,False,1,1
585,38,Female,12861.83467584047,Bachelor's Degree,Science,Single,1,Daily,96.2984685871369,San Diego,Urban,False,True,0,0
586,46,Female,45450.07556631898,High School,Teacher,Single,0,Monthly,17.431494223174944,Los Angeles,Urban,True,True,0,0
587,37,Male,14348.351012796653,High School,Medicine,Divorced,3,Monthly,45.3618402044404,Philadelphia,Urban,True,True,1,0
588,34,Female,56881.9889978951,Doctorate,Science,Single,2,Weekly,96.46716724942199,Houston,Urban,True,True,1,1
589,19,Male,44645.44555123839,High School,Artist,Divorced,1,Daily,96.02588324576473,San Antonio,Urban,True,False,0,0
590,21,Female,52665.8593333293,Doctorate,Lawyer,Married,0,Monthly,19.338070918227075,Philadelphia,Rural,False,True,1,0
591,29,Male,52592.296291944396,Master's Degree,Teacher,Divorced,0,Daily,41.226305533982725,Houston,Urban,True,False,0,1
592,52,Female,27103.471732877766,Doctorate,Lawyer,Married,0,Daily,77.55386110697138,Chicago,Urban,True,True,0,0
593,56,Female,32275.89072465806,Bachelor's Degree,Medicine,Divorced,3,Weekly,68.89118136875719,New York,Urban,False,False,0,0
594,48,Female,28602.17839061037,Bachelor's Degree,Lawyer,Single,2,Monthly,62.3093929740445,New York,Rural,False,True,1,0
595,52,Female,35697.7723345354,Bachelor's Degree,Lawyer,Divorced,3,Daily,90.01109710998635,Chicago,Urban,False,False,1,0
596,40,Male,21515.961234143877,Master's Degree,Lawyer,Divorced,3,Daily,41.81258728546486,New York,Urban,False,False,1,0
597,59,Male,58745.21364051175,Bachelor's Degree,Doctor,Single,2,Weekly,67.69223718718192,New York,Rural,True,False,1,1
598,48,Female,29044.51813123313,Master's Degree,Science,Single,1,Weekly,63.652838459490724,Chicago,Urban,False,False,0,0
599,32,Male,52190.64318291531,Bachelor's Degree,Medicine,Divorced,2,Weekly,70.94304700045024,Los Angeles,Urban,True,False,1,1
600,34,Female,37240.05426380492,Doctorate,Doctor,Divorced,3,Daily,34.40280280425293,Los Angeles,Urban,False,False,1,0
601,44,Female,16965.97411890232,Bachelor's Degree,Lawyer,Divorced,2,Monthly,49.99560566059725,Philadelphia,Rural,False,False,1,0
602,48,Male,31611.55297522541,High School,Lawyer,Single,1,Daily,42.3708005100761,New York,Rural,False,True,1,0
603,34,Female,10491.377628489392,Doctorate,Doctor,Divorced,2,Weekly,49.97655531293539,Los Angeles,Urban,True,True,0,1
604,29,Female,44646.01146123943,Master's Degree,Artist,Married,0,Daily,61.20848748737105,Philadelphia,Rural,False,True,1,0
605,57,Male,38464.89670673976,Master's Degree,Teacher,Married,1,Monthly,74.99944888062817,Philadelphia,Rural,False,False,0,0
606,51,Male,11354.056683502553,High School,Science,Married,1,Weekly,26.35872379850748,San Diego,Rural,True,False,0,0
607,33,Male,16664.21290410866,High School,Artist,Divorced,1,Daily,37.371146452123256,Phoenix,Rural,False,False,0,0
608,39,Female,31932.450921799224,High School,Artist,Married,0,Daily,51.252713148367555,San Antonio,Urban,True,False,0,0
609,54,Male,24632.75488337039,Bachelor's Degree,Science,Single,2,Weekly,29.82946540938243,San Diego,Rural,False,True,0,0
610,45,Female,43346.77087786086,Doctorate,Teacher,Married,2,Daily,21.61775756282156,Houston,Rural,True,True,0,0
611,44,Male,32241.967967026478,Master's Degree,Artist,Divorced,1,Daily,94.86845056640222,Chicago,Urban,True,False,0,0
612,48,Female,56617.40708168554,Bachelor's Degree,Artist,Single,2,Monthly,99.79050369381933,Los Angeles,Rural,False,True,0,0
613,28,Male,44834.449393659845,Master's Degree,Engineer,Married,2,Monthly,41.30041627439985,Chicago,Urban,False,True,1,0
614,35,Female,35711.35056329888,Master's Degree,Science,Divorced,0,Daily,77.66151286305308,Houston,Urban,True,True,0,0
615,35,Male,39634.803332143885,Bachelor's Degree,Artist,Married,1,Weekly,52.212244574609514,Philadelphia,Urban,False,False,0,0
616,53,Female,13302.765391108003,Bachelor's Degree,Medicine,Married,2,Weekly,69.56296557169821,Chicago,Urban,True,True,0,1
617,55,Male,12854.716895397185,High School,Arts,Divorced,2,Daily,11.072618468041789,Los Angeles,Rural,True,True,1,0
618,33,Male,13848.459150400868,Bachelor's Degree,Teacher,Single,1,Weekly,61.54844796595781,Phoenix,Rural,True,True,0,1
619,25,Male,43583.01154989494,Bachelor's Degree,Artist,Divorced,1,Monthly,12.248567405366451,San Diego,Rural,False,False,0,0
620,48,Female,36352.507824628185,High School,Science,Single,1,Weekly,62.41915691994663,San Diego,Rural,False,True,0,0
621,54,Male,39389.922468584235,Doctorate,Artist,Single,3,Weekly,28.25679148550787,Philadelphia,Urban,True,True,1,0
622,44,Male,11330.418303884206,Master's Degree,Engineer,Divorced,3,Monthly,71.82472915031593,Chicago,Urban,False,False,1,0
623,44,Female,25290.6755641832,High School,Artist,Divorced,0,Monthly,66.55124057945,Houston,Urban,False,True,1,0
624,23,Female,40914.25105068599,Bachelor's Degree,Doctor,Single,1,Monthly,82.82753232910672,Phoenix,Urban,False,True,0,0
625,37,Female,25708.103191848604,High School,Artist,Married,1,Daily,24.98531923445636,Phoenix,Urban,True,False,0,0
626,43,Male,10732.356363624336,Bachelor's Degree,Teacher,Divorced,0,Monthly,30.959123153663352,San Diego,Urban,True,False,1,1
627,18,Female,25473.128822309118,Master's Degree,Artist,Divorced,0,Weekly,10.209106551873724,Chicago,Urban,True,False,0,0
628,40,Female,32890.24662796033,Doctorate,Science,Married,1,Daily,19.31275572819262,San Antonio,Rural,True,True,1,0
629,49,Female,32644.168020775585,Doctorate,Medicine,Married,0,Monthly,37.33615416025894,Phoenix,Rural,True,True,1,0
630,33,Male,49778.918812879325,Doctorate,Teacher,Single,3,Monthly,76.02785563280037,Philadelphia,Urban,False,False,0,0
631,53,Male,18246.701342636552,Doctorate,Engineer,Single,1,Weekly,70.94118371343075,San Diego,Rural,True,True,1,1
632,46,Male,32778.339099505436,Doctorate,Lawyer,Divorced,2,Daily,48.23050073717677,New York,Urban,False,False,0,0
633,31,Female,59280.03669764002,Master's Degree,Doctor,Divorced,2,Weekly,19.63262207899343,Los Angeles,Urban,True,False,0,1
634,21,Female,31507.136604841315,Master's Degree,Lawyer,Divorced,0,Daily,18.851042943119182,San Diego,Rural,True,True,1,0
635,59,Female,22641.87003451446,Doctorate,Doctor,Married,1,Daily,10.333216614917516,Chicago,Rural,True,True,0,1
636,59,Male,28766.06728865069,Bachelor's Degree,Doctor,Married,0,Monthly,31.15281689307268,Phoenix,Urban,True,False,0,1
637,59,Male,10845.639996080366,Bachelor's Degree,Doctor,Divorced,3,Weekly,10.633862316172767,New York,Rural,True,False,1,1
638,31,Female,21839.879272809005,Doctorate,Lawyer,Single,3,Daily,22.217126778991094,San Antonio,Urban,True,False,0,0
639,50,Male,15007.749875338346,Doctorate,Artist,Divorced,1,Daily,33.45954893496429,New York,Rural,False,False,1,0
640,21,Male,18326.9256748635,Doctorate,Teacher,Divorced,2,Daily,11.667811023489996,Phoenix,Urban,False,False,1,0
641,19,Male,25294.740663075994,High School,Doctor,Single,3,Weekly,75.86854635578507,Los Angeles,Urban,True,False,1,1
642,47,Male,28077.00938814783,Master's Degree,Teacher,Married,2,Weekly,67.14367571059694,San Diego,Urban,False,True,0,0
643,59,Female,45747.641177588855,Master's Degree,Science,Single,1,Weekly,22.988083931873337,San Diego,Rural,False,False,0,0
644,47,Male,46801.77002130327,Doctorate,Arts,Single,0,Monthly,96.37711493157722,Houston,Rural,True,True,1,0
645,28,Female,17193.80776948901,Master's Degree,Teacher,Single,2,Weekly,57.263850470046556,Chicago,Rural,True,True,0,0
646,58,Male,53898.91912498295,High School,Science,Divorced,2,Weekly,26.009565286104966,San Diego,Urban,False,False,1,1
647,22,Female,39881.62199344502,Master's Degree,Artist,Married,2,Monthly,14.761668994359795,Chicago,Rural,True,False,0,0
648,33,Female,35369.488254257856,Doctorate,Engineer,Married,1,Weekly,92.50804028068721,Phoenix,Rural,False,False,0,0
649,35,Female,34618.35243506245,Bachelor's Degree,Engineer,Divorced,1,Daily,32.53062406432474,Phoenix,Rural,False,False,0,0
650,56,Female,41854.29444273577,Master's Degree,Science,Divorced,3,Weekly,93.69420346666772,Philadelphia,Urban,False,True,1,0
651,26,Male,30316.61154818839,High School,Doctor,Divorced,1,Weekly,21.270702306587207,Los Angeles,Urban,False,False,1,0
652,23,Male,41555.85139461174,Master's Degree,Teacher,Single,2,Daily,25.730648909502932,Philadelphia,Urban,True,True,0,0
653,21,Female,43670.98644557163,Master's Degree,Artist,Single,3,Daily,55.824216900634234,Philadelphia,Urban,False,False,0,0
654,52,Female,59799.682455034985,Bachelor's Degree,Arts,Married,2,Weekly,13.740386344503271,San Antonio,Rural,True,True,0,1
655,27,Male,45120.268293310095,Master's Degree,Doctor,Divorced,1,Weekly,87.23250325239889,San Diego,Rural,True,True,0,1
656,31,Female,11575.65215411058,High School,Teacher,Single,1,Weekly,43.185263992376136,San Antonio,Urban,True,True,1,0
657,44,Female,30323.13589760361,Doctorate,Lawyer,Married,0,Monthly,72.0263269384765,Chicago,Rural,True,False,1,0
658,29,Male,37101.353483318984,Master's Degree,Arts,Married,0,Daily,95.70340705260914,Los Angeles,Urban,True,False,0,0
659,48,Female,42257.504165045175,High School,Teacher,Divorced,2,Monthly,33.20006393835922,San Diego,Urban,True,True,0,0
660,56,Female,27083.728690922708,Doctorate,Artist,Married,0,Monthly,83.63310230150212,Houston,Rural,True,False,1,0
661,49,Male,26172.142755009838,Master's Degree,Engineer,Married,2,Daily,88.51551070193334,Houston,Rural,True,True,1,1
662,52,Female,13644.922593582749,Bachelor's Degree,Science,Married,0,Monthly,20.75039955678572,Houston,Urban,False,True,1,0
663,41,Female,53322.55316245207,Doctorate,Doctor,Single,3,Daily,86.79563187104817,San Antonio,Urban,False,False,0,1
664,41,Male,32375.144484975408,Doctorate,Doctor,Divorced,3,Weekly,66.08240683730429,Los Angeles,Rural,False,True,0,0
665,22,Male,45683.01415560769,Doctorate,Doctor,Married,1,Monthly,47.60955969558487,Philadelphia,Rural,True,False,1,1
666,43,Female,47943.40672089748,Bachelor's Degree,Science,Married,0,Daily,27.25041869472469,San Antonio,Urban,True,True,0,1
667,31,Female,39219.79607947287,High School,Science,Married,1,Monthly,40.47501062013693,New York,Urban,False,False,1,0
668,50,Female,46303.06630312372,Master's Degree,Teacher,Single,2,Daily,57.49858588028028,New York,Rural,False,False,0,0
669,38,Male,48921.42033907,High School,Artist,Single,2,Daily,13.164332524407474,San Diego,Urban,False,False,0,0
670,29,Male,43618.09289660972,Master's Degree,Lawyer,Married,3,Daily,54.77647841869902,Los Angeles,Rural,True,False,1,0
671,45,Female,21878.00072838849,Doctorate,Arts,Divorced,0,Monthly,60.73633913008595,Phoenix,Urban,False,True,1,0
672,43,Female,44166.3181313865,Master's Degree,Arts,Divorced,1,Monthly,38.73027680075696,San Antonio,Urban,False,False,1,0
