feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,target
-0.667,0.974,-0.649,0.311,-2.469,0.761,1.084,-1.035,-0.127,-0.503,0.935,0.993,-0.258,1.389,-2.623,-0.584,0.735,0.391,1.494,-0.289,1.062,1.328,-0.947,1.028,0.733,-0.089,-0.21,-0.22,2.841,1.086,-1.281,1.285,0.182,0.37,-0.864,-1.286,-0.385,-0.185,0.114,-1.566,0
0.314,0.15,0.711,-0.23,-0.145,1.161,-0.192,-0.271,1.941,-0.442,-0.978,-0.669,0.215,-0.238,-0.419,-0.161,-0.332,-0.135,0.425,-0.758,0.517,-0.112,-1.54,1.078,1.437,0.52,0.069,-1.292,0.53,-0.74,-0.219,0.068,0.254,-1.367,2.674,0.628,-0.055,0.323,-0.936,-1.25,0
0.589,-1.28,-1.255,-0.836,-0.566,-0.525,0.878,0.434,0.716,-0.903,-0.229,1.411,1.282,0.245,-0.355,-1.964,0.104,-1.177,0.57,-1.379,0.434,-0.317,-0.51,0.267,0.464,-1.65,0.541,-0.28,-0.113,1.744,1.079,-0.744,-0.676,-1.524,-0.358,-2.647,-0.335,-1.894,-0.344,1.507,0
0.2,2.073,-0.694,-0.929,-0.713,1.854,2.555,0.299,0.424,1.159,0.024,0.929,-0.511,-0.36,-1.847,-1.169,0.758,0.023,0.253,-0.219,-0.21,0.174,-0.956,0.326,-0.336,-0.314,-0.469,-0.249,-0.954,0.108,-2.277,1.419,-2.317,0.377,1.025,-0.5,-1.777,0.398,0.445,0.178,1
-1.104,1.39,-0.367,-0.515,-0.378,0.457,-0.767,-2.14,0.383,-0.083,0.626,-1.181,-0.834,-1.546,-0.858,-0.875,0.131,1.239,-0.021,-1.761,-0.708,0.347,0.918,0.931,-1.728,0.807,1.145,-0.284,0.94,-1.326,-0.003,-0.422,0.577,0.457,0.189,0.855,0.92,0.712,-0.248,-0.285,1
-1.236,0.23,-1.387,-1.751,-0.508,-0.771,-1.792,1.548,-0.184,-1.044,0.262,-2.364,-0.977,-1.623,1.038,0.168,-0.228,-1.423,-1.148,0.63,0.493,0.313,-0.118,1.556,0.222,-0.964,-1.323,-1.683,-0.329,-1.603,-1.526,-0.83,0.396,-0.132,-1.104,-1.225,-0.094,1.051,1.974,-1.295,1
-0.36,0.04,-0.322,-0.92,-0.062,0.671,-0.317,-0.426,-0.899,0.453,-1.629,0.413,-0.226,-1.628,0.879,1.295,0.86,0.753,0.306,-1.02,-1.613,0.923,-0.037,-0.061,-0.198,0.457,0.361,-0.912,-1.428,0.575,3.08,-2.306,-0.747,0.491,-0.111,-1.405,-0.227,-0.915,-0.431,0.573,0
1.008,-1.971,-0.062,0.81,-1.078,0.239,0.067,-0.04,-1.641,0.185,0.633,-1.266,-0.607,0.381,1.541,1.012,-0.066,-0.589,0.939,-0.035,2.006,1.015,-0.589,-1.16,0.437,0.295,1.149,-1.134,1.895,-0.256,-0.795,1.427,-0.147,0.722,0.373,0.918,0.205,0.226,-0.696,-0.262,0
-0.412,0.074,0.396,-0.577,0.147,0.734,-1.489,1.697,-0.562,-0.589,-0.414,-0.297,-0.32,-0.377,0.044,0.383,0.449,-0.381,0.043,0.7,-0.684,-0.823,-0.65,0.989,-0.898,0.528,-1.537,-0.58,1.126,-1.099,-1.335,2.603,0.906,-0.647,0.167,0.087,-0.228,-0.891,0.567,-0.703,1
-0.728,0.748,0.374,-0.522,1.878,1.104,-0.777,-0.518,-0.821,1.258,-0.039,-0.003,2.412,-1.102,0.83,-0.224,-0.252,-0.091,-0.703,0.165,-0.023,-0.337,-1.229,-1.105,1.004,0.771,1.574,-1.459,-1.088,-0.994,-1.048,-0.713,0.385,0.282,0.473,0.572,-0.23,-0.648,-0.585,-0.195,0
1.425,-0.469,0.156,0.469,-2.727,0.607,-0.512,0.519,-0.465,-0.632,-1.572,1.471,-0.369,1.555,-2.624,0.538,2.364,0.84,2.033,-0.329,0.256,-0.572,-1.104,0.695,-1.017,0.467,0.897,0.143,0.248,1.47,0.682,1.916,1.721,0.899,0.914,1.212,0.217,0.8,0.14,0.49,1
-0.4,2.752,0.987,-0.011,0.407,-1.341,-0.311,-0.134,0.448,-1.461,-0.263,-0.311,0.758,-1.412,-0.367,-0.519,-0.614,-0.352,1.356,-1.093,-0.215,0.122,0.233,-0.218,1.764,0.583,-0.768,1.33,0.548,-1.768,2.002,1.029,0.304,-1.435,0.012,-1.306,0.379,0.541,-0.849,-0.109,0
1.892,-0.041,0.62,-0.005,-0.019,-2.258,0.644,-0.087,-0.138,1.745,-0.996,-0.308,0.797,1.171,0.63,0.659,-0.132,-2.126,-0.462,1.236,0.616,0.136,1.293,0.735,-1.165,0.812,-1.475,0.383,0.686,0.98,-1.222,-0.495,0.178,-1.481,-1.101,1.102,-0.968,-0.268,-2.37,-0.845,1
-1.551,0.402,-1.291,-0.329,-0.732,-1.225,0.033,-1.079,0.21,-0.867,0.842,0.116,-1.282,-0.867,-1.032,-0.294,-1.06,0.065,0.774,1.498,2.388,1.242,-1.012,0.42,1.531,0.175,-2.132,-0.835,-0.442,-0.02,0.351,1.229,-0.522,0.261,1.958,-0.276,-0.406,-0.506,-0.527,-2.299,0
0.826,0.686,0.852,0.226,0.067,0.818,-0.602,0.1,-0.065,0.551,1.217,0.725,1.256,-0.434,2.206,-2.422,1.504,0.689,-0.112,-1.323,1.158,0.343,-0.309,0.014,-0.478,-0.314,-2.675,-0.676,1.66,0.207,-2.238,-0.613,0.903,-0.26,1.549,0.251,-0.711,-0.102,0.934,0.989,0
-0.693,1.393,1.5,2.123,-1.377,-0.525,-0.028,0.301,0.695,-1.147,0.323,0.815,-1.497,0.965,-0.159,0.057,-0.326,1.236,-0.49,-0.981,1.059,0.487,0.002,1.3,-0.458,0.271,0.204,0.562,0.43,-0.174,0.05,0.727,0.638,0.01,-1.005,-0.601,1.039,-0.445,-0.115,1.178,0
1.929,-0.185,-1.769,-0.014,-0.024,1.42,0.445,-0.121,-1.675,1.26,0.608,0.547,-0.997,-0.465,-0.625,0.171,0.419,0.331,-0.676,-2.402,1.072,-0.285,-0.498,1.314,1.421,0.6,1.269,-0.468,0.57,-0.205,-0.586,0.271,0.984,0.548,0.839,0.236,-0.611,-1.254,1.347,-1.619,0
-0.649,-0.304,-0.857,-0.691,-1.317,-0.029,0.449,-0.88,-0.132,0.657,0.717,-1.154,-0.31,-1.007,0.424,-0.604,-1.852,0.536,0.277,0.778,1.81,2.102,0.839,1.36,1.012,-0.998,0.844,-0.011,0.229,0.223,-2.525,-0.678,-0.069,-1.52,1.751,-0.131,-0.767,-0.149,0.881,-1.052,1
0.346,0.355,-0.081,0.25,-0.116,0.524,0.886,-0.488,-0.473,-1.917,-1.611,0.404,-0.901,0.603,1.157,-0.668,0.317,-0.392,1.713,0.976,-1.958,0.243,0.257,-0.003,2.2,2.395,-0.359,-0.538,1.064,-0.761,0.143,0.1,-1.278,1.799,-1.684,-1.611,-0.918,-0.634,0.791,-1.201,0
-0.073,1.587,-0.315,0.31,-2.336,1.048,-1.234,2.039,-0.375,-0.513,-1.953,-0.908,0.267,0.14,-1.316,-0.657,0.545,0.754,0.75,0.164,-0.115,-0.944,-0.737,-0.723,0.915,-1.417,0.821,1.651,-0.468,-0.298,-1.2,-0.496,0.49,-0.373,-0.175,1.318,1.818,-0.773,0.38,2.008,0
-0.403,-0.908,0.721,-0.282,1.608,1.0,-0.485,0.224,-0.016,-0.431,-1.711,-1.924,0.43,-0.206,2.679,0.898,1.867,-0.056,-0.379,-1.121,-1.016,0.367,-1.497,-0.526,1.211,0.643,1.307,-0.945,0.936,0.123,0.183,0.277,0.213,-0.346,0.41,-0.865,-0.61,-0.988,-2.191,1.355,1
0.533,1.211,-0.067,0.555,1.623,-0.618,0.498,-0.453,1.476,0.67,-0.16,0.53,-1.933,1.282,0.628,-0.734,-0.551,0.7,0.258,0.498,-1.769,1.659,-1.49,-0.719,0.52,0.691,-2.164,1.056,0.525,-0.943,0.094,0.525,-0.318,0.295,-0.46,1.392,0.82,-0.224,-0.268,0.133,1
-0.054,1.584,-1.317,1.354,-0.313,0.757,-1.444,-0.399,1.65,1.53,-1.009,-0.098,1.667,-0.207,0.195,1.862,-0.753,-0.51,-0.57,0.803,-1.099,-0.929,-2.455,0.938,1.715,0.701,-1.036,0.866,1.91,-1.636,-0.496,-0.367,-0.223,0.719,1.266,0.59,2.449,0.463,-0.392,-1.308,0
1.688,-0.984,-1.237,1.187,-0.118,-1.238,-2.081,-0.257,-0.952,-0.312,1.73,-0.244,0.015,1.14,0.515,-0.202,0.291,-0.581,0.459,-0.599,-0.79,-0.023,0.091,-3.098,0.826,-0.029,1.544,1.642,-0.06,1.305,-0.354,0.843,0.028,-1.574,1.198,-0.748,-1.323,-0.814,-0.487,-0.182,1
-1.188,-1.549,-1.981,-0.365,0.84,-0.819,-0.22,-1.529,1.598,-1.152,-0.396,1.243,-0.454,-0.027,-1.088,-0.427,-0.494,0.007,0.341,-0.367,-0.471,-0.648,0.708,-1.139,0.963,-2.073,-0.408,-1.304,0.303,1.053,-1.222,-1.329,0.728,-1.278,-0.655,1.822,-0.338,-2.608,-0.224,-1.582,0
-0.683,-0.384,-0.019,-1.145,0.453,-1.541,-0.388,-0.426,1.411,-0.322,-0.873,0.466,0.292,0.522,-0.773,0.704,-1.819,0.404,0.728,-1.328,-0.809,1.301,-1.188,-2.416,1.207,-0.418,-0.65,0.895,-1.846,0.042,0.302,-0.152,-1.001,0.863,-0.511,-1.472,1.217,0.36,-0.724,-0.772,1
1.008,0.328,-1.01,0.835,-0.224,-0.316,0.264,0.683,-0.44,1.013,-1.109,0.528,0.179,0.769,0.467,1.487,-0.188,-1.295,-0.858,0.207,-1.126,-1.58,-0.472,1.054,0.568,-0.734,1.817,-2.416,-1.269,-1.307,-2.409,0.226,-0.156,-1.584,-0.647,0.687,-0.649,0.53,-0.636,0.022,0
-2.177,0.272,0.382,0.608,-0.884,-1.673,-0.25,0.348,-0.494,-1.84,1.396,0.551,-0.33,-0.437,1.176,-0.856,-0.315,-1.293,-0.671,-0.59,0.029,-1.469,-0.165,-0.075,-0.139,0.276,2.282,1.442,1.168,-0.601,0.832,-0.623,0.521,0.728,1.788,-0.603,-0.85,0.227,-0.541,0.398,0
0.7,1.776,1.411,0.919,-0.62,0.673,-0.798,-2.614,-0.657,0.91,-0.784,0.199,-0.293,-0.24,0.143,1.283,2.033,-1.846,0.394,1.894,1.009,-1.411,-2.752,-1.217,-0.202,1.71,0.183,1.358,0.457,0.47,-0.701,-1.001,-0.473,0.57,-0.626,-0.452,-0.207,-0.919,-1.133,2.263,0
0.319,-1.04,0.021,0.313,0.749,0.333,-1.106,-0.165,-0.808,-0.56,0.482,1.131,-0.259,-0.412,-0.17,-0.279,2.607,-0.856,-1.39,0.675,-0.004,-0.316,-0.026,0.004,0.532,-0.01,1.222,-0.099,-0.226,0.56,-0.239,-0.636,-1.126,-1.964,0.457,-1.69,1.229,-0.953,-1.513,-0.519,1
0.03,-1.618,-0.027,-0.399,0.93,0.337,-0.031,-0.962,0.506,-1.377,2.024,-0.07,-0.843,-2.233,-0.568,0.228,-1.012,-0.916,-0.124,1.352,-1.837,-0.524,1.371,0.821,-1.261,0.952,-1.303,-1.495,-2.062,-2.007,0.712,0.183,0.548,-0.413,0.232,1.162,0.079,-0.512,0.654,-0.528,1
2.008,1.101,-0.378,-1.032,-0.51,-0.367,0.874,1.36,-0.026,-1.201,-0.944,-1.652,-0.579,0.006,0.475,0.234,0.942,-1.296,-0.095,-0.605,-0.936,0.874,1.158,1.039,1.191,-0.587,-1.763,0.364,0.555,-0.411,-0.502,-0.061,1.072,1.628,-0.988,-1.765,0.744,0.188,-0.673,-0.0,0
0.131,1.348,0.5,-0.297,-0.176,-0.774,-0.377,0.302,-1.315,1.486,-0.255,0.943,-0.526,-0.063,-0.336,0.888,0.008,-0.867,1.299,0.282,0.77,0.459,-1.035,-0.642,-1.899,0.973,0.16,0.285,-0.164,-0.134,-1.444,1.644,-0.533,0.108,-1.218,0.295,-0.495,-0.367,-0.702,0.958,0
0.671,-1.604,-0.152,-1.375,-0.822,0.775,-0.46,-1.159,-0.191,-0.434,1.813,-0.596,-0.65,-1.352,0.203,-1.618,-1.346,-0.07,0.37,-0.593,0.401,2.352,0.118,0.482,1.484,2.239,1.27,-1.582,1.542,-1.23,1.085,-0.009,-0.926,0.139,-1.606,-0.541,0.867,1.406,2.032,0.227,0
1.105,0.67,0.059,0.544,0.891,1.746,-1.26,-1.8,0.854,-1.185,0.166,-1.075,0.222,1.15,0.379,-1.878,0.317,0.54,-0.027,-0.158,-0.975,0.437,1.173,0.956,-0.895,1.613,-0.106,0.237,-0.662,0.814,-0.405,0.656,-0.733,0.767,1.01,-0.324,0.062,-0.973,-2.23,0.568,0
1.067,-0.232,-0.234,0.662,-0.103,-0.338,1.156,-1.079,-0.806,0.581,0.669,0.486,-0.773,1.801,-1.299,1.458,0.265,-1.174,-0.837,-0.802,1.0,-0.661,-0.29,0.841,-0.915,-0.014,-0.501,0.811,0.183,0.411,0.005,1.409,-0.248,-0.813,-0.165,1.614,0.439,-0.774,-0.33,0.128,0
-0.167,2.047,-1.374,1.34,-0.286,-0.711,0.38,-0.205,-0.083,1.966,-1.142,0.498,0.443,-0.563,0.89,1.193,-2.457,-0.327,1.988,0.099,1.015,0.542,-1.021,-0.735,-0.775,-0.418,-0.037,-0.666,-2.142,-0.384,0.156,0.079,0.896,-0.992,0.249,-0.881,0.087,0.289,0.058,-0.064,0
0.607,-0.955,-0.47,0.891,0.573,0.64,1.871,0.013,-0.516,-1.05,-1.487,0.315,-1.272,0.239,0.399,-3.583,1.833,-0.79,0.56,0.872,0.676,2.15,0.066,-0.366,1.578,0.877,-0.819,0.613,-0.594,-2.285,-0.574,-0.964,0.128,-0.326,-0.725,-0.371,0.734,-0.107,-1.2,0.625,0
0.022,1.92,1.305,-0.256,-1.849,0.214,-0.581,-0.084,0.678,0.404,0.33,0.581,-0.012,2.34,-0.227,-0.356,-0.124,-0.825,-0.19,-1.093,1.205,1.155,0.745,0.346,-0.12,1.448,0.361,-1.476,0.362,-1.262,-1.562,0.396,-0.434,1.35,0.772,0.22,0.232,1.185,0.74,0.051,0
-0.009,-1.406,-0.195,0.552,1.264,0.519,1.075,0.693,-0.227,-0.826,-0.612,0.605,0.993,-0.513,-0.332,-0.79,-0.51,-0.982,-0.355,-0.627,-0.159,-0.039,-0.013,0.377,-0.641,-1.272,0.917,2.556,1.215,-0.563,-0.371,-0.204,0.263,0.388,2.145,-0.225,-0.546,-0.231,-1.212,0.679,0
1.207,-0.426,-0.276,0.097,-0.636,1.119,-0.255,-0.1,0.854,0.242,-0.329,-0.459,-0.65,0.384,-0.182,0.27,-0.885,1.695,-0.231,0.083,0.547,-0.541,-1.102,0.501,1.487,-1.115,0.156,0.093,0.634,0.027,0.474,-1.129,0.093,0.144,-0.484,-0.513,1.335,0.387,0.993,0.125,0
0.741,0.077,0.293,0.031,2.269,-0.075,1.215,0.498,-1.137,2.118,-1.045,-1.275,0.872,-0.477,2.284,-1.448,-0.379,-0.469,0.415,-0.25,0.272,1.797,-1.602,-1.631,0.087,-1.47,1.682,0.458,-0.591,0.385,0.65,-1.022,0.428,0.207,-1.8,0.002,0.129,-1.099,-0.145,-0.792,1
1.086,1.688,1.057,-0.88,-0.767,1.239,-1.212,-0.16,-0.216,-0.476,0.322,2.148,1.057,-0.473,-1.259,0.24,-0.496,-0.779,0.095,-2.509,0.272,-0.532,-0.556,-0.953,-0.154,-0.471,-0.687,1.029,0.108,-0.57,1.528,-0.382,0.051,0.111,-0.43,1.461,0.912,-0.337,-0.257,-0.803,1
-1.862,-1.493,-0.901,0.263,1.59,0.456,0.781,0.247,-0.569,1.193,-0.853,-0.932,1.65,0.321,0.696,0.353,-1.405,-0.032,-0.598,0.193,-0.277,1.796,0.218,-0.108,-1.257,-0.65,-0.157,0.208,0.733,2.177,-0.485,1.089,1.251,-0.08,-0.56,0.668,-0.183,0.739,0.132,-0.893,1
0.126,1.666,-0.449,0.598,-1.594,0.754,-1.042,0.479,0.89,0.129,-0.792,-0.528,1.322,1.001,-1.288,-1.339,0.207,0.684,1.76,0.123,0.114,0.895,-0.209,1.323,0.5,-2.051,0.152,-2.922,-1.107,-0.109,1.012,-0.587,2.017,1.153,1.521,0.927,-0.364,0.595,1.198,-0.378,1
-0.051,2.006,-0.241,0.445,-1.257,-0.029,0.384,-0.452,-0.209,1.081,-0.277,1.672,0.538,0.915,2.661,0.069,0.079,-0.806,0.565,-0.853,-0.367,-1.156,-0.245,0.061,0.11,-0.26,-0.427,0.255,0.33,0.865,1.018,-0.739,0.942,0.936,0.867,1.251,-1.206,1.604,0.073,0.065,0
-0.527,-0.296,0.061,-0.17,1.303,-0.487,0.704,0.494,-1.779,1.328,-1.355,0.55,-1.203,-0.345,-1.637,-1.084,-2.043,-1.532,0.296,0.676,-2.11,1.634,-1.466,1.723,0.863,-0.323,0.851,-0.833,-0.392,-1.723,0.489,0.914,0.589,0.201,-2.745,1.067,-1.413,-0.17,0.548,1.608,0
-0.301,-0.292,-0.461,-1.949,-0.344,-0.557,0.372,0.771,1.594,0.108,-0.396,-1.399,1.33,0.303,0.719,1.909,1.154,-1.895,0.913,-0.168,-1.676,-0.091,-1.541,-1.271,0.483,0.178,-1.709,0.352,0.748,0.518,1.235,-0.19,-1.484,-2.017,-0.53,-0.437,-0.5,-1.752,0.104,2.013,1
1.47,1.476,-0.284,0.009,-1.62,-0.709,0.243,0.191,-0.166,-0.746,0.918,-0.444,1.249,-1.102,-0.139,-0.898,-0.5,1.773,-1.037,0.94,1.854,-0.019,1.036,-0.117,-0.604,0.222,1.102,-0.009,-1.207,0.43,-1.047,-0.889,0.46,-0.318,0.523,-0.39,0.033,-0.925,1.082,1.122,0
-0.693,1.809,-0.773,1.817,-0.169,0.184,-0.283,-0.857,-0.981,0.532,-0.786,-1.309,-1.091,0.366,-0.684,0.877,-1.392,0.44,-0.142,-0.834,-0.408,1.505,-1.218,2.305,-0.315,0.675,0.8,2.892,-0.531,-0.151,-0.226,0.155,-1.114,0.67,-0.392,-0.713,0.385,-0.656,1.311,2.449,0
-0.073,-0.396,1.958,0.28,0.524,1.156,1.618,0.353,-0.251,0.583,0.881,-0.485,-0.411,-0.014,-0.482,-0.463,-0.474,0.176,-0.792,-0.262,1.427,-0.244,0.635,-0.581,-0.096,-0.55,-1.871,0.725,0.791,0.932,0.477,2.142,-0.18,-0.032,-2.17,1.768,-0.275,-1.938,0.901,0.622,0
1.048,-0.491,1.241,-0.048,-1.55,-0.38,-0.14,2.442,1.01,-0.357,-0.592,0.907,0.918,0.408,2.473,0.592,1.197,-1.45,0.547,0.536,0.463,-1.363,2.196,0.3,-0.155,1.724,0.07,0.123,1.221,-0.781,-0.242,1.358,-1.565,-0.955,-0.495,-0.074,-2.288,0.483,-0.513,0.654,1
0.469,0.595,-0.231,-0.026,1.025,-0.126,-1.439,-0.036,1.218,-0.266,-0.183,0.445,0.659,-0.029,-1.006,1.985,-1.705,1.254,-0.593,-0.001,-0.025,2.117,0.606,-0.338,-2.194,-0.116,1.157,0.164,0.357,-0.829,0.296,1.345,-0.379,-0.991,-0.711,0.989,1.445,0.421,0.188,0.238,0
-0.818,-0.732,-0.537,0.346,0.553,-0.097,0.507,1.201,0.25,-1.179,0.605,0.619,1.37,-0.873,-0.88,-0.833,-2.385,-2.022,0.653,-0.101,-0.626,0.476,-1.367,-0.168,-0.821,-1.453,-0.194,-1.247,0.547,-0.782,2.05,0.502,-0.396,0.275,1.326,0.039,-2.755,0.41,0.532,0.702,0
-0.06,1.132,0.811,0.523,-0.511,0.151,-1.823,0.072,-1.026,-0.181,0.222,-1.014,-0.75,1.084,0.253,-0.004,-0.387,0.772,-0.157,-1.723,0.176,0.337,0.102,0.218,0.153,-0.328,0.084,-1.271,-0.164,-1.54,-0.522,0.738,0.918,-1.442,0.255,-0.677,0.233,0.184,-0.993,1.514,0
-0.187,-1.363,-0.799,-2.125,-0.846,-0.791,-1.023,0.191,-0.18,-2.392,1.398,0.244,0.704,0.614,-0.879,-0.491,-0.202,0.078,-1.554,-0.632,-0.464,-1.246,0.75,-0.521,0.074,0.191,0.186,-0.731,0.79,-0.831,0.952,-1.471,-0.478,-0.161,0.686,-0.098,0.808,-0.575,-0.229,-3.028,1
1.175,1.691,-0.861,0.092,-1.376,1.88,0.245,-0.548,0.488,-0.173,-1.229,-1.303,0.207,-1.921,-0.63,1.095,0.083,2.377,1.491,1.049,0.489,-1.133,-0.98,-2.0,-0.081,-2.101,1.392,0.776,0.334,0.439,0.268,0.918,-0.429,-0.645,-0.09,0.918,0.09,0.825,0.552,-0.118,1
0.963,1.631,0.721,-0.818,1.217,-1.562,-0.547,-1.631,0.13,0.328,-1.023,0.189,-1.32,-2.102,-0.785,-1.573,-0.993,-0.124,1.643,0.238,0.23,1.243,-1.429,-0.019,-0.61,0.233,-0.143,1.459,0.388,1.49,-0.015,-1.502,-0.43,1.198,1.041,-0.191,0.318,0.352,-1.551,0.857,0
-0.27,1.071,-0.516,-1.282,-1.019,-1.006,1.253,0.328,-0.773,1.13,0.181,1.246,0.377,-0.125,0.132,0.034,-0.18,1.163,-0.522,-0.949,0.739,-0.562,-0.644,0.977,-0.039,-1.466,0.288,-0.982,-0.152,-0.298,0.792,-0.431,0.527,0.169,-0.789,0.384,-0.284,0.037,0.217,-0.569,0
0.732,1.516,1.511,0.318,-2.066,0.041,-1.583,1.028,1.456,0.633,0.104,0.444,-0.25,0.665,0.5,-0.483,1.828,-1.0,-1.002,0.062,2.731,0.094,-0.497,1.061,-0.418,0.156,1.514,1.576,-0.026,-0.736,0.003,0.315,-2.492,-0.69,0.363,0.327,1.163,1.414,0.188,-0.226,0
-1.019,0.888,1.017,0.423,0.199,0.804,0.638,-1.158,-2.131,0.546,0.884,-0.922,1.173,0.582,-2.129,-1.22,0.183,0.356,1.156,0.025,-1.402,0.057,0.689,-0.634,-1.204,-0.924,-0.05,0.223,-0.568,0.49,-1.229,0.029,-0.499,0.387,-0.139,0.614,-0.575,0.712,-1.699,0.221,1
0.22,0.824,-1.765,1.603,0.908,-1.193,0.929,-1.858,-0.479,-0.389,-0.029,-0.467,0.897,1.044,-0.165,0.477,-0.851,0.849,-0.159,1.903,-0.976,1.122,-1.201,1.017,0.28,-0.484,-1.814,1.331,-0.46,0.601,0.255,0.264,0.352,0.618,0.05,0.364,0.351,-0.092,2.059,0.366,1
-2.019,0.164,-0.199,-0.453,0.874,-0.061,-0.757,0.299,0.987,0.109,0.704,-0.15,0.248,-0.409,1.08,0.497,-0.566,-1.206,-0.372,-1.455,-0.058,-0.446,-0.44,-0.172,1.696,0.148,1.75,0.561,0.617,-0.127,0.834,-1.839,-1.966,0.562,-0.724,-1.309,2.389,1.324,-0.896,-0.424,1
-0.369,-1.358,-1.385,-0.291,0.796,-0.871,0.247,-0.03,-0.285,-0.675,-1.657,0.153,-1.655,-0.365,0.658,-0.073,-0.68,0.657,0.822,-0.939,1.483,0.27,-0.103,0.51,0.805,1.509,-0.705,1.339,0.077,1.652,0.456,-1.27,-1.084,-0.021,0.045,-0.355,0.579,0.588,1.591,-0.912,1
0.039,0.382,-1.536,-0.675,0.478,-0.31,-0.446,-0.113,0.136,0.208,-0.809,-2.649,-0.877,-0.309,-1.607,0.432,0.073,-0.067,-1.759,-0.504,0.121,-2.032,-1.582,-0.315,0.194,-0.2,1.749,0.997,-1.534,-0.44,1.389,-0.34,0.264,0.697,0.653,0.755,1.578,0.871,0.976,1.084,1
1.436,-0.23,-1.476,0.914,-0.762,0.001,0.058,1.087,0.015,0.663,-1.24,-1.028,-0.13,-1.648,-0.297,1.155,0.958,-0.23,0.838,-0.262,2.154,0.745,1.004,0.17,-1.037,0.385,-0.689,0.789,0.545,0.198,-1.955,0.656,0.6,-0.26,-1.344,0.041,0.4,-0.153,0.217,1.447,0
-0.729,-0.554,0.347,-0.742,0.502,-0.14,-1.216,0.518,1.979,-0.7,0.177,-1.292,-0.165,-0.788,0.587,0.083,0.585,1.081,-0.3,0.076,-0.002,0.235,1.108,1.105,-0.514,-0.982,0.088,0.464,0.751,2.451,-0.207,-0.718,0.086,-0.428,-1.212,0.147,-0.931,-0.781,-0.21,-0.941,1
-1.177,1.795,-2.321,-2.07,1.313,0.843,-0.491,-0.047,-0.935,-0.133,0.451,-1.543,-0.227,-0.343,0.52,-0.119,0.219,0.177,0.668,0.816,-0.715,-1.037,1.129,-0.649,-0.498,0.434,1.436,-0.767,-2.095,0.213,0.55,-0.205,-0.609,1.172,-0.533,1.696,-1.932,1.431,-0.492,1.412,1
-2.087,2.694,-0.207,0.167,-0.331,1.567,-0.48,-0.978,0.015,0.618,0.746,-0.858,-1.714,0.175,0.334,-0.439,-0.444,-0.649,-0.732,-0.23,0.62,-0.759,0.578,-1.358,-0.192,0.382,-0.661,0.609,1.472,-0.805,1.074,-0.738,-0.215,0.433,-1.343,-2.293,-1.157,0.23,-2.03,-0.464,0
-1.397,-0.126,-0.663,-1.326,-0.681,0.499,-0.063,0.72,-0.986,0.124,0.015,-0.142,0.105,0.295,1.92,-0.233,0.497,-2.169,2.321,-0.209,0.87,-0.948,0.63,0.378,0.866,0.163,0.73,-0.459,0.216,-1.306,0.133,0.044,-1.376,-1.126,-0.012,1.254,-0.542,0.852,-0.674,-0.747,0
-2.33,0.808,-0.939,-0.085,1.114,0.24,0.061,0.486,-0.291,-0.01,2.179,1.531,-0.259,0.97,-0.815,-0.741,1.061,-1.321,-0.023,1.249,0.083,-0.17,-2.127,0.659,2.138,0.831,-0.3,0.867,-0.228,-0.306,-0.82,-2.223,2.203,0.261,-0.134,0.394,0.731,-0.488,-1.838,1.114,1
1.609,-0.518,-1.69,-0.397,0.692,-0.087,0.851,-0.149,0.24,-0.693,-0.516,-1.121,1.855,0.983,-0.772,-0.054,-0.035,-0.66,-0.099,-0.82,-1.544,-1.834,-0.737,-0.002,0.154,0.469,-0.38,0.642,1.012,-0.653,1.159,0.806,-0.835,0.452,0.08,-0.151,0.658,0.221,1.174,-1.056,1
-0.421,1.2,-0.822,-0.071,-0.543,-0.661,-1.276,-0.85,1.647,-0.025,0.537,-0.186,0.968,0.393,0.163,-0.897,-1.483,1.229,1.526,-0.787,0.086,1.986,-0.41,-0.12,1.179,-0.308,0.286,1.244,-0.047,-1.621,0.722,-0.165,0.48,-0.628,-1.048,-1.176,-0.048,1.636,0.319,0.72,0
0.83,-0.986,-1.819,-0.704,-0.84,-0.241,-0.891,-0.112,-0.18,-1.404,-0.09,-1.834,0.623,-0.194,-0.403,-0.932,-1.586,0.792,1.268,1.109,-2.116,2.546,0.161,-0.831,1.063,-0.085,0.898,1.831,-1.645,-0.543,1.658,1.306,-0.388,0.56,-1.305,0.001,1.022,1.207,-0.617,-0.092,0
-1.651,-0.075,-2.131,0.434,-3.376,-0.13,0.274,1.733,-0.775,1.637,0.655,-1.066,1.048,-0.42,1.082,0.208,-1.554,-1.091,-0.895,-0.524,2.251,0.042,-0.309,-1.078,0.639,1.228,2.238,1.71,0.454,-1.55,-1.901,-1.776,-0.853,-0.393,-1.225,0.194,0.998,-1.746,0.176,3.15,0
