feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
1.019,-1.027,1.647,0.174,-0.431,0.529,-1.664,-0.099,0.532,0.596,0.23,1.232,1.194,-1.239,-1.882,2.012,0.642,0.83,1.009,-1.383,-1.143,1.043,0.691,0.231,1.127,-0.751,0.491,-0.961,-0.298,-0.026,0.575,0.093,-1.992,0.438,-0.135,-0.054,-0.926,0.497,-1.205,-0.027,0.496,-0.589,-0.444,-0.605,0.089,-1.558,0.976,0.217,-0.239,-0.529,1
0.558,-1.175,0.742,0.218,-0.608,2.036,0.338,-0.641,-0.824,0.815,-0.049,-1.539,0.364,-0.521,-0.764,0.56,-0.612,-0.026,-1.249,-0.789,1.022,1.706,-0.177,2.654,-0.007,0.797,1.18,-1.127,0.004,0.352,-2.116,-0.998,-1.731,1.049,0.198,-0.341,0.196,1.106,0.571,1.347,-0.387,-0.471,-0.144,-1.453,-0.171,-1.402,-0.814,-1.066,-1.862,1.097,1
0.408,-0.355,3.476,0.231,0.134,0.443,-0.068,-0.867,-2.155,-1.201,-0.073,1.808,-2.061,-0.871,2.955,0.32,-0.041,-0.027,0.326,0.617,0.219,-1.011,0.166,1.386,-0.07,1.048,-1.997,0.117,-1.71,1.379,-0.943,-0.171,-0.483,1.851,1.224,-0.693,0.202,0.47,0.938,0.973,-0.451,1.813,-0.254,-1.272,-0.151,-0.485,-0.831,-0.959,1.517,0.444,0
0.123,0.512,0.799,1.405,-0.231,0.533,-0.594,-1.213,0.999,-0.454,-0.689,1.724,0.334,0.179,0.966,-0.679,0.953,-0.21,-1.37,0.261,2.655,-0.84,-0.7,-1.181,-0.334,-0.615,1.816,1.762,1.634,0.707,-0.853,0.581,1.485,0.403,0.302,-1.696,1.037,-2.213,-1.004,0.053,0.097,0.256,1.213,-1.094,-1.963,2.181,0.147,-0.728,-0.392,-0.712,1
1.084,-0.216,0.161,-0.906,-1.418,-0.662,1.361,-0.353,-0.629,-1.946,0.465,1.908,0.232,-2.374,-0.103,-0.204,0.909,-0.094,-1.339,-0.759,1.458,-0.212,1.317,-0.904,-1.4,1.842,-0.553,-1.218,-0.178,0.684,-1.336,-0.325,0.894,-0.927,0.935,0.891,2.522,-0.993,-1.243,0.8,0.215,0.925,-0.775,-0.637,-0.83,0.299,0.212,-0.212,-0.688,-0.018,0
-0.255,-0.213,-1.068,-2.04,-0.625,-0.123,-0.99,-0.402,0.216,-0.003,0.419,0.608,0.779,-1.47,1.449,-0.729,0.618,1.893,-1.472,-0.711,1.394,-0.489,2.159,2.374,-0.197,1.854,0.024,-1.0,0.398,0.197,0.061,0.36,0.741,-0.446,-0.767,0.99,-2.11,-0.101,0.486,-1.189,0.369,-0.917,-0.302,-0.571,0.617,0.309,-2.167,2.402,-1.447,-0.384,0
0.999,-0.687,1.425,-0.838,0.641,0.478,-0.756,0.512,-0.724,-0.478,0.621,-2.574,0.832,-0.617,0.51,-0.788,0.66,-0.697,-1.372,1.144,-0.215,-1.18,1.425,-1.55,0.258,-1.186,0.469,-0.712,0.926,1.893,0.289,-1.33,-0.616,0.444,-2.114,-1.038,-0.789,-0.202,0.323,-0.467,-0.765,-0.241,-0.294,-1.631,-2.964,0.176,-0.25,-1.039,-0.194,1.346,1
0.378,1.256,0.16,1.314,0.474,0.957,-0.03,-1.549,-0.842,-1.624,0.122,-1.094,-2.001,-0.021,1.793,0.022,0.319,-0.397,1.736,1.473,-0.706,0.369,-0.472,0.864,-0.644,-0.069,1.012,-1.339,0.418,0.141,-0.517,-0.771,-0.534,-0.099,-1.748,0.74,0.703,0.655,-0.577,1.516,1.69,-0.909,0.33,0.319,-0.4,-0.648,2.373,-0.3,-1.022,-1.207,1
1.701,0.295,-2.365,0.284,-0.966,0.816,0.889,-0.935,-1.665,0.652,-1.221,1.073,0.582,-0.544,-0.49,-0.09,2.563,-0.646,1.201,1.544,0.547,-2.268,0.351,0.572,0.262,-0.754,0.092,-0.094,0.637,-0.472,0.155,0.78,-1.413,-0.67,-0.152,2.314,-1.041,-1.154,-1.643,0.57,-0.232,0.68,-1.499,-0.782,0.167,0.046,1.271,0.192,-1.726,1.39,1
1.224,-0.135,-1.268,0.404,0.102,-0.566,2.012,-0.263,-0.213,0.124,-0.255,-2.001,-2.298,-0.82,-0.8,0.546,-1.502,0.143,1.417,-0.087,-0.684,-0.547,0.843,1.738,-0.882,1.124,-0.316,-2.107,-0.068,0.707,-0.721,1.135,0.096,0.034,-1.177,-1.058,-0.96,0.432,-0.048,0.883,-1.853,0.527,0.906,0.364,-2.04,0.266,-0.295,1.662,-0.502,1.815,1
-0.19,0.187,-0.274,0.422,0.522,-1.124,0.271,1.599,-0.11,-0.647,1.287,0.73,0.021,1.102,0.149,-0.171,-1.465,-1.413,0.005,-0.775,1.019,-1.522,1.115,0.321,0.189,0.664,0.375,-0.866,-0.312,-0.81,0.426,-1.229,1.252,-0.364,1.71,-0.526,-1.45,0.255,0.488,-0.352,-0.064,-0.604,-1.125,-2.692,-0.525,-1.412,-0.036,-1.367,0.687,-0.059,1
0.313,-0.762,2.208,0.547,-1.5,0.198,-0.18,-0.552,0.804,-1.681,-0.672,-1.349,1.328,0.688,-0.079,1.103,-0.071,-0.344,-0.163,-0.97,-1.78,-0.713,0.413,-0.161,-0.227,-1.33,1.013,0.525,0.331,-0.823,0.91,0.487,-0.43,0.081,-0.075,2.357,-1.478,2.465,0.38,0.084,1.646,0.176,-0.809,-1.268,0.785,2.305,-0.225,-0.582,0.558,1.837,1
-0.726,-0.343,0.637,-0.119,-0.249,1.622,0.79,-0.851,0.986,-0.364,-1.662,0.13,0.579,-0.579,-0.394,-0.678,0.423,0.013,-0.059,-1.125,1.144,0.179,-1.776,1.503,0.814,0.802,-0.871,-1.268,0.732,-0.061,0.654,0.848,0.482,2.221,-0.247,1.0,0.203,0.586,-0.375,0.671,-0.753,-0.333,1.788,0.885,1.02,1.881,-0.034,-0.498,0.065,-0.671,0
-1.185,0.799,-0.236,1.118,-0.376,-0.96,-1.484,0.168,-0.66,-0.667,1.008,2.38,1.135,0.217,0.389,0.785,-0.318,1.942,1.787,-0.948,-0.266,1.176,0.302,-0.437,0.255,-1.524,-0.023,0.973,0.854,0.865,0.568,-1.161,-0.851,0.286,-0.365,-0.278,2.164,0.093,-0.166,0.64,1.781,-0.052,1.078,-1.016,-0.642,1.225,-1.622,0.141,1.912,0.599,0
1.392,0.289,-0.907,-0.642,-0.045,0.437,-0.042,0.564,0.725,0.737,0.855,-0.542,0.145,1.326,-0.902,-0.267,-0.019,0.827,0.847,0.586,0.507,-0.563,-0.497,0.359,-0.533,0.28,-0.78,-0.221,-0.859,-0.152,1.31,0.176,-2.558,0.676,0.595,0.127,1.282,-0.912,-1.251,1.199,-1.235,-0.966,-0.221,0.696,-0.274,0.509,0.636,0.031,2.177,3.349,0
-0.647,-1.622,0.733,0.498,0.956,-1.37,0.805,0.289,0.703,1.378,-0.151,0.889,0.021,-1.246,0.423,0.354,1.369,0.628,-1.528,0.609,0.488,1.533,0.201,0.03,-1.316,0.14,1.029,1.973,0.659,-0.485,0.79,0.384,-0.328,-1.152,0.9,0.073,0.556,1.629,0.782,0.439,1.014,1.496,-0.201,-0.643,1.388,-0.406,0.878,0.891,1.595,0.914,0
0.005,0.828,-0.931,0.4,1.506,-1.217,-0.755,0.254,-0.356,0.075,0.628,0.016,-1.283,-0.063,-0.461,-1.041,-1.076,0.422,0.349,0.213,0.107,-0.145,0.391,-1.007,-2.417,0.472,-0.171,-0.147,-0.311,-1.296,-0.642,-0.501,0.33,1.123,-1.187,-0.184,1.705,-1.398,-1.143,-0.081,0.288,0.848,-1.611,0.499,1.048,-0.803,0.13,1.453,1.562,-0.364,1
-0.046,-0.835,-0.304,0.644,-1.145,0.484,-1.663,-0.135,-0.759,0.921,-1.17,1.019,-0.048,1.303,-0.859,-1.582,0.158,0.216,-0.001,0.061,0.096,-0.096,-0.856,1.725,0.91,1.009,0.452,-0.308,0.542,-0.406,0.248,0.862,-0.038,-1.373,0.364,0.662,-0.659,1.369,-0.258,0.63,-0.611,-1.649,-2.248,-0.809,-0.654,-1.324,-0.609,-2.43,-1.053,-0.678,0
1.892,-0.371,1.235,0.919,0.237,-0.648,-0.587,1.153,0.571,0.93,-0.29,0.503,1.134,-0.117,-0.309,-1.166,-0.218,-0.115,1.149,1.904,-1.578,0.171,-0.506,0.953,-0.91,2.275,-0.283,0.649,-0.341,1.718,1.455,-1.434,-0.223,-0.056,-0.176,0.52,-0.009,0.132,-0.254,1.463,0.271,-0.331,-1.59,1.207,1.395,-1.223,1.168,-1.207,1.745,0.638,0
-1.526,2.005,0.365,-0.999,1.855,-1.092,-1.485,-0.683,-1.011,0.833,1.621,0.191,0.642,-1.11,0.459,-0.365,-1.958,-0.426,-0.077,-0.921,2.69,-1.559,0.805,0.991,0.114,0.353,2.406,-0.446,0.053,0.908,-0.106,-1.206,0.669,-0.559,-1.752,0.82,0.474,-1.218,-0.282,1.324,-0.717,-0.049,-0.201,0.98,1.772,-0.088,0.944,-0.094,1.057,0.19,1
-0.335,-0.413,0.497,0.458,0.029,0.051,-0.546,-0.224,0.344,0.279,0.884,-0.38,-0.293,-0.642,-2.047,0.037,-1.811,-1.116,-0.062,-1.315,-0.554,0.587,-0.48,0.793,-1.34,-1.096,-0.339,1.022,0.531,0.747,0.883,1.133,-0.251,-0.687,0.883,-1.724,-0.58,2.29,-0.54,-0.237,1.376,-0.031,0.11,1.648,-0.68,-0.506,-0.399,-0.062,-0.581,-0.703,0
-0.51,-0.266,-0.139,0.592,0.245,1.263,-0.004,-0.986,1.133,0.144,-0.423,-0.622,-0.624,-1.873,1.314,1.552,0.48,0.927,0.327,-0.349,1.199,0.02,0.016,0.549,0.571,1.991,0.372,0.586,-0.858,1.289,-0.374,1.136,0.51,0.678,0.287,-0.771,1.89,1.377,-0.898,0.413,-0.2,-0.362,-0.113,-0.753,-0.233,0.113,0.577,-0.781,-2.246,0.398,0
0.57,0.62,0.232,-1.398,0.171,0.571,-1.265,0.203,-0.884,0.465,-1.686,-1.057,-0.931,-0.84,-1.054,1.248,-0.684,-0.042,0.725,-1.332,-0.233,-1.53,1.776,-0.125,-0.191,-0.83,-0.747,-0.544,0.421,-0.217,-0.361,0.086,-0.299,-1.231,1.618,-0.567,1.33,-0.421,-1.369,-0.808,-0.044,1.094,-1.098,0.299,-0.325,-1.881,-0.265,0.57,-0.363,1.606,0
0.592,-0.625,0.419,-0.314,-0.128,0.259,0.276,0.415,-0.71,0.333,1.709,-0.081,0.68,-1.666,-0.527,0.175,0.14,0.911,-2.505,-1.134,-0.527,-1.419,0.149,-0.49,-1.202,-0.133,0.627,0.357,-0.928,-1.475,0.348,-2.115,1.793,0.203,1.609,-1.21,-0.541,0.832,-2.96,-1.128,-0.263,-1.59,1.535,-0.187,1.018,-0.249,0.462,0.265,-0.256,0.81,0
-1.418,0.913,-1.973,0.893,0.265,0.804,1.306,-0.231,0.595,-0.237,0.334,1.238,-0.385,-0.27,-1.025,1.308,-0.48,-1.668,-0.358,-0.514,0.767,-0.147,1.082,-1.666,0.2,0.712,-0.868,0.042,-0.48,-1.154,-0.796,-0.705,-1.21,0.31,-0.355,-0.87,-1.032,-1.544,-0.396,0.307,-1.85,0.788,0.356,0.678,1.495,0.979,0.336,-1.256,0.19,0.158,1
0.655,0.076,-0.093,-1.328,0.246,-0.573,-0.876,0.928,0.797,-1.373,-0.381,1.315,0.404,-1.027,-0.09,0.786,0.28,1.362,0.828,-0.231,-0.083,0.292,-0.377,-1.525,0.586,1.577,0.198,0.22,0.274,-1.189,-0.235,0.18,-0.191,-2.409,2.095,-0.952,1.287,0.891,-0.782,-1.174,-0.961,-2.058,-0.872,-0.079,0.474,-0.802,0.33,-0.059,0.01,-1.01,1
-1.2,2.125,0.177,-0.629,0.139,-1.33,0.677,0.012,-0.107,-1.464,0.896,0.105,0.168,-2.01,-0.246,-1.566,1.116,0.095,-0.051,-1.046,-0.164,-0.458,-2.756,0.201,0.459,0.797,-0.164,0.42,1.367,0.102,-0.24,1.645,-2.081,-1.453,-1.711,0.863,-0.125,0.746,-2.329,-0.756,-1.888,0.355,0.674,-0.513,-0.766,1.187,0.183,-0.656,-1.549,1.964,0
-0.839,1.555,-1.045,1.428,-0.493,0.677,-0.304,0.573,1.507,1.229,0.633,1.099,-0.524,-0.929,-0.155,0.984,1.711,-0.271,-0.276,0.225,0.135,-1.129,0.729,0.385,0.05,1.289,1.707,-0.811,0.246,0.575,1.315,0.066,-0.684,0.194,1.117,0.27,-1.767,0.066,-0.699,0.921,0.114,0.036,1.362,2.049,-0.868,0.242,0.804,0.342,0.567,0.277,0
-0.388,0.942,-1.493,1.367,-1.49,-2.303,-1.214,-1.682,-0.2,0.085,1.636,-0.801,0.152,-0.466,0.106,0.486,-0.417,-0.019,0.745,0.741,1.02,-2.497,0.072,0.411,-0.189,0.927,2.275,0.359,-0.804,0.582,0.435,0.373,-0.817,1.778,-1.288,-0.966,0.722,-0.384,-0.218,-0.842,-1.259,-0.101,-0.834,-0.054,0.721,2.001,-0.208,-0.113,0.237,-0.164,0
-0.321,-1.098,1.297,0.093,-0.452,-0.597,-0.163,0.217,1.439,-0.947,0.853,-0.249,0.072,-1.155,0.62,0.98,0.332,1.315,0.258,0.099,2.333,-0.666,0.139,-0.247,0.287,1.853,1.86,0.475,1.148,-0.562,0.07,0.598,-0.514,-1.243,0.281,1.206,0.262,-0.419,-0.234,-1.049,0.389,0.335,0.026,1.381,-0.355,-0.659,-0.221,-1.49,-0.568,0.009,1
-0.46,-1.354,-1.201,-0.019,-0.244,-0.393,-0.292,1.276,1.452,-1.73,1.433,-0.819,0.067,-0.06,0.083,2.14,-0.906,-1.062,-2.663,0.461,-1.145,-1.318,0.062,-0.615,-0.778,1.309,-2.588,-0.586,0.169,-1.368,0.377,1.278,-0.132,0.654,-0.968,-2.014,1.08,0.369,1.234,-0.822,-2.275,0.362,-1.097,-0.348,0.068,0.679,-1.156,-0.323,-1.055,0.031,1
-0.735,-0.069,-0.19,0.783,0.075,0.508,0.232,-0.273,-1.41,-0.987,-0.705,1.313,1.192,0.107,-0.153,1.555,0.612,0.317,0.416,-0.253,0.257,-1.202,-0.337,1.667,0.929,-0.129,0.688,1.524,0.007,0.571,-0.459,0.696,-1.7,0.052,0.924,-0.592,-0.271,-0.162,-0.423,-0.419,-1.602,0.096,1.473,1.973,0.591,-0.903,1.28,-1.091,-0.269,1.183,1
-0.035,1.047,0.709,-0.633,1.181,0.09,-0.518,0.961,1.377,-0.583,-0.309,-1.232,1.682,-0.836,0.631,1.037,-0.459,-1.909,-0.218,2.554,0.63,0.314,0.374,0.078,1.358,-0.45,0.416,0.493,1.15,-0.671,0.67,0.605,-0.207,-0.325,1.697,-0.57,0.248,0.44,0.016,-0.209,-0.76,-0.049,-0.297,-0.028,-1.122,1.023,-0.024,-0.047,-0.617,0.058,0
1.594,1.498,-0.015,-0.614,-1.399,0.998,-1.158,-1.702,0.517,-0.516,1.536,0.814,-0.297,-2.892,-0.219,-0.993,0.423,-1.157,-0.098,-0.248,0.58,-1.169,1.434,-0.851,-0.923,0.326,0.145,0.938,-0.34,0.063,-0.533,0.027,-1.294,0.884,0.257,0.307,0.44,-0.867,-0.937,-0.604,-0.753,1.443,0.632,1.012,1.181,0.338,0.65,-1.221,0.377,0.168,1
0.195,0.788,-1.765,0.384,0.552,-1.149,-0.134,-0.203,0.505,1.551,0.449,-0.233,-0.003,-1.126,-0.975,1.39,1.064,0.442,-0.171,-0.662,0.313,0.06,0.819,-0.878,-0.558,0.488,-0.809,0.743,-0.133,0.662,0.265,1.301,0.75,0.87,-1.374,0.105,-0.104,-0.002,1.263,-0.481,-0.103,-0.096,-1.04,-0.053,-0.657,0.091,0.306,0.059,-0.758,-1.042,1
0.276,-0.934,0.583,0.522,-0.555,-1.204,1.114,1.887,-0.335,0.731,1.155,-0.035,-0.509,-1.784,0.868,1.082,1.777,-1.651,-0.222,0.567,0.24,-2.058,-1.108,-1.16,0.235,2.686,0.764,-1.226,-0.159,-0.093,-0.134,-0.379,0.982,0.599,-1.458,-0.822,0.986,1.209,1.777,-0.252,1.695,-1.914,0.074,0.381,-1.115,2.208,-0.876,-0.746,1.155,-1.136,1
-0.38,-1.201,1.051,0.905,0.709,0.232,0.665,-0.405,1.548,0.925,-0.713,-0.279,0.448,-1.001,-0.846,0.308,0.293,0.71,-0.035,0.5,0.494,-0.946,-0.163,0.872,0.739,-0.761,-0.732,-1.46,-0.317,-0.467,3.015,-0.063,0.893,0.215,0.291,-1.139,-0.441,0.173,1.869,-0.884,1.432,1.106,-1.238,0.499,0.204,2.505,-0.639,0.438,0.098,0.261,0
0.192,0.086,0.687,-0.173,0.73,0.348,-0.682,0.159,-2.65,0.443,1.116,1.101,0.16,0.204,1.129,-0.019,1.152,-0.937,0.075,-0.282,1.349,-0.103,0.599,-0.517,0.163,-1.072,-0.147,2.259,-0.509,-0.004,1.287,-0.442,-0.693,-0.169,0.16,-0.799,0.547,-1.459,-0.592,0.342,-0.052,-0.796,0.235,1.138,0.551,1.004,0.246,0.671,0.454,-0.108,0
0.683,-0.075,-1.607,1.39,-0.169,0.941,0.24,-0.441,1.354,-1.338,-0.359,-0.424,0.035,1.369,1.891,-0.621,0.919,-0.554,1.323,1.524,-2.141,-0.008,-0.932,0.307,-0.577,-0.163,-1.579,-1.361,0.351,1.245,1.311,-0.329,-0.41,-1.01,-0.962,0.421,-1.299,1.119,-0.113,-0.758,0.584,0.473,2.647,-0.345,-1.26,1.493,-0.536,0.932,1.699,-0.099,1
-0.649,0.703,0.217,0.157,-0.745,1.522,0.054,-0.693,0.448,0.55,-0.105,0.272,-0.133,0.179,0.836,0.015,0.737,-0.184,-0.608,-0.924,-0.551,0.385,-0.161,0.935,-1.079,-0.473,0.071,-0.045,0.396,0.346,0.855,-0.014,-0.049,-2.036,-2.515,1.201,1.049,0.174,1.462,-0.023,0.863,0.059,0.584,-1.51,1.425,0.26,-0.873,0.12,-1.141,0.509,1
-2.222,0.496,-0.713,0.323,1.963,1.892,0.751,0.005,-0.992,-1.522,0.634,1.253,1.126,-0.905,2.209,1.302,-0.313,-1.478,-1.006,1.53,1.573,-0.826,0.662,0.725,0.64,0.901,0.039,-1.198,-0.24,0.014,-0.196,-0.753,1.205,2.899,1.663,1.243,-0.517,0.556,1.018,-1.576,0.272,-0.727,1.55,0.637,-0.647,0.355,0.63,0.737,2.073,0.8,1
0.812,0.026,1.28,-1.175,-0.249,0.369,-0.039,-0.437,-0.038,0.881,0.365,-0.804,0.987,-0.593,1.237,-1.133,0.571,-2.322,0.03,-3.305,-0.806,-0.366,-0.561,0.467,0.36,-0.356,-1.065,1.324,-1.635,-0.867,1.311,2.279,-1.886,0.076,0.154,0.372,0.669,-0.452,-0.855,-2.107,-0.52,0.8,-0.117,-0.798,1.708,-0.472,0.077,1.094,-0.194,-0.422,0
-0.894,0.711,-0.915,-1.611,0.193,0.219,0.608,-0.484,0.309,-0.47,-0.434,-2.86,0.665,-0.781,-1.203,-0.878,0.009,1.116,0.312,0.329,0.582,1.444,-0.227,0.203,-0.525,1.124,0.053,0.345,-1.456,-1.273,1.267,0.263,-0.232,0.576,0.691,-1.01,-0.195,2.026,-0.451,0.552,-0.385,-0.96,-0.128,-1.574,0.071,-0.6,-0.123,-0.97,0.422,-0.098,0
0.22,1.213,-0.297,0.266,0.992,-0.304,-1.368,-0.307,0.09,0.479,-1.411,-0.147,-0.891,0.658,0.944,0.016,0.731,0.901,-1.375,-1.233,1.787,0.508,1.164,-0.796,-0.727,0.976,-1.621,1.471,-1.557,2.134,-1.299,0.767,1.787,-0.374,-0.532,-0.098,0.231,1.008,-0.202,0.95,0.787,-0.208,-0.647,-1.408,-1.308,-0.657,-1.224,0.276,0.354,1.216,0
1.205,1.816,1.757,-0.293,-1.117,-1.07,1.679,0.012,0.821,0.825,1.288,0.45,-0.134,-2.055,0.608,-0.575,-1.202,0.204,-0.433,0.571,-0.799,1.616,0.815,-1.678,1.521,0.817,-0.194,-0.39,-1.739,-0.468,-1.159,-0.322,-0.58,0.571,1.711,1.425,0.521,1.287,0.308,-0.976,1.232,1.548,-1.111,-1.038,1.07,-0.181,1.158,-1.01,0.466,0.809,1
1.237,0.267,0.954,0.413,1.578,-0.034,0.265,-0.389,0.396,-0.951,-0.154,0.351,1.748,0.585,0.761,1.231,-3.108,0.038,0.42,-1.271,0.222,-0.81,-0.533,0.036,0.42,0.335,-1.077,-0.184,0.165,0.182,0.092,-0.802,-1.809,0.577,-1.174,0.382,0.332,0.139,0.883,-1.951,0.155,-0.571,-0.362,1.534,1.203,-0.037,-0.304,0.857,0.183,1.513,1
-1.881,1.274,-2.536,-0.562,-0.578,-1.478,-0.232,-0.177,2.024,-1.002,-2.287,-0.248,0.539,-2.642,-1.671,-0.721,0.629,0.018,1.049,1.342,1.538,-1.016,0.592,0.34,0.752,0.996,0.517,0.181,-0.293,-1.281,-0.789,-0.4,0.398,1.038,-0.22,-0.372,-0.513,1.424,-0.609,-0.053,-0.363,-2.311,-1.108,-1.548,-0.241,-0.778,1.039,-1.624,-0.075,-0.076,0
1.097,-0.657,0.419,0.872,0.398,-1.358,1.084,-0.152,-0.095,-1.763,1.135,-0.509,0.469,2.855,0.808,0.759,-1.317,-0.612,0.698,1.376,0.428,0.475,0.363,0.037,-0.708,-0.005,-0.241,0.265,0.705,-0.303,-0.94,-0.269,0.177,0.285,0.16,-0.717,-1.79,-1.586,0.536,0.96,-2.083,1.273,0.377,-1.38,-0.08,0.579,0.937,-0.765,-1.576,0.809,0
0.51,-1.455,1.584,-0.457,0.893,0.556,-0.369,-1.323,-0.128,0.437,0.07,0.175,-1.344,-1.023,-0.722,1.309,-1.521,-0.588,-0.264,0.775,-0.034,-1.336,0.192,-0.924,0.37,0.053,-0.58,0.477,-0.321,0.043,-0.05,-0.227,1.547,-0.931,0.771,-0.004,0.401,-1.097,-0.573,-0.681,1.474,1.464,0.134,-0.569,-0.113,-2.615,0.425,0.151,0.852,2.299,1
1.286,1.01,-1.107,0.219,0.499,-1.063,0.117,-0.036,-0.744,0.573,0.139,-0.52,0.323,-0.331,-1.27,0.27,-1.109,-0.176,0.421,-0.456,-0.494,-0.582,-0.124,1.038,0.545,-1.057,1.212,2.248,-1.184,1.234,0.413,-0.573,-1.021,2.318,1.296,-0.863,-0.501,-0.194,-0.843,1.526,0.561,0.586,-1.546,0.215,0.293,-1.916,-0.613,0.143,1.079,-1.264,0
-0.009,-1.084,-1.189,-1.707,-0.383,-0.288,0.416,1.154,-0.464,1.08,0.737,0.88,-0.386,-0.597,0.571,1.15,0.618,0.498,-0.673,-0.022,0.846,-0.137,1.065,0.754,1.105,1.567,-0.827,-0.57,-1.129,-0.156,-0.314,-0.931,0.954,-1.666,-1.027,2.156,0.02,-0.787,0.541,1.748,-1.429,-0.057,-0.081,0.689,0.086,1.685,-0.643,-0.75,-0.518,-0.06,1
-0.715,1.151,-1.733,-0.249,-0.827,1.38,-0.998,0.003,0.312,1.657,0.447,0.82,-0.271,-0.464,1.796,-2.176,0.655,-1.027,-0.945,-0.261,-1.028,-0.355,1.286,1.576,0.751,-1.293,1.304,-0.315,-0.428,-0.047,0.258,-0.664,0.463,-0.368,-1.614,0.107,-0.018,0.01,0.557,-1.647,0.213,1.232,-0.75,-0.398,-0.32,-0.44,-1.814,-1.582,0.298,0.577,1
-0.867,0.767,-1.484,0.469,0.074,0.335,-0.515,1.385,-0.04,-0.918,-0.244,0.998,-0.519,-0.198,-1.758,-0.819,0.51,1.379,-0.105,-1.322,-2.587,1.194,0.359,-0.948,-2.167,-0.106,-0.557,0.516,1.21,-0.147,0.755,-0.041,-0.651,0.381,0.512,-0.376,-0.19,1.043,2.05,0.235,-1.127,1.554,-0.134,-0.466,-0.311,-0.648,1.472,0.443,0.323,-1.243,0
1.355,-0.611,-0.166,-0.328,0.027,-0.844,-1.342,0.983,0.487,0.512,-0.451,-4.038,-0.234,1.665,-1.786,0.685,1.561,0.853,-0.103,0.554,-0.951,0.478,0.697,-0.486,0.371,0.885,-0.209,-0.383,1.564,-0.951,1.767,1.969,0.402,0.147,0.841,-0.138,0.394,-1.156,1.018,-1.898,-0.127,-1.681,-1.629,-2.072,-0.215,-0.364,-1.527,-0.251,-0.731,0.477,0
-0.885,-0.908,1.482,-0.914,0.564,0.888,-0.059,-0.765,-1.103,0.316,0.619,-0.022,-1.489,1.099,0.37,-0.043,0.837,-0.475,-0.83,-2.086,0.941,-1.303,0.268,-0.183,0.228,0.144,-0.62,-0.61,-0.527,0.616,-1.276,-2.96,-0.304,0.373,0.989,0.61,1.931,-1.844,-1.892,0.134,0.595,0.189,-1.467,1.714,-0.893,-0.575,-1.153,-0.018,-1.299,-0.608,0
-1.058,1.393,-2.108,-2.724,1.234,-0.32,-1.382,0.985,0.143,1.712,-1.633,-1.808,-1.158,1.542,0.967,-0.314,-1.317,-0.301,-1.15,-2.186,-1.164,-0.005,0.081,-0.283,0.899,-0.909,-0.392,1.882,0.257,-0.736,0.921,-1.69,0.176,-0.996,-1.605,-0.385,0.823,-0.12,-0.239,-2.11,-0.125,1.212,0.414,0.394,0.37,0.809,-0.446,2.315,-0.433,-0.819,0
-0.321,0.713,0.946,0.064,-0.468,1.524,-0.054,-0.084,-1.124,-1.577,0.634,1.573,-1.767,0.587,-1.088,-0.694,-1.469,1.084,0.917,-0.932,1.317,-0.975,-1.59,-0.459,1.385,-1.614,-0.986,0.201,0.727,-1.392,0.176,1.821,0.107,-0.197,1.204,0.216,2.884,1.068,1.447,-0.022,0.167,-0.071,0.118,0.138,1.477,-0.511,-0.886,-1.254,-0.21,2.142,1
-1.655,0.4,1.465,-0.779,-0.48,-0.168,0.968,-0.203,0.391,1.241,1.549,-0.121,-2.415,1.448,0.406,-1.653,-0.27,-1.196,-0.563,0.062,1.486,0.949,-0.209,-1.017,0.412,1.402,-1.068,-0.083,1.193,0.634,-0.421,-0.468,1.09,1.25,-0.435,0.878,0.153,-0.989,0.523,1.66,1.222,0.064,-0.567,-0.031,-0.581,-0.2,0.025,1.231,0.618,-0.049,0
1.094,0.349,-0.382,0.209,-0.553,-0.444,-1.165,-1.525,-1.279,1.763,-0.059,1.826,0.87,-0.892,1.195,1.275,-0.667,-0.234,0.717,0.28,0.347,-1.058,-1.099,-2.002,2.306,-0.928,-1.348,1.278,0.886,0.683,0.185,-0.672,0.968,-2.693,0.916,-0.717,-0.015,2.145,0.681,-1.178,-0.877,0.168,0.272,-0.848,-0.441,0.928,0.212,1.97,-1.495,1.02,0
0.526,0.397,0.134,0.135,-1.71,0.374,-1.769,1.091,0.946,-0.318,0.668,-0.997,-0.523,-0.598,-0.009,-0.375,2.857,-0.764,-0.415,-1.587,0.992,1.064,-0.816,1.253,-0.123,0.446,-1.256,-0.179,-0.735,-0.456,0.451,0.463,0.263,1.352,-0.018,-0.367,0.979,-2.14,-1.22,-0.067,-0.979,0.957,-0.67,-0.128,0.854,-0.599,1.161,0.785,-1.1,0.65,1
