feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
0.577,-0.465,0.53,1.07,0.099,0.239,0.606,1.289,0.982,-1.608,1.015,-1.685,0.883,0.22,0.856,-1.089,-0.24,-0.279,-0.055,0.97,0.008,-0.475,-0.174,-0.799,-0.784,0.845,-0.897,-0.357,-0.308,-0.104,0.392,1.545,0.428,0.456,1.311,-0.745,1.504,1.045,-0.236,1.122,-0.716,-1.895,0.039,-0.288,-1.647,-0.624,-1.471,-2.289,-0.365,-1.411,0
-1.028,0.831,1.882,1.153,-0.698,0.111,-1.199,0.336,-1.525,0.602,-1.004,-0.832,0.691,-1.176,-1.599,-1.026,-0.269,0.61,-0.741,0.066,1.064,-1.573,-1.46,1.102,0.462,-1.001,-1.058,-0.749,1.145,2.104,-1.343,0.42,-0.543,-0.297,-0.083,0.642,-0.474,-0.016,0.465,0.667,0.025,0.469,0.666,1.071,-0.34,-1.037,0.542,-1.284,0.564,-1.762,0
0.251,1.707,0.034,0.079,0.684,1.175,-1.608,1.856,0.434,0.49,-0.977,-1.305,-0.899,0.362,-1.068,0.279,1.184,2.229,-0.076,1.079,-1.322,1.284,0.165,-0.497,1.579,-1.314,1.123,0.286,-1.76,-1.686,0.502,1.37,1.192,1.408,1.186,0.281,0.524,-1.385,-1.147,-0.429,0.066,-1.056,0.73,-1.233,-1.883,-0.168,0.515,0.192,-0.719,-1.23,1
0.566,0.811,-0.459,-1.91,1.113,0.075,-0.078,-0.479,-0.772,1.026,2.404,-1.225,0.237,-0.267,0.089,-0.339,-0.525,-0.095,0.199,0.915,-0.221,-0.152,0.079,-0.917,-0.371,-2.212,-0.713,-0.172,-0.742,-0.94,-0.381,-1.804,-1.958,1.352,0.33,-0.047,0.192,0.86,1.137,0.791,1.572,0.822,-2.331,0.359,1.07,-1.53,-2.105,-0.615,1.203,0.733,0
0.519,2.005,-0.672,-1.281,0.368,-0.168,-0.618,1.708,-0.671,-0.63,-0.341,-0.421,-0.909,1.75,0.933,-0.501,0.727,0.236,0.263,0.14,-0.774,-0.301,-1.983,0.837,-0.216,-1.632,-0.114,-0.592,1.111,0.646,-0.123,-0.2,0.184,-1.233,-1.035,-1.778,0.659,1.404,1.155,0.27,0.682,1.043,-1.732,-0.557,1.316,0.885,0.102,0.85,-0.226,0.017,0
-1.493,0.264,-2.561,-2.377,-1.531,1.499,-0.549,-0.575,-0.456,0.346,1.306,-0.027,-0.9,-1.217,-0.768,0.439,0.21,-0.952,-0.46,1.835,-2.607,-0.75,0.583,0.682,0.073,-0.301,-0.523,0.38,-0.954,0.092,-1.392,-1.004,0.425,-0.074,-1.091,0.8,-1.447,-0.685,0.03,-1.389,0.143,0.842,0.972,0.15,-0.137,0.225,-0.422,1.873,-2.386,0.558,0
0.727,1.465,1.595,0.121,0.583,-0.814,-0.918,0.008,-0.83,-0.783,0.37,-0.22,0.434,0.039,-0.333,-1.568,1.236,-0.072,-0.023,-1.045,-0.832,0.352,0.975,0.087,-0.591,0.703,-0.51,0.751,-1.472,0.68,0.633,1.164,-1.068,0.54,0.222,0.712,-0.502,-1.778,-0.584,-0.098,0.26,-0.397,-1.06,-0.097,0.978,-1.155,3.413,0.839,0.436,0.999,1
-0.317,-0.943,-0.147,1.795,1.57,-1.159,-0.265,0.545,0.149,0.854,-0.386,1.04,0.412,0.322,0.793,0.097,0.026,1.241,-0.592,-0.661,0.199,-0.552,0.16,1.217,0.123,-0.771,-0.032,-1.005,-0.138,0.252,-1.596,0.088,-0.657,-0.851,-0.995,1.125,-1.025,-1.756,-1.369,-1.48,-0.77,-0.608,-1.751,0.375,0.363,-0.639,-1.321,0.335,-0.932,1.118,0
0.812,-0.042,1.596,0.197,-0.338,0.504,-0.013,0.568,0.481,0.632,0.323,-1.334,-1.787,-0.218,-0.559,-0.387,-0.103,-1.159,1.045,-0.893,-2.127,-0.509,1.181,-0.184,0.28,1.431,0.711,-0.073,-1.051,-0.029,-0.251,-1.758,0.82,-0.079,-0.574,0.37,0.733,0.534,0.172,-0.974,1.0,0.523,-0.328,-0.165,1.169,-1.535,1.612,0.38,-1.157,-0.372,0
1.379,-0.155,-0.057,-0.376,0.252,0.635,0.645,1.596,0.355,-0.407,0.07,0.294,-0.539,-1.045,0.475,-2.374,1.299,0.336,1.306,-1.312,2.044,-1.004,1.519,1.287,-0.886,-1.529,-0.219,-0.195,0.663,0.036,-0.704,-1.542,-1.215,-1.109,0.922,-0.176,-0.034,-1.16,-0.705,-0.015,-0.092,-0.009,-0.063,0.227,0.632,-0.653,0.228,-1.497,-1.166,2.029,0
-1.054,0.751,-2.312,0.612,-0.068,-0.211,-1.415,0.366,-1.669,0.434,0.175,0.279,0.678,1.109,-1.36,-0.172,-0.756,0.241,0.302,-0.06,-1.4,-0.546,0.999,0.831,-1.593,-1.792,0.807,-0.145,-0.247,-0.753,-0.805,0.33,-0.364,-0.194,0.262,-0.396,2.005,-0.687,-0.11,-0.011,0.224,0.501,-1.361,-1.047,-0.493,1.358,0.89,0.442,0.747,0.743,0
-1.079,-0.54,1.972,0.16,1.835,0.305,-0.799,0.838,-0.484,-1.819,1.728,-1.872,0.153,-0.312,-1.321,0.496,1.005,0.111,-0.765,-1.314,0.081,2.005,-1.304,-0.106,0.332,-0.465,-0.469,-1.099,0.825,-0.82,1.514,0.731,-0.394,1.375,0.213,-0.46,0.557,-0.04,0.036,-2.061,1.697,1.928,-1.008,-0.142,-0.488,-1.274,-0.111,-0.571,-0.31,-0.826,0
1.644,-0.788,-1.122,-0.146,2.05,-0.709,2.396,-0.163,-0.641,0.777,-1.117,1.318,0.772,0.613,-0.158,-0.039,0.423,1.319,0.304,0.612,0.519,-1.176,1.464,-0.058,0.204,1.457,-0.837,-1.2,0.692,-1.093,0.651,-0.313,-0.897,1.113,1.192,0.34,-2.29,0.603,-0.795,-0.064,0.511,0.265,0.449,0.367,-1.491,-0.657,-1.777,1.213,-2.381,-0.494,0
-1.581,-0.913,-0.439,0.544,2.664,-2.187,2.334,-0.373,0.314,-0.556,-0.45,0.236,0.271,0.936,0.244,1.102,-1.029,1.314,0.6,0.559,0.474,-0.307,-0.706,-1.649,-1.119,0.19,1.449,-0.421,1.153,0.519,1.986,-0.647,1.21,0.069,-0.925,0.13,-1.046,0.307,0.617,-0.176,-1.023,-2.184,-0.243,-1.197,1.808,-0.735,-1.452,3.457,1.504,0.227,1
0.425,0.96,-1.282,-0.002,-0.173,0.745,-0.881,-1.207,-1.604,-1.399,-0.282,-0.774,0.002,-1.528,0.167,0.952,-0.126,1.379,0.091,-1.167,-1.885,0.712,-0.603,1.028,0.122,-0.805,0.338,1.446,2.504,0.537,-1.448,-1.479,1.344,-0.115,0.349,-0.441,0.108,0.974,-0.002,-1.326,0.236,0.101,0.3,0.944,-0.428,-0.551,0.56,0.174,0.067,0.701,0
-0.08,-0.056,-2.715,-1.261,-1.195,-0.361,0.962,0.062,0.654,-0.972,2.59,-0.022,1.14,-1.224,0.602,-0.245,1.417,-0.474,-0.568,-0.526,0.322,-0.745,0.039,0.72,-1.369,0.7,0.211,-0.138,-0.557,0.768,-0.464,0.265,-1.166,0.573,2.16,0.305,-0.811,-0.227,-0.08,-0.201,0.101,-0.705,-0.229,-0.446,1.638,1.547,0.321,-0.033,-0.404,-0.731,0
-0.819,1.159,-1.016,-0.276,-0.036,2.664,0.431,2.865,1.097,-0.252,0.534,-0.781,-1.529,0.545,0.547,-0.223,0.903,1.12,0.196,-1.734,-0.136,1.942,0.936,1.0,-0.317,-0.028,0.754,-0.999,0.224,0.502,-1.231,0.709,0.511,0.541,-0.618,1.066,0.233,-0.592,-0.554,0.285,-0.102,-0.047,-1.846,-1.368,0.687,-1.961,-0.164,-0.863,0.18,0.924,0
0.125,0.388,-1.694,-1.129,1.458,-0.096,-0.837,-0.184,0.563,2.185,1.329,-0.935,-0.545,0.149,-1.209,1.834,0.971,-1.291,1.157,0.366,-0.301,0.76,0.949,-0.614,0.349,1.549,-0.071,1.452,-0.157,0.922,2.096,2.002,-0.571,1.077,-0.152,0.811,-1.577,-0.527,-0.392,0.808,0.589,-1.163,-0.479,1.418,-2.049,0.639,0.366,1.06,0.766,1.479,1
0.788,1.516,0.205,-0.398,1.063,-0.93,-1.413,-0.427,-0.081,0.505,-0.788,1.985,-0.885,0.798,-0.835,-1.398,0.389,-0.466,-0.394,-0.942,-0.787,-0.094,-1.253,0.505,0.508,-1.16,0.75,0.505,-0.749,-0.665,0.218,-1.022,0.72,-0.978,-1.134,0.539,0.944,-1.362,0.732,0.077,-0.202,0.052,-0.168,0.162,-1.6,0.607,0.705,-1.48,-0.414,-1.148,0
0.811,-2.686,-2.858,0.648,-0.374,0.342,0.452,-1.093,-1.788,-0.043,0.981,0.84,-1.077,0.722,0.268,0.193,-1.037,-1.459,0.413,-1.257,-0.062,-1.218,0.208,0.203,-0.073,-0.882,1.8,0.405,-0.53,-0.762,0.15,-0.034,-0.145,-0.082,0.277,-0.918,1.731,-0.042,0.857,-1.813,-0.562,-1.647,-0.128,-0.555,0.333,-1.979,-1.26,-2.453,-1.012,-1.517,0
-0.515,1.028,-0.269,0.798,0.194,0.746,0.161,0.927,0.292,-0.946,0.748,-1.61,1.206,0.145,-2.047,0.329,-0.811,0.001,-0.083,-0.651,-0.107,-0.344,-1.011,-0.775,0.336,0.026,0.565,-1.243,-0.314,1.31,-0.065,-0.665,0.439,-0.608,0.016,0.075,0.065,0.706,0.694,0.787,1.535,0.573,-0.617,0.773,0.686,-1.074,-1.531,0.724,-1.113,0.42,0
1.138,-0.913,-0.009,0.18,-2.527,0.592,0.403,-0.607,0.626,0.187,1.824,-0.151,0.177,-0.368,-0.349,0.769,0.417,-0.047,-1.893,0.29,0.116,-0.233,0.379,-0.171,-1.774,-0.324,-1.665,1.516,0.405,1.134,0.172,-1.019,0.92,-1.031,1.326,0.97,0.128,2.333,1.308,-0.516,0.584,-0.402,-0.752,-0.007,0.841,-0.002,-0.262,0.968,0.584,1.004,1
-0.795,-0.019,0.941,1.288,0.697,-0.525,0.164,0.859,2.785,0.896,0.487,0.598,-0.574,-1.713,0.643,-1.7,0.789,0.379,0.408,-1.094,0.793,-0.726,-0.346,0.337,-0.887,1.38,1.974,-1.23,-0.777,0.531,-0.655,-0.946,0.226,-0.015,-1.345,-1.402,0.048,0.075,1.807,-0.699,0.913,1.64,-1.03,2.233,0.872,0.57,0.208,-0.029,-1.423,0.176,1
-0.443,1.319,0.205,-0.156,0.442,-0.034,1.241,-0.794,0.48,0.611,0.18,-0.534,1.344,-1.135,0.242,-0.264,-1.493,-0.143,-2.286,0.407,0.358,-0.012,-1.152,-1.048,-0.426,0.466,-0.952,-0.65,-0.097,0.799,0.029,-1.652,-1.105,0.546,0.803,-0.573,1.069,-1.569,-0.683,-0.028,-0.459,-0.353,3.237,-1.854,0.058,-0.981,-0.832,-0.365,0.67,-0.952,0
0.603,-0.858,1.416,-1.044,0.595,-2.086,0.562,1.268,1.72,1.432,-0.088,0.45,-0.633,0.122,-0.351,-0.908,0.613,1.647,0.692,0.078,0.019,-1.782,-0.596,-0.225,-1.021,-0.072,-1.201,-0.496,-0.877,-1.592,0.887,-0.408,0.099,-0.715,0.989,0.114,-0.024,-0.049,0.384,-0.993,0.111,0.562,-2.676,1.935,0.852,2.239,1.644,1.325,1.256,0.963,1
0.083,0.982,1.937,1.048,-2.249,-1.024,-0.732,-0.001,-0.913,1.473,-1.255,-1.427,-0.518,-1.456,0.735,-1.154,-0.149,0.197,-0.219,0.567,1.999,2.53,-0.771,-0.487,0.33,0.772,-0.516,-0.338,0.624,1.632,-1.022,-0.806,0.638,-0.481,1.74,-1.186,-1.473,-0.912,0.761,-0.023,1.827,-2.208,1.115,-0.665,0.957,0.107,-0.305,1.306,0.926,0.983,1
0.616,-0.457,0.693,0.916,-0.255,-1.557,-0.029,1.78,-2.491,-0.59,-1.271,0.031,-0.683,-0.192,-0.168,-0.762,0.165,-0.462,-1.877,-0.063,1.272,-0.263,0.192,-0.822,-2.741,2.187,-1.007,0.041,0.135,1.335,0.697,0.172,0.186,-1.905,0.068,0.739,2.906,0.476,-1.846,-0.92,0.6,-1.147,0.228,-1.853,1.29,1.239,1.46,-0.064,0.359,0.657,1
0.504,0.259,-1.037,-0.944,0.465,-0.256,2.001,-0.83,-0.961,0.555,-0.813,1.039,0.719,0.713,1.065,0.515,0.256,1.984,0.53,-1.469,-0.093,-0.609,1.022,0.19,-0.681,-1.3,-1.056,-1.729,1.137,0.016,-0.255,-1.202,1.28,-0.608,0.8,1.049,0.923,-0.32,0.779,0.936,0.014,0.034,0.411,2.456,0.711,0.162,-0.63,-0.431,0.165,-0.294,1
1.161,0.182,-0.372,-0.082,1.562,-0.836,0.813,-0.529,2.173,0.784,1.295,-1.136,-0.103,1.071,0.417,-0.537,0.076,-0.37,0.687,0.058,-0.27,0.764,-0.579,0.694,0.076,-0.246,-0.417,-0.933,-0.266,-2.198,0.075,2.36,0.819,-0.513,-1.233,-0.02,0.793,-0.162,-0.497,-2.51,-0.912,-0.12,2.349,-1.365,0.142,2.153,0.31,0.189,0.247,-1.107,0
0.829,2.819,-1.245,-0.798,1.581,1.348,0.018,0.274,-0.945,0.674,-0.225,-0.025,1.803,1.342,1.898,1.947,0.295,1.545,-0.461,-1.817,-1.424,0.172,0.906,-0.205,-0.432,0.296,-0.873,0.888,1.375,0.128,0.447,-0.681,-0.066,0.198,0.421,-1.086,-1.471,-2.162,0.919,0.008,0.712,1.953,0.452,-0.603,-0.268,0.411,-1.32,-0.654,-0.443,-1.341,0
-0.208,-0.335,-1.199,-1.242,-0.626,1.835,-0.522,-0.379,-0.286,0.035,-0.118,-1.567,-0.521,-0.413,0.685,0.279,-0.516,-0.814,1.323,-0.036,-0.044,1.643,1.386,-0.929,-0.527,1.042,1.334,-0.389,0.226,2.274,1.221,0.955,0.102,0.122,0.47,-0.489,1.516,1.069,2.377,-0.157,-0.038,-0.832,-2.398,0.515,0.934,0.596,-1.371,-0.22,-0.735,-0.569,0
0.423,-0.688,1.18,0.446,-0.229,0.521,-1.79,0.69,-0.222,-0.013,0.7,-1.207,2.141,1.328,-0.798,0.245,0.229,0.507,-0.844,-1.854,-0.523,-0.076,1.082,0.649,-0.692,-0.716,0.0,-1.323,0.442,-2.593,0.125,-1.118,-0.053,1.223,1.149,1.187,0.749,-0.948,0.539,-0.123,1.316,1.139,-2.002,0.541,1.994,-0.916,0.144,0.176,1.331,-0.418,1
-0.479,0.468,-2.093,-1.152,0.425,0.807,-0.04,0.872,0.554,-1.274,0.583,0.36,1.739,0.088,0.016,-0.032,1.148,-0.299,0.552,-1.302,-0.424,-0.561,0.071,0.241,-1.654,0.541,-0.465,0.352,-0.445,-0.947,0.716,-1.556,1.495,0.115,-0.264,-0.771,-0.542,-1.483,-0.154,0.013,0.52,-1.148,-0.852,0.575,-1.526,1.4,-0.771,-0.549,0.059,-0.129,0
1.858,0.302,-1.653,0.046,-1.565,-0.535,1.444,-0.497,1.652,0.264,0.437,-0.917,-0.271,-0.486,0.422,-0.158,0.578,0.463,1.654,-2.055,1.131,-0.848,1.117,-0.63,1.76,-1.737,-0.182,0.722,-0.52,-1.804,-1.064,0.188,0.269,0.648,1.024,-0.224,-0.681,0.075,-0.766,-1.24,2.09,-0.291,-0.758,0.089,-0.65,-1.258,0.459,-1.409,0.158,-0.661,1
-0.402,-0.523,0.097,-1.158,-1.444,1.122,2.238,-1.874,-0.142,-0.798,-0.517,0.969,-1.053,0.765,-0.972,-0.559,0.174,-0.648,1.139,0.129,0.003,0.584,-0.036,-0.743,0.935,-1.271,-0.194,-0.707,-0.95,-1.116,-0.869,-0.11,-2.378,0.193,-0.15,-0.437,-0.51,0.977,-0.402,-1.27,0.836,-0.102,1.126,1.605,-1.021,0.593,-0.401,0.303,0.619,-0.254,1
0.802,-1.026,0.528,0.313,-0.838,-0.244,0.465,-0.4,-0.898,0.544,-0.798,1.491,-0.449,1.8,1.27,-0.421,-0.85,-0.74,0.205,1.055,1.298,0.161,-0.42,0.066,-1.772,-0.453,0.085,-1.759,1.267,-1.762,-0.639,-1.558,-0.12,0.151,1.125,-1.375,1.529,0.956,0.896,-1.295,-1.253,0.555,1.943,-0.175,0.538,0.522,1.339,0.4,-0.919,0.459,1
-1.61,0.591,-0.127,-0.474,-0.388,1.14,0.567,-0.51,0.681,0.095,0.337,-1.398,0.214,0.814,0.833,1.186,1.662,0.894,-1.202,1.308,-1.689,-0.095,0.404,1.396,0.524,-0.36,-0.424,-0.707,0.108,1.36,1.245,0.785,-0.762,-0.426,-0.772,0.168,-0.29,1.059,0.391,1.636,-0.029,0.408,0.069,-1.158,0.72,0.954,0.283,0.009,0.405,0.836,1
0.501,-0.531,0.476,0.097,-0.494,-1.818,-1.347,-1.987,-0.927,-0.779,-1.142,-0.231,-0.052,0.26,0.281,0.69,-0.027,0.186,1.03,0.21,0.366,1.578,0.239,-0.168,-0.172,-0.245,-0.721,-0.94,-1.894,0.133,-0.567,0.626,-0.439,0.859,-0.456,1.173,0.537,0.486,1.183,0.388,1.109,-1.68,0.012,-0.158,-0.494,0.982,-0.401,-1.703,-0.092,1.335,1
0.327,-0.129,0.728,1.541,-0.039,0.816,-0.306,-1.969,1.438,1.52,-0.647,-0.848,1.045,0.633,0.228,-0.873,2.269,0.145,0.634,0.348,0.433,0.163,1.385,0.62,-0.254,-0.53,0.729,-0.76,-0.886,0.21,0.111,0.475,-0.467,0.676,-0.599,1.886,-0.151,0.308,-1.114,-1.215,0.46,1.218,0.665,1.123,0.401,0.077,1.484,2.042,-0.053,-0.492,1
0.913,0.716,-0.926,-0.076,0.027,0.776,-0.872,0.882,2.359,-0.07,-1.163,0.202,0.88,-0.339,0.962,-0.36,0.82,-0.753,1.274,1.499,1.037,-0.724,-0.975,1.424,-1.618,1.886,-1.29,1.0,-0.626,0.071,1.257,1.527,0.878,-0.286,-0.766,-0.751,0.785,0.993,-0.121,-2.333,-1.706,-0.533,-0.208,-0.201,0.171,0.974,0.3,-0.433,-0.804,-0.285,0
0.544,-0.807,1.126,0.597,0.587,-0.268,0.287,-0.319,1.674,1.708,0.501,-0.467,0.178,-1.468,0.334,-1.213,-1.677,3.717,0.199,1.55,0.637,-1.891,0.164,0.966,1.462,-1.171,0.856,-1.373,1.546,1.812,2.199,1.735,1.111,0.235,0.47,-1.301,1.104,-0.599,0.035,-0.98,-1.39,1.025,-1.951,-1.811,-1.727,1.191,0.343,0.404,0.872,0.527,0
-0.845,0.667,0.921,-1.373,-0.847,0.643,1.216,-0.39,-0.601,1.311,-0.949,-1.89,1.237,-1.367,1.646,0.907,0.079,2.035,-2.331,2.384,0.328,0.442,1.036,0.331,0.981,0.64,0.496,1.193,0.207,-1.609,0.434,0.566,0.662,0.289,0.183,0.101,1.542,-0.396,1.006,-1.047,0.539,1.059,-0.615,0.802,0.306,0.572,0.142,0.402,-0.073,0.622,1
-0.886,-0.24,-0.871,0.307,-0.041,0.079,-0.666,-1.368,1.709,0.299,-1.143,2.667,-1.754,-0.764,-1.003,1.678,-1.841,-0.0,1.843,-1.183,0.346,0.02,-0.7,0.812,0.219,0.704,-2.104,-1.114,1.945,1.617,1.185,0.043,-0.593,0.144,0.819,0.691,-0.031,0.877,-1.162,-1.448,0.331,-0.382,-1.413,-0.868,0.403,1.338,-0.558,1.126,0.291,0.757,0
0.536,-0.067,-0.999,0.494,-0.492,0.277,1.628,-0.836,-0.397,0.171,1.186,-1.131,-0.29,0.278,-0.936,-0.98,-1.319,-0.633,1.248,0.055,1.426,-0.497,0.462,-1.471,1.832,0.272,1.683,0.371,0.486,0.015,0.346,1.186,0.323,0.126,0.561,0.993,-0.539,2.869,0.442,-0.324,-1.308,-1.68,-0.19,0.338,-0.242,1.058,1.207,0.041,-0.379,0.119,0
0.766,-0.409,0.571,0.054,0.606,-0.779,0.466,0.612,-0.604,-0.96,1.263,-0.581,0.168,-0.076,-0.753,1.18,-1.647,-0.078,-1.147,-0.266,-0.13,0.723,1.018,-0.108,-1.215,0.013,-0.751,-0.02,-0.396,0.404,-0.275,-0.759,0.856,-1.772,0.093,2.032,0.471,-1.584,0.172,-0.243,2.084,-0.096,-0.881,0.647,0.888,0.11,1.678,0.458,0.161,0.896,0
-0.337,-0.719,-0.877,0.366,-0.303,0.856,0.313,-1.142,1.676,-0.183,0.403,-0.918,1.439,-0.11,2.339,1.649,0.372,1.53,0.268,-0.961,-0.692,0.047,-0.307,-0.669,0.128,-0.49,0.424,0.076,-0.229,-0.315,-0.468,1.347,0.081,-0.325,-0.242,-0.238,1.308,1.404,0.851,-0.515,-0.301,0.488,-1.398,-1.927,-0.91,-0.216,1.336,1.49,0.299,0.567,1
-0.141,1.065,-0.385,0.379,-1.035,-1.199,0.153,-0.207,0.636,-0.356,-1.457,-3.001,1.239,1.382,-0.887,-1.443,0.372,-1.545,0.066,-2.097,-1.196,-0.716,1.072,0.663,-0.776,0.055,0.292,-0.658,1.989,0.591,-0.158,-0.549,0.471,-0.502,0.361,-1.332,1.474,0.291,-0.288,-0.515,0.143,0.115,0.193,-1.373,-2.392,-0.413,0.596,-1.631,-0.409,0.909,1
0.811,-2.518,0.879,-1.841,0.543,-0.718,-2.339,-0.336,0.643,0.607,1.024,0.58,0.91,1.26,-0.332,0.775,2.067,0.19,0.835,1.492,0.877,-0.42,-0.733,1.186,-0.128,0.201,-0.721,0.468,-0.425,1.131,-1.827,0.293,-0.263,0.265,-0.02,1.643,-0.876,1.141,-1.338,-1.736,0.239,0.638,0.706,0.094,0.772,-3.292,-0.819,0.395,-0.044,-0.356,0
-2.496,1.355,1.304,-0.191,-1.436,1.293,-0.668,-1.701,1.81,0.565,1.061,0.427,0.742,2.08,0.134,0.053,0.185,0.266,-1.61,0.23,1.389,-0.67,0.247,0.576,-0.745,0.059,0.176,0.599,-0.061,-0.947,-0.647,-0.099,0.748,0.662,-2.016,0.094,-0.388,0.423,-0.876,0.244,0.316,1.541,0.836,1.179,0.67,1.248,0.157,0.883,-1.609,0.841,0
-0.23,1.578,1.295,1.282,-0.577,0.237,-0.978,0.387,0.72,2.214,0.295,-1.839,0.461,-1.385,0.6,-0.135,1.788,0.055,-0.578,0.892,0.338,1.339,-0.226,2.003,0.085,1.038,0.586,0.232,0.488,0.71,-0.668,0.213,-0.76,0.609,0.492,0.687,0.785,-0.947,1.775,0.122,0.559,1.105,1.861,-1.426,0.034,-1.692,0.053,0.548,-0.646,0.317,0
-0.71,1.021,0.069,0.468,-0.708,-0.591,0.287,-0.457,-0.017,-2.333,0.368,0.11,-0.21,-0.846,-1.331,-1.412,1.062,0.617,0.495,-1.138,-0.774,-0.637,0.75,-0.508,-0.295,0.075,0.251,-1.29,0.272,0.211,-1.102,0.208,-0.573,0.11,0.018,2.613,-0.601,0.729,0.237,0.835,0.941,-0.899,0.386,-0.485,-1.73,-0.536,1.119,-0.657,0.595,0.237,0
-0.909,-0.843,-0.277,-1.27,0.709,-0.702,0.595,-0.366,-1.158,0.283,1.011,-1.003,-2.158,-0.577,0.102,-1.407,0.04,0.618,1.616,-0.157,0.694,-0.88,-0.363,1.94,-1.377,-2.184,1.475,-0.875,-0.269,0.332,1.607,0.412,-0.281,-0.161,-1.651,-1.185,-2.066,1.886,-1.148,-0.762,0.968,-0.666,-0.042,-1.005,-0.694,-0.3,0.464,1.585,-1.668,0.762,1
0.183,0.418,0.642,0.414,-2.007,-2.551,1.345,0.251,1.63,1.316,-0.139,0.954,0.341,-1.51,0.07,0.431,0.018,-0.265,-0.312,-1.653,0.928,-0.198,0.555,0.697,0.031,-0.358,0.066,-2.375,-2.131,-0.056,0.266,-3.227,-0.404,0.736,-0.722,2.044,1.411,0.044,0.073,1.037,-1.007,-0.7,1.404,0.175,0.594,-0.505,0.115,1.608,-1.522,0.357,0
-0.206,2.005,-0.816,-0.638,0.127,-0.693,0.768,0.502,1.682,-0.865,1.259,-0.171,0.221,-0.402,0.108,-0.584,2.301,0.243,0.315,0.108,-1.135,1.007,0.277,-1.603,2.067,-0.997,-0.123,2.093,0.487,0.816,-0.419,1.783,0.638,-0.462,-1.671,1.684,1.493,0.924,-0.747,0.691,-0.887,-1.019,3.156,-0.291,0.784,0.755,-0.061,0.539,0.275,-1.125,0
-0.102,1.019,-0.014,-0.76,-1.571,1.401,-0.653,2.054,-1.232,-0.289,-1.471,-0.114,0.017,-0.123,-0.403,-0.589,-0.929,0.548,-0.331,-0.46,-0.216,0.667,0.343,0.45,-1.029,0.945,0.567,1.062,-0.181,-0.321,-0.914,0.976,-2.487,-1.006,0.822,1.088,-0.628,-0.322,0.346,-0.131,0.457,1.368,-0.505,-1.691,0.544,-0.548,0.325,-0.291,-0.31,-0.41,0
0.78,-1.101,-1.372,0.193,0.459,-0.991,-1.534,-0.675,-0.663,0.181,0.805,-1.504,0.821,-0.247,0.224,-1.184,0.103,0.164,-0.397,0.139,0.763,1.03,1.391,1.496,-3.203,0.832,-0.145,-0.289,0.278,-0.914,0.473,1.922,0.37,0.839,0.126,-0.97,-0.172,0.602,0.694,-0.363,-2.127,1.09,-1.582,1.314,1.038,-0.035,0.631,-0.149,0.402,0.709,0
-0.635,-0.393,0.956,-0.831,-0.456,-0.374,1.101,0.316,1.066,0.316,0.068,0.424,-0.412,0.432,-2.045,1.759,0.183,1.561,1.176,0.027,0.83,0.372,0.113,-0.779,0.865,1.615,-0.851,-1.008,0.09,-0.373,0.541,-1.503,-0.558,-0.88,-0.924,1.075,0.012,-0.94,-1.289,-0.356,1.468,-0.471,-0.558,-1.444,0.412,0.689,0.046,0.729,1.118,1.062,0
-1.786,0.16,1.325,-0.117,-0.122,-0.392,-0.389,0.544,0.706,0.103,3.038,2.292,-2.373,1.773,-1.842,-0.324,-0.285,0.233,1.165,-0.577,-0.523,-0.519,0.937,-0.169,-0.121,2.09,0.146,0.051,1.552,2.031,-0.052,-0.051,0.687,-1.082,-1.373,-0.798,0.577,1.956,-0.362,1.238,-0.228,-2.436,1.003,1.252,0.251,-0.247,0.664,2.198,-0.987,-0.394,0
0.752,1.595,0.011,1.024,1.655,0.454,-1.774,1.142,1.252,-0.777,0.497,-0.661,2.018,-0.292,1.166,-0.731,-0.767,0.632,-0.301,-0.301,1.766,0.433,-1.277,1.125,-1.663,-0.326,0.318,0.81,1.178,0.282,-1.782,-1.83,-0.218,-0.157,0.547,-0.708,0.683,0.69,-0.424,0.328,0.181,-0.782,-0.665,0.103,-0.734,1.395,1.408,0.131,1.274,3.629,1
0.266,-1.704,0.103,-0.602,1.768,0.389,0.801,-0.001,-0.184,-0.881,-0.06,-1.088,-1.148,1.592,2.033,-0.287,-1.568,-0.587,1.422,0.936,0.637,0.848,-0.383,0.673,-0.217,-0.45,-1.893,-0.7,-0.313,0.563,-0.79,0.787,-0.345,-0.588,1.519,-0.019,-0.198,-0.067,-0.806,0.814,-0.386,1.068,0.223,0.517,0.397,0.146,1.764,1.916,-0.102,-0.983,1
