,Unnamed: 0,Debt,Overdue days,Initial limit,BIRTHDATE,SEX,EDU,INCOME,TERM,Credit history rating,LV_AREA,LV_SETTLEMENTNAME,INDUSTRYNAME,PDN,UNDERAGECHILDRENCOUNT,FAMILYSTATUS,target
383,10988,1397.95,0,2000.0,1994-12-24,Male,College,1630.71,24,B2,Minskaja oblast',NOVOKOLOSOVO,Production,0.28,2,1,0
384,16729,5152.98,0,6000.0,1994-05-10,Male,College,1630.67,60,D2,g. Minsk,MINSK,Production,0.13,0,2,0
385,15415,1886.63,0,2000.0,1988-11-26,Male,College,1086.19,60,B2,Minskaja oblast',PLESchENITsY,Trade,0.29,0,2,1
386,16562,2651.24,0,2850.0,1998-03-01,Male,University,1610.1,60,C2,Gomel'skaja oblast',ZhLOBIN,Production,0.4,0,2,0
387,9754,5432.43,0,6000.0,1974-11-26,Female,College,1577.55,60,C1,Minskaja oblast',Pjatevschina,Agriculture,0.31,0,2,0
388,17351,5127.62,0,6000.0,1992-05-21,Female,College,1340.17,24,A2,g. Minsk,MINSK,Trade,0.25,1,2,1
389,15771,1226.68,0,1300.0,1994-12-05,Male,University,2895.53,60,B3,GOMEL'SKAJa,GOMEL',Medicine and healthcare,0.37,1,1,1
390,12881,1947.4,0,2500.0,2001-08-04,Male,High school,4067.61,24,D3,g. Minsk,MINSK,Production,0.14,0,2,0
391,15463,6605.13,0,7000.0,1986-12-30,Male,College,2967.0,60,C3,MINSKAJa,OZERTsO,Trade,0.32,0,1,0
392,16112,644.98,0,5000.0,2003-05-11,Male,College,807.31,60,B2,Vitebskaja oblast',LIOZNO,Science and Education,0.2,0,2,1
393,17156,2387.92,0,2500.0,1986-11-03,Male,High school,1343.2,60,B3,GRODNENSKAJa,OZERY,Agriculture,0.22,0,1,0
394,13576,11787.99,0,12650.0,1979-06-17,Female,University,2800.0,60,D1,g. Minsk,Minsk,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.31,2,1,1
395,12941,2325.73,0,2500.0,1982-01-22,Male,High school,1165.84,60,D3,Minskaja oblast',MAR'INA GORKA,Production,0.24,0,2,0
396,12219,491.54,3,1000.0,1991-03-08,Male,University,2548.07,24,D1,g. Minsk,MINSK,Production,0.34,1,1,0
397,16601,3008.81,0,3150.0,1992-06-15,Male,University,696.6,60,D3,Minskaja oblast',Kopische,Trade,0.4,1,2,0
398,14534,1632.65,0,2000.0,1991-02-11,Male,University,1787.56,24,B2,g. Minsk,MINSK,Finance and Insurance,0.39,2,1,1
399,10263,18107.96,0,20000.0,1993-07-06,Male,University,2936.07,60,B3,Minskaja oblast',Juhnovka,Sports and Tourism,0.2,0,2,1
400,10302,1810.84,0,2000.0,1960-11-14,Female,College,515.0,60,C3,GRODNENSKAJa,MATVEEVTsY,Retired,0.3,0,1,0
401,12320,4996.52,0,5500.0,1981-08-14,Male,University,1353.69,60,C2,g. Minsk,MINSK,Construction,0.4,0,2,0
402,16846,1576.51,62,1600.0,1999-05-17,Female,College,1818.16,60,D3,g. Minsk,MINSK,Production,0.3,0,2,0
403,16681,556.22,0,1300.0,1991-02-19,Male,University,3006.27,24,D1,g. Minsk,Minsk,Construction,0.12,0,1,0
404,17719,6773.73,0,7000.0,2001-08-29,Female,"Incomplete, University",1280.82,60,C3,Minskaja oblast',BORISOV,Medicine and healthcare,0.4,0,2,1
405,14617,3620.36,0,3850.0,1972-11-16,Male,High school,850.86,60,A3,Vitebskaja oblast',GLUBOKOE,Medicine and healthcare,0.4,1,1,1
406,12360,1287.9,0,1400.0,1968-06-02,Male,College,686.82,60,A3,Vitebskaja oblast',ORShA,Science and Education,0.4,0,1,1
407,10946,8148.56,0,9000.0,1991-06-30,Male,College,2065.4,60,C1,g. Minsk,MINSK,Trade,0.4,0,2,0
408,14778,2830.8,0,3000.0,2001-08-04,Male,High school,3099.12,60,E1,g. Minsk,MINSK,Production,0.22,0,2,0
409,15893,2223.5,0,2550.0,2001-02-11,Male,College,1350.18,60,E1,Vitebskaja oblast',ORShA,Public services,0.4,0,2,0
410,12133,1546.56,95,1600.0,1993-02-06,Female,College,1073.89,60,D2,Gomel'skaja oblast',Sekerichi,Agriculture,0.32,1,2,0
411,17391,9551.74,0,10000.0,1996-04-29,Male,College,3571.17,60,C1,g. Minsk,Minsk,Production,0.22,0,2,1
412,16722,13363.32,0,14000.0,1988-07-18,Male,College,2104.01,60,B1,Minskaja oblast',ZEN'KOVIChI,Public services,0.27,1,1,1
413,13396,930.81,0,1000.0,1995-12-11,Male,University,2043.51,60,D1,Vitebskaja oblast',Novopolotsk,Production,0.4,1,1,0
414,18180,2000.0,0,2000.0,1984-04-17,Male,University,2049.23,60,B3,Minskaja oblast',Dzerzhinsk,Production,0.25,1,2,1
415,10242,2716.22,0,3000.0,1989-10-06,Female,University,1900.0,60,C2,g. Minsk,MINSK,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.3,1,1,1
416,16422,940.06,0,1100.0,1991-04-19,Male,College,3091.93,24,B2,g. Minsk,Minsk,Trade,0.04,1,1,1
417,12484,6899.69,0,7500.0,1981-07-12,Male,University,1733.88,60,A1,g. Minsk,MINSK,Information Technology,0.31,1,1,1
418,9850,1177.01,0,1300.0,1986-03-01,Female,University,1143.1,60,D2,MINSKAJa OBLAST',BORISOV,Production,0.4,2,1,0
419,14730,1887.17,0,2000.0,2000-07-03,Male,University,1750.0,60,D2,Gomel'skaja oblast',BUDA-KOShELEVO,Transport/Logistic,0.3,0,2,0
420,11543,2759.91,0,3000.0,1983-08-24,Female,High school,1502.97,60,D2,Mogilevskaja oblast',BOBRUJSK,Construction,0.16,1,1,0
421,14531,1854.14,0,2650.0,1996-02-16,Female,University,1076.4,60,C1,MOGILEVSKAJa,MOGILEV,Production,0.4,1,1,1
422,13582,5650.11,0,8000.0,1995-04-27,Male,College,1949.47,60,C2,VITEBSKAJa,VITEBSK,Public services,0.39,0,2,0
423,11505,14000.0,0,20000.0,1982-02-17,Male,College,2763.93,24,A1,g. Minsk,Minsk,Production,0.4,1,1,0
424,10053,905.38,0,1000.0,1996-07-06,Female,University,1573.83,60,C2,BRESTSKAJa,BREST,Trade,0.27,1,2,0
425,10936,953.86,0,1000.0,2001-12-05,Male,College,2603.32,60,D2,Minskaja oblast',ZhODINO,Production,0.28,0,2,0
426,12175,766.42,3,1000.0,2000-04-19,Male,University,1121.97,24,D1,g. Minsk,MINSK,Trade,0.19,0,2,0
427,10120,529.37,0,5000.0,1976-12-09,Female,University,1420.05,36,D1,g. Minsk,Minsk,Trade,0.24,1,1,0
428,18080,1250.0,0,1300.0,1985-01-13,Female,University,1978.27,60,B3,Vitebskaja oblast',Postavy,Production,0.4,0,2,1
429,10804,12675.62,0,14000.0,1988-11-11,Male,College,2259.35,60,D3,g. Minsk,MINSK,Transport/Logistic,0.22,2,1,0
430,10786,2716.22,0,3000.0,1965-02-27,Male,High school,1081.99,60,C2,MOGILEVSKAJa,ZASTENOK USTERHI,Agriculture,0.28,2,1,0
431,9792,2239.8,0,2750.0,1970-08-03,Female,College,2098.96,36,D1,BRESTSKAJa,BEREZA,Production,0.4,0,1,0
432,12609,1396.15,0,1500.0,1980-10-22,Male,High school,1898.35,60,E1,Brestskaja oblast',MIKAShEVIChI,Construction,0.25,1,1,0
433,11497,919.95,0,1000.0,1997-04-28,Male,College,949.12,60,C1,Gomel'skaja oblast',PETRIKOV,Public services,0.27,1,1,0
434,10124,2036.23,0,2500.0,1981-03-25,Female,College,885.31,36,C3,Brestskaja oblast',IVANOVO,Trade,0.34,1,2,0
435,11033,1376.58,3,1500.0,2001-11-29,Male,College,1550.0,60,D3,Vitebskaja oblast',BESEDA,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.17,0,2,0
436,10898,992.82,0,2000.0,1984-10-02,Male,College,760.5,24,B2,MOGILEVSKAJa,MOGILEV,Agriculture,0.3,2,1,0
437,11480,4001.86,0,4350.0,1977-01-28,Female,High school,1994.65,60,C2,Minskaja oblast',SLUTsK,Production,0.4,0,1,0
438,13420,10382.0,0,11200.0,2001-10-18,Male,College,1600.0,60,C1,Brestskaja oblast',BARANOVIChI,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.4,0,2,1
439,17310,3295.33,0,3450.0,1983-07-08,Female,University,1020.5,60,B1,Vitebskaja oblast',ShARKOVSchINA,Medicine and healthcare,0.4,2,2,1
440,10783,4526.97,0,5000.0,1969-09-02,Male,College,1956.29,60,B3,Minskaja oblast',OREShNIKI,Transport/Logistic,0.36,0,1,0
441,10842,4072.46,0,5000.0,1983-02-07,Male,University,3291.7,36,B1,Minskaja oblast',Borovljany,Science and Education,0.28,3,1,1
442,17299,582.99,0,1000.0,2002-03-05,Male,College,1274.39,60,B3,g. Minsk,MINSK,Trade,0.25,0,2,1
443,17656,12932.37,0,15000.0,1990-06-05,Male,University,2180.22,36,A1,Gomel'skaja oblast',Zhlobin,Information Technology,0.29,1,2,1
444,14668,1908.2,3,2000.0,1978-07-26,Female,High school,1268.96,60,D3,g. Minsk,MINSK,Production,0.35,0,2,0
445,15364,19088.68,3,20000.0,1964-05-07,Male,University,2621.8,60,C1,g. Minsk,Minsk,Production,0.25,0,1,1
446,17217,15282.79,0,16000.0,1994-06-27,Female,"Incomplete, University",1189.71,60,A2,g. Minsk,MINSK,Science and Education,0.4,1,1,1
447,17422,953.07,0,1000.0,1996-12-23,Female,College,1321.13,60,E2,Vitebskaja oblast',Knjazhitsy,Medicine and healthcare,0.06,1,2,0
448,17213,2292.43,0,2400.0,1974-02-16,Male,College,1572.52,60,A1,Mogilevskaja oblast',BOBRUJSK,Finance and Insurance,0.17,2,1,1
449,14017,3890.75,0,4500.0,1980-06-22,Male,College,2309.0,36,B2,Mogilevskaja oblast',LEBEDJaNKA,Production,0.25,2,1,1
450,14876,12219.52,0,12950.0,1995-10-29,Male,University,1619.9,60,B3,g. Minsk,MINSK,Transport/Logistic,0.4,0,1,1
451,12560,2800.0,0,4200.0,1978-02-12,Female,University,1792.2,60,A1,g. Minsk,Minsk,Transport/Logistic,0.39,0,2,1
452,11830,919.95,0,1000.0,1983-06-28,Female,College,1851.97,60,D2,Brestskaja oblast',IVATsEVIChI,Science and Education,0.4,0,2,0
453,14982,817.05,0,1000.0,2001-09-26,Female,College,1103.74,24,D3,Minskaja oblast',Slutsk,Trade,0.12,0,2,0
454,9245,2263.53,0,2500.0,2000-05-27,Male,College,1840.22,60,C2,Minskaja oblast',MOLODEChNO,Production,0.26,0,2,0
455,16398,6686.21,0,7000.0,1980-12-30,Female,High school,2019.3,60,C1,Minskaja oblast',BORISOV,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.23,2,2,1
456,17906,978.61,0,1000.0,2004-02-07,Female,College,1350.9,60,B3,MINSKAJa,POUS'E,Finance and Insurance,0.25,0,2,1
457,10973,2443.46,0,3000.0,1997-07-05,Male,University,2500.0,36,B3,g. Minsk,MINSK,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.08,0,2,1
458,11970,4599.81,0,5000.0,1989-07-21,Male,University,4697.6,60,E3,g. Minsk,Minsk,Public services,0.35,2,1,0
459,11559,740.41,0,1000.0,1982-04-14,Male,University,1500.0,24,D1,Grodnenskaja oblast',VOLKOVYSK,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.3,0,2,0
460,16452,2915.04,0,3200.0,1992-03-23,Male,College,571.9,36,C1,Minskaja oblast',Pravdinskij,Trade,0.23,1,2,0
461,17898,1172.39,0,1200.0,1988-11-26,Male,College,1094.42,60,C1,Minskaja oblast',PLESchENITsY,Trade,0.37,0,2,0
462,14565,2307.68,0,2600.0,2000-08-29,Female,University,2210.72,36,C1,g. Minsk,MINSK,Finance and Insurance,0.1,0,1,1
463,10076,5883.54,0,6500.0,1977-01-25,Female,University,588.69,60,C3,BRESTSKAJa,BELOOZERSK,Medicine and healthcare,0.32,0,1,1
464,14098,11461.83,0,12300.0,1979-03-07,Female,College,1801.7,60,D1,Gomel'skaja oblast',REChITsA,Production,0.23,1,1,0
465,14526,6686.21,3,7000.0,1985-02-25,Female,University,1594.03,60,E1,g. Minsk,MINSK,Public services,0.18,1,1,0
466,12584,1729.26,0,2000.0,1994-06-12,Female,College,1718.82,36,D2,g. Minsk,MINSK,Finance and Insurance,0.39,0,2,0
467,17549,967.68,0,1000.0,2004-04-05,Male,High school,1691.48,60,C2,Minskaja oblast',MOLODEChNO,Transport/Logistic,0.4,0,2,0
468,14080,1863.69,0,2000.0,1974-10-29,Female,High school,925.33,60,A1,Minskaja oblast',MOLODEChNO,Production,0.06,0,1,0
469,16647,2865.54,0,3000.0,1992-07-14,Male,College,2300.0,60,E1,g. Minsk,Minsk,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.4,0,2,0
470,14842,4387.7,0,4650.0,1987-01-26,Male,High school,1747.46,60,C2,Gomel'skaja oblast',REChITsA,Production,0.4,3,1,0
471,11607,8417.66,0,9150.0,1968-03-01,Male,College,1165.4,60,B2,MOGILEVSKAJa,OREHOVKA,Agriculture,0.4,0,2,0
472,17835,7339.55,0,7500.0,2000-09-26,Male,University,1139.16,60,A3,Minskaja oblast',BOROVLJaNY,Construction,0.39,0,1,1
473,10044,11000.0,215,11000.0,1986-09-18,Male,College,883.46,60,D2,Gomel'skaja oblast',KOZENKI,Agriculture,0.36,1,1,0
474,11975,906.89,0,1000.0,2002-07-28,Male,College,1921.11,60,E1,Minskaja oblast',BORISOV,Construction,0.15,0,1,0
475,17296,8198.51,0,9000.0,1989-01-19,Male,College,3233.17,36,A3,g. Minsk,MINSK,Production,0.32,0,1,1
476,11356,740.41,0,1000.0,2001-02-08,Male,University,1855.27,24,B1,BRESTSKAJa,BREST,Construction,0.09,0,1,1
477,11366,5519.76,0,6000.0,1980-01-23,Female,College,675.6,60,B1,Minskaja oblast',MOLODEChNO,Public services,0.36,0,1,1
478,11706,2512.91,0,3500.0,1992-06-03,Female,University,1935.38,24,C1,Mogilevskaja oblast',BOBRUJSK,Trade,0.2,1,1,1
479,15970,18871.85,0,20000.0,1985-09-05,Male,College,2083.48,60,B3,Mogilevskaja oblast',RODNJa,Agriculture,0.32,0,2,1
480,10428,995.95,0,1100.0,2002-05-12,Female,University,988.13,60,C2,g. Minsk,MINSK,Finance and Insurance,0.15,0,2,1
481,10433,1397.95,0,2000.0,2002-01-09,Male,College,2496.26,24,B3,Mogilevskaja oblast',GLUSK,Construction,0.12,0,2,0
482,14588,2830.8,0,3000.0,1984-06-30,Male,High school,1437.47,60,C2,Vitebskaja oblast',VATsLAVOVO,Production,0.35,1,1,0
483,15641,955.17,3,1000.0,2001-07-21,Male,College,1112.28,60,D2,GRODNENSKAJa,GRODNO,Production,0.16,0,1,0
484,11948,10487.54,0,11400.0,1971-08-18,Male,College,883.52,60,B2,Vitebskaja oblast',VITEBSK,Trade,0.39,0,1,0
485,10537,6337.81,0,7000.0,1990-11-24,Female,College,1410.65,60,B3,MINSKAJa OBLAST',DZERZhINSK,Trade,0.24,0,1,0
486,10066,5975.61,0,6600.0,2002-02-14,Male,High school,1658.0,60,C2,Vitebskaja oblast',POBEDA,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.23,0,2,0
487,10671,1267.58,0,1400.0,2003-11-23,Male,College,678.03,60,D1,Grodnenskaja oblast',SNIGJaNY,Science and Education,0.4,1,1,0
488,16778,4466.33,0,5000.0,1968-10-13,Female,High school,634.62,60,C2,Minskaja oblast',BYSTRITsA,Trade,0.24,0,1,0
489,15099,764.21,0,1000.0,1989-08-20,Female,"Incomplete, University",970.98,24,C3,Vitebskaja oblast',JaNOVIChSKIJ,Production,0.14,1,2,0
490,10993,1614.36,3,2200.0,1970-08-29,Male,University,2632.13,24,C1,g. Minsk,Minsk,Sports and Tourism,0.4,1,2,1
491,16619,3335.64,0,3500.0,1970-07-08,Female,College,1202.09,60,C2,Minskaja oblast',BEREZINO,Medicine and healthcare,0.36,0,2,1
492,16834,19103.5,0,20000.0,1972-01-15,Male,College,1593.64,60,C1,g. Minsk,Minsk,Production,0.38,0,1,1
493,10547,12675.62,0,14000.0,1995-12-26,Male,College,1578.15,60,D1,Mogilevskaja oblast',Slavgorod,Production,0.4,1,1,0
494,14255,778.98,0,1000.0,1990-11-05,Female,College,1286.43,24,D1,Mogilevskaja oblast',BYHOV,Production,0.32,0,1,0
495,13540,7781.55,0,9000.0,1987-06-28,Male,University,1414.05,36,C2,MOGILEVSKAJa,MOGILEV,Production,0.39,2,2,0
496,17430,955.17,0,1000.0,1994-10-29,Male,University,2043.71,60,D1,g. Minsk,MINSK,Trade,0.36,0,2,0
497,17330,1686.04,0,2100.0,2003-10-08,Male,College,2522.49,60,C2,Minskaja oblast',VILEJKA,Production,0.39,0,2,0
498,17648,4838.37,0,5000.0,1998-07-02,Female,College,1804.72,60,A2,g. Minsk,MINSK,Public services,0.29,0,1,1
499,17832,1457.68,0,1600.0,1988-04-19,Male,College,2233.03,24,B3,Minskaja oblast',Zhodino,Production,0.3,1,1,1
500,15983,1634.06,0,2000.0,1989-06-09,Male,University,3395.7,24,A2,Minskaja oblast',Olehnovichi,Finance and Insurance,0.07,0,2,1
501,12204,1110.62,0,1500.0,1990-09-25,Female,University,2162.75,24,D1,g. Minsk,MINSK,Production,0.39,0,1,0
502,14571,2147.65,0,2300.0,1990-08-30,Male,College,3096.0,60,C3,Mogilevskaja oblast',MOGILEV,Production,0.06,0,2,0
503,14386,7926.18,0,8400.0,1976-04-19,Female,High school,1172.81,60,A2,MOGILEVSKAJa,MOGILEV,Production,0.24,0,2,1
504,14195,9318.55,0,10000.0,1984-03-16,Female,University,2639.85,60,C1,Grodnenskaja oblast',DULEVTsY,Agriculture,0.11,0,1,1
505,9372,3168.9,0,3500.0,1977-10-07,Female,High school,1921.31,60,B1,Grodnenskaja oblast',SAVOLEVKA,Agriculture,0.08,1,1,1
506,10403,14758.0,0,16300.0,1990-06-28,Male,College,1304.43,60,A2,MOGILEVSKAJa,NESJaTA,Transport/Logistic,0.36,0,2,1
507,13351,11648.18,3,12500.0,1975-06-28,Female,College,1330.78,60,D2,Mogilevskaja oblast',BOBRUJSK,Production,0.4,0,1,0
508,11541,13799.43,0,15000.0,1992-10-15,Female,College,1281.56,60,A2,Grodnenskaja oblast',GUSchITsY,Trade,0.35,0,2,1
509,10823,2389.28,0,3000.0,1996-01-15,Male,University,3884.03,36,A1,Minskaja oblast',Slutsk,Finance and Insurance,0.07,0,2,1
510,14788,6605.13,0,7000.0,1989-08-10,Male,College,1677.65,60,D3,Minskaja oblast',SMOLEVIChI,Construction,0.13,2,1,0
511,17189,2337.8,0,2500.0,1990-10-11,Male,College,1477.2,60,D1,Grodnenskaja oblast',SMORGON',Agriculture,0.39,3,1,0
512,16359,5496.07,0,5900.0,1999-04-29,Male,College,1600.0,60,E2,Gomel'skaja oblast',NAROVLJa,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.4,3,1,0
513,16268,955.17,0,1000.0,1994-12-08,Male,College,1500.0,60,D1,Gomel'skaja oblast',REChITsA,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.37,1,1,0
514,17807,1130.69,0,1200.0,1994-09-21,Male,"Incomplete, University",1459.56,60,C3,Gomel'skaja oblast',SOLONOE,Production,0.4,0,1,0
515,17978,800.0,0,1000.0,1989-09-09,Female,University,1834.05,36,C3,Grodnenskaja oblast',LIDA,Finance and Insurance,0.32,1,1,1
516,14943,5657.91,0,6000.0,2002-04-08,Female,University,1439.48,60,D2,g. Minsk,MINSK,Public Administration,0.22,0,1,0
517,16628,4584.82,0,4800.0,2004-03-17,Male,College,1642.26,60,D3,Brestskaja oblast',STRIGANETs,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.28,0,2,0
518,10096,1328.1,0,1900.0,1981-02-27,Male,University,1941.86,24,B2,g. Minsk,MINSK,Trade,0.27,2,1,1
519,14486,4717.96,0,5000.0,1991-03-22,Male,College,1841.83,60,D3,Vitebskaja oblast',DOKShITsY,Production,0.11,2,2,0
520,15362,16701.58,0,17700.0,1995-08-11,Male,College,1978.55,60,C1,Mogilevskaja oblast',Shklov,Production,0.4,2,1,0
521,9072,2716.22,0,3000.0,1986-10-21,Female,University,2893.3,60,B1,g. Minsk,MINSK,Transport/Logistic,0.23,1,1,1
522,13975,1955.66,0,2100.0,1991-01-11,Female,College,813.01,60,B2,Vitebskaja oblast',KOVALEVSchINA,Sports and Tourism,0.4,2,1,1
523,9769,917.72,3,1000.0,2001-11-29,Male,College,1152.48,60,D1,Mogilevskaja oblast',BOBRUJSK,Production,0.09,0,2,0
524,17768,9676.78,0,10000.0,1999-08-13,Male,College,1513.01,60,B2,Grodnenskaja oblast',MOSTY,Agriculture,0.37,0,2,0
525,17637,2371.5,0,2500.0,1994-06-22,Male,College,1495.1,60,B3,g. Minsk,MINSK,Construction,0.24,1,2,0
526,14151,1397.76,0,1500.0,1981-05-27,Male,College,1324.68,60,B1,Vitebskaja oblast',Postavy,Production,0.25,1,1,1
527,12233,9297.49,3,10000.0,1973-12-18,Female,High school,1095.09,60,D2,Minskaja oblast',Smolevichi,Trade,0.27,0,2,0
528,14394,1509.74,0,1600.0,1974-09-02,Female,College,1594.16,60,B2,Minskaja oblast',OTRADNOE,Culture and Art,0.4,0,2,1
529,17056,955.17,0,1000.0,2002-03-15,Male,College,1813.32,60,D3,Minskaja oblast',SOLIGORSK,Science and Education,0.24,0,2,0
530,11779,3818.08,95,3950.0,1980-09-27,Male,College,1352.39,60,C3,Minskaja oblast',NEGORELOE,Trade,0.21,0,2,0
531,9793,677.76,0,1000.0,1998-10-25,Male,College,2083.34,24,D1,g. Minsk,MINSK,Production,0.03,0,1,0
532,10619,995.23,0,1100.0,1993-07-11,Female,College,566.28,60,A3,Gomel'skaja oblast',MOZYR',Science and Education,0.4,1,2,1
533,14666,887.92,0,1000.0,1991-06-09,Female,College,693.19,36,C2,Vitebskaja oblast',ORShA,Trade,0.23,2,1,0
534,18207,1500.0,0,1500.0,1998-11-24,Female,University,1999.73,36,C3,g. Minsk,Minsk,Trade,0.35,0,2,1
535,18338,2400.0,0,2400.0,1972-03-02,Male,University,1534.22,60,C2,g. Minsk,MINSK,Public services,0.4,0,2,0
536,15619,1792.85,0,1900.0,1986-03-05,Female,College,1188.71,60,C2,Grodnenskaja oblast',KRON'KI,Agriculture,0.23,1,2,0
537,14336,1225.58,0,1500.0,1995-11-09,Male,College,953.41,24,B3,Gomel'skaja oblast',ZhLOBIN,Production,0.2,0,2,0
538,15213,16984.48,0,18000.0,1977-04-17,Male,College,1366.12,60,A1,Gomel'skaja oblast',Buda-Koshelevo,Construction,0.4,0,2,1
539,16208,2674.49,0,2800.0,1989-06-29,Female,College,570.63,60,C2,Brestskaja oblast',NOVYE ZASIMOVIChI,Science and Education,0.15,3,2,0
540,9965,2676.61,0,3300.0,1990-10-28,Female,College,2245.85,36,C2,Minskaja oblast',ZhODINO,Production,0.24,2,1,0
541,11474,840.75,0,1000.0,1998-06-04,Female,College,1301.41,36,D1,GRODNENSKAJa,OBUHOVO,Trade,0.29,0,2,0
542,16072,4717.96,0,5000.0,1971-01-08,Female,College,793.56,60,D3,Gomel'skaja oblast',VETKA,Medicine and healthcare,0.33,0,1,0
543,13321,9268.06,0,20000.0,1978-09-28,Male,University,5899.89,60,C2,g. Minsk,MINSK,Construction,0.24,2,1,0
544,13096,3820.64,0,4100.0,1990-05-08,Female,University,1269.31,60,E1,VITEBSKAJa,VITEBSK,Production,0.4,2,1,0
545,10157,18107.96,0,20000.0,2001-01-10,Male,University,5400.0,60,B1,g. Minsk,MINSK,Information Technology,0.11,0,2,1
546,14321,7450.37,3,7800.0,1980-09-13,Female,High school,761.12,60,D3,Brestskaja oblast',KOBRIN,Trade,0.4,0,1,0
547,11669,4599.81,0,5000.0,1998-10-27,Male,College,1591.34,60,A3,g. Minsk,MINSK,Trade,0.11,0,2,1
548,12827,6522.97,0,7000.0,1997-02-22,Female,University,1742.38,60,B1,BRESTSKAJa,BREST,Trade,0.32,0,1,1
549,18058,5936.27,0,6000.0,1993-07-10,Male,"Incomplete, University",1256.98,60,C2,BRESTSKAJa,BREST,Trade,0.33,1,1,0
550,11487,919.95,0,1000.0,2004-09-28,Male,College,595.04,60,C1,Vitebskaja oblast',Oktjabr'skij,Production,0.12,0,2,0
551,17511,2675.03,0,3000.0,1991-06-10,Male,College,1934.45,24,D3,Mogilevskaja oblast',BOBRUJSK,Construction,0.28,0,2,0
552,12535,2609.2,0,2800.0,2000-04-03,Male,College,1500.0,60,C2,Mogilevskaja oblast',OSIPOVIChI,Ministry of Internal Affairs/Ministry of Emergency Situations/Ministry of Defense,0.14,0,1,1
553,16148,3640.54,0,4100.0,1994-05-09,Female,College,651.88,36,C2,Minskaja oblast',SOLIGORSK,Public services,0.4,1,1,0
554,15410,5850.29,0,6200.0,1979-09-07,Male,College,713.71,60,A1,VITEBSKAJa,BARSUKI,Public Administration,0.4,0,2,1
555,17989,2968.14,0,3000.0,1990-07-26,Male,University,2811.02,60,B2,g. Minsk,MINSK,Finance and Insurance,0.27,0,1,1
556,9946,3111.19,0,3500.0,1984-06-07,Female,College,582.77,60,C1,Gomel'skaja oblast',REChITsA,Public services,0.17,2,2,0
557,17611,9289.71,0,9600.0,1994-09-25,Male,College,1691.8,60,D1,Minskaja oblast',Pleschenitsy,Production,0.4,0,2,0
558,12252,2157.17,3,2500.0,1974-09-29,Male,College,865.42,36,C2,Mogilevskaja oblast',VOLOSOVIChI,Agriculture,0.12,0,2,0
559,11418,1839.9,0,2000.0,1999-04-17,Male,College,1000.0,60,C1,Brestskaja oblast',BARANOVIChI,Production,0.06,1,1,0
560,17665,1071.23,0,1200.0,1999-01-02,Male,"Incomplete, University",1249.57,24,C2,Vitebskaja oblast',LEPEL',Agriculture,0.27,0,2,0
561,17304,1600.0,0,2000.0,1992-08-02,Female,University,2227.27,60,B2,Mogilevskaja oblast',BOBRUJSK,Finance and Insurance,0.26,0,1,1
562,12433,2758.09,0,3000.0,1965-05-02,Female,College,778.99,60,C3,Grodnenskaja oblast',RANEVIChI,Medicine and healthcare,0.12,0,2,1
563,13507,300.0,0,3000.0,1983-09-09,Female,University,967.07,24,B2,g. Minsk,MINSK,Finance and Insurance,0.17,3,1,1
564,9791,698.97,0,1000.0,1984-01-29,Male,High school,1463.95,24,D2,Brestskaja oblast',GANTsEVIChI,Public Administration,0.14,2,1,0
565,9795,698.97,0,1000.0,1999-04-16,Male,College,1845.77,24,D1,Brestskaja oblast',REChITsA,Production,0.26,0,2,0
566,10082,1053.96,0,1300.0,1996-03-12,Female,University,1088.01,36,C1,GOMEL'SKAJa,GOMEL',Finance and Insurance,0.4,0,1,1
567,16009,5661.54,0,6000.0,1977-02-03,Female,University,2146.09,60,D3,Minskaja oblast',JuBILEJNYJ,Transport/Logistic,0.2,1,1,0
568,10879,905.38,0,1000.0,1990-01-27,Male,University,2985.47,60,C2,g. Minsk,MINSK,Production,0.11,0,2,0
569,13577,1444.4,0,1550.0,2003-03-31,Male,University,1083.14,60,B1,Minskaja oblast',GORKI,Trade,0.07,0,2,1
570,15725,1296.73,0,1500.0,1978-03-19,Female,High school,1318.67,36,B2,g. Minsk,MINSK,Production,0.34,0,2,0
571,12249,919.95,0,1000.0,1989-01-02,Male,University,2112.98,60,C2,Gomel'skaja oblast',PETRIKOV,Production,0.35,2,1,0
572,15914,3302.58,0,3500.0,1969-08-16,Male,College,643.11,60,A3,GOMEL'SKAJa,GOMEL',Science and Education,0.31,1,2,1
