,Gender,Age,Education,Nationality,Marital_Status,Governorate,Aware_151,Call_151,The_reason_of_the_call,Call_center_employee_communication_skills_evaluation,Satisfaction_with_the_doctors_response,How_often_do_you_receive_call_center_news,target
480,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.8,1
481,Female,30-39,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.8,1
482,Female,25-29,Diploma,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.8,1
483,Female,30-39,Diploma,Kuwaiti,Married,Around,Yes,No,Complaints,3.0,3.0,5.0,1
484,Female,30-39,Diploma,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.3,1
485,Female,Under 18,High school,Other nationality,Single,Capital,Yes,No,Complaints,3.0,3.0,2.2,1
486,Female,18-24,High school,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,3.2,1
487,Female,Under 18,Less than high school,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.4,1
488,Female,18-24,High school,Other nationality,Single,Capital,Yes,No,Complaints,3.0,3.0,4.1,1
489,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.7,1
490,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.1,0
491,Female,Under 18,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.9,1
492,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.1,1
493,Female,30-39,Bachelor,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,3.0,1
494,Female,40-49,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.1,1
495,Female,30-39,Diploma,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.7,1
496,Female,50-59,Diploma,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,2.9,1
497,Female,30-39,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.0,1
498,Female,18-24,Diploma,Unspecified,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.2,1
499,Female,50-59,Less than high school,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.6,1
500,Female,30-39,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.9,1
501,Female,30-39,Diploma,Unspecified,Married,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
502,Female,30-39,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,3.0,1
503,Female,40-49,Diploma,Kuwaiti,Widow,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.5,1
504,Female,25-29,Diploma,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,1.6,1
505,Male,60 and above,Bachelor,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,3.2,1
506,Male,30-39,Diploma,Other nationality,Married,Capital,No,No,Complaints,3.0,3.0,3.0,1
507,Male,30-39,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.9,1
508,Male,60 and above,Bachelor,Kuwaiti,Married,Around,Yes,No,Complaints,3.0,3.0,2.8,1
509,Male,40-49,Bachelor,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.0,1
510,Male,40-49,Master,Kuwaiti,Widow,Around,No,No,Complaints,3.0,3.0,1.0,1
511,Male,40-49,Master,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.1,1
512,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.6,1
513,Male,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.7,1
514,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.1,1
515,Male,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.7,1
516,Male,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
517,Male,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.2,1
518,Male,40-49,Bachelor,Other nationality,Married,Around,Yes,No,Complaints,3.0,3.0,3.4,1
519,Male,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.7,1
520,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.8,1
521,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.6,1
522,Male,18-24,High school,Unspecified,Single,Capital,No,No,Complaints,3.0,3.0,2.4,1
523,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.1,1
524,Male,18-24,Diploma,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.4,1
525,Male,50-59,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.9,1
526,Male,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.0,1
527,Male,18-24,High school,Kuwaiti,Married,Capital,Yes,No,Complaints,3.0,3.0,2.7,1
528,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.5,1
529,Male,18-24,Diploma,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.4,1
530,Male,30-39,High school,Kuwaiti,Widow,Farwaniya,Yes,No,Complaints,3.0,3.0,3.0,1
531,Male,30-39,High school,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,2.7,1
532,Male,40-49,High school,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.9,1
533,Male,25-29,High school,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,3.4,1
534,Male,50-59,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,1.7,1
535,Male,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.5,1
536,Male,40-49,Diploma,Kuwaiti,Widow,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
537,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,1.1,0
538,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
539,Male,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.4,1
540,Male,25-29,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.2,1
541,Male,30-39,Less than high school,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.5,1
542,Male,40-49,Diploma,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,1.2,0
543,Male,40-49,High school,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,1.9,0
544,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,4.7,1
545,Male,18-24,Diploma,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.2,1
546,Male,40-49,High school,Other nationality,Married,Around,Yes,No,Complaints,3.0,3.0,3.6,1
547,Male,50-59,Diploma,Other nationality,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.0,1
548,Male,18-24,Diploma,Other nationality,Single,Around,Yes,No,Complaints,3.0,3.0,3.6,1
549,Male,18-24,Diploma,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
550,Male,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,1.0,1
551,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.9,1
552,Male,25-29,Diploma,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.4,1
553,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.6,1
554,Male,18-24,Diploma,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
555,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.7,1
556,Male,30-39,Doctor,Kuwaiti,Widow,Jahra,No,No,Complaints,3.0,3.0,3.3,1
557,Male,30-39,Diploma,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,4.3,1
558,Male,30-39,High school,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.4,1
559,Male,30-39,Diploma,Other nationality,Single,Jahra,No,No,Complaints,3.0,3.0,3.0,1
560,Male,25-29,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
561,Male,18-24,High school,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.0,1
562,Male,18-24,Diploma,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,1.0,1
563,Male,18-24,High school,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,1.2,1
564,Male,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,3.5,0
565,Male,18-24,High school,Unspecified,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.0,0
566,Male,25-29,Diploma,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.2,1
567,Male,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.0,1
568,Male,18-24,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.9,1
569,Male,25-29,Diploma,Unspecified,Single,Capital,No,No,Complaints,3.0,3.0,2.9,1
570,Male,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.2,1
571,Male,18-24,Master,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,3.6,1
572,Male,25-29,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.2,1
573,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,1.5,1
574,Male,25-29,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.6,1
575,Male,25-29,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.1,1
576,Male,25-29,Bachelor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.7,1
577,Male,25-29,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.6,1
578,Male,18-24,High school,Other nationality,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.2,1
579,Male,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.3,1
580,Male,18-24,High school,Kuwaiti,Married,Jahra,Yes,No,Complaints,3.0,3.0,5.0,1
581,Male,18-24,Diploma,Other nationality,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.8,1
582,Male,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.3,1
583,Male,30-39,Diploma,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.3,1
584,Male,30-39,Diploma,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.1,1
585,Female,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
586,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.2,1
587,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.6,1
588,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,1.8,1
589,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.4,1
590,Female,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.4,1
591,Female,50-59,Doctor,Kuwaiti,Married,Around,Yes,No,Complaints,3.0,3.0,2.6,1
592,Female,40-49,High school,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.3,1
593,Female,50-59,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.1,0
594,Female,30-39,Diploma,Kuwaiti,Widow,Farwaniya,Yes,No,Complaints,3.0,3.0,1.6,1
595,Female,25-29,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.3,1
596,Female,25-29,Bachelor,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.2,1
597,Female,60 and above,Bachelor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,2.5,1
598,Female,30-39,Bachelor,Other nationality,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.3,1
599,Female,30-39,Doctor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.4,1
600,Female,18-24,Bachelor,Kuwaiti,Married,Around,Yes,No,Complaints,3.0,3.0,2.7,1
601,Female,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
602,Female,18-24,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.2,1
603,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.0,1
604,Female,18-24,High school,Other nationality,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.3,1
605,Female,18-24,High school,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.1,1
606,Female,30-39,Diploma,Unspecified,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.0,1
607,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.6,1
608,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.2,1
609,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.3,1
610,Female,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.2,1
611,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,1.4,1
612,Female,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.1,0
613,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.4,1
614,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.4,1
615,Female,18-24,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,2.4,1
616,Female,40-49,Doctor,Kuwaiti,Widow,Around,No,No,Complaints,3.0,3.0,2.5,1
617,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.3,0
618,Female,18-24,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,3.5,1
619,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,4.1,1
620,Female,18-24,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.5,1
621,Female,18-24,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,4.1,1
622,Female,18-24,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.9,1
623,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,4.2,1
624,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.3,1
625,Female,30-39,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.8,1
626,Female,18-24,High school,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.2,1
627,Female,18-24,Bachelor,Kuwaiti,Married,AlAhmadi,Yes,No,Complaints,3.0,3.0,2.7,1
628,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.5,1
629,Female,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.8,1
630,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.9,1
631,Female,18-24,Bachelor,Other nationality,Single,Jahra,Yes,No,Complaints,3.0,3.0,2.9,1
632,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.0,1
633,Female,25-29,Diploma,Kuwaiti,Widow,Jahra,No,No,Complaints,3.0,3.0,3.5,1
634,Female,18-24,Diploma,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.7,1
635,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.3,1
636,Female,25-29,Bachelor,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,1.6,1
637,Female,18-24,Bachelor,Kuwaiti,Married,Around,No,No,Complaints,3.0,3.0,2.3,1
638,Female,40-49,Bachelor,Kuwaiti,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,2.9,1
639,Female,18-24,Bachelor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.4,1
640,Female,25-29,Bachelor,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,2.9,1
641,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.0,1
642,Female,18-24,Other,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.0,1
643,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.6,0
644,Female,25-29,Diploma,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,3.0,1
645,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,1.8,1
646,Female,18-24,Bachelor,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.5,1
647,Female,18-24,Bachelor,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.3,1
648,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.5,1
649,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.0,1
650,Female,18-24,Bachelor,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.1,1
651,Female,30-39,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.6,1
652,Female,18-24,Bachelor,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.7,1
653,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.2,1
654,Female,18-24,High school,Other nationality,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.0,1
655,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.3,1
656,Female,25-29,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.0,1
657,Female,25-29,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,4.3,1
658,Female,30-39,High school,Kuwaiti,Widow,AlAhmadi,No,No,Complaints,3.0,3.0,3.5,1
659,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.7,1
660,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,1.9,1
661,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.3,1
662,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.5,1
663,Female,30-39,Diploma,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,3.6,1
664,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.0,1
665,Female,Under 18,High school,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,4.1,1
666,Female,18-24,Bachelor,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,3.4,1
667,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.1,1
668,Female,18-24,Diploma,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.3,1
669,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.7,1
670,Female,30-39,Bachelor,Kuwaiti,Widow,Farwaniya,No,No,Complaints,3.0,3.0,1.3,1
671,Female,30-39,Diploma,Kuwaiti,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,4.3,1
672,Female,25-29,Bachelor,Other nationality,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,3.8,1
673,Female,30-39,Bachelor,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.2,0
674,Female,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,5.0,1
675,Female,18-24,Bachelor,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,3.0,1
676,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.5,1
677,Female,30-39,Diploma,Kuwaiti,Married,AlAhmadi,No,No,Complaints,3.0,3.0,3.8,1
678,Female,18-24,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,3.8,1
679,Female,30-39,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.8,1
680,Female,30-39,Diploma,Kuwaiti,Married,Farwaniya,No,No,Complaints,3.0,3.0,2.1,1
681,Female,18-24,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,3.3,1
682,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,1.7,1
683,Female,18-24,High school,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,2.7,1
684,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,4.2,1
685,Female,18-24,High school,Kuwaiti,Single,Mubarak AlKabir,No,No,Complaints,3.0,3.0,2.0,1
686,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.4,1
687,Female,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.6,1
688,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.0,0
689,Female,18-24,High school,Other nationality,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.1,1
690,Female,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.8,1
691,Female,18-24,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.5,1
692,Female,Under 18,High school,Other nationality,Single,Around,Yes,No,Complaints,3.0,3.0,3.6,1
693,Female,25-29,Bachelor,Kuwaiti,Widower,Around,Yes,No,Complaints,3.0,3.0,1.9,1
694,Female,18-24,Bachelor,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,2.2,1
695,Female,30-39,Bachelor,Kuwaiti,Married,Capital,No,No,Complaints,3.0,3.0,2.2,1
696,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,Yes,No,Complaints,3.0,3.0,3.2,1
697,Female,18-24,Bachelor,Kuwaiti,Single,Around,Yes,No,Complaints,3.0,3.0,1.7,1
698,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,3.4,1
699,Female,18-24,Diploma,Kuwaiti,Single,Around,No,No,Complaints,3.0,3.0,3.5,1
700,Female,18-24,High school,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.1,0
701,Female,Under 18,High school,Kuwaiti,Single,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
702,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.9,1
703,Female,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,3.3,1
704,Female,18-24,Diploma,Kuwaiti,Single,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,4.6,1
705,Female,18-24,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,3.4,1
706,Female,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,4.3,1
707,Female,40-49,Bachelor,Kuwaiti,Widow,Jahra,No,No,Complaints,3.0,3.0,2.0,1
708,Female,25-29,Diploma,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.1,1
709,Female,25-29,Bachelor,Kuwaiti,Single,Farwaniya,No,No,Complaints,3.0,3.0,2.6,1
710,Female,30-39,High school,Unspecified,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.1,1
711,Female,30-39,High school,Unspecified,Married,Capital,No,No,Complaints,3.0,3.0,2.9,1
712,Female,25-29,Bachelor,Unspecified,Single,Jahra,No,No,Complaints,3.0,3.0,3.2,1
713,Female,18-24,Bachelor,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.0,1
714,Female,18-24,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.8,1
715,Female,30-39,Diploma,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.3,1
716,Female,40-49,Bachelor,Other nationality,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.3,1
717,Female,40-49,High school,Other nationality,Married,Farwaniya,Yes,No,Complaints,3.0,3.0,3.1,1
718,Female,30-39,Diploma,Unspecified,Married,Jahra,No,No,Complaints,3.0,3.0,3.5,1
719,Female,25-29,Diploma,Unspecified,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,2.9,1
720,Female,30-39,Diploma,Kuwaiti,Married,Mubarak AlKabir,Yes,No,Complaints,3.0,3.0,4.1,1
721,Female,30-39,Diploma,Kuwaiti,Widow,Farwaniya,No,No,Complaints,3.0,3.0,3.3,1
722,Male,30-39,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,2.8,1
723,Male,40-49,Master,Kuwaiti,Married,Mubarak AlKabir,No,No,Complaints,3.0,3.0,1.4,0
724,Male,30-39,Diploma,Unspecified,Married,Capital,No,No,Complaints,3.0,3.0,1.1,1
725,Male,25-29,Diploma,Kuwaiti,Widow,Around,Yes,No,Complaints,3.0,3.0,2.0,1
726,Male,25-29,Bachelor,Kuwaiti,Married,Jahra,No,No,Complaints,3.0,3.0,1.0,1
727,Male,18-24,High school,Kuwaiti,Single,Capital,Yes,No,Complaints,3.0,3.0,2.2,1
728,Male,18-24,High school,Unspecified,Single,Capital,No,No,Complaints,3.0,3.0,2.9,1
729,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,3.5,1
730,Male,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.8,1
731,Male,18-24,High school,Kuwaiti,Single,Jahra,Yes,No,Complaints,3.0,3.0,1.8,1
732,Male,30-39,Bachelor,Kuwaiti,Single,Capital,No,No,Complaints,3.0,3.0,2.1,1
733,Male,25-29,High school,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,1.1,1
734,Male,18-24,High school,Kuwaiti,Single,AlAhmadi,No,No,Complaints,3.0,3.0,2.6,1
735,Male,18-24,Bachelor,Kuwaiti,Single,Jahra,No,No,Complaints,3.0,3.0,2.0,1
